Input Number, Run_Number, Result@ 100, au, ACuAEX1, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-14, Run: 037, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 1, 0, 11, 1, 0, 26, 8, 29, 9, 4, 1, 23, 1, 0, 4, 0, 6, 1, 1, 1, 1, 12, 0, 0, 5, 0, 6, 1, 1, 0, 0, 15, 0, 34, 9, 35, 10, 1, 20, 4, 0, 31, 2, 8, 36, 9, 1, 1, 1, 1, 1, 8, 0, 21, 0, 36, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 0, 4, 0, 0, 33, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 038, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24, 12, 0, 0, 11, 0, 1, 14, 1, 15, 3, 0, 1, 21, 1, 2, 19, 2, 23, 5, 1, 1, 0, 10, 2, 0, 2, 0, 5, 1, 1, 0, 0, 3, 0, 1, 0, 2, 1, 1, 21, 3, 0, 9, 0, 6, 13, 7, 1, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 039, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 23, 12, 0, 0, 11, 1, 0, 3, 0, 5, 1, 1, 1, 20, 3, 1, 2, 0, 7, 2, 1, 1, 0, 12, 0, 0, 3, 1, 4, 2, 1, 0, 0, 6, 0, 31, 11, 32, 12, 1, 23, 1, 0, 17, 2, 3, 19, 4, 1, 1, 1, 1, 1, 8, 0, 8, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 3, 7, 4, 1, 4, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 040, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 10, 2, 0, 12, 0, 0, 10, 0, 12, 1, 2, 1, 23, 0, 1, 5, 3, 7, 5, 1, 1, 0, 12, 0, 0, 5, 2, 6, 3, 1, 0, 0, 6, 0, 13, 2, 14, 3, 1, 21, 1, 2, 6, 5, 5, 10, 8, 1, 1, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 24, 11, 1, 0, 12, 0, 0, 48, 16, 50, 17, 0, 1, 22, 2, 0, 1, 1, 4, 2, 1, 1, 0, 11, 1, 0, 6, 0, 8, 1, 1, 0, 0, 1, 0, 20, 6, 21, 7, 1, 24, 0, 0, 1, 0, 0, 2, 1, 1, 1, 1, 1, 1, 6, 1, 2, 0, 34, 2, 0, 0, 0, 0, 0, 0, 0, 1, 11, 3, 15, 4, 1, 5, 0, 0, 37, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 042, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 11, 1, 0, 10, 2, 0, 12, 2, 15, 3, 2, 1, 23, 0, 1, 14, 4, 16, 6, 1, 1, 0, 12, 0, 0, 12, 6, 13, 7, 1, 0, 0, 23, 0, 9, 0, 10, 1, 1, 18, 5, 1, 13, 3, 3, 20, 5, 1, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 043, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12, 0, 0, 1, 0, 0, 0, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 12, 0, 0, 11, 1, 0, 9, 3, 10, 4, 3, 1, 20, 4, 0, 7, 2, 12, 3, 1, 1, 0, 12, 0, 0, 13, 4, 14, 5, 1, 0, 0, 38, 0, 4, 1, 4, 1, 0, 23, 1, 0, 13, 9, 2, 15, 3, 1, 1, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 044, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 22, 12, 0, 0, 11, 1, 0, 6, 1, 8, 2, 2, 1, 23, 1, 0, 15, 4, 17, 5, 1, 1, 0, 12, 0, 0, 1, 0, 2, 1, 1, 0, 0, 4, 0, 5, 0, 6, 1, 1, 23, 0, 1, 20, 1, 7, 22, 9, 1, 1, 1, 1, 1, 7, 0, 7, 0, 36, 1, 0, 0, 0, 0, 0, 0, 0, 2, 12, 1, 14, 2, 1, 5, 0, 0, 36, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 045, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 12, 0, 0, 11, 1, 0, 7, 1, 8, 2, 0, 1, 22, 2, 0, 10, 1, 13, 2, 1, 1, 1, 11, 1, 0, 3, 0, 5, 1, 1, 0, 0, 17, 0, 4, 0, 5, 1, 1, 22, 2, 0, 4, 4, 2, 7, 3, 1, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 21, 12, 0, 0, 12, 0, 0, 2, 0, 3, 1, 3, 1, 24, 0, 0, 1, 1, 2, 2, 1, 1, 0, 12, 0, 0, 2, 1, 3, 2, 1, 0, 0, 4, 0, 10, 0, 11, 1, 1, 22, 2, 0, 9, 0, 2, 12, 3, 1, 1, 1, 1, 1, 5, 0, 8, 0, 34, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 6, 2, 1, 7, 0, 0, 38, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 047, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24, 11, 1, 0, 11, 1, 0, 5, 1, 7, 2, 0, 1, 24, 0, 0, 3, 2, 4, 3, 1, 1, 0, 12, 0, 0, 9, 1, 10, 2, 1, 0, 0, 24, 0, 9, 5, 10, 6, 1, 24, 0, 0, 12, 1, 6, 13, 7, 1, 1, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 048, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 12, 0, 0, 12, 0, 0, 1, 0, 1, 1, 1, 1, 22, 2, 0, 37, 5, 40, 6, 1, 1, 0, 12, 0, 0, 3, 0, 4, 1, 1, 0, 0, 19, 0, 5, 0, 6, 1, 1, 23, 1, 0, 3, 8, 1, 5, 2, 1, 1, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12, 0, 0, 1, 0, 0, 0, 73, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11, 1, 0, 9, 2, 1, 4, 0, 9, 2, 2, 1, 22, 1, 1, 11, 1, 14, 3, 1, 1, 0, 12, 0, 0, 24, 9, 25, 10, 1, 0, 0, 1, 0, 39, 15, 39, 15, 0, 22, 1, 1, 11, 1, 3, 14, 5, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 050, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 0, 0, 11, 1, 0, 24, 8, 26, 9, 2, 1, 24, 0, 0, 18, 2, 19, 3, 1, 1, 0, 12, 0, 0, 3, 4, 4, 5, 1, 0, 0, 4, 0, 4, 0, 5, 1, 1, 24, 0, 0, 43, 0, 11, 44, 12, 1, 1, 1, 1, 1, 3, 0, 7, 0, 27, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 9, 0, 0, 39, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 051, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12, 0, 0, 1, 0, 0, 0, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 12, 0, 0, 12, 0, 0, 3, 0, 3, 1, 2, 1, 23, 0, 1, 36, 7, 38, 9, 1, 1, 0, 11, 1, 0, 11, 0, 13, 1, 1, 0, 0, 10, 0, 23, 4, 23, 4, 0, 22, 2, 0, 22, 0, 4, 25, 5, 1, 1, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12, 1, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 2, 0, 12, 0, 0, 14, 5, 17, 6, 3, 1, 22, 2, 0, 1, 0, 4, 1, 1, 1, 1, 11, 1, 0, 31, 10, 33, 10, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 23, 1, 0, 4, 8, 0, 6, 1, 1, 1, 1, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 053, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 9, 2, 1, 10, 1, 1, 2, 2, 7, 5, 1, 1, 22, 2, 0, 1, 1, 4, 2, 1, 1, 0, 11, 1, 0, 0, 1, 2, 2, 1, 0, 0, 40, 0, 8, 1, 9, 2, 1, 23, 1, 0, 12, 5, 2, 14, 3, 1, 1, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 054, P, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 10, 1, 0, 10, 0, 1, 15, 2, 18, 4, 4, 1, 22, 0, 0, 6, 0, 7, 1, 1, 1, 1, 11, 0, 0, 9, 4, 10, 5, 1, 0, 0, 0, 0, 3, 1, 4, 2, 1, 22, 0, 0, 16, 0, 2, 17, 3, 1, 1, 1, 1, 1, 6, 0, 6, 0, 31, 3, 0, 0, 0, 0, 0, 0, 0, 2, 15, 2, 19, 3, 1, 5, 0, 0, 33, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 23, 11, 1, 0, 11, 1, 0, 6, 2, 9, 3, 1, 1, 24, 0, 0, 23, 8, 24, 9, 1, 1, 0, 12, 0, 0, 1, 1, 2, 2, 1, 0, 0, 8, 0, 1, 0, 2, 1, 1, 23, 1, 0, 19, 1, 6, 21, 7, 1, 1, 1, 1, 1, 8, 0, 10, 0, 37, 1, 0, 0, 0, 0, 0, 0, 0, 2, 12, 2, 14, 3, 1, 4, 0, 0, 35, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 056, P, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 0, 0, 10, 1, 0, 7, 2, 9, 3, 1, 1, 21, 2, 0, 8, 2, 11, 3, 1, 1, 1, 11, 0, 0, 11, 3, 12, 4, 1, 1, 0, 0, 0, 1, 2, 2, 3, 1, 21, 2, 0, 32, 0, 5, 35, 6, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 32, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 38, 0, 0, 7, 0, 0, 26, 10, 26, 1, 10, 0
INVAR-14, Run: 057, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 70, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 10, 2, 0, 10, 2, 0, 7, 1, 11, 2, 1, 1, 22, 2, 0, 5, 1, 8, 2, 1, 1, 1, 12, 0, 0, 2, 2, 3, 3, 1, 0, 0, 5, 0, 24, 11, 25, 12, 1, 23, 0, 0, 1, 0, 0, 2, 1, 1, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 058, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12, 0, 0, 1, 0, 0, 0, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 12, 0, 0, 9, 3, 0, 0, 0, 3, 1, 2, 1, 23, 1, 0, 6, 4, 8, 5, 1, 1, 0, 10, 2, 0, 5, 1, 8, 2, 1, 0, 0, 18, 0, 31, 5, 31, 5, 0, 20, 4, 0, 27, 4, 9, 32, 10, 1, 1, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 0, 0, 12, 0, 0, 2, 1, 3, 2, 1, 1, 19, 5, 0, 7, 1, 13, 2, 1, 1, 1, 10, 1, 1, 8, 4, 11, 6, 1, 0, 0, 36, 0, 14, 5, 15, 6, 1, 24, 0, 0, 8, 13, 0, 9, 1, 1, 1, 1, 1, 1, 7, 0, 39, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 060, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 24, 24, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 1, 0, 10, 2, 0, 11, 2, 15, 3, 1, 1, 22, 2, 0, 30, 9, 32, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 061, P, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 9, 0, 0, 0, 0, 0, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 0, 0, 10, 2, 0, 1, 0, 4, 1, 2, 1, 18, 0, 0, 0, 0, 1, 1, 1, 1, 0, 9, 0, 0, 5, 2, 6, 3, 1, 0, 0, 3, 0, 5, 0, 6, 1, 1, 18, 0, 0, 69, 0, 15, 69, 15, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 062, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 10, 1, 1, 10, 2, 0, 17, 3, 22, 5, 0, 1, 21, 3, 0, 53, 15, 57, 16, 1, 1, 0, 12, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 7, 2, 8, 3, 1, 21, 3, 0, 9, 0, 3, 13, 4, 1, 1, 1, 1, 1, 3, 0, 3, 0, 26, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 4, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 063, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 11, 0, 1, 12, 0, 0, 1, 0, 2, 2, 2, 1, 22, 2, 0, 31, 5, 34, 6, 1, 1, 1, 11, 1, 0, 6, 0, 8, 1, 1, 0, 0, 8, 0, 13, 1, 14, 2, 1, 23, 1, 0, 3, 3, 0, 5, 1, 1, 1, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 064, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 24, 24, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 12, 0, 0, 10, 2, 0, 1, 0, 4, 1, 0, 1, 21, 3, 0, 13, 1, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 065, P, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 0, 0, 0, 0, 0, 21, 11, 0, 0, 10, 0, 1, 0, 1, 2, 3, 1, 1, 22, 0, 0, 4, 1, 5, 2, 1, 1, 0, 11, 0, 0, 4, 1, 5, 2, 1, 0, 0, 0, 0, 8, 1, 9, 2, 1, 20, 1, 1, 4, 0, 1, 7, 3, 1, 1, 1, 1, 1, 5, 0, 2, 0, 33, 3, 0, 0, 0, 0, 0, 0, 0, 1, 8, 6, 12, 7, 1, 6, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
