Input Number, Run_Number, Result@ 100, CE, X1, H, M, PO, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 017, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0, 84, 248, 447, 9979, 124, 76, 47, 124, 248, 372, 571, 9979
INVAR-3, Run: 018, P, 36, 0, 0, 0, 0, 128, 0, 0, 1, 768, 0, 92, 256, 456, 12053, 128, 76, 51, 128, 256, 384, 584, 12053
INVAR-3, Run: 019, P, 17, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0, 130, 294, 543, 16901, 147, 91, 55, 147, 294, 441, 690, 16901
INVAR-3, Run: 020, P, 34, 0, 0, 0, 0, 130, 0, 0, 1, 780, 0, 96, 260, 407, 11322, 130, 79, 50, 130, 260, 390, 537, 11322
INVAR-3, Run: 021, P, 25, 0, 0, 0, 0, 139, 0, 0, 1, 834, 0, 114, 278, 570, 19104, 139, 93, 45, 139, 278, 417, 709, 19104
INVAR-3, Run: 022, P, 0, 0, 1, 0, 1, 793, 44, 718, 0, 0, 1, 75, 239, 446, 9011, 119, 77, 42, 119, 239, 358, 521, 9729
INVAR-3, Run: 023, P, 30, 0, 0, 0, 0, 134, 0, 0, 1, 804, 0, 104, 268, 659, 16327, 134, 92, 41, 134, 268, 402, 793, 16327
INVAR-3, Run: 024, P, 42, 0, 0, 0, 0, 122, 0, 0, 1, 732, 0, 80, 244, 485, 10248, 122, 85, 36, 122, 244, 366, 607, 10248
INVAR-3, Run: 025, P, 0, 0, 1, 0, 1, 873, 34, 778, 0, 0, 1, 95, 259, 519, 11935, 129, 91, 38, 129, 259, 388, 614, 12713
INVAR-3, Run: 026, P, 39, 0, 0, 0, 0, 125, 0, 0, 1, 750, 0, 86, 250, 475, 10286, 125, 79, 45, 125, 250, 375, 600, 10286
INVAR-3, Run: 027, P, 20, 0, 0, 0, 0, 144, 0, 0, 1, 864, 0, 124, 288, 616, 19141, 144, 95, 48, 144, 288, 432, 760, 19141
INVAR-3, Run: 028, P, 0, 0, 1, 0, 1, 817, 41, 736, 0, 0, 1, 81, 245, 495, 10272, 122, 81, 41, 122, 245, 367, 576, 11008
INVAR-3, Run: 029, P, 0, 0, 1, 0, 1, 1033, 14, 898, 0, 0, 1, 135, 299, 699, 22366, 149, 97, 52, 149, 299, 448, 834, 23264
INVAR-3, Run: 030, P, 0, 0, 1, 0, 1, 905, 30, 802, 0, 0, 1, 103, 267, 605, 16208, 133, 88, 45, 133, 267, 400, 708, 17010
INVAR-3, Run: 031, P, 0, 0, 1, 0, 1, 833, 39, 748, 0, 0, 1, 85, 249, 512, 11190, 124, 70, 54, 124, 249, 373, 597, 11938
INVAR-3, Run: 032, P, 50, 0, 0, 0, 0, 114, 0, 0, 1, 684, 0, 64, 228, 304, 7748, 114, 77, 36, 114, 228, 342, 418, 7748
INVAR-3, Run: 033, P, 34, 0, 0, 0, 0, 130, 0, 0, 1, 780, 0, 96, 260, 499, 10746, 130, 75, 54, 130, 260, 390, 629, 10746
INVAR-3, Run: 034, P, 37, 0, 0, 0, 0, 127, 0, 0, 1, 762, 0, 90, 254, 388, 9385, 127, 76, 50, 127, 254, 381, 515, 9385
INVAR-3, Run: 035, P, 0, 0, 1, 0, 1, 929, 27, 820, 0, 0, 1, 109, 273, 643, 15028, 136, 81, 55, 136, 273, 409, 752, 15848
INVAR-3, Run: 036, P, 49, 0, 0, 0, 0, 115, 0, 0, 1, 690, 0, 66, 230, 430, 7455, 115, 69, 45, 115, 230, 345, 545, 7455
INVAR-3, Run: 037, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0, 84, 248, 645, 13677, 124, 81, 42, 124, 248, 372, 769, 13677
INVAR-3, Run: 038, P, 0, 0, 1, 0, 1, 945, 25, 832, 0, 0, 1, 113, 277, 499, 15335, 138, 84, 54, 138, 277, 415, 612, 16167
INVAR-3, Run: 039, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0, 84, 248, 403, 8956, 124, 77, 46, 124, 248, 372, 527, 8956
INVAR-3, Run: 040, P, 32, 0, 0, 0, 0, 132, 0, 0, 1, 792, 0, 100, 264, 542, 11668, 132, 82, 49, 132, 264, 396, 674, 11668
INVAR-3, Run: 041, P, 47, 0, 0, 0, 0, 117, 0, 0, 1, 702, 0, 70, 234, 382, 8360, 117, 75, 41, 117, 234, 351, 499, 8360
INVAR-3, Run: 042, P, 32, 0, 0, 0, 0, 132, 0, 0, 1, 792, 0, 100, 264, 466, 15361, 132, 95, 36, 132, 264, 396, 598, 15361
INVAR-3, Run: 043, P, 22, 0, 0, 0, 0, 142, 0, 0, 1, 852, 0, 120, 284, 528, 16404, 142, 82, 59, 142, 284, 426, 670, 16404
INVAR-3, Run: 044, P, 0, 0, 1, 0, 1, 825, 40, 742, 0, 0, 1, 83, 247, 437, 10544, 123, 74, 49, 123, 247, 370, 520, 11286
INVAR-3, Run: 045, P, 29, 0, 0, 0, 0, 135, 0, 0, 1, 810, 0, 106, 270, 546, 14995, 135, 92, 42, 135, 270, 405, 681, 14995
INVAR-3, Run: 046, P, 12, 0, 0, 0, 0, 152, 0, 0, 1, 912, 0, 140, 304, 736, 23380, 152, 106, 45, 152, 304, 456, 888, 23380
INVAR-3, Run: 047, P, 0, 0, 1, 0, 1, 809, 42, 730, 0, 0, 1, 79, 243, 313, 7340, 121, 80, 41, 121, 243, 364, 392, 8070
INVAR-3, Run: 048, P, 45, 0, 0, 0, 0, 119, 0, 0, 1, 714, 0, 74, 238, 360, 6555, 119, 67, 51, 119, 238, 357, 479, 6555
INVAR-3, Run: 049, P, 32, 0, 0, 0, 0, 132, 0, 0, 1, 792, 0, 100, 264, 551, 13404, 132, 72, 59, 132, 264, 396, 683, 13404
INVAR-3, Run: 050, P, 0, 0, 1, 0, 1, 801, 43, 724, 0, 0, 1, 77, 241, 438, 10812, 120, 86, 34, 120, 241, 361, 515, 11536
INVAR-3, Run: 051, P, 25, 0, 0, 0, 0, 139, 0, 0, 1, 834, 0, 114, 278, 455, 14610, 139, 87, 51, 139, 278, 417, 594, 14610
INVAR-3, Run: 052, P, 0, 0, 1, 0, 1, 937, 26, 826, 0, 0, 1, 111, 275, 524, 13591, 137, 87, 50, 137, 275, 412, 635, 14417
INVAR-3, Run: 053, P, 35, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0, 94, 258, 414, 11565, 129, 81, 47, 129, 258, 387, 543, 11565
INVAR-3, Run: 054, P, 0, 0, 1, 0, 1, 881, 33, 784, 0, 0, 1, 97, 261, 624, 15464, 130, 83, 47, 130, 261, 391, 721, 16248
INVAR-3, Run: 055, P, 30, 0, 0, 0, 0, 134, 0, 0, 1, 804, 0, 104, 268, 666, 14224, 134, 79, 54, 134, 268, 402, 800, 14224
INVAR-3, Run: 056, P, 35, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0, 94, 258, 523, 13436, 129, 77, 51, 129, 258, 387, 652, 13436
INVAR-3, Run: 057, P, 21, 0, 0, 0, 0, 143, 0, 0, 1, 858, 0, 122, 286, 635, 19416, 143, 74, 68, 143, 286, 429, 778, 19416
INVAR-3, Run: 058, P, 35, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0, 94, 258, 520, 11027, 129, 84, 44, 129, 258, 387, 649, 11027
INVAR-3, Run: 059, P, 39, 0, 0, 0, 0, 125, 0, 0, 1, 750, 0, 86, 250, 510, 9150, 125, 79, 45, 125, 250, 375, 635, 9150
INVAR-3, Run: 060, P, 0, 0, 1, 0, 1, 969, 22, 850, 0, 0, 1, 119, 283, 622, 18685, 141, 87, 54, 141, 283, 424, 741, 19535
INVAR-3, Run: 061, P, 25, 0, 0, 0, 0, 139, 0, 0, 1, 834, 0, 114, 278, 549, 17168, 139, 91, 47, 139, 278, 417, 688, 17168
INVAR-3, Run: 062, P, 37, 0, 0, 0, 0, 127, 0, 0, 1, 762, 0, 90, 254, 536, 11679, 127, 71, 55, 127, 254, 381, 663, 11679
INVAR-3, Run: 063, P, 0, 0, 1, 0, 1, 913, 29, 808, 0, 0, 1, 105, 269, 586, 15091, 134, 85, 49, 134, 269, 403, 691, 15899
INVAR-3, Run: 064, P, 49, 0, 0, 0, 0, 115, 0, 0, 1, 690, 0, 66, 230, 383, 7727, 115, 80, 34, 115, 230, 345, 498, 7727
INVAR-3, Run: 065, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0, 84, 248, 376, 10014, 124, 84, 39, 124, 248, 372, 500, 10014
INVAR-3, Run: 066, P, 0, 0, 1, 0, 1, 1057, 11, 916, 0, 0, 1, 141, 305, 698, 26684, 152, 99, 53, 152, 305, 457, 839, 27600
INVAR-3, Run: 067, P, 0, 0, 1, 0, 1, 857, 36, 766, 0, 0, 1, 91, 255, 432, 11404, 127, 95, 32, 127, 255, 382, 523, 12170
INVAR-3, Run: 068, P, 0, 0, 1, 0, 1, 929, 27, 820, 0, 0, 1, 109, 273, 683, 18050, 136, 89, 47, 136, 273, 409, 792, 18870
INVAR-3, Run: 069, P, 38, 0, 0, 0, 0, 126, 0, 0, 1, 756, 0, 88, 252, 419, 9956, 126, 78, 47, 126, 252, 378, 545, 9956
INVAR-3, Run: 070, P, 43, 0, 0, 0, 0, 121, 0, 0, 1, 726, 0, 78, 242, 470, 8971, 121, 70, 50, 121, 242, 363, 591, 8971
INVAR-3, Run: 071, P, 32, 0, 0, 0, 0, 132, 0, 0, 1, 792, 0, 100, 264, 510, 16345, 132, 92, 39, 132, 264, 396, 642, 16345
INVAR-3, Run: 072, P, 0, 0, 1, 0, 1, 969, 22, 850, 0, 0, 1, 119, 283, 599, 17217, 141, 94, 47, 141, 283, 424, 718, 18067
INVAR-3, Run: 073, P, 0, 0, 1, 0, 1, 849, 37, 760, 0, 0, 1, 89, 253, 607, 9520, 126, 81, 45, 126, 253, 379, 696, 10280
INVAR-3, Run: 074, P, 31, 0, 0, 0, 0, 133, 0, 0, 1, 798, 0, 102, 266, 518, 13446, 133, 84, 48, 133, 266, 399, 651, 13446
INVAR-3, Run: 075, P, 30, 0, 0, 0, 0, 134, 0, 0, 1, 804, 0, 104, 268, 510, 11166, 134, 87, 46, 134, 268, 402, 644, 11166
INVAR-3, Run: 076, P, 49, 0, 0, 0, 0, 115, 0, 0, 1, 690, 0, 66, 230, 404, 8902, 115, 76, 38, 115, 230, 345, 519, 8902
INVAR-3, Run: 077, P, 51, 0, 0, 0, 0, 113, 0, 0, 1, 678, 0, 62, 226, 333, 5687, 113, 71, 41, 113, 226, 339, 446, 5687
INVAR-3, Run: 078, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0, 84, 248, 470, 9720, 124, 78, 45, 124, 248, 372, 594, 9720
INVAR-3, Run: 079, P, 42, 0, 0, 0, 0, 122, 0, 0, 1, 732, 0, 80, 244, 464, 10463, 122, 83, 38, 122, 244, 366, 586, 10463
INVAR-3, Run: 080, P, 14, 0, 0, 0, 0, 150, 0, 0, 1, 900, 0, 136, 300, 535, 20739, 150, 103, 46, 150, 300, 450, 685, 20739
INVAR-3, Run: 081, P, 46, 0, 0, 0, 0, 118, 0, 0, 1, 708, 0, 72, 236, 400, 7354, 118, 70, 47, 118, 236, 354, 518, 7354
INVAR-3, Run: 082, P, 22, 0, 0, 0, 0, 142, 0, 0, 1, 852, 0, 120, 284, 649, 18140, 142, 80, 61, 142, 284, 426, 791, 18140
INVAR-3, Run: 083, P, 29, 0, 0, 0, 0, 135, 0, 0, 1, 810, 0, 106, 270, 612, 14350, 135, 76, 58, 135, 270, 405, 747, 14350
INVAR-3, Run: 084, P, 0, 0, 1, 0, 1, 857, 36, 766, 0, 0, 1, 91, 255, 488, 14644, 127, 90, 37, 127, 255, 382, 579, 15410
INVAR-3, Run: 085, P, 0, 0, 1, 0, 1, 753, 49, 688, 0, 0, 1, 65, 229, 465, 7940, 114, 73, 41, 114, 229, 343, 530, 8628
INVAR-3, Run: 086, P, 0, 0, 1, 0, 1, 833, 39, 748, 0, 0, 1, 85, 249, 373, 9647, 124, 78, 46, 124, 249, 373, 458, 10395
INVAR-3, Run: 087, P, 14, 0, 0, 0, 0, 150, 0, 0, 1, 900, 0, 136, 300, 511, 19291, 150, 87, 62, 150, 300, 450, 661, 19291
INVAR-3, Run: 088, P, 0, 0, 1, 0, 1, 977, 21, 856, 0, 0, 1, 121, 285, 579, 17857, 142, 87, 55, 142, 285, 427, 700, 18713
INVAR-3, Run: 089, P, 51, 0, 0, 0, 0, 113, 0, 0, 1, 678, 0, 62, 226, 448, 7529, 113, 76, 36, 113, 226, 339, 561, 7529
INVAR-3, Run: 090, P, 27, 0, 0, 0, 0, 137, 0, 0, 1, 822, 0, 110, 274, 512, 15518, 137, 81, 55, 137, 274, 411, 649, 15518
INVAR-3, Run: 091, P, 44, 0, 0, 0, 0, 120, 0, 0, 1, 720, 0, 76, 240, 447, 8288, 120, 73, 46, 120, 240, 360, 567, 8288
INVAR-3, Run: 092, P, 0, 0, 1, 0, 1, 889, 32, 790, 0, 0, 1, 99, 263, 517, 13638, 131, 90, 41, 131, 263, 394, 616, 14428
INVAR-3, Run: 093, P, 14, 0, 0, 0, 0, 150, 0, 0, 1, 900, 0, 136, 300, 471, 18870, 150, 103, 46, 150, 300, 450, 621, 18870
INVAR-3, Run: 094, P, 35, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0, 94, 258, 544, 12977, 129, 74, 54, 129, 258, 387, 673, 12977
INVAR-3, Run: 095, P, 0, 0, 1, 0, 1, 817, 41, 736, 0, 0, 1, 81, 245, 479, 10433, 122, 85, 37, 122, 245, 367, 560, 11169
INVAR-3, Run: 096, P, 36, 0, 0, 0, 0, 128, 0, 0, 1, 768, 0, 92, 256, 474, 10322, 128, 70, 57, 128, 256, 384, 602, 10322
INVAR-3, Run: 097, P, 35, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0, 94, 258, 549, 15321, 129, 92, 36, 129, 258, 387, 678, 15321
INVAR-3, Run: 098, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0, 84, 248, 374, 10248, 124, 90, 33, 124, 248, 372, 498, 10248
INVAR-3, Run: 099, P, 0, 0, 1, 0, 1, 873, 34, 778, 0, 0, 1, 95, 259, 540, 11400, 129, 83, 46, 129, 259, 388, 635, 12178
INVAR-3, Run: 100, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0, 84, 248, 392, 10530, 124, 74, 49, 124, 248, 372, 516, 10530
INVAR-4, Run: 001, P, 0, 0, 1, 0, 1, 230, 5, 202, 0, 0, 1, 28, 67, 53, 1544, 33, 24, 9, 33, 67, 100, 81, 1746
INVAR-4, Run: 002, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 17, 56, 40, 885, 28, 20, 7, 28, 56, 84, 68, 885
INVAR-4, Run: 003, P, 12, 0, 0, 0, 0, 27, 0, 0, 1, 162, 0, 15, 54, 39, 723, 27, 17, 9, 27, 54, 81, 66, 723
INVAR-4, Run: 004, P, 0, 0, 1, 0, 1, 198, 9, 178, 0, 0, 1, 20, 59, 51, 934, 29, 21, 8, 29, 59, 88, 71, 1112
INVAR-4, Run: 005, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1, 12, 51, 51, 447, 25, 18, 7, 25, 51, 76, 63, 601
INVAR-4, Run: 006, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1, 18, 57, 104, 1859, 28, 20, 8, 28, 57, 85, 122, 2031
INVAR-4, Run: 007, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 17, 56, 61, 1346, 28, 19, 8, 28, 56, 84, 89, 1346
INVAR-4, Run: 008, P, 17, 0, 0, 0, 0, 22, 0, 0, 1, 132, 0, 5, 44, 25, 352, 22, 17, 4, 22, 44, 66, 47, 352
INVAR-4, Run: 009, P, 8, 0, 0, 0, 0, 31, 0, 0, 1, 186, 0, 23, 62, 72, 1420, 31, 19, 11, 31, 62, 93, 103, 1420
INVAR-4, Run: 010, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1, 14, 53, 56, 994, 26, 20, 6, 26, 53, 79, 70, 1154
INVAR-4, Run: 011, P, 16, 0, 0, 0, 0, 23, 0, 0, 1, 138, 0, 7, 46, 25, 506, 23, 12, 10, 23, 46, 69, 48, 506
INVAR-4, Run: 012, P, 5, 0, 0, 0, 0, 34, 0, 0, 1, 204, 0, 29, 68, 44, 1534, 34, 26, 7, 34, 68, 102, 78, 1534
INVAR-4, Run: 013, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 17, 56, 34, 688, 28, 17, 10, 28, 56, 84, 62, 688
INVAR-4, Run: 014, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1, 16, 55, 61, 1124, 27, 17, 10, 27, 55, 82, 77, 1290
INVAR-4, Run: 015, P, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0, 11, 50, 33, 475, 25, 12, 12, 25, 50, 75, 58, 475
INVAR-4, Run: 016, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1, 18, 57, 33, 885, 28, 16, 12, 28, 57, 85, 51, 1057
INVAR-4, Run: 017, P, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0, 21, 60, 35, 1299, 30, 19, 10, 30, 60, 90, 65, 1299
INVAR-4, Run: 018, P, 0, 0, 1, 0, 1, 214, 7, 190, 0, 0, 1, 24, 63, 89, 2502, 31, 21, 10, 31, 63, 94, 113, 2692
INVAR-4, Run: 019, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1, 18, 57, 68, 1637, 28, 19, 9, 28, 57, 85, 86, 1809
INVAR-4, Run: 020, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1, 16, 55, 65, 1083, 27, 16, 11, 27, 55, 82, 81, 1249
INVAR-4, Run: 021, P, 4, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0, 31, 70, 54, 1823, 35, 24, 10, 35, 70, 105, 89, 1823
INVAR-4, Run: 022, P, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0, 21, 60, 36, 1113, 30, 19, 10, 30, 60, 90, 66, 1113
INVAR-4, Run: 023, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0, 19, 58, 61, 1097, 29, 19, 9, 29, 58, 87, 90, 1097
INVAR-4, Run: 024, P, 8, 0, 0, 0, 0, 31, 0, 0, 1, 186, 0, 23, 62, 38, 1526, 31, 22, 8, 31, 62, 93, 69, 1526
INVAR-4, Run: 025, P, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0, 21, 60, 61, 1541, 30, 21, 8, 30, 60, 90, 91, 1541
INVAR-4, Run: 026, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1, 12, 51, 30, 417, 25, 19, 6, 25, 51, 76, 42, 571
INVAR-4, Run: 027, P, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0, 21, 60, 56, 1436, 30, 15, 14, 30, 60, 90, 86, 1436
INVAR-4, Run: 028, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1, 14, 53, 87, 1346, 26, 16, 10, 26, 53, 79, 101, 1506
INVAR-4, Run: 029, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0, 13, 52, 38, 758, 26, 18, 7, 26, 52, 78, 64, 758
INVAR-4, Run: 030, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1, 18, 57, 61, 1270, 28, 17, 11, 28, 57, 85, 79, 1442
INVAR-4, Run: 031, P, 12, 0, 0, 0, 0, 27, 0, 0, 1, 162, 0, 15, 54, 47, 694, 27, 18, 8, 27, 54, 81, 74, 694
INVAR-4, Run: 032, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0, 19, 58, 80, 1309, 29, 16, 12, 29, 58, 87, 109, 1309
INVAR-4, Run: 033, P, 0, 0, 1, 0, 1, 222, 6, 196, 0, 0, 1, 26, 65, 70, 1763, 32, 20, 12, 32, 65, 97, 96, 1959
INVAR-4, Run: 034, P, 0, 0, 1, 0, 1, 206, 8, 184, 0, 0, 1, 22, 61, 96, 1937, 30, 21, 9, 30, 61, 91, 118, 2121
INVAR-4, Run: 035, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1, 18, 57, 80, 1719, 28, 19, 9, 28, 57, 85, 98, 1891
INVAR-4, Run: 036, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0, 19, 58, 78, 1557, 29, 17, 11, 29, 58, 87, 107, 1557
INVAR-4, Run: 037, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0, 19, 58, 68, 1234, 29, 19, 9, 29, 58, 87, 97, 1234
INVAR-4, Run: 038, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1, 18, 57, 52, 897, 28, 18, 10, 28, 57, 85, 70, 1069
INVAR-4, Run: 039, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0, 19, 58, 59, 1077, 29, 16, 12, 29, 58, 87, 88, 1077
INVAR-4, Run: 040, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1, 14, 53, 113, 1530, 26, 17, 9, 26, 53, 79, 127, 1690
INVAR-4, Run: 041, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 17, 56, 32, 756, 28, 19, 8, 28, 56, 84, 60, 756
INVAR-4, Run: 042, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1, 16, 55, 24, 703, 27, 19, 8, 27, 55, 82, 40, 869
INVAR-4, Run: 043, P, 0, 0, 1, 0, 1, 206, 8, 184, 0, 0, 1, 22, 61, 81, 1503, 30, 24, 6, 30, 61, 91, 103, 1687
INVAR-4, Run: 044, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0, 19, 58, 57, 1517, 29, 18, 10, 29, 58, 87, 86, 1517
INVAR-4, Run: 045, P, 0, 0, 1, 0, 1, 158, 14, 148, 0, 0, 1, 10, 49, 72, 750, 24, 15, 9, 24, 49, 73, 82, 898
INVAR-4, Run: 046, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0, 19, 58, 38, 931, 29, 19, 9, 29, 58, 87, 67, 931
INVAR-4, Run: 047, P, 15, 0, 0, 0, 0, 24, 0, 0, 1, 144, 0, 9, 48, 45, 591, 24, 16, 7, 24, 48, 72, 69, 591
INVAR-4, Run: 048, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1, 14, 53, 27, 635, 26, 21, 5, 26, 53, 79, 41, 795
INVAR-4, Run: 049, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 17, 56, 83, 1447, 28, 22, 5, 28, 56, 84, 111, 1447
INVAR-4, Run: 050, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1, 12, 51, 41, 663, 25, 15, 10, 25, 51, 76, 53, 817
INVAR-4, Run: 051, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 17, 56, 38, 921, 28, 16, 11, 28, 56, 84, 66, 921
INVAR-4, Run: 052, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1, 12, 51, 29, 497, 25, 17, 8, 25, 51, 76, 41, 651
INVAR-4, Run: 053, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1, 12, 51, 25, 665, 25, 21, 4, 25, 51, 76, 37, 819
INVAR-4, Run: 054, P, 0, 0, 1, 0, 1, 222, 6, 196, 0, 0, 1, 26, 65, 62, 1409, 32, 21, 11, 32, 65, 97, 88, 1605
INVAR-4, Run: 055, P, 6, 0, 0, 0, 0, 33, 0, 0, 1, 198, 0, 27, 66, 61, 1496, 33, 25, 7, 33, 66, 99, 94, 1496
INVAR-4, Run: 056, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1, 16, 55, 43, 715, 27, 17, 10, 27, 55, 82, 59, 881
INVAR-4, Run: 057, P, 8, 0, 0, 0, 0, 31, 0, 0, 1, 186, 0, 23, 62, 50, 1403, 31, 22, 8, 31, 62, 93, 81, 1403
INVAR-4, Run: 058, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0, 19, 58, 38, 1024, 29, 19, 9, 29, 58, 87, 67, 1024
INVAR-4, Run: 059, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1, 14, 53, 26, 723, 26, 19, 7, 26, 53, 79, 40, 883
INVAR-4, Run: 060, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0, 19, 58, 25, 774, 29, 15, 13, 29, 58, 87, 54, 774
INVAR-4, Run: 061, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1, 14, 53, 46, 741, 26, 20, 6, 26, 53, 79, 60, 901
INVAR-4, Run: 062, P, 8, 0, 0, 0, 0, 31, 0, 0, 1, 186, 0, 23, 62, 47, 969, 31, 17, 13, 31, 62, 93, 78, 969
INVAR-4, Run: 063, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0, 13, 52, 35, 794, 26, 13, 12, 26, 52, 78, 61, 794
INVAR-4, Run: 064, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0, 13, 52, 45, 796, 26, 16, 9, 26, 52, 78, 71, 796
INVAR-4, Run: 065, P, 0, 0, 1, 0, 1, 214, 7, 190, 0, 0, 1, 24, 63, 56, 2159, 31, 21, 10, 31, 63, 94, 80, 2349
INVAR-4, Run: 066, P, 0, 0, 1, 0, 1, 158, 14, 148, 0, 0, 1, 10, 49, 66, 969, 24, 17, 7, 24, 49, 73, 76, 1117
INVAR-4, Run: 067, P, 0, 0, 1, 0, 1, 198, 9, 178, 0, 0, 1, 20, 59, 62, 882, 29, 16, 13, 29, 59, 88, 82, 1060
INVAR-4, Run: 068, P, 15, 0, 0, 0, 0, 24, 0, 0, 1, 144, 0, 9, 48, 46, 503, 24, 7, 16, 24, 48, 72, 70, 503
INVAR-4, Run: 069, P, 12, 0, 0, 0, 0, 27, 0, 0, 1, 162, 0, 15, 54, 47, 802, 27, 20, 6, 27, 54, 81, 74, 802
INVAR-4, Run: 070, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1, 14, 53, 41, 739, 26, 17, 9, 26, 53, 79, 55, 899
INVAR-4, Run: 071, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 17, 56, 46, 810, 28, 20, 7, 28, 56, 84, 74, 810
INVAR-4, Run: 072, P, 0, 0, 1, 0, 1, 214, 7, 190, 0, 0, 1, 24, 63, 48, 1057, 31, 18, 13, 31, 63, 94, 72, 1247
INVAR-4, Run: 073, P, 7, 0, 0, 0, 0, 32, 0, 0, 1, 192, 0, 25, 64, 60, 1637, 32, 17, 14, 32, 64, 96, 92, 1637
INVAR-4, Run: 074, P, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0, 11, 50, 37, 519, 25, 10, 14, 25, 50, 75, 62, 519
INVAR-4, Run: 075, P, 18, 0, 0, 0, 0, 21, 0, 0, 1, 126, 0, 3, 42, 43, 565, 21, 15, 5, 21, 42, 63, 64, 565
INVAR-4, Run: 076, P, 8, 0, 0, 0, 0, 31, 0, 0, 1, 186, 0, 23, 62, 51, 1078, 31, 14, 16, 31, 62, 93, 82, 1078
INVAR-4, Run: 077, P, 0, 0, 1, 0, 1, 206, 8, 184, 0, 0, 1, 22, 61, 54, 1222, 30, 23, 7, 30, 61, 91, 76, 1406
INVAR-4, Run: 078, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0, 13, 52, 63, 1137, 26, 18, 7, 26, 52, 78, 89, 1137
