Input Number, Run_Number, Result@ 100, CE, X1, H, M, PO, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 057, P, 0, 0, 1, 0, 1, 1165, 29, 1024, 0, 0, 1, 141, 341, 891, 27502, 170, 115, 55, 170, 341, 511, 1032, 28526
INVAR-10, Run: 058, P, 0, 0, 1, 0, 1, 1309, 11, 1132, 0, 0, 1, 177, 377, 942, 38828, 188, 121, 67, 188, 377, 565, 1119, 39960
INVAR-10, Run: 059, P, 35, 0, 0, 0, 0, 165, 0, 0, 1, 990, 0, 130, 330, 789, 20730, 165, 95, 69, 165, 330, 495, 954, 20730
INVAR-10, Run: 060, P, 0, 0, 1, 0, 1, 925, 59, 844, 0, 0, 1, 81, 281, 613, 10250, 140, 88, 52, 140, 281, 421, 694, 11094
INVAR-10, Run: 061, P, 43, 0, 0, 0, 0, 157, 0, 0, 1, 942, 0, 114, 314, 657, 16348, 157, 97, 59, 157, 314, 471, 814, 16348
INVAR-10, Run: 062, P, 46, 0, 0, 0, 0, 154, 0, 0, 1, 924, 0, 108, 308, 698, 14837, 154, 97, 56, 154, 308, 462, 852, 14837
INVAR-10, Run: 063, P, 0, 0, 1, 0, 1, 1133, 33, 1000, 0, 0, 1, 133, 333, 866, 27147, 166, 105, 61, 166, 333, 499, 999, 28147
INVAR-10, Run: 064, P, 26, 0, 0, 0, 0, 174, 0, 0, 1, 1044, 0, 148, 348, 1034, 24081, 174, 101, 72, 174, 348, 522, 1208, 24081
INVAR-10, Run: 065, P, 53, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0, 94, 294, 606, 13812, 147, 85, 61, 147, 294, 441, 753, 13812
INVAR-10, Run: 066, P, 53, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0, 94, 294, 535, 11514, 147, 88, 58, 147, 294, 441, 682, 11514
INVAR-10, Run: 067, P, 0, 0, 1, 0, 1, 949, 56, 862, 0, 0, 1, 87, 287, 700, 13164, 143, 86, 57, 143, 287, 430, 787, 14026
INVAR-10, Run: 068, P, 0, 0, 1, 0, 1, 1237, 20, 1078, 0, 0, 1, 159, 359, 774, 21662, 179, 97, 82, 179, 359, 538, 933, 22740
INVAR-10, Run: 069, P, 0, 0, 1, 0, 1, 917, 60, 838, 0, 0, 1, 79, 279, 1002, 14851, 139, 78, 61, 139, 279, 418, 1081, 15689
INVAR-10, Run: 070, P, 43, 0, 0, 0, 0, 157, 0, 0, 1, 942, 0, 114, 314, 833, 21486, 157, 110, 46, 157, 314, 471, 990, 21486
INVAR-10, Run: 071, P, 44, 0, 0, 0, 0, 156, 0, 0, 1, 936, 0, 112, 312, 719, 14504, 156, 104, 51, 156, 312, 468, 875, 14504
INVAR-10, Run: 072, P, 25, 0, 0, 0, 0, 175, 0, 0, 1, 1050, 0, 150, 350, 964, 28972, 175, 109, 65, 175, 350, 525, 1139, 28972
INVAR-10, Run: 073, P, 52, 0, 0, 0, 0, 148, 0, 0, 1, 888, 0, 96, 296, 611, 15392, 148, 91, 56, 148, 296, 444, 759, 15392
INVAR-10, Run: 074, P, 48, 0, 0, 0, 0, 152, 0, 0, 1, 912, 0, 104, 304, 625, 15714, 152, 91, 60, 152, 304, 456, 777, 15714
INVAR-10, Run: 075, P, 0, 0, 1, 0, 1, 1029, 46, 922, 0, 0, 1, 107, 307, 712, 15906, 153, 80, 73, 153, 307, 460, 819, 16828
INVAR-10, Run: 076, P, 0, 0, 1, 0, 1, 1069, 41, 952, 0, 0, 1, 117, 317, 739, 17029, 158, 110, 48, 158, 317, 475, 856, 17981
INVAR-10, Run: 077, P, 33, 0, 0, 0, 0, 167, 0, 0, 1, 1002, 0, 134, 334, 668, 17712, 167, 108, 58, 167, 334, 501, 835, 17712
INVAR-10, Run: 078, P, 54, 0, 0, 0, 0, 146, 0, 0, 1, 876, 0, 92, 292, 549, 12664, 146, 99, 46, 146, 292, 438, 695, 12664
INVAR-10, Run: 079, P, 26, 0, 0, 0, 0, 174, 0, 0, 1, 1044, 0, 148, 348, 818, 29628, 174, 110, 63, 174, 348, 522, 992, 29628
INVAR-10, Run: 080, P, 0, 0, 1, 0, 1, 1133, 33, 1000, 0, 0, 1, 133, 333, 737, 20155, 166, 113, 53, 166, 333, 499, 870, 21155
INVAR-10, Run: 081, P, 32, 0, 0, 0, 0, 168, 0, 0, 1, 1008, 0, 136, 336, 742, 23944, 168, 102, 65, 168, 336, 504, 910, 23944
INVAR-10, Run: 082, P, 0, 0, 1, 0, 1, 1133, 33, 1000, 0, 0, 1, 133, 333, 763, 21357, 166, 92, 74, 166, 333, 499, 896, 22357
INVAR-10, Run: 083, P, 35, 0, 0, 0, 0, 165, 0, 0, 1, 990, 0, 130, 330, 914, 22928, 165, 108, 56, 165, 330, 495, 1079, 22928
INVAR-10, Run: 084, P, 43, 0, 0, 0, 0, 157, 0, 0, 1, 942, 0, 114, 314, 689, 16972, 157, 94, 62, 157, 314, 471, 846, 16972
INVAR-10, Run: 085, P, 39, 0, 0, 0, 0, 161, 0, 0, 1, 966, 0, 122, 322, 640, 15894, 161, 85, 75, 161, 322, 483, 801, 15894
INVAR-10, Run: 086, P, 33, 0, 0, 0, 0, 167, 0, 0, 1, 1002, 0, 134, 334, 704, 20060, 167, 110, 56, 167, 334, 501, 871, 20060
INVAR-10, Run: 087, P, 0, 0, 1, 0, 1, 1165, 29, 1024, 0, 0, 1, 141, 341, 685, 20951, 170, 101, 69, 170, 341, 511, 826, 21975
INVAR-10, Run: 088, P, 57, 0, 0, 0, 0, 143, 0, 0, 1, 858, 0, 86, 286, 548, 11537, 143, 79, 63, 143, 286, 429, 691, 11537
INVAR-10, Run: 089, P, 0, 0, 1, 0, 1, 1125, 34, 994, 0, 0, 1, 131, 331, 891, 23659, 165, 112, 53, 165, 331, 496, 1022, 24653
INVAR-10, Run: 090, P, 0, 0, 1, 0, 1, 1037, 45, 928, 0, 0, 1, 109, 309, 655, 17079, 154, 96, 58, 154, 309, 463, 764, 18007
INVAR-10, Run: 091, P, 43, 0, 0, 0, 0, 157, 0, 0, 1, 942, 0, 114, 314, 936, 18796, 157, 99, 57, 157, 314, 471, 1093, 18796
INVAR-10, Run: 092, P, 0, 0, 1, 0, 1, 1077, 40, 958, 0, 0, 1, 119, 319, 675, 16590, 159, 109, 50, 159, 319, 478, 794, 17548
INVAR-10, Run: 093, P, 0, 0, 1, 0, 1, 1085, 39, 964, 0, 0, 1, 121, 321, 818, 22889, 160, 108, 52, 160, 321, 481, 939, 23853
INVAR-10, Run: 094, P, 41, 0, 0, 0, 0, 159, 0, 0, 1, 954, 0, 118, 318, 737, 16903, 159, 89, 69, 159, 318, 477, 896, 16903
INVAR-10, Run: 095, P, 44, 0, 0, 0, 0, 156, 0, 0, 1, 936, 0, 112, 312, 779, 18920, 156, 102, 53, 156, 312, 468, 935, 18920
INVAR-10, Run: 096, P, 0, 0, 1, 0, 1, 1317, 10, 1138, 0, 0, 1, 179, 379, 969, 39099, 189, 127, 62, 189, 379, 568, 1148, 40237
INVAR-10, Run: 097, P, 0, 0, 1, 0, 1, 1109, 36, 982, 0, 0, 1, 127, 327, 802, 22305, 163, 120, 43, 163, 327, 490, 929, 23287
INVAR-10, Run: 098, P, 0, 0, 1, 0, 1, 941, 57, 856, 0, 0, 1, 85, 285, 455, 9312, 142, 92, 50, 142, 285, 427, 540, 10168
INVAR-10, Run: 099, P, 38, 0, 0, 0, 0, 162, 0, 0, 1, 972, 0, 124, 324, 819, 23007, 162, 98, 63, 162, 324, 486, 981, 23007
INVAR-10, Run: 100, P, 56, 0, 0, 0, 0, 144, 0, 0, 1, 864, 0, 88, 288, 580, 14219, 144, 95, 48, 144, 288, 432, 724, 14219
INVAR-2, Run: 001, P, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1, 27, 83, 74, 1838, 41, 29, 12, 41, 83, 124, 101, 2088
INVAR-2, Run: 002, P, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1, 27, 83, 165, 2870, 41, 26, 15, 41, 83, 124, 192, 3120
INVAR-2, Run: 003, P, 8, 0, 0, 0, 0, 48, 0, 0, 1, 288, 0, 40, 96, 88, 2420, 48, 29, 18, 48, 96, 144, 136, 2420
INVAR-2, Run: 004, P, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1, 27, 83, 76, 1434, 41, 24, 17, 41, 83, 124, 103, 1684
INVAR-2, Run: 005, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 60, 1666, 42, 21, 20, 42, 84, 126, 102, 1666
INVAR-2, Run: 006, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 112, 2147, 42, 21, 21, 42, 85, 127, 141, 2403
INVAR-2, Run: 007, P, 0, 0, 1, 0, 1, 309, 10, 274, 0, 0, 1, 35, 91, 111, 3030, 45, 37, 8, 45, 91, 136, 146, 3304
INVAR-2, Run: 008, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 57, 1367, 40, 23, 16, 40, 80, 120, 97, 1367
INVAR-2, Run: 009, P, 22, 0, 0, 0, 0, 34, 0, 0, 1, 204, 0, 12, 68, 104, 1340, 34, 23, 10, 34, 68, 102, 138, 1340
INVAR-2, Run: 010, P, 0, 0, 1, 0, 1, 325, 8, 286, 0, 0, 1, 39, 95, 124, 2911, 47, 35, 12, 47, 95, 142, 163, 3197
INVAR-2, Run: 011, P, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0, 36, 92, 77, 2306, 46, 24, 21, 46, 92, 138, 123, 2306
INVAR-2, Run: 012, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0, 18, 74, 43, 1080, 37, 29, 7, 37, 74, 111, 80, 1080
INVAR-2, Run: 013, P, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1, 23, 79, 122, 1570, 39, 24, 15, 39, 79, 118, 145, 1808
INVAR-2, Run: 014, P, 0, 0, 1, 0, 1, 301, 11, 268, 0, 0, 1, 33, 89, 89, 1881, 44, 29, 15, 44, 89, 133, 122, 2149
INVAR-2, Run: 015, P, 0, 0, 1, 0, 1, 229, 20, 214, 0, 0, 1, 15, 71, 83, 1345, 35, 26, 9, 35, 71, 106, 98, 1559
INVAR-2, Run: 016, P, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1, 27, 83, 99, 1712, 41, 29, 12, 41, 83, 124, 126, 1962
INVAR-2, Run: 017, P, 0, 0, 1, 0, 1, 301, 11, 268, 0, 0, 1, 33, 89, 84, 1645, 44, 25, 19, 44, 89, 133, 117, 1913
INVAR-2, Run: 018, P, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0, 20, 76, 58, 1062, 38, 22, 15, 38, 76, 114, 96, 1062
INVAR-2, Run: 019, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0, 18, 74, 47, 1039, 37, 20, 16, 37, 74, 111, 84, 1039
INVAR-2, Run: 020, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 62, 1560, 42, 28, 13, 42, 84, 126, 104, 1560
INVAR-2, Run: 021, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 138, 2992, 42, 25, 16, 42, 84, 126, 180, 2992
INVAR-2, Run: 022, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 77, 1718, 40, 27, 12, 40, 80, 120, 117, 1718
INVAR-2, Run: 023, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 82, 2006, 42, 24, 18, 42, 85, 127, 111, 2262
INVAR-2, Run: 024, P, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0, 20, 76, 86, 1086, 38, 20, 17, 38, 76, 114, 124, 1086
INVAR-2, Run: 025, P, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0, 20, 76, 56, 1759, 38, 27, 10, 38, 76, 114, 94, 1759
INVAR-2, Run: 026, P, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1, 27, 83, 69, 1438, 41, 32, 9, 41, 83, 124, 96, 1688
INVAR-2, Run: 027, P, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1, 23, 79, 147, 2215, 39, 29, 10, 39, 79, 118, 170, 2453
INVAR-2, Run: 028, P, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1, 27, 83, 78, 1485, 41, 22, 19, 41, 83, 124, 105, 1735
INVAR-2, Run: 029, P, 20, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0, 16, 72, 85, 1375, 36, 24, 11, 36, 72, 108, 121, 1375
INVAR-2, Run: 030, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 76, 1959, 41, 27, 13, 41, 82, 123, 117, 1959
INVAR-2, Run: 031, P, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0, 32, 88, 91, 1778, 44, 27, 16, 44, 88, 132, 135, 1778
INVAR-2, Run: 032, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 110, 2158, 43, 24, 19, 43, 87, 130, 141, 2420
INVAR-2, Run: 033, P, 0, 0, 1, 0, 1, 237, 19, 220, 0, 0, 1, 17, 73, 70, 1197, 36, 25, 11, 36, 73, 109, 87, 1417
INVAR-2, Run: 034, P, 9, 0, 0, 0, 0, 47, 0, 0, 1, 282, 0, 38, 94, 84, 2706, 47, 32, 14, 47, 94, 141, 131, 2706
INVAR-2, Run: 035, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 60, 2029, 41, 31, 9, 41, 82, 123, 101, 2029
INVAR-2, Run: 036, P, 6, 0, 0, 0, 0, 50, 0, 0, 1, 300, 0, 44, 100, 81, 3001, 50, 32, 17, 50, 100, 150, 131, 3001
INVAR-2, Run: 037, P, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1, 25, 81, 98, 1607, 40, 29, 11, 40, 81, 121, 123, 1851
INVAR-2, Run: 038, P, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1, 27, 83, 107, 1496, 41, 25, 16, 41, 83, 124, 134, 1746
INVAR-2, Run: 039, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0, 18, 74, 47, 1598, 37, 26, 10, 37, 74, 111, 84, 1598
INVAR-2, Run: 040, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 77, 1975, 41, 32, 8, 41, 82, 123, 118, 1975
INVAR-2, Run: 041, P, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1, 23, 79, 95, 1948, 39, 27, 12, 39, 79, 118, 118, 2186
INVAR-2, Run: 042, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 99, 2282, 43, 28, 15, 43, 87, 130, 130, 2544
INVAR-2, Run: 043, P, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1, 27, 83, 78, 1778, 41, 24, 17, 41, 83, 124, 105, 2028
INVAR-2, Run: 044, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 93, 2765, 43, 26, 17, 43, 87, 130, 124, 3027
INVAR-2, Run: 045, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 104, 1800, 43, 30, 13, 43, 87, 130, 135, 2062
INVAR-2, Run: 046, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0, 18, 74, 56, 836, 37, 24, 12, 37, 74, 111, 93, 836
INVAR-2, Run: 047, P, 0, 0, 1, 0, 1, 237, 19, 220, 0, 0, 1, 17, 73, 84, 1559, 36, 22, 14, 36, 73, 109, 101, 1779
INVAR-2, Run: 048, P, 0, 0, 1, 0, 1, 357, 4, 310, 0, 0, 1, 47, 103, 112, 3517, 51, 31, 20, 51, 103, 154, 159, 3827
INVAR-2, Run: 049, P, 11, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0, 34, 90, 64, 2129, 45, 28, 16, 45, 90, 135, 109, 2129
INVAR-2, Run: 050, P, 9, 0, 0, 0, 0, 47, 0, 0, 1, 282, 0, 38, 94, 105, 2557, 47, 31, 15, 47, 94, 141, 152, 2557
INVAR-2, Run: 051, P, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0, 22, 78, 107, 1719, 39, 28, 10, 39, 78, 117, 146, 1719
INVAR-2, Run: 052, P, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0, 22, 78, 126, 1921, 39, 29, 9, 39, 78, 117, 165, 1921
INVAR-2, Run: 053, P, 21, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0, 14, 70, 106, 1347, 35, 22, 12, 35, 70, 105, 141, 1347
INVAR-2, Run: 054, P, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0, 30, 86, 73, 1986, 43, 27, 15, 43, 86, 129, 116, 1986
INVAR-2, Run: 055, P, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0, 22, 78, 50, 1445, 39, 30, 8, 39, 78, 117, 89, 1445
INVAR-2, Run: 056, P, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1, 21, 77, 86, 1574, 38, 24, 14, 38, 77, 115, 107, 1806
INVAR-2, Run: 057, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 135, 2097, 42, 21, 20, 42, 84, 126, 177, 2097
INVAR-2, Run: 058, P, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0, 30, 86, 82, 1652, 43, 25, 17, 43, 86, 129, 125, 1652
INVAR-2, Run: 059, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0, 18, 74, 125, 1852, 37, 23, 13, 37, 74, 111, 162, 1852
INVAR-2, Run: 060, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0, 18, 74, 76, 915, 37, 25, 11, 37, 74, 111, 113, 915
INVAR-2, Run: 061, P, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0, 30, 86, 76, 1605, 43, 26, 16, 43, 86, 129, 119, 1605
INVAR-2, Run: 062, P, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0, 36, 92, 100, 2226, 46, 25, 20, 46, 92, 138, 146, 2226
INVAR-2, Run: 063, P, 21, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0, 14, 70, 33, 1143, 35, 22, 12, 35, 70, 105, 68, 1143
INVAR-2, Run: 064, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 69, 2039, 40, 26, 13, 40, 80, 120, 109, 2039
INVAR-2, Run: 065, P, 0, 0, 1, 0, 1, 237, 19, 220, 0, 0, 1, 17, 73, 106, 1505, 36, 28, 8, 36, 73, 109, 123, 1725
INVAR-2, Run: 066, P, 9, 0, 0, 0, 0, 47, 0, 0, 1, 282, 0, 38, 94, 67, 2152, 47, 28, 18, 47, 94, 141, 114, 2152
INVAR-2, Run: 067, P, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1, 25, 81, 154, 3283, 40, 31, 9, 40, 81, 121, 179, 3527
INVAR-2, Run: 068, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 41, 1215, 41, 28, 12, 41, 82, 123, 82, 1215
INVAR-2, Run: 069, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 111, 2549, 43, 28, 15, 43, 87, 130, 142, 2811
INVAR-2, Run: 070, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 67, 1506, 43, 27, 16, 43, 87, 130, 98, 1768
INVAR-2, Run: 071, P, 6, 0, 0, 0, 0, 50, 0, 0, 1, 300, 0, 44, 100, 91, 2831, 50, 34, 15, 50, 100, 150, 141, 2831
INVAR-2, Run: 072, P, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1, 27, 83, 130, 2272, 41, 23, 18, 41, 83, 124, 157, 2522
INVAR-2, Run: 073, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 107, 2145, 42, 25, 17, 42, 85, 127, 136, 2401
INVAR-2, Run: 074, P, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1, 25, 81, 106, 1816, 40, 28, 12, 40, 81, 121, 131, 2060
INVAR-2, Run: 075, P, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0, 32, 88, 84, 2280, 44, 31, 12, 44, 88, 132, 128, 2280
INVAR-2, Run: 076, P, 9, 0, 0, 0, 0, 47, 0, 0, 1, 282, 0, 38, 94, 117, 2836, 47, 30, 16, 47, 94, 141, 164, 2836
INVAR-2, Run: 077, P, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0, 36, 92, 102, 2269, 46, 31, 14, 46, 92, 138, 148, 2269
INVAR-2, Run: 078, P, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0, 36, 92, 94, 2685, 46, 26, 19, 46, 92, 138, 140, 2685
INVAR-2, Run: 079, P, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1, 21, 77, 62, 1519, 38, 27, 11, 38, 77, 115, 83, 1751
INVAR-2, Run: 080, P, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0, 30, 86, 131, 2142, 43, 24, 18, 43, 86, 129, 174, 2142
INVAR-2, Run: 081, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 132, 2004, 43, 24, 19, 43, 87, 130, 163, 2266
INVAR-2, Run: 082, P, 0, 0, 1, 0, 1, 309, 10, 274, 0, 0, 1, 35, 91, 135, 3724, 45, 26, 19, 45, 91, 136, 170, 3998
INVAR-2, Run: 083, P, 0, 0, 1, 0, 1, 205, 23, 196, 0, 0, 1, 9, 65, 59, 716, 32, 25, 7, 32, 65, 97, 68, 912
INVAR-2, Run: 084, P, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0, 20, 76, 77, 1323, 38, 24, 13, 38, 76, 114, 115, 1323
INVAR-2, Run: 085, P, 9, 0, 0, 0, 0, 47, 0, 0, 1, 282, 0, 38, 94, 84, 2643, 47, 29, 17, 47, 94, 141, 131, 2643
INVAR-2, Run: 086, P, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0, 30, 86, 96, 1932, 43, 27, 15, 43, 86, 129, 139, 1932
INVAR-2, Run: 087, P, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1, 23, 79, 50, 1381, 39, 26, 13, 39, 79, 118, 73, 1619
INVAR-2, Run: 088, P, 0, 0, 1, 0, 1, 317, 9, 280, 0, 0, 1, 37, 93, 118, 2407, 46, 35, 11, 46, 93, 139, 155, 2687
INVAR-2, Run: 089, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 93, 1564, 42, 21, 21, 42, 85, 127, 122, 1820
INVAR-2, Run: 090, P, 0, 0, 1, 0, 1, 301, 11, 268, 0, 0, 1, 33, 89, 86, 1880, 44, 29, 15, 44, 89, 133, 119, 2148
INVAR-2, Run: 091, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 93, 1965, 42, 26, 15, 42, 84, 126, 135, 1965
INVAR-2, Run: 092, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 57, 2172, 42, 27, 14, 42, 84, 126, 99, 2172
INVAR-2, Run: 093, P, 0, 0, 1, 0, 1, 301, 11, 268, 0, 0, 1, 33, 89, 98, 1933, 44, 28, 16, 44, 89, 133, 131, 2201
INVAR-2, Run: 094, P, 0, 0, 1, 0, 1, 309, 10, 274, 0, 0, 1, 35, 91, 110, 3389, 45, 26, 19, 45, 91, 136, 145, 3663
INVAR-2, Run: 095, P, 0, 0, 1, 0, 1, 325, 8, 286, 0, 0, 1, 39, 95, 87, 2869, 47, 32, 15, 47, 95, 142, 126, 3155
INVAR-2, Run: 096, P, 8, 0, 0, 0, 0, 48, 0, 0, 1, 288, 0, 40, 96, 108, 3992, 48, 32, 15, 48, 96, 144, 156, 3992
INVAR-2, Run: 097, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 122, 1843, 41, 28, 12, 41, 82, 123, 163, 1843
INVAR-2, Run: 098, P, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1, 23, 79, 113, 1628, 39, 23, 16, 39, 79, 118, 136, 1866
INVAR-2, Run: 099, P, 0, 0, 1, 0, 1, 309, 10, 274, 0, 0, 1, 35, 91, 92, 2221, 45, 34, 11, 45, 91, 136, 127, 2495
INVAR-2, Run: 100, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 89, 1484, 41, 24, 16, 41, 82, 123, 130, 1484
INVAR-3, Run: 001, P, 0, 0, 1, 0, 1, 985, 20, 862, 0, 0, 1, 123, 287, 566, 18843, 143, 102, 41, 143, 287, 430, 689, 19705
INVAR-3, Run: 002, P, 46, 0, 0, 0, 0, 118, 0, 0, 1, 708, 0, 72, 236, 459, 9610, 118, 76, 41, 118, 236, 354, 577, 9610
INVAR-3, Run: 003, P, 0, 0, 1, 0, 1, 809, 42, 730, 0, 0, 1, 79, 243, 358, 8371, 121, 80, 41, 121, 243, 364, 437, 9101
INVAR-3, Run: 004, P, 20, 0, 0, 0, 0, 144, 0, 0, 1, 864, 0, 124, 288, 788, 21317, 144, 96, 47, 144, 288, 432, 932, 21317
INVAR-3, Run: 005, P, 0, 0, 1, 0, 1, 953, 24, 838, 0, 0, 1, 115, 279, 638, 19067, 139, 96, 43, 139, 279, 418, 753, 19905
INVAR-3, Run: 006, P, 34, 0, 0, 0, 0, 130, 0, 0, 1, 780, 0, 96, 260, 382, 11034, 130, 83, 46, 130, 260, 390, 512, 11034
INVAR-3, Run: 007, P, 0, 0, 1, 0, 1, 849, 37, 760, 0, 0, 1, 89, 253, 494, 9756, 126, 85, 41, 126, 253, 379, 583, 10516
INVAR-3, Run: 008, P, 48, 0, 0, 0, 0, 116, 0, 0, 1, 696, 0, 68, 232, 551, 9960, 116, 72, 43, 116, 232, 348, 667, 9960
INVAR-3, Run: 009, P, 17, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0, 130, 294, 602, 22571, 147, 88, 58, 147, 294, 441, 749, 22571
INVAR-3, Run: 010, P, 0, 0, 1, 0, 1, 753, 49, 688, 0, 0, 1, 65, 229, 450, 7847, 114, 81, 33, 114, 229, 343, 515, 8535
INVAR-3, Run: 011, P, 47, 0, 0, 0, 0, 117, 0, 0, 1, 702, 0, 70, 234, 401, 8452, 117, 73, 43, 117, 234, 351, 518, 8452
INVAR-3, Run: 012, P, 0, 0, 1, 0, 1, 969, 22, 850, 0, 0, 1, 119, 283, 580, 17735, 141, 97, 44, 141, 283, 424, 699, 18585
INVAR-3, Run: 013, P, 33, 0, 0, 0, 0, 131, 0, 0, 1, 786, 0, 98, 262, 556, 13508, 131, 84, 46, 131, 262, 393, 687, 13508
INVAR-3, Run: 014, P, 37, 0, 0, 0, 0, 127, 0, 0, 1, 762, 0, 90, 254, 529, 12156, 127, 82, 44, 127, 254, 381, 656, 12156
INVAR-3, Run: 015, P, 38, 0, 0, 0, 0, 126, 0, 0, 1, 756, 0, 88, 252, 458, 10532, 126, 91, 34, 126, 252, 378, 584, 10532
INVAR-3, Run: 016, P, 0, 0, 1, 0, 1, 817, 41, 736, 0, 0, 1, 81, 245, 474, 10073, 122, 82, 40, 122, 245, 367, 555, 10809
