Input Number, Run_Number, Result@ 100, A, CO, D, X1, H, M, PO, CE, Y, PE, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 024, F, 8, 0, 0, 0, 0, 0, 0, 324, 566, 1, 0, 242, 164, 1577, 555, 82, 51, 30, 82, 164, 246, 1901, 797
INVAR-3, Run: 025, F, 12, 0, 0, 0, 0, 0, 0, 322, 562, 1, 0, 240, 164, 2334, 816, 82, 44, 37, 82, 164, 246, 2656, 1056
INVAR-3, Run: 026, F, 48, 0, 0, 0, 0, 0, 0, 304, 526, 1, 0, 222, 164, 1246, 482, 82, 51, 30, 82, 164, 246, 1550, 704
INVAR-3, Run: 027, F, 10, 0, 0, 0, 0, 0, 0, 323, 564, 1, 0, 241, 164, 1790, 551, 82, 57, 24, 82, 164, 246, 2113, 792
INVAR-3, Run: 028, F, 40, 0, 0, 0, 0, 0, 0, 308, 534, 1, 0, 226, 164, 1840, 714, 82, 50, 31, 82, 164, 246, 2148, 940
INVAR-3, Run: 029, F, 26, 0, 0, 0, 0, 0, 0, 315, 548, 1, 0, 233, 164, 1647, 535, 82, 54, 27, 82, 164, 246, 1962, 768
INVAR-3, Run: 030, F, 26, 0, 0, 0, 0, 0, 0, 315, 548, 1, 0, 233, 164, 1674, 628, 82, 50, 31, 82, 164, 246, 1989, 861
INVAR-3, Run: 031, F, 26, 0, 0, 0, 0, 0, 0, 315, 548, 1, 0, 233, 164, 1256, 484, 82, 52, 29, 82, 164, 246, 1571, 717
INVAR-3, Run: 032, F, 36, 0, 0, 0, 0, 0, 0, 310, 538, 1, 0, 228, 164, 1962, 649, 82, 40, 41, 82, 164, 246, 2272, 877
INVAR-3, Run: 033, F, 66, 0, 0, 0, 0, 0, 0, 295, 508, 1, 0, 213, 164, 1308, 505, 82, 50, 31, 82, 164, 246, 1603, 718
INVAR-3, Run: 034, F, 70, 0, 0, 0, 0, 0, 0, 293, 504, 1, 0, 211, 164, 1587, 594, 82, 52, 29, 82, 164, 246, 1880, 805
INVAR-3, Run: 035, F, 20, 0, 0, 0, 0, 0, 0, 318, 554, 1, 0, 236, 164, 1447, 496, 82, 60, 21, 82, 164, 246, 1765, 732
INVAR-3, Run: 036, F, 56, 0, 0, 0, 0, 0, 0, 300, 518, 1, 0, 218, 164, 1738, 473, 82, 56, 25, 82, 164, 246, 2038, 691
INVAR-3, Run: 037, F, 16, 0, 0, 0, 0, 0, 0, 320, 558, 1, 0, 238, 164, 1189, 471, 82, 58, 23, 82, 164, 246, 1509, 709
INVAR-3, Run: 038, F, 34, 0, 0, 0, 0, 0, 0, 311, 540, 1, 0, 229, 164, 1494, 504, 82, 53, 28, 82, 164, 246, 1805, 733
INVAR-3, Run: 039, F, 26, 0, 0, 0, 0, 0, 0, 315, 548, 1, 0, 233, 164, 1612, 577, 82, 43, 38, 82, 164, 246, 1927, 810
INVAR-3, Run: 040, F, 2, 0, 0, 0, 0, 0, 0, 327, 572, 1, 0, 245, 164, 1733, 571, 82, 42, 39, 82, 164, 246, 2060, 816
INVAR-3, Run: 041, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1522, 516, 82, 46, 35, 82, 164, 246, 1847, 759
INVAR-3, Run: 042, F, 68, 0, 0, 0, 0, 0, 0, 294, 506, 1, 0, 212, 164, 1795, 573, 82, 49, 32, 82, 164, 246, 2089, 785
INVAR-3, Run: 043, F, 84, 0, 0, 0, 0, 0, 0, 286, 490, 1, 0, 204, 164, 1455, 615, 82, 58, 23, 82, 164, 246, 1741, 819
INVAR-3, Run: 044, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1478, 588, 82, 50, 31, 82, 164, 246, 1803, 831
INVAR-3, Run: 045, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1456, 576, 82, 48, 33, 82, 164, 246, 1782, 820
INVAR-3, Run: 046, F, 2, 0, 0, 0, 0, 0, 0, 327, 572, 1, 0, 245, 164, 2272, 641, 82, 52, 29, 82, 164, 246, 2599, 886
INVAR-3, Run: 047, F, 14, 0, 0, 0, 0, 0, 0, 321, 560, 1, 0, 239, 164, 1303, 563, 82, 47, 34, 82, 164, 246, 1624, 802
INVAR-3, Run: 048, F, 10, 0, 0, 0, 0, 0, 0, 323, 564, 1, 0, 241, 164, 1503, 547, 82, 51, 30, 82, 164, 246, 1826, 788
INVAR-3, Run: 049, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1781, 636, 82, 48, 33, 82, 164, 246, 2106, 879
INVAR-3, Run: 050, F, 30, 0, 0, 0, 0, 0, 0, 313, 544, 1, 0, 231, 164, 2043, 669, 82, 54, 27, 82, 164, 246, 2356, 900
INVAR-3, Run: 051, F, 14, 0, 0, 0, 0, 0, 0, 321, 560, 1, 0, 239, 164, 1104, 444, 82, 48, 33, 82, 164, 246, 1425, 683
INVAR-3, Run: 052, F, 82, 0, 0, 0, 0, 0, 0, 287, 492, 1, 0, 205, 164, 1704, 665, 82, 54, 27, 82, 164, 246, 1991, 870
INVAR-3, Run: 053, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1249, 498, 82, 45, 36, 82, 164, 246, 1574, 741
INVAR-3, Run: 054, F, 38, 0, 0, 0, 0, 0, 0, 309, 536, 1, 0, 227, 164, 1574, 642, 82, 52, 29, 82, 164, 246, 1883, 869
INVAR-3, Run: 055, F, 40, 0, 0, 0, 0, 0, 0, 308, 534, 1, 0, 226, 164, 1712, 623, 82, 52, 29, 82, 164, 246, 2020, 849
INVAR-3, Run: 056, F, 96, 0, 0, 0, 0, 0, 0, 280, 478, 1, 0, 198, 164, 1210, 561, 82, 57, 24, 82, 164, 246, 1490, 759
INVAR-3, Run: 057, F, 2, 0, 0, 0, 0, 0, 0, 327, 572, 1, 0, 245, 164, 2087, 622, 82, 43, 38, 82, 164, 246, 2414, 867
INVAR-3, Run: 058, F, 86, 0, 0, 0, 0, 0, 0, 285, 488, 1, 0, 203, 164, 1553, 496, 82, 41, 40, 82, 164, 246, 1838, 699
INVAR-3, Run: 059, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1425, 502, 82, 53, 28, 82, 164, 246, 1751, 746
INVAR-3, Run: 060, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1571, 626, 82, 48, 33, 82, 164, 246, 1897, 870
INVAR-3, Run: 061, F, 20, 0, 0, 0, 0, 0, 0, 318, 554, 1, 0, 236, 164, 1148, 515, 82, 51, 30, 82, 164, 246, 1466, 751
INVAR-3, Run: 062, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1464, 572, 82, 58, 23, 82, 164, 246, 1790, 816
INVAR-3, Run: 063, F, 32, 0, 0, 0, 0, 0, 0, 312, 542, 1, 0, 230, 164, 1679, 594, 82, 46, 35, 82, 164, 246, 1991, 824
INVAR-3, Run: 064, F, 2, 0, 0, 0, 0, 0, 0, 327, 572, 1, 0, 245, 164, 1614, 580, 82, 50, 31, 82, 164, 246, 1941, 825
INVAR-3, Run: 065, F, 30, 0, 0, 0, 0, 0, 0, 313, 544, 1, 0, 231, 164, 1490, 633, 82, 46, 35, 82, 164, 246, 1803, 864
INVAR-3, Run: 066, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1599, 518, 82, 53, 28, 82, 164, 246, 1925, 762
INVAR-3, Run: 067, F, 8, 0, 0, 0, 0, 0, 0, 324, 566, 1, 0, 242, 164, 1716, 694, 82, 51, 30, 82, 164, 246, 2040, 936
INVAR-3, Run: 068, F, 74, 0, 0, 0, 0, 0, 0, 291, 500, 1, 0, 209, 164, 1622, 678, 82, 45, 36, 82, 164, 246, 1913, 887
INVAR-3, Run: 069, F, 22, 0, 0, 0, 0, 0, 0, 317, 552, 1, 0, 235, 164, 1565, 519, 82, 46, 35, 82, 164, 246, 1882, 754
INVAR-3, Run: 070, F, 44, 0, 0, 0, 0, 0, 0, 306, 530, 1, 0, 224, 164, 1456, 519, 82, 45, 36, 82, 164, 246, 1762, 743
INVAR-3, Run: 071, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 2352, 709, 82, 49, 32, 82, 164, 246, 2677, 952
INVAR-3, Run: 072, F, 88, 0, 0, 0, 0, 0, 0, 284, 486, 1, 0, 202, 164, 1391, 532, 82, 55, 26, 82, 164, 246, 1675, 734
INVAR-3, Run: 073, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1294, 568, 82, 56, 25, 82, 164, 246, 1620, 812
INVAR-3, Run: 074, F, 34, 0, 0, 0, 0, 0, 0, 311, 540, 1, 0, 229, 164, 2125, 671, 82, 46, 35, 82, 164, 246, 2436, 900
INVAR-3, Run: 075, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1574, 584, 82, 52, 29, 82, 164, 246, 1900, 828
INVAR-3, Run: 076, F, 8, 0, 0, 0, 0, 0, 0, 324, 566, 1, 0, 242, 164, 1236, 488, 82, 54, 27, 82, 164, 246, 1560, 730
INVAR-3, Run: 077, F, 18, 0, 0, 0, 0, 0, 0, 319, 556, 1, 0, 237, 164, 1696, 661, 82, 52, 29, 82, 164, 246, 2015, 898
INVAR-3, Run: 078, F, 70, 0, 0, 0, 0, 0, 0, 293, 504, 1, 0, 211, 164, 2096, 561, 82, 50, 31, 82, 164, 246, 2389, 772
INVAR-3, Run: 079, F, 124, 0, 0, 0, 0, 0, 0, 266, 450, 1, 0, 184, 164, 1320, 595, 82, 48, 33, 82, 164, 246, 1586, 779
INVAR-3, Run: 080, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 2114, 684, 82, 52, 29, 82, 164, 246, 2440, 928
INVAR-3, Run: 081, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1808, 462, 82, 54, 27, 82, 164, 246, 2134, 706
INVAR-3, Run: 082, F, 18, 0, 0, 0, 0, 0, 0, 319, 556, 1, 0, 237, 164, 1363, 541, 82, 52, 29, 82, 164, 246, 1682, 778
INVAR-3, Run: 083, F, 42, 0, 0, 0, 0, 0, 0, 307, 532, 1, 0, 225, 164, 1935, 586, 82, 50, 31, 82, 164, 246, 2242, 811
INVAR-3, Run: 084, F, 2, 0, 0, 0, 0, 0, 0, 327, 572, 1, 0, 245, 164, 2376, 687, 82, 50, 31, 82, 164, 246, 2703, 932
INVAR-3, Run: 085, F, 44, 0, 0, 0, 0, 0, 0, 306, 530, 1, 0, 224, 164, 1755, 602, 82, 53, 28, 82, 164, 246, 2061, 826
INVAR-3, Run: 086, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1813, 664, 82, 50, 31, 82, 164, 246, 2139, 908
INVAR-3, Run: 087, F, 64, 0, 0, 0, 0, 0, 0, 296, 510, 1, 0, 214, 164, 1669, 574, 82, 64, 17, 82, 164, 246, 1965, 788
INVAR-3, Run: 088, F, 16, 0, 0, 0, 0, 0, 0, 320, 558, 1, 0, 238, 164, 1391, 544, 82, 50, 31, 82, 164, 246, 1711, 782
INVAR-3, Run: 089, F, 30, 0, 0, 0, 0, 0, 0, 313, 544, 1, 0, 231, 164, 1691, 604, 82, 54, 27, 82, 164, 246, 2004, 835
INVAR-3, Run: 090, F, 60, 0, 0, 0, 0, 0, 0, 298, 514, 1, 0, 216, 164, 1617, 594, 82, 49, 32, 82, 164, 246, 1915, 810
INVAR-3, Run: 091, F, 32, 0, 0, 0, 0, 0, 0, 312, 542, 1, 0, 230, 164, 1526, 616, 82, 47, 34, 82, 164, 246, 1838, 846
INVAR-3, Run: 092, F, 18, 0, 0, 0, 0, 0, 0, 319, 556, 1, 0, 237, 164, 1667, 447, 82, 51, 30, 82, 164, 246, 1986, 684
INVAR-3, Run: 093, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1372, 552, 82, 52, 29, 82, 164, 246, 1698, 796
INVAR-3, Run: 094, F, 14, 0, 0, 0, 0, 0, 0, 321, 560, 1, 0, 239, 164, 1735, 588, 82, 45, 36, 82, 164, 246, 2056, 827
INVAR-3, Run: 095, F, 8, 0, 0, 0, 0, 0, 0, 324, 566, 1, 0, 242, 164, 1693, 610, 82, 47, 34, 82, 164, 246, 2017, 852
INVAR-3, Run: 096, F, 48, 0, 0, 0, 0, 0, 0, 304, 526, 1, 0, 222, 164, 1959, 695, 82, 57, 24, 82, 164, 246, 2263, 917
INVAR-3, Run: 097, F, 42, 0, 0, 0, 0, 0, 0, 307, 532, 1, 0, 225, 164, 1239, 522, 82, 50, 31, 82, 164, 246, 1546, 747
INVAR-3, Run: 098, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1720, 581, 82, 47, 34, 82, 164, 246, 2045, 824
INVAR-3, Run: 099, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1462, 583, 82, 58, 23, 82, 164, 246, 1787, 826
INVAR-3, Run: 100, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1552, 567, 82, 56, 25, 82, 164, 246, 1878, 811
INVAR-4, Run: 001, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 232, 49, 19, 17, 2, 19, 39, 58, 232, 109
INVAR-4, Run: 002, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 169, 52, 19, 16, 3, 19, 39, 58, 169, 112
INVAR-4, Run: 003, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 236, 78, 19, 14, 5, 19, 39, 58, 236, 137
INVAR-4, Run: 004, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 269, 80, 19, 9, 10, 19, 39, 58, 269, 139
INVAR-4, Run: 005, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 281, 100, 19, 18, 1, 19, 39, 58, 281, 159
INVAR-4, Run: 006, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 148, 43, 19, 15, 4, 19, 39, 58, 148, 103
INVAR-4, Run: 007, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 188, 71, 19, 9, 10, 19, 39, 58, 188, 130
INVAR-4, Run: 008, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 187, 80, 19, 12, 7, 19, 39, 58, 187, 140
INVAR-4, Run: 009, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 187, 59, 19, 12, 7, 19, 39, 58, 187, 119
INVAR-4, Run: 010, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 197, 86, 19, 11, 8, 19, 39, 58, 197, 146
INVAR-4, Run: 011, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 105, 87, 19, 15, 4, 19, 39, 58, 105, 147
INVAR-4, Run: 012, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 125, 60, 19, 14, 5, 19, 39, 58, 125, 120
INVAR-4, Run: 013, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 290, 81, 19, 10, 9, 19, 39, 58, 290, 141
INVAR-4, Run: 014, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 256, 89, 19, 9, 10, 19, 39, 58, 256, 149
INVAR-4, Run: 015, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 117, 57, 19, 16, 3, 19, 39, 58, 117, 117
INVAR-4, Run: 016, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 214, 65, 19, 13, 6, 19, 39, 58, 214, 125
INVAR-4, Run: 017, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 123, 75, 19, 15, 4, 19, 39, 58, 123, 135
INVAR-4, Run: 018, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 190, 60, 19, 16, 3, 19, 39, 58, 190, 120
INVAR-4, Run: 019, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 125, 57, 19, 17, 2, 19, 39, 58, 125, 117
INVAR-4, Run: 020, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 188, 54, 19, 16, 3, 19, 39, 58, 188, 114
INVAR-4, Run: 021, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 540, 116, 19, 9, 10, 19, 39, 58, 540, 176
INVAR-4, Run: 022, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 324, 74, 19, 9, 10, 19, 39, 58, 324, 133
INVAR-4, Run: 023, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 135, 59, 19, 10, 9, 19, 39, 58, 135, 118
INVAR-4, Run: 024, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 317, 95, 19, 12, 7, 19, 39, 58, 317, 155
INVAR-4, Run: 025, F, 0, 4, 76, 0, 1, 0, 1, 0, 61, 0, 1, 57, 39, 212, 73, 19, 12, 7, 19, 39, 58, 212, 134
INVAR-4, Run: 026, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 123, 37, 19, 15, 4, 19, 39, 58, 123, 96
INVAR-4, Run: 027, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 214, 79, 19, 12, 7, 19, 39, 58, 214, 138
INVAR-4, Run: 028, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 151, 47, 19, 12, 7, 19, 39, 58, 151, 107
INVAR-4, Run: 029, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 408, 82, 19, 12, 7, 19, 39, 58, 408, 142
INVAR-4, Run: 030, F, 0, 4, 76, 0, 1, 0, 1, 0, 61, 0, 1, 57, 39, 309, 117, 19, 15, 4, 19, 39, 58, 309, 178
INVAR-4, Run: 031, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 284, 73, 19, 13, 6, 19, 39, 58, 284, 133
INVAR-4, Run: 032, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 173, 73, 19, 13, 6, 19, 39, 58, 173, 132
INVAR-4, Run: 033, F, 0, 4, 76, 0, 1, 0, 1, 0, 61, 0, 1, 57, 39, 271, 107, 19, 14, 5, 19, 39, 58, 271, 168
INVAR-4, Run: 034, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 233, 89, 19, 13, 6, 19, 39, 58, 233, 148
INVAR-4, Run: 035, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 223, 66, 19, 12, 7, 19, 39, 58, 223, 125
INVAR-4, Run: 036, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 253, 87, 19, 16, 3, 19, 39, 58, 253, 147
INVAR-4, Run: 037, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 244, 87, 19, 14, 5, 19, 39, 58, 244, 147
INVAR-4, Run: 038, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 259, 73, 19, 9, 10, 19, 39, 58, 259, 133
INVAR-4, Run: 039, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 208, 65, 19, 14, 5, 19, 39, 58, 208, 125
INVAR-4, Run: 040, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 207, 49, 19, 15, 4, 19, 39, 58, 207, 108
INVAR-4, Run: 041, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 208, 67, 19, 13, 6, 19, 39, 58, 208, 127
INVAR-4, Run: 042, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 119, 60, 19, 16, 3, 19, 39, 58, 119, 120
INVAR-4, Run: 043, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 276, 81, 19, 11, 8, 19, 39, 58, 276, 141
INVAR-4, Run: 044, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 218, 57, 19, 12, 7, 19, 39, 58, 218, 117
INVAR-4, Run: 045, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 235, 90, 19, 16, 3, 19, 39, 58, 235, 149
INVAR-4, Run: 046, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 227, 72, 19, 9, 10, 19, 39, 58, 227, 132
INVAR-4, Run: 047, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 375, 109, 19, 14, 5, 19, 39, 58, 375, 168
INVAR-4, Run: 048, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 195, 68, 19, 16, 3, 19, 39, 58, 195, 128
INVAR-4, Run: 049, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 322, 95, 19, 9, 10, 19, 39, 58, 322, 154
INVAR-4, Run: 050, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 172, 53, 19, 10, 9, 19, 39, 58, 172, 112
INVAR-4, Run: 051, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 184, 66, 19, 15, 4, 19, 39, 58, 184, 126
INVAR-4, Run: 052, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 207, 79, 19, 11, 8, 19, 39, 58, 207, 138
INVAR-4, Run: 053, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 420, 106, 19, 15, 4, 19, 39, 58, 420, 166
INVAR-4, Run: 054, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 142, 56, 19, 13, 6, 19, 39, 58, 142, 116
INVAR-4, Run: 055, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 343, 85, 19, 13, 6, 19, 39, 58, 343, 145
INVAR-4, Run: 056, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 549, 111, 19, 12, 7, 19, 39, 58, 549, 171
INVAR-4, Run: 057, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 129, 56, 19, 12, 7, 19, 39, 58, 129, 115
INVAR-4, Run: 058, F, 0, 4, 76, 0, 1, 0, 1, 0, 61, 0, 1, 57, 39, 239, 55, 19, 12, 7, 19, 39, 58, 239, 116
INVAR-4, Run: 059, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 204, 69, 19, 12, 7, 19, 39, 58, 204, 128
INVAR-4, Run: 060, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 138, 73, 19, 10, 9, 19, 39, 58, 138, 133
INVAR-4, Run: 061, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 125, 51, 19, 14, 5, 19, 39, 58, 125, 111
INVAR-4, Run: 062, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 283, 69, 19, 9, 10, 19, 39, 58, 283, 128
INVAR-4, Run: 063, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 206, 70, 19, 12, 7, 19, 39, 58, 206, 130
INVAR-4, Run: 064, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 83, 59, 19, 13, 6, 19, 39, 58, 83, 118
INVAR-4, Run: 065, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 341, 77, 19, 11, 8, 19, 39, 58, 341, 136
INVAR-4, Run: 066, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 254, 88, 19, 12, 7, 19, 39, 58, 254, 148
INVAR-4, Run: 067, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 85, 40, 19, 13, 6, 19, 39, 58, 85, 99
INVAR-4, Run: 068, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 111, 53, 19, 15, 4, 19, 39, 58, 111, 112
INVAR-4, Run: 069, F, 0, 4, 76, 0, 1, 0, 1, 0, 61, 0, 1, 57, 39, 321, 85, 19, 10, 9, 19, 39, 58, 321, 146
INVAR-4, Run: 070, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 175, 53, 19, 13, 6, 19, 39, 58, 175, 113
INVAR-4, Run: 071, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 219, 56, 19, 12, 7, 19, 39, 58, 219, 115
INVAR-4, Run: 072, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 170, 48, 19, 12, 7, 19, 39, 58, 170, 108
INVAR-4, Run: 073, F, 0, 4, 76, 0, 1, 0, 1, 0, 61, 0, 1, 57, 39, 249, 73, 19, 13, 6, 19, 39, 58, 249, 134
INVAR-4, Run: 074, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 365, 99, 19, 14, 5, 19, 39, 58, 365, 158
INVAR-4, Run: 075, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 152, 58, 19, 10, 9, 19, 39, 58, 152, 118
INVAR-4, Run: 076, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 292, 85, 19, 12, 7, 19, 39, 58, 292, 144
INVAR-4, Run: 077, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 185, 63, 19, 13, 6, 19, 39, 58, 185, 123
INVAR-4, Run: 078, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 227, 87, 19, 10, 9, 19, 39, 58, 227, 146
INVAR-4, Run: 079, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 169, 47, 19, 12, 7, 19, 39, 58, 169, 106
INVAR-4, Run: 080, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 202, 65, 19, 10, 9, 19, 39, 58, 202, 124
INVAR-4, Run: 081, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 200, 81, 19, 15, 4, 19, 39, 58, 200, 140
INVAR-4, Run: 082, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 141, 44, 19, 10, 9, 19, 39, 58, 141, 104
INVAR-4, Run: 083, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 264, 83, 19, 14, 5, 19, 39, 58, 264, 143
INVAR-4, Run: 084, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 223, 55, 19, 14, 5, 19, 39, 58, 223, 115
INVAR-4, Run: 085, F, 0, 0, 78, 0, 1, 0, 1, 0, 59, 0, 1, 59, 39, 221, 73, 19, 13, 6, 19, 39, 58, 221, 132
INVAR-4, Run: 086, F, 0, 2, 77, 0, 1, 0, 1, 0, 60, 0, 1, 58, 39, 335, 97, 19, 14, 5, 19, 39, 58, 335, 157
