Input Number, Run_Number, Result@ 100, U, X2, X1, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-29, Run: 077, F, 0, 0, 28, 106, 279, 95, 374
INVAR-29, Run: 078, F, 0, 0, 28, 44, 182, 33, 215
INVAR-29, Run: 079, F, 0, 28, 0, 177, 96, 194, 290
INVAR-29, Run: 080, F, 0, 0, 28, 165, 193, 154, 347
INVAR-29, Run: 081, F, 0, 0, 28, 202, 191, 191, 382
INVAR-29, Run: 082, F, 0, 0, 28, 18, 61, 7, 68
INVAR-29, Run: 083, F, 0, 28, 0, 45, 20, 62, 82
INVAR-29, Run: 084, F, 0, 28, 0, 17, 5, 34, 39
INVAR-29, Run: 085, F, 0, 0, 28, 90, 217, 79, 296
INVAR-29, Run: 086, F, 0, 0, 28, 181, 268, 170, 438
INVAR-29, Run: 087, F, 0, 28, 0, 97, 54, 114, 168
INVAR-29, Run: 088, F, 0, 28, 0, 162, 144, 179, 323
INVAR-29, Run: 089, F, 0, 0, 28, 83, 327, 72, 399
INVAR-29, Run: 090, F, 0, 28, 0, 81, 49, 98, 147
INVAR-29, Run: 091, F, 0, 0, 28, 154, 293, 143, 436
INVAR-29, Run: 092, F, 0, 0, 28, 33, 81, 22, 103
INVAR-29, Run: 093, F, 0, 28, 0, 104, 103, 121, 224
INVAR-29, Run: 094, F, 0, 28, 0, 115, 71, 132, 203
INVAR-29, Run: 095, F, 0, 28, 0, 96, 97, 113, 210
INVAR-29, Run: 096, F, 0, 0, 28, 58, 114, 47, 161
INVAR-29, Run: 097, F, 0, 0, 28, 52, 94, 41, 135
INVAR-29, Run: 098, F, 0, 0, 28, 141, 276, 130, 406
INVAR-29, Run: 099, F, 0, 28, 0, 96, 160, 113, 273
INVAR-29, Run: 100, F, 0, 28, 0, 65, 28, 82, 110
INVAR-3, Run: 001, F, 0, 0, 23, 206, 175, 195, 370
INVAR-3, Run: 002, F, 0, 23, 0, 46, 14, 58, 72
INVAR-3, Run: 003, F, 0, 23, 0, 171, 133, 183, 316
INVAR-3, Run: 004, F, 0, 0, 23, 56, 88, 45, 133
INVAR-3, Run: 005, F, 0, 0, 23, 176, 134, 165, 299
INVAR-3, Run: 006, F, 0, 0, 23, 53, 68, 42, 110
INVAR-3, Run: 007, F, 0, 0, 23, 30, 58, 19, 77
INVAR-3, Run: 008, F, 0, 0, 23, 256, 468, 245, 713
INVAR-3, Run: 009, F, 0, 23, 0, 11, 10, 23, 33
INVAR-3, Run: 010, F, 0, 23, 0, 21, 2, 33, 35
INVAR-3, Run: 011, F, 0, 23, 0, 16, 4, 28, 32
INVAR-3, Run: 012, F, 0, 23, 0, 25, 27, 37, 64
INVAR-3, Run: 013, F, 0, 0, 23, 91, 199, 80, 279
INVAR-3, Run: 014, F, 0, 23, 0, 7, 2, 19, 21
INVAR-3, Run: 015, F, 0, 23, 0, 113, 90, 125, 215
INVAR-3, Run: 016, F, 0, 0, 23, 59, 148, 48, 196
INVAR-3, Run: 017, F, 0, 23, 0, 80, 38, 92, 130
INVAR-3, Run: 018, F, 0, 23, 0, 119, 53, 131, 184
INVAR-3, Run: 019, F, 0, 23, 0, 114, 26, 126, 152
INVAR-3, Run: 020, F, 0, 0, 23, 22, 40, 11, 51
INVAR-3, Run: 021, F, 0, 23, 0, 50, 77, 62, 139
INVAR-3, Run: 022, F, 0, 0, 23, 29, 46, 18, 64
INVAR-3, Run: 023, F, 0, 23, 0, 38, 16, 50, 66
INVAR-3, Run: 024, F, 0, 23, 0, 45, 17, 57, 74
INVAR-3, Run: 025, F, 0, 0, 23, 76, 86, 65, 151
INVAR-3, Run: 026, F, 0, 0, 23, 71, 85, 60, 145
INVAR-3, Run: 027, F, 0, 0, 23, 102, 339, 91, 430
INVAR-3, Run: 028, F, 0, 23, 0, 99, 43, 111, 154
INVAR-3, Run: 029, F, 0, 0, 23, 36, 115, 25, 140
INVAR-3, Run: 030, F, 0, 23, 0, 162, 149, 174, 323
INVAR-3, Run: 031, F, 0, 0, 23, 64, 120, 53, 173
INVAR-3, Run: 032, F, 0, 23, 0, 66, 20, 78, 98
INVAR-3, Run: 033, F, 0, 0, 23, 79, 207, 68, 275
INVAR-3, Run: 034, F, 0, 0, 23, 29, 58, 18, 76
INVAR-3, Run: 035, F, 0, 0, 23, 46, 145, 35, 180
INVAR-3, Run: 036, F, 0, 0, 23, 53, 123, 42, 165
INVAR-3, Run: 037, F, 0, 23, 0, 62, 47, 74, 121
INVAR-3, Run: 038, F, 0, 23, 0, 55, 17, 67, 84
INVAR-3, Run: 039, F, 0, 23, 0, 20, 14, 32, 46
INVAR-3, Run: 040, F, 0, 0, 23, 139, 295, 128, 423
INVAR-3, Run: 041, F, 0, 23, 0, 38, 29, 50, 79
INVAR-3, Run: 042, F, 0, 23, 0, 42, 37, 54, 91
INVAR-3, Run: 043, F, 0, 0, 23, 47, 43, 36, 79
INVAR-3, Run: 044, F, 0, 23, 0, 82, 59, 94, 153
INVAR-3, Run: 045, F, 0, 23, 0, 210, 69, 222, 291
INVAR-3, Run: 046, F, 0, 0, 23, 30, 75, 19, 94
INVAR-3, Run: 047, F, 0, 0, 23, 42, 83, 31, 114
INVAR-3, Run: 048, F, 0, 0, 23, 16, 20, 5, 25
INVAR-3, Run: 049, F, 0, 0, 23, 56, 150, 45, 195
INVAR-3, Run: 050, F, 0, 23, 0, 44, 34, 56, 90
INVAR-3, Run: 051, F, 0, 0, 23, 54, 83, 43, 126
INVAR-3, Run: 052, F, 0, 23, 0, 82, 46, 94, 140
INVAR-3, Run: 053, F, 0, 23, 0, 52, 24, 64, 88
INVAR-3, Run: 054, F, 0, 0, 23, 74, 73, 63, 136
INVAR-3, Run: 055, F, 0, 0, 23, 35, 160, 24, 184
INVAR-3, Run: 056, F, 0, 0, 23, 49, 63, 38, 101
INVAR-3, Run: 057, F, 0, 23, 0, 126, 72, 138, 210
INVAR-3, Run: 058, F, 0, 23, 0, 85, 45, 97, 142
INVAR-3, Run: 059, F, 0, 23, 0, 113, 36, 125, 161
INVAR-3, Run: 060, F, 0, 23, 0, 24, 6, 36, 42
INVAR-3, Run: 061, F, 0, 23, 0, 16, 2, 28, 30
INVAR-3, Run: 062, F, 0, 0, 23, 61, 98, 50, 148
INVAR-3, Run: 063, F, 0, 0, 23, 106, 150, 95, 245
INVAR-3, Run: 064, F, 0, 0, 23, 28, 65, 17, 82
INVAR-3, Run: 065, F, 0, 23, 0, 29, 8, 41, 49
INVAR-3, Run: 066, F, 0, 0, 23, 49, 59, 38, 97
INVAR-3, Run: 067, F, 0, 0, 23, 107, 166, 96, 262
INVAR-3, Run: 068, F, 0, 23, 0, 28, 5, 40, 45
INVAR-3, Run: 069, F, 0, 0, 23, 53, 206, 42, 248
INVAR-3, Run: 070, F, 0, 23, 0, 18, 5, 30, 35
INVAR-3, Run: 071, F, 0, 0, 23, 37, 79, 26, 105
INVAR-3, Run: 072, F, 0, 0, 23, 52, 161, 41, 202
INVAR-3, Run: 073, F, 0, 23, 0, 32, 15, 44, 59
INVAR-3, Run: 074, F, 0, 0, 23, 153, 404, 142, 546
INVAR-3, Run: 075, F, 0, 23, 0, 107, 47, 119, 166
INVAR-3, Run: 076, F, 0, 0, 23, 162, 119, 151, 270
INVAR-3, Run: 077, F, 0, 23, 0, 38, 38, 50, 88
INVAR-3, Run: 078, F, 0, 23, 0, 12, 8, 24, 32
INVAR-3, Run: 079, F, 0, 23, 0, 114, 98, 126, 224
INVAR-3, Run: 080, F, 0, 23, 0, 57, 9, 69, 78
INVAR-3, Run: 081, F, 0, 23, 0, 36, 7, 48, 55
INVAR-3, Run: 082, F, 0, 23, 0, 174, 90, 186, 276
INVAR-3, Run: 083, F, 0, 0, 23, 163, 187, 152, 339
INVAR-3, Run: 084, F, 0, 23, 0, 87, 28, 99, 127
INVAR-3, Run: 085, F, 0, 23, 0, 50, 36, 62, 98
INVAR-3, Run: 086, F, 0, 0, 23, 168, 150, 157, 307
INVAR-3, Run: 087, F, 0, 0, 23, 30, 142, 19, 161
INVAR-3, Run: 088, F, 0, 23, 0, 250, 288, 262, 550
INVAR-3, Run: 089, F, 0, 0, 23, 148, 294, 137, 431
INVAR-3, Run: 090, F, 0, 23, 0, 53, 32, 65, 97
INVAR-3, Run: 091, F, 0, 0, 23, 23, 77, 12, 89
INVAR-3, Run: 092, F, 0, 0, 23, 293, 142, 282, 424
INVAR-3, Run: 093, F, 0, 23, 0, 71, 86, 83, 169
INVAR-3, Run: 094, F, 0, 23, 0, 6, 1, 18, 19
INVAR-3, Run: 095, F, 0, 23, 0, 12, 8, 24, 32
INVAR-3, Run: 096, F, 0, 0, 23, 37, 66, 26, 92
INVAR-3, Run: 097, F, 0, 23, 0, 13, 7, 25, 32
INVAR-3, Run: 098, F, 0, 0, 23, 67, 87, 56, 143
INVAR-3, Run: 099, F, 0, 23, 0, 79, 23, 91, 114
INVAR-3, Run: 100, F, 0, 0, 23, 110, 80, 99, 179
INVAR-30, Run: 001, F, 0, 0, 68, 460, 1375, 443, 1818
INVAR-30, Run: 002, F, 0, 0, 68, 146, 766, 129, 895
INVAR-30, Run: 003, F, 0, 0, 68, 41, 254, 24, 278
INVAR-30, Run: 004, F, 0, 68, 0, 311, 349, 362, 711
INVAR-30, Run: 005, F, 0, 0, 68, 295, 1083, 278, 1361
INVAR-30, Run: 006, F, 0, 0, 68, 195, 734, 178, 912
INVAR-30, Run: 007, F, 0, 0, 68, 73, 409, 56, 465
INVAR-30, Run: 008, F, 0, 0, 68, 118, 1015, 101, 1116
INVAR-30, Run: 009, F, 0, 0, 68, 750, 2340, 733, 3073
INVAR-30, Run: 010, F, 0, 0, 68, 188, 676, 171, 847
INVAR-30, Run: 011, F, 0, 68, 0, 213, 194, 264, 458
INVAR-30, Run: 012, F, 0, 68, 0, 2526, 4409, 2577, 6986
INVAR-30, Run: 013, F, 0, 0, 68, 395, 1753, 378, 2131
INVAR-30, Run: 014, F, 0, 0, 68, 110, 666, 93, 759
INVAR-30, Run: 015, F, 0, 0, 68, 215, 1140, 198, 1338
INVAR-30, Run: 016, F, 0, 0, 68, 346, 1327, 329, 1656
INVAR-30, Run: 017, F, 0, 0, 68, 137, 801, 120, 921
INVAR-30, Run: 018, F, 0, 0, 68, 35, 93, 18, 111
INVAR-30, Run: 019, F, 0, 0, 68, 173, 523, 156, 679
INVAR-30, Run: 020, F, 0, 68, 0, 1001, 1550, 1052, 2602
INVAR-30, Run: 021, F, 0, 68, 0, 1301, 2026, 1352, 3378
INVAR-30, Run: 022, F, 0, 0, 68, 880, 1594, 863, 2457
INVAR-30, Run: 023, F, 0, 68, 0, 871, 589, 922, 1511
INVAR-30, Run: 024, F, 0, 0, 68, 64, 559, 47, 606
INVAR-30, Run: 025, F, 0, 0, 68, 145, 785, 128, 913
INVAR-30, Run: 026, F, 0, 68, 0, 634, 522, 685, 1207
INVAR-30, Run: 027, F, 0, 0, 68, 294, 637, 277, 914
INVAR-30, Run: 028, F, 0, 68, 0, 358, 155, 409, 564
INVAR-30, Run: 029, F, 0, 0, 68, 254, 404, 237, 641
INVAR-30, Run: 030, F, 0, 0, 68, 40, 217, 23, 240
INVAR-30, Run: 031, F, 0, 0, 68, 781, 1850, 764, 2614
INVAR-30, Run: 032, F, 0, 68, 0, 756, 506, 807, 1313
INVAR-30, Run: 033, F, 0, 68, 0, 560, 235, 611, 846
INVAR-30, Run: 034, F, 0, 0, 68, 88, 371, 71, 442
INVAR-30, Run: 035, F, 0, 68, 0, 1042, 550, 1093, 1643
INVAR-30, Run: 036, F, 0, 68, 0, 539, 254, 590, 844
INVAR-30, Run: 037, F, 0, 68, 0, 670, 499, 721, 1220
INVAR-30, Run: 038, F, 0, 0, 68, 288, 961, 271, 1232
INVAR-30, Run: 039, F, 0, 0, 68, 916, 1088, 899, 1987
INVAR-30, Run: 040, F, 0, 0, 68, 236, 735, 219, 954
INVAR-30, Run: 041, F, 0, 0, 68, 645, 1448, 628, 2076
INVAR-30, Run: 042, F, 0, 0, 68, 749, 2424, 732, 3156
INVAR-30, Run: 043, F, 0, 0, 68, 109, 928, 92, 1020
INVAR-30, Run: 044, F, 0, 0, 68, 52, 265, 35, 300
INVAR-30, Run: 045, F, 0, 0, 68, 65, 262, 48, 310
INVAR-30, Run: 046, F, 0, 68, 0, 365, 155, 416, 571
INVAR-30, Run: 047, F, 0, 68, 0, 356, 599, 407, 1006
INVAR-30, Run: 048, F, 0, 68, 0, 270, 165, 321, 486
INVAR-30, Run: 049, F, 0, 0, 68, 112, 554, 95, 649
INVAR-30, Run: 050, F, 0, 68, 0, 352, 410, 403, 813
INVAR-30, Run: 051, F, 0, 0, 68, 215, 1261, 198, 1459
INVAR-30, Run: 052, F, 0, 68, 0, 1027, 1249, 1078, 2327
INVAR-30, Run: 053, F, 0, 0, 68, 205, 599, 188, 787
INVAR-30, Run: 054, F, 0, 0, 68, 357, 770, 340, 1110
INVAR-30, Run: 055, F, 0, 68, 0, 624, 379, 675, 1054
INVAR-30, Run: 056, F, 0, 68, 0, 607, 235, 658, 893
INVAR-30, Run: 057, F, 0, 0, 68, 167, 579, 150, 729
INVAR-30, Run: 058, F, 0, 0, 68, 1117, 2894, 1100, 3994
INVAR-30, Run: 059, F, 0, 0, 68, 321, 697, 304, 1001
INVAR-30, Run: 060, F, 0, 68, 0, 427, 301, 478, 779
INVAR-30, Run: 061, F, 0, 0, 68, 71, 594, 54, 648
INVAR-30, Run: 062, F, 0, 0, 68, 68, 193, 51, 244
INVAR-30, Run: 063, F, 0, 0, 68, 159, 645, 142, 787
INVAR-30, Run: 064, F, 0, 0, 68, 117, 451, 100, 551
INVAR-30, Run: 065, F, 0, 68, 0, 1662, 907, 1713, 2620
INVAR-30, Run: 066, F, 0, 0, 68, 1495, 4170, 1478, 5648
INVAR-30, Run: 067, F, 0, 68, 0, 539, 325, 590, 915
INVAR-30, Run: 068, F, 0, 0, 68, 53, 275, 36, 311
INVAR-30, Run: 069, F, 0, 68, 0, 712, 707, 763, 1470
INVAR-30, Run: 070, F, 0, 0, 68, 121, 793, 104, 897
INVAR-30, Run: 071, F, 0, 0, 68, 567, 940, 550, 1490
INVAR-30, Run: 072, F, 0, 68, 0, 433, 217, 484, 701
INVAR-30, Run: 073, F, 0, 68, 0, 967, 1337, 1018, 2355
INVAR-30, Run: 074, F, 0, 68, 0, 475, 208, 526, 734
INVAR-30, Run: 075, F, 0, 0, 68, 177, 929, 160, 1089
INVAR-30, Run: 076, F, 0, 0, 68, 91, 1136, 74, 1210
INVAR-30, Run: 077, F, 0, 0, 68, 642, 963, 625, 1588
INVAR-30, Run: 078, F, 0, 0, 68, 1113, 1161, 1096, 2257
INVAR-30, Run: 079, F, 0, 0, 68, 258, 820, 241, 1061
INVAR-30, Run: 080, F, 0, 0, 68, 283, 619, 266, 885
INVAR-30, Run: 081, F, 0, 0, 68, 76, 869, 59, 928
INVAR-30, Run: 082, F, 0, 0, 68, 68, 906, 51, 957
INVAR-30, Run: 083, F, 0, 0, 68, 446, 712, 429, 1141
INVAR-30, Run: 084, F, 0, 0, 68, 218, 767, 201, 968
INVAR-30, Run: 085, F, 0, 0, 68, 1241, 1710, 1224, 2934
INVAR-30, Run: 086, F, 0, 68, 0, 1102, 2547, 1153, 3700
INVAR-30, Run: 087, F, 0, 0, 68, 27, 274, 10, 284
INVAR-30, Run: 088, F, 0, 0, 68, 1227, 1013, 1210, 2223
INVAR-30, Run: 089, F, 0, 0, 68, 521, 898, 504, 1402
INVAR-30, Run: 090, F, 0, 0, 68, 604, 1272, 587, 1859
INVAR-30, Run: 091, F, 0, 0, 68, 486, 1986, 469, 2455
INVAR-30, Run: 092, F, 0, 0, 68, 35, 228, 18, 246
INVAR-30, Run: 093, F, 0, 0, 68, 32, 182, 15, 197
INVAR-30, Run: 094, F, 0, 0, 68, 186, 1521, 169, 1690
INVAR-30, Run: 095, F, 0, 0, 68, 61, 432, 44, 476
INVAR-30, Run: 096, F, 0, 0, 68, 197, 1053, 180, 1233
INVAR-30, Run: 097, F, 0, 0, 68, 310, 1105, 293, 1398
INVAR-30, Run: 098, F, 0, 0, 68, 177, 562, 160, 722
INVAR-30, Run: 099, F, 0, 0, 68, 761, 862, 744, 1606
INVAR-30, Run: 100, F, 0, 0, 68, 229, 528, 212, 740
INVAR-31, Run: 001, F, 0, 0, 142, 668, 2862, 647, 3509
INVAR-31, Run: 002, F, 0, 0, 142, 981, 4160, 960, 5120
INVAR-31, Run: 003, F, 0, 0, 142, 5864, 9501, 5843, 15344
INVAR-31, Run: 004, F, 0, 0, 142, 116, 1259, 95, 1354
INVAR-31, Run: 005, F, 0, 0, 142, 455, 1706, 434, 2140
INVAR-31, Run: 006, F, 0, 0, 142, 393, 1426, 372, 1798
INVAR-31, Run: 007, F, 0, 0, 142, 137, 2649, 116, 2765
INVAR-31, Run: 008, F, 0, 142, 0, 3127, 5982, 3248, 9230
INVAR-31, Run: 009, F, 0, 142, 0, 1329, 1241, 1450, 2691
INVAR-31, Run: 010, F, 0, 142, 0, 832, 842, 953, 1795
INVAR-31, Run: 011, F, 0, 0, 142, 165, 1939, 144, 2083
INVAR-31, Run: 012, F, 0, 0, 142, 1077, 2751, 1056, 3807
INVAR-31, Run: 013, F, 0, 0, 142, 1040, 6548, 1019, 7567
INVAR-31, Run: 014, F, 0, 0, 142, 4587, 14342, 4566, 18908
INVAR-31, Run: 015, F, 0, 0, 142, 97, 983, 76, 1059
INVAR-31, Run: 016, F, 0, 142, 0, 1841, 1100, 1962, 3062
INVAR-31, Run: 017, F, 0, 0, 142, 87, 783, 66, 849
INVAR-31, Run: 018, F, 0, 0, 142, 903, 3659, 882, 4541
INVAR-31, Run: 019, F, 0, 0, 142, 155, 1739, 134, 1873
INVAR-31, Run: 020, F, 0, 0, 142, 206, 1966, 185, 2151
INVAR-31, Run: 021, F, 0, 0, 142, 296, 1617, 275, 1892
INVAR-31, Run: 022, F, 0, 0, 142, 1824, 4275, 1803, 6078
INVAR-31, Run: 023, F, 0, 0, 142, 60, 1066, 39, 1105
INVAR-31, Run: 024, F, 0, 0, 142, 55, 585, 34, 619
INVAR-31, Run: 025, F, 0, 0, 142, 226, 2288, 205, 2493
INVAR-31, Run: 026, F, 0, 0, 142, 195, 3386, 174, 3560
INVAR-31, Run: 027, F, 0, 0, 142, 891, 3947, 870, 4817
INVAR-31, Run: 028, F, 0, 0, 142, 65, 572, 44, 616
INVAR-31, Run: 029, F, 0, 0, 142, 4208, 13219, 4187, 17406
INVAR-31, Run: 030, F, 0, 0, 142, 298, 3559, 277, 3836
INVAR-31, Run: 031, F, 0, 0, 142, 809, 5544, 788, 6332
INVAR-31, Run: 032, F, 0, 142, 0, 5728, 6280, 5849, 12129
INVAR-31, Run: 033, F, 0, 0, 142, 64, 1028, 43, 1071
INVAR-31, Run: 034, F, 0, 142, 0, 3079, 1941, 3200, 5141
INVAR-31, Run: 035, F, 0, 0, 142, 365, 1599, 344, 1943
INVAR-31, Run: 036, F, 0, 142, 0, 3887, 3002, 4008, 7010
INVAR-31, Run: 037, F, 0, 142, 0, 4128, 3155, 4249, 7404
INVAR-31, Run: 038, F, 0, 0, 142, 1323, 4426, 1302, 5728
INVAR-31, Run: 039, F, 0, 0, 142, 483, 4707, 462, 5169
INVAR-31, Run: 040, F, 0, 0, 142, 357, 2866, 336, 3202
INVAR-31, Run: 041, F, 0, 0, 142, 788, 5901, 767, 6668
INVAR-31, Run: 042, F, 0, 0, 142, 366, 4092, 345, 4437
INVAR-31, Run: 043, F, 0, 0, 142, 239, 1997, 218, 2215
INVAR-31, Run: 044, F, 0, 0, 142, 2487, 4973, 2466, 7439
INVAR-31, Run: 045, F, 0, 0, 142, 409, 2101, 388, 2489
INVAR-31, Run: 046, F, 0, 0, 142, 894, 3103, 873, 3976
INVAR-31, Run: 047, F, 0, 142, 0, 2177, 2791, 2298, 5089
INVAR-31, Run: 048, F, 0, 0, 142, 678, 3713, 657, 4370
INVAR-31, Run: 049, F, 0, 0, 142, 98, 1892, 77, 1969
INVAR-31, Run: 050, F, 0, 0, 142, 479, 2709, 458, 3167
INVAR-31, Run: 051, F, 0, 142, 0, 4499, 7957, 4620, 12577
INVAR-31, Run: 052, F, 0, 0, 142, 298, 3573, 277, 3850
INVAR-31, Run: 053, F, 0, 0, 142, 301, 1323, 280, 1603
INVAR-31, Run: 054, F, 0, 0, 142, 5444, 8424, 5423, 13847
INVAR-31, Run: 055, F, 0, 0, 142, 486, 2601, 465, 3066
INVAR-31, Run: 056, F, 0, 0, 142, 1423, 3730, 1402, 5132
INVAR-31, Run: 057, F, 0, 0, 142, 240, 1787, 219, 2006
INVAR-31, Run: 058, F, 0, 0, 142, 271, 1998, 250, 2248
INVAR-31, Run: 059, F, 0, 0, 142, 43, 527, 22, 549
INVAR-31, Run: 060, F, 0, 0, 142, 1784, 3735, 1763, 5498
INVAR-31, Run: 061, F, 0, 0, 142, 889, 3129, 868, 3997
INVAR-31, Run: 062, F, 0, 0, 142, 262, 4044, 241, 4285
INVAR-31, Run: 063, F, 0, 0, 142, 75, 962, 54, 1016
INVAR-31, Run: 064, F, 0, 0, 142, 244, 1473, 223, 1696
INVAR-31, Run: 065, F, 0, 0, 142, 1591, 4310, 1570, 5880
INVAR-31, Run: 066, F, 0, 0, 142, 1748, 4452, 1727, 6179
INVAR-31, Run: 067, F, 0, 0, 142, 6527, 8790, 6506, 15296
INVAR-31, Run: 068, F, 0, 0, 142, 152, 2728, 131, 2859
INVAR-31, Run: 069, F, 0, 0, 142, 644, 2565, 623, 3188
INVAR-31, Run: 070, F, 0, 0, 142, 271, 2214, 250, 2464
INVAR-31, Run: 071, F, 0, 0, 142, 492, 3142, 471, 3613
INVAR-31, Run: 072, F, 0, 0, 142, 279, 4948, 258, 5206
INVAR-31, Run: 073, F, 0, 0, 142, 111, 976, 90, 1066
INVAR-31, Run: 074, F, 0, 0, 142, 1123, 5867, 1102, 6969
INVAR-31, Run: 075, F, 0, 0, 142, 2210, 6431, 2189, 8620
INVAR-31, Run: 076, F, 0, 0, 142, 210, 1512, 189, 1701
INVAR-31, Run: 077, F, 0, 142, 0, 2623, 3898, 2744, 6642
INVAR-31, Run: 078, F, 0, 0, 142, 1409, 7469, 1388, 8857
INVAR-31, Run: 079, F, 0, 142, 0, 768, 620, 889, 1509
INVAR-31, Run: 080, F, 0, 0, 142, 147, 2884, 126, 3010
INVAR-31, Run: 081, F, 0, 142, 0, 2165, 3591, 2286, 5877
INVAR-31, Run: 082, F, 0, 0, 142, 1392, 5777, 1371, 7148
INVAR-31, Run: 083, F, 0, 0, 142, 2234, 3323, 2213, 5536
INVAR-31, Run: 084, F, 0, 0, 142, 227, 1970, 206, 2176
INVAR-31, Run: 085, F, 0, 142, 0, 1348, 2382, 1469, 3851
INVAR-31, Run: 086, F, 0, 0, 142, 387, 3641, 366, 4007
INVAR-31, Run: 087, F, 0, 0, 142, 579, 2960, 558, 3518
INVAR-31, Run: 088, F, 0, 0, 142, 97, 1309, 76, 1385
INVAR-31, Run: 089, F, 0, 0, 142, 4940, 11195, 4919, 16114
INVAR-31, Run: 090, F, 0, 0, 142, 287, 2018, 266, 2284
INVAR-31, Run: 091, F, 0, 0, 142, 3576, 12742, 3555, 16297
INVAR-31, Run: 092, F, 0, 0, 142, 346, 4404, 325, 4729
INVAR-31, Run: 093, F, 0, 0, 142, 996, 3059, 975, 4034
INVAR-31, Run: 094, F, 0, 142, 0, 2604, 3559, 2725, 6284
INVAR-31, Run: 095, F, 0, 0, 142, 9377, 14799, 9356, 24155
INVAR-31, Run: 096, F, 0, 0, 142, 351, 3199, 330, 3529
INVAR-31, Run: 097, F, 0, 0, 142, 1495, 3778, 1474, 5252
INVAR-31, Run: 098, F, 0, 0, 142, 225, 2421, 204, 2625
INVAR-31, Run: 099, F, 0, 142, 0, 3289, 1625, 3410, 5035
INVAR-31, Run: 100, F, 0, 0, 142, 61, 858, 40, 898
INVAR-32, Run: 001, F, 0, 217, 0, 3926, 3062, 4057, 7119
INVAR-32, Run: 002, F, 0, 0, 217, 6417, 5727, 6331, 12058
INVAR-32, Run: 003, F, 0, 217, 0, 4805, 3627, 4936, 8563
INVAR-32, Run: 004, F, 0, 217, 0, 1881, 1047, 2012, 3059
INVAR-32, Run: 005, F, 0, 0, 217, 9277, 14172, 9191, 23363
INVAR-32, Run: 006, F, 0, 0, 217, 5359, 12202, 5273, 17475
INVAR-32, Run: 007, F, 0, 0, 217, 2845, 16005, 2759, 18764
INVAR-32, Run: 008, F, 0, 217, 0, 1772, 875, 1903, 2778
INVAR-32, Run: 009, F, 0, 217, 0, 6750, 4978, 6881, 11859
INVAR-32, Run: 010, F, 0, 0, 217, 1474, 3633, 1388, 5021
INVAR-32, Run: 011, F, 0, 0, 217, 8924, 23485, 8838, 32323
INVAR-32, Run: 012, F, 0, 0, 217, 2194, 4286, 2108, 6394
INVAR-32, Run: 013, F, 0, 217, 0, 4497, 865, 4628, 5493
INVAR-32, Run: 014, F, 0, 0, 217, 1658, 15294, 1572, 16866
INVAR-32, Run: 015, F, 0, 217, 0, 3638, 2302, 3769, 6071
INVAR-32, Run: 016, F, 0, 217, 0, 940, 434, 1071, 1505
INVAR-32, Run: 017, F, 0, 0, 217, 6118, 7612, 6032, 13644
INVAR-32, Run: 018, F, 0, 217, 0, 2571, 703, 2702, 3405
INVAR-32, Run: 019, F, 0, 0, 217, 2132, 6158, 2046, 8204
INVAR-32, Run: 020, F, 0, 0, 217, 6886, 19512, 6800, 26312
INVAR-32, Run: 021, F, 0, 217, 0, 3299, 3536, 3430, 6966
INVAR-32, Run: 022, F, 0, 0, 217, 1098, 2865, 1012, 3877
INVAR-32, Run: 023, F, 0, 0, 217, 11124, 27903, 11038, 38941
INVAR-32, Run: 024, F, 0, 0, 217, 3216, 6468, 3130, 9598
INVAR-32, Run: 025, F, 0, 217, 0, 2053, 636, 2184, 2820
INVAR-32, Run: 026, F, 0, 0, 217, 6673, 22265, 6587, 28852
INVAR-32, Run: 027, F, 0, 0, 217, 2729, 7551, 2643, 10194
INVAR-32, Run: 028, F, 0, 217, 0, 2134, 529, 2265, 2794
INVAR-32, Run: 029, F, 0, 0, 217, 12797, 20676, 12711, 33387
INVAR-32, Run: 030, F, 0, 217, 0, 14031, 13282, 14162, 27444
INVAR-32, Run: 031, F, 0, 217, 0, 4178, 2528, 4309, 6837
INVAR-32, Run: 032, F, 0, 0, 217, 913, 2688, 827, 3515
INVAR-32, Run: 033, F, 0, 217, 0, 3175, 1215, 3306, 4521
INVAR-32, Run: 034, F, 0, 217, 0, 4862, 2302, 4993, 7295
INVAR-32, Run: 035, F, 0, 0, 217, 4150, 9156, 4064, 13220
INVAR-32, Run: 036, F, 0, 0, 217, 1996, 5841, 1910, 7751
INVAR-32, Run: 037, F, 0, 0, 217, 1587, 8747, 1501, 10248
INVAR-32, Run: 038, F, 0, 0, 217, 5268, 10056, 5182, 15238
INVAR-32, Run: 039, F, 0, 0, 217, 3811, 8912, 3725, 12637
INVAR-32, Run: 040, F, 0, 217, 0, 5864, 1348, 5995, 7343
INVAR-32, Run: 041, F, 0, 217, 0, 15109, 17873, 15240, 33113
INVAR-32, Run: 042, F, 0, 0, 217, 1496, 6399, 1410, 7809
INVAR-32, Run: 043, F, 0, 0, 217, 15782, 28001, 15696, 43697
INVAR-32, Run: 044, F, 0, 0, 217, 696, 4458, 610, 5068
INVAR-32, Run: 045, F, 0, 217, 0, 7084, 3729, 7215, 10944
INVAR-32, Run: 046, F, 0, 0, 217, 10796, 24266, 10710, 34976
INVAR-32, Run: 047, F, 0, 217, 0, 14638, 10729, 14769, 25498
INVAR-32, Run: 048, F, 0, 217, 0, 1607, 593, 1738, 2331
