Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, Y, PE, CE, CO, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 4, 596, 1, 0, 0, 100, 0, 200, 596, 44, 44, 0, 100, 59, 40, 100, 100, 200, 646, 323
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 93, 507, 1, 0, 0, 100, 0, 200, 507, 56, 56, 0, 100, 59, 40, 100, 100, 200, 484, 242
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 46, 554, 1, 0, 0, 100, 0, 200, 554, 66, 66, 0, 100, 59, 40, 100, 100, 200, 622, 311
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 6, 594, 1, 0, 0, 100, 0, 200, 594, 69, 69, 0, 100, 64, 35, 100, 100, 200, 540, 270
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 21, 581, 1, 2, 0, 99, 0, 200, 579, 71, 69, 0, 100, 71, 28, 99, 100, 200, 614, 307
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 38, 566, 1, 4, 0, 98, 0, 200, 562, 76, 72, 0, 100, 50, 49, 98, 100, 200, 648, 324
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 3, 597, 1, 0, 0, 100, 0, 200, 597, 86, 86, 0, 100, 62, 37, 100, 100, 200, 558, 279
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 42, 558, 1, 0, 0, 100, 0, 200, 558, 77, 77, 0, 100, 68, 31, 100, 100, 200, 584, 292
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 67, 533, 1, 0, 0, 100, 0, 200, 533, 62, 62, 0, 100, 58, 41, 100, 100, 200, 636, 318
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 24, 576, 1, 0, 0, 100, 0, 200, 576, 58, 58, 0, 100, 64, 35, 100, 100, 200, 702, 351
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 63, 539, 1, 2, 0, 99, 0, 200, 537, 64, 62, 0, 100, 68, 31, 99, 100, 200, 720, 360
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 6, 594, 1, 0, 0, 100, 0, 200, 594, 99, 99, 0, 100, 56, 43, 100, 100, 200, 630, 315
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 24, 578, 1, 2, 0, 99, 0, 200, 576, 74, 72, 0, 100, 54, 45, 99, 100, 200, 578, 289
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 24, 576, 1, 0, 0, 100, 0, 200, 576, 54, 54, 0, 100, 74, 25, 100, 100, 200, 672, 336
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 35, 565, 1, 0, 0, 100, 0, 200, 565, 56, 56, 0, 100, 65, 34, 100, 100, 200, 576, 288
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 48, 552, 1, 0, 0, 100, 0, 200, 552, 69, 69, 0, 100, 60, 39, 100, 100, 200, 644, 322
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 56, 546, 1, 2, 0, 99, 0, 200, 544, 50, 48, 0, 100, 63, 36, 99, 100, 200, 616, 308
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 12, 590, 1, 2, 0, 99, 0, 200, 588, 63, 61, 0, 100, 60, 39, 99, 100, 200, 508, 254
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 38, 564, 1, 2, 0, 99, 0, 200, 562, 68, 66, 0, 100, 64, 35, 99, 100, 200, 748, 374
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 49, 553, 1, 2, 0, 99, 0, 200, 551, 70, 68, 0, 100, 63, 36, 99, 100, 200, 662, 331
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 24, 576, 1, 0, 0, 100, 0, 200, 576, 65, 65, 0, 100, 54, 45, 100, 100, 200, 516, 258
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 26, 574, 1, 0, 0, 100, 0, 200, 574, 65, 65, 0, 100, 68, 31, 100, 100, 200, 764, 382
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 20, 580, 1, 0, 0, 100, 0, 200, 580, 64, 64, 0, 100, 54, 45, 100, 100, 200, 408, 204
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 15, 587, 1, 2, 0, 99, 0, 200, 585, 87, 85, 0, 100, 62, 37, 99, 100, 200, 526, 263
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 64, 538, 1, 2, 0, 99, 0, 200, 536, 54, 52, 0, 100, 74, 25, 99, 100, 200, 564, 282
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 14, 586, 1, 0, 0, 100, 0, 200, 586, 59, 59, 0, 100, 76, 23, 100, 100, 200, 488, 244
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 7, 593, 1, 0, 0, 100, 0, 200, 593, 81, 81, 0, 100, 59, 40, 100, 100, 200, 506, 253
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 48, 552, 1, 0, 0, 100, 0, 200, 552, 74, 74, 0, 100, 62, 37, 100, 100, 200, 1054, 527
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 18, 582, 1, 0, 0, 100, 0, 200, 582, 73, 73, 0, 100, 70, 29, 100, 100, 200, 502, 251
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 35, 565, 1, 0, 0, 100, 0, 200, 565, 69, 69, 0, 100, 65, 34, 100, 100, 200, 648, 324
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 17, 585, 1, 2, 0, 99, 0, 200, 583, 57, 55, 0, 100, 57, 42, 99, 100, 200, 504, 252
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 38, 564, 1, 2, 0, 99, 0, 200, 562, 60, 58, 0, 100, 51, 48, 99, 100, 200, 556, 278
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 29, 571, 1, 0, 0, 100, 0, 200, 571, 77, 77, 0, 100, 68, 31, 100, 100, 200, 656, 328
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 34, 566, 1, 0, 0, 100, 0, 200, 566, 61, 61, 0, 100, 62, 37, 100, 100, 200, 522, 261
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 8, 592, 1, 0, 0, 100, 0, 200, 592, 63, 63, 0, 100, 57, 42, 100, 100, 200, 618, 309
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 13, 589, 1, 2, 0, 99, 0, 200, 587, 69, 67, 0, 100, 60, 39, 99, 100, 200, 576, 288
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 22, 578, 1, 0, 0, 100, 0, 200, 578, 80, 80, 0, 100, 56, 43, 100, 100, 200, 614, 307
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 66, 534, 1, 0, 0, 100, 0, 200, 534, 67, 67, 0, 100, 70, 29, 100, 100, 200, 638, 319
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 15, 585, 1, 0, 0, 100, 0, 200, 585, 60, 60, 0, 100, 62, 37, 100, 100, 200, 548, 274
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 43, 559, 1, 2, 0, 99, 0, 200, 557, 61, 59, 0, 100, 63, 36, 99, 100, 200, 550, 275
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 21, 579, 1, 0, 0, 100, 0, 200, 579, 62, 62, 0, 100, 61, 38, 100, 100, 200, 424, 212
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 3, 597, 1, 0, 0, 100, 0, 200, 597, 63, 63, 0, 100, 70, 29, 100, 100, 200, 514, 257
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 32, 568, 1, 0, 0, 100, 0, 200, 568, 75, 75, 0, 100, 66, 33, 100, 100, 200, 506, 253
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 2, 600, 1, 2, 0, 99, 0, 200, 598, 66, 64, 0, 100, 69, 30, 99, 100, 200, 500, 250
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 27, 573, 1, 0, 0, 100, 0, 200, 573, 47, 47, 0, 100, 63, 36, 100, 100, 200, 672, 336
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 9, 591, 1, 0, 0, 100, 0, 200, 591, 68, 68, 0, 100, 70, 29, 100, 100, 200, 714, 357
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 30, 572, 1, 2, 0, 99, 0, 200, 570, 91, 89, 0, 100, 53, 46, 99, 100, 200, 810, 405
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 49, 553, 1, 2, 0, 99, 0, 200, 551, 59, 57, 0, 100, 61, 38, 99, 100, 200, 606, 303
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 41, 559, 1, 0, 0, 100, 0, 200, 559, 63, 63, 0, 100, 65, 34, 100, 100, 200, 534, 267
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 600, 1, 0, 0, 100, 0, 200, 600, 74, 74, 0, 100, 59, 40, 100, 100, 200, 640, 320
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 72, 530, 1, 2, 0, 99, 0, 200, 528, 65, 63, 0, 100, 58, 41, 99, 100, 200, 628, 314
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 32, 570, 1, 2, 0, 99, 0, 200, 568, 63, 61, 0, 100, 62, 37, 99, 100, 200, 758, 379
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 17, 153, 1, 2, 0, 27, 0, 56, 151, 16, 14, 0, 28, 23, 4, 27, 28, 56, 184, 92
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 23, 145, 1, 0, 0, 28, 0, 56, 145, 19, 19, 0, 28, 20, 7, 28, 28, 56, 144, 72
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 14, 154, 1, 0, 0, 28, 0, 56, 154, 17, 17, 0, 28, 17, 10, 28, 28, 56, 146, 73
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 17, 151, 1, 0, 0, 28, 0, 56, 151, 17, 17, 0, 28, 17, 10, 28, 28, 56, 100, 50
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 13, 155, 1, 0, 0, 28, 0, 56, 155, 11, 11, 0, 28, 20, 7, 28, 28, 56, 166, 83
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 30, 138, 1, 0, 0, 28, 0, 56, 138, 14, 14, 0, 28, 18, 9, 28, 28, 56, 122, 61
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 23, 147, 1, 2, 0, 27, 0, 56, 145, 31, 29, 0, 28, 19, 8, 27, 28, 56, 136, 68
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 29, 139, 1, 0, 0, 28, 0, 56, 139, 19, 19, 0, 28, 19, 8, 28, 28, 56, 92, 46
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 20, 150, 1, 2, 0, 27, 0, 56, 148, 19, 17, 0, 28, 24, 3, 27, 28, 56, 212, 106
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 3, 167, 1, 2, 0, 27, 0, 56, 165, 27, 25, 0, 28, 18, 9, 27, 28, 56, 118, 59
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 17, 153, 1, 2, 0, 27, 0, 56, 151, 21, 19, 0, 28, 15, 12, 27, 28, 56, 148, 74
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 29, 139, 1, 0, 0, 28, 0, 56, 139, 23, 23, 0, 28, 15, 12, 28, 28, 56, 172, 86
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0, 56, 162, 7, 7, 0, 28, 17, 10, 28, 28, 56, 162, 81
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 45, 127, 1, 4, 0, 26, 0, 56, 123, 16, 12, 0, 28, 20, 7, 26, 28, 56, 132, 66
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 23, 147, 1, 2, 0, 27, 0, 56, 145, 17, 15, 0, 28, 16, 11, 27, 28, 56, 210, 105
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 11, 157, 1, 0, 0, 28, 0, 56, 157, 22, 22, 0, 28, 14, 13, 28, 28, 56, 174, 87
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 34, 134, 1, 0, 0, 28, 0, 56, 134, 13, 13, 0, 28, 17, 10, 28, 28, 56, 214, 107
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 26, 144, 1, 2, 0, 27, 0, 56, 142, 28, 26, 0, 28, 17, 10, 27, 28, 56, 172, 86
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 14, 154, 1, 0, 0, 28, 0, 56, 154, 24, 24, 0, 28, 17, 10, 28, 28, 56, 132, 66
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0, 56, 162, 16, 16, 0, 28, 17, 10, 28, 28, 56, 102, 51
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 21, 147, 1, 0, 0, 28, 0, 56, 147, 17, 17, 0, 28, 17, 10, 28, 28, 56, 294, 147
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0, 56, 162, 17, 17, 0, 28, 21, 6, 28, 28, 56, 150, 75
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 4, 164, 1, 0, 0, 28, 0, 56, 164, 28, 28, 0, 28, 19, 8, 28, 28, 56, 138, 69
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 20, 148, 1, 0, 0, 28, 0, 56, 148, 16, 16, 0, 28, 15, 12, 28, 28, 56, 102, 51
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 28, 140, 1, 0, 0, 28, 0, 56, 140, 23, 23, 0, 28, 14, 13, 28, 28, 56, 162, 81
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 30, 138, 1, 0, 0, 28, 0, 56, 138, 30, 30, 0, 28, 17, 10, 28, 28, 56, 152, 76
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0, 56, 162, 14, 14, 0, 28, 15, 12, 28, 28, 56, 138, 69
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 8, 160, 1, 0, 0, 28, 0, 56, 160, 21, 21, 0, 28, 17, 10, 28, 28, 56, 134, 67
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 39, 131, 1, 2, 0, 27, 0, 56, 129, 18, 16, 0, 28, 15, 12, 27, 28, 56, 146, 73
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 5, 163, 1, 0, 0, 28, 0, 56, 163, 10, 10, 0, 28, 19, 8, 28, 28, 56, 170, 85
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 25, 143, 1, 0, 0, 28, 0, 56, 143, 22, 22, 0, 28, 21, 6, 28, 28, 56, 176, 88
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 3, 165, 1, 0, 0, 28, 0, 56, 165, 16, 16, 0, 28, 18, 9, 28, 28, 56, 80, 40
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 30, 138, 1, 0, 0, 28, 0, 56, 138, 14, 14, 0, 28, 18, 9, 28, 28, 56, 134, 67
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 12, 156, 1, 0, 0, 28, 0, 56, 156, 17, 17, 0, 28, 21, 6, 28, 28, 56, 132, 66
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 24, 144, 1, 0, 0, 28, 0, 56, 144, 27, 27, 0, 28, 15, 12, 28, 28, 56, 212, 106
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 2, 166, 1, 0, 0, 28, 0, 56, 166, 16, 16, 0, 28, 20, 7, 28, 28, 56, 158, 79
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 22, 146, 1, 0, 0, 28, 0, 56, 146, 15, 15, 0, 28, 13, 14, 28, 28, 56, 202, 101
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 13, 155, 1, 0, 0, 28, 0, 56, 155, 16, 16, 0, 28, 17, 10, 28, 28, 56, 150, 75
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 2, 166, 1, 0, 0, 28, 0, 56, 166, 25, 25, 0, 28, 19, 8, 28, 28, 56, 134, 67
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 5, 165, 1, 2, 0, 27, 0, 56, 163, 17, 15, 0, 28, 22, 5, 27, 28, 56, 166, 83
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 11, 159, 1, 2, 0, 27, 0, 56, 157, 31, 29, 0, 28, 17, 10, 27, 28, 56, 208, 104
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 25, 145, 1, 2, 0, 27, 0, 56, 143, 23, 21, 0, 28, 13, 14, 27, 28, 56, 126, 63
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 19, 149, 1, 0, 0, 28, 0, 56, 149, 23, 23, 0, 28, 17, 10, 28, 28, 56, 140, 70
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 8, 160, 1, 0, 0, 28, 0, 56, 160, 14, 14, 0, 28, 22, 5, 28, 28, 56, 110, 55
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 4, 164, 1, 0, 0, 28, 0, 56, 164, 24, 24, 0, 28, 17, 10, 28, 28, 56, 160, 80
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 37, 131, 1, 0, 0, 28, 0, 56, 131, 25, 25, 0, 28, 20, 7, 28, 28, 56, 200, 100
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 12, 156, 1, 0, 0, 28, 0, 56, 156, 19, 19, 0, 28, 22, 5, 28, 28, 56, 122, 61
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 32, 136, 1, 0, 0, 28, 0, 56, 136, 12, 12, 0, 28, 19, 8, 28, 28, 56, 166, 83
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 7, 161, 1, 0, 0, 28, 0, 56, 161, 29, 29, 0, 28, 16, 11, 28, 28, 56, 142, 71
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 30, 138, 1, 0, 0, 28, 0, 56, 138, 20, 20, 0, 28, 19, 8, 28, 28, 56, 186, 93
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 16, 152, 1, 0, 0, 28, 0, 56, 152, 17, 17, 0, 28, 11, 16, 28, 28, 56, 180, 90
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 37, 133, 1, 2, 0, 27, 0, 56, 131, 15, 13, 0, 28, 12, 15, 27, 28, 56, 342, 171
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0, 56, 162, 16, 16, 0, 28, 17, 10, 28, 28, 56, 166, 83
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 3, 167, 1, 2, 0, 27, 0, 56, 165, 12, 10, 0, 28, 16, 11, 27, 28, 56, 78, 39
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 168, 1, 0, 0, 28, 0, 56, 168, 27, 27, 0, 28, 14, 13, 28, 28, 56, 226, 113
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 25, 143, 1, 0, 0, 28, 0, 56, 143, 16, 16, 0, 28, 19, 8, 28, 28, 56, 92, 46
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 18, 152, 1, 2, 0, 27, 0, 56, 150, 16, 14, 0, 28, 16, 11, 27, 28, 56, 150, 75
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 16, 152, 1, 0, 0, 28, 0, 56, 152, 21, 21, 0, 28, 15, 12, 28, 28, 56, 198, 99
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 5, 163, 1, 0, 0, 28, 0, 56, 163, 17, 17, 0, 28, 15, 12, 28, 28, 56, 146, 73
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 6, 164, 1, 2, 0, 27, 0, 56, 162, 22, 20, 0, 28, 15, 12, 27, 28, 56, 120, 60
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 33, 137, 1, 2, 0, 27, 0, 56, 135, 10, 8, 0, 28, 17, 10, 27, 28, 56, 250, 125
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 19, 149, 1, 0, 0, 28, 0, 56, 149, 15, 15, 0, 28, 19, 8, 28, 28, 56, 90, 45
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 9, 159, 1, 0, 0, 28, 0, 56, 159, 14, 14, 0, 28, 16, 11, 28, 28, 56, 134, 67
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 5, 163, 1, 0, 0, 28, 0, 56, 163, 21, 21, 0, 28, 21, 6, 28, 28, 56, 182, 91
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 41, 127, 1, 0, 0, 28, 0, 56, 127, 27, 27, 0, 28, 16, 11, 28, 28, 56, 248, 124
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 37, 133, 1, 2, 0, 27, 0, 56, 131, 23, 21, 0, 28, 17, 10, 27, 28, 56, 218, 109
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 7, 161, 1, 0, 0, 28, 0, 56, 161, 11, 11, 0, 28, 14, 13, 28, 28, 56, 158, 79
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 9, 161, 1, 2, 0, 27, 0, 56, 159, 20, 18, 0, 28, 12, 15, 27, 28, 56, 142, 71
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 7, 161, 1, 0, 0, 28, 0, 56, 161, 25, 25, 0, 28, 15, 12, 28, 28, 56, 152, 76
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 19, 149, 1, 0, 0, 28, 0, 56, 149, 25, 25, 0, 28, 19, 8, 28, 28, 56, 96, 48
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 18, 152, 1, 2, 0, 27, 0, 56, 150, 20, 18, 0, 28, 20, 7, 27, 28, 56, 154, 77
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 13, 157, 1, 2, 0, 27, 0, 56, 155, 25, 23, 0, 28, 17, 10, 27, 28, 56, 144, 72
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 27, 141, 1, 0, 0, 28, 0, 56, 141, 12, 12, 0, 28, 21, 6, 28, 28, 56, 108, 54
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 48, 122, 1, 2, 0, 27, 0, 56, 120, 20, 18, 0, 28, 18, 9, 27, 28, 56, 256, 128
INVAR-2, Run: 075, P, 0, 0, 1, 0, 0, 0, 171, 1, 2, 0, 27, 1, 56, 169, 22, 20, 0, 28, 19, 8, 27, 27, 56, 139, 69
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 19, 151, 1, 2, 0, 27, 0, 56, 149, 25, 23, 0, 28, 18, 9, 27, 28, 56, 212, 106
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 17, 151, 1, 0, 0, 28, 0, 56, 151, 24, 24, 0, 28, 20, 7, 28, 28, 56, 146, 73
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 22, 146, 1, 0, 0, 28, 0, 56, 146, 20, 20, 0, 28, 18, 9, 28, 28, 56, 162, 81
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 7, 163, 1, 2, 0, 27, 0, 56, 161, 22, 20, 0, 28, 19, 8, 27, 28, 56, 144, 72
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 15, 153, 1, 0, 0, 28, 0, 56, 153, 20, 20, 0, 28, 20, 7, 28, 28, 56, 188, 94
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 13, 155, 1, 0, 0, 28, 0, 56, 155, 22, 22, 0, 28, 17, 10, 28, 28, 56, 120, 60
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 1, 167, 1, 0, 0, 28, 0, 56, 167, 19, 19, 0, 28, 16, 11, 28, 28, 56, 106, 53
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 17, 151, 1, 0, 0, 28, 0, 56, 151, 24, 24, 0, 28, 15, 12, 28, 28, 56, 142, 71
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 7, 161, 1, 0, 0, 28, 0, 56, 161, 29, 29, 0, 28, 15, 12, 28, 28, 56, 172, 86
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 1, 167, 1, 0, 0, 28, 0, 56, 167, 19, 19, 0, 28, 18, 9, 28, 28, 56, 156, 78
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 37, 131, 1, 0, 0, 28, 0, 56, 131, 28, 28, 0, 28, 13, 14, 28, 28, 56, 122, 61
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 69, 99, 1, 0, 0, 28, 0, 56, 99, 15, 15, 0, 28, 15, 12, 28, 28, 56, 166, 83
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 10, 158, 1, 0, 0, 28, 0, 56, 158, 15, 15, 0, 28, 21, 6, 28, 28, 56, 198, 99
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 7, 161, 1, 0, 0, 28, 0, 56, 161, 17, 17, 0, 28, 18, 9, 28, 28, 56, 120, 60
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 9, 161, 1, 2, 0, 27, 0, 56, 159, 23, 21, 0, 28, 13, 14, 27, 28, 56, 106, 53
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 26, 142, 1, 0, 0, 28, 0, 56, 142, 28, 28, 0, 28, 11, 16, 28, 28, 56, 108, 54
INVAR-2, Run: 092, P, 0, 0, 0, 0, 0, 22, 146, 1, 0, 0, 28, 0, 56, 146, 25, 25, 0, 28, 18, 9, 28, 28, 56, 100, 50
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 11, 157, 1, 0, 0, 28, 0, 56, 157, 9, 9, 0, 28, 20, 7, 28, 28, 56, 188, 94
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 17, 151, 1, 0, 0, 28, 0, 56, 151, 18, 18, 0, 28, 19, 8, 28, 28, 56, 142, 71
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 19, 149, 1, 0, 0, 28, 0, 56, 149, 17, 17, 0, 28, 19, 8, 28, 28, 56, 118, 59
INVAR-2, Run: 096, P, 0, 0, 0, 0, 0, 4, 164, 1, 0, 0, 28, 0, 56, 164, 23, 23, 0, 28, 13, 14, 28, 28, 56, 132, 66
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 50, 120, 1, 2, 0, 27, 0, 56, 118, 20, 18, 0, 28, 20, 7, 27, 28, 56, 286, 143
INVAR-2, Run: 098, P, 0, 0, 0, 0, 0, 7, 161, 1, 0, 0, 28, 0, 56, 161, 26, 26, 0, 28, 14, 13, 28, 28, 56, 124, 62
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 15, 153, 1, 0, 0, 28, 0, 56, 153, 23, 23, 0, 28, 19, 8, 28, 28, 56, 112, 56
INVAR-2, Run: 100, P, 0, 0, 0, 0, 0, 5, 163, 1, 0, 0, 28, 0, 56, 163, 17, 17, 0, 28, 14, 13, 28, 28, 56, 136, 68
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 46, 446, 1, 0, 0, 82, 0, 164, 446, 53, 53, 0, 82, 51, 30, 82, 82, 164, 522, 261
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 24, 468, 1, 0, 0, 82, 0, 164, 468, 68, 68, 0, 82, 48, 33, 82, 82, 164, 560, 280
