Input Number, Run_Number, Result@ 100, X2, X1, Y
In02, Run: 011, P, 218, 0, 0
In02, Run: 012, P, 206, 0, 0
In02, Run: 013, P, 192, 0, 0
In02, Run: 014, P, 194, 0, 0
In02, Run: 015, P, 184, 0, 0
In02, Run: 016, P, 214, 0, 0
In02, Run: 017, P, 202, 0, 0
In02, Run: 018, P, 198, 0, 0
In02, Run: 019, P, 222, 0, 0
In02, Run: 020, P, 242, 0, 0
In02, Run: 021, P, 196, 0, 0
In02, Run: 022, P, 202, 0, 0
In02, Run: 023, P, 174, 0, 0
In02, Run: 024, P, 212, 0, 0
In02, Run: 025, P, 186, 0, 0
In02, Run: 026, P, 204, 0, 0
In02, Run: 027, P, 216, 0, 0
In02, Run: 028, P, 240, 0, 0
In02, Run: 029, P, 200, 0, 0
In02, Run: 030, P, 178, 0, 0
In02, Run: 031, P, 198, 0, 0
In02, Run: 032, P, 186, 0, 0
In02, Run: 033, P, 240, 0, 0
In02, Run: 034, P, 146, 0, 0
In02, Run: 035, P, 192, 0, 0
In02, Run: 036, P, 204, 0, 0
In02, Run: 037, P, 232, 0, 0
In02, Run: 038, P, 210, 0, 0
In02, Run: 039, P, 178, 0, 0
In02, Run: 040, P, 218, 0, 0
In02, Run: 041, P, 226, 0, 0
In02, Run: 042, P, 200, 0, 0
In02, Run: 043, P, 184, 0, 0
In02, Run: 044, P, 240, 0, 0
In02, Run: 045, P, 194, 0, 0
In02, Run: 046, P, 218, 0, 0
In02, Run: 047, P, 198, 0, 0
In02, Run: 048, P, 220, 0, 0
In02, Run: 049, P, 208, 0, 0
In02, Run: 050, P, 222, 0, 0
In02, Run: 051, P, 204, 0, 0
In02, Run: 052, P, 216, 0, 0
In02, Run: 053, P, 192, 0, 0
In02, Run: 054, P, 188, 0, 0
In02, Run: 055, P, 180, 0, 0
In02, Run: 056, P, 178, 0, 0
In02, Run: 057, P, 224, 0, 0
In02, Run: 058, P, 186, 0, 0
In02, Run: 059, P, 218, 0, 0
In02, Run: 060, P, 214, 0, 0
In02, Run: 061, P, 216, 0, 0
In02, Run: 062, P, 190, 0, 0
In02, Run: 063, P, 206, 0, 0
In02, Run: 064, P, 212, 0, 0
In02, Run: 065, P, 220, 0, 0
In02, Run: 066, P, 244, 0, 0
In02, Run: 067, P, 190, 0, 0
In02, Run: 068, P, 190, 0, 0
In02, Run: 069, P, 194, 0, 0
In02, Run: 070, P, 192, 0, 0
In02, Run: 071, P, 240, 0, 0
In02, Run: 072, P, 224, 0, 0
In02, Run: 073, P, 196, 0, 0
In02, Run: 074, P, 214, 0, 0
In02, Run: 075, P, 208, 0, 0
In02, Run: 076, P, 204, 0, 0
In02, Run: 077, P, 232, 0, 0
In02, Run: 078, P, 194, 0, 0
In02, Run: 079, P, 194, 0, 0
In02, Run: 080, P, 220, 0, 0
In02, Run: 081, P, 218, 0, 0
In02, Run: 082, P, 200, 0, 0
In02, Run: 083, P, 186, 0, 0
In02, Run: 084, P, 264, 0, 0
In02, Run: 085, P, 244, 0, 0
In02, Run: 086, P, 220, 0, 0
In02, Run: 087, P, 204, 0, 0
In02, Run: 088, P, 176, 0, 0
In02, Run: 089, P, 194, 0, 0
In02, Run: 090, P, 204, 0, 0
In02, Run: 091, P, 206, 0, 0
In02, Run: 092, P, 200, 0, 0
In02, Run: 093, P, 202, 0, 0
In02, Run: 094, P, 196, 0, 0
In02, Run: 095, P, 220, 0, 0
In02, Run: 096, P, 184, 0, 0
In02, Run: 097, P, 214, 0, 0
In02, Run: 098, P, 220, 0, 0
In02, Run: 099, P, 182, 0, 0
In02, Run: 100, P, 226, 0, 0
In03, Run: 001, P, 212, 0, 0
In03, Run: 002, P, 204, 0, 0
In03, Run: 003, P, 224, 0, 0
In03, Run: 004, P, 222, 0, 0
In03, Run: 005, P, 208, 0, 0
In03, Run: 006, P, 222, 0, 0
In03, Run: 007, P, 232, 0, 0
In03, Run: 008, P, 214, 0, 0
In03, Run: 009, P, 196, 0, 0
In03, Run: 010, P, 178, 0, 0
In03, Run: 011, P, 178, 0, 0
In03, Run: 012, P, 182, 0, 0
In03, Run: 013, P, 178, 0, 0
In03, Run: 014, P, 212, 0, 0
In03, Run: 015, P, 222, 0, 0
In03, Run: 016, P, 166, 0, 0
In03, Run: 017, P, 204, 0, 0
In03, Run: 018, P, 196, 0, 0
In03, Run: 019, P, 214, 0, 0
In03, Run: 020, P, 220, 0, 0
In03, Run: 021, P, 198, 0, 0
In03, Run: 022, P, 214, 0, 0
In03, Run: 023, P, 212, 0, 0
In03, Run: 024, P, 202, 0, 0
In03, Run: 025, P, 184, 0, 0
In03, Run: 026, P, 174, 0, 0
In03, Run: 027, P, 182, 0, 0
In03, Run: 028, P, 186, 0, 0
In03, Run: 029, P, 222, 0, 0
In03, Run: 030, P, 196, 0, 0
In03, Run: 031, P, 210, 0, 0
In03, Run: 032, P, 210, 0, 0
In03, Run: 033, P, 204, 0, 0
In03, Run: 034, P, 242, 0, 0
In03, Run: 035, P, 196, 0, 0
In03, Run: 036, P, 216, 0, 0
In03, Run: 037, P, 192, 0, 0
In03, Run: 038, P, 176, 0, 0
In03, Run: 039, P, 202, 0, 0
In03, Run: 040, P, 232, 0, 0
In03, Run: 041, P, 184, 0, 0
In03, Run: 042, P, 224, 0, 0
In03, Run: 043, P, 210, 0, 0
In03, Run: 044, P, 212, 0, 0
In03, Run: 045, P, 196, 0, 0
In03, Run: 046, P, 190, 0, 0
In03, Run: 047, P, 220, 0, 0
In03, Run: 048, P, 228, 0, 0
In03, Run: 049, P, 208, 0, 0
In03, Run: 050, P, 176, 0, 0
In03, Run: 051, P, 244, 0, 0
In03, Run: 052, P, 196, 0, 0
In03, Run: 053, P, 180, 0, 0
In03, Run: 054, P, 172, 0, 0
In03, Run: 055, P, 210, 0, 0
In03, Run: 056, P, 208, 0, 0
In03, Run: 057, P, 178, 0, 0
In03, Run: 058, P, 268, 0, 0
In03, Run: 059, P, 168, 0, 0
In03, Run: 060, P, 224, 0, 0
In03, Run: 061, P, 170, 0, 0
In03, Run: 062, P, 204, 0, 0
In03, Run: 063, P, 204, 0, 0
In03, Run: 064, P, 208, 0, 0
In03, Run: 065, P, 202, 0, 0
In03, Run: 066, P, 202, 0, 0
In03, Run: 067, P, 210, 0, 0
In03, Run: 068, P, 232, 0, 0
In03, Run: 069, P, 244, 0, 0
In03, Run: 070, P, 208, 0, 0
In03, Run: 071, P, 182, 0, 0
In03, Run: 072, P, 232, 0, 0
In03, Run: 073, P, 190, 0, 0
In03, Run: 074, P, 184, 0, 0
In03, Run: 075, P, 200, 0, 0
In03, Run: 076, P, 186, 0, 0
In03, Run: 077, P, 208, 0, 0
In03, Run: 078, P, 170, 0, 0
In03, Run: 079, P, 168, 0, 0
In03, Run: 080, P, 204, 0, 0
In03, Run: 081, P, 184, 0, 0
In03, Run: 082, P, 216, 0, 0
In03, Run: 083, P, 204, 0, 0
In03, Run: 084, P, 220, 0, 0
In03, Run: 085, P, 192, 0, 0
In03, Run: 086, P, 194, 0, 0
In03, Run: 087, P, 228, 0, 0
In03, Run: 088, P, 170, 0, 0
In03, Run: 089, P, 208, 0, 0
In03, Run: 090, P, 220, 0, 0
In03, Run: 091, P, 200, 0, 0
In03, Run: 092, P, 162, 0, 0
In03, Run: 093, P, 198, 0, 0
In03, Run: 094, P, 180, 0, 0
In03, Run: 095, P, 196, 0, 0
In03, Run: 096, P, 246, 0, 0
In03, Run: 097, P, 202, 0, 0
In03, Run: 098, P, 220, 0, 0
In03, Run: 099, P, 204, 0, 0
In03, Run: 100, P, 192, 0, 0
In04, Run: 001, P, 231, 0, 0
In04, Run: 002, P, 269, 0, 0
In04, Run: 003, P, 211, 0, 0
In04, Run: 004, P, 213, 0, 0
In04, Run: 005, P, 265, 0, 0
In04, Run: 006, P, 219, 0, 0
In04, Run: 007, P, 233, 0, 0
In04, Run: 008, P, 239, 0, 0
In04, Run: 009, P, 235, 0, 0
In04, Run: 010, P, 207, 0, 0
In04, Run: 011, P, 251, 0, 0
In04, Run: 012, P, 235, 0, 0
In04, Run: 013, P, 229, 0, 0
In04, Run: 014, P, 261, 0, 0
In04, Run: 015, P, 227, 0, 0
In04, Run: 016, P, 199, 0, 0
In04, Run: 017, P, 231, 0, 0
In04, Run: 018, P, 279, 0, 0
In04, Run: 019, P, 259, 0, 0
In04, Run: 020, P, 223, 0, 0
In04, Run: 021, P, 243, 0, 0
In04, Run: 022, P, 271, 0, 0
In04, Run: 023, P, 249, 0, 0
In04, Run: 024, P, 239, 0, 0
In04, Run: 025, P, 235, 0, 0
In04, Run: 026, P, 227, 0, 0
In04, Run: 027, P, 213, 0, 0
In04, Run: 028, P, 217, 0, 0
In04, Run: 029, P, 257, 0, 0
In04, Run: 030, P, 249, 0, 0
In04, Run: 031, P, 221, 0, 0
In04, Run: 032, P, 233, 0, 0
In04, Run: 033, P, 201, 0, 0
In04, Run: 034, P, 239, 0, 0
In04, Run: 035, P, 223, 0, 0
In04, Run: 036, P, 259, 0, 0
In04, Run: 037, P, 273, 0, 0
In04, Run: 038, P, 271, 0, 0
In04, Run: 039, P, 253, 0, 0
In04, Run: 040, P, 295, 0, 0
In04, Run: 041, P, 261, 0, 0
In04, Run: 042, P, 247, 0, 0
In04, Run: 043, P, 259, 0, 0
In04, Run: 044, P, 247, 0, 0
In04, Run: 045, P, 247, 0, 0
In04, Run: 046, P, 231, 0, 0
In04, Run: 047, P, 245, 0, 0
In04, Run: 048, P, 195, 0, 0
In04, Run: 049, P, 217, 0, 0
In04, Run: 050, P, 211, 0, 0
In04, Run: 051, P, 223, 0, 0
In04, Run: 052, P, 227, 0, 0
In04, Run: 053, P, 241, 0, 0
In04, Run: 054, P, 251, 0, 0
In04, Run: 055, P, 237, 0, 0
In04, Run: 056, P, 217, 0, 0
In04, Run: 057, P, 211, 0, 0
In04, Run: 058, P, 225, 0, 0
In04, Run: 059, P, 215, 0, 0
In04, Run: 060, P, 235, 0, 0
In04, Run: 061, P, 213, 0, 0
In04, Run: 062, P, 241, 0, 0
In04, Run: 063, P, 229, 0, 0
In04, Run: 064, P, 239, 0, 0
In04, Run: 065, P, 223, 0, 0
In04, Run: 066, P, 233, 0, 0
In04, Run: 067, P, 233, 0, 0
In04, Run: 068, P, 293, 0, 0
In04, Run: 069, P, 247, 0, 0
In04, Run: 070, P, 233, 0, 0
In04, Run: 071, P, 241, 0, 0
In04, Run: 072, P, 273, 0, 0
In04, Run: 073, P, 261, 0, 0
In04, Run: 074, P, 239, 0, 0
In04, Run: 075, P, 251, 0, 0
In04, Run: 076, P, 265, 0, 0
In04, Run: 077, P, 261, 0, 0
In04, Run: 078, P, 259, 0, 0
In04, Run: 079, P, 193, 0, 0
In04, Run: 080, P, 223, 0, 0
In04, Run: 081, P, 231, 0, 0
In04, Run: 082, P, 247, 0, 0
In04, Run: 083, P, 225, 0, 0
In04, Run: 084, P, 269, 0, 0
In04, Run: 085, P, 245, 0, 0
In04, Run: 086, P, 241, 0, 0
In04, Run: 087, P, 257, 0, 0
In04, Run: 088, P, 251, 0, 0
In04, Run: 089, P, 221, 0, 0
In04, Run: 090, P, 201, 0, 0
In04, Run: 091, P, 265, 0, 0
In04, Run: 092, P, 245, 0, 0
In04, Run: 093, P, 225, 0, 0
In04, Run: 094, P, 207, 0, 0
In04, Run: 095, P, 227, 0, 0
In04, Run: 096, P, 275, 0, 0
In04, Run: 097, P, 233, 0, 0
In04, Run: 098, P, 253, 0, 0
In04, Run: 099, P, 225, 0, 0
In04, Run: 100, P, 229, 0, 0
In05, Run: 001, P, 215, 0, 0
In05, Run: 002, P, 247, 0, 0
In05, Run: 003, P, 185, 0, 0
In05, Run: 004, P, 211, 0, 0
In05, Run: 005, P, 191, 0, 0
In05, Run: 006, P, 179, 0, 0
In05, Run: 007, P, 197, 0, 0
In05, Run: 008, P, 215, 0, 0
In05, Run: 009, P, 211, 0, 0
In05, Run: 010, P, 201, 0, 0
In05, Run: 011, P, 215, 0, 0
In05, Run: 012, P, 189, 0, 0
In05, Run: 013, P, 179, 0, 0
In05, Run: 014, P, 223, 0, 0
In05, Run: 015, P, 215, 0, 0
In05, Run: 016, P, 217, 0, 0
In05, Run: 017, P, 211, 0, 0
In05, Run: 018, P, 217, 0, 0
In05, Run: 019, P, 193, 0, 0
In05, Run: 020, P, 175, 0, 0
In05, Run: 021, P, 217, 0, 0
In05, Run: 022, P, 211, 0, 0
In05, Run: 023, P, 209, 0, 0
In05, Run: 024, P, 171, 0, 0
In05, Run: 025, P, 191, 0, 0
In05, Run: 026, P, 239, 0, 0
In05, Run: 027, P, 209, 0, 0
In05, Run: 028, P, 219, 0, 0
In05, Run: 029, P, 207, 0, 0
In05, Run: 030, P, 223, 0, 0
In05, Run: 031, P, 213, 0, 0
In05, Run: 032, P, 207, 0, 0
In05, Run: 033, P, 177, 0, 0
In05, Run: 034, P, 225, 0, 0
In05, Run: 035, P, 209, 0, 0
In05, Run: 036, P, 217, 0, 0
In05, Run: 037, P, 215, 0, 0
In05, Run: 038, P, 229, 0, 0
In05, Run: 039, P, 175, 0, 0
In05, Run: 040, P, 211, 0, 0
In05, Run: 041, P, 221, 0, 0
In05, Run: 042, P, 245, 0, 0
In05, Run: 043, P, 229, 0, 0
In05, Run: 044, P, 195, 0, 0
In05, Run: 045, P, 199, 0, 0
In05, Run: 046, P, 217, 0, 0
In05, Run: 047, P, 205, 0, 0
In05, Run: 048, P, 243, 0, 0
In05, Run: 049, P, 237, 0, 0
In05, Run: 050, P, 255, 0, 0
In05, Run: 051, P, 181, 0, 0
In05, Run: 052, P, 213, 0, 0
In05, Run: 053, P, 219, 0, 0
In05, Run: 054, P, 183, 0, 0
In05, Run: 055, P, 185, 0, 0
In05, Run: 056, P, 217, 0, 0
In05, Run: 057, P, 217, 0, 0
In05, Run: 058, P, 199, 0, 0
In05, Run: 059, P, 221, 0, 0
In05, Run: 060, P, 233, 0, 0
In05, Run: 061, P, 221, 0, 0
In05, Run: 062, P, 203, 0, 0
In05, Run: 063, P, 243, 0, 0
In05, Run: 064, P, 197, 0, 0
In05, Run: 065, P, 209, 0, 0
In05, Run: 066, P, 199, 0, 0
In05, Run: 067, P, 209, 0, 0
In05, Run: 068, P, 223, 0, 0
In05, Run: 069, P, 217, 0, 0
In05, Run: 070, P, 209, 0, 0
In05, Run: 071, P, 177, 0, 0
In05, Run: 072, P, 217, 0, 0
In05, Run: 073, P, 181, 0, 0
In05, Run: 074, P, 231, 0, 0
In05, Run: 075, P, 219, 0, 0
In05, Run: 076, P, 205, 0, 0
In05, Run: 077, P, 163, 0, 0
In05, Run: 078, P, 231, 0, 0
In05, Run: 079, P, 209, 0, 0
In05, Run: 080, P, 193, 0, 0
In05, Run: 081, P, 203, 0, 0
In05, Run: 082, P, 225, 0, 0
In05, Run: 083, P, 197, 0, 0
In05, Run: 084, P, 219, 0, 0
In05, Run: 085, P, 227, 0, 0
In05, Run: 086, P, 209, 0, 0
In05, Run: 087, P, 227, 0, 0
In05, Run: 088, P, 187, 0, 0
In05, Run: 089, P, 201, 0, 0
In05, Run: 090, P, 233, 0, 0
In05, Run: 091, P, 201, 0, 0
In05, Run: 092, P, 205, 0, 0
In05, Run: 093, P, 201, 0, 0
In05, Run: 094, P, 187, 0, 0
In05, Run: 095, P, 219, 0, 0
In05, Run: 096, P, 213, 0, 0
In05, Run: 097, P, 213, 0, 0
In05, Run: 098, P, 187, 0, 0
In05, Run: 099, P, 209, 0, 0
In05, Run: 100, P, 229, 0, 0
In06, Run: 001, P, 207, 0, 0
In06, Run: 002, P, 279, 0, 0
In06, Run: 003, P, 245, 0, 0
In06, Run: 004, P, 223, 0, 0
In06, Run: 005, P, 273, 0, 0
In06, Run: 006, P, 237, 0, 0
In06, Run: 007, P, 203, 0, 0
In06, Run: 008, P, 265, 0, 0
In06, Run: 009, P, 205, 0, 0
In06, Run: 010, P, 215, 0, 0
In06, Run: 011, P, 249, 0, 0
In06, Run: 012, P, 211, 0, 0
In06, Run: 013, P, 203, 0, 0
In06, Run: 014, P, 209, 0, 0
In06, Run: 015, P, 191, 0, 0
In06, Run: 016, P, 193, 0, 0
In06, Run: 017, P, 223, 0, 0
In06, Run: 018, P, 225, 0, 0
In06, Run: 019, P, 219, 0, 0
In06, Run: 020, P, 209, 0, 0
In06, Run: 021, P, 217, 0, 0
In06, Run: 022, P, 221, 0, 0
In06, Run: 023, P, 225, 0, 0
In06, Run: 024, P, 193, 0, 0
In06, Run: 025, P, 221, 0, 0
In06, Run: 026, P, 247, 0, 0
In06, Run: 027, P, 199, 0, 0
In06, Run: 028, P, 213, 0, 0
In06, Run: 029, P, 199, 0, 0
In06, Run: 030, P, 245, 0, 0
In06, Run: 031, P, 229, 0, 0
In06, Run: 032, P, 241, 0, 0
In06, Run: 033, P, 233, 0, 0
In06, Run: 034, P, 201, 0, 0
In06, Run: 035, P, 231, 0, 0
In06, Run: 036, P, 231, 0, 0
In06, Run: 037, P, 235, 0, 0
In06, Run: 038, P, 247, 0, 0
In06, Run: 039, P, 237, 0, 0
In06, Run: 040, P, 215, 0, 0
In06, Run: 041, P, 221, 0, 0
In06, Run: 042, P, 273, 0, 0
In06, Run: 043, P, 205, 0, 0
In06, Run: 044, P, 245, 0, 0
In06, Run: 045, P, 243, 0, 0
In06, Run: 046, P, 197, 0, 0
In06, Run: 047, P, 197, 0, 0
In06, Run: 048, P, 209, 0, 0
In06, Run: 049, P, 195, 0, 0
In06, Run: 050, P, 239, 0, 0
In06, Run: 051, P, 237, 0, 0
In06, Run: 052, P, 211, 0, 0
In06, Run: 053, P, 227, 0, 0
In06, Run: 054, P, 243, 0, 0
In06, Run: 055, P, 241, 0, 0
In06, Run: 056, P, 249, 0, 0
In06, Run: 057, P, 243, 0, 0
In06, Run: 058, P, 229, 0, 0
In06, Run: 059, P, 219, 0, 0
In06, Run: 060, P, 201, 0, 0
In06, Run: 061, P, 247, 0, 0
In06, Run: 062, P, 223, 0, 0
In06, Run: 063, P, 247, 0, 0
In06, Run: 064, P, 257, 0, 0
In06, Run: 065, P, 257, 0, 0
In06, Run: 066, P, 223, 0, 0
In06, Run: 067, P, 201, 0, 0
In06, Run: 068, P, 211, 0, 0
In06, Run: 069, P, 233, 0, 0
In06, Run: 070, P, 239, 0, 0
In06, Run: 071, P, 217, 0, 0
In06, Run: 072, P, 223, 0, 0
In06, Run: 073, P, 225, 0, 0
In06, Run: 074, P, 229, 0, 0
In06, Run: 075, P, 257, 0, 0
In06, Run: 076, P, 177, 0, 0
In06, Run: 077, P, 271, 0, 0
In06, Run: 078, P, 225, 0, 0
In06, Run: 079, P, 275, 0, 0
In06, Run: 080, P, 207, 0, 0
In06, Run: 081, P, 237, 0, 0
In06, Run: 082, P, 197, 0, 0
In06, Run: 083, P, 221, 0, 0
In06, Run: 084, P, 235, 0, 0
In06, Run: 085, P, 253, 0, 0
In06, Run: 086, P, 237, 0, 0
In06, Run: 087, P, 225, 0, 0
In06, Run: 088, P, 243, 0, 0
In06, Run: 089, P, 213, 0, 0
In06, Run: 090, P, 223, 0, 0
In06, Run: 091, P, 227, 0, 0
In06, Run: 092, P, 211, 0, 0
In06, Run: 093, P, 191, 0, 0
In06, Run: 094, P, 209, 0, 0
In06, Run: 095, P, 277, 0, 0
In06, Run: 096, P, 231, 0, 0
In06, Run: 097, P, 215, 0, 0
In06, Run: 098, P, 239, 0, 0
In06, Run: 099, P, 225, 0, 0
In06, Run: 100, P, 219, 0, 0
In07, Run: 001, P, 202, 0, 0
In07, Run: 002, P, 218, 0, 0
In07, Run: 003, P, 220, 0, 0
In07, Run: 004, P, 222, 0, 0
In07, Run: 005, P, 194, 0, 0
In07, Run: 006, P, 180, 0, 0
In07, Run: 007, P, 212, 0, 0
In07, Run: 008, P, 198, 0, 0
In07, Run: 009, P, 232, 0, 0
In07, Run: 010, P, 180, 0, 0
In07, Run: 011, P, 222, 0, 0
In07, Run: 012, P, 220, 0, 0
In07, Run: 013, P, 210, 0, 0
In07, Run: 014, P, 212, 0, 0
In07, Run: 015, P, 206, 0, 0
In07, Run: 016, P, 246, 0, 0
In07, Run: 017, P, 224, 0, 0
In07, Run: 018, P, 258, 0, 0
In07, Run: 019, P, 210, 0, 0
In07, Run: 020, P, 196, 0, 0
In07, Run: 021, P, 214, 0, 0
In07, Run: 022, P, 218, 0, 0
In07, Run: 023, P, 212, 0, 0
In07, Run: 024, P, 176, 0, 0
In07, Run: 025, P, 204, 0, 0
In07, Run: 026, P, 212, 0, 0
In07, Run: 027, P, 216, 0, 0
In07, Run: 028, P, 212, 0, 0
In07, Run: 029, P, 226, 0, 0
In07, Run: 030, P, 224, 0, 0
In07, Run: 031, P, 202, 0, 0
In07, Run: 032, P, 216, 0, 0
In07, Run: 033, P, 212, 0, 0
In07, Run: 034, P, 250, 0, 0
In07, Run: 035, P, 172, 0, 0
In07, Run: 036, P, 240, 0, 0
In07, Run: 037, P, 218, 0, 0
In07, Run: 038, P, 230, 0, 0
In07, Run: 039, P, 248, 0, 0
In07, Run: 040, P, 198, 0, 0
In07, Run: 041, P, 214, 0, 0
In07, Run: 042, P, 180, 0, 0
In07, Run: 043, P, 232, 0, 0
In07, Run: 044, P, 192, 0, 0
In07, Run: 045, P, 194, 0, 0
In07, Run: 046, P, 196, 0, 0
In07, Run: 047, P, 192, 0, 0
In07, Run: 048, P, 240, 0, 0
In07, Run: 049, P, 210, 0, 0
In07, Run: 050, P, 182, 0, 0
In07, Run: 051, P, 192, 0, 0
In07, Run: 052, P, 188, 0, 0
In07, Run: 053, P, 214, 0, 0
In07, Run: 054, P, 228, 0, 0
In07, Run: 055, P, 198, 0, 0
In07, Run: 056, P, 232, 0, 0
In07, Run: 057, P, 208, 0, 0
In07, Run: 058, P, 226, 0, 0
In07, Run: 059, P, 210, 0, 0
In07, Run: 060, P, 220, 0, 0
In07, Run: 061, P, 216, 0, 0
In07, Run: 062, P, 244, 0, 0
In07, Run: 063, P, 222, 0, 0
In07, Run: 064, P, 216, 0, 0
In07, Run: 065, P, 210, 0, 0
In07, Run: 066, P, 248, 0, 0
In07, Run: 067, P, 232, 0, 0
In07, Run: 068, P, 212, 0, 0
In07, Run: 069, P, 222, 0, 0
In07, Run: 070, P, 232, 0, 0
In07, Run: 071, P, 240, 0, 0
In07, Run: 072, P, 222, 0, 0
In07, Run: 073, P, 202, 0, 0
In07, Run: 074, P, 202, 0, 0
In07, Run: 075, P, 220, 0, 0
In07, Run: 076, P, 226, 0, 0
In07, Run: 077, P, 198, 0, 0
In07, Run: 078, P, 208, 0, 0
In07, Run: 079, P, 216, 0, 0
In07, Run: 080, P, 236, 0, 0
In07, Run: 081, P, 200, 0, 0
In07, Run: 082, P, 192, 0, 0
In07, Run: 083, P, 228, 0, 0
In07, Run: 084, P, 202, 0, 0
In07, Run: 085, P, 218, 0, 0
In07, Run: 086, P, 192, 0, 0
In07, Run: 087, P, 208, 0, 0
In07, Run: 088, P, 236, 0, 0
In07, Run: 089, P, 214, 0, 0
In07, Run: 090, P, 246, 0, 0
In07, Run: 091, P, 234, 0, 0
In07, Run: 092, P, 254, 0, 0
In07, Run: 093, P, 192, 0, 0
In07, Run: 094, P, 208, 0, 0
In07, Run: 095, P, 222, 0, 0
In07, Run: 096, P, 210, 0, 0
In07, Run: 097, P, 228, 0, 0
