Input Number, Run_Number, Result@ 100, X2, X1, Y
In01, Run: 001, F, 186, 0, 0
In01, Run: 002, F, 224, 0, 0
In01, Run: 003, F, 200, 0, 0
In01, Run: 004, F, 228, 0, 0
In01, Run: 005, F, 208, 0, 0
In01, Run: 006, F, 190, 0, 0
In01, Run: 007, F, 224, 0, 0
In01, Run: 008, F, 184, 0, 0
In01, Run: 009, F, 234, 0, 0
In01, Run: 010, F, 212, 0, 0
In01, Run: 011, F, 242, 0, 0
In01, Run: 012, F, 198, 0, 0
In01, Run: 013, F, 228, 0, 0
In01, Run: 014, F, 238, 0, 0
In01, Run: 015, F, 210, 0, 0
In01, Run: 016, F, 228, 0, 0
In01, Run: 017, F, 242, 0, 0
In01, Run: 018, F, 214, 0, 0
In01, Run: 019, F, 192, 0, 0
In01, Run: 020, F, 204, 0, 0
In01, Run: 021, F, 200, 0, 0
In01, Run: 022, F, 232, 0, 0
In01, Run: 023, F, 208, 0, 0
In01, Run: 024, F, 212, 0, 0
In01, Run: 025, F, 256, 0, 0
In01, Run: 026, F, 200, 0, 0
In01, Run: 027, F, 210, 0, 0
In01, Run: 028, F, 164, 0, 0
In01, Run: 029, F, 214, 0, 0
In01, Run: 030, F, 224, 0, 0
In01, Run: 031, F, 212, 0, 0
In01, Run: 032, F, 186, 0, 0
In01, Run: 033, F, 204, 0, 0
In01, Run: 034, F, 218, 0, 0
In01, Run: 035, F, 186, 0, 0
In01, Run: 036, F, 202, 0, 0
In01, Run: 037, F, 236, 0, 0
In01, Run: 038, F, 208, 0, 0
In01, Run: 039, F, 244, 0, 0
In01, Run: 040, F, 216, 0, 0
In01, Run: 041, F, 222, 0, 0
In01, Run: 042, F, 232, 0, 0
In01, Run: 043, F, 278, 0, 0
In01, Run: 044, F, 210, 0, 0
In01, Run: 045, F, 158, 0, 0
In01, Run: 046, F, 200, 0, 0
In01, Run: 047, F, 228, 0, 0
In01, Run: 048, F, 194, 0, 0
In01, Run: 049, F, 190, 0, 0
In01, Run: 050, F, 244, 0, 0
In01, Run: 051, F, 222, 0, 0
In01, Run: 052, F, 210, 0, 0
In01, Run: 053, F, 214, 0, 0
In01, Run: 054, F, 224, 0, 0
In01, Run: 055, F, 220, 0, 0
In01, Run: 056, F, 222, 0, 0
In01, Run: 057, F, 200, 0, 0
In01, Run: 058, F, 218, 0, 0
In01, Run: 059, F, 184, 0, 0
In01, Run: 060, F, 224, 0, 0
In01, Run: 061, F, 220, 0, 0
In01, Run: 062, F, 212, 0, 0
In01, Run: 063, F, 212, 0, 0
In01, Run: 064, F, 210, 0, 0
In01, Run: 065, F, 208, 0, 0
In01, Run: 066, F, 210, 0, 0
In01, Run: 067, F, 222, 0, 0
In01, Run: 068, F, 218, 0, 0
In01, Run: 069, F, 216, 0, 0
In01, Run: 070, F, 204, 0, 0
In01, Run: 071, F, 210, 0, 0
In01, Run: 072, F, 196, 0, 0
In01, Run: 073, F, 228, 0, 0
In01, Run: 074, F, 242, 0, 0
In01, Run: 075, F, 210, 0, 0
In01, Run: 076, F, 188, 0, 0
In01, Run: 077, F, 182, 0, 0
In01, Run: 078, F, 204, 0, 0
In01, Run: 079, F, 218, 0, 0
In01, Run: 080, F, 202, 0, 0
In01, Run: 081, F, 230, 0, 0
In01, Run: 082, F, 182, 0, 0
In01, Run: 083, F, 200, 0, 0
In01, Run: 084, F, 240, 0, 0
In01, Run: 085, F, 178, 0, 0
In01, Run: 086, F, 194, 0, 0
In01, Run: 087, F, 212, 0, 0
In01, Run: 088, F, 210, 0, 0
In01, Run: 089, F, 186, 0, 0
In01, Run: 090, F, 182, 0, 0
In01, Run: 091, F, 226, 0, 0
In01, Run: 092, F, 246, 0, 0
In01, Run: 093, F, 236, 0, 0
In01, Run: 094, F, 228, 0, 0
In01, Run: 095, F, 176, 0, 0
In01, Run: 096, F, 220, 0, 0
In01, Run: 097, F, 226, 0, 0
In01, Run: 098, F, 230, 0, 0
In01, Run: 099, F, 234, 0, 0
In01, Run: 100, F, 196, 0, 0
In02, Run: 001, F, 164, 0, 0
In02, Run: 002, F, 208, 0, 0
In02, Run: 003, F, 200, 0, 0
In02, Run: 004, F, 232, 0, 0
In02, Run: 005, F, 196, 0, 0
In02, Run: 006, F, 198, 0, 0
In02, Run: 007, F, 160, 0, 0
In02, Run: 008, F, 180, 0, 0
In02, Run: 009, F, 228, 0, 0
In02, Run: 010, F, 188, 0, 0
In02, Run: 011, F, 218, 0, 0
In02, Run: 012, F, 206, 0, 0
In02, Run: 013, F, 192, 0, 0
In02, Run: 014, F, 194, 0, 0
In02, Run: 015, F, 184, 0, 0
In02, Run: 016, F, 214, 0, 0
In02, Run: 017, F, 202, 0, 0
In02, Run: 018, F, 198, 0, 0
In02, Run: 019, F, 222, 0, 0
In02, Run: 020, F, 242, 0, 0
In02, Run: 021, F, 196, 0, 0
In02, Run: 022, F, 202, 0, 0
In02, Run: 023, F, 174, 0, 0
In02, Run: 024, F, 212, 0, 0
In02, Run: 025, F, 186, 0, 0
In02, Run: 026, F, 204, 0, 0
In02, Run: 027, F, 216, 0, 0
In02, Run: 028, F, 240, 0, 0
In02, Run: 029, F, 200, 0, 0
In02, Run: 030, F, 178, 0, 0
In02, Run: 031, F, 198, 0, 0
In02, Run: 032, F, 186, 0, 0
In02, Run: 033, F, 240, 0, 0
In02, Run: 034, F, 146, 0, 0
In02, Run: 035, F, 192, 0, 0
In02, Run: 036, F, 204, 0, 0
In02, Run: 037, F, 232, 0, 0
In02, Run: 038, F, 210, 0, 0
In02, Run: 039, F, 178, 0, 0
In02, Run: 040, F, 218, 0, 0
In02, Run: 041, F, 226, 0, 0
In02, Run: 042, F, 200, 0, 0
In02, Run: 043, F, 184, 0, 0
In02, Run: 044, F, 240, 0, 0
In02, Run: 045, F, 194, 0, 0
In02, Run: 046, F, 218, 0, 0
In02, Run: 047, F, 198, 0, 0
In02, Run: 048, F, 220, 0, 0
In02, Run: 049, F, 208, 0, 0
In02, Run: 050, F, 222, 0, 0
In02, Run: 051, F, 204, 0, 0
In02, Run: 052, F, 216, 0, 0
In02, Run: 053, F, 192, 0, 0
In02, Run: 054, F, 188, 0, 0
In02, Run: 055, F, 180, 0, 0
In02, Run: 056, F, 178, 0, 0
In02, Run: 057, F, 224, 0, 0
In02, Run: 058, F, 186, 0, 0
In02, Run: 059, F, 218, 0, 0
In02, Run: 060, F, 214, 0, 0
In02, Run: 061, F, 216, 0, 0
In02, Run: 062, F, 190, 0, 0
In02, Run: 063, F, 206, 0, 0
In02, Run: 064, F, 212, 0, 0
In02, Run: 065, F, 220, 0, 0
In02, Run: 066, F, 244, 0, 0
In02, Run: 067, F, 190, 0, 0
In02, Run: 068, F, 190, 0, 0
In02, Run: 069, F, 194, 0, 0
In02, Run: 070, F, 192, 0, 0
In02, Run: 071, F, 240, 0, 0
In02, Run: 072, F, 224, 0, 0
In02, Run: 073, F, 196, 0, 0
In02, Run: 074, F, 214, 0, 0
In02, Run: 075, F, 208, 0, 0
In02, Run: 076, F, 204, 0, 0
In02, Run: 077, F, 232, 0, 0
In02, Run: 078, F, 194, 0, 0
In02, Run: 079, F, 194, 0, 0
In02, Run: 080, F, 220, 0, 0
In02, Run: 081, F, 218, 0, 0
In02, Run: 082, F, 200, 0, 0
In02, Run: 083, F, 186, 0, 0
In02, Run: 084, F, 264, 0, 0
In02, Run: 085, F, 244, 0, 0
In02, Run: 086, F, 220, 0, 0
In02, Run: 087, F, 204, 0, 0
In02, Run: 088, F, 176, 0, 0
In02, Run: 089, F, 194, 0, 0
In02, Run: 090, F, 204, 0, 0
In02, Run: 091, F, 206, 0, 0
In02, Run: 092, F, 200, 0, 0
In02, Run: 093, F, 202, 0, 0
In02, Run: 094, F, 196, 0, 0
In02, Run: 095, F, 220, 0, 0
In02, Run: 096, F, 184, 0, 0
In02, Run: 097, F, 214, 0, 0
In02, Run: 098, F, 220, 0, 0
In02, Run: 099, F, 182, 0, 0
In02, Run: 100, F, 226, 0, 0
In03, Run: 001, F, 212, 0, 0
In03, Run: 002, F, 204, 0, 0
In03, Run: 003, F, 224, 0, 0
In03, Run: 004, F, 222, 0, 0
In03, Run: 005, F, 208, 0, 0
In03, Run: 006, F, 222, 0, 0
In03, Run: 007, F, 232, 0, 0
In03, Run: 008, F, 214, 0, 0
In03, Run: 009, F, 196, 0, 0
In03, Run: 010, F, 178, 0, 0
In03, Run: 011, F, 178, 0, 0
In03, Run: 012, F, 182, 0, 0
In03, Run: 013, F, 178, 0, 0
In03, Run: 014, F, 212, 0, 0
In03, Run: 015, F, 222, 0, 0
In03, Run: 016, F, 166, 0, 0
In03, Run: 017, F, 204, 0, 0
In03, Run: 018, F, 196, 0, 0
In03, Run: 019, F, 214, 0, 0
In03, Run: 020, F, 220, 0, 0
In03, Run: 021, F, 198, 0, 0
In03, Run: 022, F, 214, 0, 0
In03, Run: 023, F, 212, 0, 0
In03, Run: 024, F, 202, 0, 0
In03, Run: 025, F, 184, 0, 0
In03, Run: 026, F, 174, 0, 0
In03, Run: 027, F, 182, 0, 0
In03, Run: 028, F, 186, 0, 0
In03, Run: 029, F, 222, 0, 0
In03, Run: 030, F, 196, 0, 0
In03, Run: 031, F, 210, 0, 0
In03, Run: 032, F, 210, 0, 0
In03, Run: 033, F, 204, 0, 0
In03, Run: 034, F, 242, 0, 0
In03, Run: 035, F, 196, 0, 0
In03, Run: 036, F, 216, 0, 0
In03, Run: 037, F, 192, 0, 0
In03, Run: 038, F, 176, 0, 0
In03, Run: 039, F, 202, 0, 0
In03, Run: 040, F, 232, 0, 0
In03, Run: 041, F, 184, 0, 0
In03, Run: 042, F, 224, 0, 0
In03, Run: 043, F, 210, 0, 0
In03, Run: 044, F, 212, 0, 0
In03, Run: 045, F, 196, 0, 0
In03, Run: 046, F, 190, 0, 0
In03, Run: 047, F, 220, 0, 0
In03, Run: 048, F, 228, 0, 0
In03, Run: 049, F, 208, 0, 0
In03, Run: 050, F, 176, 0, 0
In03, Run: 051, F, 244, 0, 0
In03, Run: 052, F, 196, 0, 0
In03, Run: 053, F, 180, 0, 0
In03, Run: 054, F, 172, 0, 0
In03, Run: 055, F, 210, 0, 0
In03, Run: 056, F, 208, 0, 0
In03, Run: 057, F, 178, 0, 0
In03, Run: 058, F, 268, 0, 0
In03, Run: 059, F, 168, 0, 0
In03, Run: 060, F, 224, 0, 0
In03, Run: 061, F, 170, 0, 0
In03, Run: 062, F, 204, 0, 0
In03, Run: 063, F, 204, 0, 0
In03, Run: 064, F, 208, 0, 0
In03, Run: 065, F, 202, 0, 0
In03, Run: 066, F, 202, 0, 0
In03, Run: 067, F, 210, 0, 0
In03, Run: 068, F, 232, 0, 0
In03, Run: 069, F, 244, 0, 0
In03, Run: 070, F, 208, 0, 0
In03, Run: 071, F, 182, 0, 0
In03, Run: 072, F, 232, 0, 0
In03, Run: 073, F, 190, 0, 0
In03, Run: 074, F, 184, 0, 0
In03, Run: 075, F, 200, 0, 0
In03, Run: 076, F, 186, 0, 0
In03, Run: 077, F, 208, 0, 0
In03, Run: 078, F, 170, 0, 0
In03, Run: 079, F, 168, 0, 0
In03, Run: 080, F, 204, 0, 0
In03, Run: 081, F, 184, 0, 0
In03, Run: 082, F, 216, 0, 0
In03, Run: 083, F, 204, 0, 0
In03, Run: 084, F, 220, 0, 0
In03, Run: 085, F, 192, 0, 0
In03, Run: 086, F, 194, 0, 0
In03, Run: 087, F, 228, 0, 0
In03, Run: 088, F, 170, 0, 0
In03, Run: 089, F, 208, 0, 0
In03, Run: 090, F, 220, 0, 0
In03, Run: 091, F, 200, 0, 0
In03, Run: 092, F, 162, 0, 0
In03, Run: 093, F, 198, 0, 0
In03, Run: 094, F, 180, 0, 0
In03, Run: 095, F, 196, 0, 0
In03, Run: 096, F, 246, 0, 0
In03, Run: 097, F, 202, 0, 0
In03, Run: 098, F, 220, 0, 0
In03, Run: 099, F, 204, 0, 0
In03, Run: 100, F, 192, 0, 0
In04, Run: 001, F, 231, 0, 0
In04, Run: 002, F, 269, 0, 0
In04, Run: 003, F, 211, 0, 0
In04, Run: 004, F, 213, 0, 0
In04, Run: 005, F, 265, 0, 0
In04, Run: 006, F, 219, 0, 0
In04, Run: 007, F, 233, 0, 0
