Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, T6, R, U, L2, D, L3
1, Run: 001, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 1, 0, 0, 2, 1, 125, 0, 47, 0
1, Run: 002, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 1, 300, 0, 49, 0
1, Run: 003, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 2, 0, 0, 1, 1, 1, 299, 0, 45, 0
1, Run: 004, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 0, 1, 1, 256, 0, 48, 0
1, Run: 005, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 106, 0, 50, 0
1, Run: 006, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 1, 227, 0, 49, 0
1, Run: 007, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 2, 0, 0, 0, 0, 1, 261, 0, 48, 0
1, Run: 008, P, 10, 0, 0, 0, 0, 0, 0, 100, 1, 0, 1, 1, 0, 1, 1, 151, 0, 46, 0
1, Run: 009, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 2, 0, 0, 1, 168, 0, 48, 0
1, Run: 010, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 1, 1, 1, 1, 0, 1, 106, 0, 46, 0
1, Run: 011, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 167, 0, 50, 0
1, Run: 012, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 0, 1, 0, 1, 1, 148, 0, 47, 0
1, Run: 013, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 1, 1, 1, 2, 1, 373, 0, 44, 0
1, Run: 014, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 1, 0, 1, 176, 0, 48, 0
1, Run: 015, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 0, 1, 1, 0, 1, 216, 0, 47, 0
1, Run: 016, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 1, 106, 0, 49, 0
1, Run: 017, P, 10, 0, 0, 0, 0, 0, 0, 100, 2, 0, 2, 1, 0, 0, 1, 106, 0, 45, 0
1, Run: 018, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 2, 0, 0, 1, 1, 327, 0, 47, 0
1, Run: 019, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 1, 1, 308, 0, 48, 0
1, Run: 020, F, 0, 0, 0, 10, 0, 0, 0, 100, 1, 1, 0, 0, 0, 1, 1, 260, 0, 47, 0
1, Run: 021, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 1, 0, 1, 165, 0, 48, 0
1, Run: 022, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 1, 1, 0, 0, 2, 1, 282, 0, 45, 0
1, Run: 023, P, 0, 10, 0, 0, 0, 0, 0, 100, 2, 0, 0, 0, 1, 1, 1, 275, 0, 46, 0
1, Run: 024, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 258, 0, 50, 0
1, Run: 025, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 0, 1, 0, 1, 1, 190, 0, 47, 0
1, Run: 026, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 1, 244, 0, 49, 0
1, Run: 027, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 1, 0, 1, 253, 0, 47, 0
