Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 21, 0, 0, 1, 0, 9, 0, 18, 33, 15, 15, 33, 9, 18, 23, 9, 9, 18, 44, 22
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 15, 0, 2, 1, 2, 8, 0, 18, 39, 15, 13, 39, 9, 14, 33, 8, 9, 18, 20, 10
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 3, 0, 2, 1, 2, 8, 0, 18, 51, 28, 26, 51, 9, 22, 37, 8, 9, 18, 46, 23
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 7, 0, 2, 1, 2, 8, 0, 18, 47, 15, 13, 47, 9, 13, 42, 8, 9, 18, 32, 16
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 9, 0, 18, 51, 13, 13, 51, 9, 16, 43, 9, 9, 18, 36, 18
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 17, 0, 2, 1, 2, 8, 0, 18, 37, 16, 14, 37, 9, 8, 37, 8, 9, 18, 90, 45
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 18, 0, 4, 1, 4, 7, 0, 18, 36, 18, 14, 36, 9, 12, 32, 7, 9, 18, 24, 12
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 16, 0, 0, 1, 0, 9, 0, 18, 38, 12, 12, 38, 9, 16, 30, 9, 9, 18, 38, 19
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 19, 0, 2, 1, 2, 8, 0, 18, 35, 19, 17, 35, 9, 15, 28, 8, 9, 18, 182, 91
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 12, 0, 2, 1, 2, 8, 0, 18, 42, 16, 14, 42, 9, 13, 37, 8, 9, 18, 86, 43
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 19, 0, 2, 1, 2, 8, 0, 18, 35, 9, 7, 35, 9, 16, 27, 8, 9, 18, 56, 28
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 11, 0, 0, 1, 0, 9, 0, 18, 43, 6, 6, 43, 9, 20, 31, 9, 9, 18, 46, 23
INVAR-1, Run: 013, P, 0, 0, 1, 0, 0, 0, 0, 2, 1, 2, 8, 1, 18, 55, 14, 12, 55, 9, 24, 39, 8, 8, 18, 25, 12
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 8, 0, 2, 1, 2, 8, 0, 18, 46, 17, 15, 46, 9, 15, 39, 8, 9, 18, 54, 27
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 5, 0, 2, 1, 2, 8, 0, 18, 49, 9, 7, 49, 9, 19, 38, 8, 9, 18, 44, 22
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 7, 0, 2, 1, 2, 8, 0, 18, 47, 18, 16, 47, 9, 14, 41, 8, 9, 18, 76, 38
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 20, 0, 4, 1, 4, 7, 0, 18, 34, 16, 12, 34, 9, 10, 32, 7, 9, 18, 46, 23
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 9, 0, 18, 42, 6, 6, 42, 9, 18, 32, 9, 9, 18, 112, 56
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 2, 0, 2, 1, 2, 8, 0, 18, 52, 12, 10, 52, 9, 15, 45, 8, 9, 18, 50, 25
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 11, 0, 0, 1, 0, 9, 0, 18, 43, 17, 17, 43, 9, 10, 41, 9, 9, 18, 14, 7
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 27, 0, 4, 1, 4, 7, 0, 18, 27, 12, 8, 27, 9, 14, 21, 7, 9, 18, 30, 15
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 5, 0, 2, 1, 2, 8, 0, 18, 49, 8, 6, 49, 9, 15, 42, 8, 9, 18, 20, 10
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 4, 0, 2, 1, 2, 8, 0, 18, 50, 20, 18, 50, 9, 12, 46, 8, 9, 18, 56, 28
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 9, 0, 18, 50, 10, 10, 50, 9, 14, 44, 9, 9, 18, 30, 15
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 17, 0, 2, 1, 2, 8, 0, 18, 37, 21, 19, 37, 9, 15, 30, 8, 9, 18, 90, 45
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 2, 0, 2, 1, 2, 8, 0, 18, 52, 22, 20, 52, 9, 13, 47, 8, 9, 18, 42, 21
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 10, 0, 2, 1, 2, 8, 0, 18, 44, 18, 16, 44, 9, 20, 32, 8, 9, 18, 32, 16
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 15, 0, 0, 1, 0, 9, 0, 18, 39, 21, 21, 39, 9, 9, 38, 9, 9, 18, 44, 22
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 23, 0, 2, 1, 2, 8, 0, 18, 31, 9, 7, 31, 9, 14, 25, 8, 9, 18, 28, 14
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 12, 0, 2, 1, 2, 8, 0, 18, 42, 16, 14, 42, 9, 15, 35, 8, 9, 18, 48, 24
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 9, 0, 18, 48, 16, 16, 48, 9, 12, 44, 9, 9, 18, 56, 28
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 31, 0, 2, 1, 2, 8, 0, 18, 23, 10, 8, 23, 9, 10, 21, 8, 9, 18, 72, 36
INVAR-1, Run: 033, P, 0, 0, 0, 0, 0, 18, 0, 0, 1, 0, 9, 0, 18, 36, 20, 20, 36, 9, 16, 28, 9, 9, 18, 36, 18
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 9, 0, 18, 51, 21, 21, 51, 9, 19, 40, 9, 9, 18, 48, 24
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 11, 0, 2, 1, 2, 8, 0, 18, 43, 17, 15, 43, 9, 15, 36, 8, 9, 18, 36, 18
INVAR-1, Run: 036, P, 0, 0, 0, 0, 0, 19, 0, 0, 1, 0, 9, 0, 18, 35, 10, 10, 35, 9, 16, 27, 9, 9, 18, 106, 53
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 14, 0, 4, 1, 4, 7, 0, 18, 40, 14, 10, 40, 9, 12, 36, 7, 9, 18, 66, 33
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 18, 54, 9, 9, 54, 9, 16, 46, 9, 9, 18, 24, 12
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 13, 0, 2, 1, 2, 8, 0, 18, 41, 17, 15, 41, 9, 13, 36, 8, 9, 18, 42, 21
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 21, 0, 2, 1, 2, 8, 0, 18, 33, 13, 11, 33, 9, 8, 33, 8, 9, 18, 64, 32
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 9, 0, 18, 42, 23, 23, 42, 9, 18, 32, 9, 9, 18, 18, 9
INVAR-1, Run: 042, P, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 9, 0, 18, 53, 15, 15, 53, 9, 24, 37, 9, 9, 18, 52, 26
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2, 8, 0, 18, 53, 15, 13, 53, 9, 17, 44, 8, 9, 18, 38, 19
INVAR-1, Run: 044, P, 0, 0, 0, 0, 0, 8, 0, 2, 1, 2, 8, 0, 18, 46, 21, 19, 46, 9, 20, 34, 8, 9, 18, 26, 13
INVAR-1, Run: 045, P, 0, 0, 0, 0, 0, 4, 0, 2, 1, 2, 8, 0, 18, 50, 22, 20, 50, 9, 14, 44, 8, 9, 18, 50, 25
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 23, 0, 2, 1, 2, 8, 0, 18, 31, 9, 7, 31, 9, 18, 21, 8, 9, 18, 34, 17
INVAR-1, Run: 047, P, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 9, 0, 18, 44, 18, 18, 44, 9, 10, 42, 9, 9, 18, 18, 9
INVAR-1, Run: 048, P, 0, 0, 0, 0, 0, 11, 0, 2, 1, 2, 8, 0, 18, 43, 15, 13, 43, 9, 14, 37, 8, 9, 18, 22, 11
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 9, 0, 18, 42, 12, 12, 42, 9, 16, 34, 9, 9, 18, 34, 17
INVAR-1, Run: 050, P, 0, 0, 0, 0, 0, 21, 0, 4, 1, 4, 7, 0, 18, 33, 16, 12, 33, 9, 11, 30, 7, 9, 18, 106, 53
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 15, 0, 0, 1, 0, 9, 0, 18, 39, 13, 13, 39, 9, 11, 36, 9, 9, 18, 32, 16
INVAR-1, Run: 052, P, 0, 0, 0, 0, 0, 12, 0, 2, 1, 2, 8, 0, 18, 42, 10, 8, 42, 9, 18, 32, 8, 9, 18, 78, 39
INVAR-1, Run: 053, P, 0, 0, 0, 0, 0, 11, 0, 2, 1, 2, 8, 0, 18, 43, 17, 15, 43, 9, 17, 34, 8, 9, 18, 34, 17
INVAR-1, Run: 054, P, 0, 0, 0, 0, 0, 22, 0, 2, 1, 2, 8, 0, 18, 32, 15, 13, 32, 9, 11, 29, 8, 9, 18, 94, 47
INVAR-1, Run: 055, P, 0, 0, 0, 0, 0, 16, 0, 2, 1, 2, 8, 0, 18, 38, 15, 13, 38, 9, 15, 31, 8, 9, 18, 76, 38
INVAR-1, Run: 056, P, 0, 0, 0, 0, 0, 15, 0, 4, 1, 4, 7, 0, 18, 39, 11, 7, 39, 9, 15, 32, 7, 9, 18, 48, 24
INVAR-1, Run: 057, P, 0, 0, 0, 0, 0, 12, 0, 2, 1, 2, 8, 0, 18, 42, 12, 10, 42, 9, 15, 35, 8, 9, 18, 30, 15
INVAR-1, Run: 058, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 9, 0, 18, 45, 12, 12, 45, 9, 14, 39, 9, 9, 18, 70, 35
INVAR-1, Run: 059, P, 0, 0, 0, 0, 0, 18, 0, 2, 1, 2, 8, 0, 18, 36, 15, 13, 36, 9, 13, 31, 8, 9, 18, 24, 12
INVAR-1, Run: 060, P, 0, 0, 0, 0, 0, 11, 0, 2, 1, 2, 8, 0, 18, 43, 14, 12, 43, 9, 17, 34, 8, 9, 18, 24, 12
INVAR-1, Run: 061, P, 0, 0, 0, 0, 0, 17, 0, 0, 1, 0, 9, 0, 18, 37, 11, 11, 37, 9, 22, 23, 9, 9, 18, 82, 41
INVAR-1, Run: 062, P, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 9, 0, 18, 46, 8, 8, 46, 9, 13, 41, 9, 9, 18, 52, 26
INVAR-1, Run: 063, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 9, 0, 18, 48, 9, 9, 48, 9, 16, 40, 9, 9, 18, 46, 23
INVAR-1, Run: 064, P, 0, 0, 0, 0, 0, 14, 0, 2, 1, 2, 8, 0, 18, 40, 9, 7, 40, 9, 15, 33, 8, 9, 18, 22, 11
INVAR-1, Run: 065, P, 0, 0, 0, 0, 0, 11, 0, 0, 1, 0, 9, 0, 18, 43, 11, 11, 43, 9, 16, 35, 9, 9, 18, 90, 45
INVAR-1, Run: 066, P, 0, 0, 0, 0, 0, 34, 0, 4, 1, 4, 7, 0, 18, 20, 14, 10, 20, 9, 9, 19, 7, 9, 18, 58, 29
INVAR-1, Run: 067, P, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 9, 0, 18, 47, 12, 12, 47, 9, 12, 43, 9, 9, 18, 44, 22
INVAR-1, Run: 068, P, 0, 0, 0, 0, 0, 18, 0, 2, 1, 2, 8, 0, 18, 36, 21, 19, 36, 9, 19, 25, 8, 9, 18, 14, 7
INVAR-1, Run: 069, P, 0, 0, 0, 0, 0, 11, 0, 2, 1, 2, 8, 0, 18, 43, 12, 10, 43, 9, 14, 37, 8, 9, 18, 78, 39
INVAR-1, Run: 070, P, 0, 0, 0, 0, 0, 14, 0, 2, 1, 2, 8, 0, 18, 40, 22, 20, 40, 9, 11, 37, 8, 9, 18, 22, 11
INVAR-1, Run: 071, P, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 9, 0, 18, 47, 11, 11, 47, 9, 21, 34, 9, 9, 18, 58, 29
INVAR-1, Run: 072, P, 0, 0, 0, 0, 0, 16, 0, 2, 1, 2, 8, 0, 18, 38, 12, 10, 38, 9, 17, 29, 8, 9, 18, 104, 52
INVAR-1, Run: 073, P, 0, 0, 0, 0, 0, 26, 0, 2, 1, 2, 8, 0, 18, 28, 10, 8, 28, 9, 15, 21, 8, 9, 18, 14, 7
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 14, 0, 2, 1, 2, 8, 0, 18, 40, 10, 8, 40, 9, 14, 34, 8, 9, 18, 20, 10
INVAR-1, Run: 075, P, 0, 0, 0, 0, 0, 15, 0, 2, 1, 2, 8, 0, 18, 39, 15, 13, 39, 9, 13, 34, 8, 9, 18, 46, 23
INVAR-1, Run: 076, P, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 9, 0, 18, 47, 29, 29, 47, 9, 25, 30, 9, 9, 18, 28, 14
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 13, 0, 2, 1, 2, 8, 0, 18, 41, 14, 12, 41, 9, 14, 35, 8, 9, 18, 46, 23
INVAR-1, Run: 078, P, 0, 0, 0, 0, 0, 16, 0, 2, 1, 2, 8, 0, 18, 38, 18, 16, 38, 9, 13, 33, 8, 9, 18, 32, 16
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 9, 0, 18, 45, 21, 21, 45, 9, 15, 38, 9, 9, 18, 20, 10
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 9, 0, 18, 44, 12, 12, 44, 9, 15, 37, 9, 9, 18, 34, 17
INVAR-1, Run: 081, P, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 9, 0, 18, 51, 10, 10, 51, 9, 20, 39, 9, 9, 18, 36, 18
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 11, 0, 2, 1, 2, 8, 0, 18, 43, 11, 9, 43, 9, 18, 33, 8, 9, 18, 92, 46
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 14, 0, 2, 1, 2, 8, 0, 18, 40, 10, 8, 40, 9, 15, 33, 8, 9, 18, 72, 36
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 9, 0, 18, 46, 30, 30, 46, 9, 8, 46, 9, 9, 18, 64, 32
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 16, 0, 4, 1, 4, 7, 0, 18, 38, 12, 8, 38, 9, 15, 31, 7, 9, 18, 34, 17
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 7, 0, 2, 1, 2, 8, 0, 18, 47, 15, 13, 47, 9, 25, 30, 8, 9, 18, 22, 11
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 12, 0, 2, 1, 2, 8, 0, 18, 42, 16, 14, 42, 9, 13, 37, 8, 9, 18, 38, 19
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 18, 0, 4, 1, 4, 7, 0, 18, 36, 17, 13, 36, 9, 13, 31, 7, 9, 18, 42, 21
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 9, 0, 18, 45, 8, 8, 45, 9, 16, 37, 9, 9, 18, 20, 10
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 28, 0, 2, 1, 2, 8, 0, 18, 26, 22, 20, 26, 9, 9, 25, 8, 9, 18, 42, 21
INVAR-1, Run: 091, P, 0, 0, 0, 0, 0, 13, 0, 0, 1, 0, 9, 0, 18, 41, 22, 22, 41, 9, 12, 37, 9, 9, 18, 44, 22
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 28, 0, 2, 1, 2, 8, 0, 18, 26, 8, 6, 26, 9, 14, 20, 8, 9, 18, 18, 9
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 4, 0, 2, 1, 2, 8, 0, 18, 50, 15, 13, 50, 9, 22, 36, 8, 9, 18, 38, 19
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 21, 0, 2, 1, 2, 8, 0, 18, 33, 9, 7, 33, 9, 10, 31, 8, 9, 18, 30, 15
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 11, 0, 4, 1, 4, 7, 0, 18, 43, 23, 19, 43, 9, 16, 35, 7, 9, 18, 32, 16
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 3, 0, 2, 1, 2, 8, 0, 18, 51, 14, 12, 51, 9, 20, 39, 8, 9, 18, 68, 34
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 9, 0, 18, 47, 10, 10, 47, 9, 8, 47, 9, 9, 18, 50, 25
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 5, 0, 2, 1, 2, 8, 0, 18, 49, 9, 7, 49, 9, 21, 36, 8, 9, 18, 64, 32
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 22, 0, 0, 1, 0, 9, 0, 18, 32, 12, 12, 32, 9, 5, 35, 9, 9, 18, 80, 40
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 17, 0, 0, 1, 0, 9, 0, 18, 37, 4, 4, 37, 9, 17, 28, 9, 9, 18, 30, 15
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 87, 0, 2, 1, 2, 99, 0, 200, 513, 205, 203, 513, 100, 181, 431, 99, 100, 200, 698, 349
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 100, 0, 200, 597, 184, 184, 597, 100, 192, 504, 100, 100, 200, 658, 329
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 27, 0, 2, 1, 2, 99, 0, 200, 573, 186, 184, 573, 100, 227, 445, 99, 100, 200, 574, 287
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 10, 0, 2, 1, 2, 99, 0, 200, 590, 205, 203, 590, 100, 195, 494, 99, 100, 200, 672, 336
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 42, 0, 2, 1, 2, 99, 0, 200, 558, 191, 189, 558, 100, 196, 461, 99, 100, 200, 480, 240
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 24, 0, 2, 1, 2, 99, 0, 200, 576, 196, 194, 576, 100, 172, 503, 99, 100, 200, 638, 319
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 9, 0, 2, 1, 2, 99, 0, 200, 591, 181, 179, 591, 100, 184, 506, 99, 100, 200, 544, 272
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 31, 0, 0, 1, 0, 100, 0, 200, 569, 182, 182, 569, 100, 212, 456, 100, 100, 200, 594, 297
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 39, 0, 2, 1, 2, 99, 0, 200, 561, 195, 193, 561, 100, 195, 465, 99, 100, 200, 786, 393
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 29, 0, 2, 1, 2, 99, 0, 200, 571, 162, 160, 571, 100, 215, 455, 99, 100, 200, 502, 251
INVAR-10, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 200, 600, 215, 215, 600, 100, 205, 494, 100, 100, 200, 506, 253
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 11, 0, 2, 1, 2, 99, 0, 200, 589, 226, 224, 589, 100, 210, 478, 99, 100, 200, 588, 294
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 31, 0, 4, 1, 4, 98, 0, 200, 569, 211, 207, 569, 100, 214, 454, 98, 100, 200, 546, 273
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 39, 0, 2, 1, 2, 99, 0, 200, 561, 192, 190, 561, 100, 197, 463, 99, 100, 200, 582, 291
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 100, 0, 200, 595, 238, 238, 595, 100, 203, 491, 100, 100, 200, 524, 262
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 11, 0, 2, 1, 2, 99, 0, 200, 589, 203, 201, 589, 100, 198, 490, 99, 100, 200, 580, 290
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 7, 0, 2, 1, 2, 99, 0, 200, 593, 217, 215, 593, 100, 214, 478, 99, 100, 200, 616, 308
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 7, 0, 2, 1, 2, 99, 0, 200, 593, 220, 218, 593, 100, 196, 496, 99, 100, 200, 668, 334
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 29, 0, 2, 1, 2, 99, 0, 200, 571, 178, 176, 571, 100, 217, 453, 99, 100, 200, 600, 300
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 35, 0, 2, 1, 2, 99, 0, 200, 565, 200, 198, 565, 100, 192, 472, 99, 100, 200, 690, 345
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 100, 0, 200, 599, 168, 168, 599, 100, 214, 484, 100, 100, 200, 486, 243
