Input Number, Run_Number, Result@ 1000, A, B, H, C, T4, T6, Y, L4, L1, L5, T1, T2, T3, T5, R, U, L2, D, L3
3, Run: 005, P, 0, 1000, 0, 0, 1, 0, 101, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 47, 0
3, Run: 006, P, 0, 1000, 0, 0, 0, 1, 104, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 007, P, 0, 0, 0, 1000, 1, 0, 104, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 47, 0
3, Run: 008, P, 1000, 0, 0, 0, 0, 2, 103, 0, 0, 0, 0, 1, 1, 0, 1, 6, 0, 46, 0
3, Run: 009, P, 1000, 0, 0, 0, 0, 2, 106, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 46, 0
3, Run: 010, P, 0, 0, 0, 1000, 3, 0, 104, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 45, 0
3, Run: 011, P, 1000, 0, 0, 0, 2, 0, 102, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 012, P, 1000, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
3, Run: 013, P, 1000, 0, 0, 0, 1, 1, 103, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 46, 0
3, Run: 014, P, 0, 1000, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 2, 1, 1, 6, 0, 47, 0
3, Run: 015, P, 0, 1000, 0, 0, 0, 0, 102, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 016, P, 0, 0, 0, 1000, 1, 0, 103, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 48, 0
3, Run: 017, P, 1000, 0, 0, 0, 2, 0, 103, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 46, 0
3, Run: 018, P, 0, 1000, 0, 0, 2, 1, 106, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 45, 0
3, Run: 019, P, 1000, 0, 0, 0, 0, 1, 105, 0, 0, 0, 1, 0, 0, 1, 1, 6, 0, 47, 0
3, Run: 020, P, 0, 1000, 0, 0, 0, 1, 101, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 47, 0
3, Run: 021, P, 0, 0, 0, 1000, 1, 0, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 022, P, 0, 0, 0, 1000, 0, 1, 106, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 023, P, 0, 1000, 0, 0, 0, 1, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 024, P, 0, 0, 0, 1000, 0, 1, 102, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 025, P, 0, 0, 0, 1000, 0, 0, 102, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 026, P, 1000, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 48, 0
3, Run: 027, P, 0, 0, 0, 1000, 0, 1, 108, 0, 0, 0, 1, 1, 1, 0, 1, 6, 0, 46, 0
3, Run: 028, P, 0, 1000, 0, 0, 0, 1, 105, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 47, 0
3, Run: 029, P, 1000, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 47, 0
3, Run: 030, P, 0, 1000, 0, 0, 1, 0, 103, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 48, 0
3, Run: 031, P, 0, 1000, 0, 0, 1, 0, 104, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 032, P, 0, 0, 0, 1000, 0, 1, 105, 0, 0, 0, 0, 1, 0, 2, 1, 6, 0, 46, 0
3, Run: 033, P, 0, 0, 0, 1000, 1, 1, 103, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 46, 0
3, Run: 034, P, 0, 0, 0, 1000, 0, 0, 108, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 49, 0
3, Run: 035, P, 1000, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 2, 0, 0, 1, 6, 0, 47, 0
3, Run: 036, P, 1000, 0, 0, 0, 0, 1, 101, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 037, P, 0, 1000, 0, 0, 1, 0, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 038, P, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 49, 0
3, Run: 039, P, 0, 0, 0, 1000, 1, 0, 105, 0, 0, 0, 0, 0, 0, 2, 1, 6, 0, 47, 0
3, Run: 040, P, 1000, 0, 0, 0, 0, 0, 102, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 041, P, 0, 0, 0, 1000, 0, 0, 103, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
3, Run: 042, P, 1000, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 1, 2, 1, 1, 6, 0, 46, 0
3, Run: 043, P, 0, 1000, 0, 0, 2, 1, 105, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 46, 0
3, Run: 044, P, 1000, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 045, P, 0, 1000, 0, 0, 0, 1, 106, 0, 0, 0, 1, 2, 0, 0, 1, 6, 0, 46, 0
3, Run: 046, P, 0, 1000, 0, 0, 0, 1, 105, 0, 0, 0, 0, 2, 0, 0, 1, 6, 0, 47, 0
3, Run: 047, P, 1000, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 048, P, 0, 0, 0, 1000, 0, 0, 106, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 49, 0
3, Run: 049, P, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 1, 0, 1, 1, 1, 6, 0, 47, 0
3, Run: 050, P, 0, 1000, 0, 0, 0, 2, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 051, P, 1000, 0, 0, 0, 0, 1, 107, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 052, P, 1000, 0, 0, 0, 0, 1, 101, 0, 0, 0, 0, 0, 1, 2, 1, 6, 0, 46, 0
3, Run: 053, P, 0, 0, 0, 1000, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 054, P, 0, 1000, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 055, P, 0, 1000, 0, 0, 0, 0, 102, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 056, P, 0, 1000, 0, 0, 0, 1, 106, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 46, 0
3, Run: 057, P, 0, 1000, 0, 0, 0, 0, 105, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 058, P, 1000, 0, 0, 0, 1, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 059, P, 1000, 0, 0, 0, 0, 3, 107, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 45, 0
3, Run: 060, P, 0, 1000, 0, 0, 1, 1, 104, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 46, 0
3, Run: 061, P, 1000, 0, 0, 0, 1, 0, 104, 0, 0, 0, 0, 0, 2, 0, 1, 6, 0, 47, 0
3, Run: 062, P, 0, 1000, 0, 0, 2, 0, 103, 0, 0, 0, 1, 1, 1, 0, 1, 6, 0, 45, 0
3, Run: 063, P, 1000, 0, 0, 0, 0, 1, 105, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 064, P, 0, 0, 0, 1000, 0, 0, 104, 0, 0, 0, 0, 0, 2, 1, 1, 6, 0, 47, 0
3, Run: 065, P, 1000, 0, 0, 0, 1, 0, 105, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 46, 0
3, Run: 066, P, 0, 0, 0, 1000, 0, 1, 105, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 47, 0
3, Run: 067, P, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 068, P, 1000, 0, 0, 0, 1, 0, 105, 0, 0, 0, 0, 0, 3, 0, 1, 6, 0, 46, 0
3, Run: 069, P, 1000, 0, 0, 0, 0, 1, 106, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 070, P, 1000, 0, 0, 0, 2, 2, 105, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 45, 0
3, Run: 071, P, 0, 1000, 0, 0, 2, 1, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 46, 0
3, Run: 072, P, 1000, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 48, 0
3, Run: 073, P, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 074, P, 0, 1000, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 48, 0
3, Run: 075, P, 1000, 0, 0, 0, 2, 1, 105, 0, 0, 0, 1, 1, 0, 1, 1, 6, 0, 44, 0
3, Run: 076, P, 1000, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 48, 0
3, Run: 077, P, 0, 0, 0, 1000, 2, 0, 104, 0, 0, 0, 1, 2, 0, 0, 1, 6, 0, 45, 0
3, Run: 078, P, 0, 1000, 0, 0, 1, 0, 104, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 46, 0
3, Run: 079, P, 0, 0, 0, 1000, 2, 1, 103, 0, 0, 0, 1, 0, 0, 1, 1, 6, 0, 45, 0
3, Run: 080, P, 0, 1000, 0, 0, 1, 0, 106, 0, 0, 0, 0, 0, 2, 0, 1, 6, 0, 47, 0
3, Run: 081, P, 0, 0, 0, 1000, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 082, P, 0, 1000, 0, 0, 0, 2, 107, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 083, P, 0, 0, 0, 1000, 0, 0, 104, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 084, P, 0, 1000, 0, 0, 0, 1, 105, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 085, P, 1000, 0, 0, 0, 1, 0, 103, 0, 0, 0, 1, 0, 2, 1, 1, 6, 0, 45, 0
3, Run: 086, P, 0, 0, 0, 1000, 1, 1, 107, 0, 0, 0, 1, 0, 0, 2, 1, 6, 0, 45, 0
3, Run: 087, P, 0, 0, 0, 1000, 0, 0, 103, 0, 0, 0, 1, 0, 2, 1, 1, 6, 0, 46, 0
3, Run: 088, P, 0, 0, 0, 1000, 0, 0, 106, 0, 0, 0, 0, 4, 0, 0, 1, 6, 0, 46, 0
3, Run: 089, P, 0, 1000, 0, 0, 0, 1, 104, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 090, P, 1000, 0, 0, 0, 0, 0, 102, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 091, P, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 0, 2, 0, 0, 1, 6, 0, 48, 0
3, Run: 092, P, 0, 1000, 0, 0, 1, 1, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 47, 0
3, Run: 093, P, 1000, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 094, P, 1000, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 095, P, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 096, P, 0, 0, 0, 1000, 0, 0, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
3, Run: 097, P, 1000, 0, 0, 0, 1, 0, 103, 0, 0, 0, 0, 1, 2, 0, 1, 6, 0, 46, 0
3, Run: 098, P, 1000, 0, 0, 0, 1, 0, 105, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 099, P, 0, 0, 0, 1000, 0, 1, 104, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 100, P, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
