Input Number, Run_Number, Result@ 1000, A, B, H, C, T4, T6, Y, L4, L1, L5, T1, T2, T3, T5, R, U, L2, D, L3
1, Run: 019, F, 0, 10, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
1, Run: 020, F, 0, 10, 0, 0, 1, 1, 105, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 47, 0
1, Run: 021, F, 0, 10, 0, 0, 0, 0, 109, 0, 0, 0, 0, 1, 1, 0, 1, 6, 0, 48, 0
1, Run: 022, F, 10, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 49, 0
1, Run: 023, F, 0, 10, 0, 0, 1, 1, 108, 0, 0, 0, 2, 0, 0, 1, 1, 6, 0, 45, 0
1, Run: 024, F, 10, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
1, Run: 025, F, 0, 10, 0, 0, 0, 0, 106, 0, 0, 0, 2, 1, 0, 0, 1, 6, 0, 47, 0
1, Run: 026, F, 0, 10, 0, 0, 0, 1, 108, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 47, 0
1, Run: 027, F, 10, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 1, 2, 0, 1, 6, 0, 46, 0
1, Run: 028, F, 0, 0, 0, 10, 0, 0, 108, 0, 0, 0, 2, 1, 0, 2, 1, 6, 0, 45, 0
1, Run: 029, F, 0, 0, 0, 10, 0, 0, 103, 0, 0, 0, 1, 0, 1, 1, 1, 6, 0, 47, 0
1, Run: 030, F, 0, 10, 0, 0, 1, 0, 106, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 031, F, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 032, F, 0, 10, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 48, 0
1, Run: 033, F, 0, 10, 0, 0, 1, 0, 105, 0, 0, 0, 0, 0, 1, 3, 1, 6, 0, 45, 0
1, Run: 034, F, 0, 10, 0, 0, 0, 0, 105, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 48, 0
1, Run: 035, F, 0, 10, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 2, 1, 6, 0, 48, 0
1, Run: 036, F, 0, 10, 0, 0, 0, 0, 106, 0, 0, 0, 1, 0, 0, 2, 1, 6, 0, 47, 0
1, Run: 037, F, 0, 10, 0, 0, 2, 1, 102, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 45, 0
1, Run: 038, F, 0, 10, 0, 0, 0, 1, 108, 0, 0, 0, 0, 0, 3, 0, 1, 6, 0, 46, 0
1, Run: 039, F, 0, 10, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
1, Run: 040, F, 0, 10, 0, 0, 1, 0, 108, 0, 0, 0, 2, 1, 0, 1, 1, 6, 0, 45, 0
1, Run: 041, F, 10, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 48, 0
1, Run: 042, F, 0, 10, 0, 0, 1, 3, 109, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 46, 0
1, Run: 043, F, 0, 10, 0, 0, 1, 0, 108, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
1, Run: 044, F, 0, 10, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
1, Run: 045, F, 0, 10, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
1, Run: 046, F, 0, 10, 0, 0, 0, 0, 107, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
1, Run: 047, F, 0, 10, 0, 0, 0, 0, 106, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 47, 0
1, Run: 048, F, 0, 10, 0, 0, 0, 2, 104, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 049, F, 0, 10, 0, 0, 1, 2, 107, 0, 0, 0, 0, 0, 2, 0, 1, 6, 0, 45, 0
1, Run: 050, F, 0, 10, 0, 0, 0, 0, 105, 0, 0, 0, 1, 1, 0, 1, 1, 6, 0, 47, 0
1, Run: 051, F, 0, 10, 0, 0, 0, 2, 105, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 46, 0
1, Run: 052, F, 0, 10, 0, 0, 0, 0, 107, 0, 0, 0, 0, 2, 1, 1, 1, 6, 0, 46, 0
1, Run: 053, F, 10, 0, 0, 0, 0, 1, 100, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 47, 0
1, Run: 054, F, 0, 10, 0, 0, 3, 1, 103, 0, 0, 0, 2, 1, 0, 0, 1, 6, 0, 43, 0
1, Run: 055, F, 0, 10, 0, 0, 1, 0, 108, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 47, 0
1, Run: 056, F, 0, 0, 0, 10, 1, 0, 106, 0, 0, 0, 1, 1, 0, 1, 1, 6, 0, 46, 0
1, Run: 057, F, 0, 10, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
1, Run: 058, F, 0, 10, 0, 0, 1, 1, 107, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 47, 0
1, Run: 059, F, 0, 10, 0, 0, 0, 0, 106, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 48, 0
1, Run: 060, F, 0, 10, 0, 0, 0, 0, 103, 0, 0, 0, 2, 0, 1, 0, 1, 6, 0, 47, 0
1, Run: 061, F, 0, 0, 0, 10, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
1, Run: 062, F, 10, 0, 0, 0, 1, 0, 100, 0, 0, 0, 2, 2, 0, 1, 1, 6, 0, 44, 0
1, Run: 063, F, 0, 10, 0, 0, 1, 1, 104, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 47, 0
1, Run: 064, F, 0, 10, 0, 0, 0, 1, 106, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
1, Run: 065, F, 0, 10, 0, 0, 1, 0, 106, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 47, 0
1, Run: 066, F, 0, 0, 0, 10, 0, 2, 105, 0, 0, 0, 1, 1, 0, 1, 1, 6, 0, 45, 0
1, Run: 067, F, 0, 10, 0, 0, 0, 0, 106, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 068, F, 0, 10, 0, 0, 0, 1, 105, 0, 0, 0, 1, 0, 1, 1, 1, 6, 0, 46, 0
1, Run: 069, F, 0, 10, 0, 0, 0, 0, 107, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 48, 0
1, Run: 070, F, 0, 10, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
1, Run: 071, F, 0, 10, 0, 0, 0, 2, 104, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 47, 0
1, Run: 072, F, 0, 10, 0, 0, 0, 0, 109, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 073, F, 0, 10, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
1, Run: 074, F, 0, 10, 0, 0, 1, 1, 106, 0, 0, 0, 0, 1, 1, 0, 1, 6, 0, 46, 0
1, Run: 075, F, 0, 10, 0, 0, 2, 0, 105, 0, 0, 0, 1, 0, 2, 1, 1, 6, 0, 44, 0
1, Run: 076, F, 0, 10, 0, 0, 0, 0, 106, 0, 0, 0, 1, 0, 0, 1, 1, 6, 0, 48, 0
1, Run: 077, F, 0, 10, 0, 0, 1, 0, 106, 0, 0, 0, 0, 2, 1, 1, 1, 6, 0, 45, 0
1, Run: 078, F, 0, 10, 0, 0, 0, 0, 105, 0, 0, 0, 0, 2, 0, 1, 1, 6, 0, 47, 0
1, Run: 079, F, 0, 10, 0, 0, 0, 2, 104, 0, 0, 0, 0, 0, 2, 1, 1, 6, 0, 45, 0
1, Run: 080, F, 10, 0, 0, 0, 1, 0, 101, 0, 0, 0, 1, 0, 0, 1, 1, 6, 0, 47, 0
1, Run: 081, F, 0, 10, 0, 0, 1, 1, 107, 0, 0, 0, 1, 2, 1, 1, 1, 6, 0, 43, 0
1, Run: 082, F, 0, 10, 0, 0, 0, 1, 106, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 083, F, 0, 10, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
1, Run: 084, F, 0, 10, 0, 0, 0, 0, 111, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
1, Run: 085, F, 0, 0, 0, 10, 1, 1, 107, 0, 0, 0, 1, 2, 0, 0, 1, 6, 0, 45, 0
1, Run: 086, F, 0, 10, 0, 0, 0, 0, 106, 0, 0, 0, 1, 1, 0, 1, 1, 6, 0, 47, 0
1, Run: 087, F, 0, 10, 0, 0, 1, 1, 107, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 088, F, 0, 10, 0, 0, 0, 2, 105, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 47, 0
1, Run: 089, F, 0, 10, 0, 0, 0, 1, 108, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
1, Run: 090, F, 0, 0, 0, 10, 0, 0, 105, 0, 0, 0, 1, 0, 1, 1, 1, 6, 0, 47, 0
1, Run: 091, F, 0, 10, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
1, Run: 092, F, 0, 0, 0, 10, 0, 2, 104, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 47, 0
1, Run: 093, F, 0, 0, 0, 10, 0, 1, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 094, F, 0, 0, 0, 10, 1, 0, 102, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 47, 0
1, Run: 095, F, 0, 10, 0, 0, 1, 0, 106, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 47, 0
1, Run: 096, F, 0, 10, 0, 0, 0, 0, 107, 0, 0, 0, 2, 0, 0, 1, 1, 6, 0, 47, 0
1, Run: 097, F, 0, 10, 0, 0, 0, 1, 106, 0, 0, 0, 0, 0, 2, 1, 1, 6, 0, 46, 0
1, Run: 098, F, 0, 10, 0, 0, 1, 0, 106, 0, 0, 0, 0, 0, 1, 3, 1, 6, 0, 45, 0
1, Run: 099, F, 0, 10, 0, 0, 0, 0, 104, 0, 0, 0, 2, 1, 1, 1, 1, 6, 0, 45, 0
1, Run: 100, F, 0, 10, 0, 0, 1, 0, 108, 0, 0, 0, 1, 0, 1, 1, 1, 6, 0, 46, 0
2, Run: 001, F, 100, 0, 0, 0, 1, 0, 103, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 002, F, 0, 100, 0, 0, 0, 3, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 47, 0
2, Run: 003, F, 100, 0, 0, 0, 0, 0, 106, 0, 0, 0, 1, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 004, F, 100, 0, 0, 0, 0, 2, 102, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 005, F, 100, 0, 0, 0, 1, 1, 106, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 46, 0
2, Run: 006, F, 0, 0, 0, 100, 0, 0, 103, 0, 0, 0, 1, 0, 2, 1, 1, 6, 0, 46, 0
2, Run: 007, F, 0, 0, 0, 100, 1, 0, 104, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 008, F, 0, 0, 0, 100, 1, 1, 104, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 45, 0
2, Run: 009, F, 0, 0, 0, 100, 0, 1, 103, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 010, F, 0, 0, 0, 100, 0, 0, 107, 0, 0, 0, 1, 1, 1, 1, 1, 6, 0, 46, 0
2, Run: 011, F, 0, 0, 0, 100, 0, 0, 104, 0, 0, 0, 0, 0, 0, 2, 1, 6, 0, 48, 0
2, Run: 012, F, 100, 0, 0, 0, 1, 0, 106, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 013, F, 0, 0, 0, 100, 0, 1, 102, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 014, F, 0, 100, 0, 0, 0, 1, 104, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 015, F, 0, 100, 0, 0, 1, 0, 104, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 016, F, 0, 0, 0, 100, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 017, F, 0, 100, 0, 0, 0, 0, 107, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 018, F, 0, 100, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 49, 0
2, Run: 019, F, 0, 0, 0, 100, 0, 0, 104, 0, 0, 0, 1, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 020, F, 0, 100, 0, 0, 0, 0, 106, 0, 0, 0, 1, 1, 1, 0, 1, 6, 0, 47, 0
2, Run: 021, F, 100, 0, 0, 0, 1, 0, 101, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 022, F, 100, 0, 0, 0, 0, 0, 107, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 023, F, 0, 100, 0, 0, 0, 1, 105, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 47, 0
2, Run: 024, F, 0, 100, 0, 0, 1, 0, 101, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 025, F, 0, 0, 0, 100, 0, 0, 103, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 49, 0
2, Run: 026, F, 0, 100, 0, 0, 0, 2, 105, 0, 0, 0, 1, 2, 0, 0, 1, 6, 0, 45, 0
2, Run: 027, F, 0, 0, 0, 100, 2, 1, 104, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 45, 0
2, Run: 028, F, 0, 0, 0, 100, 1, 0, 106, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 029, F, 0, 100, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 2, 1, 6, 0, 48, 0
2, Run: 030, F, 0, 0, 0, 100, 2, 0, 102, 0, 0, 0, 1, 0, 0, 1, 1, 6, 0, 46, 0
2, Run: 031, F, 0, 0, 0, 100, 0, 0, 105, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 032, F, 100, 0, 0, 0, 0, 1, 104, 0, 0, 0, 0, 0, 3, 0, 1, 6, 0, 46, 0
2, Run: 033, F, 0, 0, 0, 100, 0, 0, 102, 0, 0, 0, 1, 1, 1, 0, 1, 6, 0, 47, 0
2, Run: 034, F, 0, 0, 0, 100, 1, 0, 104, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 035, F, 0, 100, 0, 0, 0, 0, 106, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 036, F, 100, 0, 0, 0, 1, 1, 104, 0, 0, 0, 0, 0, 1, 3, 1, 6, 0, 44, 0
2, Run: 037, F, 0, 0, 0, 100, 0, 0, 103, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
2, Run: 038, F, 0, 0, 0, 100, 0, 1, 106, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 039, F, 0, 100, 0, 0, 0, 0, 105, 0, 0, 0, 2, 0, 1, 0, 1, 6, 0, 47, 0
2, Run: 040, F, 100, 0, 0, 0, 2, 0, 102, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 041, F, 0, 0, 0, 100, 0, 1, 107, 0, 0, 0, 0, 2, 0, 2, 1, 6, 0, 45, 0
2, Run: 042, F, 0, 0, 0, 100, 0, 0, 104, 0, 0, 0, 1, 0, 0, 2, 1, 6, 0, 47, 0
2, Run: 043, F, 0, 0, 0, 100, 0, 0, 109, 0, 0, 0, 0, 2, 0, 0, 1, 6, 0, 48, 0
2, Run: 044, F, 100, 0, 0, 0, 0, 2, 104, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 46, 0
2, Run: 045, F, 0, 0, 0, 100, 0, 0, 106, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 046, F, 100, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 2, 0, 1, 6, 0, 48, 0
2, Run: 047, F, 0, 0, 0, 100, 0, 1, 103, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 048, F, 0, 100, 0, 0, 0, 0, 103, 0, 0, 0, 0, 2, 1, 0, 1, 6, 0, 47, 0
2, Run: 049, F, 0, 0, 0, 100, 1, 1, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 47, 0
2, Run: 050, F, 100, 0, 0, 0, 0, 0, 104, 0, 0, 0, 1, 0, 1, 1, 1, 6, 0, 47, 0
2, Run: 051, F, 0, 100, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 052, F, 0, 0, 0, 100, 0, 1, 105, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 47, 0
2, Run: 053, F, 0, 100, 0, 0, 0, 0, 105, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 054, F, 0, 0, 0, 100, 1, 2, 104, 0, 0, 0, 1, 0, 1, 1, 1, 6, 0, 44, 0
2, Run: 055, F, 100, 0, 0, 0, 2, 0, 103, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 45, 0
2, Run: 056, F, 0, 100, 0, 0, 1, 0, 105, 0, 0, 0, 1, 0, 0, 1, 1, 6, 0, 47, 0
2, Run: 057, F, 100, 0, 0, 0, 0, 2, 104, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 47, 0
2, Run: 058, F, 0, 100, 0, 0, 1, 0, 103, 0, 0, 0, 1, 1, 0, 1, 1, 6, 0, 46, 0
2, Run: 059, F, 100, 0, 0, 0, 0, 1, 104, 0, 0, 0, 1, 2, 0, 0, 1, 6, 0, 46, 0
2, Run: 060, F, 0, 100, 0, 0, 0, 0, 105, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 061, F, 0, 100, 0, 0, 1, 1, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 062, F, 0, 100, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 063, F, 0, 100, 0, 0, 1, 0, 107, 0, 0, 0, 0, 0, 2, 0, 1, 6, 0, 47, 0
2, Run: 064, F, 0, 0, 0, 100, 0, 0, 102, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 065, F, 0, 0, 0, 100, 0, 0, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
2, Run: 066, F, 0, 0, 0, 100, 0, 0, 106, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 067, F, 0, 100, 0, 0, 0, 0, 104, 0, 0, 0, 0, 2, 1, 0, 1, 6, 0, 47, 0
2, Run: 068, F, 0, 100, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
2, Run: 069, F, 0, 100, 0, 0, 1, 2, 106, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 47, 0
2, Run: 070, F, 0, 100, 0, 0, 0, 0, 102, 0, 0, 0, 1, 0, 1, 1, 1, 6, 0, 47, 0
2, Run: 071, F, 100, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 2, 0, 0, 1, 6, 0, 48, 0
2, Run: 072, F, 0, 0, 0, 100, 0, 0, 103, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 073, F, 0, 100, 0, 0, 1, 1, 102, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 47, 0
2, Run: 074, F, 0, 100, 0, 0, 1, 1, 105, 0, 0, 0, 2, 0, 1, 0, 1, 6, 0, 45, 0
2, Run: 075, F, 0, 100, 0, 0, 1, 0, 101, 0, 0, 0, 1, 1, 2, 1, 1, 6, 0, 44, 0
2, Run: 076, F, 100, 0, 0, 0, 2, 0, 102, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 46, 0
2, Run: 077, F, 100, 0, 0, 0, 0, 1, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 078, F, 0, 0, 0, 100, 0, 1, 104, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 079, F, 0, 0, 0, 100, 0, 0, 105, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 49, 0
2, Run: 080, F, 0, 100, 0, 0, 0, 1, 107, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 081, F, 0, 0, 0, 100, 1, 0, 105, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 082, F, 100, 0, 0, 0, 0, 0, 104, 0, 0, 0, 1, 1, 1, 0, 1, 6, 0, 47, 0
2, Run: 083, F, 0, 0, 0, 100, 1, 0, 105, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 47, 0
2, Run: 084, F, 0, 100, 0, 0, 0, 2, 104, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 085, F, 0, 100, 0, 0, 0, 1, 104, 0, 0, 0, 1, 0, 4, 1, 1, 6, 0, 43, 0
2, Run: 086, F, 0, 100, 0, 0, 0, 0, 104, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 087, F, 0, 0, 0, 100, 1, 1, 105, 0, 0, 0, 1, 2, 1, 0, 1, 6, 0, 44, 0
2, Run: 088, F, 100, 0, 0, 0, 1, 1, 104, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 47, 0
2, Run: 089, F, 100, 0, 0, 0, 1, 0, 102, 0, 0, 0, 1, 1, 1, 0, 1, 6, 0, 46, 0
2, Run: 090, F, 100, 0, 0, 0, 1, 1, 105, 0, 0, 0, 1, 2, 0, 0, 1, 6, 0, 45, 0
2, Run: 091, F, 100, 0, 0, 0, 2, 0, 102, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 47, 0
2, Run: 092, F, 100, 0, 0, 0, 1, 0, 105, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
2, Run: 093, F, 0, 0, 0, 100, 0, 0, 106, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 094, F, 0, 0, 0, 100, 0, 0, 103, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 095, F, 0, 0, 0, 100, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 096, F, 0, 0, 0, 100, 1, 0, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 097, F, 100, 0, 0, 0, 0, 1, 107, 0, 0, 0, 1, 2, 3, 0, 1, 6, 0, 43, 0
2, Run: 098, F, 0, 100, 0, 0, 0, 0, 104, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 48, 0
2, Run: 099, F, 0, 100, 0, 0, 1, 0, 104, 0, 0, 0, 1, 0, 1, 1, 1, 6, 0, 46, 0
2, Run: 100, F, 0, 0, 0, 100, 0, 1, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 001, F, 1000, 0, 0, 0, 0, 0, 106, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 002, F, 0, 0, 0, 1000, 1, 1, 106, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 47, 0
3, Run: 003, F, 0, 0, 0, 1000, 0, 0, 102, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 004, F, 0, 0, 0, 1000, 1, 0, 102, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 47, 0
3, Run: 005, F, 0, 1000, 0, 0, 1, 0, 101, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 47, 0
3, Run: 006, F, 0, 1000, 0, 0, 0, 1, 104, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
