Input Number, Run_Number, Result@ 100, A2, F1, F2, A1, F1P, F2P, Y
1, Run: 059, P, 28, 0, 0, 21, 0, 6, 3
1, Run: 060, P, 25, 0, 0, 22, 0, 9, 2
1, Run: 061, P, 24, 0, 0, 23, 0, 12, 1
1, Run: 062, P, 25, 0, 0, 22, 0, 9, 2
1, Run: 063, P, 27, 0, 0, 21, 0, 6, 3
1, Run: 064, P, 29, 0, 0, 21, 0, 6, 3
1, Run: 065, P, 25, 0, 0, 22, 0, 9, 2
1, Run: 066, F, 21, 0, 0, 24, 0, 15, 0
1, Run: 067, P, 30, 0, 0, 21, 0, 3, 4
1, Run: 068, P, 22, 0, 0, 23, 0, 12, 1
1, Run: 069, P, 23, 0, 0, 23, 0, 12, 1
1, Run: 070, P, 25, 0, 0, 22, 0, 9, 2
1, Run: 071, P, 25, 0, 0, 22, 0, 9, 2
1, Run: 072, F, 23, 0, 0, 24, 0, 15, 0
1, Run: 073, P, 28, 0, 0, 21, 0, 6, 3
1, Run: 074, F, 21, 0, 0, 24, 0, 15, 0
1, Run: 075, P, 23, 0, 0, 23, 0, 12, 1
1, Run: 076, P, 27, 0, 0, 21, 0, 6, 3
1, Run: 077, P, 28, 0, 0, 21, 0, 6, 3
1, Run: 078, P, 27, 0, 0, 21, 0, 6, 3
1, Run: 079, P, 24, 0, 0, 23, 0, 12, 1
1, Run: 080, F, 18, 0, 0, 24, 0, 15, 0
1, Run: 081, P, 27, 0, 0, 21, 0, 6, 3
1, Run: 082, P, 25, 0, 0, 22, 0, 9, 2
1, Run: 083, P, 33, 0, 0, 21, 0, 3, 4
1, Run: 084, P, 23, 0, 0, 23, 0, 12, 1
1, Run: 085, P, 26, 0, 0, 22, 0, 9, 2
1, Run: 086, P, 22, 0, 0, 23, 0, 12, 1
1, Run: 087, P, 23, 0, 0, 23, 0, 12, 1
1, Run: 088, P, 25, 0, 0, 22, 0, 9, 2
1, Run: 089, P, 21, 0, 0, 23, 0, 12, 1
1, Run: 090, P, 28, 0, 0, 22, 0, 9, 2
1, Run: 091, P, 23, 0, 0, 23, 0, 12, 1
1, Run: 092, F, 20, 0, 0, 24, 0, 15, 0
1, Run: 093, F, 24, 0, 0, 24, 0, 15, 0
1, Run: 094, P, 23, 0, 0, 23, 0, 12, 1
1, Run: 095, P, 25, 0, 0, 23, 0, 12, 1
1, Run: 096, P, 29, 0, 0, 21, 0, 6, 3
1, Run: 097, P, 25, 0, 0, 22, 0, 9, 2
1, Run: 098, P, 33, 0, 0, 19, 0, 0, 5
1, Run: 099, P, 27, 0, 0, 21, 0, 6, 3
1, Run: 100, P, 29, 0, 0, 21, 0, 6, 3
10, Run: 001, P, 7, 0, 0, 3, 0, 9, 2
10, Run: 002, P, 8, 0, 0, 3, 0, 9, 2
10, Run: 003, P, 5, 0, 0, 4, 0, 12, 1
10, Run: 004, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 005, P, 6, 0, 0, 3, 0, 9, 2
10, Run: 006, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 007, P, 3, 0, 0, 4, 0, 12, 1
10, Run: 008, P, 6, 0, 0, 3, 0, 9, 2
10, Run: 009, F, 5, 0, 0, 5, 0, 15, 0
10, Run: 010, P, 11, 0, 0, 3, 0, 6, 3
10, Run: 011, P, 4, 0, 0, 4, 0, 12, 1
10, Run: 012, P, 9, 0, 0, 3, 0, 6, 3
10, Run: 013, P, 10, 0, 0, 3, 0, 6, 3
10, Run: 014, P, 9, 0, 0, 3, 0, 9, 2
10, Run: 015, F, 7, 0, 0, 5, 0, 15, 0
10, Run: 016, F, 5, 0, 0, 5, 0, 15, 0
10, Run: 017, P, 5, 0, 0, 4, 0, 12, 1
10, Run: 018, P, 5, 0, 0, 4, 0, 12, 1
10, Run: 019, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 020, F, 3, 0, 0, 5, 0, 15, 0
10, Run: 021, F, 5, 0, 0, 5, 0, 15, 0
10, Run: 022, F, 4, 0, 0, 5, 0, 15, 0
10, Run: 023, P, 8, 0, 0, 3, 0, 9, 2
10, Run: 024, P, 9, 0, 0, 2, 0, 6, 3
10, Run: 025, P, 6, 0, 0, 3, 0, 9, 2
10, Run: 026, P, 7, 0, 0, 4, 0, 12, 1
10, Run: 027, P, 5, 0, 0, 4, 0, 12, 1
10, Run: 028, P, 5, 0, 0, 4, 0, 12, 1
10, Run: 029, P, 9, 0, 0, 3, 0, 9, 2
10, Run: 030, P, 4, 0, 0, 4, 0, 12, 1
10, Run: 031, P, 7, 0, 0, 3, 0, 9, 2
10, Run: 032, P, 8, 0, 0, 3, 0, 6, 3
10, Run: 033, P, 8, 0, 0, 3, 0, 9, 2
10, Run: 034, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 035, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 036, P, 8, 0, 0, 4, 0, 12, 1
10, Run: 037, P, 6, 0, 0, 3, 0, 9, 2
10, Run: 038, F, 5, 0, 0, 5, 0, 15, 0
10, Run: 039, P, 3, 0, 0, 4, 0, 12, 1
10, Run: 040, P, 8, 0, 0, 3, 0, 9, 2
10, Run: 041, P, 8, 0, 0, 4, 0, 9, 2
10, Run: 042, P, 7, 0, 0, 4, 0, 12, 1
10, Run: 043, P, 12, 0, 0, 1, 0, 3, 4
10, Run: 044, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 045, P, 10, 0, 0, 2, 0, 6, 3
10, Run: 046, P, 7, 0, 0, 3, 0, 9, 2
10, Run: 047, P, 5, 0, 0, 4, 0, 12, 1
10, Run: 048, F, 4, 0, 0, 5, 0, 15, 0
10, Run: 049, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 050, P, 8, 0, 0, 3, 0, 9, 2
10, Run: 051, F, 5, 0, 0, 5, 0, 15, 0
10, Run: 052, P, 9, 0, 0, 3, 0, 9, 2
10, Run: 053, F, 5, 0, 0, 5, 0, 15, 0
10, Run: 054, P, 4, 0, 0, 4, 0, 12, 1
10, Run: 055, P, 4, 0, 0, 4, 0, 12, 1
10, Run: 056, F, 5, 0, 0, 5, 0, 15, 0
10, Run: 057, F, 3, 0, 0, 5, 0, 15, 0
10, Run: 058, F, 4, 0, 0, 5, 0, 15, 0
10, Run: 059, P, 7, 0, 0, 4, 0, 9, 2
10, Run: 060, P, 7, 0, 0, 4, 0, 9, 2
10, Run: 061, P, 3, 0, 0, 4, 0, 12, 1
10, Run: 062, F, 4, 0, 0, 5, 0, 15, 0
10, Run: 063, F, 3, 0, 0, 5, 0, 15, 0
10, Run: 064, P, 8, 0, 0, 3, 0, 6, 3
10, Run: 065, P, 5, 0, 0, 4, 0, 12, 1
10, Run: 066, P, 8, 0, 0, 4, 0, 9, 2
10, Run: 067, P, 7, 0, 0, 4, 0, 12, 1
10, Run: 068, F, 5, 0, 0, 5, 0, 15, 0
10, Run: 069, F, 2, 0, 0, 5, 0, 15, 0
10, Run: 070, P, 7, 0, 0, 3, 0, 9, 2
10, Run: 071, P, 7, 0, 0, 3, 0, 9, 2
10, Run: 072, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 073, P, 5, 0, 0, 3, 0, 9, 2
10, Run: 074, P, 8, 0, 0, 3, 0, 6, 3
10, Run: 075, P, 9, 0, 0, 4, 0, 12, 1
10, Run: 076, P, 7, 0, 0, 3, 0, 9, 2
10, Run: 077, F, 3, 0, 0, 5, 0, 15, 0
10, Run: 078, P, 9, 0, 0, 4, 0, 9, 2
10, Run: 079, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 080, P, 5, 0, 0, 4, 0, 12, 1
10, Run: 081, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 082, P, 8, 0, 0, 3, 0, 9, 2
10, Run: 083, P, 9, 0, 0, 2, 0, 6, 3
10, Run: 084, P, 6, 0, 0, 4, 0, 12, 1
10, Run: 085, P, 8, 0, 0, 3, 0, 9, 2
10, Run: 086, P, 5, 0, 0, 3, 0, 9, 2
10, Run: 087, P, 9, 0, 0, 3, 0, 9, 2
10, Run: 088, F, 8, 0, 0, 5, 0, 15, 0
10, Run: 089, F, 4, 0, 0, 5, 0, 15, 0
10, Run: 090, F, 6, 0, 0, 5, 0, 15, 0
10, Run: 091, P, 7, 0, 0, 3, 0, 9, 2
10, Run: 092, P, 4, 0, 0, 4, 0, 12, 1
10, Run: 093, P, 5, 0, 0, 3, 0, 9, 2
10, Run: 094, P, 6, 0, 0, 3, 0, 9, 2
10, Run: 095, P, 5, 0, 0, 4, 0, 12, 1
10, Run: 096, P, 6, 0, 0, 3, 0, 9, 2
10, Run: 097, P, 8, 0, 0, 4, 0, 12, 1
10, Run: 098, P, 9, 0, 0, 2, 0, 6, 3
10, Run: 099, P, 7, 0, 0, 3, 0, 9, 2
10, Run: 100, P, 7, 0, 0, 3, 0, 9, 2
11, Run: 001, P, 74, 0, 0, 91, 0, 9, 2
11, Run: 002, P, 79, 0, 0, 89, 0, 3, 4
11, Run: 003, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 004, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 005, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 006, P, 69, 0, 0, 92, 0, 12, 1
11, Run: 007, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 008, P, 76, 0, 0, 90, 0, 6, 3
11, Run: 009, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 010, P, 81, 0, 0, 88, 0, 0, 5
11, Run: 011, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 012, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 013, P, 81, 0, 0, 88, 0, 0, 5
11, Run: 014, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 015, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 016, P, 79, 0, 0, 89, 0, 3, 4
11, Run: 017, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 018, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 019, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 020, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 021, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 022, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 023, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 024, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 025, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 026, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 027, P, 75, 0, 0, 91, 0, 9, 2
11, Run: 028, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 029, P, 76, 0, 0, 90, 0, 6, 3
11, Run: 030, P, 74, 0, 0, 91, 0, 9, 2
11, Run: 031, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 032, P, 77, 0, 0, 90, 0, 6, 3
11, Run: 033, P, 79, 0, 0, 89, 0, 3, 4
11, Run: 034, P, 73, 0, 0, 91, 0, 9, 2
11, Run: 035, P, 79, 0, 0, 89, 0, 3, 4
11, Run: 036, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 037, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 038, P, 81, 0, 0, 88, 0, 0, 5
11, Run: 039, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 040, P, 69, 0, 0, 92, 0, 12, 1
11, Run: 041, P, 76, 0, 0, 91, 0, 6, 3
11, Run: 042, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 043, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 044, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 045, P, 76, 0, 0, 90, 0, 6, 3
11, Run: 046, P, 69, 0, 0, 92, 0, 12, 1
11, Run: 047, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 048, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 049, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 050, P, 69, 0, 0, 92, 0, 12, 1
11, Run: 051, P, 73, 0, 0, 91, 0, 9, 2
11, Run: 052, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 053, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 054, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 055, P, 73, 0, 0, 91, 0, 9, 2
11, Run: 056, P, 73, 0, 0, 91, 0, 9, 2
11, Run: 057, P, 71, 0, 0, 92, 0, 12, 1
11, Run: 058, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 059, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 060, P, 74, 0, 0, 91, 0, 9, 2
11, Run: 061, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 062, P, 74, 0, 0, 91, 0, 9, 2
11, Run: 063, P, 73, 0, 0, 91, 0, 9, 2
11, Run: 064, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 065, P, 79, 0, 0, 89, 0, 3, 4
11, Run: 066, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 067, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 068, P, 76, 0, 0, 90, 0, 6, 3
11, Run: 069, P, 76, 0, 0, 90, 0, 6, 3
11, Run: 070, P, 72, 0, 0, 92, 0, 12, 1
11, Run: 071, P, 76, 0, 0, 90, 0, 6, 3
11, Run: 072, P, 73, 0, 0, 91, 0, 9, 2
11, Run: 073, P, 71, 0, 0, 92, 0, 12, 1
11, Run: 074, P, 73, 0, 0, 91, 0, 9, 2
11, Run: 075, P, 82, 0, 0, 88, 0, 0, 5
11, Run: 076, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 077, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 078, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 079, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 080, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 081, F, 66, 0, 0, 93, 0, 15, 0
11, Run: 082, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 083, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 084, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 085, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 086, P, 74, 0, 0, 91, 0, 9, 2
11, Run: 087, P, 81, 0, 0, 88, 0, 0, 5
11, Run: 088, P, 80, 0, 0, 89, 0, 3, 4
11, Run: 089, P, 77, 0, 0, 90, 0, 6, 3
11, Run: 090, P, 77, 0, 0, 90, 0, 6, 3
11, Run: 091, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 092, P, 75, 0, 0, 90, 0, 6, 3
11, Run: 093, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 094, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 095, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 096, P, 70, 0, 0, 92, 0, 12, 1
11, Run: 097, F, 69, 0, 0, 93, 0, 15, 0
11, Run: 098, P, 72, 0, 0, 91, 0, 9, 2
11, Run: 099, P, 78, 0, 0, 89, 0, 3, 4
11, Run: 100, P, 78, 0, 0, 89, 0, 3, 4
12, Run: 001, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 002, P, 145, 0, 0, 172, 0, 12, 1
12, Run: 003, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 004, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 005, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 006, P, 145, 0, 0, 172, 0, 12, 1
12, Run: 007, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 008, P, 155, 0, 0, 169, 0, 3, 4
12, Run: 009, P, 149, 0, 0, 171, 0, 9, 2
12, Run: 010, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 011, P, 145, 0, 0, 172, 0, 12, 1
12, Run: 012, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 013, P, 157, 0, 0, 168, 0, 0, 5
12, Run: 014, P, 157, 0, 0, 168, 0, 0, 5
12, Run: 015, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 016, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 017, P, 145, 0, 0, 172, 0, 12, 1
12, Run: 018, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 019, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 020, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 021, P, 149, 0, 0, 171, 0, 9, 2
12, Run: 022, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 023, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 024, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 025, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 026, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 027, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 028, P, 146, 0, 0, 172, 0, 12, 1
12, Run: 029, P, 145, 0, 0, 172, 0, 12, 1
12, Run: 030, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 031, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 032, P, 152, 0, 0, 170, 0, 6, 3
12, Run: 033, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 034, P, 145, 0, 0, 172, 0, 12, 1
12, Run: 035, P, 149, 0, 0, 171, 0, 9, 2
12, Run: 036, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 037, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 038, P, 152, 0, 0, 170, 0, 6, 3
12, Run: 039, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 040, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 041, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 042, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 043, P, 146, 0, 0, 172, 0, 12, 1
12, Run: 044, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 045, P, 152, 0, 0, 170, 0, 6, 3
12, Run: 046, P, 148, 0, 0, 172, 0, 9, 2
12, Run: 047, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 048, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 049, P, 149, 0, 0, 171, 0, 9, 2
12, Run: 050, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 051, P, 149, 0, 0, 171, 0, 9, 2
12, Run: 052, P, 149, 0, 0, 171, 0, 9, 2
12, Run: 053, P, 152, 0, 0, 170, 0, 6, 3
12, Run: 054, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 055, P, 157, 0, 0, 168, 0, 0, 5
12, Run: 056, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 057, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 058, P, 152, 0, 0, 170, 0, 6, 3
12, Run: 059, P, 146, 0, 0, 172, 0, 12, 1
12, Run: 060, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 061, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 062, P, 155, 0, 0, 169, 0, 3, 4
12, Run: 063, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 064, F, 143, 0, 0, 173, 0, 15, 0
12, Run: 065, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 066, P, 145, 0, 0, 172, 0, 12, 1
12, Run: 067, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 068, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 069, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 070, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 071, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 072, P, 147, 0, 0, 172, 0, 12, 1
12, Run: 073, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 074, P, 150, 0, 0, 171, 0, 9, 2
12, Run: 075, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 076, P, 146, 0, 0, 172, 0, 12, 1
12, Run: 077, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 078, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 079, P, 149, 0, 0, 171, 0, 9, 2
12, Run: 080, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 081, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 082, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 083, P, 157, 0, 0, 168, 0, 0, 5
12, Run: 084, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 085, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 086, P, 152, 0, 0, 170, 0, 6, 3
12, Run: 087, P, 146, 0, 0, 172, 0, 12, 1
12, Run: 088, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 089, P, 154, 0, 0, 169, 0, 3, 4
12, Run: 090, P, 153, 0, 0, 170, 0, 6, 3
12, Run: 091, P, 149, 0, 0, 171, 0, 9, 2
12, Run: 092, P, 145, 0, 0, 172, 0, 12, 1
12, Run: 093, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 094, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 095, P, 145, 0, 0, 172, 0, 12, 1
12, Run: 096, P, 157, 0, 0, 168, 0, 0, 5
12, Run: 097, P, 148, 0, 0, 171, 0, 9, 2
12, Run: 098, P, 145, 0, 0, 172, 0, 12, 1
12, Run: 099, P, 151, 0, 0, 170, 0, 6, 3
12, Run: 100, P, 151, 0, 0, 170, 0, 6, 3
13, Run: 001, P, 8, 0, 0, 12, 0, 6, 3
13, Run: 002, P, 6, 0, 0, 12, 0, 6, 3
13, Run: 003, P, 7, 0, 0, 12, 0, 6, 3
13, Run: 004, P, 11, 0, 0, 11, 0, 3, 4
13, Run: 005, P, 8, 0, 0, 11, 0, 3, 4
13, Run: 006, P, 10, 0, 0, 10, 0, 0, 5
13, Run: 007, P, 8, 0, 0, 13, 0, 3, 4
13, Run: 008, P, 9, 0, 0, 12, 0, 6, 3
13, Run: 009, P, 6, 0, 0, 12, 0, 6, 3
13, Run: 010, P, 5, 0, 0, 12, 0, 6, 3
13, Run: 011, P, 8, 0, 0, 12, 0, 6, 3
13, Run: 012, P, 6, 0, 0, 12, 0, 6, 3
13, Run: 013, P, 6, 0, 0, 12, 0, 6, 3
13, Run: 014, P, 6, 0, 0, 13, 0, 9, 2
13, Run: 015, P, 5, 0, 0, 14, 0, 9, 2
13, Run: 016, P, 6, 0, 0, 12, 0, 6, 3
13, Run: 017, P, 10, 0, 0, 11, 0, 3, 4
13, Run: 018, P, 5, 0, 0, 13, 0, 9, 2
13, Run: 019, P, 9, 0, 0, 11, 0, 3, 4
13, Run: 020, P, 8, 0, 0, 12, 0, 6, 3
13, Run: 021, P, 6, 0, 0, 13, 0, 9, 2
13, Run: 022, P, 5, 0, 0, 14, 0, 12, 1
13, Run: 023, P, 3, 0, 0, 13, 0, 9, 2
13, Run: 024, P, 5, 0, 0, 12, 0, 6, 3
13, Run: 025, P, 6, 0, 0, 12, 0, 6, 3
13, Run: 026, P, 8, 0, 0, 12, 0, 6, 3
13, Run: 027, P, 10, 0, 0, 10, 0, 0, 5
13, Run: 028, P, 6, 0, 0, 13, 0, 9, 2
13, Run: 029, P, 4, 0, 0, 13, 0, 9, 2
13, Run: 030, P, 4, 0, 0, 14, 0, 12, 1
13, Run: 031, P, 7, 0, 0, 12, 0, 3, 4
13, Run: 032, P, 3, 0, 0, 14, 0, 12, 1
13, Run: 033, P, 9, 0, 0, 12, 0, 6, 3
13, Run: 034, P, 4, 0, 0, 13, 0, 9, 2
13, Run: 035, P, 5, 0, 0, 12, 0, 6, 3
13, Run: 036, P, 6, 0, 0, 12, 0, 6, 3
13, Run: 037, P, 7, 0, 0, 13, 0, 6, 3
13, Run: 038, P, 4, 0, 0, 14, 0, 12, 1
13, Run: 039, P, 6, 0, 0, 12, 0, 6, 3
13, Run: 040, P, 7, 0, 0, 12, 0, 6, 3
13, Run: 041, P, 7, 0, 0, 12, 0, 6, 3
13, Run: 042, P, 8, 0, 0, 12, 0, 6, 3
13, Run: 043, P, 6, 0, 0, 13, 0, 9, 2
13, Run: 044, P, 4, 0, 0, 13, 0, 9, 2
13, Run: 045, P, 4, 0, 0, 14, 0, 12, 1
13, Run: 046, P, 5, 0, 0, 13, 0, 9, 2
13, Run: 047, P, 7, 0, 0, 14, 0, 12, 1
13, Run: 048, P, 4, 0, 0, 13, 0, 6, 3
