Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P, Y
1, Run: 001, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 002, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 003, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 004, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 005, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 006, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 007, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 008, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 009, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 010, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 011, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 012, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 013, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 014, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 015, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 016, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 017, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 018, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 019, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 020, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 021, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 022, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 023, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 024, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 025, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 026, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 027, F, 21, 0, 5, 33, 0, 5, 0
1, Run: 028, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 029, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 030, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 031, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 032, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 033, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 034, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 035, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 036, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 037, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 038, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 039, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 040, F, 20, 0, 5, 36, 0, 5, 0
1, Run: 041, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 042, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 043, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 044, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 045, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 046, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 047, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 048, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 049, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 050, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 051, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 052, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 053, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 054, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 055, F, 21, 0, 5, 33, 0, 5, 0
1, Run: 056, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 057, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 058, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 059, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 060, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 061, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 062, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 063, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 064, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 065, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 066, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 067, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 068, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 069, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 070, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 071, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 072, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 073, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 074, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 075, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 076, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 077, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 078, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 079, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 080, F, 22, 0, 5, 34, 0, 5, 0
1, Run: 081, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 082, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 083, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 084, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 085, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 086, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 087, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 088, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 089, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 090, F, 19, 0, 5, 35, 0, 5, 0
1, Run: 091, F, 19, 0, 5, 34, 0, 5, 0
1, Run: 092, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 093, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 094, F, 20, 0, 5, 34, 0, 5, 0
1, Run: 095, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 096, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 097, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 098, F, 20, 0, 5, 33, 0, 5, 0
1, Run: 099, F, 19, 0, 5, 33, 0, 5, 0
1, Run: 100, F, 19, 0, 5, 33, 0, 5, 0
10, Run: 001, F, 2, 0, 5, 13, 0, 5, 0
10, Run: 002, F, 1, 0, 5, 14, 0, 5, 0
10, Run: 003, F, 1, 0, 5, 13, 0, 5, 0
10, Run: 004, F, 2, 0, 5, 14, 0, 5, 0
10, Run: 005, F, 2, 0, 5, 15, 0, 5, 0
10, Run: 006, F, 0, 0, 5, 13, 0, 5, 0
10, Run: 007, F, 1, 0, 5, 14, 0, 5, 0
10, Run: 008, F, 1, 0, 5, 13, 0, 5, 0
10, Run: 009, F, 3, 0, 5, 13, 0, 5, 0
10, Run: 010, F, 2, 0, 5, 13, 0, 5, 0
10, Run: 011, F, 1, 0, 5, 14, 0, 5, 0
10, Run: 012, F, 2, 0, 5, 13, 0, 5, 0
10, Run: 013, F, 1, 0, 5, 14, 0, 5, 0
10, Run: 014, F, 1, 0, 5, 13, 0, 5, 0
10, Run: 015, F, 2, 0, 5, 15, 0, 5, 0
10, Run: 016, F, 2, 0, 5, 14, 0, 5, 0
10, Run: 017, F, 2, 0, 5, 13, 0, 5, 0
10, Run: 018, F, 1, 0, 5, 14, 0, 5, 0
10, Run: 019, F, 1, 0, 5, 15, 0, 5, 0
10, Run: 020, F, 1, 0, 5, 13, 0, 5, 0
10, Run: 021, F, 2, 0, 5, 13, 0, 5, 0
10, Run: 022, F, 1, 0, 5, 13, 0, 5, 0
10, Run: 023, F, 2, 0, 5, 14, 0, 5, 0
10, Run: 024, F, 3, 0, 5, 13, 0, 5, 0
10, Run: 025, F, 2, 0, 5, 13, 0, 5, 0
10, Run: 026, F, 1, 0, 5, 13, 0, 5, 0
10, Run: 027, F, 4, 0, 5, 13, 0, 5, 0
10, Run: 028, F, 1, 0, 5, 14, 0, 5, 0
10, Run: 029, F, 2, 0, 5, 14, 0, 5, 0
10, Run: 030, F, 4, 0, 5, 14, 0, 5, 0
10, Run: 031, F, 2, 0, 5, 13, 0, 5, 0
10, Run: 032, F, 0, 0, 5, 14, 0, 5, 0
10, Run: 033, F, 0, 0, 5, 13, 0, 5, 0
10, Run: 034, F, 2, 0, 5, 14, 0, 5, 0
10, Run: 035, F, 2, 0, 5, 15, 0, 5, 0
10, Run: 036, F, 2, 0, 5, 14, 0, 5, 0
10, Run: 037, F, 2, 0, 5, 15, 0, 5, 0
10, Run: 038, F, 1, 0, 5, 13, 0, 5, 0
10, Run: 039, F, 1, 0, 5, 15, 0, 5, 0
10, Run: 040, F, 2, 0, 5, 14, 0, 5, 0
10, Run: 041, F, 3, 0, 5, 14, 0, 5, 0
10, Run: 042, F, 1, 0, 5, 15, 0, 5, 0
10, Run: 043, F, 1, 0, 5, 13, 0, 5, 0
10, Run: 044, F, 3, 0, 5, 13, 0, 5, 0
10, Run: 045, F, 2, 0, 5, 13, 0, 5, 0
10, Run: 046, F, 2, 0, 5, 14, 0, 5, 0
10, Run: 047, F, 3, 0, 5, 14, 0, 5, 0
10, Run: 048, F, 2, 0, 5, 14, 0, 5, 0
10, Run: 049, F, 2, 0, 5, 15, 0, 5, 0
10, Run: 050, F, 3, 0, 5, 15, 0, 5, 0
10, Run: 051, F, 2, 0, 5, 14, 0, 5, 0
10, Run: 052, F, 2, 0, 5, 15, 0, 5, 0
10, Run: 053, F, 1, 0, 5, 14, 0, 5, 0
