Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, Y, PE, CE, CO, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 23, 577, 1, 0, 0, 100, 0, 200, 577, 51, 51, 0, 100, 65, 34, 100, 100, 200, 560, 280
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 1, 599, 1, 0, 0, 100, 0, 200, 599, 64, 64, 0, 100, 69, 30, 100, 100, 200, 642, 321
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 14, 586, 1, 0, 0, 100, 0, 200, 586, 59, 59, 0, 100, 56, 43, 100, 100, 200, 556, 278
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 41, 561, 1, 2, 0, 99, 0, 200, 559, 60, 58, 0, 100, 63, 36, 99, 100, 200, 538, 269
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 16, 584, 1, 0, 0, 100, 0, 200, 584, 62, 62, 0, 100, 67, 32, 100, 100, 200, 592, 296
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 30, 570, 1, 0, 0, 100, 0, 200, 570, 82, 82, 0, 100, 62, 37, 100, 100, 200, 584, 292
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 52, 548, 1, 0, 0, 100, 0, 200, 548, 80, 80, 0, 100, 53, 46, 100, 100, 200, 434, 217
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 13, 589, 1, 2, 0, 99, 0, 200, 587, 51, 49, 0, 100, 76, 23, 99, 100, 200, 606, 303
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 1, 599, 1, 0, 0, 100, 0, 200, 599, 74, 74, 0, 100, 64, 35, 100, 100, 200, 450, 225
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 57, 545, 1, 2, 0, 99, 0, 200, 543, 84, 82, 0, 100, 64, 35, 99, 100, 200, 678, 339
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 31, 569, 1, 0, 0, 100, 0, 200, 569, 82, 82, 0, 100, 62, 37, 100, 100, 200, 498, 249
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 4, 596, 1, 0, 0, 100, 0, 200, 596, 59, 59, 0, 100, 67, 32, 100, 100, 200, 734, 367
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 1, 601, 1, 2, 0, 99, 0, 200, 599, 58, 56, 0, 100, 66, 33, 99, 100, 200, 596, 298
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 36, 566, 1, 2, 0, 99, 0, 200, 564, 61, 59, 0, 100, 66, 33, 99, 100, 200, 554, 277
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 46, 556, 1, 2, 0, 99, 0, 200, 554, 68, 66, 0, 100, 65, 34, 99, 100, 200, 546, 273
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 2, 598, 1, 0, 0, 100, 0, 200, 598, 66, 66, 0, 100, 66, 33, 100, 100, 200, 654, 327
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 13, 587, 1, 0, 0, 100, 0, 200, 587, 66, 66, 0, 100, 70, 29, 100, 100, 200, 520, 260
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 6, 594, 1, 0, 0, 100, 0, 200, 594, 83, 83, 0, 100, 63, 36, 100, 100, 200, 572, 286
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 66, 534, 1, 0, 0, 100, 0, 200, 534, 68, 68, 0, 100, 57, 42, 100, 100, 200, 644, 322
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 27, 575, 1, 2, 0, 99, 0, 200, 573, 58, 56, 0, 100, 64, 35, 99, 100, 200, 600, 300
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 18, 584, 1, 2, 0, 99, 0, 200, 582, 58, 56, 0, 100, 62, 37, 99, 100, 200, 488, 244
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 33, 569, 1, 2, 0, 99, 0, 200, 567, 67, 65, 0, 100, 58, 41, 99, 100, 200, 616, 308
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 39, 563, 1, 2, 0, 99, 0, 200, 561, 73, 71, 0, 100, 60, 39, 99, 100, 200, 562, 281
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 34, 566, 1, 0, 0, 100, 0, 200, 566, 57, 57, 0, 100, 57, 42, 100, 100, 200, 658, 329
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 77, 525, 1, 2, 0, 99, 0, 200, 523, 82, 80, 0, 100, 54, 45, 99, 100, 200, 694, 347
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 29, 573, 1, 2, 0, 99, 0, 200, 571, 54, 52, 0, 100, 70, 29, 99, 100, 200, 626, 313
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 9, 593, 1, 2, 0, 99, 0, 200, 591, 51, 49, 0, 100, 73, 26, 99, 100, 200, 530, 265
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 58, 544, 1, 2, 0, 99, 0, 200, 542, 81, 79, 0, 100, 57, 42, 99, 100, 200, 860, 430
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 13, 587, 1, 0, 0, 100, 0, 200, 587, 66, 66, 0, 100, 63, 36, 100, 100, 200, 492, 246
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 4, 598, 1, 2, 0, 99, 0, 200, 596, 73, 71, 0, 100, 60, 39, 99, 100, 200, 774, 387
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 15, 585, 1, 0, 0, 100, 0, 200, 585, 51, 51, 0, 100, 57, 42, 100, 100, 200, 632, 316
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 12, 588, 1, 0, 0, 100, 0, 200, 588, 49, 49, 0, 100, 66, 33, 100, 100, 200, 494, 247
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 42, 558, 1, 0, 0, 100, 0, 200, 558, 66, 66, 0, 100, 57, 42, 100, 100, 200, 720, 360
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 5, 595, 1, 0, 0, 100, 0, 200, 595, 85, 85, 0, 100, 59, 40, 100, 100, 200, 520, 260
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 16, 584, 1, 0, 0, 100, 0, 200, 584, 59, 59, 0, 100, 62, 37, 100, 100, 200, 610, 305
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 45, 557, 1, 2, 0, 99, 0, 200, 555, 71, 69, 0, 100, 62, 37, 99, 100, 200, 554, 277
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 21, 579, 1, 0, 0, 100, 0, 200, 579, 70, 70, 0, 100, 55, 44, 100, 100, 200, 620, 310
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 3, 597, 1, 0, 0, 100, 0, 200, 597, 64, 64, 0, 100, 67, 32, 100, 100, 200, 538, 269
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 11, 589, 1, 0, 0, 100, 0, 200, 589, 67, 67, 0, 100, 61, 38, 100, 100, 200, 560, 280
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 21, 579, 1, 0, 0, 100, 0, 200, 579, 64, 64, 0, 100, 64, 35, 100, 100, 200, 636, 318
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 12, 588, 1, 0, 0, 100, 0, 200, 588, 65, 65, 0, 100, 70, 29, 100, 100, 200, 528, 264
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 32, 570, 1, 2, 0, 99, 0, 200, 568, 53, 51, 0, 100, 64, 35, 99, 100, 200, 620, 310
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 42, 558, 1, 0, 0, 100, 0, 200, 558, 72, 72, 0, 100, 66, 33, 100, 100, 200, 524, 262
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 19, 581, 1, 0, 0, 100, 0, 200, 581, 86, 86, 0, 100, 62, 37, 100, 100, 200, 622, 311
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 47, 553, 1, 0, 0, 100, 0, 200, 553, 59, 59, 0, 100, 60, 39, 100, 100, 200, 672, 336
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 24, 578, 1, 2, 0, 99, 0, 200, 576, 76, 74, 0, 100, 61, 38, 99, 100, 200, 598, 299
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 15, 585, 1, 0, 0, 100, 0, 200, 585, 45, 45, 0, 100, 53, 46, 100, 100, 200, 564, 282
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 10, 590, 1, 0, 0, 100, 0, 200, 590, 65, 65, 0, 100, 71, 28, 100, 100, 200, 604, 302
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 39, 129, 1, 0, 0, 28, 0, 56, 129, 16, 16, 0, 28, 19, 8, 28, 28, 56, 238, 119
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 29, 141, 1, 2, 0, 27, 0, 56, 139, 17, 15, 0, 28, 21, 6, 27, 28, 56, 118, 59
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 41, 129, 1, 2, 0, 27, 0, 56, 127, 21, 19, 0, 28, 15, 12, 27, 28, 56, 296, 148
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 15, 153, 1, 0, 0, 28, 0, 56, 153, 22, 22, 0, 28, 15, 12, 28, 28, 56, 142, 71
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 27, 143, 1, 2, 0, 27, 0, 56, 141, 27, 25, 0, 28, 20, 7, 27, 28, 56, 110, 55
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 19, 149, 1, 0, 0, 28, 0, 56, 149, 20, 20, 0, 28, 18, 9, 28, 28, 56, 200, 100
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 7, 161, 1, 0, 0, 28, 0, 56, 161, 17, 17, 0, 28, 22, 5, 28, 28, 56, 132, 66
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 8, 160, 1, 0, 0, 28, 0, 56, 160, 22, 22, 0, 28, 14, 13, 28, 28, 56, 208, 104
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 8, 162, 1, 2, 0, 27, 0, 56, 160, 25, 23, 0, 28, 18, 9, 27, 28, 56, 214, 107
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 50, 118, 1, 0, 0, 28, 0, 56, 118, 24, 24, 0, 28, 21, 6, 28, 28, 56, 152, 76
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 3, 165, 1, 0, 0, 28, 0, 56, 165, 18, 18, 0, 28, 22, 5, 28, 28, 56, 222, 111
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0, 56, 162, 28, 28, 0, 28, 20, 7, 28, 28, 56, 154, 77
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 33, 137, 1, 2, 0, 27, 0, 56, 135, 18, 16, 0, 28, 21, 6, 27, 28, 56, 86, 43
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 26, 142, 1, 0, 0, 28, 0, 56, 142, 13, 13, 0, 28, 20, 7, 28, 28, 56, 192, 96
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 3, 167, 1, 2, 0, 27, 0, 56, 165, 30, 28, 0, 28, 19, 8, 27, 28, 56, 222, 111
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 170, 1, 0, 0, 28, 2, 56, 170, 21, 21, 0, 28, 20, 7, 28, 27, 56, 162, 80
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 49, 119, 1, 0, 0, 28, 0, 56, 119, 24, 24, 0, 28, 16, 11, 28, 28, 56, 174, 87
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 35, 133, 1, 0, 0, 28, 0, 56, 133, 17, 17, 0, 28, 16, 11, 28, 28, 56, 116, 58
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 38, 134, 1, 4, 0, 26, 0, 56, 130, 23, 19, 0, 28, 13, 14, 26, 28, 56, 252, 126
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 9, 159, 1, 0, 0, 28, 0, 56, 159, 15, 15, 0, 28, 20, 7, 28, 28, 56, 96, 48
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 34, 136, 1, 2, 0, 27, 0, 56, 134, 22, 20, 0, 28, 15, 12, 27, 28, 56, 118, 59
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 25, 143, 1, 0, 0, 28, 0, 56, 143, 14, 14, 0, 28, 20, 7, 28, 28, 56, 152, 76
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 19, 149, 1, 0, 0, 28, 0, 56, 149, 12, 12, 0, 28, 22, 5, 28, 28, 56, 128, 64
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 25, 143, 1, 0, 0, 28, 0, 56, 143, 23, 23, 0, 28, 19, 8, 28, 28, 56, 114, 57
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 42, 128, 1, 2, 0, 27, 0, 56, 126, 21, 19, 0, 28, 17, 10, 27, 28, 56, 290, 145
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 25, 145, 1, 2, 0, 27, 0, 56, 143, 21, 19, 0, 28, 17, 10, 27, 28, 56, 124, 62
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 2, 166, 1, 0, 0, 28, 0, 56, 166, 17, 17, 0, 28, 20, 7, 28, 28, 56, 192, 96
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 28, 140, 1, 0, 0, 28, 0, 56, 140, 19, 19, 0, 28, 13, 14, 28, 28, 56, 128, 64
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 26, 144, 1, 2, 0, 27, 0, 56, 142, 13, 11, 0, 28, 16, 11, 27, 28, 56, 110, 55
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 168, 1, 0, 0, 28, 0, 56, 168, 32, 32, 0, 28, 11, 16, 28, 28, 56, 326, 163
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 27, 143, 1, 2, 0, 27, 0, 56, 141, 21, 19, 0, 28, 17, 10, 27, 28, 56, 84, 42
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 13, 155, 1, 0, 0, 28, 0, 56, 155, 21, 21, 0, 28, 18, 9, 28, 28, 56, 98, 49
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 9, 161, 1, 2, 0, 27, 0, 56, 159, 21, 19, 0, 28, 22, 5, 27, 28, 56, 150, 75
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 9, 159, 1, 0, 0, 28, 0, 56, 159, 12, 12, 0, 28, 18, 9, 28, 28, 56, 116, 58
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 18, 150, 1, 0, 0, 28, 0, 56, 150, 17, 17, 0, 28, 17, 10, 28, 28, 56, 182, 91
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 25, 143, 1, 0, 0, 28, 0, 56, 143, 16, 16, 0, 28, 14, 13, 28, 28, 56, 230, 115
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 42, 128, 1, 2, 0, 27, 0, 56, 126, 22, 20, 0, 28, 22, 5, 27, 28, 56, 308, 154
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 15, 153, 1, 0, 0, 28, 0, 56, 153, 21, 21, 0, 28, 14, 13, 28, 28, 56, 178, 89
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 31, 137, 1, 0, 0, 28, 0, 56, 137, 15, 15, 0, 28, 16, 11, 28, 28, 56, 108, 54
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 13, 157, 1, 2, 0, 27, 0, 56, 155, 25, 23, 0, 28, 15, 12, 27, 28, 56, 170, 85
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 14, 154, 1, 0, 0, 28, 0, 56, 154, 26, 26, 0, 28, 16, 11, 28, 28, 56, 112, 56
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 24, 146, 1, 2, 0, 27, 0, 56, 144, 15, 13, 0, 28, 16, 11, 27, 28, 56, 144, 72
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 4, 164, 1, 0, 0, 28, 0, 56, 164, 15, 15, 0, 28, 21, 6, 28, 28, 56, 98, 49
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 24, 144, 1, 0, 0, 28, 0, 56, 144, 19, 19, 0, 28, 16, 11, 28, 28, 56, 140, 70
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 11, 157, 1, 0, 0, 28, 0, 56, 157, 20, 20, 0, 28, 20, 7, 28, 28, 56, 150, 75
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 21, 147, 1, 0, 0, 28, 0, 56, 147, 15, 15, 0, 28, 20, 7, 28, 28, 56, 154, 77
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 17, 151, 1, 0, 0, 28, 0, 56, 151, 31, 31, 0, 28, 11, 16, 28, 28, 56, 170, 85
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 14, 154, 1, 0, 0, 28, 0, 56, 154, 23, 23, 0, 28, 16, 11, 28, 28, 56, 204, 102
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 8, 162, 1, 2, 0, 27, 0, 56, 160, 27, 25, 0, 28, 15, 12, 27, 28, 56, 170, 85
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 43, 127, 1, 2, 0, 27, 0, 56, 125, 22, 20, 0, 28, 15, 12, 27, 28, 56, 310, 155
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 10, 158, 1, 0, 0, 28, 0, 56, 158, 17, 17, 0, 28, 17, 10, 28, 28, 56, 220, 110
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 168, 1, 0, 0, 28, 0, 56, 168, 20, 20, 0, 28, 16, 11, 28, 28, 56, 138, 69
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 18, 150, 1, 0, 0, 28, 0, 56, 150, 19, 19, 0, 28, 22, 5, 28, 28, 56, 118, 59
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 15, 153, 1, 0, 0, 28, 0, 56, 153, 22, 22, 0, 28, 19, 8, 28, 28, 56, 100, 50
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 14, 154, 1, 0, 0, 28, 0, 56, 154, 32, 32, 0, 28, 22, 5, 28, 28, 56, 136, 68
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 12, 158, 1, 2, 0, 27, 0, 56, 156, 15, 13, 0, 28, 21, 6, 27, 28, 56, 134, 67
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 3, 165, 1, 0, 0, 28, 0, 56, 165, 20, 20, 0, 28, 16, 11, 28, 28, 56, 150, 75
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 28, 140, 1, 0, 0, 28, 0, 56, 140, 9, 9, 0, 28, 18, 9, 28, 28, 56, 192, 96
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 22, 146, 1, 0, 0, 28, 0, 56, 146, 16, 16, 0, 28, 17, 10, 28, 28, 56, 136, 68
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 2, 166, 1, 0, 0, 28, 0, 56, 166, 23, 23, 0, 28, 16, 11, 28, 28, 56, 264, 132
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 35, 133, 1, 0, 0, 28, 0, 56, 133, 24, 24, 0, 28, 19, 8, 28, 28, 56, 328, 164
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 27, 143, 1, 2, 0, 27, 0, 56, 141, 31, 29, 0, 28, 17, 10, 27, 28, 56, 98, 49
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 20, 148, 1, 0, 0, 28, 0, 56, 148, 29, 29, 0, 28, 17, 10, 28, 28, 56, 176, 88
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 15, 153, 1, 0, 0, 28, 0, 56, 153, 21, 21, 0, 28, 13, 14, 28, 28, 56, 152, 76
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 8, 160, 1, 0, 0, 28, 0, 56, 160, 17, 17, 0, 28, 16, 11, 28, 28, 56, 152, 76
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 33, 135, 1, 0, 0, 28, 0, 56, 135, 24, 24, 0, 28, 19, 8, 28, 28, 56, 146, 73
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 21, 147, 1, 0, 0, 28, 0, 56, 147, 13, 13, 0, 28, 14, 13, 28, 28, 56, 216, 108
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 10, 160, 1, 2, 0, 27, 0, 56, 158, 19, 17, 0, 28, 19, 8, 27, 28, 56, 222, 111
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 23, 145, 1, 0, 0, 28, 0, 56, 145, 24, 24, 0, 28, 14, 13, 28, 28, 56, 130, 65
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 22, 146, 1, 0, 0, 28, 0, 56, 146, 17, 17, 0, 28, 18, 9, 28, 28, 56, 124, 62
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 12, 156, 1, 0, 0, 28, 0, 56, 156, 17, 17, 0, 28, 17, 10, 28, 28, 56, 148, 74
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 14, 154, 1, 0, 0, 28, 0, 56, 154, 18, 18, 0, 28, 18, 9, 28, 28, 56, 164, 82
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 20, 150, 1, 2, 0, 27, 0, 56, 148, 12, 10, 0, 28, 21, 6, 27, 28, 56, 154, 77
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 10, 160, 1, 2, 0, 27, 0, 56, 158, 28, 26, 0, 28, 17, 10, 27, 28, 56, 168, 84
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 29, 139, 1, 0, 0, 28, 0, 56, 139, 21, 21, 0, 28, 19, 8, 28, 28, 56, 388, 194
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 9, 159, 1, 0, 0, 28, 0, 56, 159, 16, 16, 0, 28, 22, 5, 28, 28, 56, 140, 70
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 54, 114, 1, 0, 0, 28, 0, 56, 114, 18, 18, 0, 28, 17, 10, 28, 28, 56, 186, 93
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 38, 130, 1, 0, 0, 28, 0, 56, 130, 23, 23, 0, 28, 17, 10, 28, 28, 56, 206, 103
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 28, 140, 1, 0, 0, 28, 0, 56, 140, 24, 24, 0, 28, 13, 14, 28, 28, 56, 178, 89
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 7, 161, 1, 0, 0, 28, 0, 56, 161, 19, 19, 0, 28, 18, 9, 28, 28, 56, 132, 66
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 8, 160, 1, 0, 0, 28, 0, 56, 160, 16, 16, 0, 28, 16, 11, 28, 28, 56, 78, 39
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 1, 167, 1, 0, 0, 28, 0, 56, 167, 14, 14, 0, 28, 20, 7, 28, 28, 56, 72, 36
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 39, 131, 1, 2, 0, 27, 0, 56, 129, 16, 14, 0, 28, 19, 8, 27, 28, 56, 126, 63
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 0, 168, 1, 0, 0, 28, 0, 56, 168, 21, 21, 0, 28, 19, 8, 28, 28, 56, 160, 80
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 35, 135, 1, 2, 0, 27, 0, 56, 133, 20, 18, 0, 28, 17, 10, 27, 28, 56, 116, 58
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 13, 155, 1, 0, 0, 28, 0, 56, 155, 12, 12, 0, 28, 21, 6, 28, 28, 56, 120, 60
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 0, 168, 1, 0, 0, 28, 0, 56, 168, 18, 18, 0, 28, 13, 14, 28, 28, 56, 114, 57
INVAR-2, Run: 088, P, 0, 0, 1, 0, 0, 0, 169, 1, 0, 0, 28, 1, 56, 169, 16, 16, 0, 28, 16, 11, 28, 27, 56, 157, 78
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 31, 137, 1, 0, 0, 28, 0, 56, 137, 19, 19, 0, 28, 18, 9, 28, 28, 56, 86, 43
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 9, 159, 1, 0, 0, 28, 0, 56, 159, 20, 20, 0, 28, 15, 12, 28, 28, 56, 122, 61
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 8, 160, 1, 0, 0, 28, 0, 56, 160, 30, 30, 0, 28, 14, 13, 28, 28, 56, 178, 89
INVAR-2, Run: 092, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0, 56, 162, 16, 16, 0, 28, 17, 10, 28, 28, 56, 212, 106
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 36, 134, 1, 2, 0, 27, 0, 56, 132, 16, 14, 0, 28, 19, 8, 27, 28, 56, 212, 106
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 4, 166, 1, 2, 0, 27, 0, 56, 164, 23, 21, 0, 28, 18, 9, 27, 28, 56, 146, 73
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 19, 149, 1, 0, 0, 28, 0, 56, 149, 24, 24, 0, 28, 15, 12, 28, 28, 56, 226, 113
INVAR-2, Run: 096, P, 0, 0, 0, 0, 0, 5, 163, 1, 0, 0, 28, 0, 56, 163, 15, 15, 0, 28, 22, 5, 28, 28, 56, 162, 81
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 7, 161, 1, 0, 0, 28, 0, 56, 161, 21, 21, 0, 28, 16, 11, 28, 28, 56, 162, 81
INVAR-2, Run: 098, P, 0, 0, 0, 0, 0, 30, 138, 1, 0, 0, 28, 0, 56, 138, 12, 12, 0, 28, 20, 7, 28, 28, 56, 180, 90
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 15, 153, 1, 0, 0, 28, 0, 56, 153, 18, 18, 0, 28, 22, 5, 28, 28, 56, 216, 108
INVAR-2, Run: 100, P, 0, 0, 0, 0, 0, 24, 144, 1, 0, 0, 28, 0, 56, 144, 26, 26, 0, 28, 14, 13, 28, 28, 56, 158, 79
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 60, 432, 1, 0, 0, 82, 0, 164, 432, 52, 52, 0, 82, 55, 26, 82, 82, 164, 338, 169
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 23, 469, 1, 0, 0, 82, 0, 164, 469, 63, 63, 0, 82, 49, 32, 82, 82, 164, 430, 215
INVAR-3, Run: 003, P, 0, 0, 0, 0, 0, 38, 454, 1, 0, 0, 82, 0, 164, 454, 49, 49, 0, 82, 50, 31, 82, 82, 164, 520, 260
INVAR-3, Run: 004, P, 0, 0, 0, 0, 0, 49, 445, 1, 2, 0, 81, 0, 164, 443, 45, 43, 0, 82, 40, 41, 81, 82, 164, 414, 207
INVAR-3, Run: 005, P, 0, 0, 0, 0, 0, 33, 459, 1, 0, 0, 82, 0, 164, 459, 59, 59, 0, 82, 58, 23, 82, 82, 164, 368, 184
INVAR-3, Run: 006, P, 0, 0, 0, 0, 0, 51, 441, 1, 0, 0, 82, 0, 164, 441, 45, 45, 0, 82, 54, 27, 82, 82, 164, 424, 212
