Input Number, Run_Number, Result@ 100, F, Y, CE, X1, A, B, C, PO, D, CO, PE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 046, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4454, 61, 93, 4422, 100, 65, 34, 116, 84, 200, 2064, 1016
INVAR-10, Run: 047, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 4768, 86, 124, 4730, 100, 61, 38, 119, 81, 200, 2254, 1108
INVAR-10, Run: 048, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 32, 1, 116, 34, 200, 4712, 69, 101, 4680, 100, 66, 33, 116, 83, 200, 2786, 1376
INVAR-10, Run: 049, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 4977, 77, 113, 4941, 100, 69, 30, 118, 82, 200, 2124, 1044
INVAR-10, Run: 050, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 30, 1, 115, 30, 200, 5911, 61, 91, 5881, 100, 67, 32, 115, 85, 200, 1980, 975
INVAR-10, Run: 051, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 24, 1, 112, 24, 200, 4594, 80, 104, 4570, 100, 62, 37, 112, 88, 200, 2412, 1194
INVAR-10, Run: 052, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 4613, 72, 102, 4583, 100, 60, 39, 115, 84, 200, 2388, 1178
INVAR-10, Run: 053, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 30, 1, 115, 30, 200, 4878, 71, 101, 4848, 100, 62, 37, 115, 85, 200, 1864, 917
INVAR-10, Run: 054, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 22, 1, 111, 22, 200, 3905, 64, 86, 3883, 100, 53, 46, 111, 89, 200, 2442, 1210
INVAR-10, Run: 055, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 5230, 76, 102, 5204, 100, 58, 41, 113, 87, 200, 2614, 1294
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 5303, 71, 103, 5271, 100, 52, 47, 116, 84, 200, 3246, 1607
INVAR-10, Run: 057, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 6227, 77, 115, 6189, 100, 58, 41, 119, 81, 200, 2322, 1142
INVAR-10, Run: 058, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 5302, 78, 108, 5272, 100, 64, 35, 115, 84, 200, 1826, 897
INVAR-10, Run: 059, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 30, 1, 115, 30, 200, 5608, 67, 97, 5578, 100, 66, 33, 115, 85, 200, 2870, 1420
INVAR-10, Run: 060, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 36, 1, 118, 38, 200, 6260, 64, 100, 6224, 100, 61, 38, 118, 81, 200, 2126, 1044
INVAR-10, Run: 061, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 30, 1, 115, 30, 200, 5126, 62, 92, 5096, 100, 65, 34, 115, 85, 200, 2026, 998
INVAR-10, Run: 062, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 28, 1, 114, 28, 200, 3827, 62, 90, 3799, 100, 67, 32, 114, 86, 200, 2094, 1033
INVAR-10, Run: 063, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 5549, 65, 103, 5511, 100, 60, 39, 119, 81, 200, 1940, 951
INVAR-10, Run: 064, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 24, 1, 112, 24, 200, 4907, 75, 99, 4883, 100, 57, 42, 112, 88, 200, 2310, 1143
INVAR-10, Run: 065, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 42, 1, 121, 42, 200, 5322, 67, 109, 5280, 100, 73, 26, 121, 79, 200, 2154, 1056
INVAR-10, Run: 066, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 5240, 72, 110, 5202, 100, 66, 33, 119, 81, 200, 2328, 1145
INVAR-10, Run: 067, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 5794, 70, 104, 5760, 100, 51, 48, 117, 83, 200, 2290, 1128
INVAR-10, Run: 068, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 38, 1, 119, 40, 200, 5474, 73, 111, 5436, 100, 59, 40, 119, 80, 200, 2196, 1078
INVAR-10, Run: 069, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 4570, 71, 101, 4540, 100, 60, 39, 115, 84, 200, 2628, 1298
INVAR-10, Run: 070, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 4330, 51, 77, 4304, 100, 64, 35, 113, 87, 200, 2554, 1264
INVAR-10, Run: 071, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 4358, 64, 100, 4322, 100, 61, 38, 118, 82, 200, 3316, 1640
INVAR-10, Run: 072, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 5338, 72, 98, 5312, 100, 60, 39, 113, 87, 200, 3050, 1512
INVAR-10, Run: 073, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 28, 1, 114, 30, 200, 3967, 56, 84, 3939, 100, 60, 39, 114, 85, 200, 2310, 1140
INVAR-10, Run: 074, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 6187, 80, 116, 6151, 100, 65, 34, 118, 82, 200, 2824, 1394
INVAR-10, Run: 075, F, 1, 0, 3, 0, 0, 0, 0, 0, 604, 32, 1, 116, 35, 200, 5505, 84, 116, 5473, 100, 62, 37, 116, 82, 200, 2174, 1069
INVAR-10, Run: 076, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 4668, 78, 108, 4638, 100, 75, 24, 115, 84, 200, 2124, 1046
INVAR-10, Run: 077, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 40, 1, 120, 40, 200, 5576, 77, 117, 5536, 100, 67, 32, 120, 80, 200, 2280, 1120
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 40, 1, 120, 40, 200, 6020, 64, 104, 5980, 100, 60, 39, 120, 80, 200, 2286, 1123
INVAR-10, Run: 079, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 5129, 76, 110, 5095, 100, 65, 34, 117, 83, 200, 2034, 1000
INVAR-10, Run: 080, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 36, 1, 118, 38, 200, 5185, 63, 99, 5149, 100, 76, 23, 118, 81, 200, 2356, 1159
INVAR-10, Run: 081, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 26, 1, 113, 28, 200, 4618, 59, 85, 4592, 100, 65, 34, 113, 86, 200, 2190, 1081
INVAR-10, Run: 082, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 5793, 75, 109, 5759, 100, 66, 33, 117, 83, 200, 3490, 1728
INVAR-10, Run: 083, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 30, 1, 115, 30, 200, 5273, 78, 108, 5243, 100, 71, 28, 115, 85, 200, 2568, 1269
INVAR-10, Run: 084, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 38, 1, 119, 40, 200, 5442, 71, 109, 5404, 100, 66, 33, 119, 80, 200, 2144, 1052
INVAR-10, Run: 085, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 40, 1, 120, 40, 200, 5001, 67, 107, 4961, 100, 69, 30, 120, 80, 200, 2492, 1226
INVAR-10, Run: 086, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 22, 1, 111, 22, 200, 4325, 65, 87, 4303, 100, 60, 39, 111, 89, 200, 2530, 1254
INVAR-10, Run: 087, F, 1, 0, 1, 0, 0, 0, 0, 0, 602, 36, 1, 118, 37, 200, 4053, 84, 120, 4017, 100, 59, 40, 118, 81, 200, 2214, 1088
INVAR-10, Run: 088, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 4080, 74, 104, 4050, 100, 56, 43, 115, 84, 200, 1764, 866
INVAR-10, Run: 089, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 36, 1, 118, 38, 200, 3934, 57, 93, 3898, 100, 58, 41, 118, 81, 200, 3090, 1526
INVAR-10, Run: 090, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 26, 1, 113, 28, 200, 5072, 60, 86, 5046, 100, 66, 33, 113, 86, 200, 2106, 1039
INVAR-10, Run: 091, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 40, 1, 120, 40, 200, 5638, 81, 121, 5598, 100, 49, 50, 120, 80, 200, 1662, 811
INVAR-10, Run: 092, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 32, 1, 116, 34, 200, 5207, 80, 112, 5175, 100, 58, 41, 116, 83, 200, 2638, 1302
INVAR-10, Run: 093, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 4033, 55, 85, 4003, 100, 66, 33, 115, 84, 200, 2458, 1213
INVAR-10, Run: 094, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4130, 76, 108, 4098, 100, 58, 41, 116, 84, 200, 3094, 1531
INVAR-10, Run: 095, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 28, 1, 114, 28, 200, 4772, 51, 79, 4744, 100, 69, 30, 114, 86, 200, 2246, 1109
INVAR-10, Run: 096, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 34, 1, 117, 36, 200, 3855, 73, 107, 3821, 100, 65, 34, 117, 82, 200, 2698, 1331
INVAR-10, Run: 097, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 28, 1, 114, 28, 200, 5237, 78, 106, 5209, 100, 64, 35, 114, 86, 200, 2988, 1480
INVAR-10, Run: 098, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 5457, 65, 97, 5425, 100, 62, 37, 116, 84, 200, 2240, 1104
INVAR-10, Run: 099, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 30, 1, 115, 30, 200, 4605, 70, 100, 4575, 100, 63, 36, 115, 85, 200, 3284, 1627
INVAR-10, Run: 100, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 32, 1, 116, 34, 200, 4607, 72, 104, 4575, 100, 55, 44, 116, 83, 200, 1862, 914
INVAR-2, Run: 001, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 812, 13, 25, 800, 28, 20, 7, 34, 21, 56, 268, 127
INVAR-2, Run: 002, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 766, 33, 47, 752, 28, 11, 16, 35, 21, 56, 156, 71
INVAR-2, Run: 003, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 520, 20, 34, 506, 28, 17, 10, 35, 21, 56, 140, 63
INVAR-2, Run: 004, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 633, 30, 42, 621, 28, 13, 14, 34, 21, 56, 232, 109
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 20, 1, 38, 20, 56, 837, 12, 32, 817, 28, 21, 6, 38, 18, 56, 292, 136
INVAR-2, Run: 006, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 915, 14, 24, 905, 28, 16, 11, 33, 23, 56, 364, 177
INVAR-2, Run: 007, F, 0, 0, 4, 0, 0, 0, 0, 0, 172, 12, 1, 34, 16, 56, 404, 22, 34, 392, 28, 18, 9, 34, 20, 56, 342, 163
INVAR-2, Run: 008, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 467, 25, 37, 455, 28, 14, 13, 34, 22, 56, 522, 255
INVAR-2, Run: 009, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 643, 26, 44, 625, 28, 17, 10, 37, 19, 56, 136, 59
INVAR-2, Run: 010, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 447, 41, 51, 437, 28, 17, 10, 33, 22, 56, 310, 149
INVAR-2, Run: 011, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 840, 26, 44, 822, 28, 19, 8, 37, 19, 56, 192, 87
INVAR-2, Run: 012, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 570, 19, 31, 558, 28, 18, 9, 34, 21, 56, 296, 141
INVAR-2, Run: 013, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 541, 24, 34, 531, 28, 21, 6, 33, 22, 56, 340, 164
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 545, 25, 39, 531, 28, 18, 9, 35, 21, 56, 184, 85
INVAR-2, Run: 015, F, 1, 0, 3, 0, 0, 0, 0, 0, 172, 8, 1, 32, 11, 56, 492, 20, 28, 484, 28, 19, 8, 32, 22, 56, 470, 229
INVAR-2, Run: 016, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 8, 1, 32, 10, 56, 599, 22, 30, 591, 28, 14, 13, 32, 23, 56, 222, 106
INVAR-2, Run: 017, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 516, 22, 36, 502, 28, 16, 11, 35, 21, 56, 170, 78
INVAR-2, Run: 018, F, 0, 0, 4, 0, 0, 0, 0, 0, 172, 10, 1, 33, 14, 56, 618, 23, 33, 608, 28, 17, 10, 33, 21, 56, 230, 108
INVAR-2, Run: 019, F, 1, 0, 1, 0, 0, 0, 0, 0, 170, 6, 1, 31, 7, 56, 436, 25, 31, 430, 28, 20, 7, 31, 24, 56, 836, 414
INVAR-2, Run: 020, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 658, 21, 33, 646, 28, 20, 7, 34, 21, 56, 194, 90
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 821, 18, 30, 809, 28, 21, 6, 34, 22, 56, 192, 90
INVAR-2, Run: 022, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 617, 23, 33, 607, 28, 18, 9, 33, 22, 56, 260, 124
INVAR-2, Run: 023, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 16, 1, 36, 18, 56, 983, 25, 41, 967, 28, 18, 9, 36, 19, 56, 196, 89
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 810, 19, 33, 796, 28, 16, 11, 35, 21, 56, 124, 55
INVAR-2, Run: 025, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 610, 20, 34, 596, 28, 13, 14, 35, 21, 56, 260, 123
INVAR-2, Run: 026, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 495, 12, 22, 485, 28, 18, 9, 33, 22, 56, 152, 70
INVAR-2, Run: 027, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 808, 22, 40, 790, 28, 17, 10, 37, 19, 56, 254, 118
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 854, 24, 34, 844, 28, 19, 8, 33, 23, 56, 158, 74
INVAR-2, Run: 029, F, 1, 0, 1, 0, 0, 0, 0, 0, 170, 14, 1, 35, 15, 56, 530, 16, 30, 516, 28, 18, 9, 35, 20, 56, 492, 238
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 996, 28, 42, 982, 28, 20, 7, 35, 21, 56, 306, 146
INVAR-2, Run: 031, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 800, 13, 23, 790, 28, 20, 7, 33, 22, 56, 242, 115
INVAR-2, Run: 032, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 6, 1, 31, 8, 56, 525, 32, 38, 519, 28, 16, 11, 31, 24, 56, 348, 170
INVAR-2, Run: 033, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 693, 26, 44, 675, 28, 16, 11, 37, 19, 56, 148, 65
INVAR-2, Run: 034, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 686, 29, 41, 674, 28, 17, 10, 34, 21, 56, 340, 163
INVAR-2, Run: 035, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 660, 30, 40, 650, 28, 15, 12, 33, 22, 56, 510, 249
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 842, 11, 27, 826, 28, 19, 8, 36, 20, 56, 146, 65
INVAR-2, Run: 037, F, 1, 0, 3, 0, 0, 0, 0, 0, 172, 14, 1, 35, 17, 56, 626, 20, 34, 612, 28, 15, 12, 35, 19, 56, 458, 220
INVAR-2, Run: 038, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 930, 29, 43, 916, 28, 17, 10, 35, 21, 56, 172, 79
INVAR-2, Run: 039, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 8, 1, 32, 10, 56, 681, 29, 37, 673, 28, 13, 14, 32, 23, 56, 256, 123
INVAR-2, Run: 040, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 590, 15, 27, 578, 28, 13, 14, 34, 22, 56, 152, 70
INVAR-2, Run: 041, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 716, 23, 35, 704, 28, 20, 7, 34, 22, 56, 180, 84
INVAR-2, Run: 042, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 8, 1, 32, 8, 56, 460, 29, 37, 452, 28, 13, 14, 32, 24, 56, 270, 131
INVAR-2, Run: 043, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 755, 13, 29, 739, 28, 16, 11, 36, 20, 56, 260, 122
INVAR-2, Run: 044, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 792, 19, 33, 778, 28, 20, 7, 35, 20, 56, 542, 263
INVAR-2, Run: 045, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 531, 28, 38, 521, 28, 15, 12, 33, 22, 56, 590, 289
INVAR-2, Run: 046, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 16, 1, 36, 18, 56, 588, 16, 32, 572, 28, 17, 10, 36, 19, 56, 200, 91
INVAR-2, Run: 047, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 818, 24, 38, 804, 28, 19, 8, 35, 21, 56, 320, 153
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 800, 15, 29, 786, 28, 17, 10, 35, 21, 56, 442, 214
INVAR-2, Run: 049, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 780, 18, 30, 768, 28, 14, 13, 34, 21, 56, 512, 249
INVAR-2, Run: 050, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 8, 1, 32, 10, 56, 518, 24, 32, 510, 28, 22, 5, 32, 23, 56, 324, 157
INVAR-2, Run: 051, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 733, 23, 35, 721, 28, 12, 15, 34, 22, 56, 342, 165
INVAR-2, Run: 052, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 16, 1, 36, 18, 56, 571, 18, 34, 555, 28, 18, 9, 36, 19, 56, 160, 71
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 611, 23, 37, 597, 28, 20, 7, 35, 21, 56, 350, 168
INVAR-2, Run: 054, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 506, 21, 31, 496, 28, 17, 10, 33, 22, 56, 204, 96
INVAR-2, Run: 055, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 654, 15, 25, 644, 28, 17, 10, 33, 23, 56, 200, 95
INVAR-2, Run: 056, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 955, 21, 37, 939, 28, 15, 12, 36, 20, 56, 494, 239
INVAR-2, Run: 057, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 820, 29, 47, 802, 28, 16, 11, 37, 19, 56, 182, 82
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 701, 9, 23, 687, 28, 16, 11, 35, 21, 56, 390, 188
INVAR-2, Run: 059, F, 1, 0, 3, 0, 0, 0, 0, 0, 172, 10, 1, 33, 13, 56, 630, 28, 38, 620, 28, 15, 12, 33, 21, 56, 256, 121
INVAR-2, Run: 060, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 625, 25, 39, 611, 28, 23, 4, 35, 20, 56, 292, 138
INVAR-2, Run: 061, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 465, 26, 36, 455, 28, 12, 15, 33, 22, 56, 330, 159
INVAR-2, Run: 062, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 831, 14, 30, 815, 28, 20, 7, 36, 20, 56, 328, 156
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 20, 1, 38, 20, 56, 763, 12, 32, 743, 28, 20, 7, 38, 18, 56, 160, 70
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 20, 1, 38, 20, 56, 595, 23, 43, 575, 28, 16, 11, 38, 18, 56, 614, 297
INVAR-2, Run: 065, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 750, 23, 37, 736, 28, 17, 10, 35, 20, 56, 184, 84
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 628, 22, 40, 610, 28, 20, 7, 37, 19, 56, 416, 199
INVAR-2, Run: 067, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 645, 30, 44, 631, 28, 19, 8, 35, 20, 56, 308, 146
INVAR-2, Run: 068, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 20, 1, 38, 20, 56, 974, 21, 41, 954, 28, 21, 6, 38, 18, 56, 172, 76
INVAR-2, Run: 069, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 414, 15, 27, 402, 28, 19, 8, 34, 21, 56, 246, 116
INVAR-2, Run: 070, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 620, 31, 41, 610, 28, 15, 12, 33, 22, 56, 486, 237
INVAR-2, Run: 071, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 632, 16, 30, 618, 28, 21, 6, 35, 20, 56, 180, 82
INVAR-2, Run: 072, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 846, 25, 43, 828, 28, 21, 6, 37, 19, 56, 194, 88
INVAR-2, Run: 073, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 781, 26, 38, 769, 28, 16, 11, 34, 21, 56, 338, 162
INVAR-2, Run: 074, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 8, 1, 32, 8, 56, 513, 21, 29, 505, 28, 17, 10, 32, 24, 56, 440, 216
INVAR-2, Run: 075, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 6, 1, 31, 8, 56, 355, 21, 27, 349, 28, 15, 12, 31, 24, 56, 176, 84
INVAR-2, Run: 076, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 655, 24, 36, 643, 28, 18, 9, 34, 22, 56, 218, 103
INVAR-2, Run: 077, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 556, 17, 29, 544, 28, 14, 13, 34, 22, 56, 300, 144
INVAR-2, Run: 078, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 506, 23, 37, 492, 28, 20, 7, 35, 21, 56, 230, 108
INVAR-2, Run: 079, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 761, 18, 36, 743, 28, 18, 9, 37, 19, 56, 356, 169
INVAR-2, Run: 080, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 516, 17, 27, 506, 28, 19, 8, 33, 23, 56, 276, 133
INVAR-2, Run: 081, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 607, 12, 28, 591, 28, 19, 8, 36, 20, 56, 270, 127
INVAR-2, Run: 082, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 503, 27, 39, 491, 28, 13, 14, 34, 22, 56, 472, 230
INVAR-2, Run: 083, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 634, 13, 25, 622, 28, 19, 8, 34, 22, 56, 242, 115
INVAR-2, Run: 084, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 635, 27, 39, 623, 28, 15, 12, 34, 21, 56, 126, 56
INVAR-2, Run: 085, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 747, 26, 40, 733, 28, 20, 7, 35, 21, 56, 334, 160
INVAR-2, Run: 086, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 524, 29, 39, 514, 28, 14, 13, 33, 23, 56, 408, 199
INVAR-2, Run: 087, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 8, 1, 32, 10, 56, 421, 15, 23, 413, 28, 22, 5, 32, 23, 56, 182, 86
INVAR-2, Run: 088, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 615, 15, 31, 599, 28, 14, 13, 36, 20, 56, 150, 67
INVAR-2, Run: 089, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 881, 20, 32, 869, 28, 17, 10, 34, 22, 56, 260, 124
INVAR-2, Run: 090, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 815, 13, 25, 803, 28, 20, 7, 34, 21, 56, 220, 103
INVAR-2, Run: 091, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 688, 13, 23, 678, 28, 16, 11, 33, 22, 56, 388, 188
