Input Number, Run_Number, Result@ 100, E, PE, B, X1, A, C, PO, D, CO, Y, CE, F
INVAR-1, Run: 001, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 002, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 003, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 004, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 005, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 006, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 007, P, 3, 0, 0, 0, 1, 0, 1, 0, 89, 89, 0, 2
INVAR-1, Run: 008, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 009, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 010, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 011, P, 6, 0, 0, 0, 1, 0, 1, 0, 69, 69, 0, 0
INVAR-1, Run: 012, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 013, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 014, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 015, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 016, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 017, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 018, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 019, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 020, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 021, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 022, P, 2, 0, 0, 0, 1, 0, 1, 0, 93, 93, 0, 0
INVAR-1, Run: 023, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 024, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 025, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 026, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 027, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 028, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 029, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 030, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 031, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 032, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 033, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 034, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 035, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 036, P, 2, 0, 0, 0, 1, 0, 1, 0, 93, 93, 0, 0
INVAR-1, Run: 037, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 038, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 039, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 040, P, 3, 0, 1, 0, 1, 0, 1, 0, 88, 88, 0, 1
INVAR-1, Run: 041, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 042, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 043, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 044, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 045, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 046, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 047, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 048, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 049, P, 2, 0, 0, 0, 1, 0, 1, 0, 93, 93, 0, 0
INVAR-1, Run: 050, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 051, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 052, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 053, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 054, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 055, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 056, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 057, P, 5, 0, 1, 0, 1, 0, 1, 0, 76, 76, 0, 1
INVAR-1, Run: 058, P, 6, 0, 0, 0, 1, 0, 1, 0, 69, 69, 0, 0
INVAR-1, Run: 059, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 060, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 061, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 062, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 063, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 064, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 065, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 066, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 067, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 068, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 069, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 070, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 071, P, 6, 0, 0, 0, 1, 0, 1, 0, 69, 69, 0, 0
INVAR-1, Run: 072, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 073, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 074, P, 5, 0, 0, 0, 1, 0, 1, 0, 77, 77, 0, 2
INVAR-1, Run: 075, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 076, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 077, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 078, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 079, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 080, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 081, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 082, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 083, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 084, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 085, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 086, P, 4, 0, 1, 0, 1, 0, 1, 0, 82, 82, 0, 1
INVAR-1, Run: 087, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 088, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 089, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 090, P, 5, 0, 0, 0, 1, 0, 1, 0, 75, 75, 0, 0
INVAR-1, Run: 091, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 092, P, 6, 0, 0, 0, 1, 0, 1, 0, 69, 69, 0, 0
INVAR-1, Run: 093, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 094, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 095, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 096, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 097, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 098, P, 3, 0, 0, 0, 1, 0, 1, 0, 87, 87, 0, 0
INVAR-1, Run: 099, P, 4, 0, 0, 0, 1, 0, 1, 0, 81, 81, 0, 0
INVAR-1, Run: 100, P, 6, 0, 1, 0, 1, 0, 1, 0, 70, 70, 0, 1
INVAR-10, Run: 001, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0
INVAR-10, Run: 002, P, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0
INVAR-10, Run: 003, P, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0
INVAR-10, Run: 004, P, 34, 0, 0, 0, 1, 0, 1, 0, 993, 993, 0, 0
INVAR-10, Run: 005, P, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0
INVAR-10, Run: 006, P, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0
INVAR-10, Run: 007, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0
INVAR-10, Run: 008, P, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0
INVAR-10, Run: 009, P, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0
INVAR-10, Run: 010, P, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0
INVAR-10, Run: 011, P, 42, 0, 0, 0, 1, 0, 1, 0, 945, 945, 0, 0
INVAR-10, Run: 012, P, 42, 0, 0, 0, 1, 0, 1, 0, 945, 945, 0, 0
INVAR-10, Run: 013, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0
INVAR-10, Run: 014, P, 31, 0, 0, 0, 1, 0, 1, 0, 1011, 1011, 0, 0
INVAR-10, Run: 015, P, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0
INVAR-10, Run: 016, P, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0
INVAR-10, Run: 017, P, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0
INVAR-10, Run: 018, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0
INVAR-10, Run: 019, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0
INVAR-10, Run: 020, P, 42, 0, 0, 0, 1, 0, 1, 0, 945, 945, 0, 0
INVAR-10, Run: 021, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0
INVAR-10, Run: 022, P, 34, 0, 0, 0, 1, 0, 1, 0, 993, 993, 0, 0
INVAR-10, Run: 023, P, 42, 0, 0, 0, 1, 0, 1, 0, 945, 945, 0, 0
INVAR-10, Run: 024, P, 42, 0, 0, 0, 1, 0, 1, 0, 945, 945, 0, 0
INVAR-10, Run: 025, P, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0
INVAR-10, Run: 026, P, 40, 0, 1, 0, 1, 0, 1, 0, 958, 958, 0, 1
INVAR-10, Run: 027, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0
INVAR-10, Run: 028, P, 34, 0, 0, 0, 1, 0, 1, 0, 993, 993, 0, 0
INVAR-10, Run: 029, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0
INVAR-10, Run: 030, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0
INVAR-10, Run: 031, P, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0
INVAR-10, Run: 032, P, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0
INVAR-10, Run: 033, P, 44, 0, 0, 0, 1, 0, 1, 0, 933, 933, 0, 0
INVAR-10, Run: 034, P, 34, 0, 0, 0, 1, 0, 1, 0, 993, 993, 0, 0
