Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P, Y
1, Run: 001, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 002, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 003, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 004, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 005, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 006, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 007, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 008, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 009, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 010, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 011, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 012, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 013, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 014, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 015, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 016, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 017, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 018, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 019, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 020, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 021, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 022, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 023, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 024, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 025, P, 22, 1, 0, 35, 0, 3, 2
1, Run: 026, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 027, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 028, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 029, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 030, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 031, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 032, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 033, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 034, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 035, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 036, P, 22, 0, 0, 35, 0, 2, 3
1, Run: 037, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 038, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 039, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 040, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 041, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 042, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 043, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 044, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 045, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 046, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 047, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 048, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 049, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 050, P, 22, 1, 0, 35, 0, 3, 2
1, Run: 051, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 052, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 053, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 054, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 055, P, 22, 1, 0, 35, 0, 3, 2
1, Run: 056, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 057, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 058, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 059, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 060, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 061, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 062, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 063, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 064, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 065, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 066, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 067, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 068, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 069, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 070, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 071, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 072, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 073, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 074, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 075, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 076, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 077, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 078, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 079, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 080, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 081, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 082, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 083, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 084, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 085, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 086, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 087, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 088, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 089, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 090, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 091, P, 22, 1, 0, 34, 0, 3, 2
1, Run: 092, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 093, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 094, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 095, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 096, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 097, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 098, P, 22, 1, 0, 33, 0, 3, 2
1, Run: 099, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 100, P, 22, 1, 0, 33, 0, 3, 2
10, Run: 001, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 002, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 003, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 004, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 005, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 006, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 007, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 008, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 009, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 010, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 011, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 012, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 013, P, 4, 1, 0, 14, 0, 2, 3
10, Run: 014, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 015, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 016, P, 3, 1, 0, 15, 0, 3, 2
10, Run: 017, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 018, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 019, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 020, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 021, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 022, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 023, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 024, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 025, P, 3, 1, 0, 15, 0, 3, 2
10, Run: 026, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 027, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 028, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 029, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 030, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 031, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 032, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 033, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 034, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 035, P, 3, 1, 0, 15, 0, 3, 2
10, Run: 036, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 037, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 038, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 039, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 040, P, 4, 0, 0, 13, 0, 1, 4
10, Run: 041, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 042, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 043, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 044, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 045, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 046, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 047, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 048, P, 3, 1, 0, 15, 0, 3, 2
10, Run: 049, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 050, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 051, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 052, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 053, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 054, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 055, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 056, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 057, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 058, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 059, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 060, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 061, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 062, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 063, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 064, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 065, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 066, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 067, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 068, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 069, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 070, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 071, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 072, P, 3, 1, 0, 15, 0, 3, 2
10, Run: 073, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 074, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 075, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 076, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 077, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 078, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 079, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 080, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 081, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 082, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 083, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 084, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 085, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 086, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 087, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 088, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 089, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 090, P, 4, 1, 0, 15, 0, 2, 3
10, Run: 091, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 092, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 093, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 094, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 095, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 096, P, 3, 1, 0, 14, 0, 3, 2
10, Run: 097, P, 3, 1, 0, 13, 0, 3, 2
10, Run: 098, P, 3, 1, 0, 13, 0, 3, 2
