Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P, Y
16, Run: 001, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 002, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 003, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 004, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 005, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 006, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 007, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 008, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 009, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 010, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 011, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 012, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 013, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 014, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 015, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 016, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 017, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 018, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 019, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 020, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 021, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 022, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 023, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 024, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 025, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 026, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 027, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 028, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 029, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 030, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 031, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 032, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 033, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 034, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 035, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 036, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 037, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 038, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 039, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 040, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 041, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 042, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 043, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 044, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 045, P, 33, 0, 3, 0, 5, 0, 0
16, Run: 046, P, 33, 0, 3, 0, 5, 0, 0
