Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P, Y
1, Run: 001, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 002, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 003, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 004, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 005, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 006, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 007, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 008, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 009, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 010, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 011, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 012, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 013, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 014, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 015, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 016, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 017, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 018, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 019, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 020, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 021, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 022, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 023, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 024, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 025, F, 22, 1, 0, 35, 0, 3, 2
1, Run: 026, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 027, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 028, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 029, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 030, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 031, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 032, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 033, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 034, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 035, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 036, P, 22, 0, 0, 35, 0, 2, 3
1, Run: 037, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 038, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 039, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 040, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 041, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 042, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 043, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 044, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 045, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 046, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 047, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 048, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 049, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 050, F, 22, 1, 0, 35, 0, 3, 2
1, Run: 051, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 052, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 053, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 054, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 055, F, 22, 1, 0, 35, 0, 3, 2
1, Run: 056, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 057, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 058, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 059, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 060, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 061, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 062, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 063, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 064, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 065, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 066, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 067, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 068, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 069, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 070, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 071, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 072, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 073, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 074, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 075, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 076, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 077, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 078, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 079, P, 22, 0, 0, 34, 0, 2, 3
1, Run: 080, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 081, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 082, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 083, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 084, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 085, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 086, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 087, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 088, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 089, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 090, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 091, F, 22, 1, 0, 34, 0, 3, 2
1, Run: 092, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 093, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 094, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 095, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 096, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 097, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 098, F, 22, 1, 0, 33, 0, 3, 2
1, Run: 099, P, 22, 0, 0, 33, 0, 2, 3
1, Run: 100, F, 22, 1, 0, 33, 0, 3, 2
10, Run: 001, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 002, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 003, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 004, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 005, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 006, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 007, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 008, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 009, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 010, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 011, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 012, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 013, F, 4, 1, 0, 14, 0, 2, 3
10, Run: 014, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 015, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 016, F, 3, 1, 0, 15, 0, 3, 2
10, Run: 017, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 018, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 019, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 020, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 021, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 022, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 023, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 024, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 025, F, 3, 1, 0, 15, 0, 3, 2
10, Run: 026, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 027, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 028, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 029, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 030, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 031, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 032, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 033, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 034, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 035, F, 3, 1, 0, 15, 0, 3, 2
10, Run: 036, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 037, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 038, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 039, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 040, P, 4, 0, 0, 13, 0, 1, 4
10, Run: 041, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 042, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 043, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 044, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 045, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 046, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 047, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 048, F, 3, 1, 0, 15, 0, 3, 2
10, Run: 049, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 050, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 051, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 052, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 053, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 054, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 055, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 056, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 057, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 058, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 059, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 060, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 061, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 062, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 063, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 064, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 065, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 066, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 067, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 068, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 069, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 070, F, 3, 1, 0, 13, 0, 3, 2
10, Run: 071, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 072, F, 3, 1, 0, 15, 0, 3, 2
10, Run: 073, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 074, P, 3, 0, 0, 14, 0, 2, 3
10, Run: 075, F, 3, 1, 0, 14, 0, 3, 2
10, Run: 076, P, 3, 0, 0, 13, 0, 2, 3
10, Run: 077, F, 3, 1, 0, 13, 0, 3, 2
