Input Number, Run_Number, Result@ 100, ak, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-11, Run: 041, F, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 2, 1, 0, 2, 0, 0, 25, 9, 27, 10, 0, 1, 4, 1, 0, 2, 0, 4, 1, 1, 1, 0, 0, 0, 0, 22, 2, 23, 3, 1, 0, 0, 21, 0, 0, 0, 1, 1, 1, 5, 0, 0, 18, 6, 5, 19, 6, 1, 1, 1, 1, 1, 0, 0, 22, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0, 0, 5, 0, 6, 1, 1, 1
INVAR-11, Run: 042, F, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 3, 0, 0, 2, 0, 0, 5, 0, 6, 1, 1, 1, 5, 0, 0, 14, 2, 15, 3, 1, 1, 0, 0, 0, 0, 9, 0, 10, 1, 1, 0, 0, 2, 0, 3, 0, 4, 1, 1, 5, 0, 0, 10, 0, 4, 11, 5, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 19, 9, 20, 1, 10, 1
INVAR-11, Run: 043, F, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 5, 3, 2, 1, 0, 2, 0, 0, 7, 6, 9, 7, 1, 1, 2, 3, 0, 4, 2, 8, 3, 1, 1, 1, 0, 0, 0, 7, 3, 8, 4, 1, 0, 0, 3, 0, 5, 1, 6, 2, 1, 5, 0, 0, 14, 1, 0, 15, 1, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0, 0, 20, 4, 21, 1, 5, 1
INVAR-11, Run: 044, F, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 2, 1, 0, 1, 1, 0, 22, 3, 25, 4, 1, 1, 4, 1, 0, 33, 4, 35, 5, 1, 1, 0, 0, 0, 0, 3, 1, 4, 2, 1, 0, 0, 8, 0, 2, 0, 3, 1, 1, 4, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 1, 0, 0, 0, 0, 4, 1, 6, 1, 2, 1
INVAR-11, Run: 045, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 3, 0, 0, 2, 0, 0, 44, 14, 45, 15, 1, 1, 4, 1, 0, 20, 4, 22, 5, 1, 1, 0, 0, 0, 0, 22, 2, 23, 3, 1, 0, 0, 11, 0, 14, 5, 14, 5, 0, 5, 0, 0, 4, 5, 0, 5, 1, 1, 1, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 046, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 3, 0, 0, 1, 1, 0, 2, 1, 4, 2, 0, 1, 3, 2, 0, 46, 10, 48, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 047, F, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 2, 1, 0, 1, 1, 0, 40, 11, 43, 12, 0, 1, 5, 0, 0, 6, 0, 7, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 9, 1, 10, 2, 1, 5, 0, 0, 7, 0, 0, 8, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1
INVAR-11, Run: 048, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 2, 1, 0, 1, 1, 0, 17, 7, 20, 8, 0, 1, 4, 0, 1, 5, 2, 7, 4, 1, 1, 0, 0, 0, 0, 44, 10, 44, 10, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 5, 0, 0, 7, 3, 1, 8, 2, 1, 1, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 049, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 2, 1, 0, 1, 1, 0, 13, 4, 16, 5, 1, 1, 4, 1, 0, 15, 1, 17, 2, 1, 1, 0, 0, 0, 0, 39, 10, 40, 11, 1, 0, 0, 0, 0, 9, 3, 10, 4, 1, 3, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 050, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 3, 0, 0, 2, 0, 0, 9, 2, 10, 3, 1, 1, 5, 0, 0, 20, 4, 21, 5, 1, 1, 0, 0, 0, 0, 20, 5, 21, 6, 1, 0, 0, 1, 0, 34, 7, 34, 7, 0, 5, 0, 0, 21, 1, 5, 22, 6, 1, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 051, F, 0, 5, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 5, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 5, 0, 0, 7, 3, 8, 4, 1, 1, 0, 0, 0, 0, 5, 1, 6, 2, 1, 0, 0, 4, 0, 37, 5, 38, 6, 1, 4, 1, 0, 19, 0, 2, 21, 3, 1, 1, 1, 1, 1, 0, 0, 5, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 11, 6, 13, 7, 1, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 052, F, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 3, 0, 0, 2, 0, 0, 5, 2, 6, 3, 0, 1, 3, 1, 1, 3, 1, 6, 3, 1, 1, 0, 0, 0, 0, 16, 7, 17, 8, 1, 0, 0, 7, 0, 1, 0, 2, 1, 1, 4, 1, 0, 4, 0, 2, 6, 3, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 1, 0, 0, 0, 0, 1, 1, 3, 1, 2, 1
INVAR-11, Run: 053, F, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 4, 1, 1, 0, 2, 0, 0, 1, 1, 3, 2, 1, 1, 4, 1, 0, 6, 1, 8, 2, 1, 1, 0, 0, 0, 0, 23, 9, 24, 10, 1, 0, 0, 2, 0, 7, 1, 8, 2, 1, 5, 0, 0, 6, 0, 0, 7, 1, 1, 1, 1, 1, 1, 0, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 1, 10, 2, 1, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 054, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 5, 5, 2, 0, 1, 2, 0, 0, 25, 8, 27, 10, 0, 1, 5, 0, 0, 7, 3, 8, 4, 1, 1, 0, 0, 0, 0, 1, 1, 2, 2, 1, 0, 0, 12, 0, 20, 3, 21, 4, 1, 3, 1, 1, 28, 2, 10, 31, 12, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 23, 5, 24, 1, 6, 0
INVAR-11, Run: 055, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 3, 0, 0, 2, 0, 0, 6, 2, 7, 3, 4, 1, 5, 0, 0, 4, 1, 5, 2, 1, 1, 0, 0, 0, 0, 3, 0, 4, 1, 1, 0, 0, 7, 0, 4, 0, 5, 1, 1, 5, 0, 0, 55, 1, 14, 56, 14, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 056, F, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 3, 5, 2, 1, 0, 1, 1, 0, 4, 1, 7, 2, 0, 1, 3, 0, 0, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 20, 0, 2, 0, 3, 1, 1, 3, 0, 0, 5, 2, 0, 6, 1, 1, 1, 1, 1, 1, 0, 0, 21, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 15, 3, 18, 1, 4, 1
INVAR-11, Run: 057, F, 0, 5, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 2, 0, 0, 2, 0, 0, 1, 0, 2, 1, 0, 1, 4, 1, 0, 36, 7, 38, 8, 1, 1, 0, 0, 0, 0, 16, 4, 17, 5, 1, 0, 0, 8, 0, 16, 4, 17, 4, 0, 4, 0, 1, 13, 2, 3, 15, 5, 1, 1, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 058, F, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 2, 1, 0, 0, 2, 0, 9, 1, 13, 2, 0, 1, 4, 0, 0, 1, 0, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 16, 5, 17, 6, 1, 4, 0, 0, 6, 0, 0, 7, 1, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 7, 1, 8, 1, 2, 1
INVAR-11, Run: 059, F, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 5, 3, 1, 2, 0, 2, 0, 0, 8, 3, 11, 4, 1, 1, 3, 2, 0, 4, 3, 7, 4, 1, 1, 1, 0, 0, 0, 3, 1, 4, 2, 1, 0, 0, 7, 0, 7, 4, 8, 5, 1, 5, 0, 0, 15, 2, 10, 16, 11, 1, 1, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0, 0, 7, 4, 8, 1, 5, 1
INVAR-11, Run: 060, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 0, 0, 1, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 1, 2, 0, 1, 1, 0, 7, 3, 11, 4, 0, 0, 5, 0, 0, 7, 3, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 061, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 2, 1, 0, 2, 0, 0, 0, 0, 2, 1, 1, 1, 4, 0, 1, 3, 4, 5, 6, 1, 1, 0, 0, 0, 0, 1, 1, 2, 2, 1, 0, 0, 45, 0, 6, 2, 7, 3, 1, 4, 1, 0, 14, 12, 4, 16, 4, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 062, F, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 3, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 5, 0, 0, 3, 0, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 20, 0, 15, 3, 16, 4, 1, 3, 2, 0, 13, 5, 6, 16, 7, 1, 1, 1, 1, 1, 0, 0, 21, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 3, 0, 0, 0, 0, 2, 1, 6, 1, 2, 1
INVAR-11, Run: 063, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 3, 0, 0, 2, 0, 0, 7, 2, 8, 3, 0, 1, 5, 0, 0, 2, 0, 3, 1, 1, 1, 0, 0, 0, 0, 7, 1, 8, 2, 1, 0, 0, 5, 0, 16, 2, 17, 3, 1, 3, 2, 0, 40, 1, 8, 43, 9, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 13, 3, 13, 1, 3, 0
INVAR-11, Run: 064, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 3, 0, 0, 2, 0, 0, 6, 2, 7, 3, 1, 1, 5, 0, 0, 4, 0, 5, 1, 1, 1, 0, 0, 0, 0, 6, 2, 7, 3, 1, 0, 0, 36, 0, 4, 2, 5, 3, 1, 5, 0, 0, 15, 6, 4, 16, 5, 1, 1, 1, 1, 1, 0, 0, 38, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 2, 0, 0, 0, 0, 11, 1, 13, 1, 1, 0
INVAR-11, Run: 065, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 3, 0, 0, 2, 0, 0, 22, 1, 23, 2, 2, 1, 5, 0, 0, 5, 3, 6, 4, 1, 1, 0, 0, 0, 0, 47, 10, 48, 11, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 3, 2, 0, 5, 3, 2, 8, 3, 1, 1, 1, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 066, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 2, 1, 0, 1, 1, 0, 3, 3, 6, 4, 1, 1, 4, 1, 0, 20, 4, 22, 5, 1, 1, 0, 0, 0, 0, 7, 1, 8, 2, 1, 0, 0, 10, 0, 6, 0, 7, 1, 1, 5, 0, 0, 15, 3, 2, 16, 3, 1, 1, 1, 1, 1, 0, 0, 12, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 1, 0, 0, 0, 0, 19, 4, 20, 1, 4, 0
INVAR-11, Run: 067, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 2, 1, 0, 2, 0, 0, 12, 3, 14, 4, 1, 1, 4, 0, 1, 11, 6, 13, 8, 1, 1, 0, 0, 0, 0, 3, 0, 4, 1, 1, 0, 0, 14, 0, 4, 3, 5, 4, 1, 4, 1, 0, 38, 4, 6, 40, 7, 1, 1, 1, 1, 1, 0, 0, 16, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 1, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0
INVAR-11, Run: 068, F, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 3, 0, 0, 2, 0, 0, 34, 6, 35, 7, 1, 1, 5, 0, 0, 13, 2, 14, 3, 1, 1, 0, 0, 0, 0, 10, 3, 11, 4, 1, 0, 0, 13, 0, 34, 5, 34, 5, 0, 5, 0, 0, 1, 3, 1, 2, 2, 1, 1, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 069, F, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 5, 3, 3, 0, 0, 2, 0, 0, 13, 1, 14, 2, 2, 1, 5, 0, 0, 7, 0, 8, 1, 1, 1, 0, 0, 0, 0, 13, 3, 14, 4, 1, 0, 0, 7, 0, 9, 4, 10, 5, 1, 3, 1, 1, 13, 2, 3, 16, 5, 1, 1, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 12, 4, 13, 1, 5, 1
