Input Number, Run_Number, Result@ 100, X, Y, Z
INVAR-11, Run: 095, P, 66, 0, 100
INVAR-11, Run: 096, P, 55, 0, 100
INVAR-11, Run: 097, P, 50, 0, 100
INVAR-11, Run: 098, P, 70, 0, 100
INVAR-11, Run: 099, P, 59, 0, 100
INVAR-11, Run: 100, P, 56, 0, 100
INVAR-12, Run: 001, P, 17, 0, 200
INVAR-12, Run: 002, P, 22, 0, 200
INVAR-12, Run: 003, P, 34, 0, 200
INVAR-12, Run: 004, P, 34, 0, 200
INVAR-12, Run: 005, P, 42, 0, 200
INVAR-12, Run: 006, P, 26, 0, 200
INVAR-12, Run: 007, P, 27, 0, 200
INVAR-12, Run: 008, P, 32, 0, 200
INVAR-12, Run: 009, P, 28, 0, 200
INVAR-12, Run: 010, P, 30, 0, 200
INVAR-12, Run: 011, P, 42, 0, 200
INVAR-12, Run: 012, P, 26, 0, 200
INVAR-12, Run: 013, P, 29, 0, 200
INVAR-12, Run: 014, P, 38, 0, 200
INVAR-12, Run: 015, P, 30, 0, 200
INVAR-12, Run: 016, P, 43, 0, 200
INVAR-12, Run: 017, P, 39, 0, 200
INVAR-12, Run: 018, P, 18, 0, 200
INVAR-12, Run: 019, P, 18, 0, 200
INVAR-12, Run: 020, P, 24, 0, 200
INVAR-12, Run: 021, P, 54, 0, 200
INVAR-12, Run: 022, P, 40, 0, 200
INVAR-12, Run: 023, P, 35, 0, 200
INVAR-12, Run: 024, P, 19, 0, 200
INVAR-12, Run: 025, P, 24, 0, 200
INVAR-12, Run: 026, P, 28, 0, 200
INVAR-12, Run: 027, P, 31, 0, 200
INVAR-12, Run: 028, P, 18, 0, 200
INVAR-12, Run: 029, P, 34, 0, 200
INVAR-12, Run: 030, P, 26, 0, 200
INVAR-12, Run: 031, P, 22, 0, 200
INVAR-12, Run: 032, P, 23, 0, 200
INVAR-12, Run: 033, P, 32, 0, 200
INVAR-12, Run: 034, P, 26, 0, 200
INVAR-12, Run: 035, P, 31, 0, 200
INVAR-12, Run: 036, P, 24, 0, 200
INVAR-12, Run: 037, P, 19, 0, 200
INVAR-12, Run: 038, P, 22, 0, 200
INVAR-12, Run: 039, P, 27, 0, 200
INVAR-12, Run: 040, P, 26, 0, 200
INVAR-12, Run: 041, P, 36, 0, 200
INVAR-12, Run: 042, P, 23, 0, 200
INVAR-12, Run: 043, P, 27, 0, 200
INVAR-12, Run: 044, P, 30, 0, 200
INVAR-12, Run: 045, P, 44, 0, 200
INVAR-12, Run: 046, P, 44, 0, 200
INVAR-12, Run: 047, P, 25, 0, 200
INVAR-12, Run: 048, P, 24, 0, 200
INVAR-12, Run: 049, P, 24, 0, 200
INVAR-12, Run: 050, P, 17, 0, 200
INVAR-12, Run: 051, P, 15, 0, 200
INVAR-12, Run: 052, P, 30, 0, 200
INVAR-12, Run: 053, P, 19, 0, 200
INVAR-12, Run: 054, P, 23, 0, 200
INVAR-12, Run: 055, P, 35, 0, 200
INVAR-12, Run: 056, P, 37, 0, 200
INVAR-12, Run: 057, P, 37, 0, 200
INVAR-12, Run: 058, P, 36, 0, 200
INVAR-12, Run: 059, P, 33, 0, 200
INVAR-12, Run: 060, P, 34, 0, 200
INVAR-12, Run: 061, P, 36, 0, 200
INVAR-12, Run: 062, P, 51, 0, 200
INVAR-12, Run: 063, P, 26, 0, 200
INVAR-12, Run: 064, P, 28, 0, 200
INVAR-12, Run: 065, P, 33, 0, 200
INVAR-12, Run: 066, P, 36, 0, 200
INVAR-12, Run: 067, P, 17, 0, 200
INVAR-12, Run: 068, P, 19, 0, 200
INVAR-12, Run: 069, P, 43, 0, 200
INVAR-12, Run: 070, P, 11, 0, 200
INVAR-12, Run: 071, P, 40, 0, 200
INVAR-12, Run: 072, P, 41, 0, 200
INVAR-12, Run: 073, P, 32, 0, 200
INVAR-12, Run: 074, P, 29, 0, 200
INVAR-12, Run: 075, P, 21, 0, 200
INVAR-12, Run: 076, P, 46, 0, 200
INVAR-12, Run: 077, P, 40, 0, 200
INVAR-12, Run: 078, P, 18, 0, 200
INVAR-12, Run: 079, P, 20, 0, 200
INVAR-12, Run: 080, P, 13, 0, 200
INVAR-12, Run: 081, P, 29, 0, 200
INVAR-12, Run: 082, P, 20, 0, 200
INVAR-12, Run: 083, P, 42, 0, 200
INVAR-12, Run: 084, P, 24, 0, 200
INVAR-12, Run: 085, P, 43, 0, 200
INVAR-12, Run: 086, P, 28, 0, 200
INVAR-12, Run: 087, P, 46, 0, 200
INVAR-12, Run: 088, P, 38, 0, 200
INVAR-12, Run: 089, P, 13, 0, 200
INVAR-12, Run: 090, P, 29, 0, 200
INVAR-12, Run: 091, P, 33, 0, 200
INVAR-12, Run: 092, P, 27, 0, 200
INVAR-12, Run: 093, P, 27, 0, 200
INVAR-12, Run: 094, P, 37, 0, 200
INVAR-12, Run: 095, P, 29, 0, 200
INVAR-12, Run: 096, P, 26, 0, 200
INVAR-12, Run: 097, P, 25, 0, 200
INVAR-12, Run: 098, P, 33, 0, 200
INVAR-12, Run: 099, P, 37, 0, 200
INVAR-12, Run: 100, P, 26, 0, 200
INVAR-13, Run: 001, P, 103, 0, 18
INVAR-13, Run: 002, P, 101, 0, 18
INVAR-13, Run: 003, P, 79, 0, 18
INVAR-13, Run: 004, P, 83, 0, 18
INVAR-13, Run: 005, P, 74, 0, 18
INVAR-13, Run: 006, P, 79, 0, 18
INVAR-13, Run: 007, P, 92, 0, 18
INVAR-13, Run: 008, P, 92, 0, 18
INVAR-13, Run: 009, P, 85, 0, 18
INVAR-13, Run: 010, P, 93, 0, 18
INVAR-13, Run: 011, P, 78, 0, 18
INVAR-13, Run: 012, P, 92, 0, 18
INVAR-13, Run: 013, P, 101, 0, 18
INVAR-13, Run: 014, P, 75, 0, 18
INVAR-13, Run: 015, P, 99, 0, 18
INVAR-13, Run: 016, P, 82, 0, 18
INVAR-13, Run: 017, P, 76, 0, 18
INVAR-13, Run: 018, P, 75, 0, 18
INVAR-13, Run: 019, P, 93, 0, 18
INVAR-13, Run: 020, P, 95, 0, 18
INVAR-13, Run: 021, P, 108, 0, 18
INVAR-13, Run: 022, P, 95, 0, 18
INVAR-13, Run: 023, P, 91, 0, 18
INVAR-13, Run: 024, P, 82, 0, 18
INVAR-13, Run: 025, P, 78, 0, 18
INVAR-13, Run: 026, P, 77, 0, 18
INVAR-13, Run: 027, P, 73, 0, 18
INVAR-13, Run: 028, P, 82, 0, 18
INVAR-13, Run: 029, P, 86, 0, 18
INVAR-13, Run: 030, P, 107, 0, 18
INVAR-13, Run: 031, P, 81, 0, 18
INVAR-13, Run: 032, P, 81, 0, 18
INVAR-13, Run: 033, P, 89, 0, 18
INVAR-13, Run: 034, P, 89, 0, 18
INVAR-13, Run: 035, P, 75, 0, 18
INVAR-13, Run: 036, P, 88, 0, 18
INVAR-13, Run: 037, P, 92, 0, 18
INVAR-13, Run: 038, P, 78, 0, 18
INVAR-13, Run: 039, P, 92, 0, 18
INVAR-13, Run: 040, P, 81, 0, 18
INVAR-13, Run: 041, P, 93, 0, 18
INVAR-13, Run: 042, P, 93, 0, 18
INVAR-13, Run: 043, P, 96, 0, 18
INVAR-13, Run: 044, P, 87, 0, 18
INVAR-13, Run: 045, P, 93, 0, 18
INVAR-13, Run: 046, P, 101, 0, 18
INVAR-13, Run: 047, P, 85, 0, 18
INVAR-13, Run: 048, P, 86, 0, 18
INVAR-13, Run: 049, P, 87, 0, 18
INVAR-13, Run: 050, P, 88, 0, 18
INVAR-13, Run: 051, P, 86, 0, 18
INVAR-13, Run: 052, P, 100, 0, 18
INVAR-13, Run: 053, P, 68, 0, 18
INVAR-13, Run: 054, P, 76, 0, 18
INVAR-13, Run: 055, P, 81, 0, 18
INVAR-13, Run: 056, P, 88, 0, 18
INVAR-13, Run: 057, P, 100, 0, 18
INVAR-13, Run: 058, P, 84, 0, 18
INVAR-13, Run: 059, P, 103, 0, 18
INVAR-13, Run: 060, P, 97, 0, 18
INVAR-13, Run: 061, P, 85, 0, 18
INVAR-13, Run: 062, P, 98, 0, 18
INVAR-13, Run: 063, P, 86, 0, 18
INVAR-13, Run: 064, P, 95, 0, 18
INVAR-13, Run: 065, P, 86, 0, 18
INVAR-13, Run: 066, P, 89, 0, 18
INVAR-13, Run: 067, P, 76, 0, 18
INVAR-13, Run: 068, P, 81, 0, 18
INVAR-13, Run: 069, P, 82, 0, 18
INVAR-13, Run: 070, P, 78, 0, 18
INVAR-13, Run: 071, P, 87, 0, 18
INVAR-13, Run: 072, P, 79, 0, 18
INVAR-13, Run: 073, P, 79, 0, 18
INVAR-13, Run: 074, P, 74, 0, 18
INVAR-13, Run: 075, P, 91, 0, 18
INVAR-13, Run: 076, P, 83, 0, 18
INVAR-13, Run: 077, P, 79, 0, 18
INVAR-13, Run: 078, P, 98, 0, 18
INVAR-13, Run: 079, P, 70, 0, 18
INVAR-13, Run: 080, P, 83, 0, 18
INVAR-13, Run: 081, P, 89, 0, 18
INVAR-13, Run: 082, P, 63, 0, 18
INVAR-13, Run: 083, P, 76, 0, 18
INVAR-13, Run: 084, P, 86, 0, 18
INVAR-13, Run: 085, P, 85, 0, 18
INVAR-13, Run: 086, P, 79, 0, 18
INVAR-13, Run: 087, P, 84, 0, 18
INVAR-13, Run: 088, P, 82, 0, 18
INVAR-13, Run: 089, P, 82, 0, 18
INVAR-13, Run: 090, P, 68, 0, 18
INVAR-13, Run: 091, P, 71, 0, 18
INVAR-13, Run: 092, P, 79, 0, 18
INVAR-13, Run: 093, P, 93, 0, 18
INVAR-13, Run: 094, P, 85, 0, 18
INVAR-13, Run: 095, P, 83, 0, 18
INVAR-13, Run: 096, P, 78, 0, 18
INVAR-13, Run: 097, P, 64, 0, 18
INVAR-13, Run: 098, P, 83, 0, 18
INVAR-13, Run: 099, P, 75, 0, 18
INVAR-13, Run: 100, P, 88, 0, 18
INVAR-14, Run: 001, P, 110, 0, 86
INVAR-14, Run: 002, P, 107, 0, 86
INVAR-14, Run: 003, P, 93, 0, 86
INVAR-14, Run: 004, P, 106, 0, 86
INVAR-14, Run: 005, P, 96, 0, 86
INVAR-14, Run: 006, P, 98, 0, 86
INVAR-14, Run: 007, P, 98, 0, 86
INVAR-14, Run: 008, P, 107, 0, 86
INVAR-14, Run: 009, P, 115, 0, 86
INVAR-14, Run: 010, P, 125, 0, 86
INVAR-14, Run: 011, P, 108, 0, 86
INVAR-14, Run: 012, P, 99, 0, 86
INVAR-14, Run: 013, P, 108, 0, 86
INVAR-14, Run: 014, P, 112, 0, 86
INVAR-14, Run: 015, P, 110, 0, 86
INVAR-14, Run: 016, P, 104, 0, 86
INVAR-14, Run: 017, P, 87, 0, 86
INVAR-14, Run: 018, P, 82, 0, 86
INVAR-14, Run: 019, P, 113, 0, 86
INVAR-14, Run: 020, P, 109, 0, 86
INVAR-14, Run: 021, P, 107, 0, 86
INVAR-14, Run: 022, P, 95, 0, 86
INVAR-14, Run: 023, P, 117, 0, 86
INVAR-14, Run: 024, P, 113, 0, 86
INVAR-14, Run: 025, P, 94, 0, 86
INVAR-14, Run: 026, P, 110, 0, 86
INVAR-14, Run: 027, P, 99, 0, 86
INVAR-14, Run: 028, P, 103, 0, 86
INVAR-14, Run: 029, P, 114, 0, 86
INVAR-14, Run: 030, P, 100, 0, 86
INVAR-14, Run: 031, P, 94, 0, 86
INVAR-14, Run: 032, P, 102, 0, 86
INVAR-14, Run: 033, P, 96, 0, 86
INVAR-14, Run: 034, P, 117, 0, 86
INVAR-14, Run: 035, P, 127, 0, 86
INVAR-14, Run: 036, P, 109, 0, 86
INVAR-14, Run: 037, P, 95, 0, 86
INVAR-14, Run: 038, P, 106, 0, 86
INVAR-14, Run: 039, P, 131, 0, 86
INVAR-14, Run: 040, P, 96, 0, 86
INVAR-14, Run: 041, P, 109, 0, 86
INVAR-14, Run: 042, P, 96, 0, 86
INVAR-14, Run: 043, P, 94, 0, 86
INVAR-14, Run: 044, P, 101, 0, 86
INVAR-14, Run: 045, P, 112, 0, 86
INVAR-14, Run: 046, P, 115, 0, 86
INVAR-14, Run: 047, P, 119, 0, 86
INVAR-14, Run: 048, P, 107, 0, 86
INVAR-14, Run: 049, P, 85, 0, 86
INVAR-14, Run: 050, P, 109, 0, 86
INVAR-14, Run: 051, P, 94, 0, 86
INVAR-14, Run: 052, P, 94, 0, 86
INVAR-14, Run: 053, P, 121, 0, 86
INVAR-14, Run: 054, P, 105, 0, 86
INVAR-14, Run: 055, P, 96, 0, 86
INVAR-14, Run: 056, P, 109, 0, 86
INVAR-14, Run: 057, P, 110, 0, 86
INVAR-14, Run: 058, P, 102, 0, 86
INVAR-14, Run: 059, P, 107, 0, 86
INVAR-14, Run: 060, P, 104, 0, 86
INVAR-14, Run: 061, P, 107, 0, 86
INVAR-14, Run: 062, P, 101, 0, 86
INVAR-14, Run: 063, P, 108, 0, 86
INVAR-14, Run: 064, P, 93, 0, 86
INVAR-14, Run: 065, P, 105, 0, 86
INVAR-14, Run: 066, P, 105, 0, 86
INVAR-14, Run: 067, P, 114, 0, 86
INVAR-14, Run: 068, P, 105, 0, 86
INVAR-14, Run: 069, P, 112, 0, 86
INVAR-14, Run: 070, P, 97, 0, 86
INVAR-14, Run: 071, P, 112, 0, 86
INVAR-14, Run: 072, P, 98, 0, 86
INVAR-14, Run: 073, P, 114, 0, 86
INVAR-14, Run: 074, P, 108, 0, 86
INVAR-14, Run: 075, P, 96, 0, 86
INVAR-14, Run: 076, P, 98, 0, 86
INVAR-14, Run: 077, P, 114, 0, 86
INVAR-14, Run: 078, P, 113, 0, 86
