Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, U, Y, T1, T2, T3, T4, T5, T6, R, L2, D, L3
INVAR-2, Run: 093, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 0, 1, 0, 1, 0, 1, 0, 48, 0
INVAR-2, Run: 094, F, 0, 100, 0, 0, 2, 80, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 15, 0, 3
INVAR-2, Run: 095, F, 100, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 1, 0, 2, 1, 1, 0, 46, 0
INVAR-2, Run: 096, F, 0, 0, 0, 100, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 097, F, 100, 0, 0, 0, 0, 0, 0, 2, 100, 0, 1, 1, 1, 0, 0, 1, 0, 47, 0
INVAR-2, Run: 098, F, 0, 0, 0, 100, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-2, Run: 099, F, 0, 0, 0, 100, 3, 71, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 19, 0, 7
INVAR-2, Run: 100, F, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 001, F, 0, 1000, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 1, 0, 50, 0
INVAR-3, Run: 002, F, 0, 1000, 0, 0, 0, 0, 0, 1, 100, 0, 0, 1, 1, 0, 0, 1, 0, 48, 0
INVAR-3, Run: 003, F, 0, 1000, 0, 0, 0, 97, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0
INVAR-3, Run: 004, F, 1000, 0, 0, 0, 0, 0, 0, 2, 100, 0, 1, 0, 0, 0, 1, 1, 0, 48, 0
INVAR-3, Run: 005, F, 0, 1000, 0, 0, 0, 78, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 17, 0, 3
INVAR-3, Run: 006, F, 1000, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 007, F, 0, 1000, 0, 0, 0, 82, 1, 0, 1, 19, 17, 6, 5, 3, 0, 1, 10, 0, 6
INVAR-3, Run: 008, F, 0, 0, 0, 1000, 4, 61, 3, 0, 1, 26, 10, 6, 5, 1, 0, 1, 17, 2, 14
INVAR-3, Run: 009, F, 0, 1000, 0, 0, 6, 69, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 16, 0, 8
INVAR-3, Run: 010, F, 0, 0, 0, 1000, 1, 82, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 7
INVAR-3, Run: 011, F, 0, 1000, 0, 0, 0, 0, 0, 1, 100, 1, 0, 0, 1, 0, 0, 1, 0, 48, 0
INVAR-3, Run: 012, F, 1000, 0, 0, 0, 3, 49, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 29, 0, 16
INVAR-3, Run: 013, F, 1000, 0, 0, 0, 0, 90, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 2
INVAR-3, Run: 014, F, 0, 0, 0, 1000, 0, 95, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1
INVAR-3, Run: 015, F, 0, 1000, 0, 0, 3, 75, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 18, 0, 4
INVAR-3, Run: 016, F, 0, 1000, 0, 0, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1
INVAR-3, Run: 017, F, 0, 0, 0, 1000, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 018, F, 1000, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 1, 1, 0, 1, 1, 0, 47, 0
INVAR-3, Run: 019, F, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 0, 2, 0, 0, 0, 0, 1, 0, 48, 0
INVAR-3, Run: 020, F, 0, 1000, 0, 0, 0, 0, 0, 1, 100, 1, 0, 2, 0, 0, 2, 1, 0, 45, 0
INVAR-3, Run: 021, F, 1000, 0, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 022, F, 1000, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 1, 0, 50, 0
INVAR-3, Run: 023, F, 0, 0, 0, 1000, 1, 94, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 2
INVAR-3, Run: 024, F, 0, 1000, 0, 0, 1, 87, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 10, 0, 2
INVAR-3, Run: 025, F, 1000, 0, 0, 0, 0, 98, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0
INVAR-3, Run: 026, F, 0, 1000, 0, 0, 1, 66, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 26, 0, 6
INVAR-3, Run: 027, F, 0, 0, 0, 1000, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 2
INVAR-3, Run: 028, F, 1000, 0, 0, 0, 2, 89, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 4
INVAR-3, Run: 029, F, 0, 0, 0, 1000, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 030, F, 0, 0, 0, 1000, 1, 94, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 1
INVAR-3, Run: 031, F, 1000, 0, 0, 0, 0, 0, 0, 1, 100, 0, 1, 0, 0, 0, 0, 1, 0, 49, 0
INVAR-3, Run: 032, F, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 033, F, 1000, 0, 0, 0, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 1
INVAR-3, Run: 034, F, 0, 1000, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 2, 1, 1, 0, 47, 0
INVAR-3, Run: 035, F, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 0, 0, 0, 0, 1, 0, 1, 0, 49, 0
INVAR-3, Run: 036, F, 1000, 0, 0, 0, 0, 98, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 1
INVAR-3, Run: 037, F, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 1, 1, 0, 49, 0
INVAR-3, Run: 038, F, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 039, F, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 040, F, 1000, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 041, F, 1000, 0, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 042, F, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 1, 0, 50, 0
INVAR-3, Run: 043, F, 0, 1000, 0, 0, 3, 62, 0, 0, 2, 20, 11, 5, 5, 2, 1, 1, 23, 6, 10
INVAR-3, Run: 044, F, 0, 1000, 0, 0, 3, 75, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 15, 0, 4
INVAR-3, Run: 045, F, 0, 0, 0, 1000, 0, 94, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 3
INVAR-3, Run: 046, F, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 0, 0, 0, 1, 1, 0, 1, 0, 48, 0
INVAR-3, Run: 047, F, 1000, 0, 0, 0, 6, 53, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 29, 0, 12
INVAR-3, Run: 048, F, 0, 0, 0, 1000, 1, 81, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 16, 0, 2
INVAR-3, Run: 049, F, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 0, 0, 1, 1, 0, 2, 1, 0, 46, 0
INVAR-3, Run: 050, F, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 051, F, 0, 1000, 0, 0, 0, 98, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0
INVAR-3, Run: 052, F, 0, 0, 0, 1000, 4, 75, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 13, 0, 8
INVAR-3, Run: 053, F, 1000, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 054, F, 0, 1000, 0, 0, 1, 76, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 14, 0, 7
INVAR-3, Run: 055, F, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 1, 0, 0, 0, 1, 0, 1, 0, 48, 0
INVAR-3, Run: 056, F, 1000, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 057, F, 1000, 0, 0, 0, 0, 0, 0, 1, 100, 0, 1, 0, 0, 0, 0, 1, 0, 49, 0
INVAR-3, Run: 058, F, 1000, 0, 0, 0, 2, 85, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 5
INVAR-3, Run: 059, F, 1000, 0, 0, 0, 0, 91, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 8, 0, 1
INVAR-3, Run: 060, F, 0, 1000, 0, 0, 0, 98, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0
INVAR-3, Run: 061, F, 0, 0, 0, 1000, 0, 98, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 2
INVAR-3, Run: 062, F, 0, 1000, 0, 0, 0, 90, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 2
INVAR-3, Run: 063, F, 1000, 0, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 064, F, 1000, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 1, 0, 0, 1, 0, 49, 0
INVAR-3, Run: 065, F, 0, 0, 0, 1000, 1, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0
INVAR-3, Run: 066, F, 1000, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 067, F, 0, 0, 0, 1000, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 068, F, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 069, F, 0, 0, 0, 1000, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 070, F, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 0, 1, 0, 0, 2, 0, 1, 0, 47, 0
INVAR-3, Run: 071, F, 1000, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 072, F, 1000, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 1, 0, 1, 0, 49, 0
INVAR-3, Run: 073, F, 0, 0, 0, 1000, 2, 81, 1, 0, 1, 30, 12, 3, 1, 3, 1, 1, 13, 0, 2
INVAR-3, Run: 074, F, 0, 1000, 0, 0, 0, 0, 0, 1, 100, 0, 0, 1, 0, 0, 0, 1, 0, 49, 0
INVAR-3, Run: 075, F, 1000, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 076, F, 0, 1000, 0, 0, 0, 0, 0, 1, 100, 0, 0, 1, 2, 1, 1, 1, 0, 45, 0
INVAR-3, Run: 077, F, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 0, 0, 0, 1, 0, 0, 1, 0, 49, 0
INVAR-3, Run: 078, F, 1000, 0, 0, 0, 0, 0, 0, 1, 100, 1, 0, 3, 0, 1, 0, 1, 0, 45, 0
INVAR-3, Run: 079, F, 0, 0, 0, 1000, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 080, F, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 081, F, 0, 1000, 0, 0, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-3, Run: 082, F, 1000, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 1, 1, 1, 0, 48, 0
INVAR-3, Run: 083, F, 1000, 0, 0, 0, 0, 95, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1
INVAR-3, Run: 084, F, 0, 1000, 0, 0, 1, 90, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 3
INVAR-3, Run: 085, F, 1000, 0, 0, 0, 0, 93, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-3, Run: 086, F, 0, 0, 0, 1000, 0, 92, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 2
INVAR-3, Run: 087, F, 0, 1000, 0, 0, 1, 95, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 2
INVAR-3, Run: 088, F, 0, 0, 0, 1000, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-3, Run: 089, F, 0, 0, 0, 1000, 0, 82, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 15, 0, 3
INVAR-3, Run: 090, F, 0, 0, 0, 1000, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-3, Run: 091, F, 1000, 0, 0, 0, 0, 93, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 1
INVAR-3, Run: 092, F, 1000, 0, 0, 0, 0, 94, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 3
INVAR-3, Run: 093, F, 0, 0, 0, 1000, 3, 66, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 18, 0, 12
INVAR-3, Run: 094, F, 1000, 0, 0, 0, 0, 89, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 2
INVAR-3, Run: 095, F, 1000, 0, 0, 0, 0, 93, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 0
INVAR-3, Run: 096, F, 1000, 0, 0, 0, 0, 94, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 4, 0, 2
INVAR-3, Run: 097, F, 1000, 0, 0, 0, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-3, Run: 098, F, 0, 1000, 0, 0, 0, 0, 0, 1, 100, 0, 1, 0, 0, 0, 0, 1, 0, 49, 0
INVAR-3, Run: 099, F, 1000, 0, 0, 0, 4, 70, 4, 0, 1, 21, 12, 8, 3, 3, 2, 1, 14, 1, 7
INVAR-3, Run: 100, F, 1000, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
