Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, U, Y, T1, T2, T3, T4, T5, T6, R, L2, D, L3
INVAR-1, Run: 062, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 063, P, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 064, P, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 065, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 066, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 067, P, 0, 10, 0, 0, 0, 0, 0, 1, 100, 1, 0, 1, 1, 0, 0, 1, 0, 47, 0
INVAR-1, Run: 068, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 069, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 2, 0, 0, 0, 0, 1, 1, 0, 47, 0
INVAR-1, Run: 070, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 071, P, 0, 0, 0, 10, 0, 96, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-1, Run: 072, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 073, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 074, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 075, P, 0, 0, 0, 10, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 076, P, 0, 0, 0, 10, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 077, P, 0, 10, 0, 0, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-1, Run: 078, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 079, P, 0, 10, 0, 0, 0, 93, 7, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 080, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 081, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 082, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 083, P, 0, 0, 0, 10, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-1, Run: 084, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 085, P, 0, 0, 0, 10, 1, 94, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 4, 0, 1
INVAR-1, Run: 086, P, 0, 10, 0, 0, 3, 68, 0, 0, 1, 33, 8, 6, 1, 1, 1, 1, 15, 0, 13
INVAR-1, Run: 087, P, 0, 0, 0, 10, 0, 94, 6, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 088, P, 0, 10, 0, 0, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-1, Run: 089, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 1, 2, 0, 0, 1, 0, 1, 0, 46, 0
INVAR-1, Run: 090, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 091, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 092, P, 0, 10, 0, 0, 1, 96, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-1, Run: 093, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 094, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 095, P, 0, 10, 0, 0, 0, 94, 6, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 096, P, 0, 10, 0, 0, 0, 85, 15, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 097, P, 0, 10, 0, 0, 0, 93, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 0
INVAR-1, Run: 098, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 099, P, 0, 10, 0, 0, 0, 96, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 100, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 001, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 2, 1, 0, 48, 0
INVAR-2, Run: 002, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 1, 0, 1, 1, 1, 1, 0, 46, 0
INVAR-2, Run: 003, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 1, 2, 0, 0, 0, 2, 1, 0, 45, 0
INVAR-2, Run: 004, P, 100, 0, 0, 0, 2, 63, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 22, 0, 12
INVAR-2, Run: 005, P, 0, 100, 0, 0, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-2, Run: 006, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 0, 1, 2, 0, 0, 1, 0, 47, 0
INVAR-2, Run: 007, P, 100, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 3, 0, 0, 1, 0, 47, 0
INVAR-2, Run: 008, P, 100, 0, 0, 0, 0, 88, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 3
INVAR-2, Run: 009, P, 0, 0, 0, 100, 0, 97, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0
INVAR-2, Run: 010, P, 0, 0, 0, 100, 0, 95, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 1
INVAR-2, Run: 011, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 012, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 013, P, 0, 0, 0, 100, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 014, P, 100, 0, 0, 0, 0, 0, 0, 1, 100, 1, 0, 1, 0, 0, 0, 1, 0, 48, 0
INVAR-2, Run: 015, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 2, 0, 0, 0, 0, 1, 0, 48, 0
INVAR-2, Run: 016, P, 0, 100, 0, 0, 1, 86, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 2
INVAR-2, Run: 017, P, 100, 0, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 018, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 019, P, 100, 0, 0, 0, 1, 96, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-2, Run: 020, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 021, P, 100, 0, 0, 0, 0, 75, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 17, 0, 8
INVAR-2, Run: 022, P, 0, 100, 0, 0, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1
INVAR-2, Run: 023, P, 0, 100, 0, 0, 0, 91, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 2
INVAR-2, Run: 024, P, 100, 0, 0, 0, 0, 93, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 2
INVAR-2, Run: 025, P, 0, 100, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 026, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 1, 0, 2, 0, 0, 1, 1, 0, 46, 0
INVAR-2, Run: 027, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 028, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 1, 1, 0, 0, 0, 1, 1, 0, 47, 0
INVAR-2, Run: 029, P, 0, 0, 0, 100, 0, 93, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 4, 0, 2
INVAR-2, Run: 030, P, 0, 100, 0, 0, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-2, Run: 031, P, 0, 100, 0, 0, 0, 89, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 2
INVAR-2, Run: 032, P, 0, 100, 0, 0, 1, 96, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 2
INVAR-2, Run: 033, P, 0, 0, 0, 100, 2, 77, 2, 0, 2, 16, 9, 6, 4, 4, 4, 1, 8, 7, 9
INVAR-2, Run: 034, P, 100, 0, 0, 0, 1, 92, 2, 0, 1, 25, 20, 1, 3, 0, 1, 1, 1, 0, 3
INVAR-2, Run: 035, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 036, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 1, 2, 0, 0, 0, 1, 0, 47, 0
INVAR-2, Run: 037, P, 100, 0, 0, 0, 0, 79, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 17, 0, 4
INVAR-2, Run: 038, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 1, 0, 0, 1, 1, 0, 1, 0, 47, 0
INVAR-2, Run: 039, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 040, P, 0, 0, 0, 100, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 041, P, 0, 0, 0, 100, 3, 73, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 18, 0, 3
INVAR-2, Run: 042, P, 100, 0, 0, 0, 4, 69, 2, 0, 2, 18, 8, 9, 6, 4, 3, 1, 15, 2, 8
INVAR-2, Run: 043, P, 0, 100, 0, 0, 4, 68, 1, 0, 1, 29, 11, 4, 1, 2, 2, 1, 22, 1, 4
INVAR-2, Run: 044, P, 100, 0, 0, 0, 0, 94, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 1
INVAR-2, Run: 045, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 046, P, 0, 0, 0, 100, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 047, P, 0, 100, 0, 0, 0, 92, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 8, 0, 0
INVAR-2, Run: 048, P, 0, 100, 0, 0, 0, 90, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 8, 0, 2
INVAR-2, Run: 049, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 050, P, 0, 0, 0, 100, 2, 94, 1, 0, 1, 29, 9, 6, 2, 1, 2, 1, 2, 1, 0
INVAR-2, Run: 051, P, 100, 0, 0, 0, 0, 0, 0, 1, 100, 1, 0, 0, 0, 1, 0, 1, 0, 48, 0
INVAR-2, Run: 052, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 1, 0, 1, 0, 0, 0, 1, 0, 48, 0
INVAR-2, Run: 053, P, 100, 0, 0, 0, 0, 95, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-2, Run: 054, P, 100, 0, 0, 0, 3, 69, 3, 0, 1, 28, 9, 8, 4, 0, 0, 1, 16, 1, 8
INVAR-2, Run: 055, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 056, P, 0, 0, 0, 100, 0, 95, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 0
INVAR-2, Run: 057, P, 100, 0, 0, 0, 0, 90, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 1
INVAR-2, Run: 058, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 1, 0, 0, 0, 0, 1, 0, 49, 0
INVAR-2, Run: 059, P, 0, 100, 0, 0, 2, 66, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 25, 0, 6
INVAR-2, Run: 060, P, 0, 100, 0, 0, 1, 93, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1
INVAR-2, Run: 061, P, 0, 0, 0, 100, 1, 85, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 10, 0, 3
INVAR-2, Run: 062, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 2, 0, 0, 1, 0, 1, 1, 0, 46, 0
INVAR-2, Run: 063, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 064, P, 0, 0, 0, 100, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-2, Run: 065, P, 0, 0, 0, 100, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-2, Run: 066, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 1, 0, 1, 0, 1, 1, 0, 47, 0
INVAR-2, Run: 067, P, 0, 0, 0, 100, 2, 82, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 9
INVAR-2, Run: 068, P, 100, 0, 0, 0, 0, 96, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 4, 0, 0
INVAR-2, Run: 069, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 1, 0, 50, 0
INVAR-2, Run: 070, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 071, P, 0, 0, 0, 100, 1, 89, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 0
INVAR-2, Run: 072, P, 100, 0, 0, 0, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1
INVAR-2, Run: 073, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 074, P, 100, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 1, 0, 0, 1, 0, 49, 0
INVAR-2, Run: 075, P, 0, 0, 0, 100, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-2, Run: 076, P, 0, 100, 0, 0, 0, 90, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 3
INVAR-2, Run: 077, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 1, 0, 0, 2, 1, 1, 1, 0, 45, 0
INVAR-2, Run: 078, P, 0, 100, 0, 0, 1, 90, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 4
INVAR-2, Run: 079, P, 0, 0, 0, 100, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 080, P, 0, 0, 0, 100, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-2, Run: 081, P, 0, 0, 0, 100, 0, 93, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 0
INVAR-2, Run: 082, P, 0, 100, 0, 0, 1, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0
INVAR-2, Run: 083, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 084, P, 100, 0, 0, 0, 10, 42, 4, 0, 2, 19, 16, 3, 5, 2, 2, 1, 31, 3, 11
INVAR-2, Run: 085, P, 0, 100, 0, 0, 4, 66, 2, 0, 1, 26, 15, 3, 4, 1, 0, 1, 19, 1, 8
INVAR-2, Run: 086, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 087, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 2, 0, 0, 1, 1, 0, 1, 0, 46, 0
INVAR-2, Run: 088, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 1, 0, 1, 0, 0, 1, 0, 48, 0
INVAR-2, Run: 089, P, 0, 100, 0, 0, 2, 79, 1, 0, 1, 28, 13, 6, 1, 1, 0, 1, 10, 1, 7
INVAR-2, Run: 090, P, 0, 0, 0, 100, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 091, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 092, P, 0, 0, 0, 100, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
