Input Number, Run_Number, Result@ 100, X, Y
25, Run: 042, E, 0, 0
25, Run: 043, E, 0, 0
25, Run: 044, E, 0, 0
25, Run: 045, E, 0, 0
25, Run: 046, E, 0, 0
25, Run: 047, E, 0, 0
25, Run: 048, E, 0, 0
25, Run: 049, E, 0, 0
25, Run: 050, E, 0, 0
25, Run: 051, E, 0, 0
25, Run: 052, E, 0, 0
25, Run: 053, E, 0, 0
25, Run: 054, E, 0, 0
25, Run: 055, E, 0, 0
25, Run: 056, E, 0, 0
25, Run: 057, E, 0, 0
25, Run: 058, E, 0, 0
25, Run: 059, E, 0, 0
25, Run: 060, E, 0, 0
25, Run: 061, E, 0, 0
25, Run: 062, E, 0, 0
25, Run: 063, E, 0, 0
25, Run: 064, E, 0, 0
25, Run: 065, E, 0, 0
25, Run: 066, E, 0, 0
25, Run: 067, E, 0, 0
25, Run: 068, E, 0, 0
25, Run: 069, E, 0, 0
25, Run: 070, E, 0, 0
25, Run: 071, E, 0, 0
25, Run: 072, E, 0, 0
25, Run: 073, E, 0, 0
25, Run: 074, E, 0, 0
25, Run: 075, E, 0, 0
25, Run: 076, E, 0, 0
25, Run: 077, E, 0, 0
25, Run: 078, E, 0, 0
25, Run: 079, E, 0, 0
25, Run: 080, E, 0, 0
25, Run: 081, E, 0, 0
25, Run: 082, E, 0, 0
25, Run: 083, E, 0, 0
25, Run: 084, E, 0, 0
25, Run: 085, E, 0, 0
25, Run: 086, E, 0, 0
25, Run: 087, E, 0, 0
25, Run: 088, E, 0, 0
25, Run: 089, E, 0, 0
25, Run: 090, E, 0, 0
25, Run: 091, E, 0, 0
25, Run: 092, E, 0, 0
25, Run: 093, E, 0, 0
25, Run: 094, E, 0, 0
25, Run: 095, E, 0, 0
25, Run: 096, E, 0, 0
25, Run: 097, E, 0, 0
25, Run: 098, E, 0, 0
25, Run: 099, E, 0, 0
25, Run: 100, E, 0, 0
26, Run: 001, E, 0, 0
26, Run: 002, E, 0, 0
26, Run: 003, E, 0, 0
26, Run: 004, E, 0, 0
26, Run: 005, E, 0, 0
26, Run: 006, E, 0, 0
26, Run: 007, E, 0, 0
26, Run: 008, E, 0, 0
26, Run: 009, E, 0, 0
26, Run: 010, E, 0, 0
26, Run: 011, E, 0, 0
26, Run: 012, E, 0, 0
26, Run: 013, E, 0, 0
26, Run: 014, E, 0, 0
26, Run: 015, E, 0, 0
26, Run: 016, E, 0, 0
26, Run: 017, E, 0, 0
26, Run: 018, E, 0, 0
26, Run: 019, E, 0, 0
26, Run: 020, E, 0, 0
26, Run: 021, E, 0, 0
26, Run: 022, E, 0, 0
26, Run: 023, E, 0, 0
26, Run: 024, E, 0, 0
26, Run: 025, E, 0, 0
26, Run: 026, E, 0, 0
26, Run: 027, E, 0, 0
26, Run: 028, E, 0, 0
26, Run: 029, E, 0, 0
26, Run: 030, E, 0, 0
26, Run: 031, E, 0, 0
26, Run: 032, E, 0, 0
26, Run: 033, E, 0, 0
26, Run: 034, E, 0, 0
26, Run: 035, E, 0, 0
26, Run: 036, E, 0, 0
26, Run: 037, E, 0, 0
26, Run: 038, E, 0, 0
26, Run: 039, E, 0, 0
26, Run: 040, E, 0, 0
26, Run: 041, E, 0, 0
26, Run: 042, E, 0, 0
26, Run: 043, E, 0, 0
26, Run: 044, E, 0, 0
26, Run: 045, E, 0, 0
26, Run: 046, E, 0, 0
26, Run: 047, E, 0, 0
26, Run: 048, E, 0, 0
26, Run: 049, E, 0, 0
26, Run: 050, E, 0, 0
26, Run: 051, E, 0, 0
26, Run: 052, E, 0, 0
26, Run: 053, E, 0, 0
26, Run: 054, E, 0, 0
26, Run: 055, E, 0, 0
26, Run: 056, E, 0, 0
26, Run: 057, E, 0, 0
26, Run: 058, E, 0, 0
26, Run: 059, E, 0, 0
26, Run: 060, E, 0, 0
26, Run: 061, E, 0, 0
26, Run: 062, E, 0, 0
26, Run: 063, E, 0, 0
26, Run: 064, E, 0, 0
26, Run: 065, E, 0, 0
26, Run: 066, E, 0, 0
26, Run: 067, E, 0, 0
26, Run: 068, E, 0, 0
26, Run: 069, E, 0, 0
26, Run: 070, E, 0, 0
26, Run: 071, E, 0, 0
26, Run: 072, E, 0, 0
26, Run: 073, E, 0, 0
26, Run: 074, E, 0, 0
26, Run: 075, E, 0, 0
26, Run: 076, E, 0, 0
26, Run: 077, E, 0, 0
26, Run: 078, E, 0, 0
26, Run: 079, E, 0, 0
26, Run: 080, E, 0, 0
26, Run: 081, E, 0, 0
26, Run: 082, E, 0, 0
26, Run: 083, E, 0, 0
26, Run: 084, E, 0, 0
26, Run: 085, E, 0, 0
26, Run: 086, E, 0, 0
26, Run: 087, E, 0, 0
26, Run: 088, E, 0, 0
26, Run: 089, E, 0, 0
26, Run: 090, E, 0, 0
26, Run: 091, E, 0, 0
26, Run: 092, E, 0, 0
26, Run: 093, E, 0, 0
26, Run: 094, E, 0, 0
26, Run: 095, E, 0, 0
26, Run: 096, E, 0, 0
26, Run: 097, E, 0, 0
26, Run: 098, E, 0, 0
26, Run: 099, E, 0, 0
26, Run: 100, E, 0, 0
27, Run: 001, E, 0, 0
27, Run: 002, E, 0, 0
27, Run: 003, E, 0, 0
27, Run: 004, E, 0, 0
27, Run: 005, E, 0, 0
27, Run: 006, E, 0, 0
27, Run: 007, E, 0, 0
27, Run: 008, E, 0, 0
27, Run: 009, E, 0, 0
27, Run: 010, E, 0, 0
27, Run: 011, E, 0, 0
27, Run: 012, E, 0, 0
27, Run: 013, E, 0, 0
27, Run: 014, E, 0, 0
27, Run: 015, E, 0, 0
27, Run: 016, E, 0, 0
27, Run: 017, E, 0, 0
27, Run: 018, E, 0, 0
27, Run: 019, E, 0, 0
27, Run: 020, E, 0, 0
27, Run: 021, E, 0, 0
27, Run: 022, E, 0, 0
27, Run: 023, E, 0, 0
27, Run: 024, E, 0, 0
27, Run: 025, E, 0, 0
27, Run: 026, E, 0, 0
27, Run: 027, E, 0, 0
27, Run: 028, E, 0, 0
27, Run: 029, E, 0, 0
27, Run: 030, E, 0, 0
27, Run: 031, E, 0, 0
27, Run: 032, E, 0, 0
27, Run: 033, E, 0, 0
27, Run: 034, E, 0, 0
27, Run: 035, E, 0, 0
27, Run: 036, E, 0, 0
27, Run: 037, E, 0, 0
27, Run: 038, E, 0, 0
27, Run: 039, E, 0, 0
27, Run: 040, E, 0, 0
27, Run: 041, E, 0, 0
27, Run: 042, E, 0, 0
27, Run: 043, E, 0, 0
27, Run: 044, E, 0, 0
27, Run: 045, E, 0, 0
27, Run: 046, E, 0, 0
27, Run: 047, E, 0, 0
27, Run: 048, E, 0, 0
27, Run: 049, E, 0, 0
27, Run: 050, E, 0, 0
27, Run: 051, E, 0, 0
27, Run: 052, E, 0, 0
27, Run: 053, E, 0, 0
27, Run: 054, E, 0, 0
27, Run: 055, E, 0, 0
27, Run: 056, E, 0, 0
27, Run: 057, E, 0, 0
27, Run: 058, E, 0, 0
27, Run: 059, E, 0, 0
27, Run: 060, E, 0, 0
27, Run: 061, E, 0, 0
27, Run: 062, E, 0, 0
27, Run: 063, E, 0, 0
27, Run: 064, E, 0, 0
27, Run: 065, E, 0, 0
27, Run: 066, E, 0, 0
27, Run: 067, E, 0, 0
27, Run: 068, E, 0, 0
27, Run: 069, E, 0, 0
27, Run: 070, E, 0, 0
27, Run: 071, E, 0, 0
27, Run: 072, E, 0, 0
27, Run: 073, E, 0, 0
27, Run: 074, E, 0, 0
27, Run: 075, E, 0, 0
27, Run: 076, E, 0, 0
27, Run: 077, E, 0, 0
27, Run: 078, E, 0, 0
27, Run: 079, E, 0, 0
27, Run: 080, E, 0, 0
27, Run: 081, E, 0, 0
27, Run: 082, E, 0, 0
27, Run: 083, E, 0, 0
27, Run: 084, E, 0, 0
27, Run: 085, E, 0, 0
27, Run: 086, E, 0, 0
27, Run: 087, E, 0, 0
27, Run: 088, E, 0, 0
27, Run: 089, E, 0, 0
27, Run: 090, E, 0, 0
27, Run: 091, E, 0, 0
27, Run: 092, E, 0, 0
27, Run: 093, E, 0, 0
27, Run: 094, E, 0, 0
27, Run: 095, E, 0, 0
27, Run: 096, E, 0, 0
27, Run: 097, E, 0, 0
27, Run: 098, E, 0, 0
27, Run: 099, E, 0, 0
27, Run: 100, E, 0, 0
28, Run: 001, E, 0, 0
28, Run: 002, E, 0, 0
28, Run: 003, E, 0, 0
28, Run: 004, E, 0, 0
28, Run: 005, E, 0, 0
28, Run: 006, E, 0, 0
28, Run: 007, E, 0, 0
28, Run: 008, E, 0, 0
28, Run: 009, E, 0, 0
28, Run: 010, E, 0, 0
28, Run: 011, E, 0, 0
28, Run: 012, E, 0, 0
28, Run: 013, E, 0, 0
28, Run: 014, E, 0, 0
28, Run: 015, E, 0, 0
28, Run: 016, E, 0, 0
28, Run: 017, E, 0, 0
28, Run: 018, E, 0, 0
28, Run: 019, E, 0, 0
28, Run: 020, E, 0, 0
28, Run: 021, E, 0, 0
28, Run: 022, E, 0, 0
28, Run: 023, E, 0, 0
28, Run: 024, E, 0, 0
28, Run: 025, E, 0, 0
28, Run: 026, E, 0, 0
28, Run: 027, E, 0, 0
28, Run: 028, E, 0, 0
28, Run: 029, E, 0, 0
28, Run: 030, E, 0, 0
28, Run: 031, E, 0, 0
28, Run: 032, E, 0, 0
28, Run: 033, E, 0, 0
28, Run: 034, E, 0, 0
28, Run: 035, E, 0, 0
28, Run: 036, E, 0, 0
28, Run: 037, E, 0, 0
28, Run: 038, E, 0, 0
28, Run: 039, E, 0, 0
28, Run: 040, E, 0, 0
28, Run: 041, E, 0, 0
28, Run: 042, E, 0, 0
28, Run: 043, E, 0, 0
28, Run: 044, E, 0, 0
28, Run: 045, E, 0, 0
28, Run: 046, E, 0, 0
28, Run: 047, E, 0, 0
28, Run: 048, E, 0, 0
28, Run: 049, E, 0, 0
28, Run: 050, E, 0, 0
28, Run: 051, E, 0, 0
28, Run: 052, E, 0, 0
28, Run: 053, E, 0, 0
28, Run: 054, E, 0, 0
28, Run: 055, E, 0, 0
28, Run: 056, E, 0, 0
28, Run: 057, E, 0, 0
28, Run: 058, E, 0, 0
28, Run: 059, E, 0, 0
28, Run: 060, E, 0, 0
28, Run: 061, E, 0, 0
28, Run: 062, E, 0, 0
28, Run: 063, E, 0, 0
28, Run: 064, E, 0, 0
28, Run: 065, E, 0, 0
28, Run: 066, E, 0, 0
28, Run: 067, E, 0, 0
28, Run: 068, E, 0, 0
28, Run: 069, E, 0, 0
28, Run: 070, E, 0, 0
28, Run: 071, E, 0, 0
28, Run: 072, E, 0, 0
28, Run: 073, E, 0, 0
28, Run: 074, E, 0, 0
28, Run: 075, E, 0, 0
28, Run: 076, E, 0, 0
28, Run: 077, E, 0, 0
28, Run: 078, E, 0, 0
28, Run: 079, E, 0, 0
28, Run: 080, E, 0, 0
28, Run: 081, E, 0, 0
28, Run: 082, E, 0, 0
28, Run: 083, E, 0, 0
28, Run: 084, E, 0, 0
28, Run: 085, E, 0, 0
28, Run: 086, E, 0, 0
28, Run: 087, E, 0, 0
28, Run: 088, E, 0, 0
28, Run: 089, E, 0, 0
28, Run: 090, E, 0, 0
28, Run: 091, E, 0, 0
28, Run: 092, E, 0, 0
28, Run: 093, E, 0, 0
28, Run: 094, E, 0, 0
28, Run: 095, E, 0, 0
28, Run: 096, E, 0, 0
28, Run: 097, E, 0, 0
28, Run: 098, E, 0, 0
28, Run: 099, E, 0, 0
28, Run: 100, E, 0, 0
29, Run: 001, E, 0, 0
29, Run: 002, E, 0, 0
29, Run: 003, E, 0, 0
29, Run: 004, E, 0, 0
29, Run: 005, E, 0, 0
29, Run: 006, E, 0, 0
29, Run: 007, E, 0, 0
29, Run: 008, E, 0, 0
29, Run: 009, E, 0, 0
29, Run: 010, E, 0, 0
29, Run: 011, E, 0, 0
29, Run: 012, E, 0, 0
29, Run: 013, E, 0, 0
29, Run: 014, E, 0, 0
29, Run: 015, E, 0, 0
29, Run: 016, E, 0, 0
29, Run: 017, E, 0, 0
29, Run: 018, E, 0, 0
29, Run: 019, E, 0, 0
29, Run: 020, E, 0, 0
29, Run: 021, E, 0, 0
29, Run: 022, E, 0, 0
29, Run: 023, E, 0, 0
29, Run: 024, E, 0, 0
29, Run: 025, E, 0, 0
29, Run: 026, E, 0, 0
29, Run: 027, E, 0, 0
29, Run: 028, E, 0, 0
29, Run: 029, E, 0, 0
29, Run: 030, E, 0, 0
29, Run: 031, E, 0, 0
29, Run: 032, E, 0, 0
29, Run: 033, E, 0, 0
29, Run: 034, E, 0, 0
29, Run: 035, E, 0, 0
29, Run: 036, E, 0, 0
29, Run: 037, E, 0, 0
29, Run: 038, E, 0, 0
29, Run: 039, E, 0, 0
29, Run: 040, E, 0, 0
29, Run: 041, E, 0, 0
29, Run: 042, E, 0, 0
29, Run: 043, E, 0, 0
29, Run: 044, E, 0, 0
29, Run: 045, E, 0, 0
29, Run: 046, E, 0, 0
29, Run: 047, E, 0, 0
29, Run: 048, E, 0, 0
29, Run: 049, E, 0, 0
29, Run: 050, E, 0, 0
29, Run: 051, E, 0, 0
29, Run: 052, E, 0, 0
29, Run: 053, E, 0, 0
29, Run: 054, E, 0, 0
29, Run: 055, E, 0, 0
29, Run: 056, E, 0, 0
29, Run: 057, E, 0, 0
29, Run: 058, E, 0, 0
29, Run: 059, E, 0, 0
29, Run: 060, E, 0, 0
29, Run: 061, E, 0, 0
29, Run: 062, E, 0, 0
29, Run: 063, E, 0, 0
29, Run: 064, E, 0, 0
29, Run: 065, E, 0, 0
29, Run: 066, E, 0, 0
29, Run: 067, E, 0, 0
29, Run: 068, E, 0, 0
29, Run: 069, E, 0, 0
29, Run: 070, E, 0, 0
29, Run: 071, E, 0, 0
29, Run: 072, E, 0, 0
29, Run: 073, E, 0, 0
29, Run: 074, E, 0, 0
29, Run: 075, E, 0, 0
29, Run: 076, E, 0, 0
29, Run: 077, E, 0, 0
29, Run: 078, E, 0, 0
29, Run: 079, E, 0, 0
29, Run: 080, E, 0, 0
29, Run: 081, E, 0, 0
29, Run: 082, E, 0, 0
29, Run: 083, E, 0, 0
29, Run: 084, E, 0, 0
29, Run: 085, E, 0, 0
29, Run: 086, E, 0, 0
29, Run: 087, E, 0, 0
29, Run: 088, E, 0, 0
29, Run: 089, E, 0, 0
29, Run: 090, E, 0, 0
29, Run: 091, E, 0, 0
29, Run: 092, E, 0, 0
29, Run: 093, E, 0, 0
29, Run: 094, E, 0, 0
29, Run: 095, E, 0, 0
29, Run: 096, E, 0, 0
29, Run: 097, E, 0, 0
29, Run: 098, E, 0, 0
29, Run: 099, E, 0, 0
29, Run: 100, E, 0, 0
30, Run: 001, E, 0, 0
30, Run: 002, E, 0, 0
30, Run: 003, E, 0, 0
30, Run: 004, E, 0, 0
30, Run: 005, E, 0, 0
30, Run: 006, E, 0, 0
30, Run: 007, E, 0, 0
30, Run: 008, E, 0, 0
30, Run: 009, E, 0, 0
30, Run: 010, E, 0, 0
30, Run: 011, E, 0, 0
30, Run: 012, E, 0, 0
30, Run: 013, E, 0, 0
30, Run: 014, E, 0, 0
30, Run: 015, E, 0, 0
30, Run: 016, E, 0, 0
30, Run: 017, E, 0, 0
30, Run: 018, E, 0, 0
30, Run: 019, E, 0, 0
30, Run: 020, E, 0, 0
30, Run: 021, E, 0, 0
30, Run: 022, E, 0, 0
30, Run: 023, E, 0, 0
30, Run: 024, E, 0, 0
30, Run: 025, E, 0, 0
30, Run: 026, E, 0, 0
30, Run: 027, E, 0, 0
30, Run: 028, E, 0, 0
30, Run: 029, E, 0, 0
30, Run: 030, E, 0, 0
30, Run: 031, E, 0, 0
30, Run: 032, E, 0, 0
30, Run: 033, E, 0, 0
30, Run: 034, E, 0, 0
30, Run: 035, E, 0, 0
30, Run: 036, E, 0, 0
30, Run: 037, E, 0, 0
30, Run: 038, E, 0, 0
30, Run: 039, E, 0, 0
30, Run: 040, E, 0, 0
30, Run: 041, E, 0, 0
30, Run: 042, E, 0, 0
30, Run: 043, E, 0, 0
30, Run: 044, E, 0, 0
30, Run: 045, E, 0, 0
30, Run: 046, E, 0, 0
30, Run: 047, E, 0, 0
30, Run: 048, E, 0, 0
30, Run: 049, E, 0, 0
30, Run: 050, E, 0, 0
30, Run: 051, E, 0, 0
30, Run: 052, E, 0, 0
30, Run: 053, E, 0, 0
30, Run: 054, E, 0, 0
30, Run: 055, E, 0, 0
30, Run: 056, E, 0, 0
30, Run: 057, E, 0, 0
30, Run: 058, E, 0, 0
30, Run: 059, E, 0, 0
30, Run: 060, E, 0, 0
30, Run: 061, E, 0, 0
30, Run: 062, E, 0, 0
30, Run: 063, E, 0, 0
30, Run: 064, E, 0, 0
30, Run: 065, E, 0, 0
30, Run: 066, E, 0, 0
30, Run: 067, E, 0, 0
30, Run: 068, E, 0, 0
30, Run: 069, E, 0, 0
30, Run: 070, E, 0, 0
30, Run: 071, E, 0, 0
30, Run: 072, E, 0, 0
