Input Number, Run_Number, Result@ 100, X, Y
19, Run: 001, E, 0, 0
19, Run: 002, E, 0, 0
19, Run: 003, E, 0, 0
19, Run: 004, E, 0, 0
19, Run: 005, E, 0, 0
19, Run: 006, E, 0, 0
19, Run: 007, E, 0, 0
19, Run: 008, E, 0, 0
19, Run: 009, E, 0, 0
19, Run: 010, E, 0, 0
19, Run: 011, E, 0, 0
19, Run: 012, E, 0, 0
19, Run: 013, E, 0, 0
19, Run: 014, E, 0, 0
19, Run: 015, E, 0, 0
19, Run: 016, E, 0, 0
19, Run: 017, E, 0, 0
19, Run: 018, E, 0, 0
19, Run: 019, E, 0, 0
19, Run: 020, E, 0, 0
19, Run: 021, E, 0, 0
19, Run: 022, E, 0, 0
19, Run: 023, E, 0, 0
19, Run: 024, E, 0, 0
19, Run: 025, E, 0, 0
19, Run: 026, E, 0, 0
19, Run: 027, E, 0, 0
19, Run: 028, E, 0, 0
19, Run: 029, E, 0, 0
19, Run: 030, E, 0, 0
19, Run: 031, E, 0, 0
19, Run: 032, E, 0, 0
19, Run: 033, E, 0, 0
19, Run: 034, E, 0, 0
19, Run: 035, E, 0, 0
19, Run: 036, E, 0, 0
19, Run: 037, E, 0, 0
19, Run: 038, E, 0, 0
19, Run: 039, E, 0, 0
19, Run: 040, E, 0, 0
19, Run: 041, E, 0, 0
19, Run: 042, E, 0, 0
19, Run: 043, E, 0, 0
19, Run: 044, E, 0, 0
19, Run: 045, E, 0, 0
19, Run: 046, E, 0, 0
19, Run: 047, E, 0, 0
19, Run: 048, E, 0, 0
19, Run: 049, E, 0, 0
19, Run: 050, E, 0, 0
19, Run: 051, E, 0, 0
19, Run: 052, E, 0, 0
19, Run: 053, E, 0, 0
19, Run: 054, E, 0, 0
19, Run: 055, E, 0, 0
19, Run: 056, E, 0, 0
19, Run: 057, E, 0, 0
19, Run: 058, E, 0, 0
19, Run: 059, E, 0, 0
19, Run: 060, E, 0, 0
19, Run: 061, E, 0, 0
19, Run: 062, E, 0, 0
19, Run: 063, E, 0, 0
19, Run: 064, E, 0, 0
19, Run: 065, E, 0, 0
19, Run: 066, E, 0, 0
19, Run: 067, E, 0, 0
19, Run: 068, E, 0, 0
19, Run: 069, E, 0, 0
19, Run: 070, E, 0, 0
19, Run: 071, E, 0, 0
19, Run: 072, E, 0, 0
19, Run: 073, E, 0, 0
19, Run: 074, E, 0, 0
19, Run: 075, E, 0, 0
19, Run: 076, E, 0, 0
19, Run: 077, E, 0, 0
19, Run: 078, E, 0, 0
19, Run: 079, E, 0, 0
19, Run: 080, E, 0, 0
19, Run: 081, E, 0, 0
19, Run: 082, E, 0, 0
19, Run: 083, E, 0, 0
19, Run: 084, E, 0, 0
19, Run: 085, E, 0, 0
19, Run: 086, E, 0, 0
19, Run: 087, E, 0, 0
19, Run: 088, E, 0, 0
19, Run: 089, E, 0, 0
19, Run: 090, E, 0, 0
19, Run: 091, E, 0, 0
19, Run: 092, E, 0, 0
19, Run: 093, E, 0, 0
19, Run: 094, E, 0, 0
19, Run: 095, E, 0, 0
19, Run: 096, E, 0, 0
19, Run: 097, E, 0, 0
19, Run: 098, E, 0, 0
19, Run: 099, E, 0, 0
19, Run: 100, E, 0, 0
20, Run: 001, E, 0, 0
20, Run: 002, E, 0, 0
20, Run: 003, E, 0, 0
20, Run: 004, E, 0, 0
20, Run: 005, E, 0, 0
20, Run: 006, E, 0, 0
20, Run: 007, E, 0, 0
20, Run: 008, E, 0, 0
20, Run: 009, E, 0, 0
20, Run: 010, E, 0, 0
20, Run: 011, E, 0, 0
20, Run: 012, E, 0, 0
20, Run: 013, E, 0, 0
20, Run: 014, E, 0, 0
20, Run: 015, E, 0, 0
20, Run: 016, E, 0, 0
20, Run: 017, E, 0, 0
20, Run: 018, E, 0, 0
20, Run: 019, E, 0, 0
20, Run: 020, E, 0, 0
20, Run: 021, E, 0, 0
20, Run: 022, E, 0, 0
20, Run: 023, E, 0, 0
20, Run: 024, E, 0, 0
20, Run: 025, E, 0, 0
20, Run: 026, E, 0, 0
20, Run: 027, E, 0, 0
20, Run: 028, E, 0, 0
20, Run: 029, E, 0, 0
20, Run: 030, E, 0, 0
20, Run: 031, E, 0, 0
20, Run: 032, E, 0, 0
20, Run: 033, E, 0, 0
20, Run: 034, E, 0, 0
20, Run: 035, E, 0, 0
20, Run: 036, E, 0, 0
20, Run: 037, E, 0, 0
20, Run: 038, E, 0, 0
20, Run: 039, E, 0, 0
20, Run: 040, E, 0, 0
20, Run: 041, E, 0, 0
20, Run: 042, E, 0, 0
20, Run: 043, E, 0, 0
20, Run: 044, E, 0, 0
20, Run: 045, E, 0, 0
20, Run: 046, E, 0, 0
20, Run: 047, E, 0, 0
20, Run: 048, E, 0, 0
20, Run: 049, E, 0, 0
20, Run: 050, E, 0, 0
20, Run: 051, E, 0, 0
20, Run: 052, E, 0, 0
20, Run: 053, E, 0, 0
20, Run: 054, E, 0, 0
20, Run: 055, E, 0, 0
20, Run: 056, E, 0, 0
20, Run: 057, E, 0, 0
20, Run: 058, E, 0, 0
20, Run: 059, E, 0, 0
20, Run: 060, E, 0, 0
20, Run: 061, E, 0, 0
20, Run: 062, E, 0, 0
20, Run: 063, E, 0, 0
20, Run: 064, E, 0, 0
20, Run: 065, E, 0, 0
20, Run: 066, E, 0, 0
20, Run: 067, E, 0, 0
20, Run: 068, E, 0, 0
20, Run: 069, E, 0, 0
20, Run: 070, E, 0, 0
20, Run: 071, E, 0, 0
20, Run: 072, E, 0, 0
20, Run: 073, E, 0, 0
20, Run: 074, E, 0, 0
20, Run: 075, E, 0, 0
20, Run: 076, E, 0, 0
20, Run: 077, E, 0, 0
20, Run: 078, E, 0, 0
20, Run: 079, E, 0, 0
20, Run: 080, E, 0, 0
20, Run: 081, E, 0, 0
20, Run: 082, E, 0, 0
20, Run: 083, E, 0, 0
20, Run: 084, E, 0, 0
20, Run: 085, E, 0, 0
20, Run: 086, E, 0, 0
20, Run: 087, E, 0, 0
20, Run: 088, E, 0, 0
20, Run: 089, E, 0, 0
20, Run: 090, E, 0, 0
20, Run: 091, E, 0, 0
20, Run: 092, E, 0, 0
20, Run: 093, E, 0, 0
20, Run: 094, E, 0, 0
20, Run: 095, E, 0, 0
20, Run: 096, E, 0, 0
20, Run: 097, E, 0, 0
20, Run: 098, E, 0, 0
20, Run: 099, E, 0, 0
20, Run: 100, E, 0, 0
21, Run: 001, E, 0, 0
21, Run: 002, E, 0, 0
21, Run: 003, E, 0, 0
21, Run: 004, E, 0, 0
21, Run: 005, E, 0, 0
21, Run: 006, E, 0, 0
21, Run: 007, E, 0, 0
21, Run: 008, E, 0, 0
21, Run: 009, E, 0, 0
21, Run: 010, E, 0, 0
21, Run: 011, E, 0, 0
21, Run: 012, E, 0, 0
21, Run: 013, E, 0, 0
21, Run: 014, E, 0, 0
21, Run: 015, E, 0, 0
21, Run: 016, E, 0, 0
21, Run: 017, E, 0, 0
21, Run: 018, E, 0, 0
21, Run: 019, E, 0, 0
21, Run: 020, E, 0, 0
21, Run: 021, E, 0, 0
21, Run: 022, E, 0, 0
21, Run: 023, E, 0, 0
21, Run: 024, E, 0, 0
21, Run: 025, E, 0, 0
21, Run: 026, E, 0, 0
21, Run: 027, E, 0, 0
21, Run: 028, E, 0, 0
21, Run: 029, E, 0, 0
21, Run: 030, E, 0, 0
21, Run: 031, E, 0, 0
21, Run: 032, E, 0, 0
21, Run: 033, E, 0, 0
21, Run: 034, E, 0, 0
21, Run: 035, E, 0, 0
21, Run: 036, E, 0, 0
21, Run: 037, E, 0, 0
21, Run: 038, E, 0, 0
21, Run: 039, E, 0, 0
21, Run: 040, E, 0, 0
21, Run: 041, E, 0, 0
21, Run: 042, E, 0, 0
21, Run: 043, E, 0, 0
21, Run: 044, E, 0, 0
21, Run: 045, E, 0, 0
21, Run: 046, E, 0, 0
21, Run: 047, E, 0, 0
21, Run: 048, E, 0, 0
21, Run: 049, E, 0, 0
21, Run: 050, E, 0, 0
21, Run: 051, E, 0, 0
21, Run: 052, E, 0, 0
21, Run: 053, E, 0, 0
21, Run: 054, E, 0, 0
21, Run: 055, E, 0, 0
21, Run: 056, E, 0, 0
21, Run: 057, E, 0, 0
21, Run: 058, E, 0, 0
21, Run: 059, E, 0, 0
21, Run: 060, E, 0, 0
21, Run: 061, E, 0, 0
21, Run: 062, E, 0, 0
21, Run: 063, E, 0, 0
21, Run: 064, E, 0, 0
21, Run: 065, E, 0, 0
21, Run: 066, E, 0, 0
21, Run: 067, E, 0, 0
21, Run: 068, E, 0, 0
21, Run: 069, E, 0, 0
21, Run: 070, E, 0, 0
21, Run: 071, E, 0, 0
21, Run: 072, E, 0, 0
21, Run: 073, E, 0, 0
21, Run: 074, E, 0, 0
21, Run: 075, E, 0, 0
21, Run: 076, E, 0, 0
21, Run: 077, E, 0, 0
21, Run: 078, E, 0, 0
21, Run: 079, E, 0, 0
21, Run: 080, E, 0, 0
21, Run: 081, E, 0, 0
21, Run: 082, E, 0, 0
21, Run: 083, E, 0, 0
21, Run: 084, E, 0, 0
21, Run: 085, E, 0, 0
21, Run: 086, E, 0, 0
21, Run: 087, E, 0, 0
21, Run: 088, E, 0, 0
21, Run: 089, E, 0, 0
21, Run: 090, E, 0, 0
21, Run: 091, E, 0, 0
21, Run: 092, E, 0, 0
21, Run: 093, E, 0, 0
21, Run: 094, E, 0, 0
21, Run: 095, E, 0, 0
21, Run: 096, E, 0, 0
21, Run: 097, E, 0, 0
21, Run: 098, E, 0, 0
21, Run: 099, E, 0, 0
21, Run: 100, E, 0, 0
25, Run: 001, E, 0, 0
25, Run: 002, E, 0, 0
25, Run: 003, E, 0, 0
25, Run: 004, E, 0, 0
25, Run: 005, E, 0, 0
25, Run: 006, E, 0, 0
25, Run: 007, E, 0, 0
25, Run: 008, E, 0, 0
25, Run: 009, E, 0, 0
25, Run: 010, E, 0, 0
25, Run: 011, E, 0, 0
25, Run: 012, E, 0, 0
25, Run: 013, E, 0, 0
25, Run: 014, E, 0, 0
25, Run: 015, E, 0, 0
25, Run: 016, E, 0, 0
25, Run: 017, E, 0, 0
25, Run: 018, E, 0, 0
25, Run: 019, E, 0, 0
25, Run: 020, E, 0, 0
25, Run: 021, E, 0, 0
25, Run: 022, E, 0, 0
25, Run: 023, E, 0, 0
25, Run: 024, E, 0, 0
25, Run: 025, E, 0, 0
25, Run: 026, E, 0, 0
25, Run: 027, E, 0, 0
25, Run: 028, E, 0, 0
25, Run: 029, E, 0, 0
25, Run: 030, E, 0, 0
25, Run: 031, E, 0, 0
25, Run: 032, E, 0, 0
25, Run: 033, E, 0, 0
25, Run: 034, E, 0, 0
25, Run: 035, E, 0, 0
25, Run: 036, E, 0, 0
25, Run: 037, E, 0, 0
25, Run: 038, E, 0, 0
25, Run: 039, E, 0, 0
25, Run: 040, E, 0, 0
25, Run: 041, E, 0, 0
