Input Number, Run_Number, Result@ 100, X1, H, PO, CE, Y, D, CO, PE, A, M, B
3, Run: 018, F, 164, 9, 7, 37, 37, 1132, 0, 8, 0, 0, 0
3, Run: 019, F, 164, 9, 9, 23, 23, 1138, 0, 4, 0, 0, 0
3, Run: 020, F, 164, 9, 13, 21, 21, 1177, 0, 5, 0, 0, 0
3, Run: 021, F, 164, 9, 7, 27, 27, 1140, 0, 8, 0, 0, 0
3, Run: 022, F, 164, 6, 10, 27, 27, 1148, 0, 5, 0, 0, 0
3, Run: 023, F, 164, 12, 12, 21, 21, 1156, 0, 7, 0, 0, 0
3, Run: 024, F, 164, 8, 10, 25, 25, 1151, 0, 6, 0, 0, 0
3, Run: 025, F, 164, 11, 9, 41, 41, 1159, 0, 7, 0, 0, 0
3, Run: 026, F, 164, 10, 10, 33, 33, 1138, 0, 9, 0, 0, 0
3, Run: 027, F, 164, 9, 13, 28, 28, 1130, 0, 6, 0, 0, 0
3, Run: 028, F, 164, 12, 10, 32, 32, 1145, 0, 8, 0, 0, 0
3, Run: 029, F, 164, 9, 9, 27, 27, 1166, 0, 6, 0, 0, 0
3, Run: 030, F, 164, 9, 9, 25, 25, 1137, 0, 5, 0, 0, 0
3, Run: 031, F, 164, 7, 9, 31, 31, 1143, 0, 7, 0, 0, 0
3, Run: 032, F, 164, 9, 13, 18, 18, 1176, 0, 4, 0, 0, 0
3, Run: 033, F, 164, 9, 13, 17, 17, 1180, 0, 4, 0, 0, 0
3, Run: 034, F, 164, 10, 8, 18, 18, 1152, 0, 3, 0, 0, 0
3, Run: 035, F, 164, 13, 5, 36, 36, 1137, 0, 9, 0, 0, 0
3, Run: 036, F, 164, 9, 5, 35, 35, 1128, 0, 10, 0, 0, 0
3, Run: 037, F, 164, 10, 14, 26, 26, 1163, 0, 6, 0, 0, 0
3, Run: 038, F, 164, 6, 8, 34, 34, 1143, 0, 6, 0, 0, 0
3, Run: 039, F, 164, 11, 13, 25, 25, 1161, 0, 7, 0, 0, 0
3, Run: 040, F, 164, 6, 8, 26, 26, 1162, 0, 3, 0, 0, 0
3, Run: 041, F, 164, 9, 9, 29, 29, 1147, 0, 5, 0, 0, 0
3, Run: 042, F, 164, 11, 9, 33, 33, 1160, 0, 8, 0, 0, 0
3, Run: 043, F, 164, 13, 13, 16, 16, 1155, 0, 3, 0, 0, 0
3, Run: 044, F, 164, 10, 10, 18, 18, 1148, 0, 5, 0, 0, 0
3, Run: 045, F, 164, 11, 5, 36, 36, 1160, 0, 6, 0, 0, 0
3, Run: 046, F, 164, 11, 13, 17, 17, 1146, 0, 4, 0, 0, 0
3, Run: 047, F, 164, 10, 6, 37, 37, 1156, 0, 7, 0, 0, 0
3, Run: 048, F, 164, 11, 9, 38, 38, 1123, 0, 9, 0, 0, 0
3, Run: 049, F, 164, 10, 8, 31, 31, 1167, 0, 10, 0, 0, 0
3, Run: 050, F, 164, 11, 7, 35, 35, 1135, 0, 7, 0, 0, 0
3, Run: 051, F, 164, 9, 7, 25, 25, 1162, 0, 6, 0, 0, 0
3, Run: 052, F, 164, 8, 10, 26, 26, 1158, 0, 7, 0, 0, 0
3, Run: 053, F, 164, 9, 9, 25, 25, 1136, 0, 6, 0, 0, 0
3, Run: 054, F, 164, 13, 11, 12, 12, 1184, 0, 2, 0, 0, 0
3, Run: 055, F, 164, 6, 4, 51, 51, 1153, 0, 10, 0, 0, 0
3, Run: 056, F, 164, 5, 5, 45, 45, 1132, 0, 10, 0, 0, 0
3, Run: 057, F, 164, 11, 13, 29, 29, 1136, 0, 6, 0, 0, 0
3, Run: 058, F, 164, 10, 6, 24, 24, 1154, 0, 5, 0, 0, 0
3, Run: 059, F, 164, 4, 2, 66, 66, 1076, 0, 9, 0, 0, 0
3, Run: 060, F, 164, 8, 8, 42, 42, 1138, 0, 7, 0, 0, 0
3, Run: 061, F, 164, 16, 10, 33, 33, 1143, 0, 8, 0, 0, 0
3, Run: 062, F, 164, 10, 12, 22, 22, 1169, 0, 8, 0, 0, 0
3, Run: 063, F, 164, 11, 13, 19, 19, 1131, 0, 5, 0, 0, 0
3, Run: 064, F, 164, 15, 11, 26, 26, 1135, 0, 5, 0, 0, 0
3, Run: 065, F, 164, 10, 8, 32, 32, 1138, 0, 7, 0, 0, 0
3, Run: 066, F, 164, 13, 13, 26, 26, 1138, 0, 8, 0, 0, 0
3, Run: 067, F, 164, 8, 10, 31, 31, 1132, 0, 9, 0, 0, 0
3, Run: 068, F, 164, 9, 5, 28, 28, 1129, 0, 7, 0, 0, 0
3, Run: 069, F, 164, 10, 12, 28, 28, 1130, 0, 5, 0, 0, 0
3, Run: 070, F, 164, 8, 10, 26, 26, 1169, 0, 6, 0, 0, 0
3, Run: 071, F, 164, 8, 10, 22, 22, 1204, 0, 5, 0, 0, 0
3, Run: 072, F, 164, 10, 10, 28, 28, 1141, 0, 6, 0, 0, 0
3, Run: 073, F, 164, 9, 9, 22, 22, 1128, 0, 6, 0, 0, 0
3, Run: 074, F, 164, 3, 7, 31, 31, 1165, 0, 7, 0, 0, 0
3, Run: 075, F, 164, 8, 8, 23, 23, 1165, 0, 4, 0, 0, 0
3, Run: 076, F, 164, 8, 16, 19, 19, 1165, 0, 6, 0, 0, 0
3, Run: 077, F, 164, 10, 8, 31, 31, 1142, 0, 7, 0, 0, 0
3, Run: 078, F, 164, 6, 8, 33, 33, 1135, 0, 8, 0, 0, 0
3, Run: 079, F, 164, 9, 11, 28, 28, 1160, 0, 6, 0, 0, 0
3, Run: 080, F, 164, 9, 9, 23, 23, 1164, 0, 6, 0, 0, 0
3, Run: 081, F, 164, 7, 5, 45, 45, 1122, 0, 6, 0, 0, 0
3, Run: 082, F, 164, 9, 13, 34, 34, 1114, 0, 8, 0, 0, 0
3, Run: 083, F, 164, 8, 10, 28, 28, 1154, 0, 5, 0, 0, 0
3, Run: 084, F, 164, 10, 8, 46, 46, 1143, 0, 10, 0, 0, 0
3, Run: 085, F, 164, 9, 7, 30, 30, 1152, 0, 6, 0, 0, 0
3, Run: 086, F, 164, 14, 8, 37, 37, 1143, 0, 8, 0, 0, 0
3, Run: 087, F, 164, 9, 11, 26, 26, 1148, 0, 6, 0, 0, 0
3, Run: 088, F, 164, 9, 7, 29, 29, 1149, 0, 5, 0, 0, 0
3, Run: 089, F, 164, 9, 9, 25, 25, 1160, 0, 6, 0, 0, 0
3, Run: 090, F, 164, 5, 7, 27, 27, 1152, 0, 4, 0, 0, 0
3, Run: 091, F, 164, 13, 7, 27, 27, 1143, 0, 5, 0, 0, 0
3, Run: 092, F, 164, 8, 8, 26, 26, 1170, 0, 5, 0, 0, 0
3, Run: 093, F, 164, 7, 11, 10, 10, 1167, 0, 1, 0, 0, 0
3, Run: 094, F, 164, 11, 1, 74, 74, 1111, 0, 9, 0, 0, 0
3, Run: 095, F, 164, 16, 12, 28, 28, 1174, 0, 7, 0, 0, 0
3, Run: 096, F, 164, 7, 7, 36, 36, 1129, 0, 7, 0, 0, 0
3, Run: 097, F, 164, 11, 11, 20, 20, 1161, 0, 3, 0, 0, 0
3, Run: 098, F, 164, 10, 8, 23, 23, 1150, 0, 7, 0, 0, 0
3, Run: 099, F, 164, 9, 9, 30, 30, 1174, 0, 6, 0, 0, 0
3, Run: 100, F, 164, 10, 10, 26, 26, 1145, 0, 4, 0, 0, 0
8, Run: 001, F, 50, 4, 6, 33, 33, 863, 0, 6, 0, 0, 0
8, Run: 002, F, 50, 5, 9, 14, 14, 881, 0, 3, 0, 0, 0
8, Run: 003, F, 50, 7, 9, 23, 23, 848, 0, 4, 0, 0, 0
8, Run: 004, F, 50, 4, 6, 16, 16, 876, 0, 3, 0, 0, 0
8, Run: 005, F, 50, 9, 5, 31, 31, 862, 0, 4, 0, 0, 0
8, Run: 006, F, 50, 7, 5, 26, 26, 826, 0, 6, 0, 0, 0
8, Run: 007, F, 50, 5, 3, 36, 36, 844, 0, 6, 0, 0, 0
8, Run: 008, F, 50, 6, 6, 26, 26, 834, 0, 3, 0, 0, 0
8, Run: 009, F, 50, 8, 8, 22, 22, 860, 0, 3, 0, 0, 0
8, Run: 010, F, 50, 4, 6, 23, 23, 839, 0, 4, 0, 0, 0
8, Run: 011, F, 50, 9, 7, 25, 25, 866, 0, 4, 0, 0, 0
8, Run: 012, F, 50, 8, 8, 25, 25, 836, 0, 5, 0, 0, 0
8, Run: 013, F, 50, 4, 4, 38, 38, 854, 0, 5, 0, 0, 0
8, Run: 014, F, 50, 6, 8, 17, 17, 858, 0, 3, 0, 0, 0
8, Run: 015, F, 50, 4, 6, 5, 5, 879, 0, 0, 0, 0, 0
8, Run: 016, F, 50, 8, 8, 23, 23, 856, 0, 3, 0, 0, 0
8, Run: 017, F, 50, 7, 7, 27, 27, 858, 0, 4, 0, 0, 0
8, Run: 018, F, 50, 6, 4, 35, 35, 826, 0, 7, 0, 0, 0
8, Run: 019, F, 50, 6, 2, 36, 36, 862, 0, 5, 0, 0, 0
8, Run: 020, F, 50, 3, 3, 32, 32, 835, 0, 3, 0, 0, 0
8, Run: 021, F, 50, 5, 5, 23, 23, 849, 0, 3, 0, 0, 0
8, Run: 022, F, 50, 6, 8, 15, 15, 871, 0, 2, 0, 0, 0
8, Run: 023, F, 50, 7, 9, 14, 14, 848, 0, 2, 0, 0, 0
8, Run: 024, F, 50, 2, 6, 23, 23, 857, 0, 4, 0, 0, 0
8, Run: 025, F, 50, 4, 8, 16, 16, 887, 0, 2, 0, 0, 0
8, Run: 026, F, 50, 2, 2, 43, 43, 854, 0, 3, 0, 0, 0
8, Run: 027, F, 50, 3, 5, 26, 26, 863, 0, 3, 0, 0, 0
8, Run: 028, F, 50, 7, 5, 26, 26, 852, 0, 4, 0, 0, 0
8, Run: 029, F, 50, 5, 5, 35, 35, 844, 0, 6, 0, 0, 0
8, Run: 030, F, 50, 7, 3, 24, 24, 852, 0, 2, 0, 0, 0
8, Run: 031, F, 50, 2, 4, 31, 31, 848, 0, 3, 0, 0, 0
8, Run: 032, F, 50, 5, 1, 40, 40, 838, 0, 6, 0, 0, 0
8, Run: 033, F, 50, 3, 5, 28, 28, 851, 0, 5, 0, 0, 0
8, Run: 034, F, 50, 7, 3, 33, 33, 852, 0, 4, 0, 0, 0
8, Run: 035, F, 50, 12, 8, 17, 17, 841, 0, 4, 0, 0, 0
8, Run: 036, F, 50, 5, 3, 39, 39, 850, 0, 6, 0, 0, 0
8, Run: 037, F, 50, 5, 3, 38, 38, 844, 0, 4, 0, 0, 0
8, Run: 038, F, 50, 3, 7, 20, 20, 836, 0, 4, 0, 0, 0
8, Run: 039, F, 50, 5, 3, 30, 30, 871, 0, 3, 0, 0, 0
8, Run: 040, F, 50, 5, 5, 28, 28, 851, 0, 5, 0, 0, 0
8, Run: 041, F, 50, 5, 5, 27, 27, 867, 0, 3, 0, 0, 0
8, Run: 042, F, 50, 9, 7, 25, 25, 844, 0, 6, 0, 0, 0
8, Run: 043, F, 50, 5, 5, 23, 23, 842, 0, 2, 0, 0, 0
8, Run: 044, F, 50, 3, 3, 19, 19, 846, 0, 2, 0, 0, 0
8, Run: 045, F, 50, 4, 4, 26, 26, 858, 0, 3, 0, 0, 0
8, Run: 046, F, 50, 4, 2, 46, 46, 827, 0, 4, 0, 0, 0
8, Run: 047, F, 50, 4, 2, 47, 47, 842, 0, 5, 0, 0, 0
8, Run: 048, F, 50, 5, 7, 20, 20, 817, 0, 3, 0, 0, 0
8, Run: 049, F, 50, 5, 5, 23, 23, 836, 0, 4, 0, 0, 0
8, Run: 050, F, 50, 5, 5, 20, 20, 879, 0, 3, 0, 0, 0
8, Run: 051, F, 50, 5, 5, 33, 33, 826, 0, 4, 0, 0, 0
8, Run: 052, F, 50, 5, 5, 23, 23, 857, 0, 3, 0, 0, 0
8, Run: 053, F, 50, 5, 5, 12, 12, 873, 0, 1, 0, 0, 0
8, Run: 054, F, 50, 6, 6, 28, 28, 839, 0, 4, 0, 0, 0
8, Run: 055, F, 50, 3, 3, 41, 41, 816, 0, 6, 0, 0, 0
8, Run: 056, F, 50, 1, 9, 19, 19, 854, 0, 4, 0, 0, 0
8, Run: 057, F, 50, 8, 6, 20, 20, 883, 0, 4, 0, 0, 0
8, Run: 058, F, 50, 8, 10, 6, 6, 875, 0, 0, 0, 0, 0
8, Run: 059, F, 50, 7, 9, 22, 22, 851, 0, 3, 0, 0, 0
8, Run: 060, F, 50, 5, 9, 10, 10, 888, 0, 2, 0, 0, 0
8, Run: 061, F, 50, 2, 4, 28, 28, 842, 0, 3, 0, 0, 0
8, Run: 062, F, 50, 5, 5, 27, 27, 844, 0, 4, 0, 0, 0
8, Run: 063, F, 50, 5, 3, 29, 29, 826, 0, 4, 0, 0, 0
8, Run: 064, F, 50, 8, 4, 31, 31, 838, 0, 5, 0, 0, 0
8, Run: 065, F, 50, 4, 4, 29, 29, 833, 0, 4, 0, 0, 0
8, Run: 066, F, 50, 5, 3, 21, 21, 872, 0, 4, 0, 0, 0
8, Run: 067, F, 50, 5, 7, 15, 15, 883, 0, 3, 0, 0, 0
8, Run: 068, F, 50, 3, 5, 23, 23, 853, 0, 5, 0, 0, 0
8, Run: 069, F, 50, 8, 4, 37, 37, 825, 0, 4, 0, 0, 0
8, Run: 070, F, 50, 3, 3, 32, 32, 857, 0, 3, 0, 0, 0
8, Run: 071, F, 50, 6, 6, 23, 23, 864, 0, 3, 0, 0, 0
8, Run: 072, F, 50, 2, 6, 21, 21, 860, 0, 3, 0, 0, 0
8, Run: 073, F, 50, 6, 6, 16, 16, 848, 0, 1, 0, 0, 0
8, Run: 074, F, 50, 4, 4, 36, 36, 841, 0, 6, 0, 0, 0
8, Run: 075, F, 50, 9, 3, 20, 20, 837, 0, 5, 0, 0, 0
8, Run: 076, F, 50, 8, 6, 28, 28, 866, 0, 5, 0, 0, 0
8, Run: 077, F, 50, 6, 6, 18, 18, 851, 0, 2, 0, 0, 0
8, Run: 078, F, 50, 3, 1, 61, 61, 819, 0, 5, 0, 0, 0
8, Run: 079, F, 50, 4, 6, 15, 15, 879, 0, 2, 0, 0, 0
8, Run: 080, F, 50, 2, 4, 26, 26, 854, 0, 3, 0, 0, 0
8, Run: 081, F, 50, 5, 5, 24, 24, 839, 0, 3, 0, 0, 0
8, Run: 082, F, 50, 4, 8, 29, 29, 858, 0, 5, 0, 0, 0
8, Run: 083, F, 50, 3, 7, 23, 23, 859, 0, 3, 0, 0, 0
8, Run: 084, F, 50, 7, 5, 24, 24, 824, 0, 4, 0, 0, 0
8, Run: 085, F, 50, 6, 6, 16, 16, 838, 0, 3, 0, 0, 0
8, Run: 086, F, 50, 0, 4, 27, 27, 863, 0, 2, 0, 0, 0
8, Run: 087, F, 50, 5, 3, 21, 21, 868, 0, 2, 0, 0, 0
8, Run: 088, F, 50, 8, 8, 23, 23, 853, 0, 4, 0, 0, 0
8, Run: 089, F, 50, 2, 4, 26, 26, 861, 0, 4, 0, 0, 0
8, Run: 090, F, 50, 4, 6, 26, 26, 862, 0, 3, 0, 0, 0
8, Run: 091, F, 50, 6, 4, 25, 25, 868, 0, 3, 0, 0, 0
8, Run: 092, F, 50, 5, 5, 28, 28, 848, 0, 4, 0, 0, 0
8, Run: 093, F, 50, 6, 6, 33, 33, 865, 0, 4, 0, 0, 0
8, Run: 094, F, 50, 5, 5, 28, 28, 838, 0, 4, 0, 0, 0
8, Run: 095, F, 50, 3, 3, 27, 27, 869, 0, 3, 0, 0, 0
8, Run: 096, F, 50, 6, 6, 23, 23, 836, 0, 3, 0, 0, 0
8, Run: 097, F, 50, 5, 7, 14, 14, 852, 0, 2, 0, 0, 0
8, Run: 098, F, 50, 6, 4, 28, 28, 842, 0, 3, 0, 0, 0
8, Run: 099, F, 50, 2, 6, 23, 23, 858, 0, 3, 0, 0, 0
8, Run: 100, F, 50, 6, 2, 34, 34, 862, 0, 5, 0, 0, 0
9, Run: 001, F, 100, 8, 4, 35, 35, 999, 0, 6, 0, 0, 0
9, Run: 002, F, 100, 7, 5, 26, 26, 1024, 0, 2, 0, 0, 0
9, Run: 003, F, 100, 6, 6, 28, 28, 1021, 0, 6, 0, 0, 0
9, Run: 004, F, 100, 4, 6, 23, 23, 1042, 0, 3, 0, 0, 0
9, Run: 005, F, 100, 7, 5, 33, 33, 981, 0, 5, 0, 0, 0
9, Run: 006, F, 100, 5, 3, 40, 40, 997, 0, 7, 0, 0, 0
9, Run: 007, F, 100, 7, 7, 40, 40, 989, 0, 7, 0, 0, 0
9, Run: 008, F, 100, 9, 9, 28, 28, 1032, 0, 4, 0, 0, 0
9, Run: 009, F, 100, 8, 8, 21, 21, 1007, 0, 4, 0, 0, 0
9, Run: 010, F, 100, 6, 8, 26, 26, 1018, 0, 5, 0, 0, 0
9, Run: 011, F, 100, 7, 9, 25, 25, 1016, 0, 4, 0, 0, 0
9, Run: 012, F, 100, 6, 2, 46, 46, 987, 0, 6, 0, 0, 0
9, Run: 013, F, 100, 9, 7, 30, 30, 1024, 0, 6, 0, 0, 0
9, Run: 014, F, 100, 8, 10, 14, 14, 1018, 0, 5, 0, 0, 0
9, Run: 015, F, 100, 6, 8, 31, 31, 1024, 0, 7, 0, 0, 0
9, Run: 016, F, 100, 6, 4, 29, 29, 992, 0, 5, 0, 0, 0
9, Run: 017, F, 100, 10, 8, 20, 20, 1024, 0, 5, 0, 0, 0
9, Run: 018, F, 100, 2, 6, 28, 28, 996, 0, 5, 0, 0, 0
9, Run: 019, F, 100, 3, 5, 33, 33, 998, 0, 6, 0, 0, 0
9, Run: 020, F, 100, 8, 6, 33, 33, 987, 0, 8, 0, 0, 0
9, Run: 021, F, 100, 7, 9, 22, 22, 994, 0, 4, 0, 0, 0
9, Run: 022, F, 100, 4, 6, 32, 32, 1016, 0, 7, 0, 0, 0
9, Run: 023, F, 100, 7, 3, 41, 41, 1015, 0, 7, 0, 0, 0
9, Run: 024, F, 100, 3, 9, 22, 22, 995, 0, 5, 0, 0, 0
9, Run: 025, F, 100, 9, 7, 24, 24, 1014, 0, 4, 0, 0, 0
9, Run: 026, F, 100, 7, 7, 27, 27, 1035, 0, 5, 0, 0, 0
9, Run: 027, F, 100, 9, 11, 15, 15, 1024, 0, 2, 0, 0, 0
9, Run: 028, F, 100, 7, 9, 29, 29, 1031, 0, 7, 0, 0, 0
9, Run: 029, F, 100, 7, 7, 19, 19, 1020, 0, 6, 0, 0, 0
9, Run: 030, F, 100, 7, 9, 25, 25, 1017, 0, 7, 0, 0, 0
9, Run: 031, F, 100, 10, 8, 23, 23, 1020, 0, 7, 0, 0, 0
9, Run: 032, F, 100, 11, 7, 27, 27, 1015, 0, 5, 0, 0, 0
9, Run: 033, F, 100, 6, 4, 38, 38, 991, 0, 6, 0, 0, 0
9, Run: 034, F, 100, 4, 8, 23, 23, 1051, 0, 4, 0, 0, 0
9, Run: 035, F, 100, 8, 10, 17, 17, 1045, 0, 2, 0, 0, 0
9, Run: 036, F, 100, 8, 12, 15, 15, 1041, 0, 2, 0, 0, 0
9, Run: 037, F, 100, 11, 11, 16, 16, 1011, 0, 5, 0, 0, 0
9, Run: 038, F, 100, 8, 4, 32, 32, 1019, 0, 6, 0, 0, 0
9, Run: 039, F, 100, 7, 5, 27, 27, 1009, 0, 5, 0, 0, 0
9, Run: 040, F, 100, 8, 8, 28, 28, 1031, 0, 4, 0, 0, 0
9, Run: 041, F, 100, 2, 6, 37, 37, 1027, 0, 6, 0, 0, 0
9, Run: 042, F, 100, 8, 6, 27, 27, 1028, 0, 5, 0, 0, 0
9, Run: 043, F, 100, 5, 9, 20, 20, 1041, 0, 5, 0, 0, 0
9, Run: 044, F, 100, 7, 5, 26, 26, 1047, 0, 5, 0, 0, 0
9, Run: 045, F, 100, 6, 8, 28, 28, 1028, 0, 3, 0, 0, 0
9, Run: 046, F, 100, 8, 12, 16, 16, 1017, 0, 2, 0, 0, 0
9, Run: 047, F, 100, 4, 10, 15, 15, 1007, 0, 2, 0, 0, 0
9, Run: 048, F, 100, 7, 7, 24, 24, 1025, 0, 7, 0, 0, 0
9, Run: 049, F, 100, 5, 7, 30, 30, 1026, 0, 6, 0, 0, 0
9, Run: 050, F, 100, 10, 10, 28, 28, 1035, 0, 4, 0, 0, 0
9, Run: 051, F, 100, 9, 13, 16, 16, 1050, 0, 4, 0, 0, 0
9, Run: 052, F, 100, 5, 7, 16, 16, 1023, 0, 3, 0, 0, 0
9, Run: 053, F, 100, 6, 6, 35, 35, 997, 0, 4, 0, 0, 0
9, Run: 054, F, 100, 5, 7, 21, 21, 1004, 0, 4, 0, 0, 0
9, Run: 055, F, 100, 8, 12, 20, 20, 1028, 0, 5, 0, 0, 0
9, Run: 056, F, 100, 12, 6, 30, 30, 986, 0, 5, 0, 0, 0
9, Run: 057, F, 100, 5, 5, 30, 30, 1007, 0, 3, 0, 0, 0
9, Run: 058, F, 100, 13, 5, 42, 42, 988, 0, 6, 0, 0, 0
9, Run: 059, F, 100, 9, 5, 35, 35, 1021, 0, 5, 0, 0, 0
9, Run: 060, F, 100, 9, 9, 17, 17, 1044, 0, 4, 0, 0, 0
9, Run: 061, F, 100, 9, 9, 19, 19, 1013, 0, 5, 0, 0, 0
9, Run: 062, F, 100, 7, 7, 41, 41, 1000, 0, 8, 0, 0, 0
9, Run: 063, F, 100, 6, 4, 30, 30, 1021, 0, 4, 0, 0, 0
9, Run: 064, F, 100, 9, 3, 46, 46, 993, 0, 9, 0, 0, 0
9, Run: 065, F, 100, 5, 3, 53, 53, 967, 0, 7, 0, 0, 0
9, Run: 066, F, 100, 6, 8, 17, 17, 1023, 0, 4, 0, 0, 0
9, Run: 067, F, 100, 7, 7, 28, 28, 987, 0, 7, 0, 0, 0
9, Run: 068, F, 100, 3, 1, 72, 72, 1007, 0, 7, 0, 0, 0
9, Run: 069, F, 100, 7, 7, 25, 25, 1013, 0, 5, 0, 0, 0
9, Run: 070, F, 100, 12, 10, 16, 16, 1051, 0, 4, 0, 0, 0
9, Run: 071, F, 100, 5, 7, 29, 29, 1025, 0, 5, 0, 0, 0
9, Run: 072, F, 100, 6, 8, 23, 23, 1008, 0, 5, 0, 0, 0
9, Run: 073, F, 100, 10, 4, 39, 39, 983, 0, 6, 0, 0, 0
9, Run: 074, F, 100, 11, 9, 29, 29, 982, 0, 6, 0, 0, 0
9, Run: 075, F, 100, 12, 6, 45, 45, 1001, 0, 8, 0, 0, 0
9, Run: 076, F, 100, 6, 10, 35, 35, 1012, 0, 7, 0, 0, 0
9, Run: 077, F, 100, 8, 8, 21, 21, 1025, 0, 4, 0, 0, 0
9, Run: 078, F, 100, 8, 8, 23, 23, 1017, 0, 4, 0, 0, 0
9, Run: 079, F, 100, 3, 9, 16, 16, 1038, 0, 2, 0, 0, 0
9, Run: 080, F, 100, 6, 4, 39, 39, 1015, 0, 6, 0, 0, 0
9, Run: 081, F, 100, 6, 6, 19, 19, 1030, 0, 3, 0, 0, 0
9, Run: 082, F, 100, 6, 6, 35, 35, 1004, 0, 5, 0, 0, 0
9, Run: 083, F, 100, 7, 9, 18, 18, 1025, 0, 5, 0, 0, 0
9, Run: 084, F, 100, 4, 4, 39, 39, 1009, 0, 6, 0, 0, 0
9, Run: 085, F, 100, 8, 6, 41, 41, 999, 0, 6, 0, 0, 0
9, Run: 086, F, 100, 11, 7, 27, 27, 1030, 0, 6, 0, 0, 0
9, Run: 087, F, 100, 4, 6, 24, 24, 1001, 0, 4, 0, 0, 0
9, Run: 088, F, 100, 10, 8, 24, 24, 1020, 0, 5, 0, 0, 0
9, Run: 089, F, 100, 9, 11, 17, 17, 1015, 0, 5, 0, 0, 0
9, Run: 090, F, 100, 6, 6, 39, 39, 1021, 0, 6, 0, 0, 0
9, Run: 091, F, 100, 8, 6, 22, 22, 1035, 0, 6, 0, 0, 0
9, Run: 092, F, 100, 8, 10, 16, 16, 1029, 0, 2, 0, 0, 0
9, Run: 093, F, 100, 9, 5, 29, 29, 1009, 0, 5, 0, 0, 0
9, Run: 094, F, 100, 8, 10, 22, 22, 1032, 0, 5, 0, 0, 0
9, Run: 095, F, 100, 7, 9, 26, 26, 1020, 0, 4, 0, 0, 0
9, Run: 096, F, 100, 4, 10, 22, 22, 1021, 0, 4, 0, 0, 0
9, Run: 097, F, 100, 5, 7, 26, 26, 1022, 0, 4, 0, 0, 0
9, Run: 098, F, 100, 6, 8, 17, 17, 1024, 0, 5, 0, 0, 0
9, Run: 099, F, 100, 9, 3, 45, 45, 995, 0, 7, 0, 0, 0
9, Run: 100, F, 100, 9, 7, 27, 27, 1024, 0, 4, 0, 0, 0
