Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, A, PE, B
4, Run: 031, F, 0, 1, 0, 1, 5, 13, 14, 8, 110, 8, 1
4, Run: 032, F, 0, 1, 0, 1, 7, 13, 12, 6, 112, 8, 1
4, Run: 033, F, 0, 1, 0, 1, 13, 22, 6, 9, 109, 13, 1
4, Run: 034, F, 0, 1, 0, 1, 6, 14, 13, 8, 110, 11, 1
4, Run: 035, F, 0, 1, 0, 1, 7, 14, 12, 7, 111, 7, 1
4, Run: 036, F, 0, 1, 0, 1, 6, 18, 13, 12, 106, 12, 1
4, Run: 037, F, 0, 1, 0, 1, 9, 14, 10, 5, 113, 10, 1
4, Run: 038, F, 0, 1, 0, 1, 9, 17, 10, 8, 110, 7, 1
4, Run: 039, F, 0, 1, 0, 1, 6, 16, 13, 10, 108, 12, 1
4, Run: 040, F, 0, 1, 0, 1, 9, 15, 10, 6, 112, 12, 1
4, Run: 041, F, 0, 1, 0, 1, 9, 14, 10, 5, 113, 9, 1
4, Run: 042, F, 0, 1, 0, 1, 7, 15, 12, 8, 110, 5, 1
4, Run: 043, F, 0, 1, 0, 1, 8, 13, 11, 5, 113, 10, 1
4, Run: 044, F, 0, 1, 0, 1, 10, 14, 9, 4, 114, 9, 1
4, Run: 045, F, 0, 1, 0, 1, 7, 14, 12, 7, 111, 9, 1
4, Run: 046, F, 0, 1, 0, 1, 4, 14, 15, 10, 108, 10, 1
4, Run: 047, F, 0, 1, 0, 1, 8, 19, 11, 11, 107, 9, 1
4, Run: 048, F, 0, 1, 0, 1, 10, 19, 9, 9, 109, 7, 1
4, Run: 049, F, 0, 1, 0, 1, 8, 12, 11, 4, 114, 13, 1
4, Run: 050, F, 0, 1, 0, 1, 10, 13, 9, 3, 115, 9, 1
4, Run: 051, F, 0, 1, 0, 1, 6, 15, 13, 9, 109, 9, 1
4, Run: 052, F, 0, 1, 0, 1, 4, 12, 15, 8, 110, 6, 1
4, Run: 053, F, 0, 1, 0, 1, 10, 17, 9, 7, 111, 10, 1
4, Run: 054, F, 0, 1, 0, 1, 11, 15, 8, 4, 114, 10, 1
4, Run: 055, F, 0, 1, 0, 1, 9, 13, 10, 4, 114, 9, 1
4, Run: 056, F, 0, 1, 0, 1, 8, 16, 11, 8, 110, 10, 1
4, Run: 057, F, 0, 1, 0, 1, 6, 15, 13, 9, 109, 11, 1
4, Run: 058, F, 0, 1, 0, 1, 7, 17, 12, 10, 108, 11, 1
4, Run: 059, F, 0, 1, 0, 1, 9, 15, 10, 6, 112, 12, 1
4, Run: 060, F, 0, 1, 0, 1, 9, 21, 10, 12, 106, 6, 1
4, Run: 061, F, 0, 1, 0, 1, 9, 18, 10, 9, 109, 12, 1
4, Run: 062, F, 0, 1, 0, 1, 10, 19, 9, 9, 109, 10, 1
4, Run: 063, F, 0, 1, 0, 1, 7, 11, 12, 4, 114, 10, 1
4, Run: 064, F, 0, 1, 0, 1, 6, 11, 13, 5, 113, 8, 1
4, Run: 065, F, 0, 1, 0, 1, 7, 11, 12, 4, 114, 12, 1
4, Run: 066, F, 0, 1, 0, 1, 7, 13, 12, 6, 112, 9, 1
4, Run: 067, F, 0, 1, 0, 1, 9, 19, 10, 10, 108, 10, 1
4, Run: 068, F, 0, 1, 0, 1, 7, 13, 12, 6, 112, 14, 1
4, Run: 069, F, 0, 1, 0, 1, 6, 12, 13, 6, 112, 9, 1
4, Run: 070, F, 0, 1, 0, 1, 8, 19, 11, 11, 107, 9, 1
4, Run: 071, F, 0, 1, 0, 1, 4, 8, 15, 4, 114, 6, 1
4, Run: 072, F, 0, 1, 0, 1, 7, 14, 12, 7, 111, 9, 1
4, Run: 073, F, 0, 1, 0, 1, 5, 14, 14, 9, 109, 13, 1
4, Run: 074, F, 0, 1, 0, 1, 6, 12, 13, 6, 112, 9, 1
4, Run: 075, F, 0, 1, 0, 1, 8, 20, 11, 12, 106, 12, 1
4, Run: 076, F, 0, 1, 0, 1, 5, 15, 14, 10, 108, 11, 1
4, Run: 077, F, 0, 1, 0, 1, 9, 14, 10, 5, 113, 10, 1
4, Run: 078, F, 0, 1, 0, 1, 9, 21, 10, 12, 106, 11, 1
4, Run: 079, F, 0, 1, 0, 1, 10, 15, 9, 5, 113, 9, 1
4, Run: 080, F, 0, 1, 0, 1, 8, 15, 11, 7, 111, 9, 1
4, Run: 081, F, 0, 1, 0, 1, 8, 20, 11, 12, 106, 12, 1
4, Run: 082, F, 0, 1, 0, 1, 5, 14, 14, 9, 109, 13, 1
4, Run: 083, F, 0, 1, 0, 1, 5, 13, 14, 8, 110, 12, 1
4, Run: 084, F, 0, 1, 0, 1, 12, 15, 7, 3, 115, 13, 1
4, Run: 085, F, 0, 1, 0, 1, 9, 19, 10, 10, 108, 8, 1
4, Run: 086, F, 0, 1, 0, 1, 7, 10, 12, 3, 115, 7, 1
4, Run: 087, F, 0, 1, 0, 1, 4, 11, 15, 7, 111, 9, 1
4, Run: 088, F, 0, 1, 0, 1, 10, 12, 9, 2, 116, 11, 1
4, Run: 089, F, 0, 1, 0, 1, 8, 11, 11, 3, 115, 11, 1
4, Run: 090, F, 0, 1, 0, 1, 12, 24, 7, 12, 106, 14, 1
4, Run: 091, F, 0, 1, 0, 1, 7, 16, 12, 9, 109, 11, 1
4, Run: 092, F, 0, 1, 0, 1, 8, 13, 11, 5, 113, 9, 1
4, Run: 093, F, 0, 1, 0, 1, 10, 17, 9, 7, 111, 12, 1
4, Run: 094, F, 0, 1, 0, 1, 3, 10, 16, 7, 111, 9, 1
4, Run: 095, F, 0, 1, 0, 1, 7, 13, 12, 6, 112, 9, 1
4, Run: 096, F, 0, 1, 0, 1, 7, 15, 12, 8, 110, 14, 1
4, Run: 097, F, 0, 1, 0, 1, 8, 18, 11, 10, 108, 9, 1
4, Run: 098, F, 0, 1, 0, 1, 7, 10, 12, 3, 115, 8, 1
4, Run: 099, F, 0, 1, 0, 1, 8, 13, 11, 5, 113, 11, 1
4, Run: 100, F, 0, 1, 0, 1, 7, 14, 12, 7, 111, 9, 1
5, Run: 001, F, 0, 1, 0, 1, 10, 21, 16, 11, 149, 9, 1
5, Run: 002, F, 0, 1, 0, 1, 14, 22, 12, 8, 152, 10, 1
5, Run: 003, F, 0, 1, 0, 1, 8, 17, 18, 9, 151, 11, 1
5, Run: 004, F, 0, 1, 0, 1, 9, 11, 17, 2, 158, 11, 1
5, Run: 005, F, 0, 1, 0, 1, 11, 23, 15, 12, 148, 14, 1
5, Run: 006, F, 0, 1, 0, 1, 8, 17, 18, 9, 151, 11, 1
5, Run: 007, F, 0, 1, 0, 1, 12, 17, 14, 5, 155, 14, 1
5, Run: 008, F, 0, 1, 0, 1, 12, 21, 14, 9, 151, 14, 1
5, Run: 009, F, 0, 1, 0, 1, 5, 16, 21, 11, 149, 8, 1
5, Run: 010, F, 0, 1, 0, 1, 13, 20, 13, 7, 153, 16, 1
5, Run: 011, F, 0, 1, 0, 1, 12, 19, 14, 7, 153, 17, 1
5, Run: 012, F, 0, 1, 0, 1, 8, 13, 18, 5, 155, 10, 1
5, Run: 013, F, 0, 1, 0, 1, 10, 18, 16, 8, 152, 10, 1
5, Run: 014, F, 0, 1, 0, 1, 12, 20, 14, 8, 152, 10, 1
5, Run: 015, F, 0, 1, 0, 1, 10, 20, 16, 10, 150, 8, 1
5, Run: 016, F, 0, 1, 0, 1, 14, 19, 12, 5, 155, 15, 1
5, Run: 017, F, 0, 1, 0, 1, 11, 17, 15, 6, 154, 17, 1
5, Run: 018, F, 0, 1, 0, 1, 8, 17, 18, 9, 151, 13, 1
5, Run: 019, F, 0, 1, 0, 1, 10, 22, 16, 12, 148, 11, 1
5, Run: 020, F, 0, 1, 0, 1, 9, 16, 17, 7, 153, 9, 1
5, Run: 021, F, 0, 1, 0, 1, 12, 22, 14, 10, 150, 16, 1
5, Run: 022, F, 0, 1, 0, 1, 14, 18, 12, 4, 156, 16, 1
5, Run: 023, F, 0, 1, 0, 1, 11, 22, 15, 11, 149, 9, 1
5, Run: 024, F, 0, 1, 0, 1, 13, 18, 13, 5, 155, 14, 1
5, Run: 025, F, 0, 1, 0, 1, 11, 20, 15, 9, 151, 9, 1
5, Run: 026, F, 0, 1, 0, 1, 12, 21, 14, 9, 151, 15, 1
5, Run: 027, F, 0, 1, 0, 1, 6, 17, 20, 11, 149, 10, 1
5, Run: 028, F, 0, 1, 0, 1, 12, 21, 14, 9, 151, 15, 1
5, Run: 029, F, 0, 1, 0, 1, 7, 17, 19, 10, 150, 8, 1
5, Run: 030, F, 0, 1, 0, 1, 9, 21, 17, 12, 148, 10, 1
5, Run: 031, F, 0, 1, 0, 1, 9, 14, 17, 5, 155, 12, 1
5, Run: 032, F, 0, 1, 0, 1, 12, 18, 14, 6, 154, 15, 1
5, Run: 033, F, 0, 1, 0, 1, 9, 17, 17, 8, 152, 14, 1
5, Run: 034, F, 0, 1, 0, 1, 12, 16, 14, 4, 156, 17, 1
5, Run: 035, F, 0, 1, 0, 1, 7, 19, 19, 12, 148, 15, 1
5, Run: 036, F, 0, 1, 0, 1, 9, 17, 17, 8, 152, 9, 1
5, Run: 037, F, 0, 1, 0, 1, 10, 17, 16, 7, 153, 11, 1
5, Run: 038, F, 0, 1, 0, 1, 10, 16, 16, 6, 154, 12, 1
5, Run: 039, F, 0, 1, 0, 1, 6, 15, 20, 9, 151, 13, 1
5, Run: 040, F, 0, 1, 0, 1, 7, 16, 19, 9, 151, 11, 1
5, Run: 041, F, 0, 1, 0, 1, 11, 19, 15, 8, 152, 11, 1
5, Run: 042, F, 0, 1, 0, 1, 11, 22, 15, 11, 149, 14, 1
5, Run: 043, F, 0, 1, 0, 1, 9, 16, 17, 7, 153, 9, 1
5, Run: 044, F, 0, 1, 0, 1, 13, 22, 13, 9, 151, 13, 1
5, Run: 045, F, 0, 1, 0, 1, 11, 19, 15, 8, 152, 15, 1
5, Run: 046, F, 0, 1, 0, 1, 10, 18, 16, 8, 152, 11, 1
5, Run: 047, F, 0, 1, 0, 1, 12, 20, 14, 8, 152, 8, 1
5, Run: 048, F, 0, 1, 0, 1, 7, 18, 19, 11, 149, 7, 1
5, Run: 049, F, 0, 1, 0, 1, 8, 17, 18, 9, 151, 12, 1
5, Run: 050, F, 0, 1, 0, 1, 6, 14, 20, 8, 152, 13, 1
5, Run: 051, F, 0, 1, 0, 1, 11, 18, 15, 7, 153, 15, 1
5, Run: 052, F, 0, 1, 0, 1, 9, 14, 17, 5, 155, 11, 1
5, Run: 053, F, 0, 1, 0, 1, 10, 15, 16, 5, 155, 11, 1
5, Run: 054, F, 0, 1, 0, 1, 10, 18, 16, 8, 152, 14, 1
5, Run: 055, F, 0, 1, 0, 1, 9, 14, 17, 5, 155, 9, 1
5, Run: 056, F, 0, 1, 0, 1, 12, 18, 14, 6, 154, 16, 1
5, Run: 057, F, 0, 1, 0, 1, 11, 18, 15, 7, 153, 17, 1
5, Run: 058, F, 0, 1, 0, 1, 6, 13, 20, 7, 153, 10, 1
5, Run: 059, F, 0, 1, 0, 1, 7, 19, 19, 12, 148, 10, 1
5, Run: 060, F, 0, 1, 0, 1, 8, 13, 18, 5, 155, 9, 1
5, Run: 061, F, 0, 1, 0, 1, 12, 23, 14, 11, 149, 12, 1
5, Run: 062, F, 0, 1, 0, 1, 10, 18, 16, 8, 152, 13, 1
5, Run: 063, F, 0, 1, 0, 1, 5, 15, 21, 10, 150, 13, 1
5, Run: 064, F, 0, 1, 0, 1, 10, 23, 16, 13, 147, 10, 1
5, Run: 065, F, 0, 1, 0, 1, 10, 16, 16, 6, 154, 13, 1
5, Run: 066, F, 0, 1, 0, 1, 7, 16, 19, 9, 151, 10, 1
5, Run: 067, F, 0, 1, 0, 1, 12, 20, 14, 8, 152, 10, 1
5, Run: 068, F, 0, 1, 0, 1, 11, 18, 15, 7, 153, 14, 1
5, Run: 069, F, 0, 1, 0, 1, 10, 19, 16, 9, 151, 12, 1
5, Run: 070, F, 0, 1, 0, 1, 7, 15, 19, 8, 152, 12, 1
5, Run: 071, F, 0, 1, 0, 1, 12, 26, 14, 14, 146, 12, 1
5, Run: 072, F, 0, 1, 0, 1, 10, 15, 16, 5, 155, 9, 1
5, Run: 073, F, 0, 1, 0, 1, 10, 19, 16, 9, 151, 10, 1
5, Run: 074, F, 0, 1, 0, 1, 9, 18, 17, 9, 151, 15, 1
5, Run: 075, F, 0, 1, 0, 1, 7, 16, 19, 9, 151, 13, 1
5, Run: 076, F, 0, 1, 0, 1, 9, 16, 17, 7, 153, 8, 1
5, Run: 077, F, 0, 1, 0, 1, 9, 17, 17, 8, 152, 13, 1
5, Run: 078, F, 0, 1, 0, 1, 13, 24, 13, 11, 149, 14, 1
5, Run: 079, F, 0, 1, 0, 1, 7, 12, 19, 5, 155, 8, 1
5, Run: 080, F, 0, 1, 0, 1, 15, 24, 11, 9, 151, 10, 1
5, Run: 081, F, 0, 1, 0, 1, 14, 18, 12, 4, 156, 13, 1
5, Run: 082, F, 0, 1, 0, 1, 7, 19, 19, 12, 148, 13, 1
5, Run: 083, F, 0, 1, 0, 1, 11, 18, 15, 7, 153, 11, 1
5, Run: 084, F, 0, 1, 0, 1, 10, 21, 16, 11, 149, 10, 1
5, Run: 085, F, 0, 1, 0, 1, 12, 18, 14, 6, 154, 15, 1
5, Run: 086, F, 0, 1, 0, 1, 9, 15, 17, 6, 154, 13, 1
5, Run: 087, F, 0, 1, 0, 1, 7, 14, 19, 7, 153, 17, 1
5, Run: 088, F, 0, 1, 0, 1, 8, 14, 18, 6, 154, 9, 1
5, Run: 089, F, 0, 1, 0, 1, 10, 14, 16, 4, 156, 8, 1
5, Run: 090, F, 0, 1, 0, 1, 7, 17, 19, 10, 150, 10, 1
5, Run: 091, F, 0, 1, 0, 1, 7, 13, 19, 6, 154, 10, 1
5, Run: 092, F, 0, 1, 0, 1, 9, 14, 17, 5, 155, 10, 1
5, Run: 093, F, 0, 1, 0, 1, 10, 14, 16, 4, 156, 15, 1
5, Run: 094, F, 0, 1, 0, 1, 13, 18, 13, 5, 155, 12, 1
5, Run: 095, F, 0, 1, 0, 1, 10, 13, 16, 3, 157, 8, 1
5, Run: 096, F, 0, 1, 0, 1, 14, 25, 12, 11, 149, 10, 1
5, Run: 097, F, 0, 1, 0, 1, 9, 18, 17, 9, 151, 12, 1
5, Run: 098, F, 0, 1, 0, 1, 10, 19, 16, 9, 151, 13, 1
5, Run: 099, F, 0, 1, 0, 1, 9, 17, 17, 8, 152, 8, 1
5, Run: 100, F, 0, 1, 0, 1, 12, 20, 14, 8, 152, 14, 1
6, Run: 001, F, 0, 1, 0, 1, 24, 36, 63, 12, 514, 26, 1
6, Run: 002, F, 0, 1, 0, 1, 34, 45, 53, 11, 515, 26, 1
6, Run: 003, F, 0, 1, 0, 1, 30, 43, 57, 13, 513, 24, 1
6, Run: 004, F, 0, 1, 0, 1, 29, 39, 58, 10, 516, 19, 1
6, Run: 005, F, 0, 1, 0, 1, 32, 47, 55, 15, 511, 29, 1
6, Run: 006, F, 0, 1, 0, 1, 34, 46, 53, 12, 514, 21, 1
6, Run: 007, F, 0, 1, 0, 1, 30, 42, 57, 12, 514, 24, 1
6, Run: 008, F, 0, 1, 0, 1, 26, 41, 61, 15, 511, 26, 1
6, Run: 009, F, 0, 1, 0, 1, 35, 38, 52, 3, 523, 24, 1
6, Run: 010, F, 0, 1, 0, 1, 26, 40, 61, 14, 512, 21, 1
6, Run: 011, F, 0, 1, 0, 1, 35, 49, 52, 14, 512, 23, 1
6, Run: 012, F, 0, 1, 0, 1, 36, 51, 51, 15, 511, 27, 1
6, Run: 013, F, 0, 1, 0, 1, 35, 46, 52, 11, 515, 20, 1
6, Run: 014, F, 0, 1, 0, 1, 34, 45, 53, 11, 515, 20, 1
6, Run: 015, F, 0, 1, 0, 1, 32, 49, 55, 17, 509, 25, 1
6, Run: 016, F, 0, 1, 0, 1, 24, 39, 63, 15, 511, 19, 1
6, Run: 017, F, 0, 1, 0, 1, 31, 42, 56, 11, 515, 25, 1
6, Run: 018, F, 0, 1, 0, 1, 26, 41, 61, 15, 511, 22, 1
6, Run: 019, F, 0, 1, 0, 1, 23, 37, 64, 14, 512, 21, 1
6, Run: 020, F, 0, 1, 0, 1, 34, 43, 53, 9, 517, 18, 1
6, Run: 021, F, 0, 1, 0, 1, 33, 49, 54, 16, 510, 23, 1
6, Run: 022, F, 0, 1, 0, 1, 27, 34, 60, 7, 519, 18, 1
6, Run: 023, F, 0, 1, 0, 1, 21, 37, 66, 16, 510, 18, 1
6, Run: 024, F, 0, 1, 0, 1, 33, 40, 54, 7, 519, 22, 1
6, Run: 025, F, 0, 1, 0, 1, 30, 45, 57, 15, 511, 22, 1
6, Run: 026, F, 0, 1, 0, 1, 33, 42, 54, 9, 517, 28, 1
6, Run: 027, F, 0, 1, 0, 1, 23, 32, 64, 9, 517, 20, 1
6, Run: 028, F, 0, 1, 0, 1, 29, 43, 58, 14, 512, 29, 1
6, Run: 029, F, 0, 1, 0, 1, 35, 43, 52, 8, 518, 26, 1
6, Run: 030, F, 0, 1, 0, 1, 35, 50, 52, 15, 511, 26, 1
6, Run: 031, F, 0, 1, 0, 1, 38, 48, 49, 10, 516, 28, 1
6, Run: 032, F, 0, 1, 0, 1, 33, 43, 54, 10, 516, 20, 1
6, Run: 033, F, 0, 1, 0, 1, 28, 40, 59, 12, 514, 22, 1
6, Run: 034, F, 0, 1, 0, 1, 28, 40, 59, 12, 514, 19, 1
6, Run: 035, F, 0, 1, 0, 1, 34, 44, 53, 10, 516, 23, 1
6, Run: 036, F, 0, 1, 0, 1, 36, 45, 51, 9, 517, 24, 1
6, Run: 037, F, 0, 1, 0, 1, 22, 35, 65, 13, 513, 21, 1
6, Run: 038, F, 0, 1, 0, 1, 27, 36, 60, 9, 517, 18, 1
6, Run: 039, F, 0, 1, 0, 1, 27, 41, 60, 14, 512, 19, 1
6, Run: 040, F, 0, 1, 0, 1, 32, 40, 55, 8, 518, 17, 1
6, Run: 041, F, 0, 1, 0, 1, 28, 40, 59, 12, 514, 24, 1
6, Run: 042, F, 0, 1, 0, 1, 36, 53, 51, 17, 509, 23, 1
6, Run: 043, F, 0, 1, 0, 1, 32, 40, 55, 8, 518, 29, 1
6, Run: 044, F, 0, 1, 0, 1, 35, 47, 52, 12, 514, 27, 1
6, Run: 045, F, 0, 1, 0, 1, 33, 45, 54, 12, 514, 25, 1
6, Run: 046, F, 0, 1, 0, 1, 30, 43, 57, 13, 513, 26, 1
6, Run: 047, F, 0, 1, 0, 1, 27, 39, 60, 12, 514, 20, 1
6, Run: 048, F, 0, 1, 0, 1, 32, 44, 55, 12, 514, 26, 1
6, Run: 049, F, 0, 1, 0, 1, 32, 45, 55, 13, 513, 20, 1
6, Run: 050, F, 0, 1, 0, 1, 29, 44, 58, 15, 511, 24, 1
6, Run: 051, F, 0, 1, 0, 1, 33, 44, 54, 11, 515, 29, 1
6, Run: 052, F, 0, 1, 0, 1, 29, 40, 58, 11, 515, 21, 1
6, Run: 053, F, 0, 1, 0, 1, 33, 45, 54, 12, 514, 22, 1
6, Run: 054, F, 0, 1, 0, 1, 29, 41, 58, 12, 514, 22, 1
6, Run: 055, F, 0, 1, 0, 1, 27, 40, 60, 13, 513, 23, 1
6, Run: 056, F, 0, 1, 0, 1, 35, 45, 52, 10, 516, 26, 1
6, Run: 057, F, 0, 1, 0, 1, 28, 39, 59, 11, 515, 20, 1
6, Run: 058, F, 0, 1, 0, 1, 32, 38, 55, 6, 520, 29, 1
6, Run: 059, F, 0, 1, 0, 1, 32, 44, 55, 12, 514, 21, 1
6, Run: 060, F, 0, 1, 0, 1, 37, 48, 50, 11, 515, 27, 1
6, Run: 061, F, 0, 1, 0, 1, 26, 41, 61, 15, 511, 21, 1
6, Run: 062, F, 0, 1, 0, 1, 34, 46, 53, 12, 514, 23, 1
6, Run: 063, F, 0, 1, 0, 1, 31, 40, 56, 9, 517, 23, 1
6, Run: 064, F, 0, 1, 0, 1, 29, 43, 58, 14, 512, 22, 1
6, Run: 065, F, 0, 1, 0, 1, 28, 46, 59, 18, 508, 19, 1
6, Run: 066, F, 0, 1, 0, 1, 26, 38, 61, 12, 514, 17, 1
6, Run: 067, F, 0, 1, 0, 1, 33, 44, 54, 11, 515, 21, 1
6, Run: 068, F, 0, 1, 0, 1, 26, 40, 61, 14, 512, 23, 1
6, Run: 069, F, 0, 1, 0, 1, 24, 41, 63, 17, 509, 18, 1
6, Run: 070, F, 0, 1, 0, 1, 26, 37, 61, 11, 515, 19, 1
6, Run: 071, F, 0, 1, 0, 1, 33, 48, 54, 15, 511, 26, 1
6, Run: 072, F, 0, 1, 0, 1, 30, 44, 57, 14, 512, 19, 1
6, Run: 073, F, 0, 1, 0, 1, 33, 42, 54, 9, 517, 24, 1
6, Run: 074, F, 0, 1, 0, 1, 30, 39, 57, 9, 517, 26, 1
6, Run: 075, F, 0, 1, 0, 1, 36, 53, 51, 17, 509, 26, 1
6, Run: 076, F, 0, 1, 0, 1, 32, 45, 55, 13, 513, 22, 1
6, Run: 077, F, 0, 1, 0, 1, 31, 47, 56, 16, 510, 25, 1
6, Run: 078, F, 0, 1, 0, 1, 35, 41, 52, 6, 520, 24, 1
6, Run: 079, F, 0, 1, 0, 1, 41, 50, 46, 9, 517, 27, 1
6, Run: 080, F, 0, 1, 0, 1, 31, 44, 56, 13, 513, 24, 1
6, Run: 081, F, 0, 1, 0, 1, 27, 39, 60, 12, 514, 30, 1
6, Run: 082, F, 0, 1, 0, 1, 28, 42, 59, 14, 512, 26, 1
6, Run: 083, F, 0, 1, 0, 1, 28, 39, 59, 11, 515, 24, 1
6, Run: 084, F, 0, 1, 0, 1, 36, 49, 51, 13, 513, 26, 1
6, Run: 085, F, 0, 1, 0, 1, 23, 39, 64, 16, 510, 20, 1
6, Run: 086, F, 0, 1, 0, 1, 21, 35, 66, 14, 512, 17, 1
6, Run: 087, F, 0, 1, 0, 1, 24, 38, 63, 14, 512, 15, 1
6, Run: 088, F, 0, 1, 0, 1, 31, 47, 56, 16, 510, 22, 1
6, Run: 089, F, 0, 1, 0, 1, 32, 46, 55, 14, 512, 24, 1
6, Run: 090, F, 0, 1, 0, 1, 29, 41, 58, 12, 514, 23, 1
6, Run: 091, F, 0, 1, 0, 1, 31, 48, 56, 17, 509, 22, 1
6, Run: 092, F, 0, 1, 0, 1, 34, 49, 53, 15, 511, 29, 1
6, Run: 093, F, 0, 1, 0, 1, 31, 40, 56, 9, 517, 24, 1
6, Run: 094, F, 0, 1, 0, 1, 32, 43, 55, 11, 515, 17, 1
6, Run: 095, F, 0, 1, 0, 1, 29, 40, 58, 11, 515, 27, 1
6, Run: 096, F, 0, 1, 0, 1, 30, 45, 57, 15, 511, 23, 1
6, Run: 097, F, 0, 1, 0, 1, 26, 39, 61, 13, 513, 23, 1
6, Run: 098, F, 0, 1, 0, 1, 34, 42, 53, 8, 518, 22, 1
6, Run: 099, F, 0, 1, 0, 1, 26, 42, 61, 16, 510, 23, 1
6, Run: 100, F, 0, 1, 0, 1, 30, 39, 57, 9, 517, 15, 1
