Input Number, Run_Number, Result@ 100, F, X1, A, B, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 046, F, 1, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 100, 99, 200, 5384, 75, 75, 5384, 100, 58, 41, 100, 149, 200, 37254, 18676
INVAR-10, Run: 047, F, 1, 0, 0, 1, 0, 0, 505, 0, 0, 1, 0, 100, 96, 200, 4347, 56, 56, 4347, 100, 66, 33, 100, 147, 200, 41417, 20756
INVAR-10, Run: 048, F, 1, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 100, 105, 200, 4926, 92, 92, 4926, 100, 65, 34, 100, 152, 200, 33324, 16714
INVAR-10, Run: 049, F, 0, 0, 0, 3, 0, 0, 495, 0, 0, 1, 0, 100, 105, 200, 3410, 76, 76, 3410, 100, 63, 36, 100, 151, 200, 34197, 17151
INVAR-10, Run: 050, F, 1, 0, 0, 1, 0, 0, 517, 0, 0, 1, 0, 100, 84, 200, 4557, 76, 76, 4557, 100, 70, 29, 100, 141, 200, 34659, 17371
INVAR-10, Run: 051, F, 0, 0, 0, 2, 0, 0, 510, 0, 2, 1, 2, 99, 90, 200, 4832, 77, 75, 4832, 100, 61, 38, 99, 144, 200, 35570, 17830
INVAR-10, Run: 052, F, 1, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 99, 101, 200, 5103, 62, 60, 5103, 100, 64, 35, 99, 150, 200, 35134, 17617
INVAR-10, Run: 053, F, 0, 0, 0, 0, 0, 0, 494, 0, 4, 1, 4, 98, 106, 200, 3643, 52, 48, 3643, 100, 61, 38, 98, 153, 200, 37764, 18935
INVAR-10, Run: 054, F, 1, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100, 95, 200, 5731, 49, 49, 5731, 100, 67, 32, 100, 147, 200, 35102, 17598
INVAR-10, Run: 055, F, 1, 0, 0, 0, 0, 0, 496, 0, 2, 1, 2, 99, 105, 200, 5059, 78, 76, 5059, 100, 61, 38, 99, 152, 200, 38336, 19220
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 100, 96, 200, 5869, 60, 60, 5869, 100, 65, 34, 100, 148, 200, 37492, 18794
INVAR-10, Run: 057, F, 0, 0, 0, 2, 0, 0, 488, 0, 0, 1, 0, 100, 112, 200, 6079, 64, 64, 6079, 100, 68, 31, 100, 155, 200, 46310, 23211
INVAR-10, Run: 058, F, 1, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 100, 99, 200, 5055, 81, 81, 5055, 100, 61, 38, 100, 149, 200, 32572, 16335
INVAR-10, Run: 059, F, 1, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100, 95, 200, 5272, 58, 58, 5272, 100, 63, 36, 100, 147, 200, 34792, 17443
INVAR-10, Run: 060, F, 1, 0, 0, 1, 0, 0, 493, 0, 0, 1, 0, 100, 108, 200, 3907, 62, 62, 3907, 100, 69, 30, 100, 153, 200, 42155, 21131
INVAR-10, Run: 061, F, 1, 0, 0, 2, 0, 0, 492, 0, 0, 1, 0, 100, 109, 200, 5061, 76, 76, 5061, 100, 63, 36, 100, 153, 200, 35526, 17817
INVAR-10, Run: 062, F, 1, 0, 0, 0, 0, 0, 498, 0, 4, 1, 4, 98, 103, 200, 3418, 53, 49, 3418, 100, 62, 37, 98, 151, 200, 32762, 16432
INVAR-10, Run: 063, F, 0, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100, 92, 200, 3743, 61, 61, 3743, 100, 57, 42, 100, 146, 200, 34656, 17374
INVAR-10, Run: 064, F, 1, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 100, 97, 200, 5558, 51, 51, 5558, 100, 61, 38, 100, 148, 200, 38898, 19497
INVAR-10, Run: 065, F, 1, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 100, 101, 200, 5409, 68, 68, 5409, 100, 65, 34, 100, 150, 200, 33212, 16656
INVAR-10, Run: 066, F, 1, 0, 0, 0, 0, 0, 490, 0, 2, 1, 2, 99, 111, 200, 3884, 57, 55, 3884, 100, 64, 35, 99, 155, 200, 31464, 15787
INVAR-10, Run: 067, F, 1, 0, 0, 2, 0, 0, 486, 0, 2, 1, 2, 99, 115, 200, 4623, 77, 75, 4623, 100, 60, 39, 99, 156, 200, 32654, 16384
INVAR-10, Run: 068, F, 1, 0, 0, 0, 0, 0, 504, 0, 2, 1, 2, 99, 97, 200, 4678, 64, 62, 4678, 100, 59, 40, 99, 148, 200, 39294, 19695
INVAR-10, Run: 069, F, 0, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 100, 104, 200, 4619, 74, 74, 4619, 100, 54, 45, 100, 152, 200, 34460, 17282
INVAR-10, Run: 070, F, 1, 0, 0, 3, 0, 0, 501, 0, 0, 1, 0, 100, 100, 200, 4338, 72, 72, 4338, 100, 56, 43, 100, 148, 200, 35849, 17974
INVAR-10, Run: 071, F, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 100, 102, 200, 4825, 68, 68, 4825, 100, 62, 37, 100, 151, 200, 34424, 17263
INVAR-10, Run: 072, F, 1, 0, 0, 0, 0, 0, 490, 0, 2, 1, 2, 99, 111, 200, 6082, 65, 63, 6082, 100, 62, 37, 99, 155, 200, 38188, 19149
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 100, 108, 200, 5566, 50, 50, 5566, 100, 77, 22, 100, 154, 200, 34654, 17381
INVAR-10, Run: 074, F, 0, 0, 0, 0, 0, 0, 498, 0, 2, 1, 2, 99, 102, 200, 4644, 61, 59, 4644, 100, 57, 42, 99, 151, 200, 38580, 19341
INVAR-10, Run: 075, F, 1, 0, 0, 0, 0, 0, 502, 0, 2, 1, 2, 99, 99, 200, 5760, 66, 64, 5760, 100, 71, 28, 99, 149, 200, 33208, 16653
INVAR-10, Run: 076, F, 1, 0, 0, 0, 0, 0, 494, 0, 2, 1, 2, 99, 107, 200, 4719, 73, 71, 4719, 100, 61, 38, 99, 153, 200, 33610, 16858
INVAR-10, Run: 077, F, 0, 0, 0, 0, 0, 0, 504, 0, 2, 1, 2, 99, 96, 200, 4199, 54, 52, 4199, 100, 67, 32, 99, 148, 200, 33338, 16717
INVAR-10, Run: 078, F, 0, 0, 0, 2, 0, 0, 506, 0, 0, 1, 0, 100, 94, 200, 3642, 64, 64, 3642, 100, 48, 51, 100, 146, 200, 30454, 15274
INVAR-10, Run: 079, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 100, 100, 200, 4735, 63, 63, 4735, 100, 72, 27, 100, 150, 200, 34266, 17183
INVAR-10, Run: 080, F, 1, 0, 0, 1, 0, 0, 497, 0, 0, 1, 0, 100, 104, 200, 5176, 69, 69, 5176, 100, 55, 44, 100, 151, 200, 36347, 18225
INVAR-10, Run: 081, F, 0, 0, 0, 3, 0, 0, 493, 0, 0, 1, 0, 100, 107, 200, 6050, 59, 59, 6050, 100, 67, 32, 100, 152, 200, 35987, 18047
INVAR-10, Run: 082, F, 1, 0, 0, 0, 0, 0, 504, 0, 2, 1, 2, 99, 97, 200, 4515, 73, 71, 4515, 100, 57, 42, 99, 148, 200, 31274, 15685
INVAR-10, Run: 083, F, 1, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100, 95, 200, 4604, 66, 66, 4604, 100, 60, 39, 100, 147, 200, 26638, 13366
INVAR-10, Run: 084, F, 1, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100, 95, 200, 4554, 71, 71, 4554, 100, 58, 41, 100, 147, 200, 32664, 16379
INVAR-10, Run: 085, F, 1, 0, 0, 0, 0, 0, 514, 0, 0, 1, 0, 100, 87, 200, 4430, 63, 63, 4430, 100, 62, 37, 100, 143, 200, 40724, 20405
INVAR-10, Run: 086, F, 1, 0, 0, 1, 0, 0, 497, 0, 2, 1, 2, 99, 104, 200, 5604, 68, 66, 5604, 100, 65, 34, 99, 151, 200, 43415, 21759
INVAR-10, Run: 087, F, 0, 0, 0, 2, 0, 0, 506, 0, 2, 1, 2, 99, 94, 200, 3894, 62, 60, 3894, 100, 64, 35, 99, 146, 200, 32968, 16531
INVAR-10, Run: 088, F, 0, 0, 0, 0, 0, 0, 480, 0, 2, 1, 2, 99, 120, 200, 4460, 76, 74, 4460, 100, 64, 35, 99, 160, 200, 35638, 17879
INVAR-10, Run: 089, F, 0, 0, 0, 2, 0, 0, 498, 0, 0, 1, 0, 100, 102, 200, 5090, 71, 71, 5090, 100, 63, 36, 100, 150, 200, 37700, 18901
INVAR-10, Run: 090, F, 1, 0, 0, 1, 0, 0, 499, 0, 2, 1, 2, 99, 102, 200, 4015, 60, 58, 4015, 100, 68, 31, 99, 150, 200, 27157, 13629
INVAR-10, Run: 091, F, 0, 0, 0, 0, 0, 0, 490, 0, 2, 1, 2, 99, 110, 200, 4527, 66, 64, 4527, 100, 66, 33, 99, 155, 200, 39032, 19571
INVAR-10, Run: 092, F, 1, 0, 0, 1, 0, 0, 493, 0, 0, 1, 0, 100, 108, 200, 4880, 76, 76, 4880, 100, 60, 39, 100, 153, 200, 31565, 15836
INVAR-10, Run: 093, F, 1, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 100, 97, 200, 4554, 54, 54, 4554, 100, 53, 46, 100, 148, 200, 30628, 15362
INVAR-10, Run: 094, F, 0, 0, 0, 2, 0, 0, 510, 0, 0, 1, 0, 100, 90, 200, 5354, 81, 81, 5354, 100, 64, 35, 100, 144, 200, 32336, 16213
INVAR-10, Run: 095, F, 1, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 99, 101, 200, 3501, 64, 62, 3501, 100, 67, 32, 99, 150, 200, 35734, 17917
INVAR-10, Run: 096, F, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 100, 96, 200, 5226, 53, 53, 5226, 100, 62, 37, 100, 148, 200, 33676, 16886
INVAR-10, Run: 097, F, 1, 0, 0, 0, 0, 0, 496, 0, 2, 1, 2, 99, 105, 200, 4454, 67, 65, 4454, 100, 56, 43, 99, 152, 200, 40018, 20061
INVAR-10, Run: 098, F, 0, 0, 0, 0, 0, 0, 516, 0, 0, 1, 0, 100, 84, 200, 5874, 47, 47, 5874, 100, 63, 36, 100, 142, 200, 33712, 16898
INVAR-10, Run: 099, F, 1, 0, 0, 1, 0, 0, 487, 0, 2, 1, 2, 99, 114, 200, 4555, 66, 64, 4555, 100, 64, 35, 99, 156, 200, 34429, 17271
INVAR-10, Run: 100, F, 1, 0, 0, 0, 0, 0, 494, 0, 2, 1, 2, 99, 107, 200, 3937, 53, 51, 3937, 100, 67, 32, 99, 153, 200, 40164, 20135
INVAR-2, Run: 001, F, 0, 0, 0, 2, 0, 0, 80, 0, 2, 1, 2, 27, 88, 56, 528, 26, 24, 528, 28, 19, 8, 27, 71, 56, 5084, 2586
INVAR-2, Run: 002, F, 1, 0, 0, 0, 0, 0, 58, 0, 0, 1, 0, 28, 111, 56, 543, 20, 20, 543, 28, 17, 10, 28, 83, 56, 6510, 3310
INVAR-2, Run: 003, F, 1, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28, 99, 56, 652, 23, 23, 652, 28, 18, 9, 28, 77, 56, 6474, 3286
INVAR-2, Run: 004, F, 1, 0, 0, 0, 0, 0, 74, 0, 0, 1, 0, 28, 95, 56, 439, 22, 22, 439, 28, 16, 11, 28, 75, 56, 7170, 3632
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28, 96, 56, 787, 23, 23, 787, 28, 17, 10, 28, 76, 56, 6046, 3071
INVAR-2, Run: 006, F, 0, 0, 0, 2, 0, 0, 54, 0, 2, 1, 2, 27, 114, 56, 785, 17, 15, 785, 28, 15, 12, 27, 84, 56, 6960, 3537
INVAR-2, Run: 007, F, 1, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28, 99, 56, 650, 29, 29, 650, 28, 19, 8, 28, 77, 56, 7600, 3849
INVAR-2, Run: 008, F, 1, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 28, 113, 56, 611, 14, 14, 611, 28, 18, 9, 28, 84, 56, 7454, 3783
INVAR-2, Run: 009, F, 1, 0, 0, 2, 0, 0, 68, 0, 0, 1, 0, 28, 101, 56, 345, 24, 24, 345, 28, 17, 10, 28, 77, 56, 8754, 4427
INVAR-2, Run: 010, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 1, 0, 28, 87, 56, 640, 20, 20, 640, 28, 21, 6, 28, 71, 56, 7660, 3873
INVAR-2, Run: 011, F, 0, 0, 0, 2, 0, 0, 82, 0, 0, 1, 0, 28, 86, 56, 652, 16, 16, 652, 28, 18, 9, 28, 70, 56, 7140, 3613
INVAR-2, Run: 012, F, 0, 0, 0, 2, 0, 0, 54, 0, 0, 1, 0, 28, 114, 56, 708, 26, 26, 708, 28, 17, 10, 28, 84, 56, 6426, 3270
INVAR-2, Run: 013, F, 1, 0, 0, 0, 0, 0, 66, 0, 0, 1, 0, 28, 103, 56, 725, 23, 23, 725, 28, 12, 15, 28, 79, 56, 7152, 3627
INVAR-2, Run: 014, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 1, 0, 28, 87, 56, 851, 24, 24, 851, 28, 16, 11, 28, 71, 56, 6170, 3128
INVAR-2, Run: 015, F, 1, 0, 0, 0, 0, 0, 76, 0, 0, 1, 0, 28, 93, 56, 601, 17, 17, 601, 28, 15, 12, 28, 74, 56, 8670, 4381
INVAR-2, Run: 016, F, 1, 0, 0, 1, 0, 0, 95, 0, 0, 1, 0, 28, 74, 56, 909, 22, 22, 909, 28, 17, 10, 28, 64, 56, 5987, 3030
INVAR-2, Run: 017, F, 1, 0, 0, 0, 0, 0, 76, 0, 0, 1, 0, 28, 93, 56, 445, 17, 17, 445, 28, 19, 8, 28, 74, 56, 7906, 3999
INVAR-2, Run: 018, F, 1, 0, 0, 1, 0, 0, 73, 0, 0, 1, 0, 28, 96, 56, 842, 39, 39, 842, 28, 13, 14, 28, 75, 56, 6411, 3253
INVAR-2, Run: 019, F, 0, 0, 0, 2, 0, 0, 62, 0, 0, 1, 0, 28, 106, 56, 652, 14, 14, 652, 28, 16, 11, 28, 80, 56, 6510, 3308
INVAR-2, Run: 020, F, 0, 0, 0, 3, 0, 0, 75, 0, 0, 1, 0, 28, 93, 56, 872, 6, 6, 872, 28, 18, 9, 28, 73, 56, 6955, 3524
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 0, 66, 0, 0, 1, 0, 28, 102, 56, 622, 20, 20, 622, 28, 19, 8, 28, 79, 56, 7672, 3887
INVAR-2, Run: 022, F, 0, 0, 0, 0, 0, 0, 62, 0, 0, 1, 0, 28, 106, 56, 605, 8, 8, 605, 28, 19, 8, 28, 81, 56, 6446, 3276
INVAR-2, Run: 023, F, 0, 0, 0, 3, 0, 0, 65, 0, 0, 1, 0, 28, 103, 56, 731, 14, 14, 731, 28, 18, 9, 28, 78, 56, 8361, 4232
INVAR-2, Run: 024, F, 1, 0, 0, 0, 0, 0, 76, 0, 0, 1, 0, 28, 93, 56, 889, 27, 27, 889, 28, 12, 15, 28, 74, 56, 7434, 3763
INVAR-2, Run: 025, F, 1, 0, 0, 1, 0, 0, 75, 0, 2, 1, 2, 27, 94, 56, 590, 35, 33, 590, 28, 17, 10, 27, 74, 56, 8007, 4050
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 0, 72, 0, 2, 1, 2, 27, 96, 56, 531, 18, 16, 531, 28, 22, 5, 27, 76, 56, 6964, 3530
INVAR-2, Run: 027, F, 1, 0, 0, 1, 0, 0, 57, 0, 0, 1, 0, 28, 112, 56, 657, 16, 16, 657, 28, 19, 8, 28, 83, 56, 7573, 3842
INVAR-2, Run: 028, F, 0, 0, 0, 2, 0, 0, 56, 0, 0, 1, 0, 28, 112, 56, 416, 15, 15, 416, 28, 20, 7, 28, 83, 56, 8546, 4329
INVAR-2, Run: 029, F, 1, 0, 0, 1, 0, 0, 73, 0, 0, 1, 0, 28, 96, 56, 638, 14, 14, 638, 28, 21, 6, 28, 75, 56, 8201, 4148
INVAR-2, Run: 030, F, 1, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28, 97, 56, 513, 19, 19, 513, 28, 20, 7, 28, 76, 56, 8142, 4119
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 0, 62, 0, 0, 1, 0, 28, 106, 56, 1027, 24, 24, 1027, 28, 20, 7, 28, 81, 56, 7048, 3577
INVAR-2, Run: 032, F, 1, 0, 0, 1, 0, 0, 77, 0, 2, 1, 2, 27, 92, 56, 730, 27, 25, 730, 28, 20, 7, 27, 73, 56, 7109, 3600
INVAR-2, Run: 033, F, 1, 0, 0, 2, 0, 0, 72, 0, 2, 1, 2, 27, 97, 56, 607, 18, 16, 607, 28, 18, 9, 27, 75, 56, 7778, 3937
INVAR-2, Run: 034, F, 0, 0, 0, 2, 0, 0, 76, 0, 0, 1, 0, 28, 92, 56, 751, 16, 16, 751, 28, 21, 6, 28, 73, 56, 8036, 4064
INVAR-2, Run: 035, F, 1, 0, 0, 0, 0, 0, 58, 0, 0, 1, 0, 28, 111, 56, 602, 22, 22, 602, 28, 20, 7, 28, 83, 56, 8068, 4089
INVAR-2, Run: 036, F, 0, 0, 0, 2, 0, 0, 58, 0, 2, 1, 2, 27, 110, 56, 674, 15, 13, 674, 28, 13, 14, 27, 82, 56, 6510, 3310
INVAR-2, Run: 037, F, 1, 0, 0, 1, 0, 0, 77, 0, 0, 1, 0, 28, 92, 56, 646, 17, 17, 646, 28, 17, 10, 28, 73, 56, 5923, 3007
INVAR-2, Run: 038, F, 1, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28, 97, 56, 954, 17, 17, 954, 28, 21, 6, 28, 76, 56, 6394, 3245
INVAR-2, Run: 039, F, 0, 0, 0, 2, 0, 0, 48, 0, 0, 1, 0, 28, 120, 56, 746, 14, 14, 746, 28, 21, 6, 28, 87, 56, 7090, 3605
INVAR-2, Run: 040, F, 1, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 28, 117, 56, 637, 22, 22, 637, 28, 21, 6, 28, 86, 56, 6536, 3326
INVAR-2, Run: 041, F, 1, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28, 99, 56, 420, 18, 18, 420, 28, 15, 12, 28, 77, 56, 6626, 3362
INVAR-2, Run: 042, F, 1, 0, 0, 1, 0, 0, 61, 0, 2, 1, 2, 27, 108, 56, 803, 22, 20, 803, 28, 18, 9, 27, 81, 56, 7097, 3602
INVAR-2, Run: 043, F, 1, 0, 0, 2, 0, 0, 66, 0, 0, 1, 0, 28, 103, 56, 611, 14, 14, 611, 28, 20, 7, 28, 78, 56, 6938, 3520
INVAR-2, Run: 044, F, 1, 0, 0, 0, 0, 0, 78, 0, 0, 1, 0, 28, 91, 56, 323, 9, 9, 323, 28, 15, 12, 28, 73, 56, 6450, 3270
INVAR-2, Run: 045, F, 0, 0, 0, 0, 0, 0, 68, 0, 0, 1, 0, 28, 100, 56, 821, 14, 14, 821, 28, 18, 9, 28, 78, 56, 7506, 3803
INVAR-2, Run: 046, F, 1, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28, 99, 56, 789, 22, 22, 789, 28, 21, 6, 28, 77, 56, 7680, 3889
INVAR-2, Run: 047, F, 0, 0, 0, 2, 0, 0, 58, 0, 0, 1, 0, 28, 110, 56, 678, 12, 12, 678, 28, 19, 8, 28, 82, 56, 6594, 3352
INVAR-2, Run: 048, F, 1, 0, 0, 1, 0, 0, 71, 0, 0, 1, 0, 28, 98, 56, 432, 23, 23, 432, 28, 18, 9, 28, 76, 56, 4979, 2538
INVAR-2, Run: 049, F, 1, 0, 0, 0, 0, 0, 88, 0, 0, 1, 0, 28, 81, 56, 786, 18, 18, 786, 28, 22, 5, 28, 68, 56, 8716, 4398
INVAR-2, Run: 050, F, 0, 0, 0, 0, 0, 0, 86, 0, 0, 1, 0, 28, 82, 56, 617, 19, 19, 617, 28, 13, 14, 28, 69, 56, 5776, 2929
INVAR-2, Run: 051, F, 0, 0, 0, 2, 0, 0, 72, 0, 0, 1, 0, 28, 96, 56, 843, 11, 11, 843, 28, 15, 12, 28, 75, 56, 5630, 2863
INVAR-2, Run: 052, F, 1, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28, 99, 56, 742, 16, 16, 742, 28, 21, 6, 28, 77, 56, 5802, 2950
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28, 96, 56, 742, 12, 12, 742, 28, 19, 8, 28, 76, 56, 8340, 4218
INVAR-2, Run: 054, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 28, 119, 56, 769, 19, 19, 769, 28, 14, 13, 28, 87, 56, 6978, 3548
INVAR-2, Run: 055, F, 1, 0, 0, 0, 0, 0, 60, 0, 2, 1, 2, 27, 109, 56, 841, 34, 32, 841, 28, 20, 7, 27, 82, 56, 7160, 3634
INVAR-2, Run: 056, F, 1, 0, 0, 0, 0, 0, 72, 0, 2, 1, 2, 27, 97, 56, 550, 15, 13, 550, 28, 13, 14, 27, 76, 56, 7126, 3611
INVAR-2, Run: 057, F, 1, 0, 0, 0, 0, 0, 64, 0, 0, 1, 0, 28, 105, 56, 682, 18, 18, 682, 28, 19, 8, 28, 80, 56, 6524, 3314
INVAR-2, Run: 058, F, 1, 0, 0, 0, 0, 0, 88, 0, 2, 1, 2, 27, 81, 56, 840, 24, 22, 840, 28, 14, 13, 27, 68, 56, 6910, 3495
INVAR-2, Run: 059, F, 0, 0, 0, 2, 0, 0, 64, 0, 0, 1, 0, 28, 104, 56, 603, 13, 13, 603, 28, 17, 10, 28, 79, 56, 7728, 3916
INVAR-2, Run: 060, F, 1, 0, 0, 0, 0, 0, 74, 0, 2, 1, 2, 27, 95, 56, 534, 20, 18, 534, 28, 15, 12, 27, 75, 56, 6284, 3189
INVAR-2, Run: 061, F, 1, 0, 0, 0, 0, 0, 78, 0, 0, 1, 0, 28, 91, 56, 668, 31, 31, 668, 28, 16, 11, 28, 73, 56, 6570, 3330
INVAR-2, Run: 062, F, 0, 0, 0, 2, 0, 0, 70, 0, 0, 1, 0, 28, 98, 56, 764, 9, 9, 764, 28, 18, 9, 28, 76, 56, 5632, 2865
INVAR-2, Run: 063, F, 1, 0, 0, 0, 0, 0, 66, 0, 2, 1, 2, 27, 103, 56, 701, 15, 13, 701, 28, 18, 9, 27, 79, 56, 6966, 3534
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 0, 62, 0, 2, 1, 2, 27, 106, 56, 458, 23, 21, 458, 28, 11, 16, 27, 81, 56, 6836, 3471
INVAR-2, Run: 065, F, 1, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28, 99, 56, 630, 13, 13, 630, 28, 13, 14, 28, 77, 56, 6062, 3080
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 0, 88, 0, 0, 1, 0, 28, 80, 56, 697, 25, 25, 697, 28, 16, 11, 28, 68, 56, 7102, 3591
INVAR-2, Run: 067, F, 0, 0, 0, 0, 0, 0, 84, 0, 0, 1, 0, 28, 84, 56, 456, 23, 23, 456, 28, 18, 9, 28, 70, 56, 6682, 3383
INVAR-2, Run: 068, F, 1, 0, 0, 0, 0, 0, 62, 0, 2, 1, 2, 27, 107, 56, 387, 21, 19, 387, 28, 19, 8, 27, 81, 56, 7820, 3963
INVAR-2, Run: 069, F, 1, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28, 99, 56, 919, 22, 22, 919, 28, 20, 7, 28, 77, 56, 7488, 3793
INVAR-2, Run: 070, F, 0, 0, 0, 2, 0, 0, 64, 0, 0, 1, 0, 28, 104, 56, 483, 16, 16, 483, 28, 18, 9, 28, 79, 56, 6100, 3102
INVAR-2, Run: 071, F, 1, 0, 0, 0, 0, 0, 78, 0, 0, 1, 0, 28, 91, 56, 567, 10, 10, 567, 28, 20, 7, 28, 73, 56, 5772, 2931
INVAR-2, Run: 072, F, 1, 0, 0, 1, 0, 0, 69, 0, 2, 1, 2, 27, 100, 56, 773, 16, 14, 773, 28, 20, 7, 27, 77, 56, 8653, 4376
INVAR-2, Run: 073, F, 1, 0, 0, 0, 0, 0, 62, 0, 2, 1, 2, 27, 107, 56, 542, 26, 24, 542, 28, 12, 15, 27, 81, 56, 8880, 4493
INVAR-2, Run: 074, F, 1, 0, 0, 0, 0, 0, 70, 0, 2, 1, 2, 27, 99, 56, 656, 20, 18, 656, 28, 18, 9, 27, 77, 56, 7810, 3954
INVAR-2, Run: 075, F, 1, 0, 0, 1, 0, 0, 65, 0, 0, 1, 0, 28, 104, 56, 417, 13, 13, 417, 28, 19, 8, 28, 79, 56, 6213, 3158
INVAR-2, Run: 076, F, 0, 0, 0, 0, 0, 0, 64, 0, 0, 1, 0, 28, 104, 56, 502, 14, 14, 502, 28, 15, 12, 28, 80, 56, 8332, 4218
INVAR-2, Run: 077, F, 0, 0, 0, 3, 0, 0, 61, 0, 2, 1, 2, 27, 107, 56, 557, 25, 23, 557, 28, 14, 13, 27, 80, 56, 7061, 3584
INVAR-2, Run: 078, F, 1, 0, 0, 1, 0, 0, 71, 0, 0, 1, 0, 28, 98, 56, 888, 22, 22, 888, 28, 15, 12, 28, 76, 56, 7529, 3813
INVAR-2, Run: 079, F, 1, 0, 0, 0, 0, 0, 84, 0, 0, 1, 0, 28, 85, 56, 806, 29, 29, 806, 28, 20, 7, 28, 70, 56, 7536, 3810
INVAR-2, Run: 080, F, 1, 0, 0, 1, 0, 0, 75, 0, 0, 1, 0, 28, 94, 56, 768, 20, 20, 768, 28, 17, 10, 28, 74, 56, 6781, 3437
INVAR-2, Run: 081, F, 1, 0, 0, 1, 0, 0, 81, 0, 0, 1, 0, 28, 88, 56, 526, 33, 33, 526, 28, 17, 10, 28, 71, 56, 7443, 3765
INVAR-2, Run: 082, F, 1, 0, 0, 0, 0, 0, 66, 0, 0, 1, 0, 28, 103, 56, 627, 10, 10, 627, 28, 13, 14, 28, 79, 56, 7784, 3943
INVAR-2, Run: 083, F, 1, 0, 0, 1, 0, 0, 77, 0, 0, 1, 0, 28, 92, 56, 415, 19, 19, 415, 28, 19, 8, 28, 73, 56, 6937, 3514
INVAR-2, Run: 084, F, 1, 0, 0, 0, 0, 0, 56, 0, 2, 1, 2, 27, 113, 56, 763, 18, 16, 763, 28, 19, 8, 27, 84, 56, 7068, 3590
INVAR-2, Run: 085, F, 0, 0, 0, 0, 0, 0, 80, 0, 2, 1, 2, 27, 88, 56, 1014, 22, 20, 1014, 28, 20, 7, 27, 72, 56, 7254, 3671
INVAR-2, Run: 086, F, 1, 0, 0, 1, 0, 0, 63, 0, 0, 1, 0, 28, 106, 56, 990, 13, 13, 990, 28, 19, 8, 28, 80, 56, 7327, 3716
INVAR-2, Run: 087, F, 1, 0, 0, 1, 0, 0, 59, 0, 0, 1, 0, 28, 110, 56, 770, 22, 22, 770, 28, 17, 10, 28, 82, 56, 6717, 3413
INVAR-2, Run: 088, F, 1, 0, 0, 0, 0, 0, 72, 0, 2, 1, 2, 27, 97, 56, 572, 21, 19, 572, 28, 16, 11, 27, 76, 56, 8228, 4162
INVAR-2, Run: 089, F, 1, 0, 0, 2, 0, 0, 56, 0, 0, 1, 0, 28, 113, 56, 628, 23, 23, 628, 28, 17, 10, 28, 83, 56, 7230, 3671
