Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, F, 0, 0, 0, 0, 0, 45, 9, 45, 0, 9, 0, 18, 4, 6, 9, 2, 1, 9, 18, 27, 4, 51
INVAR-1, Run: 002, F, 0, 0, 0, 0, 0, 25, 9, 25, 0, 29, 0, 18, 0, 7, 9, 1, 1, 9, 18, 27, 0, 32
INVAR-1, Run: 003, F, 0, 0, 0, 0, 0, 37, 9, 37, 0, 17, 0, 18, 2, 6, 9, 3, 0, 9, 18, 27, 2, 43
INVAR-1, Run: 004, F, 0, 0, 0, 0, 0, 49, 9, 49, 0, 5, 0, 18, 3, 7, 9, 2, 0, 9, 18, 27, 3, 56
INVAR-1, Run: 005, F, 0, 0, 0, 0, 0, 31, 9, 31, 0, 23, 0, 18, 0, 7, 9, 2, 0, 9, 18, 27, 0, 38
INVAR-1, Run: 006, F, 0, 0, 0, 0, 0, 53, 9, 53, 0, 1, 0, 18, 0, 7, 9, 2, 0, 9, 18, 27, 0, 60
INVAR-1, Run: 007, F, 0, 0, 0, 0, 0, 39, 9, 39, 0, 15, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 47
INVAR-1, Run: 008, F, 0, 0, 0, 0, 0, 38, 9, 38, 0, 16, 0, 18, 1, 8, 9, 0, 1, 9, 18, 27, 1, 46
INVAR-1, Run: 009, F, 0, 0, 0, 0, 0, 31, 9, 31, 0, 23, 0, 18, 2, 5, 9, 2, 2, 9, 18, 27, 2, 36
INVAR-1, Run: 010, F, 0, 0, 0, 0, 0, 34, 9, 34, 0, 20, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 42
INVAR-1, Run: 011, F, 0, 0, 0, 0, 0, 24, 9, 24, 0, 30, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 32
