Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 098, F, 0, 15, 0, 0, 0, 0, 0, 37, 11, 11, 0, 0, 6, 18, 74, 16, 16, 63, 6, 5, 1, 9, 12, 18, 102, 54
INVAR-1, Run: 099, F, 0, 19, 0, 0, 0, 0, 0, 1, 43, 43, 0, 0, 10, 18, 46, 1, 1, 3, 4, 3, 1, 9, 14, 18, 84, 47
INVAR-1, Run: 100, F, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 6, 18, 36, 11, 9, 36, 6, 4, 1, 8, 12, 18, 80, 43
INVAR-10, Run: 001, F, 0, 121, 0, 0, 0, 0, 0, 578, 0, 2, 1, 2, 22, 200, 4498, 59, 57, 4498, 89, 56, 32, 99, 111, 200, 4942, 2482
INVAR-10, Run: 002, F, 0, 124, 0, 0, 0, 0, 0, 35, 541, 541, 0, 0, 24, 200, 3389, 56, 56, 2848, 88, 54, 34, 100, 112, 200, 4940, 2482
INVAR-10, Run: 003, F, 0, 122, 0, 0, 0, 0, 0, 114, 464, 464, 0, 0, 22, 200, 4159, 60, 60, 3695, 89, 58, 31, 100, 111, 200, 4874, 2448
INVAR-10, Run: 004, F, 0, 120, 0, 0, 0, 0, 0, 35, 545, 545, 0, 0, 20, 200, 4527, 78, 78, 3982, 90, 50, 40, 100, 110, 200, 5226, 2623
INVAR-10, Run: 005, F, 0, 113, 0, 0, 0, 0, 0, 586, 0, 2, 1, 2, 14, 200, 4885, 79, 77, 4885, 93, 57, 35, 99, 107, 200, 8516, 4265
INVAR-10, Run: 006, F, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0, 20, 200, 3570, 55, 55, 3570, 90, 52, 37, 100, 110, 200, 4510, 2265
INVAR-10, Run: 007, F, 0, 122, 0, 0, 0, 0, 0, 578, 0, 0, 1, 0, 22, 200, 3883, 68, 68, 3883, 89, 56, 32, 100, 111, 200, 5404, 2713
INVAR-10, Run: 008, F, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0, 20, 200, 3527, 57, 57, 3527, 90, 54, 35, 100, 110, 200, 5584, 2802
INVAR-10, Run: 009, F, 0, 125, 0, 0, 0, 0, 0, 574, 0, 2, 1, 2, 26, 200, 2993, 56, 54, 2993, 87, 58, 28, 99, 113, 200, 5766, 2896
INVAR-10, Run: 010, F, 0, 122, 0, 0, 0, 0, 0, 212, 366, 366, 0, 0, 22, 200, 3816, 70, 70, 3450, 89, 53, 36, 100, 111, 200, 4320, 2171
INVAR-10, Run: 011, F, 0, 122, 0, 0, 0, 0, 0, 104, 474, 474, 0, 0, 22, 200, 3832, 47, 47, 3358, 89, 63, 26, 100, 111, 200, 4314, 2168
INVAR-10, Run: 012, F, 0, 126, 0, 0, 0, 0, 0, 574, 0, 0, 1, 0, 26, 200, 4025, 67, 67, 4025, 87, 50, 36, 100, 113, 200, 4966, 2496
INVAR-10, Run: 013, F, 0, 134, 0, 0, 0, 0, 0, 566, 0, 0, 1, 0, 34, 200, 4876, 68, 68, 4876, 83, 49, 33, 100, 117, 200, 8050, 4042
INVAR-10, Run: 014, F, 0, 121, 0, 0, 0, 0, 0, 578, 0, 2, 1, 2, 22, 200, 5292, 70, 68, 5292, 89, 58, 30, 99, 111, 200, 5566, 2794
INVAR-10, Run: 015, F, 0, 122, 0, 0, 0, 0, 0, 190, 388, 388, 0, 0, 22, 200, 4199, 57, 57, 3811, 89, 64, 25, 100, 111, 200, 5020, 2521
INVAR-10, Run: 016, F, 0, 114, 0, 0, 0, 0, 0, 39, 547, 547, 0, 0, 14, 200, 5362, 83, 83, 4815, 93, 56, 37, 100, 107, 200, 4610, 2312
INVAR-10, Run: 017, F, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0, 18, 200, 3563, 57, 57, 3563, 91, 55, 35, 100, 109, 200, 7102, 3560
INVAR-10, Run: 018, F, 0, 113, 0, 0, 0, 0, 0, 586, 0, 2, 1, 2, 14, 200, 3458, 52, 50, 3458, 93, 58, 34, 99, 107, 200, 5720, 2867
INVAR-10, Run: 019, F, 0, 116, 0, 0, 0, 0, 0, 165, 419, 419, 0, 0, 16, 200, 4299, 68, 68, 3880, 92, 61, 31, 100, 108, 200, 5672, 2844
INVAR-10, Run: 020, F, 0, 120, 0, 0, 0, 0, 0, 156, 424, 424, 0, 0, 20, 200, 4715, 64, 64, 4291, 90, 57, 33, 100, 110, 200, 4476, 2248
INVAR-10, Run: 021, F, 0, 115, 0, 0, 0, 0, 0, 584, 0, 2, 1, 2, 16, 200, 4475, 77, 75, 4475, 92, 62, 29, 99, 108, 200, 5426, 2721
INVAR-10, Run: 022, F, 0, 116, 0, 0, 0, 0, 0, 520, 64, 64, 0, 0, 16, 200, 4084, 61, 61, 4020, 92, 63, 29, 100, 108, 200, 7770, 3893
INVAR-10, Run: 023, F, 0, 122, 0, 0, 0, 0, 0, 443, 135, 135, 0, 0, 22, 200, 4684, 77, 77, 4549, 89, 48, 41, 100, 111, 200, 6122, 3072
INVAR-10, Run: 024, F, 0, 126, 0, 0, 0, 0, 0, 7, 567, 567, 0, 0, 26, 200, 3402, 50, 50, 2835, 87, 60, 27, 100, 113, 200, 3612, 1819
INVAR-10, Run: 025, F, 0, 128, 0, 0, 0, 0, 0, 572, 0, 0, 1, 0, 28, 200, 3694, 75, 75, 3694, 86, 54, 31, 100, 114, 200, 4556, 2292
INVAR-10, Run: 026, F, 0, 124, 0, 0, 0, 0, 0, 25, 551, 551, 0, 0, 24, 200, 5154, 50, 50, 4603, 88, 59, 29, 100, 112, 200, 4444, 2234
INVAR-10, Run: 027, F, 0, 126, 0, 0, 0, 0, 0, 41, 533, 533, 0, 0, 26, 200, 4036, 54, 54, 3503, 87, 57, 30, 100, 113, 200, 4774, 2400
INVAR-10, Run: 028, F, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0, 18, 200, 3712, 72, 72, 3712, 91, 54, 36, 100, 109, 200, 4748, 2383
INVAR-10, Run: 029, F, 0, 114, 0, 0, 0, 0, 0, 202, 384, 384, 0, 0, 14, 200, 4350, 49, 49, 3966, 93, 71, 22, 100, 107, 200, 4718, 2366
INVAR-10, Run: 030, F, 0, 121, 0, 0, 0, 0, 0, 578, 0, 2, 1, 2, 22, 200, 4443, 67, 65, 4443, 89, 60, 28, 99, 111, 200, 8496, 4259
INVAR-10, Run: 031, F, 0, 124, 0, 0, 0, 0, 0, 576, 0, 0, 1, 0, 24, 200, 4556, 49, 49, 4556, 88, 62, 25, 100, 112, 200, 5494, 2759
INVAR-10, Run: 032, F, 0, 120, 0, 0, 0, 0, 0, 106, 474, 474, 0, 0, 20, 200, 5212, 61, 61, 4738, 90, 57, 33, 100, 110, 200, 5338, 2679
INVAR-10, Run: 033, F, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0, 20, 200, 3490, 66, 66, 3490, 90, 49, 40, 100, 110, 200, 6200, 3110
INVAR-10, Run: 034, F, 0, 130, 0, 0, 0, 0, 0, 57, 513, 513, 0, 0, 30, 200, 3855, 52, 52, 3342, 85, 54, 31, 100, 115, 200, 4406, 2218
INVAR-10, Run: 035, F, 0, 124, 0, 0, 0, 0, 0, 576, 0, 0, 1, 0, 24, 200, 4035, 66, 66, 4035, 88, 59, 28, 100, 112, 200, 4542, 2283
INVAR-10, Run: 036, F, 0, 122, 0, 0, 0, 0, 0, 578, 0, 0, 1, 0, 22, 200, 4619, 71, 71, 4619, 89, 61, 27, 100, 111, 200, 5456, 2739
INVAR-10, Run: 037, F, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2, 20, 200, 3392, 65, 63, 3392, 90, 66, 23, 99, 110, 200, 6388, 3204
INVAR-10, Run: 038, F, 0, 116, 0, 0, 0, 0, 0, 194, 390, 390, 0, 0, 16, 200, 4328, 69, 69, 3938, 92, 65, 27, 100, 108, 200, 6448, 3232
INVAR-10, Run: 039, F, 0, 124, 0, 0, 0, 0, 0, 511, 65, 65, 0, 0, 24, 200, 3323, 55, 55, 3258, 88, 58, 30, 100, 112, 200, 4946, 2485
INVAR-10, Run: 040, F, 0, 126, 0, 0, 0, 0, 0, 89, 485, 485, 0, 0, 26, 200, 3923, 63, 63, 3438, 87, 56, 31, 100, 113, 200, 5034, 2530
INVAR-10, Run: 041, F, 0, 120, 0, 0, 0, 0, 0, 128, 452, 452, 0, 0, 20, 200, 4914, 54, 54, 4462, 90, 63, 27, 100, 110, 200, 6904, 3462
INVAR-10, Run: 042, F, 0, 127, 0, 0, 0, 0, 0, 572, 0, 2, 1, 2, 28, 200, 3597, 64, 62, 3597, 86, 50, 35, 99, 114, 200, 5318, 2673
INVAR-10, Run: 043, F, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0, 16, 200, 3046, 61, 61, 3046, 92, 52, 39, 100, 108, 200, 5656, 2836
INVAR-10, Run: 044, F, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2, 20, 200, 3429, 66, 64, 3429, 90, 51, 38, 99, 110, 200, 4900, 2460
INVAR-10, Run: 045, F, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0, 14, 200, 3627, 72, 72, 3627, 93, 53, 39, 100, 107, 200, 5342, 2678
INVAR-10, Run: 046, F, 0, 118, 0, 0, 0, 0, 0, 415, 167, 167, 0, 0, 18, 200, 4998, 60, 60, 4831, 91, 67, 24, 100, 109, 200, 6802, 3410
INVAR-10, Run: 047, F, 0, 120, 0, 0, 0, 0, 0, 365, 215, 215, 0, 0, 20, 200, 4191, 57, 57, 3976, 90, 62, 28, 100, 110, 200, 6084, 3052
INVAR-10, Run: 048, F, 0, 115, 0, 0, 0, 0, 0, 584, 0, 2, 1, 2, 16, 200, 3486, 65, 63, 3486, 92, 63, 28, 99, 108, 200, 6032, 3024
INVAR-10, Run: 049, F, 0, 117, 0, 0, 0, 0, 0, 582, 0, 2, 1, 2, 18, 200, 2806, 65, 63, 2806, 91, 59, 31, 99, 109, 200, 3738, 1878
INVAR-10, Run: 050, F, 0, 114, 0, 0, 0, 0, 0, 46, 540, 540, 0, 0, 14, 200, 3355, 73, 73, 2815, 93, 51, 42, 100, 107, 200, 3650, 1832
INVAR-10, Run: 051, F, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0, 18, 200, 4169, 79, 79, 4169, 91, 48, 42, 100, 109, 200, 7306, 3662
INVAR-10, Run: 052, F, 0, 121, 0, 0, 0, 0, 0, 578, 0, 2, 1, 2, 22, 200, 3710, 55, 53, 3710, 89, 57, 31, 99, 111, 200, 5456, 2739
INVAR-10, Run: 053, F, 0, 124, 0, 0, 0, 0, 0, 383, 193, 193, 0, 0, 24, 200, 3621, 71, 71, 3428, 88, 53, 35, 100, 112, 200, 5180, 2602
INVAR-10, Run: 054, F, 0, 112, 0, 0, 0, 0, 0, 511, 77, 77, 0, 0, 12, 200, 4405, 62, 62, 4328, 94, 62, 32, 100, 106, 200, 7022, 3517
INVAR-10, Run: 055, F, 0, 120, 0, 0, 0, 0, 0, 476, 104, 104, 0, 0, 20, 200, 2952, 62, 62, 2848, 90, 50, 40, 100, 110, 200, 4986, 2503
INVAR-10, Run: 056, F, 0, 126, 0, 0, 0, 0, 0, 574, 0, 0, 1, 0, 26, 200, 5782, 70, 70, 5782, 87, 43, 43, 100, 113, 200, 8282, 4154
INVAR-10, Run: 057, F, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0, 20, 200, 3997, 62, 62, 3997, 90, 59, 30, 100, 110, 200, 5860, 2940
INVAR-10, Run: 058, F, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0, 14, 200, 3771, 61, 61, 3771, 93, 62, 30, 100, 107, 200, 4934, 2474
INVAR-10, Run: 059, F, 0, 122, 0, 0, 0, 0, 0, 507, 71, 71, 0, 0, 22, 200, 5132, 69, 69, 5061, 89, 58, 31, 100, 111, 200, 9298, 4660
INVAR-10, Run: 060, F, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0, 16, 200, 4811, 78, 78, 4811, 92, 54, 37, 100, 108, 200, 11258, 5637
INVAR-10, Run: 061, F, 0, 115, 0, 0, 0, 0, 0, 584, 0, 2, 1, 2, 16, 200, 3958, 56, 54, 3958, 92, 68, 23, 99, 108, 200, 4926, 2471
INVAR-10, Run: 062, F, 0, 121, 0, 0, 0, 0, 0, 578, 0, 2, 1, 2, 22, 200, 4175, 62, 60, 4175, 89, 62, 26, 99, 111, 200, 4776, 2399
INVAR-10, Run: 063, F, 0, 122, 0, 0, 0, 0, 0, 365, 213, 213, 0, 0, 22, 200, 3293, 66, 66, 3080, 89, 54, 35, 100, 111, 200, 5282, 2652
INVAR-10, Run: 064, F, 0, 114, 0, 0, 0, 0, 0, 183, 403, 403, 0, 0, 14, 200, 4903, 72, 72, 4500, 93, 58, 35, 100, 107, 200, 4916, 2465
INVAR-10, Run: 065, F, 0, 120, 0, 0, 0, 0, 0, 22, 558, 558, 0, 0, 20, 200, 5167, 58, 58, 4609, 90, 60, 30, 100, 110, 200, 6222, 3121
INVAR-10, Run: 066, F, 0, 124, 0, 0, 0, 0, 0, 435, 141, 141, 0, 0, 24, 200, 4246, 57, 57, 4105, 88, 57, 31, 100, 112, 200, 4392, 2208
INVAR-10, Run: 067, F, 0, 112, 0, 0, 0, 0, 0, 588, 0, 0, 1, 0, 12, 200, 4639, 62, 62, 4639, 94, 55, 38, 100, 106, 200, 5294, 2653
INVAR-10, Run: 068, F, 0, 118, 0, 0, 0, 0, 0, 215, 367, 367, 0, 0, 18, 200, 4454, 65, 65, 4087, 91, 56, 35, 100, 109, 200, 5576, 2797
INVAR-10, Run: 069, F, 0, 128, 0, 0, 0, 0, 0, 572, 0, 0, 1, 0, 28, 200, 4084, 60, 60, 4084, 86, 58, 27, 100, 114, 200, 7696, 3862
INVAR-10, Run: 070, F, 0, 118, 0, 0, 0, 0, 0, 35, 547, 547, 0, 0, 18, 200, 3700, 61, 61, 3153, 91, 59, 32, 100, 109, 200, 4862, 2440
INVAR-10, Run: 071, F, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0, 18, 200, 3926, 43, 43, 3926, 91, 64, 26, 100, 109, 200, 4116, 2067
INVAR-10, Run: 072, F, 0, 124, 0, 0, 0, 0, 0, 91, 485, 485, 0, 0, 24, 200, 4127, 50, 50, 3642, 88, 58, 30, 100, 112, 200, 4648, 2336
INVAR-10, Run: 073, F, 0, 128, 0, 0, 0, 0, 0, 324, 248, 248, 0, 0, 28, 200, 4641, 64, 64, 4393, 86, 55, 31, 100, 114, 200, 6834, 3431
INVAR-10, Run: 074, F, 0, 124, 0, 0, 0, 0, 0, 537, 39, 39, 0, 0, 24, 200, 4118, 83, 83, 4079, 88, 57, 31, 100, 112, 200, 5566, 2795
INVAR-10, Run: 075, F, 0, 121, 0, 0, 0, 0, 0, 578, 0, 2, 1, 2, 22, 200, 2762, 67, 65, 2762, 89, 55, 33, 99, 111, 200, 6766, 3394
INVAR-10, Run: 076, F, 0, 116, 0, 0, 0, 0, 0, 16, 568, 568, 0, 0, 16, 200, 5021, 52, 52, 4453, 92, 60, 32, 100, 108, 200, 4152, 2084
INVAR-10, Run: 077, F, 0, 110, 0, 0, 0, 0, 0, 405, 185, 185, 0, 0, 10, 200, 4395, 81, 81, 4210, 95, 65, 30, 100, 105, 200, 5296, 2653
INVAR-10, Run: 078, F, 0, 126, 0, 0, 0, 0, 0, 202, 372, 372, 0, 0, 26, 200, 5965, 60, 60, 5593, 87, 51, 36, 100, 113, 200, 5412, 2719
INVAR-10, Run: 079, F, 0, 122, 0, 0, 0, 0, 0, 109, 469, 469, 0, 0, 22, 200, 4434, 54, 54, 3965, 89, 63, 26, 100, 111, 200, 5714, 2868
INVAR-10, Run: 080, F, 0, 117, 0, 0, 0, 0, 0, 582, 0, 2, 1, 2, 18, 200, 3591, 68, 66, 3591, 91, 58, 32, 99, 109, 200, 4448, 2233
INVAR-10, Run: 081, F, 0, 120, 0, 0, 0, 0, 0, 81, 499, 499, 0, 0, 20, 200, 4378, 53, 53, 3879, 90, 64, 26, 100, 110, 200, 4362, 2191
INVAR-10, Run: 082, F, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0, 18, 200, 3082, 69, 69, 3082, 91, 53, 37, 100, 109, 200, 4030, 2024
INVAR-10, Run: 083, F, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0, 16, 200, 3920, 50, 50, 3920, 92, 50, 41, 100, 108, 200, 5298, 2657
INVAR-10, Run: 084, F, 0, 116, 0, 0, 0, 0, 0, 428, 156, 156, 0, 0, 16, 200, 5722, 57, 57, 5566, 92, 62, 30, 100, 108, 200, 6266, 3141
INVAR-10, Run: 085, F, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2, 20, 200, 4504, 70, 68, 4504, 90, 55, 34, 99, 110, 200, 6892, 3456
INVAR-10, Run: 086, F, 0, 124, 0, 0, 0, 0, 0, 3, 573, 573, 0, 0, 24, 200, 4869, 67, 67, 4296, 88, 54, 34, 100, 112, 200, 7482, 3753
INVAR-10, Run: 087, F, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0, 18, 200, 4610, 58, 58, 4610, 91, 52, 38, 100, 109, 200, 7810, 3914
INVAR-10, Run: 088, F, 0, 120, 0, 0, 0, 0, 0, 361, 219, 219, 0, 0, 20, 200, 3982, 71, 71, 3763, 90, 59, 31, 100, 110, 200, 4988, 2504
INVAR-10, Run: 089, F, 0, 129, 0, 0, 0, 0, 0, 570, 0, 2, 1, 2, 30, 200, 3370, 54, 52, 3370, 85, 57, 27, 99, 115, 200, 4748, 2389
INVAR-10, Run: 090, F, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0, 16, 200, 4665, 67, 67, 4665, 92, 48, 43, 100, 108, 200, 5490, 2753
INVAR-10, Run: 091, F, 0, 111, 0, 0, 0, 0, 0, 588, 0, 2, 1, 2, 12, 200, 3712, 68, 66, 3712, 94, 59, 34, 99, 106, 200, 5208, 2610
INVAR-10, Run: 092, F, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2, 20, 200, 3865, 77, 75, 3865, 90, 54, 35, 99, 110, 200, 5208, 2614
INVAR-10, Run: 093, F, 0, 118, 0, 0, 0, 0, 0, 26, 556, 556, 0, 0, 18, 200, 4324, 65, 65, 3768, 91, 53, 38, 100, 109, 200, 4834, 2426
INVAR-10, Run: 094, F, 0, 128, 0, 0, 0, 0, 0, 572, 0, 0, 1, 0, 28, 200, 3816, 58, 58, 3816, 86, 58, 27, 100, 114, 200, 4332, 2180
INVAR-10, Run: 095, F, 0, 116, 0, 0, 0, 0, 0, 59, 525, 525, 0, 0, 16, 200, 5388, 59, 59, 4863, 92, 65, 27, 100, 108, 200, 5354, 2685
INVAR-10, Run: 096, F, 0, 124, 0, 0, 0, 0, 0, 190, 386, 386, 0, 0, 24, 200, 4776, 66, 66, 4390, 88, 48, 40, 100, 112, 200, 5904, 2964
INVAR-10, Run: 097, F, 0, 116, 0, 0, 0, 0, 0, 403, 181, 181, 0, 0, 16, 200, 4901, 48, 48, 4720, 92, 56, 36, 100, 108, 200, 4770, 2393
INVAR-10, Run: 098, F, 0, 128, 0, 0, 0, 0, 0, 572, 0, 0, 1, 0, 28, 200, 4169, 77, 77, 4169, 86, 57, 28, 100, 114, 200, 4312, 2170
INVAR-10, Run: 099, F, 0, 120, 0, 0, 0, 0, 0, 202, 378, 378, 0, 0, 20, 200, 4387, 54, 54, 4009, 90, 61, 29, 100, 110, 200, 4748, 2384
INVAR-10, Run: 100, F, 0, 122, 0, 0, 0, 0, 0, 578, 0, 0, 1, 0, 22, 200, 3282, 64, 64, 3282, 89, 59, 29, 100, 111, 200, 5726, 2874
INVAR-2, Run: 001, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 492, 28, 28, 492, 24, 13, 10, 28, 32, 56, 782, 395
INVAR-2, Run: 002, F, 0, 42, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 56, 365, 21, 21, 365, 21, 12, 8, 28, 35, 56, 496, 255
INVAR-2, Run: 003, F, 0, 42, 0, 0, 0, 0, 0, 10, 144, 144, 0, 0, 14, 56, 307, 22, 22, 163, 21, 12, 9, 28, 35, 56, 326, 170
INVAR-2, Run: 004, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 423, 19, 19, 423, 23, 17, 5, 28, 33, 56, 1422, 716
INVAR-2, Run: 005, F, 0, 40, 0, 0, 0, 0, 0, 130, 26, 26, 0, 0, 12, 56, 537, 28, 28, 511, 22, 12, 10, 28, 34, 56, 1302, 657
INVAR-2, Run: 006, F, 0, 36, 0, 0, 0, 0, 0, 38, 122, 122, 0, 0, 8, 56, 589, 13, 13, 467, 24, 15, 9, 28, 32, 56, 404, 206
INVAR-2, Run: 007, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 625, 16, 14, 625, 24, 18, 5, 27, 32, 56, 562, 285
INVAR-2, Run: 008, F, 0, 36, 0, 0, 0, 0, 0, 136, 24, 24, 0, 0, 8, 56, 555, 9, 9, 531, 24, 17, 7, 28, 32, 56, 650, 329
INVAR-2, Run: 009, F, 0, 38, 0, 0, 0, 0, 0, 58, 100, 100, 0, 0, 10, 56, 529, 18, 18, 429, 23, 16, 7, 28, 33, 56, 540, 275
INVAR-2, Run: 010, F, 0, 36, 0, 0, 0, 0, 0, 149, 11, 11, 0, 0, 8, 56, 542, 19, 19, 531, 24, 16, 8, 28, 32, 56, 764, 386
INVAR-2, Run: 011, F, 0, 42, 0, 0, 0, 0, 0, 6, 148, 148, 0, 0, 14, 56, 606, 17, 17, 458, 21, 10, 11, 28, 35, 56, 644, 329
INVAR-2, Run: 012, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 491, 25, 23, 491, 24, 14, 9, 27, 32, 56, 754, 381
INVAR-2, Run: 013, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 399, 14, 14, 399, 25, 16, 8, 28, 31, 56, 824, 415
INVAR-2, Run: 014, F, 0, 42, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 56, 442, 25, 25, 442, 21, 11, 9, 28, 35, 56, 646, 330
INVAR-2, Run: 015, F, 0, 36, 0, 0, 0, 0, 0, 7, 153, 153, 0, 0, 8, 56, 727, 16, 16, 574, 24, 19, 5, 28, 32, 56, 792, 400
INVAR-2, Run: 016, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 592, 21, 21, 592, 24, 17, 6, 28, 32, 56, 556, 282
INVAR-2, Run: 017, F, 0, 46, 0, 0, 0, 0, 0, 5, 145, 145, 0, 0, 18, 56, 383, 16, 16, 238, 19, 6, 13, 28, 37, 56, 576, 297
INVAR-2, Run: 018, F, 0, 36, 0, 0, 0, 0, 0, 95, 65, 65, 0, 0, 8, 56, 532, 21, 21, 467, 24, 14, 10, 28, 32, 56, 686, 347
INVAR-2, Run: 019, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 404, 16, 14, 404, 24, 17, 6, 27, 32, 56, 1160, 584
INVAR-2, Run: 020, F, 0, 44, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 16, 56, 445, 17, 17, 445, 20, 14, 5, 28, 36, 56, 484, 250
INVAR-2, Run: 021, F, 0, 38, 0, 0, 0, 0, 0, 24, 134, 134, 0, 0, 10, 56, 416, 6, 6, 282, 23, 18, 5, 28, 33, 56, 766, 388
INVAR-2, Run: 022, F, 0, 39, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 12, 56, 540, 15, 13, 540, 22, 16, 5, 27, 34, 56, 408, 210
INVAR-2, Run: 023, F, 0, 33, 0, 0, 0, 0, 0, 162, 0, 2, 1, 2, 6, 56, 527, 29, 27, 527, 25, 15, 9, 27, 31, 56, 1062, 534
INVAR-2, Run: 024, F, 0, 38, 0, 0, 0, 0, 0, 55, 103, 103, 0, 0, 10, 56, 378, 19, 19, 275, 23, 17, 6, 28, 33, 56, 594, 302
INVAR-2, Run: 025, F, 0, 40, 0, 0, 0, 0, 0, 15, 141, 141, 0, 0, 12, 56, 640, 11, 11, 499, 22, 16, 6, 28, 34, 56, 434, 223
INVAR-2, Run: 026, F, 0, 38, 0, 0, 0, 0, 0, 7, 151, 151, 0, 0, 10, 56, 397, 14, 14, 246, 23, 14, 9, 28, 33, 56, 436, 223
INVAR-2, Run: 027, F, 0, 34, 0, 0, 0, 0, 0, 19, 143, 143, 0, 0, 6, 56, 590, 26, 26, 447, 25, 20, 5, 28, 31, 56, 666, 336
INVAR-2, Run: 028, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 488, 17, 15, 488, 24, 15, 8, 27, 32, 56, 624, 316
INVAR-2, Run: 029, F, 0, 36, 0, 0, 0, 0, 0, 145, 15, 15, 0, 0, 8, 56, 651, 25, 25, 636, 24, 13, 11, 28, 32, 56, 436, 222
INVAR-2, Run: 030, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 593, 25, 25, 593, 25, 11, 13, 28, 31, 56, 952, 479
INVAR-2, Run: 031, F, 0, 39, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 12, 56, 601, 12, 10, 601, 22, 15, 6, 27, 34, 56, 1274, 643
INVAR-2, Run: 032, F, 0, 44, 0, 0, 0, 0, 0, 74, 78, 78, 0, 0, 16, 56, 443, 24, 24, 365, 20, 9, 11, 28, 36, 56, 576, 296
INVAR-2, Run: 033, F, 0, 39, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 12, 56, 368, 21, 19, 368, 22, 14, 7, 27, 34, 56, 538, 275
INVAR-2, Run: 034, F, 0, 40, 0, 0, 0, 0, 0, 7, 149, 149, 0, 0, 12, 56, 551, 18, 18, 402, 22, 18, 4, 28, 34, 56, 634, 323
INVAR-2, Run: 035, F, 0, 36, 0, 0, 0, 0, 0, 15, 145, 145, 0, 0, 8, 56, 633, 22, 22, 488, 24, 10, 14, 28, 32, 56, 570, 289
INVAR-2, Run: 036, F, 0, 38, 0, 0, 0, 0, 0, 23, 135, 135, 0, 0, 10, 56, 640, 12, 12, 505, 23, 16, 7, 28, 33, 56, 734, 372
INVAR-2, Run: 037, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 401, 27, 27, 401, 25, 16, 8, 28, 31, 56, 1230, 618
INVAR-2, Run: 038, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 899, 30, 30, 899, 23, 13, 9, 28, 33, 56, 1046, 528
INVAR-2, Run: 039, F, 0, 39, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 12, 56, 676, 27, 25, 676, 22, 10, 11, 27, 34, 56, 718, 365
INVAR-2, Run: 040, F, 0, 36, 0, 0, 0, 0, 0, 69, 91, 91, 0, 0, 8, 56, 676, 19, 19, 585, 24, 19, 5, 28, 32, 56, 1044, 526
INVAR-2, Run: 041, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 550, 30, 30, 550, 23, 13, 9, 28, 33, 56, 914, 462
