Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 053, F, 0, 100, 0, 0, 0, 0, 0, 35, 439, 439, 0, 0, 18, 164, 2832, 64, 64, 2393, 73, 52, 21, 82, 91, 164, 3286, 1652
INVAR-3, Run: 054, F, 0, 102, 0, 0, 0, 0, 0, 88, 384, 384, 0, 0, 20, 164, 4131, 61, 61, 3747, 72, 46, 26, 82, 92, 164, 4394, 2207
INVAR-3, Run: 055, F, 0, 108, 0, 0, 0, 0, 0, 88, 378, 378, 0, 0, 26, 164, 2712, 59, 59, 2334, 69, 42, 27, 82, 95, 164, 3682, 1854
INVAR-3, Run: 056, F, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0, 16, 164, 2616, 53, 53, 2616, 74, 45, 28, 82, 90, 164, 4740, 2378
INVAR-3, Run: 057, F, 0, 96, 0, 0, 0, 0, 0, 451, 27, 27, 0, 0, 14, 164, 3911, 45, 45, 3884, 75, 56, 19, 82, 89, 164, 5604, 2809
INVAR-3, Run: 058, F, 0, 94, 0, 0, 0, 0, 0, 218, 262, 262, 0, 0, 12, 164, 2571, 49, 49, 2309, 76, 45, 31, 82, 88, 164, 3766, 1889
INVAR-3, Run: 059, F, 0, 100, 0, 0, 0, 0, 0, 260, 214, 214, 0, 0, 18, 164, 3179, 58, 58, 2965, 73, 43, 30, 82, 91, 164, 4808, 2413
INVAR-3, Run: 060, F, 0, 104, 0, 0, 0, 0, 0, 470, 0, 0, 1, 0, 22, 164, 3172, 53, 53, 3172, 71, 47, 23, 82, 93, 164, 6396, 3209
INVAR-3, Run: 061, F, 0, 100, 0, 0, 0, 0, 0, 2, 472, 472, 0, 0, 18, 164, 3058, 59, 59, 2586, 73, 41, 32, 82, 91, 164, 2886, 1452
INVAR-3, Run: 062, F, 0, 103, 0, 0, 0, 0, 0, 470, 0, 2, 1, 2, 22, 164, 2897, 69, 67, 2897, 71, 48, 22, 81, 93, 164, 3514, 1768
INVAR-3, Run: 063, F, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0, 20, 164, 2494, 54, 54, 2494, 72, 52, 19, 82, 92, 164, 5328, 2674
INVAR-3, Run: 064, F, 0, 98, 0, 0, 0, 0, 0, 159, 317, 317, 0, 0, 16, 164, 3448, 57, 57, 3131, 74, 46, 28, 82, 90, 164, 3768, 1892
INVAR-3, Run: 065, F, 0, 106, 0, 0, 0, 0, 0, 468, 0, 0, 1, 0, 24, 164, 3159, 57, 57, 3159, 70, 48, 21, 82, 94, 164, 5648, 2836
INVAR-3, Run: 066, F, 0, 98, 0, 0, 0, 0, 0, 127, 349, 349, 0, 0, 16, 164, 2815, 54, 54, 2466, 74, 33, 41, 82, 90, 164, 3924, 1970
INVAR-3, Run: 067, F, 0, 102, 0, 0, 0, 0, 0, 132, 340, 340, 0, 0, 20, 164, 2869, 35, 35, 2529, 72, 47, 25, 82, 92, 164, 3872, 1946
INVAR-3, Run: 068, F, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0, 16, 164, 2525, 43, 43, 2525, 74, 54, 19, 82, 90, 164, 3772, 1894
INVAR-3, Run: 069, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 2105, 50, 50, 2105, 73, 43, 29, 82, 91, 164, 2830, 1424
INVAR-3, Run: 070, F, 0, 96, 0, 0, 0, 0, 0, 191, 287, 287, 0, 0, 14, 164, 3229, 52, 52, 2942, 75, 54, 21, 82, 89, 164, 3248, 1631
INVAR-3, Run: 071, F, 0, 94, 0, 0, 0, 0, 0, 316, 164, 164, 0, 0, 12, 164, 3413, 61, 61, 3249, 76, 48, 28, 82, 88, 164, 4768, 2390
INVAR-3, Run: 072, F, 0, 98, 0, 0, 0, 0, 0, 443, 33, 33, 0, 0, 16, 164, 3681, 64, 64, 3648, 74, 40, 34, 82, 90, 164, 4332, 2174
INVAR-3, Run: 073, F, 0, 104, 0, 0, 0, 0, 0, 470, 0, 0, 1, 0, 22, 164, 3491, 36, 36, 3491, 71, 50, 20, 82, 93, 164, 2960, 1491
INVAR-3, Run: 074, F, 0, 108, 0, 0, 0, 0, 0, 466, 0, 0, 1, 0, 26, 164, 2769, 58, 58, 2769, 69, 42, 26, 82, 95, 164, 4670, 2348
INVAR-3, Run: 075, F, 0, 102, 0, 0, 0, 0, 0, 18, 454, 454, 0, 0, 20, 164, 4045, 41, 41, 3591, 72, 49, 23, 82, 92, 164, 3978, 1999
INVAR-3, Run: 076, F, 0, 96, 0, 0, 0, 0, 0, 135, 343, 343, 0, 0, 14, 164, 3715, 56, 56, 3372, 75, 46, 29, 82, 89, 164, 5026, 2520
INVAR-3, Run: 077, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 4165, 56, 56, 4165, 73, 52, 20, 82, 91, 164, 5680, 2849
INVAR-3, Run: 078, F, 0, 104, 0, 0, 0, 0, 0, 470, 0, 0, 1, 0, 22, 164, 3464, 50, 50, 3464, 71, 37, 33, 82, 93, 164, 5770, 2896
INVAR-3, Run: 079, F, 0, 100, 0, 0, 0, 0, 0, 147, 327, 327, 0, 0, 18, 164, 3414, 53, 53, 3087, 73, 49, 24, 82, 91, 164, 3134, 1576
INVAR-3, Run: 080, F, 0, 102, 0, 0, 0, 0, 0, 183, 289, 289, 0, 0, 20, 164, 3014, 44, 44, 2725, 72, 48, 24, 82, 92, 164, 3514, 1767
INVAR-3, Run: 081, F, 0, 114, 0, 0, 0, 0, 0, 349, 111, 111, 0, 0, 32, 164, 2615, 62, 62, 2504, 66, 41, 25, 82, 98, 164, 4852, 2442
INVAR-3, Run: 082, F, 0, 100, 0, 0, 0, 0, 0, 318, 156, 156, 0, 0, 18, 164, 4182, 53, 53, 4026, 73, 51, 22, 82, 91, 164, 5462, 2740
INVAR-3, Run: 083, F, 0, 108, 0, 0, 0, 0, 0, 24, 442, 442, 0, 0, 26, 164, 3417, 57, 57, 2975, 69, 49, 20, 82, 95, 164, 3298, 1662
INVAR-3, Run: 084, F, 0, 98, 0, 0, 0, 0, 0, 11, 465, 465, 0, 0, 16, 164, 3222, 43, 43, 2757, 74, 49, 25, 82, 90, 164, 3212, 1614
INVAR-3, Run: 085, F, 0, 98, 0, 0, 0, 0, 0, 223, 253, 253, 0, 0, 16, 164, 2951, 61, 61, 2698, 74, 48, 26, 82, 90, 164, 3874, 1945
INVAR-3, Run: 086, F, 0, 96, 0, 0, 0, 0, 0, 140, 338, 338, 0, 0, 14, 164, 3052, 62, 62, 2714, 75, 47, 28, 82, 89, 164, 3522, 1768
INVAR-3, Run: 087, F, 0, 101, 0, 0, 0, 0, 0, 472, 0, 2, 1, 2, 20, 164, 2515, 47, 45, 2515, 72, 37, 34, 81, 92, 164, 4980, 2500
INVAR-3, Run: 088, F, 0, 92, 0, 0, 0, 0, 0, 315, 167, 167, 0, 0, 10, 164, 2871, 54, 54, 2704, 77, 46, 31, 82, 87, 164, 5822, 2916
INVAR-3, Run: 089, F, 0, 99, 0, 0, 0, 0, 0, 474, 0, 2, 1, 2, 18, 164, 3058, 65, 63, 3058, 73, 54, 18, 81, 91, 164, 3946, 1982
INVAR-3, Run: 090, F, 0, 106, 0, 0, 0, 0, 0, 159, 309, 309, 0, 0, 24, 164, 2333, 55, 55, 2024, 70, 41, 29, 82, 94, 164, 4238, 2131
INVAR-3, Run: 091, F, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0, 20, 164, 2721, 68, 68, 2721, 72, 44, 27, 82, 92, 164, 6260, 3140
INVAR-3, Run: 092, F, 0, 104, 0, 0, 0, 0, 0, 100, 370, 370, 0, 0, 22, 164, 2690, 51, 51, 2320, 71, 47, 24, 82, 93, 164, 4092, 2057
INVAR-3, Run: 093, F, 0, 99, 0, 0, 0, 0, 0, 474, 0, 2, 1, 2, 18, 164, 2559, 69, 67, 2559, 73, 48, 24, 81, 91, 164, 4032, 2025
INVAR-3, Run: 094, F, 0, 96, 0, 0, 0, 0, 0, 26, 452, 452, 0, 0, 14, 164, 3542, 45, 45, 3090, 75, 50, 25, 82, 89, 164, 3486, 1750
INVAR-3, Run: 095, F, 0, 100, 0, 0, 0, 0, 0, 70, 404, 404, 0, 0, 18, 164, 2887, 57, 57, 2483, 73, 42, 31, 82, 91, 164, 3458, 1738
INVAR-3, Run: 096, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 3283, 43, 43, 3283, 73, 36, 36, 82, 91, 164, 4480, 2249
INVAR-3, Run: 097, F, 0, 94, 0, 0, 0, 0, 0, 480, 0, 0, 1, 0, 12, 164, 3033, 68, 68, 3033, 76, 40, 35, 82, 88, 164, 3054, 1533
INVAR-3, Run: 098, F, 0, 100, 0, 0, 0, 0, 0, 7, 467, 467, 0, 0, 18, 164, 3196, 49, 49, 2729, 73, 43, 30, 82, 91, 164, 2774, 1396
INVAR-3, Run: 099, F, 0, 100, 0, 0, 0, 0, 0, 232, 242, 242, 0, 0, 18, 164, 2750, 48, 48, 2508, 73, 48, 25, 82, 91, 164, 4462, 2240
INVAR-3, Run: 100, F, 0, 94, 0, 0, 0, 0, 0, 38, 442, 442, 0, 0, 12, 164, 3214, 35, 35, 2772, 76, 45, 31, 82, 88, 164, 2908, 1460
INVAR-4, Run: 001, F, 0, 32, 0, 0, 1, 0, 0, 34, 70, 70, 0, 0, 13, 39, 262, 7, 7, 192, 13, 10, 3, 19, 26, 39, 239, 126
INVAR-4, Run: 002, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 238, 16, 15, 238, 16, 9, 6, 19, 23, 39, 535, 271
INVAR-4, Run: 003, F, 0, 24, 0, 0, 1, 0, 0, 31, 81, 81, 0, 0, 5, 39, 323, 18, 18, 242, 17, 14, 3, 19, 22, 39, 433, 219
INVAR-4, Run: 004, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 156, 10, 9, 156, 15, 9, 5, 19, 24, 39, 145, 77
INVAR-4, Run: 005, F, 0, 28, 0, 0, 1, 0, 0, 21, 87, 87, 0, 0, 9, 39, 246, 13, 13, 159, 15, 11, 4, 19, 24, 39, 415, 212
INVAR-4, Run: 006, F, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1, 11, 39, 354, 12, 11, 354, 14, 10, 3, 19, 25, 39, 795, 403
INVAR-4, Run: 007, F, 0, 26, 0, 0, 1, 0, 0, 51, 59, 59, 0, 0, 7, 39, 191, 13, 13, 132, 16, 13, 3, 19, 23, 39, 479, 243
INVAR-4, Run: 008, F, 0, 28, 0, 0, 1, 0, 0, 60, 48, 48, 0, 0, 9, 39, 267, 12, 12, 219, 15, 11, 4, 19, 24, 39, 259, 134
INVAR-4, Run: 009, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 216, 15, 14, 216, 16, 10, 5, 19, 23, 39, 465, 236
INVAR-4, Run: 010, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 280, 8, 7, 280, 16, 10, 5, 19, 23, 39, 445, 226
INVAR-4, Run: 011, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 231, 8, 7, 231, 15, 9, 5, 19, 24, 39, 377, 193
INVAR-4, Run: 012, F, 0, 30, 0, 0, 1, 0, 0, 5, 101, 101, 0, 0, 11, 39, 329, 16, 16, 228, 14, 11, 3, 19, 25, 39, 489, 250
INVAR-4, Run: 013, F, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1, 11, 39, 196, 11, 10, 196, 14, 8, 5, 19, 25, 39, 903, 457
INVAR-4, Run: 014, F, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1, 5, 39, 261, 16, 15, 261, 17, 9, 7, 19, 22, 39, 441, 223
INVAR-4, Run: 015, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 231, 16, 15, 231, 16, 11, 4, 19, 23, 39, 279, 143
INVAR-4, Run: 016, F, 0, 25, 0, 0, 0, 0, 0, 110, 0, 3, 1, 3, 7, 39, 309, 13, 10, 309, 16, 10, 5, 18, 23, 39, 605, 306
INVAR-4, Run: 017, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 201, 13, 12, 201, 16, 11, 4, 19, 23, 39, 297, 152
INVAR-4, Run: 018, F, 0, 30, 0, 0, 1, 0, 0, 43, 63, 63, 0, 0, 11, 39, 441, 23, 23, 378, 14, 12, 2, 19, 25, 39, 585, 298
INVAR-4, Run: 019, F, 0, 30, 0, 0, 1, 0, 0, 1, 105, 105, 0, 0, 11, 39, 243, 8, 8, 138, 14, 12, 2, 19, 25, 39, 335, 173
INVAR-4, Run: 020, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 160, 13, 12, 160, 15, 10, 4, 19, 24, 39, 447, 228
INVAR-4, Run: 021, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 309, 15, 14, 309, 16, 9, 6, 19, 23, 39, 211, 109
INVAR-4, Run: 022, F, 0, 32, 0, 0, 1, 0, 0, 93, 11, 11, 0, 0, 13, 39, 245, 8, 8, 234, 13, 11, 2, 19, 26, 39, 449, 231
INVAR-4, Run: 023, F, 0, 24, 0, 0, 1, 0, 0, 95, 17, 17, 0, 0, 5, 39, 249, 4, 4, 232, 17, 12, 5, 19, 22, 39, 589, 297
INVAR-4, Run: 024, F, 0, 28, 0, 0, 1, 0, 0, 58, 50, 50, 0, 0, 9, 39, 281, 10, 10, 231, 15, 9, 6, 19, 24, 39, 671, 340
INVAR-4, Run: 025, F, 0, 22, 0, 0, 0, 0, 0, 114, 0, 1, 1, 1, 3, 39, 427, 16, 15, 427, 18, 11, 6, 19, 21, 39, 399, 201
INVAR-4, Run: 026, F, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1, 5, 39, 261, 14, 13, 261, 17, 12, 4, 19, 22, 39, 673, 339
INVAR-4, Run: 027, F, 0, 28, 0, 0, 1, 0, 0, 60, 48, 48, 0, 0, 9, 39, 239, 9, 9, 191, 15, 10, 5, 19, 24, 39, 309, 159
INVAR-4, Run: 028, F, 0, 26, 0, 0, 1, 0, 0, 32, 78, 78, 0, 0, 7, 39, 236, 10, 10, 158, 16, 14, 2, 19, 23, 39, 437, 222
INVAR-4, Run: 029, F, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1, 5, 39, 211, 13, 12, 211, 17, 11, 5, 19, 22, 39, 855, 430
INVAR-4, Run: 030, F, 0, 26, 0, 0, 1, 0, 0, 76, 34, 34, 0, 0, 7, 39, 253, 13, 13, 219, 16, 8, 8, 19, 23, 39, 429, 218
INVAR-4, Run: 031, F, 0, 30, 0, 0, 1, 0, 0, 36, 70, 70, 0, 0, 11, 39, 244, 10, 10, 174, 14, 9, 5, 19, 25, 39, 259, 135
INVAR-4, Run: 032, F, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1, 5, 39, 293, 9, 8, 293, 17, 11, 5, 19, 22, 39, 293, 149
INVAR-4, Run: 033, F, 0, 32, 0, 0, 0, 0, 0, 104, 0, 1, 1, 1, 13, 39, 132, 12, 11, 132, 13, 7, 5, 19, 26, 39, 297, 155
INVAR-4, Run: 034, F, 0, 30, 0, 0, 1, 0, 0, 5, 101, 101, 0, 0, 11, 39, 247, 9, 9, 146, 14, 12, 2, 19, 25, 39, 161, 86
INVAR-4, Run: 035, F, 0, 26, 0, 0, 1, 0, 0, 44, 66, 66, 0, 0, 7, 39, 420, 13, 13, 354, 16, 15, 1, 19, 23, 39, 405, 206
INVAR-4, Run: 036, F, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1, 5, 39, 162, 6, 5, 162, 17, 8, 8, 19, 22, 39, 391, 198
INVAR-4, Run: 037, F, 0, 26, 0, 0, 1, 0, 0, 15, 95, 95, 0, 0, 7, 39, 354, 15, 15, 259, 16, 13, 3, 19, 23, 39, 339, 173
INVAR-4, Run: 038, F, 0, 30, 0, 0, 1, 0, 0, 30, 76, 76, 0, 0, 11, 39, 185, 9, 9, 109, 14, 10, 4, 19, 25, 39, 563, 287
INVAR-4, Run: 039, F, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1, 5, 39, 359, 10, 9, 359, 17, 9, 7, 19, 22, 39, 323, 164
INVAR-4, Run: 040, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 358, 8, 7, 358, 15, 10, 4, 19, 24, 39, 279, 144
INVAR-4, Run: 041, F, 0, 28, 0, 0, 1, 0, 0, 22, 86, 86, 0, 0, 9, 39, 233, 5, 5, 147, 15, 9, 6, 19, 24, 39, 407, 208
INVAR-4, Run: 042, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 186, 12, 11, 186, 16, 8, 7, 19, 23, 39, 285, 146
INVAR-4, Run: 043, F, 0, 26, 0, 0, 1, 0, 0, 70, 40, 40, 0, 0, 7, 39, 272, 6, 6, 232, 16, 14, 2, 19, 23, 39, 313, 160
INVAR-4, Run: 044, F, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1, 5, 39, 208, 12, 11, 208, 17, 9, 7, 19, 22, 39, 233, 119
INVAR-4, Run: 045, F, 0, 28, 0, 0, 1, 0, 0, 7, 101, 101, 0, 0, 9, 39, 458, 18, 18, 357, 15, 6, 9, 19, 24, 39, 413, 211
INVAR-4, Run: 046, F, 0, 34, 0, 0, 1, 0, 0, 33, 69, 69, 0, 0, 15, 39, 253, 28, 28, 184, 12, 10, 2, 19, 27, 39, 349, 182
INVAR-4, Run: 047, F, 0, 24, 0, 0, 1, 0, 0, 32, 80, 80, 0, 0, 5, 39, 229, 3, 3, 149, 17, 12, 5, 19, 22, 39, 271, 138
INVAR-4, Run: 048, F, 0, 26, 0, 0, 1, 0, 0, 30, 80, 80, 0, 0, 7, 39, 289, 18, 18, 209, 16, 10, 6, 19, 23, 39, 391, 199
INVAR-4, Run: 049, F, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1, 5, 39, 397, 15, 14, 397, 17, 11, 5, 19, 22, 39, 721, 363
INVAR-4, Run: 050, F, 0, 26, 0, 0, 1, 0, 0, 76, 34, 34, 0, 0, 7, 39, 188, 20, 20, 154, 16, 11, 5, 19, 23, 39, 447, 227
INVAR-4, Run: 051, F, 0, 30, 0, 0, 1, 0, 0, 9, 97, 97, 0, 0, 11, 39, 351, 19, 19, 254, 14, 7, 7, 19, 25, 39, 467, 239
INVAR-4, Run: 052, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 348, 12, 11, 348, 16, 9, 6, 19, 23, 39, 373, 190
INVAR-4, Run: 053, F, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1, 5, 39, 209, 8, 7, 209, 17, 12, 4, 19, 22, 39, 243, 124
INVAR-4, Run: 054, F, 0, 28, 0, 0, 1, 0, 0, 7, 101, 101, 0, 0, 9, 39, 276, 5, 5, 175, 15, 9, 6, 19, 24, 39, 315, 162
INVAR-4, Run: 055, F, 0, 30, 0, 0, 1, 0, 0, 43, 63, 63, 0, 0, 11, 39, 353, 12, 12, 290, 14, 12, 2, 19, 25, 39, 531, 271
INVAR-4, Run: 056, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 177, 16, 15, 177, 15, 6, 8, 19, 24, 39, 279, 144
INVAR-4, Run: 057, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 418, 19, 18, 418, 16, 10, 5, 19, 23, 39, 725, 366
INVAR-4, Run: 058, F, 0, 28, 0, 0, 1, 0, 0, 45, 63, 63, 0, 0, 9, 39, 288, 7, 7, 225, 15, 13, 2, 19, 24, 39, 303, 156
INVAR-4, Run: 059, F, 0, 30, 0, 0, 1, 0, 0, 17, 89, 89, 0, 0, 11, 39, 250, 12, 12, 161, 14, 9, 5, 19, 25, 39, 481, 246
INVAR-4, Run: 060, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 397, 15, 14, 397, 15, 8, 6, 19, 24, 39, 751, 380
INVAR-4, Run: 061, F, 0, 26, 0, 0, 1, 0, 0, 98, 12, 12, 0, 0, 7, 39, 292, 11, 11, 280, 16, 13, 3, 19, 23, 39, 649, 328
INVAR-4, Run: 062, F, 0, 27, 0, 0, 0, 0, 0, 108, 0, 3, 1, 3, 9, 39, 194, 13, 10, 194, 15, 6, 8, 18, 24, 39, 421, 215
INVAR-4, Run: 063, F, 0, 34, 0, 0, 1, 0, 0, 33, 69, 69, 0, 0, 15, 39, 204, 11, 11, 135, 12, 9, 3, 19, 27, 39, 187, 101
INVAR-4, Run: 064, F, 0, 23, 0, 0, 0, 0, 0, 112, 0, 3, 1, 3, 5, 39, 239, 12, 9, 239, 17, 12, 4, 18, 22, 39, 617, 311
INVAR-4, Run: 065, F, 0, 28, 0, 0, 1, 0, 0, 2, 106, 106, 0, 0, 9, 39, 297, 12, 12, 191, 15, 10, 5, 19, 24, 39, 309, 159
INVAR-4, Run: 066, F, 0, 28, 0, 0, 1, 0, 0, 34, 74, 74, 0, 0, 9, 39, 357, 11, 11, 283, 15, 9, 6, 19, 24, 39, 395, 202
INVAR-4, Run: 067, F, 0, 30, 0, 0, 1, 0, 0, 46, 60, 60, 0, 0, 11, 39, 298, 15, 15, 238, 14, 11, 3, 19, 25, 39, 507, 259
INVAR-4, Run: 068, F, 0, 23, 0, 0, 0, 0, 0, 112, 0, 3, 1, 3, 5, 39, 243, 10, 7, 243, 17, 10, 6, 18, 22, 39, 787, 396
INVAR-4, Run: 069, F, 0, 32, 0, 0, 1, 0, 0, 36, 68, 68, 0, 0, 13, 39, 225, 18, 18, 157, 13, 7, 6, 19, 26, 39, 371, 192
INVAR-4, Run: 070, F, 0, 24, 0, 0, 1, 0, 0, 65, 47, 47, 0, 0, 5, 39, 400, 13, 13, 353, 17, 7, 10, 19, 22, 39, 329, 167
INVAR-4, Run: 071, F, 0, 24, 0, 0, 1, 0, 0, 5, 107, 107, 0, 0, 5, 39, 350, 11, 11, 243, 17, 11, 6, 19, 22, 39, 313, 159
INVAR-4, Run: 072, F, 0, 24, 0, 0, 0, 0, 0, 112, 0, 1, 1, 1, 5, 39, 220, 7, 6, 220, 17, 13, 3, 19, 22, 39, 395, 200
INVAR-4, Run: 073, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 204, 13, 12, 204, 15, 10, 4, 19, 24, 39, 259, 134
INVAR-4, Run: 074, F, 0, 28, 0, 0, 1, 0, 0, 35, 73, 73, 0, 0, 9, 39, 402, 8, 8, 329, 15, 10, 5, 19, 24, 39, 747, 378
INVAR-4, Run: 075, F, 0, 20, 0, 0, 0, 0, 0, 114, 0, 5, 1, 5, 3, 39, 52, 20, 15, 52, 18, 8, 9, 17, 21, 39, 365, 184
INVAR-4, Run: 076, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 328, 11, 10, 328, 15, 6, 8, 19, 24, 39, 925, 467
INVAR-4, Run: 077, F, 0, 30, 0, 0, 1, 0, 0, 11, 95, 95, 0, 0, 11, 39, 364, 8, 8, 269, 14, 11, 3, 19, 25, 39, 409, 210
INVAR-4, Run: 078, F, 0, 30, 0, 0, 1, 0, 0, 25, 81, 81, 0, 0, 11, 39, 280, 12, 12, 199, 14, 8, 6, 19, 25, 39, 463, 237
INVAR-4, Run: 079, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 266, 17, 16, 266, 15, 12, 2, 19, 24, 39, 1187, 598
INVAR-4, Run: 080, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 305, 11, 10, 305, 15, 7, 7, 19, 24, 39, 699, 354
INVAR-4, Run: 081, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 172, 13, 12, 172, 16, 11, 4, 19, 23, 39, 401, 204
INVAR-4, Run: 082, F, 0, 24, 2, 0, 1, 0, 0, 0, 114, 114, 0, 0, 5, 39, 343, 5, 5, 229, 17, 13, 4, 19, 21, 39, 325, 164
INVAR-4, Run: 083, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 298, 11, 10, 298, 15, 8, 6, 19, 24, 39, 621, 315
INVAR-4, Run: 084, F, 0, 30, 0, 0, 1, 0, 0, 30, 76, 76, 0, 0, 11, 39, 370, 16, 16, 294, 14, 11, 3, 19, 25, 39, 191, 101
INVAR-4, Run: 085, F, 0, 26, 0, 0, 1, 0, 0, 16, 94, 94, 0, 0, 7, 39, 535, 11, 11, 441, 16, 7, 9, 19, 23, 39, 325, 166
INVAR-4, Run: 086, F, 0, 30, 0, 0, 1, 0, 0, 42, 64, 64, 0, 0, 11, 39, 309, 14, 14, 245, 14, 11, 3, 19, 25, 39, 303, 157
INVAR-4, Run: 087, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 273, 21, 20, 273, 15, 9, 5, 19, 24, 39, 405, 207
INVAR-4, Run: 088, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 186, 10, 9, 186, 15, 11, 3, 19, 24, 39, 241, 125
INVAR-4, Run: 089, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 285, 11, 10, 285, 15, 13, 1, 19, 24, 39, 335, 172
INVAR-4, Run: 090, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 337, 15, 14, 337, 15, 10, 4, 19, 24, 39, 1069, 539
INVAR-4, Run: 091, F, 0, 30, 0, 0, 1, 0, 0, 28, 78, 78, 0, 0, 11, 39, 237, 12, 12, 159, 14, 7, 7, 19, 25, 39, 613, 312
INVAR-4, Run: 092, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 285, 15, 14, 285, 16, 10, 5, 19, 23, 39, 475, 241
INVAR-4, Run: 093, F, 0, 30, 0, 0, 1, 0, 0, 61, 45, 45, 0, 0, 11, 39, 285, 12, 12, 240, 14, 9, 5, 19, 25, 39, 571, 291
INVAR-4, Run: 094, F, 0, 32, 0, 0, 1, 0, 0, 73, 31, 31, 0, 0, 13, 39, 363, 9, 9, 332, 13, 9, 4, 19, 26, 39, 859, 436
INVAR-4, Run: 095, F, 0, 26, 2, 0, 1, 0, 0, 0, 112, 112, 0, 0, 7, 39, 481, 31, 31, 369, 16, 9, 7, 19, 22, 39, 209, 107
INVAR-4, Run: 096, F, 0, 28, 0, 0, 1, 0, 0, 16, 92, 92, 0, 0, 9, 39, 360, 10, 10, 268, 15, 9, 6, 19, 24, 39, 307, 158
INVAR-4, Run: 097, F, 0, 26, 0, 0, 1, 0, 0, 86, 24, 24, 0, 0, 7, 39, 248, 8, 8, 224, 16, 12, 4, 19, 23, 39, 441, 224
INVAR-4, Run: 098, F, 0, 23, 0, 0, 0, 0, 0, 112, 0, 3, 1, 3, 5, 39, 140, 16, 13, 140, 17, 6, 10, 18, 22, 39, 299, 152
INVAR-4, Run: 099, F, 0, 32, 2, 0, 1, 0, 0, 0, 106, 106, 0, 0, 13, 39, 166, 7, 7, 60, 13, 8, 5, 19, 25, 39, 211, 111
