Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 0, 18, 10, 14, 9, 6, 2, 9, 18, 20, 19, 14
INVAR-1, Run: 002, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 62, 1, 18, 11, 7, 9, 3, 5, 9, 18, 23, 20, 7
INVAR-1, Run: 003, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 72, 1, 18, 9, 17, 9, 7, 1, 9, 18, 18, 18, 17
INVAR-1, Run: 004, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 0, 18, 9, 12, 9, 6, 2, 9, 18, 21, 18, 12
INVAR-1, Run: 005, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 1, 18, 8, 13, 9, 7, 1, 9, 18, 20, 17, 13
INVAR-1, Run: 006, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 62, 0, 18, 16, 8, 9, 2, 6, 9, 18, 23, 25, 8
INVAR-1, Run: 007, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 0, 18, 15, 16, 9, 7, 1, 9, 18, 19, 24, 16
INVAR-1, Run: 008, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 13, 11, 9, 6, 2, 9, 18, 21, 22, 11
INVAR-1, Run: 009, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 8, 11, 9, 4, 4, 9, 18, 21, 17, 11
INVAR-1, Run: 010, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 9, 11, 9, 4, 4, 9, 18, 21, 18, 11
INVAR-1, Run: 011, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 1, 18, 16, 13, 9, 7, 1, 9, 18, 20, 25, 13
INVAR-1, Run: 012, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 1, 18, 6, 13, 9, 7, 1, 9, 18, 20, 15, 13
INVAR-1, Run: 013, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 1, 18, 10, 13, 9, 4, 4, 9, 18, 20, 19, 13
INVAR-1, Run: 014, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 72, 1, 18, 15, 17, 9, 7, 1, 9, 18, 18, 24, 17
INVAR-1, Run: 015, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 64, 0, 18, 13, 10, 9, 3, 5, 9, 18, 22, 22, 10
INVAR-1, Run: 016, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 62, 0, 18, 9, 8, 9, 4, 4, 9, 18, 23, 18, 8
INVAR-1, Run: 017, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 62, 1, 18, 5, 7, 9, 5, 3, 9, 18, 23, 14, 7
INVAR-1, Run: 018, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 1, 18, 14, 15, 9, 6, 2, 9, 18, 19, 23, 15
INVAR-1, Run: 019, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 0, 18, 10, 16, 9, 5, 3, 9, 18, 19, 19, 16
INVAR-1, Run: 020, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 64, 1, 18, 7, 9, 9, 4, 4, 9, 18, 22, 16, 9
INVAR-1, Run: 021, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 0, 18, 18, 14, 9, 7, 1, 9, 18, 20, 27, 14
INVAR-1, Run: 022, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 0, 18, 13, 16, 9, 3, 5, 9, 18, 19, 22, 16
INVAR-1, Run: 023, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 0, 18, 25, 14, 9, 6, 2, 9, 18, 20, 34, 14
INVAR-1, Run: 024, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 1, 18, 22, 13, 9, 6, 2, 9, 18, 20, 31, 13
INVAR-1, Run: 025, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 60, 0, 18, 13, 6, 9, 3, 5, 9, 18, 24, 22, 6
INVAR-1, Run: 026, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 72, 1, 18, 19, 17, 9, 6, 2, 9, 18, 18, 28, 17
INVAR-1, Run: 027, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 0, 18, 11, 14, 9, 6, 2, 9, 18, 20, 20, 14
INVAR-1, Run: 028, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 0, 18, 13, 14, 9, 8, 0, 9, 18, 20, 22, 14
INVAR-1, Run: 029, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 1, 18, 9, 15, 9, 7, 1, 9, 18, 19, 18, 15
INVAR-1, Run: 030, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 14, 11, 9, 5, 3, 9, 18, 21, 23, 11
INVAR-1, Run: 031, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 1, 18, 6, 15, 9, 5, 3, 9, 18, 19, 15, 15
INVAR-1, Run: 032, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 0, 18, 23, 14, 9, 6, 2, 9, 18, 20, 32, 14
INVAR-1, Run: 033, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 17, 11, 9, 5, 3, 9, 18, 21, 26, 11
INVAR-1, Run: 034, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 0, 18, 7, 16, 9, 4, 4, 9, 18, 19, 16, 16
INVAR-1, Run: 035, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 1, 18, 20, 15, 9, 7, 1, 9, 18, 19, 29, 15
INVAR-1, Run: 036, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 60, 1, 18, 18, 5, 9, 5, 3, 9, 18, 24, 27, 5
INVAR-1, Run: 037, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 64, 1, 18, 12, 9, 9, 7, 1, 9, 18, 22, 21, 9
INVAR-1, Run: 038, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 1, 18, 4, 13, 9, 8, 0, 9, 18, 20, 13, 13
INVAR-1, Run: 039, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 64, 0, 18, 9, 10, 9, 2, 6, 9, 18, 22, 18, 10
INVAR-1, Run: 040, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 0, 18, 15, 12, 9, 5, 3, 9, 18, 21, 24, 12
INVAR-1, Run: 041, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 1, 18, 13, 15, 9, 5, 3, 9, 18, 19, 22, 15
INVAR-1, Run: 042, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 72, 0, 18, 18, 18, 9, 4, 4, 9, 18, 18, 27, 18
INVAR-1, Run: 043, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 62, 0, 18, 15, 8, 9, 4, 4, 9, 18, 23, 24, 8
INVAR-1, Run: 044, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 1, 18, 16, 15, 9, 6, 2, 9, 18, 19, 25, 15
INVAR-1, Run: 045, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 0, 18, 14, 12, 9, 4, 4, 9, 18, 21, 23, 12
INVAR-1, Run: 046, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 0, 18, 18, 12, 9, 8, 0, 9, 18, 21, 27, 12
INVAR-1, Run: 047, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 0, 18, 9, 12, 9, 3, 5, 9, 18, 21, 18, 12
INVAR-1, Run: 048, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 11, 11, 9, 3, 5, 9, 18, 21, 20, 11
INVAR-1, Run: 049, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 0, 18, 18, 12, 9, 4, 4, 9, 18, 21, 27, 12
INVAR-1, Run: 050, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 30, 11, 9, 5, 3, 9, 18, 21, 39, 11
INVAR-1, Run: 051, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 72, 1, 18, 14, 17, 9, 8, 0, 9, 18, 18, 23, 17
INVAR-1, Run: 052, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 1, 18, 14, 15, 9, 5, 3, 9, 18, 19, 23, 15
INVAR-1, Run: 053, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 72, 1, 18, 6, 17, 9, 7, 1, 9, 18, 18, 15, 17
INVAR-1, Run: 054, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 62, 0, 18, 11, 8, 9, 6, 2, 9, 18, 23, 20, 8
INVAR-1, Run: 055, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 64, 1, 18, 14, 9, 9, 5, 3, 9, 18, 22, 23, 9
INVAR-1, Run: 056, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 72, 0, 18, 14, 18, 9, 7, 1, 9, 18, 18, 23, 18
INVAR-1, Run: 057, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 11, 11, 9, 3, 5, 9, 18, 21, 20, 11
INVAR-1, Run: 058, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 72, 1, 18, 19, 17, 9, 6, 2, 9, 18, 18, 28, 17
INVAR-1, Run: 059, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 0, 18, 8, 14, 9, 6, 2, 9, 18, 20, 17, 14
INVAR-1, Run: 060, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 15, 11, 9, 4, 4, 9, 18, 21, 24, 11
INVAR-1, Run: 061, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 64, 1, 18, 14, 9, 9, 6, 2, 9, 18, 22, 23, 9
INVAR-1, Run: 062, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 64, 0, 18, 15, 10, 9, 5, 3, 9, 18, 22, 24, 10
INVAR-1, Run: 063, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 0, 18, 18, 12, 9, 4, 4, 9, 18, 21, 27, 12
INVAR-1, Run: 064, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 1, 18, 14, 15, 9, 5, 3, 9, 18, 19, 23, 15
INVAR-1, Run: 065, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 64, 1, 18, 30, 9, 9, 6, 2, 9, 18, 22, 39, 9
INVAR-1, Run: 066, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 62, 0, 18, 13, 8, 9, 4, 4, 9, 18, 23, 22, 8
INVAR-1, Run: 067, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 9, 11, 9, 6, 2, 9, 18, 21, 18, 11
INVAR-1, Run: 068, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 1, 18, 17, 13, 9, 6, 2, 9, 18, 20, 26, 13
INVAR-1, Run: 069, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 0, 18, 11, 12, 9, 6, 2, 9, 18, 21, 20, 12
INVAR-1, Run: 070, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 15, 11, 9, 3, 5, 9, 18, 21, 24, 11
INVAR-1, Run: 071, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 0, 18, 32, 12, 9, 5, 3, 9, 18, 21, 41, 12
INVAR-1, Run: 072, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 64, 0, 18, 23, 10, 9, 5, 3, 9, 18, 22, 32, 10
INVAR-1, Run: 073, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 0, 18, 13, 12, 9, 6, 2, 9, 18, 21, 22, 12
INVAR-1, Run: 074, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 16, 11, 9, 5, 3, 9, 18, 21, 25, 11
INVAR-1, Run: 075, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 66, 1, 18, 20, 11, 9, 6, 2, 9, 18, 21, 29, 11
INVAR-1, Run: 076, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 1, 18, 11, 13, 9, 4, 4, 9, 18, 20, 20, 13
INVAR-1, Run: 077, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 0, 18, 23, 14, 9, 6, 2, 9, 18, 20, 32, 14
INVAR-1, Run: 078, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 68, 0, 18, 10, 14, 9, 6, 2, 9, 18, 20, 19, 14
INVAR-1, Run: 079, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 70, 1, 18, 19, 15, 9, 3, 5, 9, 18, 19, 28, 15
INVAR-1, Run: 080, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 62, 0, 18, 34, 8, 9, 2, 6, 9, 18, 23, 43, 8
