Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 21, 52, 9, 7, 1, 9, 18, 27, 30, 52
INVAR-1, Run: 002, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 21, 36, 9, 5, 3, 9, 18, 27, 30, 36
INVAR-1, Run: 003, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 19, 60, 9, 7, 1, 9, 18, 27, 28, 60
INVAR-1, Run: 004, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 16, 61, 9, 8, 0, 9, 18, 27, 25, 61
INVAR-1, Run: 005, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 10, 41, 9, 4, 4, 9, 18, 27, 19, 41
INVAR-1, Run: 006, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 14, 33, 9, 6, 2, 9, 18, 27, 23, 33
INVAR-1, Run: 007, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 17, 75, 9, 4, 4, 9, 18, 27, 26, 75
INVAR-1, Run: 008, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 11, 63, 9, 5, 3, 9, 18, 27, 20, 63
INVAR-1, Run: 009, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 13, 62, 9, 6, 2, 9, 18, 27, 22, 62
INVAR-1, Run: 010, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 10, 52, 9, 6, 2, 9, 18, 27, 19, 52
INVAR-1, Run: 011, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 17, 42, 9, 4, 4, 9, 18, 27, 26, 42
INVAR-1, Run: 012, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 13, 31, 9, 6, 2, 9, 18, 27, 22, 31
INVAR-1, Run: 013, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 16, 36, 9, 5, 3, 9, 18, 27, 25, 36
INVAR-1, Run: 014, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 15, 44, 9, 3, 5, 9, 18, 27, 24, 44
INVAR-1, Run: 015, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 22, 62, 9, 6, 2, 9, 18, 27, 31, 62
INVAR-1, Run: 016, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 8, 16, 9, 6, 2, 9, 18, 27, 17, 16
INVAR-1, Run: 017, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 17, 53, 9, 5, 3, 9, 18, 27, 26, 53
INVAR-1, Run: 018, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 22, 89, 9, 8, 0, 9, 18, 27, 31, 89
INVAR-1, Run: 019, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 14, 90, 9, 7, 1, 9, 18, 27, 23, 90
INVAR-1, Run: 020, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 10, 32, 9, 4, 4, 9, 18, 27, 19, 32
INVAR-1, Run: 021, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 10, 27, 9, 2, 6, 9, 18, 27, 19, 27
INVAR-1, Run: 022, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 19, 33, 9, 2, 6, 9, 18, 27, 28, 33
INVAR-1, Run: 023, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 30, 90, 9, 5, 3, 9, 18, 27, 39, 90
INVAR-1, Run: 024, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 26, 96, 9, 6, 2, 9, 18, 27, 35, 96
INVAR-1, Run: 025, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 21, 84, 9, 6, 2, 9, 18, 27, 30, 84
INVAR-1, Run: 026, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 12, 44, 9, 7, 1, 9, 18, 27, 21, 44
INVAR-1, Run: 027, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 13, 86, 9, 7, 1, 9, 18, 27, 22, 86
INVAR-1, Run: 028, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 11, 32, 9, 5, 3, 9, 18, 27, 20, 32
INVAR-1, Run: 029, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 21, 79, 9, 5, 3, 9, 18, 27, 30, 79
INVAR-1, Run: 030, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 6, 50, 9, 7, 1, 9, 18, 27, 15, 50
INVAR-1, Run: 031, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 36, 108, 9, 4, 4, 9, 18, 27, 45, 108
INVAR-1, Run: 032, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 14, 40, 9, 6, 2, 9, 18, 27, 23, 40
INVAR-1, Run: 033, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 18, 34, 9, 5, 3, 9, 18, 27, 27, 34
INVAR-1, Run: 034, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 11, 39, 9, 5, 3, 9, 18, 27, 20, 39
INVAR-1, Run: 035, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 8, 39, 9, 7, 1, 9, 18, 27, 17, 39
INVAR-1, Run: 036, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 8, 49, 9, 6, 2, 9, 18, 27, 17, 49
INVAR-1, Run: 037, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 15, 72, 9, 5, 3, 9, 18, 27, 24, 72
INVAR-1, Run: 038, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 10, 44, 9, 6, 2, 9, 18, 27, 19, 44
INVAR-1, Run: 039, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 8, 30, 9, 2, 6, 9, 18, 27, 17, 30
INVAR-1, Run: 040, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 8, 33, 9, 7, 1, 9, 18, 27, 17, 33
INVAR-1, Run: 041, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 7, 41, 9, 5, 3, 9, 18, 27, 16, 41
INVAR-1, Run: 042, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 13, 48, 9, 4, 4, 9, 18, 27, 22, 48
INVAR-1, Run: 043, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 13, 15, 9, 2, 6, 9, 18, 27, 22, 15
INVAR-1, Run: 044, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 8, 31, 9, 5, 3, 9, 18, 27, 17, 31
INVAR-1, Run: 045, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 33, 92, 9, 7, 1, 9, 18, 27, 42, 92
INVAR-1, Run: 046, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 15, 41, 9, 7, 1, 9, 18, 27, 24, 41
INVAR-1, Run: 047, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 18, 64, 9, 8, 0, 9, 18, 27, 27, 64
INVAR-1, Run: 048, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 18, 50, 9, 6, 2, 9, 18, 27, 27, 50
