Input Number, Run_Number, Result@ 100, CO, CE, X1, A, B, C, PO, D, Y, PE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 038, F, 578, 55053, 0, 0, 0, 0, 0, 22, 0, 1, 389, 0, 55631, 200, 3189, 78, 656, 2611, 100, 54, 45, 389, 100, 200, 3286, 1643
INVAR-10, Run: 039, F, 452, 42715, 0, 0, 0, 0, 0, 148, 0, 1, 326, 0, 43167, 200, 4013, 88, 540, 3561, 100, 61, 38, 326, 100, 200, 4506, 2253
INVAR-10, Run: 040, F, 580, 54603, 0, 0, 0, 0, 0, 20, 0, 1, 390, 0, 55183, 200, 4317, 98, 678, 3737, 100, 59, 40, 390, 100, 200, 4110, 2055
INVAR-10, Run: 041, F, 380, 36279, 0, 0, 0, 0, 0, 220, 0, 1, 290, 0, 36659, 200, 3245, 104, 484, 2865, 100, 66, 33, 290, 100, 200, 3508, 1754
INVAR-10, Run: 042, F, 552, 52555, 0, 0, 0, 0, 0, 48, 0, 1, 376, 0, 53107, 200, 4114, 78, 630, 3562, 100, 60, 39, 376, 100, 200, 4076, 2038
INVAR-10, Run: 043, F, 470, 44826, 0, 0, 0, 0, 0, 130, 0, 1, 335, 0, 45296, 200, 3352, 98, 568, 2882, 100, 55, 44, 335, 100, 200, 4266, 2133
INVAR-10, Run: 044, F, 594, 56275, 0, 0, 0, 0, 0, 6, 0, 1, 397, 0, 56869, 200, 3575, 77, 671, 2981, 100, 61, 38, 397, 100, 200, 3050, 1525
INVAR-10, Run: 045, F, 572, 54310, 0, 0, 0, 0, 0, 28, 0, 1, 386, 0, 54882, 200, 3527, 91, 663, 2955, 100, 63, 36, 386, 100, 200, 2962, 1481
INVAR-10, Run: 046, F, 572, 54418, 0, 0, 0, 0, 0, 28, 0, 1, 386, 0, 54990, 200, 3717, 80, 652, 3145, 100, 60, 39, 386, 100, 200, 3166, 1583
INVAR-10, Run: 047, F, 562, 53258, 0, 0, 0, 0, 0, 38, 0, 1, 381, 0, 53820, 200, 3351, 92, 654, 2789, 100, 55, 44, 381, 100, 200, 3510, 1755
INVAR-10, Run: 048, F, 564, 53865, 0, 0, 0, 0, 0, 36, 0, 1, 382, 0, 54429, 200, 3073, 96, 660, 2509, 100, 55, 44, 382, 100, 200, 3378, 1689
INVAR-10, Run: 049, F, 598, 56551, 0, 0, 0, 0, 0, 2, 0, 1, 399, 0, 57149, 200, 3358, 82, 680, 2760, 100, 58, 41, 399, 100, 200, 3718, 1859
INVAR-10, Run: 050, F, 574, 54462, 0, 0, 0, 0, 0, 26, 0, 1, 387, 0, 55036, 200, 3616, 90, 664, 3042, 100, 65, 34, 387, 100, 200, 3532, 1766
INVAR-10, Run: 051, F, 564, 53706, 0, 0, 0, 0, 0, 36, 0, 1, 382, 0, 54270, 200, 3628, 78, 642, 3064, 100, 65, 34, 382, 100, 200, 3168, 1584
INVAR-10, Run: 052, F, 526, 50111, 0, 0, 0, 0, 0, 74, 0, 1, 363, 0, 50637, 200, 3661, 89, 615, 3135, 100, 65, 34, 363, 100, 200, 2916, 1458
INVAR-10, Run: 053, F, 574, 54485, 0, 0, 0, 0, 0, 26, 0, 1, 387, 0, 55059, 200, 3533, 87, 661, 2959, 100, 65, 34, 387, 100, 200, 3006, 1503
INVAR-10, Run: 054, F, 586, 55492, 0, 0, 0, 0, 0, 14, 0, 1, 393, 0, 56078, 200, 3851, 84, 670, 3265, 100, 57, 42, 393, 100, 200, 2758, 1379
INVAR-10, Run: 055, F, 580, 54778, 0, 0, 0, 0, 0, 20, 0, 1, 390, 0, 55358, 200, 3639, 103, 683, 3059, 100, 55, 44, 390, 100, 200, 2836, 1418
INVAR-10, Run: 056, F, 472, 44978, 0, 0, 0, 0, 0, 128, 0, 1, 336, 0, 45450, 200, 3593, 125, 597, 3121, 100, 59, 40, 336, 100, 200, 3794, 1897
INVAR-10, Run: 057, F, 542, 51616, 0, 0, 0, 0, 0, 58, 0, 1, 371, 0, 52158, 200, 3310, 70, 612, 2768, 100, 64, 35, 371, 100, 200, 3392, 1696
INVAR-10, Run: 058, F, 544, 51890, 0, 0, 0, 0, 0, 56, 0, 1, 372, 0, 52434, 200, 3974, 122, 666, 3430, 100, 56, 43, 372, 100, 200, 4196, 2098
INVAR-10, Run: 059, F, 582, 55204, 0, 0, 0, 0, 0, 18, 0, 1, 391, 0, 55786, 200, 3906, 47, 629, 3324, 100, 62, 37, 391, 100, 200, 3914, 1957
INVAR-10, Run: 060, F, 460, 43901, 0, 0, 0, 0, 0, 140, 0, 1, 330, 0, 44361, 200, 3324, 105, 565, 2864, 100, 60, 39, 330, 100, 200, 3688, 1844
INVAR-10, Run: 061, F, 572, 54051, 0, 0, 0, 0, 0, 28, 0, 1, 386, 0, 54623, 200, 3677, 102, 674, 3105, 100, 54, 45, 386, 100, 200, 3254, 1627
INVAR-10, Run: 062, F, 282, 27022, 0, 0, 0, 0, 0, 318, 0, 1, 241, 0, 27304, 200, 3688, 85, 367, 3406, 100, 59, 40, 241, 100, 200, 4250, 2125
INVAR-10, Run: 063, F, 500, 47360, 0, 0, 0, 0, 0, 100, 0, 1, 350, 0, 47860, 200, 3564, 91, 591, 3064, 100, 62, 37, 350, 100, 200, 3442, 1721
INVAR-10, Run: 064, F, 592, 56157, 0, 0, 0, 0, 0, 8, 0, 1, 396, 0, 56749, 200, 3811, 103, 695, 3219, 100, 64, 35, 396, 100, 200, 4132, 2066
INVAR-10, Run: 065, F, 594, 56095, 0, 0, 0, 0, 0, 6, 0, 1, 397, 0, 56689, 200, 3664, 100, 694, 3070, 100, 62, 37, 397, 100, 200, 3736, 1868
INVAR-10, Run: 066, F, 558, 53004, 0, 0, 0, 0, 0, 42, 0, 1, 379, 0, 53562, 200, 3673, 56, 614, 3115, 100, 69, 30, 379, 100, 200, 4098, 2049
INVAR-10, Run: 067, F, 548, 52145, 0, 0, 0, 0, 0, 52, 0, 1, 374, 0, 52693, 200, 3096, 93, 641, 2548, 100, 65, 34, 374, 100, 200, 3622, 1811
INVAR-10, Run: 068, F, 486, 46170, 0, 0, 0, 0, 0, 114, 0, 1, 343, 0, 46656, 200, 3950, 88, 574, 3464, 100, 57, 42, 343, 100, 200, 4376, 2188
INVAR-10, Run: 069, F, 556, 52873, 0, 0, 0, 0, 0, 44, 0, 1, 378, 0, 53429, 200, 3639, 106, 662, 3083, 100, 70, 29, 378, 100, 200, 3622, 1811
INVAR-10, Run: 070, F, 566, 53521, 0, 0, 0, 0, 0, 34, 0, 1, 383, 0, 54087, 200, 3272, 83, 649, 2706, 100, 65, 34, 383, 100, 200, 4358, 2179
INVAR-10, Run: 071, F, 552, 52382, 0, 0, 0, 0, 0, 48, 0, 1, 376, 0, 52934, 200, 3318, 83, 635, 2766, 100, 58, 41, 376, 100, 200, 3168, 1584
INVAR-10, Run: 072, F, 534, 50329, 0, 0, 0, 0, 0, 66, 0, 1, 367, 0, 50863, 200, 3870, 103, 637, 3336, 100, 55, 44, 367, 100, 200, 4282, 2141
INVAR-10, Run: 073, F, 522, 49832, 0, 0, 0, 0, 0, 78, 0, 1, 361, 0, 50354, 200, 3663, 84, 606, 3141, 100, 72, 27, 361, 100, 200, 3460, 1730
INVAR-10, Run: 074, F, 576, 54041, 0, 0, 0, 0, 0, 24, 0, 1, 388, 0, 54617, 200, 3805, 98, 674, 3229, 100, 68, 31, 388, 100, 200, 3518, 1759
INVAR-10, Run: 075, F, 460, 43893, 0, 0, 0, 0, 0, 140, 0, 1, 330, 0, 44353, 200, 3286, 109, 569, 2826, 100, 55, 44, 330, 100, 200, 4174, 2087
INVAR-10, Run: 076, F, 338, 32430, 0, 0, 0, 0, 0, 262, 0, 1, 269, 0, 32768, 200, 3549, 96, 434, 3211, 100, 66, 33, 269, 100, 200, 3660, 1830
INVAR-10, Run: 077, F, 448, 43364, 0, 0, 0, 0, 0, 152, 0, 1, 324, 0, 43812, 200, 3120, 76, 524, 2672, 100, 63, 36, 324, 100, 200, 3304, 1652
INVAR-10, Run: 078, F, 568, 54053, 0, 0, 0, 0, 0, 32, 0, 1, 384, 0, 54621, 200, 3746, 108, 676, 3178, 100, 56, 43, 384, 100, 200, 4188, 2094
INVAR-10, Run: 079, F, 518, 49861, 0, 0, 0, 0, 0, 82, 0, 1, 359, 0, 50379, 200, 3507, 78, 596, 2989, 100, 63, 36, 359, 100, 200, 3554, 1777
INVAR-10, Run: 080, F, 588, 55895, 0, 0, 0, 0, 0, 12, 0, 1, 394, 0, 56483, 200, 4087, 122, 710, 3499, 100, 55, 44, 394, 100, 200, 3896, 1948
INVAR-10, Run: 081, F, 578, 54482, 0, 0, 0, 0, 0, 22, 0, 1, 389, 0, 55060, 200, 4240, 115, 693, 3662, 100, 66, 33, 389, 100, 200, 3138, 1569
INVAR-10, Run: 082, F, 582, 55219, 0, 0, 0, 0, 0, 18, 0, 1, 391, 0, 55801, 200, 3643, 104, 686, 3061, 100, 56, 43, 391, 100, 200, 3680, 1840
INVAR-10, Run: 083, F, 340, 32795, 0, 0, 0, 0, 0, 260, 0, 1, 270, 0, 33135, 200, 3493, 107, 447, 3153, 100, 54, 45, 270, 100, 200, 4878, 2439
INVAR-10, Run: 084, F, 572, 53896, 0, 0, 0, 0, 0, 28, 0, 1, 386, 0, 54468, 200, 3773, 75, 647, 3201, 100, 71, 28, 386, 100, 200, 4184, 2092
INVAR-10, Run: 085, F, 330, 31170, 0, 0, 0, 0, 0, 270, 0, 1, 265, 0, 31500, 200, 3822, 83, 413, 3492, 100, 69, 30, 265, 100, 200, 4550, 2275
INVAR-10, Run: 086, F, 528, 50389, 0, 0, 0, 0, 0, 72, 0, 1, 364, 0, 50917, 200, 3797, 95, 623, 3269, 100, 58, 41, 364, 100, 200, 3198, 1599
INVAR-10, Run: 087, F, 422, 40051, 0, 0, 0, 0, 0, 178, 0, 1, 311, 0, 40473, 200, 3739, 84, 506, 3317, 100, 68, 31, 311, 100, 200, 5066, 2533
INVAR-10, Run: 088, F, 462, 43485, 0, 0, 0, 0, 0, 138, 0, 1, 331, 0, 43947, 200, 3967, 121, 583, 3505, 100, 62, 37, 331, 100, 200, 4990, 2495
INVAR-10, Run: 089, F, 590, 56129, 0, 0, 0, 0, 0, 10, 0, 1, 395, 0, 56719, 200, 3963, 87, 677, 3373, 100, 59, 40, 395, 100, 200, 3832, 1916
INVAR-10, Run: 090, F, 586, 55774, 0, 0, 0, 0, 0, 14, 0, 1, 393, 0, 56360, 200, 3926, 108, 694, 3340, 100, 62, 37, 393, 100, 200, 3562, 1781
INVAR-10, Run: 091, F, 580, 55488, 0, 0, 0, 0, 0, 20, 0, 1, 390, 0, 56068, 200, 3624, 87, 667, 3044, 100, 65, 34, 390, 100, 200, 2990, 1495
INVAR-10, Run: 092, F, 544, 51457, 0, 0, 0, 0, 0, 56, 0, 1, 372, 0, 52001, 200, 4098, 93, 637, 3554, 100, 67, 32, 372, 100, 200, 3718, 1859
INVAR-10, Run: 093, F, 598, 56731, 0, 0, 0, 0, 0, 2, 0, 1, 399, 0, 57329, 200, 3032, 91, 689, 2434, 100, 64, 35, 399, 100, 200, 2888, 1444
INVAR-10, Run: 094, F, 520, 48861, 0, 0, 0, 0, 0, 80, 0, 1, 360, 0, 49381, 200, 4414, 108, 628, 3894, 100, 60, 39, 360, 100, 200, 3452, 1726
INVAR-10, Run: 095, F, 560, 53610, 0, 0, 0, 0, 0, 40, 0, 1, 380, 0, 54170, 200, 3633, 83, 643, 3073, 100, 58, 41, 380, 100, 200, 3300, 1650
INVAR-10, Run: 096, F, 584, 55307, 0, 0, 0, 0, 0, 16, 0, 1, 392, 0, 55891, 200, 3371, 118, 702, 2787, 100, 64, 35, 392, 100, 200, 3076, 1538
INVAR-10, Run: 097, F, 480, 45697, 0, 0, 0, 0, 0, 120, 0, 1, 340, 0, 46177, 200, 3955, 87, 567, 3475, 100, 64, 35, 340, 100, 200, 4122, 2061
INVAR-10, Run: 098, F, 522, 49895, 0, 0, 0, 0, 0, 78, 0, 1, 361, 0, 50417, 200, 3776, 83, 605, 3254, 100, 67, 32, 361, 100, 200, 4122, 2061
INVAR-10, Run: 099, F, 448, 42416, 0, 0, 0, 0, 0, 152, 0, 1, 324, 0, 42864, 200, 3259, 89, 537, 2811, 100, 61, 38, 324, 100, 200, 3474, 1737
INVAR-10, Run: 100, F, 522, 49861, 0, 0, 0, 0, 0, 78, 0, 1, 361, 0, 50383, 200, 3897, 91, 613, 3375, 100, 67, 32, 361, 100, 200, 4122, 2061
INVAR-2, Run: 001, F, 96, 9315, 0, 0, 0, 0, 0, 72, 0, 1, 76, 0, 9411, 56, 387, 22, 118, 291, 28, 20, 7, 76, 28, 56, 492, 246
INVAR-2, Run: 002, F, 168, 15891, 0, 0, 0, 0, 0, 0, 0, 1, 112, 0, 16059, 56, 481, 27, 195, 313, 28, 19, 8, 112, 28, 56, 558, 279
INVAR-2, Run: 003, F, 154, 14522, 0, 0, 0, 0, 0, 14, 0, 1, 105, 0, 14676, 56, 567, 28, 182, 413, 28, 18, 9, 105, 28, 56, 398, 199
INVAR-2, Run: 004, F, 98, 9391, 0, 0, 0, 0, 0, 70, 0, 1, 77, 0, 9489, 56, 590, 25, 123, 492, 28, 19, 8, 77, 28, 56, 756, 378
INVAR-2, Run: 005, F, 156, 14975, 0, 0, 0, 0, 0, 12, 0, 1, 106, 0, 15131, 56, 611, 27, 183, 455, 28, 12, 15, 106, 28, 56, 422, 211
INVAR-2, Run: 006, F, 78, 7640, 0, 0, 0, 0, 0, 90, 0, 1, 67, 0, 7718, 56, 405, 19, 97, 327, 28, 16, 11, 67, 28, 56, 434, 217
INVAR-2, Run: 007, F, 110, 10502, 0, 0, 0, 0, 0, 58, 0, 1, 83, 0, 10612, 56, 602, 30, 140, 492, 28, 20, 7, 83, 28, 56, 362, 181
INVAR-2, Run: 008, F, 140, 13248, 0, 0, 0, 0, 0, 28, 0, 1, 98, 0, 13388, 56, 565, 23, 163, 425, 28, 21, 6, 98, 28, 56, 460, 230
INVAR-2, Run: 009, F, 78, 7489, 0, 0, 0, 0, 0, 90, 0, 1, 67, 0, 7567, 56, 460, 26, 104, 382, 28, 14, 13, 67, 28, 56, 598, 299
INVAR-2, Run: 010, F, 40, 3935, 0, 0, 0, 0, 0, 128, 0, 1, 48, 0, 3975, 56, 350, 24, 64, 310, 28, 20, 7, 48, 28, 56, 478, 239
INVAR-2, Run: 011, F, 140, 13413, 0, 0, 0, 0, 0, 28, 0, 1, 98, 0, 13553, 56, 601, 43, 183, 461, 28, 17, 10, 98, 28, 56, 572, 286
INVAR-2, Run: 012, F, 112, 10656, 0, 0, 0, 0, 0, 56, 0, 1, 84, 0, 10768, 56, 404, 32, 144, 292, 28, 19, 8, 84, 28, 56, 380, 190
INVAR-2, Run: 013, F, 158, 14805, 0, 0, 0, 0, 0, 10, 0, 1, 107, 0, 14963, 56, 704, 29, 187, 546, 28, 21, 6, 107, 28, 56, 358, 179
INVAR-2, Run: 014, F, 164, 15471, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0, 15635, 56, 451, 34, 198, 287, 28, 15, 12, 110, 28, 56, 396, 198
INVAR-2, Run: 015, F, 160, 15202, 0, 0, 0, 0, 0, 8, 0, 1, 108, 0, 15362, 56, 525, 26, 186, 365, 28, 22, 5, 108, 28, 56, 236, 118
INVAR-2, Run: 016, F, 100, 9516, 0, 0, 0, 0, 0, 68, 0, 1, 78, 0, 9616, 56, 530, 41, 141, 430, 28, 14, 13, 78, 28, 56, 764, 382
INVAR-2, Run: 017, F, 70, 6686, 0, 0, 0, 0, 0, 98, 0, 1, 63, 0, 6756, 56, 503, 22, 92, 433, 28, 16, 11, 63, 28, 56, 580, 290
INVAR-2, Run: 018, F, 112, 10505, 0, 0, 0, 0, 0, 56, 0, 1, 84, 0, 10617, 56, 522, 29, 141, 410, 28, 17, 10, 84, 28, 56, 424, 212
INVAR-2, Run: 019, F, 110, 10509, 0, 0, 0, 0, 0, 58, 0, 1, 83, 0, 10619, 56, 451, 26, 136, 341, 28, 13, 14, 83, 28, 56, 306, 153
INVAR-2, Run: 020, F, 48, 4568, 0, 0, 0, 0, 0, 120, 0, 1, 52, 0, 4616, 56, 451, 36, 84, 403, 28, 16, 11, 52, 28, 56, 794, 397
INVAR-2, Run: 021, F, 44, 4307, 0, 0, 0, 0, 0, 124, 0, 1, 50, 0, 4351, 56, 452, 22, 66, 408, 28, 21, 6, 50, 28, 56, 606, 303
INVAR-2, Run: 022, F, 148, 13979, 0, 0, 0, 0, 0, 20, 0, 1, 102, 0, 14127, 56, 578, 27, 175, 430, 28, 22, 5, 102, 28, 56, 376, 188
INVAR-2, Run: 023, F, 70, 6760, 0, 0, 0, 0, 0, 98, 0, 1, 63, 0, 6830, 56, 467, 29, 99, 397, 28, 14, 13, 63, 28, 56, 468, 234
INVAR-2, Run: 024, F, 74, 6948, 0, 0, 0, 0, 0, 94, 0, 1, 65, 0, 7022, 56, 460, 31, 105, 386, 28, 18, 9, 65, 28, 56, 440, 220
INVAR-2, Run: 025, F, 60, 5764, 0, 0, 0, 0, 0, 108, 0, 1, 58, 0, 5824, 56, 427, 28, 88, 367, 28, 14, 13, 58, 28, 56, 578, 289
INVAR-2, Run: 026, F, 160, 15022, 0, 0, 0, 0, 0, 8, 0, 1, 108, 0, 15182, 56, 583, 38, 198, 423, 28, 16, 11, 108, 28, 56, 702, 351
INVAR-2, Run: 027, F, 160, 15081, 0, 0, 0, 0, 0, 8, 0, 1, 108, 0, 15241, 56, 676, 32, 192, 516, 28, 20, 7, 108, 28, 56, 634, 317
INVAR-2, Run: 028, F, 118, 11330, 0, 0, 0, 0, 0, 50, 0, 1, 87, 0, 11448, 56, 475, 24, 142, 357, 28, 15, 12, 87, 28, 56, 464, 232
INVAR-2, Run: 029, F, 96, 9220, 0, 0, 0, 0, 0, 72, 0, 1, 76, 0, 9316, 56, 507, 26, 122, 411, 28, 16, 11, 76, 28, 56, 864, 432
INVAR-2, Run: 030, F, 128, 12257, 0, 0, 0, 0, 0, 40, 0, 1, 92, 0, 12385, 56, 478, 16, 144, 350, 28, 17, 10, 92, 28, 56, 424, 212
INVAR-2, Run: 031, F, 156, 14714, 0, 0, 0, 0, 0, 12, 0, 1, 106, 0, 14870, 56, 490, 32, 188, 334, 28, 20, 7, 106, 28, 56, 508, 254
INVAR-2, Run: 032, F, 48, 4699, 0, 0, 0, 0, 0, 120, 0, 1, 52, 0, 4747, 56, 400, 24, 72, 352, 28, 17, 10, 52, 28, 56, 330, 165
INVAR-2, Run: 033, F, 164, 15619, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0, 15783, 56, 543, 19, 183, 379, 28, 20, 7, 110, 28, 56, 528, 264
INVAR-2, Run: 034, F, 82, 7960, 0, 0, 0, 0, 0, 86, 0, 1, 69, 0, 8042, 56, 481, 32, 114, 399, 28, 16, 11, 69, 28, 56, 688, 344
INVAR-2, Run: 035, F, 152, 14574, 0, 0, 0, 0, 0, 16, 0, 1, 104, 0, 14726, 56, 663, 21, 173, 511, 28, 19, 8, 104, 28, 56, 672, 336
INVAR-2, Run: 036, F, 124, 11810, 0, 0, 0, 0, 0, 44, 0, 1, 90, 0, 11934, 56, 477, 21, 145, 353, 28, 20, 7, 90, 28, 56, 338, 169
INVAR-2, Run: 037, F, 50, 4727, 0, 0, 0, 0, 0, 118, 0, 1, 53, 0, 4777, 56, 433, 16, 66, 383, 28, 19, 8, 53, 28, 56, 436, 218
INVAR-2, Run: 038, F, 94, 9086, 0, 0, 0, 0, 0, 74, 0, 1, 75, 0, 9180, 56, 415, 23, 117, 321, 28, 14, 13, 75, 28, 56, 442, 221
INVAR-2, Run: 039, F, 106, 10136, 0, 0, 0, 0, 0, 62, 0, 1, 81, 0, 10242, 56, 540, 35, 141, 434, 28, 16, 11, 81, 28, 56, 1234, 617
INVAR-2, Run: 040, F, 108, 10437, 0, 0, 0, 0, 0, 60, 0, 1, 82, 0, 10545, 56, 504, 33, 141, 396, 28, 12, 15, 82, 28, 56, 924, 462
INVAR-2, Run: 041, F, 146, 13989, 0, 0, 0, 0, 0, 22, 0, 1, 101, 0, 14135, 56, 509, 31, 177, 363, 28, 21, 6, 101, 28, 56, 454, 227
INVAR-2, Run: 042, F, 100, 9567, 0, 0, 0, 0, 0, 68, 0, 1, 78, 0, 9667, 56, 505, 23, 123, 405, 28, 21, 6, 78, 28, 56, 440, 220
INVAR-2, Run: 043, F, 90, 8783, 0, 0, 0, 0, 0, 78, 0, 1, 73, 0, 8873, 56, 449, 21, 111, 359, 28, 16, 11, 73, 28, 56, 398, 199
INVAR-2, Run: 044, F, 46, 4463, 0, 0, 0, 0, 0, 122, 0, 1, 51, 0, 4509, 56, 504, 28, 74, 458, 28, 13, 14, 51, 28, 56, 1152, 576
INVAR-2, Run: 045, F, 54, 5159, 0, 0, 0, 0, 0, 114, 0, 1, 55, 0, 5213, 56, 443, 29, 83, 389, 28, 14, 13, 55, 28, 56, 630, 315
INVAR-2, Run: 046, F, 166, 15808, 0, 0, 0, 0, 0, 2, 0, 1, 111, 0, 15974, 56, 560, 23, 189, 394, 28, 22, 5, 111, 28, 56, 472, 236
INVAR-2, Run: 047, F, 98, 9655, 0, 0, 0, 0, 0, 70, 0, 1, 77, 0, 9753, 56, 492, 18, 116, 394, 28, 18, 9, 77, 28, 56, 558, 279
INVAR-2, Run: 048, F, 144, 13654, 0, 0, 0, 0, 0, 24, 0, 1, 100, 0, 13798, 56, 539, 25, 169, 395, 28, 11, 16, 100, 28, 56, 426, 213
INVAR-2, Run: 049, F, 58, 5587, 0, 0, 0, 0, 0, 110, 0, 1, 57, 0, 5645, 56, 308, 18, 76, 250, 28, 15, 12, 57, 28, 56, 538, 269
INVAR-2, Run: 050, F, 158, 15052, 0, 0, 0, 0, 0, 10, 0, 1, 107, 0, 15210, 56, 625, 30, 188, 467, 28, 18, 9, 107, 28, 56, 366, 183
INVAR-2, Run: 051, F, 30, 2941, 0, 0, 0, 0, 0, 138, 0, 1, 43, 0, 2971, 56, 332, 21, 51, 302, 28, 17, 10, 43, 28, 56, 516, 258
INVAR-2, Run: 052, F, 142, 13815, 0, 0, 0, 0, 0, 26, 0, 1, 99, 0, 13957, 56, 459, 16, 158, 317, 28, 20, 7, 99, 28, 56, 470, 235
INVAR-2, Run: 053, F, 110, 10839, 0, 0, 0, 0, 0, 58, 0, 1, 83, 0, 10949, 56, 556, 32, 142, 446, 28, 17, 10, 83, 28, 56, 646, 323
INVAR-2, Run: 054, F, 136, 13069, 0, 0, 0, 0, 0, 32, 0, 1, 96, 0, 13205, 56, 474, 20, 156, 338, 28, 19, 8, 96, 28, 56, 512, 256
INVAR-2, Run: 055, F, 142, 13416, 0, 0, 0, 0, 0, 26, 0, 1, 99, 0, 13558, 56, 517, 27, 169, 375, 28, 18, 9, 99, 28, 56, 510, 255
INVAR-2, Run: 056, F, 164, 15607, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0, 15771, 56, 520, 26, 190, 356, 28, 17, 10, 110, 28, 56, 346, 173
INVAR-2, Run: 057, F, 108, 10331, 0, 0, 0, 0, 0, 60, 0, 1, 82, 0, 10439, 56, 447, 28, 136, 339, 28, 10, 17, 82, 28, 56, 478, 239
INVAR-2, Run: 058, F, 132, 12544, 0, 0, 0, 0, 0, 36, 0, 1, 94, 0, 12676, 56, 542, 20, 152, 410, 28, 16, 11, 94, 28, 56, 646, 323
INVAR-2, Run: 059, F, 152, 14598, 0, 0, 0, 0, 0, 16, 0, 1, 104, 0, 14750, 56, 592, 24, 176, 440, 28, 21, 6, 104, 28, 56, 534, 267
INVAR-2, Run: 060, F, 58, 5741, 0, 0, 0, 0, 0, 110, 0, 1, 57, 0, 5799, 56, 442, 30, 88, 384, 28, 20, 7, 57, 28, 56, 798, 399
INVAR-2, Run: 061, F, 86, 8198, 0, 0, 0, 0, 0, 82, 0, 1, 71, 0, 8284, 56, 444, 33, 119, 358, 28, 12, 15, 71, 28, 56, 842, 421
INVAR-2, Run: 062, F, 144, 13726, 0, 0, 0, 0, 0, 24, 0, 1, 100, 0, 13870, 56, 701, 29, 173, 557, 28, 13, 14, 100, 28, 56, 856, 428
INVAR-2, Run: 063, F, 134, 12633, 0, 0, 0, 0, 0, 34, 0, 1, 95, 0, 12767, 56, 611, 34, 168, 477, 28, 17, 10, 95, 28, 56, 686, 343
INVAR-2, Run: 064, F, 150, 14217, 0, 0, 0, 0, 0, 18, 0, 1, 103, 0, 14367, 56, 526, 25, 175, 376, 28, 16, 11, 103, 28, 56, 492, 246
INVAR-2, Run: 065, F, 162, 15732, 0, 0, 0, 0, 0, 6, 0, 1, 109, 0, 15894, 56, 424, 25, 187, 262, 28, 19, 8, 109, 28, 56, 394, 197
INVAR-2, Run: 066, F, 76, 7207, 0, 0, 0, 0, 0, 92, 0, 1, 66, 0, 7283, 56, 488, 34, 110, 412, 28, 22, 5, 66, 28, 56, 582, 291
INVAR-2, Run: 067, F, 152, 14469, 0, 0, 0, 0, 0, 16, 0, 1, 104, 0, 14621, 56, 641, 26, 178, 489, 28, 17, 10, 104, 28, 56, 618, 309
INVAR-2, Run: 068, F, 120, 11549, 0, 0, 0, 0, 0, 48, 0, 1, 88, 0, 11669, 56, 442, 18, 138, 322, 28, 18, 9, 88, 28, 56, 432, 216
INVAR-2, Run: 069, F, 154, 14554, 0, 0, 0, 0, 0, 14, 0, 1, 105, 0, 14708, 56, 627, 21, 175, 473, 28, 17, 10, 105, 28, 56, 388, 194
INVAR-2, Run: 070, F, 92, 8894, 0, 0, 0, 0, 0, 76, 0, 1, 74, 0, 8986, 56, 410, 21, 113, 318, 28, 19, 8, 74, 28, 56, 582, 291
INVAR-2, Run: 071, F, 156, 15044, 0, 0, 0, 0, 0, 12, 0, 1, 106, 0, 15200, 56, 555, 20, 176, 399, 28, 18, 9, 106, 28, 56, 416, 208
INVAR-2, Run: 072, F, 164, 15648, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0, 15812, 56, 566, 33, 197, 402, 28, 13, 14, 110, 28, 56, 562, 281
INVAR-2, Run: 073, F, 142, 13507, 0, 0, 0, 0, 0, 26, 0, 1, 99, 0, 13649, 56, 603, 22, 164, 461, 28, 19, 8, 99, 28, 56, 420, 210
INVAR-2, Run: 074, F, 160, 15114, 0, 0, 0, 0, 0, 8, 0, 1, 108, 0, 15274, 56, 460, 26, 186, 300, 28, 22, 5, 108, 28, 56, 460, 230
INVAR-2, Run: 075, F, 126, 11894, 0, 0, 0, 0, 0, 42, 0, 1, 91, 0, 12020, 56, 565, 34, 160, 439, 28, 20, 7, 91, 28, 56, 502, 251
INVAR-2, Run: 076, F, 130, 12362, 0, 0, 0, 0, 0, 38, 0, 1, 93, 0, 12492, 56, 600, 31, 161, 470, 28, 15, 12, 93, 28, 56, 420, 210
INVAR-2, Run: 077, F, 96, 9178, 0, 0, 0, 0, 0, 72, 0, 1, 76, 0, 9274, 56, 498, 37, 133, 402, 28, 14, 13, 76, 28, 56, 452, 226
INVAR-2, Run: 078, F, 104, 10095, 0, 0, 0, 0, 0, 64, 0, 1, 80, 0, 10199, 56, 424, 25, 129, 320, 28, 19, 8, 80, 28, 56, 356, 178
INVAR-2, Run: 079, F, 118, 11424, 0, 0, 0, 0, 0, 50, 0, 1, 87, 0, 11542, 56, 460, 40, 158, 342, 28, 14, 13, 87, 28, 56, 578, 289
INVAR-2, Run: 080, F, 118, 11216, 0, 0, 0, 0, 0, 50, 0, 1, 87, 0, 11334, 56, 542, 15, 133, 424, 28, 15, 12, 87, 28, 56, 658, 329
