Input Number, Run_Number, Result@ 100, PO, H, PE, X1, M, CE, Y, D, CO, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 056, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 1191, 4227, 90, 69, 40, 110, 200, 300, 1301, 4227
INVAR-10, Run: 057, P, 0, 0, 1, 0, 0, 108, 108, 0, 0, 600, 0, 16, 200, 872, 4511, 92, 69, 38, 108, 200, 300, 980, 4511
INVAR-10, Run: 058, P, 0, 0, 1, 0, 0, 113, 113, 0, 0, 600, 0, 26, 200, 1137, 4948, 87, 66, 46, 113, 200, 300, 1250, 4948
INVAR-10, Run: 059, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 938, 4310, 91, 72, 36, 109, 200, 300, 1047, 4310
INVAR-10, Run: 060, P, 0, 0, 1, 0, 0, 108, 108, 0, 0, 600, 0, 16, 200, 886, 4268, 92, 63, 44, 108, 200, 300, 994, 4268
INVAR-10, Run: 061, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1114, 5011, 89, 58, 52, 111, 200, 300, 1225, 5011
INVAR-10, Run: 062, P, 0, 0, 1, 0, 0, 108, 108, 0, 0, 600, 0, 16, 200, 1293, 5179, 92, 65, 42, 108, 200, 300, 1401, 5179
INVAR-10, Run: 063, P, 0, 0, 1, 0, 0, 114, 114, 0, 0, 600, 0, 28, 200, 1167, 5903, 86, 71, 42, 114, 200, 300, 1281, 5903
INVAR-10, Run: 064, P, 0, 0, 1, 0, 0, 107, 107, 0, 0, 600, 0, 14, 200, 1078, 4217, 93, 57, 49, 107, 200, 300, 1185, 4217
INVAR-10, Run: 065, P, 0, 0, 1, 0, 0, 104, 104, 0, 0, 600, 0, 8, 200, 1078, 4069, 96, 53, 50, 104, 200, 300, 1182, 4069
INVAR-10, Run: 066, P, 0, 0, 1, 0, 0, 107, 107, 0, 0, 600, 0, 14, 200, 765, 3729, 93, 70, 36, 107, 200, 300, 872, 3729
INVAR-10, Run: 067, P, 0, 0, 1, 0, 0, 113, 113, 0, 0, 600, 0, 26, 200, 874, 4250, 87, 73, 39, 113, 200, 300, 987, 4250
INVAR-10, Run: 068, P, 0, 0, 1, 0, 0, 108, 108, 0, 0, 600, 0, 16, 200, 1058, 4938, 92, 58, 49, 108, 200, 300, 1166, 4938
INVAR-10, Run: 069, P, 0, 0, 1, 0, 0, 112, 112, 0, 0, 600, 0, 24, 200, 1140, 4644, 88, 68, 43, 112, 200, 300, 1252, 4644
INVAR-10, Run: 070, P, 0, 0, 1, 0, 0, 113, 113, 0, 0, 600, 0, 26, 200, 1161, 5025, 87, 71, 41, 113, 200, 300, 1274, 5025
INVAR-10, Run: 071, P, 0, 0, 1, 0, 0, 112, 112, 0, 0, 600, 0, 24, 200, 1376, 5598, 88, 54, 57, 112, 200, 300, 1488, 5598
INVAR-10, Run: 072, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 830, 3965, 91, 61, 47, 109, 200, 300, 939, 3965
INVAR-10, Run: 073, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 1034, 6070, 91, 61, 47, 109, 200, 300, 1143, 6070
INVAR-10, Run: 074, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 1081, 4453, 91, 60, 48, 109, 200, 300, 1190, 4453
INVAR-10, Run: 075, P, 0, 0, 1, 0, 0, 106, 106, 0, 0, 600, 0, 12, 200, 805, 4445, 94, 65, 40, 106, 200, 300, 911, 4445
INVAR-10, Run: 076, P, 0, 0, 1, 0, 0, 107, 107, 0, 0, 600, 0, 14, 200, 1088, 5221, 93, 63, 43, 107, 200, 300, 1195, 5221
INVAR-10, Run: 077, P, 0, 0, 1, 0, 0, 112, 112, 0, 0, 600, 0, 24, 200, 1443, 6262, 88, 73, 38, 112, 200, 300, 1555, 6262
INVAR-10, Run: 078, P, 0, 0, 1, 0, 0, 112, 112, 0, 0, 600, 0, 24, 200, 818, 5966, 88, 76, 35, 112, 200, 300, 930, 5966
INVAR-10, Run: 079, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1245, 5509, 89, 80, 30, 111, 200, 300, 1356, 5509
INVAR-10, Run: 080, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 837, 4261, 91, 67, 41, 109, 200, 300, 946, 4261
INVAR-10, Run: 081, P, 0, 0, 1, 0, 0, 105, 105, 0, 0, 600, 0, 10, 200, 1004, 5077, 95, 60, 44, 105, 200, 300, 1109, 5077
INVAR-10, Run: 082, P, 0, 0, 1, 0, 0, 106, 106, 0, 0, 600, 0, 12, 200, 991, 4033, 94, 64, 41, 106, 200, 300, 1097, 4033
INVAR-10, Run: 083, P, 0, 0, 1, 0, 0, 106, 106, 0, 0, 600, 0, 12, 200, 946, 5044, 94, 68, 37, 106, 200, 300, 1052, 5044
INVAR-10, Run: 084, P, 0, 0, 1, 0, 0, 105, 105, 0, 0, 600, 0, 10, 200, 871, 4161, 95, 59, 45, 105, 200, 300, 976, 4161
INVAR-10, Run: 085, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 1023, 3161, 90, 65, 44, 110, 200, 300, 1133, 3161
INVAR-10, Run: 086, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 1119, 4568, 90, 58, 51, 110, 200, 300, 1229, 4568
INVAR-10, Run: 087, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1218, 4429, 89, 57, 53, 111, 200, 300, 1329, 4429
INVAR-10, Run: 088, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 910, 3860, 90, 60, 49, 110, 200, 300, 1020, 3860
INVAR-10, Run: 089, P, 0, 0, 1, 0, 0, 107, 107, 0, 0, 600, 0, 14, 200, 737, 4736, 93, 63, 43, 107, 200, 300, 844, 4736
INVAR-10, Run: 090, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 882, 4185, 90, 66, 43, 110, 200, 300, 992, 4185
INVAR-10, Run: 091, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 907, 4352, 89, 67, 43, 111, 200, 300, 1018, 4352
INVAR-10, Run: 092, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 1237, 5352, 91, 63, 45, 109, 200, 300, 1346, 5352
INVAR-10, Run: 093, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 1006, 4253, 91, 68, 40, 109, 200, 300, 1115, 4253
INVAR-10, Run: 094, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 1170, 5426, 90, 73, 36, 110, 200, 300, 1280, 5426
INVAR-10, Run: 095, P, 0, 0, 1, 0, 0, 113, 113, 0, 0, 600, 0, 26, 200, 1266, 4614, 87, 66, 46, 113, 200, 300, 1379, 4614
INVAR-10, Run: 096, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 1404, 5368, 91, 60, 48, 109, 200, 300, 1513, 5368
INVAR-10, Run: 097, P, 0, 0, 1, 0, 0, 108, 108, 0, 0, 600, 0, 16, 200, 1041, 4824, 92, 59, 48, 108, 200, 300, 1149, 4824
INVAR-10, Run: 098, P, 0, 0, 1, 0, 0, 108, 108, 0, 0, 600, 0, 16, 200, 1063, 4363, 92, 55, 52, 108, 200, 300, 1171, 4363
INVAR-10, Run: 099, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 1094, 4804, 90, 61, 48, 110, 200, 300, 1204, 4804
INVAR-10, Run: 100, P, 0, 0, 1, 0, 0, 107, 107, 0, 0, 600, 0, 14, 200, 1053, 4627, 93, 63, 43, 107, 200, 300, 1160, 4627
INVAR-2, Run: 001, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 78, 576, 24, 24, 7, 32, 56, 84, 110, 576
INVAR-2, Run: 002, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 166, 552, 23, 17, 15, 33, 56, 84, 199, 552
INVAR-2, Run: 003, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 144, 881, 23, 20, 12, 33, 56, 84, 177, 881
INVAR-2, Run: 004, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 177, 722, 25, 17, 13, 31, 56, 84, 208, 722
INVAR-2, Run: 005, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 150, 607, 22, 16, 17, 34, 56, 84, 184, 607
INVAR-2, Run: 006, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 204, 563, 21, 15, 19, 35, 56, 84, 239, 563
INVAR-2, Run: 007, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 213, 906, 23, 18, 14, 33, 56, 84, 246, 906
INVAR-2, Run: 008, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 155, 627, 24, 20, 11, 32, 56, 84, 187, 627
INVAR-2, Run: 009, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 156, 848, 24, 20, 11, 32, 56, 84, 188, 848
INVAR-2, Run: 010, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 160, 576, 23, 21, 11, 33, 56, 84, 193, 576
INVAR-2, Run: 011, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 184, 462, 24, 18, 13, 32, 56, 84, 216, 462
INVAR-2, Run: 012, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 120, 692, 24, 23, 8, 32, 56, 84, 152, 692
INVAR-2, Run: 013, P, 0, 0, 1, 0, 0, 36, 36, 0, 0, 168, 0, 16, 56, 178, 851, 20, 20, 15, 36, 56, 84, 214, 851
INVAR-2, Run: 014, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 190, 802, 23, 14, 18, 33, 56, 84, 223, 802
INVAR-2, Run: 015, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 153, 528, 23, 18, 14, 33, 56, 84, 186, 528
INVAR-2, Run: 016, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 137, 557, 25, 18, 12, 31, 56, 84, 168, 557
INVAR-2, Run: 017, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 151, 482, 24, 12, 19, 32, 56, 84, 183, 482
INVAR-2, Run: 018, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 162, 597, 22, 17, 16, 34, 56, 84, 196, 597
INVAR-2, Run: 019, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 219, 641, 21, 18, 16, 35, 56, 84, 254, 641
INVAR-2, Run: 020, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 188, 768, 23, 20, 12, 33, 56, 84, 221, 768
INVAR-2, Run: 021, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 146, 558, 24, 18, 13, 32, 56, 84, 178, 558
INVAR-2, Run: 022, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 183, 874, 21, 19, 15, 35, 56, 84, 218, 874
INVAR-2, Run: 023, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 214, 707, 22, 18, 15, 34, 56, 84, 248, 707
INVAR-2, Run: 024, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 170, 526, 23, 20, 12, 33, 56, 84, 203, 526
INVAR-2, Run: 025, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 105, 588, 25, 18, 12, 31, 56, 84, 136, 588
INVAR-2, Run: 026, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 120, 642, 24, 21, 10, 32, 56, 84, 152, 642
INVAR-2, Run: 027, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 187, 880, 22, 21, 12, 34, 56, 84, 221, 880
INVAR-2, Run: 028, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 172, 731, 22, 23, 10, 34, 56, 84, 206, 731
INVAR-2, Run: 029, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 153, 587, 22, 19, 14, 34, 56, 84, 187, 587
INVAR-2, Run: 030, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 141, 402, 23, 19, 13, 33, 56, 84, 174, 402
INVAR-2, Run: 031, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 140, 647, 23, 21, 11, 33, 56, 84, 173, 647
INVAR-2, Run: 032, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 129, 327, 24, 16, 15, 32, 56, 84, 161, 327
INVAR-2, Run: 033, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 153, 1019, 23, 23, 9, 33, 56, 84, 186, 1019
INVAR-2, Run: 034, P, 0, 0, 1, 0, 0, 30, 30, 0, 0, 168, 0, 4, 56, 168, 501, 26, 14, 15, 30, 56, 84, 198, 501
INVAR-2, Run: 035, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 222, 993, 24, 16, 15, 32, 56, 84, 254, 993
INVAR-2, Run: 036, P, 0, 0, 1, 0, 0, 37, 37, 0, 0, 168, 0, 18, 56, 189, 670, 19, 20, 16, 37, 56, 84, 226, 670
INVAR-2, Run: 037, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 138, 854, 25, 22, 8, 31, 56, 84, 169, 854
INVAR-2, Run: 038, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 185, 743, 22, 24, 9, 34, 56, 84, 219, 743
INVAR-2, Run: 039, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 121, 594, 25, 19, 11, 31, 56, 84, 152, 594
INVAR-2, Run: 040, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 171, 531, 22, 19, 14, 34, 56, 84, 205, 531
INVAR-2, Run: 041, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 151, 700, 21, 23, 11, 35, 56, 84, 186, 700
INVAR-2, Run: 042, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 196, 728, 22, 13, 20, 34, 56, 84, 230, 728
INVAR-2, Run: 043, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 135, 370, 21, 21, 13, 35, 56, 84, 170, 370
INVAR-2, Run: 044, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 199, 600, 23, 20, 12, 33, 56, 84, 232, 600
INVAR-2, Run: 045, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 165, 665, 22, 13, 20, 34, 56, 84, 199, 665
INVAR-2, Run: 046, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 136, 427, 23, 18, 14, 33, 56, 84, 169, 427
INVAR-2, Run: 047, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 244, 1140, 22, 19, 14, 34, 56, 84, 278, 1140
INVAR-2, Run: 048, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 106, 349, 25, 20, 10, 31, 56, 84, 137, 349
INVAR-2, Run: 049, P, 0, 0, 1, 0, 0, 30, 30, 0, 0, 168, 0, 4, 56, 68, 292, 26, 14, 15, 30, 56, 84, 98, 292
INVAR-2, Run: 050, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 159, 587, 22, 20, 13, 34, 56, 84, 193, 587
INVAR-2, Run: 051, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 163, 384, 22, 14, 19, 34, 56, 84, 197, 384
INVAR-2, Run: 052, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 117, 397, 24, 14, 17, 32, 56, 84, 149, 397
INVAR-2, Run: 053, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 129, 683, 22, 25, 8, 34, 56, 84, 163, 683
INVAR-2, Run: 054, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 247, 854, 22, 23, 10, 34, 56, 84, 281, 854
INVAR-2, Run: 055, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 165, 651, 22, 13, 20, 34, 56, 84, 199, 651
INVAR-2, Run: 056, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 175, 869, 22, 25, 8, 34, 56, 84, 209, 869
INVAR-2, Run: 057, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 127, 770, 22, 20, 13, 34, 56, 84, 161, 770
INVAR-2, Run: 058, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 142, 396, 23, 15, 17, 33, 56, 84, 175, 396
INVAR-2, Run: 059, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 114, 409, 25, 18, 12, 31, 56, 84, 145, 409
INVAR-2, Run: 060, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 131, 406, 24, 13, 18, 32, 56, 84, 163, 406
INVAR-2, Run: 061, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 191, 565, 23, 17, 15, 33, 56, 84, 224, 565
INVAR-2, Run: 062, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 158, 406, 23, 13, 19, 33, 56, 84, 191, 406
INVAR-2, Run: 063, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 166, 530, 22, 20, 13, 34, 56, 84, 200, 530
INVAR-2, Run: 064, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 135, 808, 22, 21, 12, 34, 56, 84, 169, 808
INVAR-2, Run: 065, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 211, 631, 21, 19, 15, 35, 56, 84, 246, 631
INVAR-2, Run: 066, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 97, 490, 25, 16, 14, 31, 56, 84, 128, 490
INVAR-2, Run: 067, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 163, 776, 25, 19, 11, 31, 56, 84, 194, 776
INVAR-2, Run: 068, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 164, 852, 22, 21, 12, 34, 56, 84, 198, 852
INVAR-2, Run: 069, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 118, 519, 23, 20, 12, 33, 56, 84, 151, 519
INVAR-2, Run: 070, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 154, 499, 22, 16, 17, 34, 56, 84, 188, 499
INVAR-2, Run: 071, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 138, 492, 21, 18, 16, 35, 56, 84, 173, 492
INVAR-2, Run: 072, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 218, 1116, 23, 20, 12, 33, 56, 84, 251, 1116
INVAR-2, Run: 073, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 208, 1023, 21, 25, 9, 35, 56, 84, 243, 1023
INVAR-2, Run: 074, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 179, 796, 25, 20, 10, 31, 56, 84, 210, 796
INVAR-2, Run: 075, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 140, 407, 23, 19, 13, 33, 56, 84, 173, 407
INVAR-2, Run: 076, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 205, 994, 23, 21, 11, 33, 56, 84, 238, 994
INVAR-2, Run: 077, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 247, 867, 22, 18, 15, 34, 56, 84, 281, 867
INVAR-2, Run: 078, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 120, 289, 23, 17, 15, 33, 56, 84, 153, 289
INVAR-2, Run: 079, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 175, 631, 22, 16, 17, 34, 56, 84, 209, 631
INVAR-2, Run: 080, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 163, 588, 23, 14, 18, 33, 56, 84, 196, 588
INVAR-2, Run: 081, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 202, 758, 23, 24, 8, 33, 56, 84, 235, 758
INVAR-2, Run: 082, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 133, 700, 22, 20, 13, 34, 56, 84, 167, 700
INVAR-2, Run: 083, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 140, 602, 24, 20, 11, 32, 56, 84, 172, 602
INVAR-2, Run: 084, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 220, 585, 22, 8, 25, 34, 56, 84, 254, 585
INVAR-2, Run: 085, P, 0, 0, 1, 0, 0, 30, 30, 0, 0, 168, 0, 4, 56, 109, 707, 26, 17, 12, 30, 56, 84, 139, 707
INVAR-2, Run: 086, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 197, 947, 23, 18, 14, 33, 56, 84, 230, 947
INVAR-2, Run: 087, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 81, 428, 24, 14, 17, 32, 56, 84, 113, 428
INVAR-2, Run: 088, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 70, 592, 23, 19, 13, 33, 56, 84, 103, 592
INVAR-2, Run: 089, P, 0, 0, 1, 0, 0, 30, 30, 0, 0, 168, 0, 4, 56, 192, 737, 26, 18, 11, 30, 56, 84, 222, 737
INVAR-2, Run: 090, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 115, 728, 25, 19, 11, 31, 56, 84, 146, 728
INVAR-2, Run: 091, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 178, 596, 24, 24, 7, 32, 56, 84, 210, 596
INVAR-2, Run: 092, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 180, 851, 21, 15, 19, 35, 56, 84, 215, 851
INVAR-2, Run: 093, P, 0, 0, 1, 0, 0, 29, 29, 0, 0, 168, 0, 2, 56, 112, 705, 27, 18, 10, 29, 56, 84, 141, 705
INVAR-2, Run: 094, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 170, 492, 22, 16, 17, 34, 56, 84, 204, 492
INVAR-2, Run: 095, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 146, 640, 23, 12, 20, 33, 56, 84, 179, 640
INVAR-2, Run: 096, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 148, 595, 24, 17, 14, 32, 56, 84, 180, 595
INVAR-2, Run: 097, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 158, 385, 21, 19, 15, 35, 56, 84, 193, 385
INVAR-2, Run: 098, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 117, 497, 24, 18, 13, 32, 56, 84, 149, 497
INVAR-2, Run: 099, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 154, 497, 24, 17, 14, 32, 56, 84, 186, 497
INVAR-2, Run: 100, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 173, 644, 24, 15, 16, 32, 56, 84, 205, 644
INVAR-3, Run: 001, P, 0, 0, 1, 0, 0, 89, 89, 0, 0, 492, 0, 14, 164, 866, 3359, 75, 53, 35, 89, 164, 246, 955, 3359
INVAR-3, Run: 002, P, 0, 0, 1, 0, 0, 92, 92, 0, 0, 492, 0, 20, 164, 776, 3197, 72, 52, 39, 92, 164, 246, 868, 3197
INVAR-3, Run: 003, P, 0, 0, 1, 0, 0, 89, 89, 0, 0, 492, 0, 14, 164, 768, 2840, 75, 43, 45, 89, 164, 246, 857, 2840
INVAR-3, Run: 004, P, 0, 0, 1, 0, 0, 94, 94, 0, 0, 492, 0, 24, 164, 866, 3086, 70, 50, 43, 94, 164, 246, 960, 3086
INVAR-3, Run: 005, P, 0, 0, 1, 0, 0, 87, 87, 0, 0, 492, 0, 10, 164, 844, 4397, 77, 42, 44, 87, 164, 246, 931, 4397
INVAR-3, Run: 006, P, 0, 0, 1, 0, 0, 92, 92, 0, 0, 492, 0, 20, 164, 814, 3464, 72, 46, 45, 92, 164, 246, 906, 3464
INVAR-3, Run: 007, P, 0, 0, 1, 0, 0, 94, 94, 0, 0, 492, 0, 24, 164, 964, 3643, 70, 45, 48, 94, 164, 246, 1058, 3643
INVAR-3, Run: 008, P, 0, 0, 1, 0, 0, 91, 91, 0, 0, 492, 0, 18, 164, 768, 3518, 73, 58, 32, 91, 164, 246, 859, 3518
INVAR-3, Run: 009, P, 0, 0, 1, 0, 0, 89, 89, 0, 0, 492, 0, 14, 164, 668, 3819, 75, 50, 38, 89, 164, 246, 757, 3819
INVAR-3, Run: 010, P, 0, 0, 1, 0, 0, 92, 92, 0, 0, 492, 0, 20, 164, 762, 3975, 72, 61, 30, 92, 164, 246, 854, 3975
INVAR-3, Run: 011, P, 0, 0, 1, 0, 0, 93, 93, 0, 0, 492, 0, 22, 164, 846, 3638, 71, 61, 31, 93, 164, 246, 939, 3638
INVAR-3, Run: 012, P, 0, 0, 1, 0, 0, 91, 91, 0, 0, 492, 0, 18, 164, 800, 3354, 73, 43, 47, 91, 164, 246, 891, 3354
INVAR-3, Run: 013, P, 0, 0, 1, 0, 0, 89, 89, 0, 0, 492, 0, 14, 164, 923, 3536, 75, 48, 40, 89, 164, 246, 1012, 3536
INVAR-3, Run: 014, P, 0, 0, 1, 0, 0, 90, 90, 0, 0, 492, 0, 16, 164, 757, 3215, 74, 60, 29, 90, 164, 246, 847, 3215
INVAR-3, Run: 015, P, 0, 0, 1, 0, 0, 87, 87, 0, 0, 492, 0, 10, 164, 552, 3133, 77, 53, 33, 87, 164, 246, 639, 3133
INVAR-3, Run: 016, P, 0, 0, 1, 0, 0, 92, 92, 0, 0, 492, 0, 20, 164, 749, 4296, 72, 60, 31, 92, 164, 246, 841, 4296
INVAR-3, Run: 017, P, 0, 0, 1, 0, 0, 93, 93, 0, 0, 492, 0, 22, 164, 1095, 4283, 71, 53, 39, 93, 164, 246, 1188, 4283
