Input Number, Run_Number, Result@ 100, PE, Y, M, X1, H, PO, CE, D, CO, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-9, Run: 004, F, 1, 0, 0, 0, 0, 0, 50, 0, 14, 478, 0, 64, 100, 245, 2382, 50, 32, 17, 50, 164, 246, 295, 2396
INVAR-9, Run: 005, F, 1, 0, 0, 0, 0, 0, 50, 0, 1, 453, 1, 51, 100, 294, 1684, 50, 31, 18, 50, 151, 226, 344, 1685
INVAR-9, Run: 006, F, 1, 0, 0, 0, 0, 0, 50, 0, 6, 462, 0, 56, 100, 225, 1781, 50, 27, 22, 50, 156, 234, 275, 1787
INVAR-9, Run: 007, F, 1, 0, 0, 0, 0, 0, 50, 0, 17, 485, 1, 67, 100, 284, 2159, 50, 34, 15, 50, 167, 250, 334, 2176
INVAR-9, Run: 008, F, 1, 0, 0, 0, 0, 0, 50, 0, 8, 466, 0, 58, 100, 238, 2228, 50, 37, 12, 50, 158, 237, 288, 2236
INVAR-9, Run: 009, F, 1, 0, 0, 0, 0, 0, 50, 0, 9, 469, 1, 59, 100, 334, 2461, 50, 30, 19, 50, 159, 238, 384, 2470
INVAR-9, Run: 010, F, 1, 0, 0, 0, 0, 0, 50, 0, 2, 454, 0, 52, 100, 226, 1430, 50, 29, 20, 50, 152, 228, 276, 1432
INVAR-9, Run: 011, F, 1, 0, 0, 0, 0, 0, 50, 0, 8, 466, 0, 58, 100, 302, 2349, 50, 33, 16, 50, 158, 237, 352, 2357
INVAR-9, Run: 012, F, 1, 0, 0, 0, 0, 0, 50, 0, 6, 462, 0, 56, 100, 309, 2002, 50, 31, 18, 50, 156, 234, 359, 2008
INVAR-9, Run: 013, F, 1, 0, 0, 0, 0, 0, 50, 0, 13, 477, 1, 63, 100, 253, 2155, 50, 31, 18, 50, 163, 244, 303, 2168
INVAR-9, Run: 014, F, 1, 0, 0, 0, 0, 0, 50, 0, 1, 453, 1, 51, 100, 191, 1624, 50, 33, 16, 50, 151, 226, 241, 1625
INVAR-9, Run: 015, F, 1, 0, 0, 0, 0, 0, 50, 0, 22, 494, 0, 72, 100, 351, 2662, 50, 31, 18, 50, 172, 258, 401, 2684
INVAR-9, Run: 016, F, 1, 0, 0, 0, 0, 0, 50, 0, 10, 470, 0, 60, 100, 183, 1695, 50, 31, 18, 50, 160, 240, 233, 1705
INVAR-9, Run: 017, F, 1, 0, 0, 0, 0, 0, 50, 0, 24, 498, 0, 74, 100, 302, 2170, 50, 26, 23, 50, 174, 261, 352, 2194
INVAR-9, Run: 018, F, 1, 0, 0, 0, 0, 0, 50, 0, 8, 466, 0, 58, 100, 192, 1684, 50, 31, 18, 50, 158, 237, 242, 1692
INVAR-9, Run: 019, F, 1, 0, 0, 0, 0, 0, 50, 0, 12, 474, 0, 62, 100, 339, 2599, 50, 31, 18, 50, 162, 243, 389, 2611
INVAR-9, Run: 020, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 225, 1888, 50, 30, 19, 50, 150, 225, 275, 1888
INVAR-9, Run: 021, F, 1, 0, 0, 0, 0, 0, 50, 0, 10, 470, 0, 60, 100, 322, 1997, 50, 29, 20, 50, 160, 240, 372, 2007
INVAR-9, Run: 022, F, 1, 0, 0, 0, 0, 0, 50, 0, 9, 469, 1, 59, 100, 292, 1867, 50, 32, 17, 50, 159, 238, 342, 1876
INVAR-9, Run: 023, F, 1, 0, 0, 0, 0, 0, 50, 0, 12, 474, 0, 62, 100, 276, 1991, 50, 36, 13, 50, 162, 243, 326, 2003
INVAR-9, Run: 024, F, 1, 0, 0, 0, 0, 0, 50, 0, 21, 493, 1, 71, 100, 355, 2763, 50, 38, 11, 50, 171, 256, 405, 2784
INVAR-9, Run: 025, F, 1, 0, 0, 0, 0, 0, 50, 0, 7, 465, 1, 57, 100, 235, 1763, 50, 28, 21, 50, 157, 235, 285, 1770
INVAR-9, Run: 026, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 218, 1753, 50, 35, 14, 50, 150, 225, 268, 1753
INVAR-9, Run: 027, F, 1, 0, 0, 0, 0, 0, 50, 0, 12, 474, 0, 62, 100, 263, 1911, 50, 29, 20, 50, 162, 243, 313, 1923
INVAR-9, Run: 028, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 210, 1044, 50, 26, 23, 50, 150, 225, 260, 1044
INVAR-9, Run: 029, F, 1, 0, 0, 0, 0, 0, 50, 0, 15, 481, 1, 65, 100, 267, 1398, 50, 30, 19, 50, 165, 247, 317, 1413
INVAR-9, Run: 030, F, 1, 0, 0, 0, 0, 0, 50, 0, 2, 454, 0, 52, 100, 268, 2051, 50, 32, 17, 50, 152, 228, 318, 2053
INVAR-9, Run: 031, F, 1, 0, 0, 0, 0, 0, 50, 0, 4, 458, 0, 54, 100, 255, 2278, 50, 36, 13, 50, 154, 231, 305, 2282
INVAR-9, Run: 032, F, 1, 0, 0, 0, 0, 0, 50, 0, 13, 477, 1, 63, 100, 371, 2692, 50, 30, 19, 50, 163, 244, 421, 2705
INVAR-9, Run: 033, F, 1, 0, 0, 0, 0, 0, 50, 0, 12, 474, 0, 62, 100, 307, 2440, 50, 31, 18, 50, 162, 243, 357, 2452
INVAR-9, Run: 034, F, 1, 0, 0, 0, 0, 0, 50, 0, 10, 470, 0, 60, 100, 254, 1970, 50, 32, 17, 50, 160, 240, 304, 1980
INVAR-9, Run: 035, F, 1, 0, 0, 0, 0, 0, 50, 0, 7, 465, 1, 57, 100, 261, 1961, 50, 31, 18, 50, 157, 235, 311, 1968
INVAR-9, Run: 036, F, 1, 0, 0, 0, 0, 0, 50, 0, 18, 486, 0, 68, 100, 296, 2227, 50, 34, 15, 50, 168, 252, 346, 2245
INVAR-9, Run: 037, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 197, 1249, 50, 34, 15, 50, 150, 225, 247, 1249
INVAR-9, Run: 038, F, 1, 0, 0, 0, 0, 0, 50, 0, 8, 466, 0, 58, 100, 332, 3215, 50, 35, 14, 50, 158, 237, 382, 3223
INVAR-9, Run: 039, F, 1, 0, 0, 0, 0, 0, 50, 0, 7, 465, 1, 57, 100, 283, 1865, 50, 29, 20, 50, 157, 235, 333, 1872
INVAR-9, Run: 040, F, 1, 0, 0, 0, 0, 0, 50, 0, 4, 458, 0, 54, 100, 260, 2779, 50, 31, 18, 50, 154, 231, 310, 2783
INVAR-9, Run: 041, F, 1, 0, 0, 0, 0, 0, 50, 0, 20, 490, 0, 70, 100, 300, 2326, 50, 30, 19, 50, 170, 255, 350, 2346
INVAR-9, Run: 042, F, 1, 0, 0, 0, 0, 0, 50, 0, 1, 453, 1, 51, 100, 209, 1281, 50, 21, 28, 50, 151, 226, 259, 1282
INVAR-9, Run: 043, F, 1, 0, 0, 0, 0, 0, 50, 0, 4, 458, 0, 54, 100, 259, 1795, 50, 34, 15, 50, 154, 231, 309, 1799
INVAR-9, Run: 044, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 251, 1959, 50, 32, 17, 50, 150, 225, 301, 1959
INVAR-9, Run: 045, F, 1, 0, 0, 0, 0, 0, 50, 0, 23, 497, 1, 73, 100, 305, 2538, 50, 31, 18, 50, 173, 259, 355, 2561
INVAR-9, Run: 046, F, 1, 0, 0, 0, 0, 0, 50, 0, 15, 481, 1, 65, 100, 264, 2255, 50, 27, 22, 50, 165, 247, 314, 2270
INVAR-9, Run: 047, F, 1, 0, 0, 0, 0, 0, 50, 0, 14, 478, 0, 64, 100, 306, 2215, 50, 23, 26, 50, 164, 246, 356, 2229
INVAR-9, Run: 048, F, 1, 0, 0, 0, 0, 0, 50, 0, 3, 457, 1, 53, 100, 305, 2391, 50, 32, 17, 50, 153, 229, 355, 2394
INVAR-9, Run: 049, F, 1, 0, 0, 0, 0, 0, 50, 0, 22, 494, 0, 72, 100, 345, 2855, 50, 35, 14, 50, 172, 258, 395, 2877
INVAR-9, Run: 050, F, 1, 0, 0, 0, 0, 0, 50, 0, 2, 454, 0, 52, 100, 226, 1857, 50, 37, 12, 50, 152, 228, 276, 1859
INVAR-9, Run: 051, F, 1, 0, 0, 0, 0, 0, 50, 0, 7, 465, 1, 57, 100, 239, 2756, 50, 33, 16, 50, 157, 235, 289, 2763
INVAR-9, Run: 052, F, 1, 0, 0, 0, 0, 0, 50, 0, 12, 474, 0, 62, 100, 285, 1985, 50, 26, 23, 50, 162, 243, 335, 1997
INVAR-9, Run: 053, F, 1, 0, 0, 0, 0, 0, 50, 0, 20, 490, 0, 70, 100, 286, 2411, 50, 24, 25, 50, 170, 255, 336, 2431
INVAR-9, Run: 054, F, 1, 0, 0, 0, 0, 0, 50, 0, 4, 458, 0, 54, 100, 235, 1681, 50, 31, 18, 50, 154, 231, 285, 1685
INVAR-9, Run: 055, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 186, 1356, 50, 41, 8, 50, 150, 225, 236, 1356
INVAR-9, Run: 056, F, 1, 0, 0, 0, 0, 0, 50, 0, 7, 465, 1, 57, 100, 255, 1912, 50, 24, 25, 50, 157, 235, 305, 1919
INVAR-9, Run: 057, F, 1, 0, 0, 0, 0, 0, 50, 0, 14, 478, 0, 64, 100, 308, 2639, 50, 35, 14, 50, 164, 246, 358, 2653
INVAR-9, Run: 058, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 184, 1631, 50, 31, 18, 50, 150, 225, 234, 1631
INVAR-9, Run: 059, F, 1, 0, 0, 0, 0, 0, 50, 0, 6, 462, 0, 56, 100, 286, 1863, 50, 29, 20, 50, 156, 234, 336, 1869
INVAR-9, Run: 060, F, 1, 0, 0, 0, 0, 0, 50, 0, 7, 465, 1, 57, 100, 243, 1760, 50, 31, 18, 50, 157, 235, 293, 1767
INVAR-9, Run: 061, F, 1, 0, 0, 0, 0, 0, 50, 0, 4, 458, 0, 54, 100, 142, 1945, 50, 35, 14, 50, 154, 231, 192, 1949
INVAR-9, Run: 062, F, 1, 0, 0, 0, 0, 0, 50, 0, 9, 469, 1, 59, 100, 228, 2140, 50, 36, 13, 50, 159, 238, 278, 2149
INVAR-9, Run: 063, F, 1, 0, 0, 0, 0, 0, 50, 0, 19, 489, 1, 69, 100, 355, 2490, 50, 35, 14, 50, 169, 253, 405, 2509
INVAR-9, Run: 064, F, 1, 0, 0, 0, 0, 0, 50, 0, 7, 465, 1, 57, 100, 238, 1984, 50, 34, 15, 50, 157, 235, 288, 1991
INVAR-9, Run: 065, F, 1, 0, 0, 0, 0, 0, 50, 0, 16, 482, 0, 66, 100, 313, 2901, 50, 31, 18, 50, 166, 249, 363, 2917
INVAR-9, Run: 066, F, 1, 0, 0, 0, 0, 0, 50, 0, 10, 470, 0, 60, 100, 218, 2126, 50, 32, 17, 50, 160, 240, 268, 2136
INVAR-9, Run: 067, F, 1, 0, 0, 0, 0, 0, 50, 0, 13, 477, 1, 63, 100, 285, 2262, 50, 29, 20, 50, 163, 244, 335, 2275
INVAR-9, Run: 068, F, 1, 0, 0, 0, 0, 0, 50, 0, 7, 465, 1, 57, 100, 325, 1931, 50, 32, 17, 50, 157, 235, 375, 1938
INVAR-9, Run: 069, F, 1, 0, 0, 0, 0, 0, 50, 0, 1, 453, 1, 51, 100, 183, 1949, 50, 30, 19, 50, 151, 226, 233, 1950
INVAR-9, Run: 070, F, 1, 0, 0, 0, 0, 0, 50, 0, 4, 458, 0, 54, 100, 260, 1500, 50, 26, 23, 50, 154, 231, 310, 1504
INVAR-9, Run: 071, F, 1, 0, 0, 0, 0, 0, 50, 0, 6, 462, 0, 56, 100, 285, 2063, 50, 25, 24, 50, 156, 234, 335, 2069
INVAR-9, Run: 072, F, 1, 0, 0, 0, 0, 0, 50, 0, 14, 478, 0, 64, 100, 244, 2234, 50, 34, 15, 50, 164, 246, 294, 2248
INVAR-9, Run: 073, F, 1, 0, 0, 0, 0, 0, 50, 0, 21, 493, 1, 71, 100, 312, 2719, 50, 30, 19, 50, 171, 256, 362, 2740
INVAR-9, Run: 074, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 175, 1641, 50, 30, 19, 50, 150, 225, 225, 1641
INVAR-9, Run: 075, F, 1, 0, 0, 0, 0, 0, 50, 0, 9, 469, 1, 59, 100, 235, 1809, 50, 28, 21, 50, 159, 238, 285, 1818
INVAR-9, Run: 076, F, 1, 0, 0, 0, 0, 0, 50, 0, 5, 461, 1, 55, 100, 241, 2022, 50, 25, 24, 50, 155, 232, 291, 2027
INVAR-9, Run: 077, F, 1, 0, 0, 0, 0, 0, 50, 0, 4, 458, 0, 54, 100, 230, 2222, 50, 38, 11, 50, 154, 231, 280, 2226
INVAR-9, Run: 078, F, 1, 0, 0, 0, 0, 0, 50, 0, 12, 474, 0, 62, 100, 260, 2321, 50, 33, 16, 50, 162, 243, 310, 2333
INVAR-9, Run: 079, F, 1, 0, 0, 0, 0, 0, 50, 0, 16, 482, 0, 66, 100, 217, 2748, 50, 31, 18, 50, 166, 249, 267, 2764
INVAR-9, Run: 080, F, 1, 0, 0, 0, 0, 0, 50, 0, 10, 470, 0, 60, 100, 289, 2342, 50, 30, 19, 50, 160, 240, 339, 2352
INVAR-9, Run: 081, F, 1, 0, 0, 0, 0, 0, 50, 0, 5, 461, 1, 55, 100, 284, 2037, 50, 36, 13, 50, 155, 232, 334, 2042
INVAR-9, Run: 082, F, 1, 0, 0, 0, 0, 0, 50, 0, 9, 469, 1, 59, 100, 193, 2354, 50, 34, 15, 50, 159, 238, 243, 2363
INVAR-9, Run: 083, F, 1, 0, 0, 0, 0, 0, 50, 0, 2, 454, 0, 52, 100, 256, 1388, 50, 23, 26, 50, 152, 228, 306, 1390
INVAR-9, Run: 084, F, 1, 0, 0, 0, 0, 0, 50, 0, 15, 481, 1, 65, 100, 312, 2425, 50, 35, 14, 50, 165, 247, 362, 2440
INVAR-9, Run: 085, F, 1, 0, 0, 0, 0, 0, 50, 0, 12, 474, 0, 62, 100, 232, 1875, 50, 31, 18, 50, 162, 243, 282, 1887
INVAR-9, Run: 086, F, 1, 0, 0, 0, 0, 0, 50, 0, 11, 473, 1, 61, 100, 306, 2327, 50, 26, 23, 50, 161, 241, 356, 2338
INVAR-9, Run: 087, F, 1, 0, 0, 0, 0, 0, 50, 0, 12, 474, 0, 62, 100, 312, 2133, 50, 38, 11, 50, 162, 243, 362, 2145
INVAR-9, Run: 088, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 225, 1424, 50, 32, 17, 50, 150, 225, 275, 1424
INVAR-9, Run: 089, F, 1, 0, 0, 0, 0, 0, 50, 0, 24, 498, 0, 74, 100, 271, 2646, 50, 31, 18, 50, 174, 261, 321, 2670
INVAR-9, Run: 090, F, 1, 0, 0, 0, 0, 0, 50, 0, 10, 470, 0, 60, 100, 335, 1735, 50, 27, 22, 50, 160, 240, 385, 1745
INVAR-9, Run: 091, F, 1, 0, 0, 0, 0, 0, 50, 0, 5, 461, 1, 55, 100, 278, 2040, 50, 24, 25, 50, 155, 232, 328, 2045
INVAR-9, Run: 092, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 225, 2231, 50, 32, 17, 50, 150, 225, 275, 2231
INVAR-9, Run: 093, F, 1, 0, 0, 0, 0, 0, 50, 0, 27, 505, 1, 77, 100, 308, 2784, 50, 30, 19, 50, 177, 265, 358, 2811
INVAR-9, Run: 094, F, 1, 0, 0, 0, 0, 0, 50, 0, 0, 450, 0, 50, 100, 186, 1223, 50, 31, 18, 50, 150, 225, 236, 1223
INVAR-9, Run: 095, F, 1, 0, 0, 0, 0, 0, 50, 0, 4, 458, 0, 54, 100, 248, 1711, 50, 27, 22, 50, 154, 231, 298, 1715
INVAR-9, Run: 096, F, 1, 0, 0, 0, 0, 0, 50, 0, 21, 493, 1, 71, 100, 292, 2949, 50, 34, 15, 50, 171, 256, 342, 2970
INVAR-9, Run: 097, F, 1, 0, 0, 0, 0, 0, 50, 0, 17, 485, 1, 67, 100, 310, 2342, 50, 34, 15, 50, 167, 250, 360, 2359
INVAR-9, Run: 098, F, 1, 0, 0, 0, 0, 0, 50, 0, 11, 473, 1, 61, 100, 256, 2513, 50, 34, 15, 50, 161, 241, 306, 2524
INVAR-9, Run: 099, F, 1, 0, 0, 0, 0, 0, 50, 0, 4, 458, 0, 54, 100, 295, 1857, 50, 26, 23, 50, 154, 231, 345, 1861
INVAR-9, Run: 100, F, 1, 0, 0, 0, 0, 0, 50, 0, 1, 453, 1, 51, 100, 269, 2217, 50, 37, 12, 50, 151, 226, 319, 2218
