Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, F, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0, 18, 1, 9, 9, 6, 2, 9, 18, 27, 10, 23
INVAR-1, Run: 002, F, 0, 0, 0, 0, 0, 0, 0, 6, 1, 48, 0, 18, 2, 9, 9, 5, 3, 9, 18, 27, 11, 15
INVAR-1, Run: 003, F, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0, 18, 2, 9, 9, 4, 4, 9, 18, 27, 11, 23
INVAR-1, Run: 004, F, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0, 18, 2, 9, 9, 6, 2, 9, 18, 27, 11, 23
INVAR-1, Run: 005, F, 0, 0, 0, 0, 0, 0, 0, 7, 1, 47, 0, 18, 2, 9, 9, 3, 5, 9, 18, 27, 11, 16
INVAR-1, Run: 006, F, 0, 0, 0, 0, 0, 0, 0, 11, 1, 43, 0, 18, 1, 9, 9, 6, 2, 9, 18, 27, 10, 20
INVAR-1, Run: 007, F, 0, 0, 0, 0, 0, 0, 0, 12, 1, 42, 0, 18, 2, 9, 9, 7, 1, 9, 18, 27, 11, 21
INVAR-1, Run: 008, F, 0, 0, 0, 0, 0, 0, 0, 8, 1, 46, 0, 18, 1, 9, 9, 6, 2, 9, 18, 27, 10, 17
INVAR-1, Run: 009, F, 0, 0, 0, 0, 0, 0, 0, 6, 1, 48, 0, 18, 3, 9, 9, 6, 2, 9, 18, 27, 12, 15
INVAR-1, Run: 010, F, 0, 0, 0, 0, 0, 0, 0, 6, 1, 48, 0, 18, 1, 9, 9, 6, 2, 9, 18, 27, 10, 15
INVAR-1, Run: 011, F, 0, 0, 0, 0, 0, 0, 0, 9, 1, 45, 0, 18, 3, 9, 9, 4, 4, 9, 18, 27, 12, 18
INVAR-1, Run: 012, F, 0, 0, 0, 0, 0, 0, 0, 43, 1, 11, 0, 18, 0, 9, 9, 5, 3, 9, 18, 27, 9, 52
INVAR-1, Run: 013, F, 0, 0, 0, 0, 0, 0, 0, 19, 1, 35, 0, 18, 1, 9, 9, 6, 2, 9, 18, 27, 10, 28
