Input Number, Run_Number, Result@ 100, X1, X2, U, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-1, Run: 001, F, 0, 22, 16, 14, 9, 11, 22
INVAR-1, Run: 002, F, 0, 27, 11, 17, 6, 15, 15
INVAR-1, Run: 003, F, 0, 21, 17, 21, 13, 14, 23
INVAR-1, Run: 004, F, 0, 26, 12, 20, 10, 16, 18
INVAR-1, Run: 005, F, 0, 27, 11, 25, 6, 19, 11
INVAR-1, Run: 006, F, 0, 23, 15, 23, 27, 16, 35
INVAR-1, Run: 007, F, 0, 18, 20, 24, 13, 14, 23
INVAR-1, Run: 008, F, 0, 20, 18, 20, 13, 13, 24
INVAR-1, Run: 009, F, 0, 27, 11, 9, 7, 11, 20
INVAR-1, Run: 010, F, 0, 19, 19, 25, 13, 15, 22
INVAR-1, Run: 011, F, 0, 18, 20, 22, 7, 13, 18
INVAR-1, Run: 012, F, 0, 24, 14, 32, 28, 21, 31
INVAR-1, Run: 013, F, 0, 23, 15, 19, 11, 14, 21
INVAR-1, Run: 014, F, 0, 26, 12, 44, 30, 28, 26
INVAR-1, Run: 015, F, 0, 19, 19, 15, 4, 10, 18
INVAR-1, Run: 016, F, 0, 11, 27, 23, 6, 10, 20
INVAR-1, Run: 017, F, 0, 17, 21, 31, 16, 17, 23
INVAR-1, Run: 018, F, 0, 17, 21, 43, 32, 23, 33
INVAR-1, Run: 019, F, 0, 17, 21, 27, 12, 15, 21
INVAR-1, Run: 020, F, 0, 19, 19, 11, 5, 8, 21
INVAR-1, Run: 021, F, 0, 26, 12, 28, 22, 20, 26
INVAR-1, Run: 022, F, 0, 19, 19, 25, 18, 15, 27
INVAR-1, Run: 023, F, 0, 33, 5, 17, 16, 18, 22
INVAR-1, Run: 024, F, 0, 20, 18, 28, 22, 17, 29
INVAR-1, Run: 025, F, 0, 26, 12, 8, 6, 10, 20
INVAR-1, Run: 026, F, 0, 20, 18, 26, 17, 16, 25
INVAR-1, Run: 027, F, 0, 19, 19, 29, 21, 17, 28
INVAR-1, Run: 028, F, 0, 19, 19, 21, 13, 13, 24
INVAR-1, Run: 029, F, 0, 20, 18, 26, 20, 16, 28
INVAR-1, Run: 030, F, 0, 20, 18, 60, 37, 33, 28
INVAR-1, Run: 031, F, 0, 20, 18, 46, 42, 26, 40
INVAR-1, Run: 032, F, 0, 22, 16, 34, 24, 21, 27
INVAR-1, Run: 033, F, 0, 20, 18, 26, 15, 16, 23
INVAR-1, Run: 034, F, 0, 22, 16, 26, 23, 17, 30
INVAR-1, Run: 035, F, 0, 26, 12, 24, 17, 18, 23
INVAR-1, Run: 036, F, 0, 25, 13, 21, 15, 16, 23
INVAR-1, Run: 037, F, 0, 21, 17, 15, 4, 11, 17
INVAR-1, Run: 038, F, 0, 19, 19, 21, 10, 13, 21
INVAR-1, Run: 039, F, 0, 21, 17, 19, 18, 13, 29
INVAR-1, Run: 040, F, 0, 25, 13, 27, 28, 19, 33
INVAR-1, Run: 041, F, 0, 18, 20, 14, 10, 9, 25
INVAR-1, Run: 042, F, 0, 23, 15, 15, 9, 12, 21
INVAR-1, Run: 043, F, 0, 18, 20, 26, 21, 15, 30
INVAR-1, Run: 044, F, 0, 18, 20, 24, 21, 14, 31
INVAR-1, Run: 045, F, 0, 18, 20, 26, 14, 15, 23
INVAR-1, Run: 046, F, 0, 23, 15, 29, 15, 19, 20
INVAR-1, Run: 047, F, 0, 24, 14, 12, 16, 11, 29
INVAR-1, Run: 048, F, 0, 24, 14, 14, 15, 12, 27
INVAR-1, Run: 049, F, 0, 22, 16, 20, 6, 14, 16
INVAR-1, Run: 050, F, 0, 27, 11, 25, 17, 19, 22
INVAR-1, Run: 051, F, 0, 22, 16, 30, 18, 19, 23
INVAR-1, Run: 052, F, 0, 23, 15, 9, 4, 9, 19
INVAR-1, Run: 053, F, 0, 24, 14, 32, 31, 21, 34
INVAR-1, Run: 054, F, 0, 24, 14, 20, 14, 15, 23
INVAR-1, Run: 055, F, 0, 20, 18, 18, 9, 12, 21
INVAR-1, Run: 056, F, 0, 19, 19, 21, 8, 13, 19
INVAR-1, Run: 057, F, 0, 20, 18, 12, 4, 9, 19
INVAR-1, Run: 058, F, 0, 26, 12, 20, 14, 16, 22
INVAR-1, Run: 059, F, 0, 23, 15, 17, 11, 13, 22
INVAR-1, Run: 060, F, 0, 23, 15, 21, 20, 15, 29
INVAR-1, Run: 061, F, 0, 28, 10, 32, 24, 23, 25
INVAR-1, Run: 062, F, 0, 24, 14, 38, 27, 24, 27
INVAR-1, Run: 063, F, 0, 20, 18, 26, 26, 16, 34
INVAR-1, Run: 064, F, 0, 21, 17, 25, 16, 16, 24
INVAR-1, Run: 065, F, 0, 23, 15, 15, 12, 12, 24
INVAR-1, Run: 066, F, 0, 17, 21, 25, 22, 14, 32
INVAR-1, Run: 067, F, 0, 24, 14, 14, 9, 12, 21
INVAR-1, Run: 068, F, 0, 25, 13, 25, 20, 18, 26
INVAR-1, Run: 069, F, 0, 21, 17, 23, 10, 15, 19
INVAR-1, Run: 070, F, 0, 24, 14, 18, 17, 14, 27
INVAR-1, Run: 071, F, 0, 21, 17, 25, 8, 16, 16
INVAR-1, Run: 072, F, 0, 25, 13, 31, 19, 21, 22
INVAR-1, Run: 073, F, 0, 21, 17, 25, 19, 16, 27
INVAR-1, Run: 074, F, 0, 19, 19, 35, 30, 20, 34
INVAR-1, Run: 075, F, 0, 24, 14, 16, 6, 13, 17
INVAR-1, Run: 076, F, 0, 20, 18, 24, 12, 15, 21
INVAR-1, Run: 077, F, 0, 24, 14, 34, 36, 22, 38
INVAR-1, Run: 078, F, 0, 27, 11, 11, 5, 12, 17
INVAR-1, Run: 079, F, 0, 16, 22, 18, 5, 10, 19
INVAR-1, Run: 080, F, 0, 27, 11, 11, 9, 12, 21
INVAR-1, Run: 081, F, 0, 25, 13, 21, 15, 16, 23
INVAR-1, Run: 082, F, 0, 23, 15, 23, 14, 16, 22
INVAR-1, Run: 083, F, 0, 25, 13, 41, 29, 26, 27
INVAR-1, Run: 084, F, 0, 22, 16, 18, 8, 13, 19
INVAR-1, Run: 085, F, 0, 22, 16, 24, 15, 16, 23
INVAR-1, Run: 086, F, 0, 22, 16, 32, 23, 20, 27
INVAR-1, Run: 087, F, 0, 17, 21, 27, 15, 15, 24
INVAR-1, Run: 088, F, 0, 19, 19, 31, 20, 18, 26
INVAR-1, Run: 089, F, 0, 19, 19, 17, 8, 11, 21
INVAR-1, Run: 090, F, 0, 23, 15, 23, 10, 16, 18
INVAR-1, Run: 091, F, 0, 24, 14, 30, 26, 20, 30
INVAR-1, Run: 092, F, 0, 24, 14, 22, 12, 16, 20
INVAR-1, Run: 093, F, 0, 24, 14, 24, 13, 17, 20
INVAR-1, Run: 094, F, 0, 24, 14, 8, 4, 9, 19
