Input Number, Run_Number, Result@ 100, X1, X2, U
INVAR-1, Run: 001, P, 38, 0, 0
INVAR-1, Run: 002, F, 39, 0, 0
INVAR-1, Run: 003, F, 41, 0, 0
INVAR-1, Run: 004, F, 39, 0, 0
INVAR-1, Run: 005, F, 39, 0, 0
INVAR-1, Run: 006, F, 41, 0, 0
INVAR-1, Run: 007, F, 39, 0, 0
INVAR-1, Run: 008, F, 41, 0, 0
INVAR-1, Run: 009, F, 39, 0, 0
INVAR-1, Run: 010, P, 38, 0, 0
INVAR-1, Run: 011, P, 38, 0, 0
INVAR-1, Run: 012, F, 42, 0, 0
INVAR-1, Run: 013, F, 41, 0, 0
INVAR-1, Run: 014, F, 39, 0, 0
INVAR-1, Run: 015, F, 40, 0, 0
INVAR-1, Run: 016, F, 39, 0, 0
INVAR-1, Run: 017, F, 41, 0, 0
INVAR-1, Run: 018, P, 38, 0, 0
INVAR-1, Run: 019, P, 38, 0, 0
INVAR-1, Run: 020, F, 39, 0, 0
INVAR-1, Run: 021, F, 39, 0, 0
INVAR-1, Run: 022, F, 40, 0, 0
INVAR-1, Run: 023, P, 38, 0, 0
INVAR-1, Run: 024, F, 47, 0, 0
INVAR-1, Run: 025, F, 43, 0, 0
INVAR-1, Run: 026, P, 38, 0, 0
INVAR-1, Run: 027, P, 38, 0, 0
INVAR-1, Run: 028, P, 38, 0, 0
INVAR-1, Run: 029, P, 38, 0, 0
INVAR-1, Run: 030, P, 38, 0, 0
INVAR-1, Run: 031, F, 39, 0, 0
INVAR-1, Run: 032, F, 39, 0, 0
INVAR-1, Run: 033, P, 38, 0, 0
INVAR-1, Run: 034, P, 38, 0, 0
INVAR-1, Run: 035, P, 38, 0, 0
INVAR-1, Run: 036, P, 38, 0, 0
INVAR-1, Run: 037, P, 38, 0, 0
INVAR-1, Run: 038, F, 41, 0, 0
INVAR-1, Run: 039, F, 39, 0, 0
INVAR-1, Run: 040, P, 38, 0, 0
INVAR-1, Run: 041, F, 39, 0, 0
INVAR-1, Run: 042, F, 42, 0, 0
INVAR-1, Run: 043, F, 39, 0, 0
