Input Number, Run_Number, Result@ 100, CE, X1, H, M, PO, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 062, P, 47, 0, 0, 0, 0, 153, 0, 0, 1, 918, 0, 106, 306, 571, 13667, 153, 102, 50, 153, 306, 459, 724, 13667
INVAR-10, Run: 063, P, 0, 0, 1, 0, 1, 1261, 17, 1096, 0, 0, 1, 165, 365, 1031, 31356, 182, 107, 75, 182, 365, 547, 1196, 32452
INVAR-10, Run: 064, P, 24, 0, 0, 0, 0, 176, 0, 0, 1, 1056, 0, 152, 352, 861, 25366, 176, 108, 67, 176, 352, 528, 1037, 25366
INVAR-10, Run: 065, P, 0, 0, 1, 0, 1, 1061, 42, 946, 0, 0, 1, 115, 315, 854, 17514, 157, 86, 71, 157, 315, 472, 969, 18460
INVAR-10, Run: 066, P, 0, 0, 1, 0, 1, 989, 51, 892, 0, 0, 1, 97, 297, 532, 11669, 148, 84, 64, 148, 297, 445, 629, 12561
INVAR-10, Run: 067, P, 33, 0, 0, 0, 0, 167, 0, 0, 1, 1002, 0, 134, 334, 840, 23802, 167, 112, 54, 167, 334, 501, 1007, 23802
INVAR-10, Run: 068, P, 19, 0, 0, 0, 0, 181, 0, 0, 1, 1086, 0, 162, 362, 684, 24460, 181, 106, 74, 181, 362, 543, 865, 24460
INVAR-10, Run: 069, P, 42, 0, 0, 0, 0, 158, 0, 0, 1, 948, 0, 116, 316, 670, 16019, 158, 95, 62, 158, 316, 474, 828, 16019
INVAR-10, Run: 070, P, 0, 0, 1, 0, 1, 1045, 44, 934, 0, 0, 1, 111, 311, 753, 17608, 155, 99, 56, 155, 311, 466, 864, 18542
INVAR-10, Run: 071, P, 50, 0, 0, 0, 0, 150, 0, 0, 1, 900, 0, 100, 300, 778, 16121, 150, 97, 52, 150, 300, 450, 928, 16121
INVAR-10, Run: 072, P, 32, 0, 0, 0, 0, 168, 0, 0, 1, 1008, 0, 136, 336, 813, 23784, 168, 98, 69, 168, 336, 504, 981, 23784
INVAR-10, Run: 073, P, 18, 0, 0, 0, 0, 182, 0, 0, 1, 1092, 0, 164, 364, 737, 23959, 182, 125, 56, 182, 364, 546, 919, 23959
INVAR-10, Run: 074, P, 38, 0, 0, 0, 0, 162, 0, 0, 1, 972, 0, 124, 324, 703, 16291, 162, 86, 75, 162, 324, 486, 865, 16291
INVAR-10, Run: 075, P, 0, 0, 1, 0, 1, 1029, 46, 922, 0, 0, 1, 107, 307, 676, 15229, 153, 95, 58, 153, 307, 460, 783, 16151
INVAR-10, Run: 076, P, 50, 0, 0, 0, 0, 150, 0, 0, 1, 900, 0, 100, 300, 685, 15424, 150, 95, 54, 150, 300, 450, 835, 15424
INVAR-10, Run: 077, P, 50, 0, 0, 0, 0, 150, 0, 0, 1, 900, 0, 100, 300, 675, 12133, 150, 86, 63, 150, 300, 450, 825, 12133
INVAR-10, Run: 078, P, 0, 0, 1, 0, 1, 1013, 48, 910, 0, 0, 1, 103, 303, 706, 14839, 151, 99, 52, 151, 303, 454, 809, 15749
INVAR-10, Run: 079, P, 53, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0, 94, 294, 609, 12480, 147, 94, 52, 147, 294, 441, 756, 12480
INVAR-10, Run: 080, P, 0, 0, 1, 0, 1, 949, 56, 862, 0, 0, 1, 87, 287, 580, 11885, 143, 81, 62, 143, 287, 430, 667, 12747
INVAR-10, Run: 081, P, 47, 0, 0, 0, 0, 153, 0, 0, 1, 918, 0, 106, 306, 595, 14203, 153, 96, 56, 153, 306, 459, 748, 14203
INVAR-10, Run: 082, P, 31, 0, 0, 0, 0, 169, 0, 0, 1, 1014, 0, 138, 338, 677, 20842, 169, 107, 61, 169, 338, 507, 846, 20842
INVAR-10, Run: 083, P, 35, 0, 0, 0, 0, 165, 0, 0, 1, 990, 0, 130, 330, 796, 22319, 165, 115, 49, 165, 330, 495, 961, 22319
INVAR-10, Run: 084, P, 31, 0, 0, 0, 0, 169, 0, 0, 1, 1014, 0, 138, 338, 838, 25154, 169, 95, 73, 169, 338, 507, 1007, 25154
INVAR-10, Run: 085, P, 42, 0, 0, 0, 0, 158, 0, 0, 1, 948, 0, 116, 316, 683, 16208, 158, 99, 58, 158, 316, 474, 841, 16208
INVAR-10, Run: 086, P, 47, 0, 0, 0, 0, 153, 0, 0, 1, 918, 0, 106, 306, 558, 12871, 153, 94, 58, 153, 306, 459, 711, 12871
INVAR-10, Run: 087, P, 27, 0, 0, 0, 0, 173, 0, 0, 1, 1038, 0, 146, 346, 887, 23022, 173, 108, 64, 173, 346, 519, 1060, 23022
INVAR-10, Run: 088, P, 0, 0, 1, 0, 1, 1125, 34, 994, 0, 0, 1, 131, 331, 664, 17192, 165, 99, 66, 165, 331, 496, 795, 18186
INVAR-10, Run: 089, P, 0, 0, 1, 0, 1, 1029, 46, 922, 0, 0, 1, 107, 307, 683, 17937, 153, 99, 54, 153, 307, 460, 790, 18859
INVAR-10, Run: 090, P, 0, 0, 1, 0, 1, 1077, 40, 958, 0, 0, 1, 119, 319, 791, 17728, 159, 103, 56, 159, 319, 478, 910, 18686
INVAR-10, Run: 091, P, 28, 0, 0, 0, 0, 172, 0, 0, 1, 1032, 0, 144, 344, 788, 22937, 172, 95, 76, 172, 344, 516, 960, 22937
INVAR-10, Run: 092, P, 48, 0, 0, 0, 0, 152, 0, 0, 1, 912, 0, 104, 304, 648, 15619, 152, 93, 58, 152, 304, 456, 800, 15619
INVAR-10, Run: 093, P, 0, 0, 1, 0, 1, 997, 50, 898, 0, 0, 1, 99, 299, 709, 14383, 149, 82, 67, 149, 299, 448, 808, 15281
INVAR-10, Run: 094, P, 49, 0, 0, 0, 0, 151, 0, 0, 1, 906, 0, 102, 302, 479, 12008, 151, 100, 50, 151, 302, 453, 630, 12008
INVAR-10, Run: 095, P, 50, 0, 0, 0, 0, 150, 0, 0, 1, 900, 0, 100, 300, 755, 16737, 150, 97, 52, 150, 300, 450, 905, 16737
INVAR-10, Run: 096, P, 44, 0, 0, 0, 0, 156, 0, 0, 1, 936, 0, 112, 312, 634, 13346, 156, 100, 55, 156, 312, 468, 790, 13346
INVAR-10, Run: 097, P, 26, 0, 0, 0, 0, 174, 0, 0, 1, 1044, 0, 148, 348, 925, 25116, 174, 112, 61, 174, 348, 522, 1099, 25116
INVAR-10, Run: 098, P, 45, 0, 0, 0, 0, 155, 0, 0, 1, 930, 0, 110, 310, 713, 17854, 155, 104, 50, 155, 310, 465, 868, 17854
INVAR-10, Run: 099, P, 28, 0, 0, 0, 0, 172, 0, 0, 1, 1032, 0, 144, 344, 794, 26652, 172, 110, 61, 172, 344, 516, 966, 26652
INVAR-10, Run: 100, P, 38, 0, 0, 0, 0, 162, 0, 0, 1, 972, 0, 124, 324, 753, 19133, 162, 86, 75, 162, 324, 486, 915, 19133
INVAR-2, Run: 001, P, 0, 0, 1, 0, 1, 245, 18, 226, 0, 0, 1, 19, 75, 113, 1579, 37, 19, 18, 37, 75, 112, 132, 1805
INVAR-2, Run: 002, P, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1, 21, 77, 95, 1757, 38, 21, 17, 38, 77, 115, 116, 1989
INVAR-2, Run: 003, P, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0, 36, 92, 79, 2272, 46, 27, 18, 46, 92, 138, 125, 2272
INVAR-2, Run: 004, P, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0, 30, 86, 80, 1679, 43, 26, 16, 43, 86, 129, 123, 1679
INVAR-2, Run: 005, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 110, 2347, 42, 29, 13, 42, 85, 127, 139, 2603
INVAR-2, Run: 006, P, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1, 21, 77, 122, 1783, 38, 26, 12, 38, 77, 115, 143, 2015
INVAR-2, Run: 007, P, 0, 0, 1, 0, 1, 309, 10, 274, 0, 0, 1, 35, 91, 104, 2268, 45, 30, 15, 45, 91, 136, 139, 2542
INVAR-2, Run: 008, P, 0, 0, 1, 0, 1, 229, 20, 214, 0, 0, 1, 15, 71, 57, 992, 35, 23, 12, 35, 71, 106, 72, 1206
INVAR-2, Run: 009, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 98, 1992, 40, 22, 17, 40, 80, 120, 138, 1992
INVAR-2, Run: 010, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 61, 1485, 43, 30, 13, 43, 87, 130, 92, 1747
INVAR-2, Run: 011, P, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0, 32, 88, 66, 2027, 44, 30, 13, 44, 88, 132, 110, 2027
INVAR-2, Run: 012, P, 0, 0, 1, 0, 1, 301, 11, 268, 0, 0, 1, 33, 89, 80, 2713, 44, 32, 12, 44, 89, 133, 113, 2981
INVAR-2, Run: 013, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0, 18, 74, 109, 1568, 37, 27, 9, 37, 74, 111, 146, 1568
INVAR-2, Run: 014, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 120, 2533, 42, 31, 11, 42, 85, 127, 149, 2789
INVAR-2, Run: 015, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 87, 1641, 40, 29, 10, 40, 80, 120, 127, 1641
INVAR-2, Run: 016, P, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0, 20, 76, 44, 1224, 38, 25, 12, 38, 76, 114, 82, 1224
INVAR-2, Run: 017, P, 8, 0, 0, 0, 0, 48, 0, 0, 1, 288, 0, 40, 96, 100, 3020, 48, 33, 14, 48, 96, 144, 148, 3020
INVAR-2, Run: 018, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 117, 2601, 42, 30, 12, 42, 85, 127, 146, 2857
INVAR-2, Run: 019, P, 0, 0, 1, 0, 1, 301, 11, 268, 0, 0, 1, 33, 89, 148, 3804, 44, 28, 16, 44, 89, 133, 181, 4072
INVAR-2, Run: 020, P, 0, 0, 1, 0, 1, 237, 19, 220, 0, 0, 1, 17, 73, 93, 1693, 36, 21, 15, 36, 73, 109, 110, 1913
INVAR-2, Run: 021, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 84, 2218, 43, 28, 15, 43, 87, 130, 115, 2480
INVAR-2, Run: 022, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 108, 2088, 41, 33, 7, 41, 82, 123, 149, 2088
INVAR-2, Run: 023, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 92, 1767, 40, 29, 10, 40, 80, 120, 132, 1767
INVAR-2, Run: 024, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 92, 1988, 42, 22, 20, 42, 85, 127, 121, 2244
INVAR-2, Run: 025, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 89, 1209, 40, 17, 22, 40, 80, 120, 129, 1209
INVAR-2, Run: 026, P, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0, 22, 78, 58, 1521, 39, 23, 15, 39, 78, 117, 97, 1521
INVAR-2, Run: 027, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 83, 1936, 40, 21, 18, 40, 80, 120, 123, 1936
INVAR-2, Run: 028, P, 0, 0, 1, 0, 1, 245, 18, 226, 0, 0, 1, 19, 75, 143, 1972, 37, 20, 17, 37, 75, 112, 162, 2198
INVAR-2, Run: 029, P, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0, 30, 86, 126, 2044, 43, 25, 17, 43, 86, 129, 169, 2044
INVAR-2, Run: 030, P, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0, 22, 78, 64, 1907, 39, 31, 7, 39, 78, 117, 103, 1907
INVAR-2, Run: 031, P, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0, 32, 88, 106, 2585, 44, 24, 19, 44, 88, 132, 150, 2585
INVAR-2, Run: 032, P, 9, 0, 0, 0, 0, 47, 0, 0, 1, 282, 0, 38, 94, 77, 2846, 47, 32, 14, 47, 94, 141, 124, 2846
INVAR-2, Run: 033, P, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1, 21, 77, 192, 2428, 38, 24, 14, 38, 77, 115, 213, 2660
INVAR-2, Run: 034, P, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0, 22, 78, 80, 1839, 39, 30, 8, 39, 78, 117, 119, 1839
INVAR-2, Run: 035, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 89, 1981, 42, 23, 18, 42, 84, 126, 131, 1981
INVAR-2, Run: 036, P, 0, 0, 1, 0, 1, 277, 14, 250, 0, 0, 1, 27, 83, 100, 1785, 41, 29, 12, 41, 83, 124, 127, 2035
INVAR-2, Run: 037, P, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0, 20, 76, 72, 1277, 38, 30, 7, 38, 76, 114, 110, 1277
INVAR-2, Run: 038, P, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1, 21, 77, 81, 1716, 38, 27, 11, 38, 77, 115, 102, 1948
INVAR-2, Run: 039, P, 0, 0, 1, 0, 1, 245, 18, 226, 0, 0, 1, 19, 75, 84, 1493, 37, 24, 13, 37, 75, 112, 103, 1719
INVAR-2, Run: 040, P, 0, 0, 1, 0, 1, 317, 9, 280, 0, 0, 1, 37, 93, 72, 2299, 46, 31, 15, 46, 93, 139, 109, 2579
INVAR-2, Run: 041, P, 11, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0, 34, 90, 94, 2438, 45, 31, 13, 45, 90, 135, 139, 2438
INVAR-2, Run: 042, P, 0, 0, 1, 0, 1, 245, 18, 226, 0, 0, 1, 19, 75, 59, 1158, 37, 21, 16, 37, 75, 112, 78, 1384
INVAR-2, Run: 043, P, 20, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0, 16, 72, 84, 1157, 36, 25, 10, 36, 72, 108, 120, 1157
INVAR-2, Run: 044, P, 0, 0, 1, 0, 1, 317, 9, 280, 0, 0, 1, 37, 93, 121, 2724, 46, 26, 20, 46, 93, 139, 158, 3004
INVAR-2, Run: 045, P, 5, 0, 0, 0, 0, 51, 0, 0, 1, 306, 0, 46, 102, 110, 4241, 51, 36, 14, 51, 102, 153, 161, 4241
INVAR-2, Run: 046, P, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0, 36, 92, 84, 2274, 46, 36, 9, 46, 92, 138, 130, 2274
INVAR-2, Run: 047, P, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0, 22, 78, 113, 1574, 39, 19, 19, 39, 78, 117, 152, 1574
INVAR-2, Run: 048, P, 11, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0, 34, 90, 110, 2296, 45, 29, 15, 45, 90, 135, 155, 2296
INVAR-2, Run: 049, P, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0, 20, 76, 70, 1870, 38, 25, 12, 38, 76, 114, 108, 1870
INVAR-2, Run: 050, P, 0, 0, 1, 0, 1, 253, 17, 232, 0, 0, 1, 21, 77, 66, 969, 38, 28, 10, 38, 77, 115, 87, 1201
INVAR-2, Run: 051, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 103, 1596, 40, 21, 18, 40, 80, 120, 143, 1596
INVAR-2, Run: 052, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 86, 1964, 41, 28, 12, 41, 82, 123, 127, 1964
INVAR-2, Run: 053, P, 0, 0, 1, 0, 1, 213, 22, 202, 0, 0, 1, 11, 67, 61, 1002, 33, 23, 10, 33, 67, 100, 72, 1204
INVAR-2, Run: 054, P, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1, 25, 81, 130, 2569, 40, 25, 15, 40, 81, 121, 155, 2813
INVAR-2, Run: 055, P, 0, 0, 1, 0, 1, 325, 8, 286, 0, 0, 1, 39, 95, 158, 3987, 47, 31, 16, 47, 95, 142, 197, 4273
INVAR-2, Run: 056, P, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1, 23, 79, 70, 1651, 39, 30, 9, 39, 79, 118, 93, 1889
INVAR-2, Run: 057, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0, 18, 74, 54, 1748, 37, 28, 8, 37, 74, 111, 91, 1748
INVAR-2, Run: 058, P, 0, 0, 1, 0, 1, 309, 10, 274, 0, 0, 1, 35, 91, 133, 2992, 45, 26, 19, 45, 91, 136, 168, 3266
INVAR-2, Run: 059, P, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0, 30, 86, 79, 1792, 43, 23, 19, 43, 86, 129, 122, 1792
INVAR-2, Run: 060, P, 11, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0, 34, 90, 88, 2320, 45, 33, 11, 45, 90, 135, 133, 2320
INVAR-2, Run: 061, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 89, 1500, 41, 31, 9, 41, 82, 123, 130, 1500
INVAR-2, Run: 062, P, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0, 32, 88, 88, 2546, 44, 32, 11, 44, 88, 132, 132, 2546
INVAR-2, Run: 063, P, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1, 23, 79, 124, 1885, 39, 24, 15, 39, 79, 118, 147, 2123
INVAR-2, Run: 064, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 65, 1732, 42, 24, 17, 42, 84, 126, 107, 1732
INVAR-2, Run: 065, P, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1, 25, 81, 111, 1760, 40, 25, 15, 40, 81, 121, 136, 2004
INVAR-2, Run: 066, P, 0, 0, 1, 0, 1, 325, 8, 286, 0, 0, 1, 39, 95, 109, 4288, 47, 32, 15, 47, 95, 142, 148, 4574
INVAR-2, Run: 067, P, 0, 0, 1, 0, 1, 245, 18, 226, 0, 0, 1, 19, 75, 61, 1210, 37, 24, 13, 37, 75, 112, 80, 1436
INVAR-2, Run: 068, P, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0, 32, 88, 76, 2084, 44, 32, 11, 44, 88, 132, 120, 2084
INVAR-2, Run: 069, P, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0, 32, 88, 88, 1234, 44, 23, 20, 44, 88, 132, 132, 1234
INVAR-2, Run: 070, P, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1, 23, 79, 108, 1888, 39, 25, 14, 39, 79, 118, 131, 2126
INVAR-2, Run: 071, P, 12, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0, 32, 88, 106, 2254, 44, 32, 11, 44, 88, 132, 150, 2254
INVAR-2, Run: 072, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 83, 1940, 42, 26, 15, 42, 84, 126, 125, 1940
INVAR-2, Run: 073, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 90, 1738, 43, 30, 13, 43, 87, 130, 121, 2000
INVAR-2, Run: 074, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 86, 1969, 42, 36, 5, 42, 84, 126, 128, 1969
INVAR-2, Run: 075, P, 0, 0, 1, 0, 1, 325, 8, 286, 0, 0, 1, 39, 95, 126, 3350, 47, 28, 19, 47, 95, 142, 165, 3636
INVAR-2, Run: 076, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0, 18, 74, 109, 1438, 37, 16, 20, 37, 74, 111, 146, 1438
INVAR-2, Run: 077, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 104, 2317, 40, 25, 14, 40, 80, 120, 144, 2317
INVAR-2, Run: 078, P, 5, 0, 0, 0, 0, 51, 0, 0, 1, 306, 0, 46, 102, 108, 3535, 51, 29, 21, 51, 102, 153, 159, 3535
INVAR-2, Run: 079, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 137, 2472, 43, 23, 20, 43, 87, 130, 168, 2734
INVAR-2, Run: 080, P, 22, 0, 0, 0, 0, 34, 0, 0, 1, 204, 0, 12, 68, 81, 784, 34, 22, 11, 34, 68, 102, 115, 784
INVAR-2, Run: 081, P, 22, 0, 0, 0, 0, 34, 0, 0, 1, 204, 0, 12, 68, 43, 1047, 34, 24, 9, 34, 68, 102, 77, 1047
INVAR-2, Run: 082, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 70, 1419, 41, 29, 11, 41, 82, 123, 111, 1419
INVAR-2, Run: 083, P, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0, 36, 92, 92, 2859, 46, 27, 18, 46, 92, 138, 138, 2859
INVAR-2, Run: 084, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 117, 2138, 43, 32, 11, 43, 87, 130, 148, 2400
INVAR-2, Run: 085, P, 10, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0, 36, 92, 95, 2201, 46, 27, 18, 46, 92, 138, 141, 2201
INVAR-2, Run: 086, P, 16, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0, 24, 80, 35, 1132, 40, 21, 18, 40, 80, 120, 75, 1132
INVAR-2, Run: 087, P, 0, 0, 1, 0, 1, 261, 16, 238, 0, 0, 1, 23, 79, 83, 1426, 39, 25, 14, 39, 79, 118, 106, 1664
INVAR-2, Run: 088, P, 0, 0, 1, 0, 1, 309, 10, 274, 0, 0, 1, 35, 91, 71, 2334, 45, 36, 9, 45, 91, 136, 106, 2608
INVAR-2, Run: 089, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0, 26, 82, 52, 1231, 41, 26, 14, 41, 82, 123, 93, 1231
INVAR-2, Run: 090, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 102, 2107, 42, 28, 14, 42, 85, 127, 131, 2363
INVAR-2, Run: 091, P, 0, 0, 1, 0, 1, 229, 20, 214, 0, 0, 1, 15, 71, 83, 1067, 35, 21, 14, 35, 71, 106, 98, 1281
INVAR-2, Run: 092, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 121, 3014, 42, 26, 16, 42, 85, 127, 150, 3270
INVAR-2, Run: 093, P, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1, 25, 81, 95, 2144, 40, 21, 19, 40, 81, 121, 120, 2388
INVAR-2, Run: 094, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0, 28, 84, 91, 2117, 42, 32, 9, 42, 84, 126, 133, 2117
INVAR-2, Run: 095, P, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0, 22, 78, 80, 1557, 39, 27, 11, 39, 78, 117, 119, 1557
INVAR-2, Run: 096, P, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0, 22, 78, 81, 1653, 39, 30, 8, 39, 78, 117, 120, 1653
INVAR-2, Run: 097, P, 6, 0, 0, 0, 0, 50, 0, 0, 1, 300, 0, 44, 100, 108, 3080, 50, 29, 20, 50, 100, 150, 158, 3080
INVAR-2, Run: 098, P, 0, 0, 1, 0, 1, 293, 12, 262, 0, 0, 1, 31, 87, 131, 2607, 43, 33, 10, 43, 87, 130, 162, 2869
INVAR-2, Run: 099, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0, 18, 74, 61, 1179, 37, 29, 7, 37, 74, 111, 98, 1179
INVAR-2, Run: 100, P, 0, 0, 1, 0, 1, 285, 13, 256, 0, 0, 1, 29, 85, 94, 1943, 42, 28, 14, 42, 85, 127, 123, 2199
INVAR-3, Run: 001, P, 22, 0, 0, 0, 0, 142, 0, 0, 1, 852, 0, 120, 284, 618, 17815, 142, 83, 58, 142, 284, 426, 760, 17815
INVAR-3, Run: 002, P, 48, 0, 0, 0, 0, 116, 0, 0, 1, 696, 0, 68, 232, 509, 9468, 116, 70, 45, 116, 232, 348, 625, 9468
INVAR-3, Run: 003, P, 0, 0, 1, 0, 1, 857, 36, 766, 0, 0, 1, 91, 255, 558, 13143, 127, 76, 51, 127, 255, 382, 649, 13909
INVAR-3, Run: 004, P, 0, 0, 1, 0, 1, 985, 20, 862, 0, 0, 1, 123, 287, 622, 20813, 143, 84, 59, 143, 287, 430, 745, 21675
INVAR-3, Run: 005, P, 0, 0, 1, 0, 1, 801, 43, 724, 0, 0, 1, 77, 241, 492, 10236, 120, 77, 43, 120, 241, 361, 569, 10960
INVAR-3, Run: 006, P, 30, 0, 0, 0, 0, 134, 0, 0, 1, 804, 0, 104, 268, 478, 12495, 134, 83, 50, 134, 268, 402, 612, 12495
INVAR-3, Run: 007, P, 38, 0, 0, 0, 0, 126, 0, 0, 1, 756, 0, 88, 252, 601, 11782, 126, 80, 45, 126, 252, 378, 727, 11782
INVAR-3, Run: 008, P, 35, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0, 94, 258, 584, 14634, 129, 76, 52, 129, 258, 387, 713, 14634
INVAR-3, Run: 009, P, 0, 0, 1, 0, 1, 849, 37, 760, 0, 0, 1, 89, 253, 544, 10963, 126, 79, 47, 126, 253, 379, 633, 11723
INVAR-3, Run: 010, P, 35, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0, 94, 258, 465, 13012, 129, 82, 46, 129, 258, 387, 594, 13012
INVAR-3, Run: 011, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0, 84, 248, 502, 11459, 124, 74, 49, 124, 248, 372, 626, 11459
INVAR-3, Run: 012, P, 0, 0, 1, 0, 1, 873, 34, 778, 0, 0, 1, 95, 259, 525, 13281, 129, 77, 52, 129, 259, 388, 620, 14059
INVAR-3, Run: 013, P, 43, 0, 0, 0, 0, 121, 0, 0, 1, 726, 0, 78, 242, 434, 10003, 121, 74, 46, 121, 242, 363, 555, 10003
INVAR-3, Run: 014, P, 27, 0, 0, 0, 0, 137, 0, 0, 1, 822, 0, 110, 274, 667, 15248, 137, 78, 58, 137, 274, 411, 804, 15248
INVAR-3, Run: 015, P, 25, 0, 0, 0, 0, 139, 0, 0, 1, 834, 0, 114, 278, 520, 16666, 139, 88, 50, 139, 278, 417, 659, 16666
INVAR-3, Run: 016, P, 0, 0, 1, 0, 1, 1049, 12, 910, 0, 0, 1, 139, 303, 581, 23693, 151, 99, 52, 151, 303, 454, 720, 24603
INVAR-3, Run: 017, P, 17, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0, 130, 294, 628, 21045, 147, 86, 60, 147, 294, 441, 775, 21045
INVAR-3, Run: 018, P, 30, 0, 0, 0, 0, 134, 0, 0, 1, 804, 0, 104, 268, 439, 13018, 134, 80, 53, 134, 268, 402, 573, 13018
INVAR-3, Run: 019, P, 29, 0, 0, 0, 0, 135, 0, 0, 1, 810, 0, 106, 270, 554, 16000, 135, 85, 49, 135, 270, 405, 689, 16000
INVAR-3, Run: 020, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0, 84, 248, 465, 11529, 124, 74, 49, 124, 248, 372, 589, 11529
INVAR-3, Run: 021, P, 0, 0, 1, 0, 1, 833, 39, 748, 0, 0, 1, 85, 249, 514, 13237, 124, 93, 31, 124, 249, 373, 599, 13985
INVAR-3, Run: 022, P, 36, 0, 0, 0, 0, 128, 0, 0, 1, 768, 0, 92, 256, 431, 10942, 128, 80, 47, 128, 256, 384, 559, 10942
