Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, T6, R, U, L2, D, L3
INVAR-1, Run: 001, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 002, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 003, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 004, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 005, F, 0, 0, 0, 10, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 006, F, 10, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 007, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 008, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 009, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 010, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 011, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 012, F, 0, 10, 0, 0, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-1, Run: 013, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 014, F, 0, 10, 0, 0, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-1, Run: 015, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 016, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 017, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 018, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 019, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 020, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 021, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 022, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 023, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 024, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 025, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 026, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 027, F, 10, 0, 0, 0, 5, 64, 1, 0, 50, 0, 0, 0, 0, 0, 1, 0, 26, 0, 4
INVAR-1, Run: 028, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 029, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 030, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 031, F, 0, 10, 0, 0, 1, 87, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 10, 0, 2
INVAR-1, Run: 032, F, 10, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 033, F, 0, 10, 0, 0, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-1, Run: 034, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 035, F, 10, 0, 0, 0, 6, 36, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 43, 0, 15
INVAR-1, Run: 036, F, 10, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 037, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 038, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 039, F, 0, 10, 0, 0, 1, 87, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 10, 0, 2
INVAR-1, Run: 040, F, 10, 0, 0, 0, 5, 47, 1, 0, 50, 0, 0, 0, 0, 0, 1, 0, 33, 0, 14
INVAR-1, Run: 041, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 042, F, 0, 0, 0, 10, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 043, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 044, F, 0, 10, 0, 0, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
INVAR-1, Run: 045, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 046, F, 10, 0, 0, 0, 6, 48, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 30, 0, 16
INVAR-1, Run: 047, F, 0, 10, 0, 0, 1, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 048, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 049, F, 10, 0, 0, 0, 6, 47, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 29, 0, 18
INVAR-1, Run: 050, F, 0, 0, 0, 10, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 051, F, 0, 0, 0, 10, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 052, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 053, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-1, Run: 054, F, 0, 10, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
