Input Number, Run_Number, Result@ 100, X1, X2, U, Reaction1, Reaction2, Reaction3
INVAR-34, Run: 006, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 007, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 008, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 009, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 010, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 011, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 012, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 013, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 014, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 015, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 016, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 017, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 018, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 019, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 020, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 021, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 022, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 023, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 024, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 025, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 026, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 027, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 028, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 029, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 030, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 031, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 032, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 033, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 034, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 035, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 036, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 037, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 038, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 039, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 040, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 041, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 042, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 043, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 044, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 045, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 046, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 047, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 048, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 049, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 050, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 051, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 052, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 053, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 054, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 055, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 056, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 057, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 058, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 059, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 060, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 061, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 062, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 063, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 064, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 065, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 066, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 067, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 068, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 069, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 070, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 071, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 072, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 073, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 074, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 075, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 076, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 077, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 078, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 079, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 080, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 081, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 082, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 083, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 084, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 085, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 086, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 087, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 088, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 089, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 090, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 091, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 092, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 093, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 094, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 095, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 096, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 097, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 098, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 099, E, 25, 0, 0, 0, 0, 0
INVAR-34, Run: 100, E, 25, 0, 0, 0, 0, 0
INVAR-35, Run: 001, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 002, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 003, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 004, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 005, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 006, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 007, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 008, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 009, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 010, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 011, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 012, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 013, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 014, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 015, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 016, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 017, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 018, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 019, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 020, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 021, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 022, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 023, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 024, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 025, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 026, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 027, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 028, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 029, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 030, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 031, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 032, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 033, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 034, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 035, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 036, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 037, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 038, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 039, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 040, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 041, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 042, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 043, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 044, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 045, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 046, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 047, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 048, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 049, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 050, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 051, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 052, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 053, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 054, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 055, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 056, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 057, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 058, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 059, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 060, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 061, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 062, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 063, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 064, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 065, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 066, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 067, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 068, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 069, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 070, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 071, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 072, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 073, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 074, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 075, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 076, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 077, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 078, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 079, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 080, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 081, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 082, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 083, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 084, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 085, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 086, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 087, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 088, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 089, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 090, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 091, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 092, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 093, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 094, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 095, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 096, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 097, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 098, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 099, E, 61, 0, 0, 0, 0, 0
INVAR-35, Run: 100, E, 61, 0, 0, 0, 0, 0
INVAR-36, Run: 001, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 002, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 003, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 004, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 005, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 006, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 007, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 008, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 009, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 010, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 011, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 012, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 013, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 014, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 015, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 016, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 017, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 018, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 019, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 020, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 021, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 022, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 023, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 024, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 025, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 026, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 027, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 028, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 029, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 030, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 031, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 032, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 033, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 034, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 035, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 036, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 037, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 038, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 039, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 040, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 041, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 042, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 043, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 044, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 045, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 046, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 047, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 048, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 049, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 050, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 051, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 052, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 053, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 054, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 055, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 056, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 057, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 058, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 059, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 060, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 061, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 062, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 063, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 064, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 065, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 066, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 067, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 068, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 069, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 070, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 071, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 072, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 073, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 074, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 075, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 076, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 077, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 078, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 079, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 080, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 081, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 082, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 083, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 084, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 085, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 086, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 087, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 088, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 089, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 090, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 091, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 092, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 093, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 094, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 095, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 096, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 097, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 098, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 099, E, 109, 0, 0, 0, 0, 0
INVAR-36, Run: 100, E, 109, 0, 0, 0, 0, 0
INVAR-37, Run: 001, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 002, E, 48, 0, 0, 18, 12, 6
INVAR-37, Run: 003, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 004, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 005, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 006, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 007, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 008, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 009, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 010, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 011, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 012, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 013, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 014, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 015, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 016, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 017, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 018, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 019, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 020, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 021, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 022, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 023, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 024, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 025, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 026, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 027, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 028, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 029, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 030, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 031, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 032, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 033, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 034, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 035, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 036, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 037, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 038, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 039, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 040, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 041, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 042, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 043, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 044, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 045, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 046, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 047, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 048, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 049, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 050, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 051, E, 48, 0, 0, 15, 12, 3
INVAR-37, Run: 052, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 053, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 054, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 055, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 056, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 057, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 058, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 059, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 060, E, 48, 0, 0, 15, 12, 3
INVAR-37, Run: 061, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 062, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 063, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 064, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 065, E, 48, 0, 0, 15, 12, 3
INVAR-37, Run: 066, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 067, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 068, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 069, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 070, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 071, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 072, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 073, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 074, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 075, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 076, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 077, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 078, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 079, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 080, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 081, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 082, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 083, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 084, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 085, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 086, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 087, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 088, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 089, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 090, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 091, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 092, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 093, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 094, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 095, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 096, E, 48, 0, 0, 13, 12, 1
INVAR-37, Run: 097, E, 48, 0, 0, 12, 12, 0
INVAR-37, Run: 098, E, 48, 0, 0, 14, 12, 2
INVAR-37, Run: 099, E, 48, 0, 0, 15, 12, 3
INVAR-37, Run: 100, E, 48, 0, 0, 13, 12, 1
INVAR-38, Run: 001, E, 104, 0, 0, 36, 32, 4
INVAR-38, Run: 002, E, 104, 0, 0, 37, 32, 5
INVAR-38, Run: 003, E, 104, 0, 0, 34, 32, 2
INVAR-38, Run: 004, E, 104, 0, 0, 36, 32, 4
INVAR-38, Run: 005, E, 104, 0, 0, 36, 32, 4
INVAR-38, Run: 006, E, 104, 0, 0, 32, 32, 0
INVAR-38, Run: 007, E, 104, 0, 0, 35, 32, 3
INVAR-38, Run: 008, E, 104, 0, 0, 39, 32, 7
INVAR-38, Run: 009, E, 104, 0, 0, 37, 32, 5
INVAR-38, Run: 010, E, 104, 0, 0, 35, 32, 3
INVAR-38, Run: 011, E, 104, 0, 0, 37, 32, 5
INVAR-38, Run: 012, E, 104, 0, 0, 34, 32, 2
INVAR-38, Run: 013, E, 104, 0, 0, 33, 32, 1
INVAR-38, Run: 014, E, 104, 0, 0, 35, 32, 3
INVAR-38, Run: 015, E, 104, 0, 0, 35, 32, 3
INVAR-38, Run: 016, E, 104, 0, 0, 38, 32, 6
INVAR-38, Run: 017, E, 104, 0, 0, 33, 32, 1
INVAR-38, Run: 018, E, 104, 0, 0, 34, 32, 2
INVAR-38, Run: 019, E, 104, 0, 0, 34, 32, 2
INVAR-38, Run: 020, E, 104, 0, 0, 38, 32, 6
INVAR-38, Run: 021, E, 104, 0, 0, 33, 32, 1
INVAR-38, Run: 022, E, 104, 0, 0, 37, 32, 5
INVAR-38, Run: 023, E, 104, 0, 0, 34, 32, 2
INVAR-38, Run: 024, E, 104, 0, 0, 34, 32, 2
INVAR-38, Run: 025, E, 104, 0, 0, 33, 32, 1
INVAR-38, Run: 026, E, 104, 0, 0, 33, 32, 1
INVAR-38, Run: 027, E, 104, 0, 0, 34, 32, 2
