Input Number, Run_Number, Result@ 1000, A, B, H, C, L5, T2, T5, L4, L1, Y, T1, T3, T4, T6, R, U, L2, D, L3
INVAR-2, Run: 090, P, 0, 100, 0, 0, 0, 0, 2, 0, 0, 85, 2, 1, 1, 0, 1, 6, 0, 74, 0
INVAR-2, Run: 091, P, 100, 0, 0, 0, 0, 1, 2, 0, 0, 85, 1, 1, 0, 2, 1, 6, 0, 73, 0
INVAR-2, Run: 092, P, 0, 0, 0, 100, 0, 2, 1, 0, 0, 66, 0, 3, 0, 1, 1, 6, 0, 111, 0
INVAR-2, Run: 093, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 81, 0, 0, 0, 1, 1, 6, 0, 87, 0
INVAR-2, Run: 094, P, 0, 0, 0, 100, 0, 3, 1, 0, 0, 70, 1, 2, 1, 0, 1, 6, 0, 102, 0
INVAR-2, Run: 095, P, 0, 100, 0, 0, 0, 1, 1, 0, 0, 76, 0, 2, 2, 1, 1, 6, 0, 91, 0
INVAR-2, Run: 096, P, 100, 0, 0, 0, 0, 1, 1, 0, 0, 75, 0, 0, 1, 2, 1, 6, 0, 95, 0
INVAR-2, Run: 097, P, 100, 0, 0, 0, 0, 3, 1, 0, 0, 70, 1, 0, 0, 2, 1, 6, 0, 103, 0
INVAR-2, Run: 098, P, 0, 100, 0, 0, 0, 1, 0, 0, 0, 71, 4, 1, 2, 1, 1, 6, 0, 99, 0
INVAR-2, Run: 099, P, 0, 0, 0, 100, 0, 5, 2, 0, 0, 69, 0, 2, 2, 1, 1, 6, 0, 100, 0
INVAR-2, Run: 100, P, 0, 0, 0, 100, 0, 1, 2, 0, 0, 80, 1, 5, 1, 0, 1, 6, 0, 80, 0
INVAR-3, Run: 001, P, 0, 0, 0, 1000, 0, 0, 2, 0, 0, 77, 1, 0, 0, 2, 1, 6, 0, 91, 0
INVAR-3, Run: 002, P, 0, 0, 0, 1000, 0, 1, 2, 0, 0, 76, 1, 3, 3, 1, 1, 6, 0, 87, 0
INVAR-3, Run: 003, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 67, 2, 0, 2, 3, 1, 6, 0, 109, 0
INVAR-3, Run: 004, P, 0, 1000, 0, 0, 0, 2, 3, 0, 0, 69, 1, 1, 3, 0, 1, 6, 0, 102, 0
INVAR-3, Run: 005, P, 0, 0, 0, 1000, 0, 1, 0, 0, 0, 85, 0, 0, 1, 0, 1, 6, 0, 78, 0
INVAR-3, Run: 006, P, 0, 1000, 0, 0, 0, 1, 0, 0, 0, 73, 1, 0, 1, 1, 1, 6, 0, 100, 0
INVAR-3, Run: 007, P, 0, 1000, 0, 0, 0, 0, 3, 0, 0, 83, 2, 2, 1, 1, 1, 6, 0, 75, 0
INVAR-3, Run: 008, P, 0, 0, 0, 1000, 0, 2, 1, 0, 0, 73, 1, 1, 1, 2, 1, 6, 0, 96, 0
INVAR-3, Run: 009, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 85, 2, 0, 1, 1, 1, 6, 0, 76, 0
INVAR-3, Run: 010, P, 0, 0, 0, 1000, 0, 1, 0, 0, 0, 82, 0, 2, 2, 0, 1, 6, 0, 81, 0
INVAR-3, Run: 011, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 76, 0, 2, 2, 3, 1, 6, 0, 91, 0
INVAR-3, Run: 012, P, 0, 0, 0, 1000, 0, 1, 2, 0, 0, 81, 1, 0, 1, 1, 1, 6, 0, 82, 0
INVAR-3, Run: 013, P, 1000, 0, 0, 0, 0, 3, 2, 0, 0, 74, 0, 2, 3, 3, 1, 6, 0, 89, 0
INVAR-3, Run: 014, P, 0, 0, 0, 1000, 0, 3, 0, 0, 0, 78, 2, 2, 0, 1, 1, 6, 0, 86, 0
INVAR-3, Run: 015, P, 0, 1000, 0, 0, 0, 3, 3, 0, 0, 74, 0, 1, 2, 1, 1, 6, 0, 92, 0
INVAR-3, Run: 016, P, 0, 0, 0, 1000, 0, 1, 0, 0, 0, 80, 1, 1, 1, 2, 1, 6, 0, 84, 0
INVAR-3, Run: 017, P, 1000, 0, 0, 0, 0, 1, 0, 0, 0, 77, 0, 0, 1, 1, 1, 6, 0, 93, 0
INVAR-3, Run: 018, P, 0, 0, 0, 1000, 0, 2, 1, 0, 0, 78, 1, 2, 2, 0, 1, 6, 0, 86, 0
INVAR-3, Run: 019, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 77, 0, 2, 2, 0, 1, 6, 0, 91, 0
INVAR-3, Run: 020, P, 0, 1000, 0, 0, 0, 1, 0, 0, 0, 75, 2, 0, 4, 2, 1, 6, 0, 91, 0
INVAR-3, Run: 021, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 2, 0, 1, 6, 0, 92, 0
INVAR-3, Run: 022, P, 0, 0, 0, 1000, 0, 1, 0, 0, 0, 74, 2, 5, 0, 0, 1, 6, 0, 94, 0
INVAR-3, Run: 023, P, 0, 1000, 0, 0, 0, 0, 1, 0, 0, 82, 1, 0, 1, 1, 1, 6, 0, 82, 0
INVAR-3, Run: 024, P, 0, 1000, 0, 0, 0, 0, 1, 0, 0, 79, 2, 1, 1, 1, 1, 6, 0, 86, 0
INVAR-3, Run: 025, P, 1000, 0, 0, 0, 0, 2, 0, 0, 0, 79, 0, 0, 1, 3, 1, 6, 0, 86, 0
INVAR-3, Run: 026, P, 0, 1000, 0, 0, 0, 0, 1, 0, 0, 84, 0, 1, 0, 0, 1, 6, 0, 80, 0
INVAR-3, Run: 027, P, 1000, 0, 0, 0, 0, 1, 0, 0, 0, 77, 1, 1, 1, 2, 1, 6, 0, 90, 0
INVAR-3, Run: 028, P, 0, 1000, 0, 0, 0, 2, 0, 0, 0, 75, 0, 0, 2, 1, 1, 6, 0, 95, 0
INVAR-3, Run: 029, P, 0, 1000, 0, 0, 0, 1, 0, 0, 0, 80, 1, 1, 2, 0, 1, 6, 0, 85, 0
INVAR-3, Run: 030, P, 1000, 0, 0, 0, 0, 2, 0, 0, 0, 73, 2, 2, 2, 2, 1, 6, 0, 94, 0
INVAR-3, Run: 031, P, 1000, 0, 0, 0, 0, 1, 1, 0, 0, 81, 1, 1, 2, 1, 1, 6, 0, 81, 0
INVAR-3, Run: 032, P, 0, 1000, 0, 0, 0, 1, 2, 0, 0, 72, 4, 0, 1, 0, 1, 6, 0, 98, 0
INVAR-3, Run: 033, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 72, 1, 1, 3, 0, 1, 6, 0, 100, 0
INVAR-3, Run: 034, P, 0, 0, 0, 1000, 0, 2, 0, 0, 0, 77, 1, 0, 1, 2, 1, 6, 0, 90, 0
INVAR-3, Run: 035, P, 1000, 0, 0, 0, 0, 2, 0, 0, 0, 77, 1, 1, 0, 1, 1, 6, 0, 91, 0
INVAR-3, Run: 036, P, 0, 1000, 0, 0, 0, 1, 0, 0, 0, 81, 1, 0, 2, 0, 1, 6, 0, 84, 0
INVAR-3, Run: 037, P, 0, 1000, 0, 0, 0, 1, 1, 0, 0, 75, 2, 1, 1, 1, 1, 6, 0, 93, 0
INVAR-3, Run: 038, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 3, 3, 1, 1, 6, 0, 115, 0
INVAR-3, Run: 039, P, 0, 1000, 0, 0, 0, 1, 0, 0, 0, 78, 1, 2, 1, 1, 1, 6, 0, 88, 0
INVAR-3, Run: 040, P, 0, 0, 0, 1000, 0, 1, 3, 0, 0, 76, 1, 2, 2, 1, 1, 6, 0, 88, 0
INVAR-3, Run: 041, P, 1000, 0, 0, 0, 0, 2, 2, 0, 0, 80, 2, 0, 2, 0, 1, 6, 0, 82, 0
INVAR-3, Run: 042, P, 0, 0, 0, 1000, 0, 2, 0, 0, 0, 73, 0, 2, 2, 0, 1, 6, 0, 98, 0
INVAR-3, Run: 043, P, 0, 0, 0, 1000, 0, 1, 0, 0, 0, 81, 2, 1, 0, 1, 1, 6, 0, 83, 0
INVAR-3, Run: 044, P, 0, 1000, 0, 0, 0, 0, 1, 0, 0, 61, 0, 1, 2, 2, 1, 6, 0, 122, 0
INVAR-3, Run: 045, P, 0, 1000, 0, 0, 0, 1, 2, 0, 0, 77, 1, 0, 1, 1, 1, 6, 0, 90, 0
INVAR-3, Run: 046, P, 0, 1000, 0, 0, 0, 1, 2, 0, 0, 81, 1, 2, 1, 0, 1, 6, 0, 81, 0
INVAR-3, Run: 047, P, 1000, 0, 0, 0, 0, 2, 3, 0, 0, 73, 0, 1, 3, 3, 1, 6, 0, 92, 0
INVAR-3, Run: 048, P, 0, 1000, 0, 0, 0, 1, 0, 0, 0, 66, 3, 2, 2, 1, 1, 6, 0, 109, 0
INVAR-3, Run: 049, P, 0, 1000, 0, 0, 0, 0, 3, 0, 0, 78, 2, 1, 0, 3, 1, 6, 0, 85, 0
INVAR-3, Run: 050, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 67, 5, 2, 3, 3, 1, 6, 0, 102, 0
INVAR-3, Run: 051, P, 0, 0, 0, 1000, 0, 2, 1, 0, 0, 73, 0, 1, 3, 0, 1, 6, 0, 97, 0
INVAR-3, Run: 052, P, 0, 0, 0, 1000, 0, 2, 2, 0, 0, 79, 0, 0, 1, 0, 1, 6, 0, 87, 0
INVAR-3, Run: 053, P, 0, 1000, 0, 0, 0, 0, 2, 0, 0, 77, 1, 1, 1, 2, 1, 6, 0, 89, 0
INVAR-3, Run: 054, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 1, 1, 1, 6, 0, 84, 0
INVAR-3, Run: 055, P, 0, 1000, 0, 0, 0, 2, 0, 0, 0, 82, 1, 0, 2, 1, 1, 6, 0, 80, 0
INVAR-3, Run: 056, P, 0, 1000, 0, 0, 0, 0, 3, 0, 0, 75, 0, 0, 3, 1, 1, 6, 0, 93, 0
INVAR-3, Run: 057, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 77, 5, 0, 2, 2, 1, 6, 0, 86, 0
INVAR-3, Run: 058, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 84, 1, 1, 0, 1, 1, 6, 0, 79, 0
INVAR-3, Run: 059, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 80, 0, 1, 0, 1, 1, 6, 0, 88, 0
INVAR-3, Run: 060, P, 0, 1000, 0, 0, 0, 2, 1, 0, 0, 78, 2, 1, 0, 0, 1, 6, 0, 88, 0
INVAR-3, Run: 061, P, 0, 0, 0, 1000, 0, 3, 1, 0, 0, 77, 2, 1, 0, 2, 1, 6, 0, 87, 0
INVAR-3, Run: 062, P, 1000, 0, 0, 0, 0, 1, 0, 0, 0, 84, 0, 4, 2, 0, 1, 6, 0, 75, 0
INVAR-3, Run: 063, P, 0, 1000, 0, 0, 0, 2, 3, 0, 0, 72, 4, 3, 2, 1, 1, 6, 0, 91, 0
INVAR-3, Run: 064, P, 0, 1000, 0, 0, 0, 2, 2, 0, 0, 78, 1, 0, 2, 1, 1, 6, 0, 86, 0
INVAR-3, Run: 065, P, 0, 0, 0, 1000, 0, 1, 2, 0, 0, 82, 2, 0, 0, 0, 1, 6, 0, 81, 0
INVAR-3, Run: 066, P, 0, 1000, 0, 0, 0, 4, 1, 0, 0, 68, 1, 2, 2, 3, 1, 6, 0, 101, 0
INVAR-3, Run: 067, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 3, 0, 4, 1, 6, 0, 93, 0
INVAR-3, Run: 068, P, 0, 0, 0, 1000, 0, 1, 2, 0, 0, 80, 3, 1, 2, 2, 1, 6, 0, 79, 0
INVAR-3, Run: 069, P, 1000, 0, 0, 0, 0, 2, 0, 0, 0, 82, 1, 0, 1, 0, 1, 6, 0, 82, 0
INVAR-3, Run: 070, P, 0, 1000, 0, 0, 0, 2, 1, 0, 0, 79, 1, 0, 4, 1, 1, 6, 0, 83, 0
INVAR-3, Run: 071, P, 0, 0, 0, 1000, 0, 1, 1, 0, 0, 73, 1, 4, 0, 1, 1, 6, 0, 96, 0
INVAR-3, Run: 072, P, 0, 0, 0, 1000, 0, 0, 3, 0, 0, 82, 1, 0, 2, 1, 1, 6, 0, 79, 0
INVAR-3, Run: 073, P, 0, 1000, 0, 0, 0, 1, 2, 0, 0, 72, 2, 0, 1, 2, 1, 6, 0, 98, 0
INVAR-3, Run: 074, P, 0, 0, 0, 1000, 0, 2, 0, 0, 0, 80, 1, 1, 0, 2, 1, 6, 0, 84, 0
INVAR-3, Run: 075, P, 1000, 0, 0, 0, 0, 2, 1, 0, 0, 72, 1, 0, 1, 3, 1, 6, 0, 98, 0
INVAR-3, Run: 076, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 75, 2, 0, 0, 0, 1, 6, 0, 97, 0
INVAR-3, Run: 077, P, 0, 0, 0, 1000, 0, 0, 2, 0, 0, 70, 1, 0, 0, 2, 1, 6, 0, 105, 0
INVAR-3, Run: 078, P, 0, 0, 0, 1000, 0, 1, 1, 0, 0, 84, 1, 0, 1, 0, 1, 6, 0, 78, 0
INVAR-3, Run: 079, P, 0, 0, 0, 1000, 0, 6, 0, 0, 0, 72, 1, 1, 0, 4, 1, 6, 0, 94, 0
INVAR-3, Run: 080, P, 0, 0, 0, 1000, 0, 1, 3, 0, 0, 67, 1, 3, 3, 2, 1, 6, 0, 103, 0
INVAR-3, Run: 081, P, 0, 1000, 0, 0, 0, 1, 1, 0, 0, 76, 2, 3, 1, 2, 1, 6, 0, 88, 0
INVAR-3, Run: 082, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 73, 1, 0, 2, 2, 1, 6, 0, 99, 0
INVAR-3, Run: 083, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 71, 2, 2, 0, 2, 1, 6, 0, 101, 0
INVAR-3, Run: 084, P, 1000, 0, 0, 0, 0, 1, 1, 0, 0, 84, 0, 3, 0, 0, 1, 6, 0, 77, 0
INVAR-3, Run: 085, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 74, 0, 1, 2, 2, 1, 6, 0, 96, 0
INVAR-3, Run: 086, P, 1000, 0, 0, 0, 0, 1, 1, 0, 0, 73, 1, 1, 2, 1, 1, 6, 0, 97, 0
INVAR-3, Run: 087, P, 0, 0, 0, 1000, 0, 1, 0, 0, 0, 64, 1, 1, 6, 1, 1, 6, 0, 112, 0
INVAR-3, Run: 088, P, 0, 1000, 0, 0, 0, 2, 1, 0, 0, 82, 2, 0, 1, 0, 1, 6, 0, 80, 0
INVAR-3, Run: 089, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 76, 0, 1, 2, 1, 1, 6, 0, 93, 0
INVAR-3, Run: 090, P, 0, 1000, 0, 0, 0, 2, 2, 0, 0, 65, 1, 3, 1, 3, 1, 6, 0, 108, 0
INVAR-3, Run: 091, P, 1000, 0, 0, 0, 0, 3, 2, 0, 0, 80, 1, 1, 1, 1, 1, 6, 0, 81, 0
INVAR-3, Run: 092, P, 0, 0, 0, 1000, 0, 1, 0, 0, 0, 86, 1, 0, 2, 2, 1, 6, 0, 72, 0
INVAR-3, Run: 093, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 70, 0, 3, 1, 1, 1, 6, 0, 105, 0
INVAR-3, Run: 094, P, 0, 0, 0, 1000, 0, 2, 2, 0, 0, 72, 2, 1, 2, 0, 1, 6, 0, 97, 0
INVAR-3, Run: 095, P, 1000, 0, 0, 0, 0, 0, 2, 0, 0, 78, 1, 1, 1, 2, 1, 6, 0, 87, 0
INVAR-3, Run: 096, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 82, 3, 1, 2, 2, 1, 6, 0, 77, 0
INVAR-3, Run: 097, P, 0, 1000, 0, 0, 0, 4, 0, 0, 0, 81, 0, 0, 0, 2, 1, 6, 0, 82, 0
INVAR-3, Run: 098, P, 1000, 0, 0, 0, 0, 5, 1, 0, 0, 76, 1, 1, 3, 2, 1, 6, 0, 85, 0
INVAR-3, Run: 099, P, 0, 1000, 0, 0, 0, 1, 1, 0, 0, 75, 0, 1, 1, 2, 1, 6, 0, 94, 0
INVAR-3, Run: 100, P, 1000, 0, 0, 0, 0, 2, 1, 0, 0, 80, 2, 1, 3, 0, 1, 6, 0, 81, 0
