Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, U, Y, T1, T2, T3, T4, T5, T6, R, L2, D, L3, O1, O2, O3, O4, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 10, 0, 0, 1, 97, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 6, 6, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 43, 15, 8, 0, 48, 28
INVAR-1, Run: 002, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 20, 6, 3, 28, 6, 0, 0, 0, 22, 110, 6, 0, 0, 0, 0, 0, 53, 30, 10, 3, 57, 23
INVAR-1, Run: 003, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 20, 6, 2, 26, 7, 1, 0, 0, 19, 91, 6, 1, 0, 0, 0, 0, 63, 29, 9, 2, 28, 34
INVAR-1, Run: 004, P, 0, 10, 0, 0, 0, 96, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0, 9, 0, 1, 9, 26, 6, 2, 23, 5, 1, 1, 0, 18, 255, 4, 0, 1, 0, 0, 0, 78, 35, 9, 2, 174, 43
INVAR-1, Run: 005, P, 10, 0, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 9, 10, 8, 8, 6, 2, 19, 6, 1, 0, 0, 13, 100, 5, 1, 0, 0, 0, 0, 51, 17, 9, 2, 49, 34
INVAR-1, Run: 006, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 7, 8, 16, 15, 6, 1, 17, 3, 0, 0, 0, 14, 166, 3, 0, 0, 0, 0, 0, 76, 23, 8, 1, 90, 53
INVAR-1, Run: 007, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 13, 6, 1, 17, 0, 0, 0, 0, 17, 126, 0, 0, 0, 0, 0, 0, 56, 20, 7, 1, 70, 36
INVAR-1, Run: 008, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 11, 6, 1, 22, 4, 2, 0, 0, 18, 96, 2, 2, 0, 0, 0, 0, 50, 19, 8, 1, 46, 31
INVAR-1, Run: 009, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 7, 8, 16, 15, 6, 3, 36, 11, 2, 0, 0, 25, 119, 9, 2, 0, 0, 0, 0, 57, 26, 11, 3, 62, 31
INVAR-1, Run: 010, P, 0, 10, 0, 0, 0, 91, 9, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 24, 6, 14, 70, 53, 42, 34, 23, 17, 98, 11, 8, 11, 7, 16, 16, 73, 53, 29, 14, 25, 20
INVAR-1, Run: 011, P, 0, 0, 0, 10, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 19, 20, 11, 19, 22, 6, 4, 41, 16, 2, 0, 0, 25, 97, 14, 2, 0, 0, 0, 0, 59, 35, 13, 4, 38, 24
INVAR-1, Run: 012, P, 0, 10, 0, 0, 2, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 1, 9, 0, 1, 9, 12, 6, 2, 18, 2, 0, 0, 0, 16, 104, 2, 0, 0, 0, 0, 0, 66, 22, 8, 2, 38, 43
INVAR-1, Run: 013, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 14, 6, 3, 11, 3, 0, 0, 0, 8, 94, 3, 0, 0, 0, 0, 0, 58, 24, 10, 3, 36, 34
INVAR-1, Run: 014, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 17, 6, 2, 30, 6, 2, 0, 0, 24, 115, 4, 2, 0, 0, 0, 0, 52, 27, 10, 2, 63, 25
INVAR-1, Run: 015, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 13, 6, 1, 1, 0, 0, 0, 0, 1, 108, 0, 0, 0, 0, 0, 0, 49, 21, 8, 1, 59, 28
INVAR-1, Run: 016, P, 0, 10, 0, 0, 0, 92, 8, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 23, 6, 2, 33, 14, 2, 0, 0, 19, 103, 12, 2, 0, 0, 0, 0, 67, 39, 16, 2, 36, 28
INVAR-1, Run: 017, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 16, 6, 4, 24, 5, 0, 0, 0, 19, 228, 5, 0, 0, 0, 0, 0, 72, 27, 11, 4, 156, 45
INVAR-1, Run: 018, P, 0, 10, 0, 0, 0, 97, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0, 9, 0, 1, 9, 14, 6, 3, 28, 7, 3, 0, 0, 21, 89, 4, 3, 0, 0, 0, 0, 53, 25, 11, 3, 35, 28
INVAR-1, Run: 019, P, 0, 10, 0, 0, 1, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 17, 6, 12, 57, 45, 31, 17, 9, 12, 96, 14, 14, 8, 4, 5, 5, 64, 37, 19, 12, 32, 27
INVAR-1, Run: 020, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 0, 1, 0, 1, 0, 0, 1, 0, 48, 0, 0, 1, 2, 0, 0, 0, 0, 49586, 49091, 48608, 48119, 47673, 494, 100, 483, 488, 446, 479, 47194, 47146, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 021, P, 0, 10, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 1, 2, 1, 0, 47, 0, 9, 0, 1, 9, 24, 5, 0, 49424, 48924, 48463, 48003, 47547, 500, 416, 461, 460, 455, 427, 47118, 47071, 192, 129, 105, 100, 224, 63
INVAR-1, Run: 022, P, 0, 0, 0, 10, 2, 80, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 8, 0, 9, 9, 10, 1, 9, 19, 6, 1, 1, 0, 0, 0, 0, 1, 248, 0, 0, 0, 0, 0, 0, 92, 29, 8, 1, 148, 54
INVAR-1, Run: 023, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 21, 6, 4, 36, 10, 5, 0, 0, 26, 137, 5, 5, 0, 0, 0, 0, 63, 31, 10, 4, 74, 32
INVAR-1, Run: 024, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 23, 6, 8, 42, 23, 9, 8, 4, 19, 97, 14, 1, 4, 3, 1, 1, 62, 38, 15, 8, 35, 24
INVAR-1, Run: 025, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 0, 0, 1, 0, 0, 0, 1, 0, 49, 0, 0, 1, 2, 0, 0, 0, 0, 49169, 48663, 48157, 47685, 47190, 506, 100, 505, 472, 495, 468, 46722, 46673, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 026, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 17, 6, 2, 18, 4, 1, 0, 0, 14, 96, 3, 1, 0, 0, 0, 0, 53, 25, 8, 2, 43, 28
INVAR-1, Run: 027, P, 0, 10, 0, 0, 0, 96, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 21, 6, 2, 20, 2, 0, 0, 0, 18, 99, 2, 0, 0, 0, 0, 0, 56, 33, 12, 2, 43, 23
INVAR-1, Run: 028, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 9, 6, 4, 29, 10, 3, 0, 0, 19, 126, 7, 3, 0, 0, 0, 0, 53, 19, 10, 4, 73, 34
INVAR-1, Run: 029, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 16, 6, 4, 9, 2, 1, 0, 0, 7, 157, 1, 1, 0, 0, 0, 0, 70, 26, 10, 4, 87, 44
INVAR-1, Run: 030, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 1, 2, 10, 25, 6, 1, 1, 0, 0, 0, 0, 1, 116, 0, 0, 0, 0, 0, 0, 68, 33, 8, 1, 48, 35
INVAR-1, Run: 031, P, 0, 10, 0, 0, 0, 95, 5, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 19, 6, 5, 37, 19, 11, 5, 2, 18, 96, 8, 6, 3, 2, 0, 0, 65, 35, 16, 5, 31, 30
INVAR-1, Run: 032, P, 0, 0, 0, 10, 0, 0, 0, 1, 100, 1, 0, 0, 1, 0, 0, 1, 0, 48, 0, 8, 9, 0, 8, 13, 5, 1, 49514, 48974, 48493, 48015, 47547, 540, 327, 481, 477, 468, 474, 47073, 47025, 168, 119, 106, 101, 159, 49
INVAR-1, Run: 033, P, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 12, 6, 1, 7, 0, 0, 0, 0, 7, 94, 0, 0, 0, 0, 0, 0, 51, 22, 10, 1, 43, 29
INVAR-1, Run: 034, P, 0, 10, 0, 0, 0, 93, 7, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 18, 6, 11, 59, 44, 28, 21, 11, 15, 97, 16, 7, 10, 8, 3, 3, 69, 42, 24, 11, 28, 27
INVAR-1, Run: 035, P, 0, 10, 0, 0, 0, 96, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 11, 6, 1, 18, 3, 0, 0, 0, 15, 91, 3, 0, 0, 0, 0, 0, 53, 22, 11, 1, 38, 31
INVAR-1, Run: 036, P, 0, 10, 0, 0, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0, 9, 0, 1, 9, 13, 6, 3, 29, 12, 4, 1, 0, 17, 122, 8, 3, 1, 0, 0, 0, 63, 23, 10, 3, 58, 40
INVAR-1, Run: 037, P, 0, 10, 0, 0, 0, 0, 0, 2, 100, 0, 2, 0, 0, 1, 0, 1, 0, 47, 0, 9, 0, 1, 9, 14, 4, 0, 49242, 48747, 48251, 47788, 47295, 493, 241, 496, 463, 492, 453, 46842, 46795, 163, 118, 104, 100, 78, 45
INVAR-1, Run: 038, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 17, 6, 6, 38, 13, 2, 1, 0, 25, 100, 11, 1, 1, 0, 0, 0, 52, 30, 13, 6, 48, 22
INVAR-1, Run: 039, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 15, 6, 7, 15, 7, 6, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 35, 14, 7, 0, 57, 21
INVAR-1, Run: 040, P, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 16, 6, 2, 16, 2, 0, 0, 0, 14, 102, 2, 0, 0, 0, 0, 0, 53, 27, 11, 2, 49, 26
INVAR-1, Run: 041, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 13, 6, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 50, 21, 8, 0, 49, 29
INVAR-1, Run: 042, P, 0, 10, 0, 0, 0, 96, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 18, 6, 1, 2, 0, 0, 0, 0, 2, 90, 0, 0, 0, 0, 0, 0, 54, 29, 11, 1, 36, 25
INVAR-1, Run: 043, P, 0, 0, 0, 10, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0, 8, 9, 0, 8, 20, 6, 1, 10, 1, 0, 0, 0, 9, 173, 1, 0, 0, 0, 0, 0, 60, 27, 7, 1, 112, 33
INVAR-1, Run: 044, P, 0, 10, 0, 0, 0, 95, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 2, 9, 0, 1, 9, 13, 6, 2, 16, 2, 0, 0, 0, 14, 94, 2, 0, 0, 0, 0, 0, 56, 24, 11, 2, 38, 30
INVAR-1, Run: 045, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 14, 6, 1, 63, 28, 14, 2, 0, 35, 115, 14, 12, 2, 0, 0, 0, 50, 21, 7, 1, 65, 29
INVAR-1, Run: 046, P, 0, 10, 0, 0, 0, 0, 0, 1, 100, 1, 0, 1, 0, 0, 1, 1, 0, 47, 0, 9, 0, 1, 9, 13, 5, 1, 49148, 48659, 48161, 47715, 47227, 489, 252, 497, 446, 488, 442, 46784, 46737, 160, 119, 106, 101, 92, 41
INVAR-1, Run: 047, P, 0, 10, 0, 0, 0, 90, 10, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 13, 6, 15, 63, 52, 37, 22, 14, 11, 95, 15, 15, 8, 6, 8, 8, 70, 44, 31, 15, 25, 26
INVAR-1, Run: 048, P, 0, 10, 0, 0, 0, 97, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 1, 9, 0, 1, 9, 19, 6, 2, 12, 0, 0, 0, 0, 12, 345, 0, 0, 0, 0, 0, 0, 92, 28, 9, 2, 252, 63
INVAR-1, Run: 049, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 1, 0, 0, 0, 1, 0, 1, 0, 48, 0, 0, 1, 2, 0, 0, 0, 0, 49688, 49221, 48692, 48254, 47785, 467, 100, 529, 438, 468, 526, 47259, 47211, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 050, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 14, 6, 2, 9, 2, 1, 1, 1, 7, 127, 1, 0, 0, 1, 0, 0, 50, 23, 9, 2, 77, 27
INVAR-1, Run: 051, P, 0, 0, 0, 10, 0, 97, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 1, 8, 9, 0, 8, 7, 6, 2, 22, 2, 0, 0, 0, 20, 113, 2, 0, 0, 0, 0, 0, 53, 16, 9, 2, 59, 36
INVAR-1, Run: 052, P, 0, 10, 0, 0, 0, 95, 5, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 19, 6, 6, 42, 26, 10, 4, 1, 16, 101, 16, 6, 3, 0, 1, 1, 63, 36, 17, 6, 38, 27
INVAR-1, Run: 053, P, 0, 10, 0, 0, 0, 92, 8, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 12, 6, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 53, 26, 14, 0, 29, 27
INVAR-1, Run: 054, P, 0, 10, 0, 0, 0, 96, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1, 9, 0, 1, 9, 11, 6, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 48, 18, 7, 0, 47, 29
INVAR-1, Run: 055, P, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 28, 6, 4, 27, 5, 0, 0, 0, 22, 106, 5, 0, 0, 0, 0, 0, 66, 41, 13, 4, 40, 25
INVAR-1, Run: 056, P, 0, 10, 0, 0, 1, 88, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 3, 9, 0, 1, 9, 11, 6, 1, 6, 1, 0, 0, 0, 5, 123, 1, 0, 0, 0, 0, 0, 65, 22, 10, 1, 53, 40
INVAR-1, Run: 057, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 0, 1, 0, 0, 0, 0, 1, 0, 49, 0, 0, 1, 2, 0, 0, 0, 0, 49523, 49020, 48570, 48083, 47588, 502, 100, 450, 487, 495, 472, 47116, 47067, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 058, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 18, 6, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 55, 24, 6, 0, 34, 31
INVAR-1, Run: 059, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 0, 2, 0, 0, 0, 0, 1, 0, 48, 0, 0, 1, 2, 0, 0, 0, 0, 49450, 48962, 48465, 47951, 47511, 486, 100, 497, 514, 440, 494, 47017, 46969, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 060, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 21, 6, 2, 16, 2, 0, 0, 0, 14, 86, 2, 0, 0, 0, 0, 0, 53, 29, 8, 2, 33, 24
INVAR-1, Run: 061, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 17, 6, 1, 2, 0, 0, 0, 0, 2, 82, 0, 0, 0, 0, 0, 0, 50, 25, 8, 1, 32, 25
INVAR-1, Run: 062, P, 0, 10, 0, 0, 0, 96, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 13, 6, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 48, 23, 10, 0, 47, 25
INVAR-1, Run: 063, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 14, 6, 2, 3, 1, 0, 0, 0, 2, 99, 1, 0, 0, 0, 0, 0, 50, 24, 10, 2, 49, 26
INVAR-1, Run: 064, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 17, 6, 5, 36, 17, 6, 2, 1, 19, 102, 11, 4, 1, 1, 0, 0, 62, 29, 12, 5, 40, 33
INVAR-1, Run: 065, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 1, 0, 0, 0, 0, 0, 1, 0, 49, 0, 0, 1, 2, 0, 0, 0, 0, 49382, 48922, 48425, 47935, 47458, 460, 100, 497, 490, 477, 481, 46977, 46928, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 066, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 1, 1, 0, 0, 1, 0, 1, 0, 47, 0, 0, 1, 2, 0, 0, 0, 0, 49728, 49221, 48700, 48224, 47724, 506, 100, 521, 476, 499, 460, 47264, 47217, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 067, P, 0, 0, 0, 10, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 9, 0, 8, 19, 6, 1, 5, 0, 0, 0, 0, 5, 149, 0, 0, 0, 0, 0, 0, 77, 28, 9, 1, 72, 49
INVAR-1, Run: 068, P, 0, 10, 0, 0, 0, 92, 8, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 28, 6, 7, 56, 39, 21, 18, 8, 17, 97, 18, 3, 10, 2, 6, 6, 65, 49, 21, 7, 32, 16
INVAR-1, Run: 069, P, 0, 10, 0, 0, 0, 95, 5, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 1, 2, 10, 9, 6, 1, 23, 3, 0, 0, 0, 20, 93, 3, 0, 0, 0, 0, 0, 56, 21, 12, 1, 37, 35
INVAR-1, Run: 070, P, 0, 10, 0, 0, 0, 96, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 14, 6, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 48, 24, 10, 0, 35, 24
INVAR-1, Run: 071, P, 0, 10, 0, 0, 0, 97, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0, 9, 0, 1, 9, 22, 6, 1, 27, 9, 2, 0, 0, 18, 347, 7, 2, 0, 0, 0, 0, 95, 31, 9, 1, 251, 64
INVAR-1, Run: 072, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 1, 2, 10, 18, 6, 3, 24, 10, 2, 1, 1, 14, 119, 8, 1, 0, 0, 1, 1, 56, 28, 10, 3, 63, 28
INVAR-1, Run: 073, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 1, 0, 0, 0, 1, 2, 1, 0, 46, 0, 0, 1, 2, 0, 0, 0, 0, 49685, 49199, 48720, 48236, 47727, 486, 100, 479, 484, 508, 465, 47260, 47214, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 074, P, 0, 10, 0, 0, 0, 94, 6, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 18, 6, 7, 88, 54, 33, 20, 8, 34, 97, 21, 13, 12, 3, 5, 5, 59, 37, 19, 7, 38, 22
INVAR-1, Run: 075, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 13, 6, 1, 2, 0, 0, 0, 0, 2, 129, 0, 0, 0, 0, 0, 0, 63, 22, 9, 1, 66, 41
INVAR-1, Run: 076, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 12, 6, 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 57, 19, 7, 0, 80, 38
INVAR-1, Run: 077, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 17, 6, 3, 36, 13, 1, 0, 0, 23, 97, 12, 1, 0, 0, 0, 0, 61, 28, 11, 3, 36, 33
INVAR-1, Run: 078, P, 0, 10, 0, 0, 0, 96, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0, 9, 0, 1, 9, 25, 6, 1, 2, 1, 0, 0, 0, 1, 272, 1, 0, 0, 0, 0, 0, 110, 34, 9, 1, 160, 76
INVAR-1, Run: 079, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 23, 6, 2, 17, 3, 1, 0, 0, 14, 113, 2, 1, 0, 0, 0, 0, 70, 32, 9, 2, 43, 38
INVAR-1, Run: 080, P, 0, 10, 0, 0, 1, 87, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 3, 9, 0, 1, 9, 19, 6, 0, 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 65, 26, 6, 0, 137, 36
INVAR-1, Run: 081, P, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 12, 6, 3, 17, 3, 0, 0, 0, 14, 100, 3, 0, 0, 0, 0, 0, 55, 24, 12, 3, 45, 31
INVAR-1, Run: 082, P, 0, 10, 0, 0, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0, 9, 0, 1, 9, 20, 6, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 64, 27, 7, 0, 107, 37
INVAR-1, Run: 083, P, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 13, 6, 4, 11, 1, 0, 0, 0, 10, 96, 1, 0, 0, 0, 0, 0, 54, 26, 13, 4, 42, 28
INVAR-1, Run: 084, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 9, 6, 2, 19, 2, 0, 0, 0, 17, 109, 2, 0, 0, 0, 0, 0, 49, 18, 9, 2, 60, 31
INVAR-1, Run: 085, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 1, 1, 2, 0, 0, 1, 1, 0, 45, 0, 0, 1, 2, 0, 0, 0, 0, 49528, 49016, 48505, 48014, 47560, 511, 100, 509, 491, 454, 464, 47095, 47050, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 086, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 9, 6, 1, 4, 0, 0, 0, 0, 4, 100, 0, 0, 0, 0, 0, 0, 44, 16, 7, 1, 56, 28
INVAR-1, Run: 087, P, 0, 0, 0, 10, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0, 8, 9, 0, 8, 10, 6, 1, 6, 0, 0, 0, 0, 6, 159, 0, 0, 0, 0, 0, 0, 61, 17, 7, 1, 97, 44
INVAR-1, Run: 088, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 18, 6, 2, 16, 3, 0, 0, 0, 13, 120, 3, 0, 0, 0, 0, 0, 54, 26, 8, 2, 66, 28
INVAR-1, Run: 089, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 19, 6, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 47, 25, 6, 0, 56, 22
INVAR-1, Run: 090, P, 0, 0, 0, 10, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 11, 12, 3, 11, 15, 6, 2, 8, 1, 0, 0, 0, 7, 91, 1, 0, 0, 0, 0, 0, 50, 23, 8, 2, 41, 27
INVAR-1, Run: 091, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 12, 6, 1, 1, 0, 0, 0, 0, 1, 125, 0, 0, 0, 0, 0, 0, 48, 19, 7, 1, 77, 29
