Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, U, Y, T1, T2, T3, T4, T5, T6, R, L2, D, L3, O1, O2, O3, O4, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-3, Run: 089, P, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 1, 0, 0, 2, 2, 1, 1, 0, 44, 0, 28612, 28712, 27812, 28612, 34, 5, 3, 48947, 48425, 47887, 47413, 46972, 522, 5076, 538, 472, 439, 469, 46502, 46458, 393, 142, 108, 103, 4683, 251
INVAR-3, Run: 090, P, 1000, 0, 0, 0, 4, 64, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 17, 0, 11, 4061, 4161, 4261, 4061, 23, 6, 1, 10, 4, 0, 0, 0, 6, 3421, 4, 0, 0, 0, 0, 0, 284, 38, 11, 1, 3120, 235
INVAR-3, Run: 091, P, 0, 0, 0, 1000, 3, 76, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 13, 0, 7, 9595, 9695, 8795, 9595, 21, 6, 8, 68, 27, 14, 5, 2, 41, 4002, 13, 9, 3, 1, 1, 1, 233, 39, 15, 8, 3756, 187
INVAR-3, Run: 092, P, 1000, 0, 0, 0, 0, 91, 0, 0, 1, 31, 7, 6, 4, 2, 0, 1, 8, 0, 0, 8354, 8454, 8554, 8354, 24, 6, 2, 24887, 12427, 6155, 3052, 1498, 12453, 3945, 6266, 3099, 1552, 732, 766, 766, 227, 33, 9, 3, 3710, 194
INVAR-3, Run: 093, P, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 2, 0, 1, 1, 0, 0, 1, 0, 46, 0, 13686, 13786, 12886, 13686, 27, 5, 2, 48811, 48342, 47856, 47325, 46884, 469, 4526, 485, 530, 441, 477, 46407, 46361, 360, 134, 107, 102, 4166, 226
INVAR-3, Run: 094, P, 0, 1000, 0, 0, 0, 0, 0, 1, 100, 1, 0, 0, 0, 0, 1, 1, 0, 48, 0, 4101, 3201, 3301, 4101, 14, 5, 0, 49198, 48717, 48223, 47770, 47267, 481, 3293, 494, 453, 503, 465, 46801, 46753, 275, 119, 105, 100, 3018, 156
INVAR-3, Run: 095, P, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 0, 1, 0, 0, 0, 0, 1, 0, 49, 0, 25856, 25956, 25056, 25856, 15, 5, 0, 49336, 48801, 48310, 47822, 47326, 534, 4600, 491, 488, 496, 481, 46845, 46796, 272, 120, 105, 100, 4328, 152
INVAR-3, Run: 096, P, 0, 1000, 0, 0, 0, 0, 0, 1, 100, 1, 0, 1, 1, 1, 0, 1, 0, 46, 0, 6192, 5292, 5392, 6192, 32, 5, 0, 48793, 48303, 47828, 47361, 46901, 490, 3733, 474, 466, 459, 481, 46420, 46374, 307, 137, 105, 100, 3426, 170
INVAR-3, Run: 097, P, 0, 0, 0, 1000, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6218, 6318, 5418, 6218, 24, 6, 1, 1, 0, 0, 0, 0, 1, 3327, 0, 0, 0, 0, 0, 0, 179, 32, 8, 1, 3148, 147
INVAR-3, Run: 098, P, 0, 0, 0, 1000, 0, 0, 0, 1, 100, 0, 1, 1, 1, 1, 1, 1, 0, 45, 0, 4116, 4216, 3316, 4116, 14, 5, 1, 49073, 48568, 48083, 47603, 47114, 504, 3546, 484, 479, 488, 498, 46615, 46570, 288, 120, 106, 101, 3258, 168
INVAR-3, Run: 099, P, 1000, 0, 0, 0, 0, 77, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 19, 0, 3, 50609, 50709, 50809, 50609, 19, 6, 0, 0, 0, 0, 0, 0, 0, 4997, 0, 0, 0, 0, 0, 0, 210, 26, 7, 0, 4768, 181
INVAR-3, Run: 100, P, 0, 1000, 0, 0, 0, 92, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 1, 9389, 8489, 8589, 9389, 20, 6, 0, 0, 0, 0, 0, 0, 0, 3550, 0, 0, 0, 0, 0, 0, 199, 27, 7, 0, 3345, 171
