Input Number, Run_Number, Result@ 100, X, Y, Z, NEW_REACTION, Reaction1
INVAR-3, Run: 098, P, 124, 0, 116, 120, 116
INVAR-3, Run: 099, P, 102, 0, 116, 98, 116
INVAR-3, Run: 100, P, 99, 0, 116, 95, 116
INVAR-30, Run: 001, P, 0, 6, 95, 95, 95
INVAR-30, Run: 002, P, 0, 3, 98, 98, 98
INVAR-30, Run: 003, P, 1, 0, 101, 102, 101
INVAR-30, Run: 004, P, 0, 16, 85, 85, 85
INVAR-30, Run: 005, P, 22, 0, 101, 123, 101
INVAR-30, Run: 006, P, 0, 3, 98, 98, 98
INVAR-30, Run: 007, P, 1, 0, 101, 102, 101
INVAR-30, Run: 008, P, 0, 10, 91, 91, 91
INVAR-30, Run: 009, P, 0, 10, 91, 91, 91
INVAR-30, Run: 010, P, 18, 0, 101, 119, 101
INVAR-30, Run: 011, P, 16, 0, 101, 117, 101
INVAR-30, Run: 012, P, 0, 2, 99, 99, 99
INVAR-30, Run: 013, P, 12, 0, 101, 113, 101
INVAR-30, Run: 014, P, 6, 0, 101, 107, 101
INVAR-30, Run: 015, P, 9, 0, 101, 110, 101
INVAR-30, Run: 016, P, 0, 13, 88, 88, 88
INVAR-30, Run: 017, P, 5, 0, 101, 106, 101
INVAR-30, Run: 018, P, 0, 4, 97, 97, 97
INVAR-30, Run: 019, P, 6, 0, 101, 107, 101
INVAR-30, Run: 020, P, 0, 1, 100, 100, 100
INVAR-30, Run: 021, P, 21, 0, 101, 122, 101
INVAR-30, Run: 022, P, 5, 0, 101, 106, 101
INVAR-30, Run: 023, P, 10, 0, 101, 111, 101
INVAR-30, Run: 024, P, 0, 4, 97, 97, 97
INVAR-30, Run: 025, P, 1, 1, 100, 101, 100
INVAR-30, Run: 026, P, 0, 11, 90, 90, 90
INVAR-30, Run: 027, P, 2, 3, 98, 100, 98
INVAR-30, Run: 028, P, 0, 5, 96, 96, 96
INVAR-30, Run: 029, P, 0, 3, 98, 98, 98
INVAR-30, Run: 030, P, 1, 3, 98, 99, 98
INVAR-30, Run: 031, P, 0, 6, 95, 95, 95
INVAR-30, Run: 032, P, 0, 21, 80, 80, 80
INVAR-30, Run: 033, P, 3, 0, 101, 104, 101
INVAR-30, Run: 034, P, 0, 5, 96, 96, 96
INVAR-30, Run: 035, P, 4, 0, 101, 105, 101
INVAR-30, Run: 036, P, 0, 2, 99, 99, 99
INVAR-30, Run: 037, P, 6, 0, 101, 107, 101
INVAR-30, Run: 038, P, 0, 2, 99, 99, 99
INVAR-30, Run: 039, P, 14, 0, 101, 115, 101
INVAR-30, Run: 040, P, 2, 0, 101, 103, 101
INVAR-30, Run: 041, P, 0, 4, 97, 97, 97
INVAR-30, Run: 042, P, 12, 0, 101, 113, 101
INVAR-30, Run: 043, P, 4, 0, 101, 105, 101
INVAR-30, Run: 044, P, 0, 25, 76, 76, 76
INVAR-30, Run: 045, P, 4, 0, 101, 105, 101
INVAR-30, Run: 046, P, 0, 3, 98, 98, 98
INVAR-30, Run: 047, P, 0, 9, 92, 92, 92
INVAR-30, Run: 048, P, 0, 12, 89, 89, 89
INVAR-30, Run: 049, P, 7, 0, 101, 108, 101
INVAR-30, Run: 050, P, 2, 0, 101, 103, 101
INVAR-30, Run: 051, P, 0, 0, 101, 101, 101
INVAR-30, Run: 052, P, 1, 0, 101, 102, 101
INVAR-30, Run: 053, P, 0, 26, 75, 75, 75
INVAR-30, Run: 054, P, 3, 0, 101, 104, 101
INVAR-30, Run: 055, P, 11, 0, 101, 112, 101
INVAR-30, Run: 056, P, 0, 14, 87, 87, 87
INVAR-30, Run: 057, P, 2, 0, 101, 103, 101
INVAR-30, Run: 058, P, 1, 0, 101, 102, 101
INVAR-30, Run: 059, P, 0, 6, 95, 95, 95
INVAR-30, Run: 060, P, 0, 8, 93, 93, 93
INVAR-30, Run: 061, P, 13, 0, 101, 114, 101
INVAR-30, Run: 062, P, 0, 1, 100, 100, 100
INVAR-30, Run: 063, P, 2, 0, 101, 103, 101
INVAR-30, Run: 064, P, 0, 6, 95, 95, 95
INVAR-30, Run: 065, P, 0, 17, 84, 84, 84
INVAR-30, Run: 066, P, 0, 16, 85, 85, 85
INVAR-30, Run: 067, P, 0, 7, 94, 94, 94
INVAR-30, Run: 068, P, 6, 0, 101, 107, 101
INVAR-30, Run: 069, P, 1, 3, 98, 99, 98
INVAR-30, Run: 070, P, 0, 21, 80, 80, 80
INVAR-30, Run: 071, P, 4, 0, 101, 105, 101
INVAR-30, Run: 072, P, 0, 9, 92, 92, 92
INVAR-30, Run: 073, P, 11, 0, 101, 112, 101
INVAR-30, Run: 074, P, 1, 3, 98, 99, 98
INVAR-30, Run: 075, P, 0, 6, 95, 95, 95
INVAR-30, Run: 076, P, 0, 1, 100, 100, 100
INVAR-30, Run: 077, P, 9, 0, 101, 110, 101
INVAR-30, Run: 078, P, 22, 0, 101, 123, 101
INVAR-30, Run: 079, P, 0, 1, 100, 100, 100
INVAR-30, Run: 080, P, 1, 2, 99, 100, 99
INVAR-30, Run: 081, P, 0, 13, 88, 88, 88
INVAR-30, Run: 082, P, 0, 4, 97, 97, 97
INVAR-30, Run: 083, P, 0, 4, 97, 97, 97
INVAR-30, Run: 084, P, 0, 15, 86, 86, 86
INVAR-30, Run: 085, P, 0, 2, 99, 99, 99
INVAR-30, Run: 086, P, 0, 15, 86, 86, 86
INVAR-30, Run: 087, P, 0, 1, 100, 100, 100
INVAR-30, Run: 088, P, 36, 0, 101, 137, 101
INVAR-30, Run: 089, P, 15, 0, 101, 116, 101
INVAR-30, Run: 090, P, 0, 10, 91, 91, 91
INVAR-30, Run: 091, P, 0, 2, 99, 99, 99
INVAR-30, Run: 092, P, 5, 0, 101, 106, 101
INVAR-30, Run: 093, P, 0, 3, 98, 98, 98
INVAR-30, Run: 094, P, 0, 17, 84, 84, 84
INVAR-30, Run: 095, P, 0, 16, 85, 85, 85
INVAR-30, Run: 096, P, 4, 0, 101, 105, 101
INVAR-30, Run: 097, P, 0, 2, 99, 99, 99
INVAR-30, Run: 098, P, 8, 0, 101, 109, 101
INVAR-30, Run: 099, P, 0, 1, 100, 100, 100
INVAR-30, Run: 100, P, 0, 0, 101, 101, 101
INVAR-31, Run: 001, P, 101, 0, 0, 101, 0
INVAR-31, Run: 002, P, 99, 0, 0, 99, 0
INVAR-31, Run: 003, P, 104, 0, 0, 104, 0
INVAR-31, Run: 004, P, 106, 0, 0, 106, 0
INVAR-31, Run: 005, P, 80, 0, 0, 80, 0
INVAR-31, Run: 006, P, 103, 0, 0, 103, 0
INVAR-31, Run: 007, P, 109, 0, 0, 109, 0
INVAR-31, Run: 008, P, 100, 0, 0, 100, 0
INVAR-31, Run: 009, P, 103, 0, 0, 103, 0
INVAR-31, Run: 010, P, 106, 0, 0, 106, 0
INVAR-31, Run: 011, P, 118, 0, 0, 118, 0
INVAR-31, Run: 012, P, 107, 0, 0, 107, 0
INVAR-31, Run: 013, P, 121, 0, 0, 121, 0
INVAR-31, Run: 014, P, 96, 0, 0, 96, 0
INVAR-31, Run: 015, P, 100, 0, 0, 100, 0
INVAR-31, Run: 016, P, 93, 0, 0, 93, 0
INVAR-31, Run: 017, P, 102, 0, 0, 102, 0
INVAR-31, Run: 018, P, 113, 0, 0, 113, 0
INVAR-31, Run: 019, P, 104, 0, 0, 104, 0
INVAR-31, Run: 020, P, 105, 0, 0, 105, 0
INVAR-31, Run: 021, P, 96, 0, 0, 96, 0
INVAR-31, Run: 022, P, 85, 0, 0, 85, 0
INVAR-31, Run: 023, P, 97, 0, 0, 97, 0
INVAR-31, Run: 024, P, 103, 0, 0, 103, 0
INVAR-31, Run: 025, P, 109, 0, 0, 109, 0
INVAR-31, Run: 026, P, 102, 0, 0, 102, 0
INVAR-31, Run: 027, P, 96, 0, 0, 96, 0
INVAR-31, Run: 028, P, 87, 0, 0, 87, 0
INVAR-31, Run: 029, P, 106, 0, 0, 106, 0
INVAR-31, Run: 030, P, 95, 0, 0, 95, 0
INVAR-31, Run: 031, P, 97, 0, 0, 97, 0
INVAR-31, Run: 032, P, 109, 0, 0, 109, 0
INVAR-31, Run: 033, P, 106, 0, 0, 106, 0
INVAR-31, Run: 034, P, 105, 0, 0, 105, 0
INVAR-31, Run: 035, P, 87, 0, 0, 87, 0
INVAR-31, Run: 036, P, 74, 0, 0, 74, 0
INVAR-31, Run: 037, P, 96, 0, 0, 96, 0
INVAR-31, Run: 038, P, 102, 0, 0, 102, 0
INVAR-31, Run: 039, P, 91, 0, 0, 91, 0
INVAR-31, Run: 040, P, 105, 0, 0, 105, 0
INVAR-31, Run: 041, P, 104, 0, 0, 104, 0
INVAR-31, Run: 042, P, 104, 0, 0, 104, 0
INVAR-31, Run: 043, P, 94, 0, 0, 94, 0
INVAR-31, Run: 044, P, 92, 0, 0, 92, 0
INVAR-31, Run: 045, P, 94, 0, 0, 94, 0
INVAR-31, Run: 046, P, 98, 0, 0, 98, 0
INVAR-31, Run: 047, P, 118, 0, 0, 118, 0
INVAR-31, Run: 048, P, 102, 0, 0, 102, 0
INVAR-31, Run: 049, P, 128, 0, 0, 128, 0
INVAR-31, Run: 050, P, 99, 0, 0, 99, 0
INVAR-31, Run: 051, P, 102, 0, 0, 102, 0
INVAR-31, Run: 052, P, 78, 0, 0, 78, 0
INVAR-31, Run: 053, P, 104, 0, 0, 104, 0
INVAR-31, Run: 054, P, 95, 0, 0, 95, 0
INVAR-31, Run: 055, P, 97, 0, 0, 97, 0
INVAR-31, Run: 056, P, 103, 0, 0, 103, 0
INVAR-31, Run: 057, P, 96, 0, 0, 96, 0
INVAR-31, Run: 058, P, 111, 0, 0, 111, 0
INVAR-31, Run: 059, P, 96, 0, 0, 96, 0
INVAR-31, Run: 060, P, 84, 0, 0, 84, 0
INVAR-31, Run: 061, P, 91, 0, 0, 91, 0
INVAR-31, Run: 062, P, 74, 0, 0, 74, 0
INVAR-31, Run: 063, P, 104, 0, 0, 104, 0
INVAR-31, Run: 064, P, 89, 0, 0, 89, 0
INVAR-31, Run: 065, P, 112, 0, 0, 112, 0
INVAR-31, Run: 066, P, 96, 0, 0, 96, 0
INVAR-31, Run: 067, P, 100, 0, 0, 100, 0
INVAR-31, Run: 068, P, 101, 0, 0, 101, 0
INVAR-31, Run: 069, P, 92, 0, 0, 92, 0
INVAR-31, Run: 070, P, 93, 0, 0, 93, 0
INVAR-31, Run: 071, P, 94, 0, 0, 94, 0
INVAR-31, Run: 072, P, 86, 0, 0, 86, 0
INVAR-31, Run: 073, P, 98, 0, 0, 98, 0
INVAR-31, Run: 074, P, 82, 0, 0, 82, 0
INVAR-31, Run: 075, P, 111, 0, 0, 111, 0
INVAR-31, Run: 076, P, 93, 0, 0, 93, 0
INVAR-31, Run: 077, P, 108, 0, 0, 108, 0
INVAR-31, Run: 078, P, 99, 0, 0, 99, 0
INVAR-31, Run: 079, P, 91, 0, 0, 91, 0
INVAR-31, Run: 080, P, 86, 0, 0, 86, 0
INVAR-31, Run: 081, P, 92, 0, 0, 92, 0
INVAR-31, Run: 082, P, 95, 0, 0, 95, 0
INVAR-31, Run: 083, P, 95, 0, 0, 95, 0
INVAR-31, Run: 084, P, 103, 0, 0, 103, 0
INVAR-31, Run: 085, P, 101, 0, 0, 101, 0
INVAR-31, Run: 086, P, 121, 0, 0, 121, 0
INVAR-31, Run: 087, P, 101, 0, 0, 101, 0
INVAR-31, Run: 088, P, 94, 0, 0, 94, 0
INVAR-31, Run: 089, P, 113, 0, 0, 113, 0
INVAR-31, Run: 090, P, 125, 0, 0, 125, 0
INVAR-31, Run: 091, P, 86, 0, 0, 86, 0
INVAR-31, Run: 092, P, 114, 0, 0, 114, 0
INVAR-31, Run: 093, P, 80, 0, 0, 80, 0
INVAR-31, Run: 094, P, 87, 0, 0, 87, 0
INVAR-31, Run: 095, P, 96, 0, 0, 96, 0
INVAR-31, Run: 096, P, 94, 0, 0, 94, 0
INVAR-31, Run: 097, P, 118, 0, 0, 118, 0
INVAR-31, Run: 098, P, 107, 0, 0, 107, 0
INVAR-31, Run: 099, P, 99, 0, 0, 99, 0
INVAR-31, Run: 100, P, 106, 0, 0, 106, 0
INVAR-32, Run: 001, P, 46, 0, 50, 96, 50
INVAR-32, Run: 002, P, 46, 0, 50, 96, 50
INVAR-32, Run: 003, P, 48, 0, 50, 98, 50
INVAR-32, Run: 004, P, 65, 0, 50, 115, 50
INVAR-32, Run: 005, P, 41, 0, 50, 91, 50
INVAR-32, Run: 006, P, 50, 0, 50, 100, 50
INVAR-32, Run: 007, P, 48, 0, 50, 98, 50
INVAR-32, Run: 008, P, 38, 0, 50, 88, 50
INVAR-32, Run: 009, P, 57, 0, 50, 107, 50
INVAR-32, Run: 010, P, 57, 0, 50, 107, 50
INVAR-32, Run: 011, P, 36, 0, 50, 86, 50
INVAR-32, Run: 012, P, 58, 0, 50, 108, 50
INVAR-32, Run: 013, P, 44, 0, 50, 94, 50
INVAR-32, Run: 014, P, 59, 0, 50, 109, 50
INVAR-32, Run: 015, P, 45, 0, 50, 95, 50
INVAR-32, Run: 016, P, 40, 0, 50, 90, 50
INVAR-32, Run: 017, P, 43, 0, 50, 93, 50
INVAR-32, Run: 018, P, 48, 0, 50, 98, 50
INVAR-32, Run: 019, P, 65, 0, 50, 115, 50
INVAR-32, Run: 020, P, 39, 0, 50, 89, 50
INVAR-32, Run: 021, P, 48, 0, 50, 98, 50
INVAR-32, Run: 022, P, 63, 0, 50, 113, 50
INVAR-32, Run: 023, P, 49, 0, 50, 99, 50
INVAR-32, Run: 024, P, 52, 0, 50, 102, 50
INVAR-32, Run: 025, P, 51, 0, 50, 101, 50
INVAR-32, Run: 026, P, 27, 0, 50, 77, 50
INVAR-32, Run: 027, P, 47, 0, 50, 97, 50
INVAR-32, Run: 028, P, 52, 0, 50, 102, 50
INVAR-32, Run: 029, P, 47, 0, 50, 97, 50
INVAR-32, Run: 030, P, 53, 0, 50, 103, 50
INVAR-32, Run: 031, P, 47, 0, 50, 97, 50
INVAR-32, Run: 032, P, 43, 0, 50, 93, 50
INVAR-32, Run: 033, P, 51, 0, 50, 101, 50
INVAR-32, Run: 034, P, 34, 0, 50, 84, 50
INVAR-32, Run: 035, P, 44, 0, 50, 94, 50
INVAR-32, Run: 036, P, 56, 0, 50, 106, 50
INVAR-32, Run: 037, P, 46, 0, 50, 96, 50
INVAR-32, Run: 038, P, 53, 0, 50, 103, 50
INVAR-32, Run: 039, P, 27, 0, 50, 77, 50
INVAR-32, Run: 040, P, 47, 0, 50, 97, 50
INVAR-32, Run: 041, P, 60, 0, 50, 110, 50
INVAR-32, Run: 042, P, 62, 0, 50, 112, 50
INVAR-32, Run: 043, P, 42, 0, 50, 92, 50
INVAR-32, Run: 044, P, 58, 0, 50, 108, 50
INVAR-32, Run: 045, P, 47, 0, 50, 97, 50
INVAR-32, Run: 046, P, 56, 0, 50, 106, 50
INVAR-32, Run: 047, P, 61, 0, 50, 111, 50
INVAR-32, Run: 048, P, 73, 0, 50, 123, 50
INVAR-32, Run: 049, P, 45, 0, 50, 95, 50
INVAR-32, Run: 050, P, 50, 0, 50, 100, 50
INVAR-32, Run: 051, P, 39, 0, 50, 89, 50
INVAR-32, Run: 052, P, 57, 0, 50, 107, 50
INVAR-32, Run: 053, P, 49, 0, 50, 99, 50
INVAR-32, Run: 054, P, 43, 0, 50, 93, 50
INVAR-32, Run: 055, P, 47, 0, 50, 97, 50
INVAR-32, Run: 056, P, 53, 0, 50, 103, 50
INVAR-32, Run: 057, P, 60, 0, 50, 110, 50
INVAR-32, Run: 058, P, 43, 0, 50, 93, 50
INVAR-32, Run: 059, P, 52, 0, 50, 102, 50
INVAR-32, Run: 060, P, 48, 0, 50, 98, 50
INVAR-32, Run: 061, P, 50, 0, 50, 100, 50
INVAR-32, Run: 062, P, 46, 0, 50, 96, 50
INVAR-32, Run: 063, P, 56, 0, 50, 106, 50
INVAR-32, Run: 064, P, 48, 0, 50, 98, 50
INVAR-32, Run: 065, P, 56, 0, 50, 106, 50
INVAR-32, Run: 066, P, 66, 0, 50, 116, 50
INVAR-32, Run: 067, P, 53, 0, 50, 103, 50
INVAR-32, Run: 068, P, 36, 0, 50, 86, 50
INVAR-32, Run: 069, P, 73, 0, 50, 123, 50
INVAR-32, Run: 070, P, 41, 0, 50, 91, 50
INVAR-32, Run: 071, P, 51, 0, 50, 101, 50
INVAR-32, Run: 072, P, 29, 0, 50, 79, 50
INVAR-32, Run: 073, P, 32, 0, 50, 82, 50
INVAR-32, Run: 074, P, 56, 0, 50, 106, 50
INVAR-32, Run: 075, P, 58, 0, 50, 108, 50
INVAR-32, Run: 076, P, 53, 0, 50, 103, 50
INVAR-32, Run: 077, P, 32, 0, 50, 82, 50
INVAR-32, Run: 078, P, 62, 0, 50, 112, 50
INVAR-32, Run: 079, P, 63, 0, 50, 113, 50
INVAR-32, Run: 080, P, 47, 0, 50, 97, 50
INVAR-32, Run: 081, P, 68, 0, 50, 118, 50
INVAR-32, Run: 082, P, 41, 0, 50, 91, 50
INVAR-32, Run: 083, P, 62, 0, 50, 112, 50
INVAR-32, Run: 084, P, 35, 0, 50, 85, 50
INVAR-32, Run: 085, P, 50, 0, 50, 100, 50
INVAR-32, Run: 086, P, 48, 0, 50, 98, 50
INVAR-32, Run: 087, P, 42, 0, 50, 92, 50
INVAR-32, Run: 088, P, 50, 0, 50, 100, 50
INVAR-32, Run: 089, P, 62, 0, 50, 112, 50
INVAR-32, Run: 090, P, 67, 0, 50, 117, 50
INVAR-32, Run: 091, P, 63, 0, 50, 113, 50
INVAR-32, Run: 092, P, 32, 0, 50, 82, 50
INVAR-32, Run: 093, P, 52, 0, 50, 102, 50
INVAR-32, Run: 094, P, 54, 0, 50, 104, 50
INVAR-32, Run: 095, P, 48, 0, 50, 98, 50
INVAR-32, Run: 096, P, 54, 0, 50, 104, 50
INVAR-32, Run: 097, P, 50, 0, 50, 100, 50
INVAR-32, Run: 098, P, 49, 0, 50, 99, 50
INVAR-32, Run: 099, P, 47, 0, 50, 97, 50
INVAR-32, Run: 100, P, 36, 0, 50, 86, 50
INVAR-33, Run: 001, P, 1, 9, 91, 92, 91
INVAR-33, Run: 002, P, 0, 2, 98, 98, 98
INVAR-33, Run: 003, P, 0, 9, 91, 91, 91
INVAR-33, Run: 004, P, 7, 0, 100, 107, 100
INVAR-33, Run: 005, P, 0, 14, 86, 86, 86
INVAR-33, Run: 006, P, 14, 0, 100, 114, 100
INVAR-33, Run: 007, P, 10, 0, 100, 110, 100
INVAR-33, Run: 008, P, 0, 2, 98, 98, 98
INVAR-33, Run: 009, P, 2, 0, 100, 102, 100
INVAR-33, Run: 010, P, 3, 0, 100, 103, 100
INVAR-33, Run: 011, P, 8, 0, 100, 108, 100
INVAR-33, Run: 012, P, 2, 0, 100, 102, 100
INVAR-33, Run: 013, P, 0, 4, 96, 96, 96
INVAR-33, Run: 014, P, 0, 13, 87, 87, 87
INVAR-33, Run: 015, P, 0, 18, 82, 82, 82
INVAR-33, Run: 016, P, 2, 1, 99, 101, 99
INVAR-33, Run: 017, P, 0, 7, 93, 93, 93
INVAR-33, Run: 018, P, 7, 0, 100, 107, 100
INVAR-33, Run: 019, P, 0, 5, 95, 95, 95
INVAR-33, Run: 020, P, 0, 15, 85, 85, 85
INVAR-33, Run: 021, P, 1, 1, 99, 100, 99
INVAR-33, Run: 022, P, 7, 0, 100, 107, 100
INVAR-33, Run: 023, P, 0, 17, 83, 83, 83
INVAR-33, Run: 024, P, 0, 0, 100, 100, 100
INVAR-33, Run: 025, P, 0, 5, 95, 95, 95
INVAR-33, Run: 026, P, 1, 1, 99, 100, 99
INVAR-33, Run: 027, P, 0, 2, 98, 98, 98
INVAR-33, Run: 028, P, 1, 2, 98, 99, 98
INVAR-33, Run: 029, P, 0, 9, 91, 91, 91
INVAR-33, Run: 030, P, 0, 4, 96, 96, 96
INVAR-33, Run: 031, P, 2, 0, 100, 102, 100
INVAR-33, Run: 032, P, 0, 5, 95, 95, 95
INVAR-33, Run: 033, P, 0, 21, 79, 79, 79
INVAR-33, Run: 034, P, 0, 8, 92, 92, 92
INVAR-33, Run: 035, P, 2, 0, 100, 102, 100
INVAR-33, Run: 036, P, 0, 2, 98, 98, 98
INVAR-33, Run: 037, P, 0, 1, 99, 99, 99
INVAR-33, Run: 038, P, 2, 0, 100, 102, 100
INVAR-33, Run: 039, P, 0, 3, 97, 97, 97
INVAR-33, Run: 040, P, 0, 1, 99, 99, 99
INVAR-33, Run: 041, P, 5, 0, 100, 105, 100
INVAR-33, Run: 042, P, 0, 7, 93, 93, 93
INVAR-33, Run: 043, P, 1, 0, 100, 101, 100
INVAR-33, Run: 044, P, 0, 4, 96, 96, 96
INVAR-33, Run: 045, P, 0, 6, 94, 94, 94
INVAR-33, Run: 046, P, 0, 7, 93, 93, 93
INVAR-33, Run: 047, P, 9, 0, 100, 109, 100
INVAR-33, Run: 048, P, 0, 9, 91, 91, 91
INVAR-33, Run: 049, P, 2, 0, 100, 102, 100
INVAR-33, Run: 050, P, 0, 6, 94, 94, 94
INVAR-33, Run: 051, P, 6, 0, 100, 106, 100
INVAR-33, Run: 052, P, 14, 0, 100, 114, 100
INVAR-33, Run: 053, P, 0, 7, 93, 93, 93
INVAR-33, Run: 054, P, 4, 0, 100, 104, 100
INVAR-33, Run: 055, P, 8, 0, 100, 108, 100
INVAR-33, Run: 056, P, 8, 0, 100, 108, 100
INVAR-33, Run: 057, P, 16, 0, 100, 116, 100
INVAR-33, Run: 058, P, 0, 13, 87, 87, 87
INVAR-33, Run: 059, P, 1, 3, 97, 98, 97
INVAR-33, Run: 060, P, 15, 0, 100, 115, 100
INVAR-33, Run: 061, P, 0, 2, 98, 98, 98
INVAR-33, Run: 062, P, 1, 2, 98, 99, 98
INVAR-33, Run: 063, P, 0, 3, 97, 97, 97
INVAR-33, Run: 064, P, 12, 0, 100, 112, 100
INVAR-33, Run: 065, P, 0, 17, 83, 83, 83
INVAR-33, Run: 066, P, 1, 3, 97, 98, 97
INVAR-33, Run: 067, P, 8, 0, 100, 108, 100
INVAR-33, Run: 068, P, 9, 0, 100, 109, 100
INVAR-33, Run: 069, P, 1, 4, 96, 97, 96
INVAR-33, Run: 070, P, 0, 7, 93, 93, 93
INVAR-33, Run: 071, P, 0, 9, 91, 91, 91
INVAR-33, Run: 072, P, 0, 11, 89, 89, 89
INVAR-33, Run: 073, P, 1, 0, 100, 101, 100
INVAR-33, Run: 074, P, 25, 0, 100, 125, 100
INVAR-33, Run: 075, P, 0, 1, 99, 99, 99
INVAR-33, Run: 076, P, 6, 0, 100, 106, 100
INVAR-33, Run: 077, P, 0, 6, 94, 94, 94
INVAR-33, Run: 078, P, 9, 0, 100, 109, 100
INVAR-33, Run: 079, P, 0, 13, 87, 87, 87
INVAR-33, Run: 080, P, 3, 0, 100, 103, 100
INVAR-33, Run: 081, P, 19, 0, 100, 119, 100
INVAR-33, Run: 082, P, 3, 0, 100, 103, 100
INVAR-33, Run: 083, P, 21, 0, 100, 121, 100
INVAR-33, Run: 084, P, 0, 5, 95, 95, 95
INVAR-33, Run: 085, P, 0, 2, 98, 98, 98
INVAR-33, Run: 086, P, 0, 6, 94, 94, 94
INVAR-33, Run: 087, P, 0, 10, 90, 90, 90
INVAR-33, Run: 088, P, 1, 0, 100, 101, 100
INVAR-33, Run: 089, P, 1, 0, 100, 101, 100
INVAR-33, Run: 090, P, 0, 3, 97, 97, 97
INVAR-33, Run: 091, P, 5, 0, 100, 105, 100
INVAR-33, Run: 092, P, 6, 0, 100, 106, 100
INVAR-33, Run: 093, P, 0, 21, 79, 79, 79
INVAR-33, Run: 094, P, 0, 2, 98, 98, 98
INVAR-33, Run: 095, P, 0, 4, 96, 96, 96
INVAR-33, Run: 096, P, 2, 0, 100, 102, 100
INVAR-33, Run: 097, P, 0, 5, 95, 95, 95
INVAR-33, Run: 098, P, 0, 2, 98, 98, 98
INVAR-33, Run: 099, P, 1, 3, 97, 98, 97
INVAR-33, Run: 100, P, 0, 7, 93, 93, 93
INVAR-34, Run: 001, P, 0, 104, 96, 96, 96
INVAR-34, Run: 002, P, 0, 103, 97, 97, 97
INVAR-34, Run: 003, P, 0, 101, 99, 99, 99
INVAR-34, Run: 004, P, 0, 98, 102, 102, 102
INVAR-34, Run: 005, P, 0, 100, 100, 100, 100
INVAR-34, Run: 006, P, 0, 97, 103, 103, 103
INVAR-34, Run: 007, P, 0, 110, 90, 90, 90
INVAR-34, Run: 008, P, 0, 90, 110, 110, 110
INVAR-34, Run: 009, P, 0, 102, 98, 98, 98
INVAR-34, Run: 010, P, 0, 109, 91, 91, 91
INVAR-34, Run: 011, P, 0, 112, 88, 88, 88
INVAR-34, Run: 012, P, 1, 92, 108, 109, 108
INVAR-34, Run: 013, P, 0, 118, 82, 82, 82
INVAR-34, Run: 014, P, 0, 107, 93, 93, 93
INVAR-34, Run: 015, P, 0, 98, 102, 102, 102
INVAR-34, Run: 016, P, 0, 115, 85, 85, 85
INVAR-34, Run: 017, P, 1, 105, 95, 96, 95
INVAR-34, Run: 018, P, 0, 100, 100, 100, 100
INVAR-34, Run: 019, P, 0, 99, 101, 101, 101
INVAR-34, Run: 020, P, 0, 96, 104, 104, 104
INVAR-34, Run: 021, P, 0, 113, 87, 87, 87
INVAR-34, Run: 022, P, 0, 119, 81, 81, 81
INVAR-34, Run: 023, P, 0, 106, 94, 94, 94
INVAR-34, Run: 024, P, 0, 108, 92, 92, 92
INVAR-34, Run: 025, P, 0, 108, 92, 92, 92
INVAR-34, Run: 026, P, 0, 120, 80, 80, 80
INVAR-34, Run: 027, P, 0, 88, 112, 112, 112
INVAR-34, Run: 028, P, 0, 82, 118, 118, 118
INVAR-34, Run: 029, P, 0, 95, 105, 105, 105
INVAR-34, Run: 030, P, 0, 101, 99, 99, 99
INVAR-34, Run: 031, P, 0, 94, 106, 106, 106
INVAR-34, Run: 032, P, 0, 113, 87, 87, 87
INVAR-34, Run: 033, P, 0, 100, 100, 100, 100
INVAR-34, Run: 034, P, 0, 87, 113, 113, 113
INVAR-34, Run: 035, P, 0, 99, 101, 101, 101
INVAR-34, Run: 036, P, 0, 100, 100, 100, 100
INVAR-34, Run: 037, P, 0, 109, 91, 91, 91
INVAR-34, Run: 038, P, 0, 114, 86, 86, 86
INVAR-34, Run: 039, P, 0, 97, 103, 103, 103
INVAR-34, Run: 040, P, 0, 109, 91, 91, 91
INVAR-34, Run: 041, P, 0, 123, 77, 77, 77
INVAR-34, Run: 042, P, 0, 98, 102, 102, 102
INVAR-34, Run: 043, P, 0, 98, 102, 102, 102
INVAR-34, Run: 044, P, 0, 97, 103, 103, 103
INVAR-34, Run: 045, P, 0, 84, 116, 116, 116
INVAR-34, Run: 046, P, 0, 96, 104, 104, 104
INVAR-34, Run: 047, P, 0, 106, 94, 94, 94
INVAR-34, Run: 048, P, 0, 100, 100, 100, 100
INVAR-34, Run: 049, P, 0, 95, 105, 105, 105
INVAR-34, Run: 050, P, 0, 94, 106, 106, 106
INVAR-34, Run: 051, P, 0, 105, 95, 95, 95
INVAR-34, Run: 052, P, 0, 106, 94, 94, 94
INVAR-34, Run: 053, P, 0, 99, 101, 101, 101
INVAR-34, Run: 054, P, 0, 89, 111, 111, 111
INVAR-34, Run: 055, P, 0, 105, 95, 95, 95
INVAR-34, Run: 056, P, 0, 111, 89, 89, 89
INVAR-34, Run: 057, P, 0, 110, 90, 90, 90
INVAR-34, Run: 058, P, 0, 95, 105, 105, 105
INVAR-34, Run: 059, P, 0, 95, 105, 105, 105
INVAR-34, Run: 060, P, 0, 94, 106, 106, 106
INVAR-34, Run: 061, P, 0, 96, 104, 104, 104
INVAR-34, Run: 062, P, 0, 106, 94, 94, 94
