Input Number, Run_Number, Result@ 100, cpd00022_c0_, cpd00089_c0_, cpd00290_c0_, cpd00079_c0_, cpd00008_c0_, cpd00061_c0_, cpd00067_c0_, cpd00002_c0_, cpd00020_c0_, cpd00009_c0_, cpd00010_c0_, cpd00029_c0_, cpd00169_c0_, cpd11620_c0_, cpd00001_c0_, cpd00102_c0_, cpd11621_c0_, cpd00072_c0_, cpd00095_c0_, cpd00003_c0_, cpd00004_c0_, cpd00203_c0_, cpd00482_c0_
INVAR-1, Run: 001, F, 0, 80, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 20, 0, 0, 50, 50, 0
INVAR-1, Run: 002, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 003, F, 0, 69, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 31, 0, 0, 50, 50, 0
INVAR-1, Run: 004, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 005, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 006, F, 0, 78, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 22, 0, 0, 50, 50, 0
INVAR-1, Run: 007, F, 0, 77, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 23, 0, 0, 50, 50, 0
INVAR-1, Run: 008, F, 0, 78, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 22, 0, 0, 50, 50, 0
INVAR-1, Run: 009, F, 0, 74, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 26, 0, 0, 50, 50, 0
INVAR-1, Run: 010, F, 0, 75, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 25, 0, 0, 50, 50, 0
INVAR-1, Run: 011, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 012, F, 0, 74, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 26, 0, 0, 50, 50, 0
INVAR-1, Run: 013, F, 0, 77, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 23, 0, 0, 50, 50, 0
INVAR-1, Run: 014, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 015, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 016, F, 0, 74, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 26, 0, 0, 50, 50, 0
INVAR-1, Run: 017, F, 0, 68, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 32, 0, 0, 50, 50, 0
INVAR-1, Run: 018, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 019, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 020, F, 0, 70, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 30, 0, 0, 50, 50, 0
INVAR-1, Run: 021, F, 0, 83, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 17, 0, 0, 50, 50, 0
INVAR-1, Run: 022, F, 0, 68, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 32, 0, 0, 50, 50, 0
INVAR-1, Run: 023, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 024, F, 0, 73, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 27, 0, 0, 50, 50, 0
INVAR-1, Run: 025, F, 0, 82, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 18, 0, 0, 50, 50, 0
INVAR-1, Run: 026, F, 0, 74, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 26, 0, 0, 50, 50, 0
INVAR-1, Run: 027, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 028, F, 0, 78, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 22, 0, 0, 50, 50, 0
INVAR-1, Run: 029, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 030, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 031, F, 0, 78, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 22, 0, 0, 50, 50, 0
INVAR-1, Run: 032, F, 0, 75, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 25, 0, 0, 50, 50, 0
INVAR-1, Run: 033, F, 0, 70, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 30, 0, 0, 50, 50, 0
INVAR-1, Run: 034, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 035, F, 0, 82, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 18, 0, 0, 50, 50, 0
INVAR-1, Run: 036, F, 0, 70, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 30, 0, 0, 50, 50, 0
INVAR-1, Run: 037, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 038, F, 0, 73, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 27, 0, 0, 50, 50, 0
INVAR-1, Run: 039, F, 0, 80, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 20, 0, 0, 50, 50, 0
INVAR-1, Run: 040, F, 0, 77, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 23, 0, 0, 50, 50, 0
INVAR-1, Run: 041, F, 0, 72, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 28, 0, 0, 50, 50, 0
INVAR-1, Run: 042, F, 0, 81, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 19, 0, 0, 50, 50, 0
INVAR-1, Run: 043, F, 0, 80, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 20, 0, 0, 50, 50, 0
INVAR-1, Run: 044, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 045, F, 0, 73, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 27, 0, 0, 50, 50, 0
INVAR-1, Run: 046, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 047, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 048, F, 0, 75, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 25, 0, 0, 50, 50, 0
INVAR-1, Run: 049, F, 0, 72, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 28, 0, 0, 50, 50, 0
INVAR-1, Run: 050, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 051, F, 0, 75, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 25, 0, 0, 50, 50, 0
INVAR-1, Run: 052, F, 0, 79, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 21, 0, 0, 50, 50, 0
INVAR-1, Run: 053, F, 0, 70, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 30, 0, 0, 50, 50, 0
INVAR-1, Run: 054, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 055, F, 0, 72, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 28, 0, 0, 50, 50, 0
INVAR-1, Run: 056, F, 0, 79, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 21, 0, 0, 50, 50, 0
INVAR-1, Run: 057, F, 0, 78, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 22, 0, 0, 50, 50, 0
INVAR-1, Run: 058, F, 0, 73, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 27, 0, 0, 50, 50, 0
INVAR-1, Run: 059, F, 0, 74, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 26, 0, 0, 50, 50, 0
INVAR-1, Run: 060, F, 0, 79, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 21, 0, 0, 50, 50, 0
INVAR-1, Run: 061, F, 0, 75, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 25, 0, 0, 50, 50, 0
INVAR-1, Run: 062, F, 0, 77, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 23, 0, 0, 50, 50, 0
INVAR-1, Run: 063, F, 0, 75, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 25, 0, 0, 50, 50, 0
INVAR-1, Run: 064, F, 0, 66, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 34, 0, 0, 50, 50, 0
INVAR-1, Run: 065, F, 0, 79, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 21, 0, 0, 50, 50, 0
INVAR-1, Run: 066, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 067, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 068, F, 0, 73, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 27, 0, 0, 50, 50, 0
INVAR-1, Run: 069, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 070, F, 0, 67, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 33, 0, 0, 50, 50, 0
INVAR-1, Run: 071, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 072, F, 0, 81, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 19, 0, 0, 50, 50, 0
INVAR-1, Run: 073, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 074, F, 0, 73, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 27, 0, 0, 50, 50, 0
INVAR-1, Run: 075, F, 0, 80, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 20, 0, 0, 50, 50, 0
INVAR-1, Run: 076, F, 0, 72, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 28, 0, 0, 50, 50, 0
INVAR-1, Run: 077, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 078, F, 0, 79, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 21, 0, 0, 50, 50, 0
INVAR-1, Run: 079, F, 0, 74, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 26, 0, 0, 50, 50, 0
INVAR-1, Run: 080, F, 0, 75, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 25, 0, 0, 50, 50, 0
INVAR-1, Run: 081, F, 0, 71, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 29, 0, 0, 50, 50, 0
INVAR-1, Run: 082, F, 0, 80, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 20, 0, 0, 50, 50, 0
INVAR-1, Run: 083, F, 0, 74, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 26, 0, 0, 50, 50, 0
INVAR-1, Run: 084, F, 0, 76, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 24, 0, 0, 50, 50, 0
INVAR-1, Run: 085, F, 0, 81, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 19, 0, 0, 50, 50, 0
INVAR-1, Run: 086, F, 0, 69, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 31, 0, 0, 50, 50, 0
INVAR-1, Run: 087, F, 0, 77, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 23, 0, 0, 50, 50, 0
INVAR-1, Run: 088, F, 0, 73, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 27, 0, 0, 50, 50, 0
