Input Number, Run_Number, Result@ 100, X2, U, X1
INVAR-26, Run: 028, P, 0, 0, 35
INVAR-26, Run: 029, P, 0, 0, 35
INVAR-26, Run: 030, P, 0, 0, 35
INVAR-26, Run: 031, P, 0, 0, 35
INVAR-26, Run: 032, P, 0, 0, 35
INVAR-26, Run: 033, P, 0, 0, 35
INVAR-26, Run: 034, F, 0, 0, 36
INVAR-26, Run: 035, P, 0, 0, 35
INVAR-26, Run: 036, P, 0, 0, 35
INVAR-26, Run: 037, P, 0, 0, 35
INVAR-26, Run: 038, P, 0, 0, 35
INVAR-26, Run: 039, P, 0, 0, 35
INVAR-26, Run: 040, P, 0, 0, 35
INVAR-26, Run: 041, P, 0, 0, 35
INVAR-26, Run: 042, P, 0, 0, 35
INVAR-26, Run: 043, P, 0, 0, 35
INVAR-26, Run: 044, P, 0, 0, 35
INVAR-26, Run: 045, P, 0, 0, 35
INVAR-26, Run: 046, P, 0, 0, 35
INVAR-26, Run: 047, P, 0, 0, 35
INVAR-26, Run: 048, P, 0, 0, 35
INVAR-26, Run: 049, P, 0, 0, 35
INVAR-26, Run: 050, F, 0, 0, 36
INVAR-26, Run: 051, F, 0, 0, 36
INVAR-26, Run: 052, P, 0, 0, 35
INVAR-26, Run: 053, P, 0, 0, 35
INVAR-26, Run: 054, P, 0, 0, 35
INVAR-26, Run: 055, P, 0, 0, 35
INVAR-26, Run: 056, P, 0, 0, 35
INVAR-26, Run: 057, P, 0, 0, 35
INVAR-26, Run: 058, P, 0, 0, 35
INVAR-26, Run: 059, F, 0, 0, 36
INVAR-26, Run: 060, P, 0, 0, 35
INVAR-26, Run: 061, P, 0, 0, 35
INVAR-26, Run: 062, P, 0, 0, 35
INVAR-26, Run: 063, P, 0, 0, 35
INVAR-26, Run: 064, P, 0, 0, 35
INVAR-26, Run: 065, P, 0, 0, 35
INVAR-26, Run: 066, P, 0, 0, 35
INVAR-26, Run: 067, P, 0, 0, 35
INVAR-26, Run: 068, P, 0, 0, 35
INVAR-26, Run: 069, P, 0, 0, 35
INVAR-26, Run: 070, F, 0, 0, 36
INVAR-26, Run: 071, P, 0, 0, 35
INVAR-26, Run: 072, P, 0, 0, 35
INVAR-26, Run: 073, P, 0, 0, 35
INVAR-26, Run: 074, P, 0, 0, 35
INVAR-26, Run: 075, P, 0, 0, 35
INVAR-26, Run: 076, P, 0, 0, 35
INVAR-26, Run: 077, F, 0, 0, 36
INVAR-26, Run: 078, P, 0, 0, 35
INVAR-26, Run: 079, P, 0, 0, 35
INVAR-26, Run: 080, P, 0, 0, 35
INVAR-26, Run: 081, F, 0, 0, 36
INVAR-26, Run: 082, P, 0, 0, 35
INVAR-26, Run: 083, P, 0, 0, 35
INVAR-26, Run: 084, P, 0, 0, 35
INVAR-26, Run: 085, P, 0, 0, 35
INVAR-26, Run: 086, P, 0, 0, 35
INVAR-26, Run: 087, F, 0, 0, 36
INVAR-26, Run: 088, P, 0, 0, 35
INVAR-26, Run: 089, P, 0, 0, 35
INVAR-26, Run: 090, P, 0, 0, 35
INVAR-26, Run: 091, P, 0, 0, 35
INVAR-26, Run: 092, P, 0, 0, 35
INVAR-26, Run: 093, P, 0, 0, 35
INVAR-26, Run: 094, P, 0, 0, 35
INVAR-26, Run: 095, P, 0, 0, 35
INVAR-26, Run: 096, P, 0, 0, 35
INVAR-26, Run: 097, P, 0, 0, 35
INVAR-26, Run: 098, P, 0, 0, 35
INVAR-26, Run: 099, P, 0, 0, 35
INVAR-26, Run: 100, P, 0, 0, 35
INVAR-27, Run: 001, F, 0, 0, 92
INVAR-27, Run: 002, P, 0, 0, 91
INVAR-27, Run: 003, P, 0, 0, 91
INVAR-27, Run: 004, F, 0, 0, 92
INVAR-27, Run: 005, F, 0, 0, 93
INVAR-27, Run: 006, F, 0, 0, 92
INVAR-27, Run: 007, P, 0, 0, 91
INVAR-27, Run: 008, P, 0, 0, 91
INVAR-27, Run: 009, F, 0, 0, 92
INVAR-27, Run: 010, F, 0, 0, 93
INVAR-27, Run: 011, P, 0, 0, 91
INVAR-27, Run: 012, F, 0, 0, 92
INVAR-27, Run: 013, P, 0, 0, 91
INVAR-27, Run: 014, P, 0, 0, 91
INVAR-27, Run: 015, P, 0, 0, 91
INVAR-27, Run: 016, F, 0, 0, 92
INVAR-27, Run: 017, F, 0, 0, 93
INVAR-27, Run: 018, P, 0, 0, 91
INVAR-27, Run: 019, F, 0, 0, 92
INVAR-27, Run: 020, F, 0, 0, 94
INVAR-27, Run: 021, F, 0, 0, 93
INVAR-27, Run: 022, P, 0, 0, 91
INVAR-27, Run: 023, P, 0, 0, 91
INVAR-27, Run: 024, F, 0, 0, 92
INVAR-27, Run: 025, F, 0, 0, 93
INVAR-27, Run: 026, P, 0, 0, 91
INVAR-27, Run: 027, F, 0, 0, 92
INVAR-27, Run: 028, F, 0, 0, 93
INVAR-27, Run: 029, F, 0, 0, 92
INVAR-27, Run: 030, P, 0, 0, 91
INVAR-27, Run: 031, F, 0, 0, 92
INVAR-27, Run: 032, F, 0, 0, 93
INVAR-27, Run: 033, P, 0, 0, 91
INVAR-27, Run: 034, F, 0, 0, 92
INVAR-27, Run: 035, P, 0, 0, 91
INVAR-27, Run: 036, F, 0, 0, 92
INVAR-27, Run: 037, F, 0, 0, 93
INVAR-27, Run: 038, P, 0, 0, 91
INVAR-27, Run: 039, F, 0, 0, 92
INVAR-27, Run: 040, F, 0, 0, 92
INVAR-27, Run: 041, F, 0, 0, 94
INVAR-27, Run: 042, P, 0, 0, 91
INVAR-27, Run: 043, F, 0, 0, 92
INVAR-27, Run: 044, P, 0, 0, 91
INVAR-27, Run: 045, F, 0, 0, 93
INVAR-27, Run: 046, P, 0, 0, 91
INVAR-27, Run: 047, P, 0, 0, 91
INVAR-27, Run: 048, P, 0, 0, 91
INVAR-27, Run: 049, F, 0, 0, 93
INVAR-27, Run: 050, P, 0, 0, 91
INVAR-27, Run: 051, F, 0, 0, 94
INVAR-27, Run: 052, F, 0, 0, 92
INVAR-27, Run: 053, P, 0, 0, 91
INVAR-27, Run: 054, P, 0, 0, 91
INVAR-27, Run: 055, F, 0, 0, 92
INVAR-27, Run: 056, F, 0, 0, 95
INVAR-27, Run: 057, P, 0, 0, 91
INVAR-27, Run: 058, F, 0, 0, 92
INVAR-27, Run: 059, P, 0, 0, 91
INVAR-27, Run: 060, F, 0, 0, 92
INVAR-27, Run: 061, F, 0, 0, 93
INVAR-27, Run: 062, F, 0, 0, 95
INVAR-27, Run: 063, F, 0, 0, 93
INVAR-27, Run: 064, P, 0, 0, 91
INVAR-27, Run: 065, F, 0, 0, 92
INVAR-27, Run: 066, F, 0, 0, 92
INVAR-27, Run: 067, F, 0, 0, 94
INVAR-27, Run: 068, F, 0, 0, 93
INVAR-27, Run: 069, F, 0, 0, 92
INVAR-27, Run: 070, F, 0, 0, 93
INVAR-27, Run: 071, P, 0, 0, 91
INVAR-27, Run: 072, F, 0, 0, 92
INVAR-27, Run: 073, F, 0, 0, 92
INVAR-27, Run: 074, F, 0, 0, 94
INVAR-27, Run: 075, F, 0, 0, 95
INVAR-27, Run: 076, F, 0, 0, 93
INVAR-27, Run: 077, F, 0, 0, 92
INVAR-27, Run: 078, F, 0, 0, 95
INVAR-27, Run: 079, F, 0, 0, 92
INVAR-27, Run: 080, F, 0, 0, 93
INVAR-27, Run: 081, F, 0, 0, 94
INVAR-27, Run: 082, P, 0, 0, 91
INVAR-27, Run: 083, F, 0, 0, 94
INVAR-27, Run: 084, P, 0, 0, 91
INVAR-27, Run: 085, F, 0, 0, 92
INVAR-27, Run: 086, P, 0, 0, 91
INVAR-27, Run: 087, F, 0, 0, 92
INVAR-27, Run: 088, F, 0, 0, 92
INVAR-27, Run: 089, P, 0, 0, 91
INVAR-27, Run: 090, P, 0, 0, 91
INVAR-27, Run: 091, P, 0, 0, 91
INVAR-27, Run: 092, F, 0, 0, 94
INVAR-27, Run: 093, F, 0, 0, 92
INVAR-27, Run: 094, F, 0, 0, 92
INVAR-27, Run: 095, F, 0, 0, 92
INVAR-27, Run: 096, P, 0, 0, 91
INVAR-27, Run: 097, F, 0, 0, 92
INVAR-27, Run: 098, F, 0, 0, 92
INVAR-27, Run: 099, F, 0, 0, 93
INVAR-27, Run: 100, F, 0, 0, 93
INVAR-28, Run: 001, F, 0, 0, 122
INVAR-28, Run: 002, P, 0, 0, 121
INVAR-28, Run: 003, P, 0, 0, 121
INVAR-28, Run: 004, F, 0, 0, 122
INVAR-28, Run: 005, P, 0, 0, 121
INVAR-28, Run: 006, P, 0, 0, 121
INVAR-28, Run: 007, P, 0, 0, 121
INVAR-28, Run: 008, P, 0, 0, 121
INVAR-28, Run: 009, F, 0, 0, 122
INVAR-28, Run: 010, F, 0, 0, 124
INVAR-28, Run: 011, P, 0, 0, 121
INVAR-28, Run: 012, F, 0, 0, 124
INVAR-28, Run: 013, F, 0, 0, 122
INVAR-28, Run: 014, P, 0, 0, 121
INVAR-28, Run: 015, F, 0, 0, 122
INVAR-28, Run: 016, F, 0, 0, 123
INVAR-28, Run: 017, P, 0, 0, 121
INVAR-28, Run: 018, P, 0, 0, 121
INVAR-28, Run: 019, F, 0, 0, 122
INVAR-28, Run: 020, P, 0, 0, 121
INVAR-28, Run: 021, F, 0, 0, 122
INVAR-28, Run: 022, F, 0, 0, 123
INVAR-28, Run: 023, P, 0, 0, 121
INVAR-28, Run: 024, P, 0, 0, 121
INVAR-28, Run: 025, P, 0, 0, 121
INVAR-28, Run: 026, F, 0, 0, 123
INVAR-28, Run: 027, F, 0, 0, 122
INVAR-28, Run: 028, F, 0, 0, 122
INVAR-28, Run: 029, P, 0, 0, 121
INVAR-28, Run: 030, P, 0, 0, 121
INVAR-28, Run: 031, P, 0, 0, 121
INVAR-28, Run: 032, P, 0, 0, 121
INVAR-28, Run: 033, P, 0, 0, 121
INVAR-28, Run: 034, F, 0, 0, 122
INVAR-28, Run: 035, F, 0, 0, 122
INVAR-28, Run: 036, F, 0, 0, 124
INVAR-28, Run: 037, P, 0, 0, 121
INVAR-28, Run: 038, P, 0, 0, 121
INVAR-28, Run: 039, P, 0, 0, 121
INVAR-28, Run: 040, P, 0, 0, 121
INVAR-28, Run: 041, P, 0, 0, 121
INVAR-28, Run: 042, P, 0, 0, 121
INVAR-28, Run: 043, F, 0, 0, 122
INVAR-28, Run: 044, P, 0, 0, 121
INVAR-28, Run: 045, P, 0, 0, 121
INVAR-28, Run: 046, P, 0, 0, 121
INVAR-28, Run: 047, F, 0, 0, 122
INVAR-28, Run: 048, F, 0, 0, 123
INVAR-28, Run: 049, F, 0, 0, 122
INVAR-28, Run: 050, P, 0, 0, 121
INVAR-28, Run: 051, P, 0, 0, 121
INVAR-28, Run: 052, P, 0, 0, 121
INVAR-28, Run: 053, F, 0, 0, 122
INVAR-28, Run: 054, F, 0, 0, 122
INVAR-28, Run: 055, F, 0, 0, 122
INVAR-28, Run: 056, P, 0, 0, 121
INVAR-28, Run: 057, P, 0, 0, 121
INVAR-28, Run: 058, P, 0, 0, 121
INVAR-28, Run: 059, P, 0, 0, 121
INVAR-28, Run: 060, P, 0, 0, 121
INVAR-28, Run: 061, P, 0, 0, 121
INVAR-28, Run: 062, P, 0, 0, 121
INVAR-28, Run: 063, P, 0, 0, 121
INVAR-28, Run: 064, P, 0, 0, 121
INVAR-28, Run: 065, F, 0, 0, 122
INVAR-28, Run: 066, F, 0, 0, 122
INVAR-28, Run: 067, P, 0, 0, 121
INVAR-28, Run: 068, P, 0, 0, 121
INVAR-28, Run: 069, P, 0, 0, 121
INVAR-28, Run: 070, F, 0, 0, 122
INVAR-28, Run: 071, F, 0, 0, 123
INVAR-28, Run: 072, F, 0, 0, 122
INVAR-28, Run: 073, F, 0, 0, 122
INVAR-28, Run: 074, F, 0, 0, 124
INVAR-28, Run: 075, P, 0, 0, 121
INVAR-28, Run: 076, F, 0, 0, 123
INVAR-28, Run: 077, P, 0, 0, 121
INVAR-28, Run: 078, F, 0, 0, 122
INVAR-28, Run: 079, P, 0, 0, 121
INVAR-28, Run: 080, P, 0, 0, 121
INVAR-28, Run: 081, P, 0, 0, 121
INVAR-28, Run: 082, P, 0, 0, 121
INVAR-28, Run: 083, P, 0, 0, 121
INVAR-28, Run: 084, P, 0, 0, 121
INVAR-28, Run: 085, P, 0, 0, 121
INVAR-28, Run: 086, P, 0, 0, 121
INVAR-28, Run: 087, F, 0, 0, 122
INVAR-28, Run: 088, F, 0, 0, 123
INVAR-28, Run: 089, P, 0, 0, 121
INVAR-28, Run: 090, P, 0, 0, 121
INVAR-28, Run: 091, P, 0, 0, 121
INVAR-28, Run: 092, F, 0, 0, 123
INVAR-28, Run: 093, P, 0, 0, 121
INVAR-28, Run: 094, F, 0, 0, 122
INVAR-28, Run: 095, P, 0, 0, 121
INVAR-28, Run: 096, P, 0, 0, 121
INVAR-28, Run: 097, F, 0, 0, 122
INVAR-28, Run: 098, F, 0, 0, 122
INVAR-28, Run: 099, F, 0, 0, 122
INVAR-28, Run: 100, P, 0, 0, 121
INVAR-29, Run: 001, P, 0, 0, 28
INVAR-29, Run: 002, F, 0, 0, 31
INVAR-29, Run: 003, P, 0, 0, 28
INVAR-29, Run: 004, F, 0, 0, 31
INVAR-29, Run: 005, P, 0, 0, 28
INVAR-29, Run: 006, F, 0, 0, 32
INVAR-29, Run: 007, F, 0, 0, 31
INVAR-29, Run: 008, P, 0, 0, 28
INVAR-29, Run: 009, F, 0, 0, 31
INVAR-29, Run: 010, F, 499985, 1, 0
INVAR-29, Run: 011, P, 0, 0, 28
INVAR-29, Run: 012, F, 499976, 3, 0
INVAR-29, Run: 013, F, 0, 0, 30
INVAR-29, Run: 014, F, 0, 0, 30
INVAR-29, Run: 015, F, 0, 0, 31
INVAR-29, Run: 016, F, 0, 0, 30
INVAR-29, Run: 017, F, 0, 0, 29
INVAR-29, Run: 018, P, 0, 0, 28
INVAR-29, Run: 019, F, 0, 0, 31
INVAR-29, Run: 020, P, 0, 0, 28
INVAR-29, Run: 021, F, 0, 0, 29
INVAR-29, Run: 022, F, 0, 0, 29
INVAR-29, Run: 023, F, 0, 0, 29
INVAR-29, Run: 024, F, 0, 0, 29
INVAR-29, Run: 025, P, 0, 0, 28
INVAR-29, Run: 026, F, 499985, 1, 0
INVAR-29, Run: 027, F, 499978, 1, 0
INVAR-29, Run: 028, F, 0, 0, 29
INVAR-29, Run: 029, P, 0, 0, 28
INVAR-29, Run: 030, F, 499984, 1, 0
INVAR-29, Run: 031, F, 0, 0, 30
INVAR-29, Run: 032, F, 0, 0, 31
INVAR-29, Run: 033, P, 0, 0, 28
INVAR-29, Run: 034, F, 0, 0, 29
INVAR-29, Run: 035, F, 0, 0, 29
INVAR-29, Run: 036, F, 0, 0, 29
INVAR-29, Run: 037, F, 0, 0, 31
INVAR-29, Run: 038, F, 0, 0, 29
INVAR-29, Run: 039, P, 0, 0, 28
INVAR-29, Run: 040, F, 499966, 1, 0
INVAR-29, Run: 041, P, 0, 0, 28
INVAR-29, Run: 042, F, 0, 0, 30
INVAR-29, Run: 043, F, 0, 0, 30
INVAR-29, Run: 044, F, 0, 0, 29
INVAR-29, Run: 045, P, 0, 0, 28
INVAR-29, Run: 046, F, 0, 0, 31
INVAR-29, Run: 047, F, 0, 0, 29
INVAR-29, Run: 048, P, 0, 0, 28
INVAR-29, Run: 049, P, 0, 0, 28
INVAR-29, Run: 050, F, 499969, 1, 0
INVAR-29, Run: 051, F, 499956, 1, 0
INVAR-29, Run: 052, F, 0, 0, 29
INVAR-29, Run: 053, P, 0, 0, 28
INVAR-29, Run: 054, P, 0, 0, 28
INVAR-29, Run: 055, F, 0, 0, 29
INVAR-29, Run: 056, F, 0, 0, 30
INVAR-29, Run: 057, F, 0, 0, 29
INVAR-29, Run: 058, F, 0, 0, 30
INVAR-29, Run: 059, P, 0, 0, 28
INVAR-29, Run: 060, P, 0, 0, 28
INVAR-29, Run: 061, F, 0, 0, 29
INVAR-29, Run: 062, P, 0, 0, 28
INVAR-29, Run: 063, P, 0, 0, 28
INVAR-29, Run: 064, P, 0, 0, 28
INVAR-29, Run: 065, F, 0, 0, 29
INVAR-29, Run: 066, F, 0, 0, 30
INVAR-29, Run: 067, P, 0, 0, 28
INVAR-29, Run: 068, P, 0, 0, 28
INVAR-29, Run: 069, F, 0, 0, 34
INVAR-29, Run: 070, F, 499917, 3, 0
INVAR-29, Run: 071, F, 499988, 1, 0
INVAR-29, Run: 072, F, 499958, 1, 0
INVAR-29, Run: 073, P, 0, 0, 28
INVAR-29, Run: 074, F, 0, 0, 29
INVAR-29, Run: 075, P, 0, 0, 28
INVAR-29, Run: 076, F, 0, 0, 30
INVAR-29, Run: 077, P, 0, 0, 28
INVAR-29, Run: 078, F, 0, 0, 30
INVAR-29, Run: 079, P, 0, 0, 28
INVAR-29, Run: 080, F, 0, 0, 29
INVAR-29, Run: 081, F, 499945, 1, 0
INVAR-29, Run: 082, P, 0, 0, 28
INVAR-29, Run: 083, F, 0, 0, 29
INVAR-29, Run: 084, P, 0, 0, 28
INVAR-29, Run: 085, P, 0, 0, 28
INVAR-29, Run: 086, F, 0, 0, 30
INVAR-29, Run: 087, F, 0, 0, 29
INVAR-29, Run: 088, F, 0, 0, 30
INVAR-29, Run: 089, P, 0, 0, 28
INVAR-29, Run: 090, F, 0, 0, 29
INVAR-29, Run: 091, P, 0, 0, 28
INVAR-29, Run: 092, F, 0, 0, 29
INVAR-29, Run: 093, P, 0, 0, 28
INVAR-29, Run: 094, F, 0, 0, 31
INVAR-29, Run: 095, F, 0, 0, 29
INVAR-29, Run: 096, F, 0, 0, 31
INVAR-29, Run: 097, F, 0, 0, 30
INVAR-29, Run: 098, F, 499918, 3, 0
INVAR-29, Run: 099, P, 0, 0, 28
INVAR-29, Run: 100, P, 0, 0, 28
INVAR-3, Run: 001, F, 0, 0, 28
INVAR-3, Run: 002, F, 499986, 1, 0
INVAR-3, Run: 003, F, 0, 0, 24
INVAR-3, Run: 004, F, 499935, 1, 0
INVAR-3, Run: 005, F, 0, 0, 26
INVAR-3, Run: 006, F, 499992, 1, 0
INVAR-3, Run: 007, F, 499992, 1, 0
INVAR-3, Run: 008, F, 499994, 1, 0
INVAR-3, Run: 009, F, 0, 0, 26
INVAR-3, Run: 010, F, 0, 0, 25
INVAR-3, Run: 011, F, 0, 0, 24
INVAR-3, Run: 012, P, 0, 0, 23
INVAR-3, Run: 013, F, 499930, 1, 0
INVAR-3, Run: 014, F, 499969, 1, 0
INVAR-3, Run: 015, F, 0, 0, 24
INVAR-3, Run: 016, F, 499977, 1, 0
INVAR-3, Run: 017, P, 0, 0, 23
INVAR-3, Run: 018, F, 0, 0, 29
INVAR-3, Run: 019, F, 499990, 1, 0
INVAR-3, Run: 020, F, 499980, 1, 0
INVAR-3, Run: 021, P, 0, 0, 23
INVAR-3, Run: 022, F, 500006, 1, 0
INVAR-3, Run: 023, F, 0, 0, 26
INVAR-3, Run: 024, F, 499955, 1, 0
INVAR-3, Run: 025, F, 0, 0, 24
INVAR-3, Run: 026, P, 0, 0, 23
INVAR-3, Run: 027, F, 499985, 1, 0
INVAR-3, Run: 028, F, 499996, 1, 0
INVAR-3, Run: 029, F, 0, 0, 26
INVAR-3, Run: 030, F, 499987, 1, 0
INVAR-3, Run: 031, F, 0, 0, 25
INVAR-3, Run: 032, F, 0, 0, 24
INVAR-3, Run: 033, F, 0, 0, 26
INVAR-3, Run: 034, F, 499978, 3, 0
INVAR-3, Run: 035, F, 499990, 1, 0
INVAR-3, Run: 036, F, 499996, 1, 0
INVAR-3, Run: 037, F, 0, 0, 24
INVAR-3, Run: 038, P, 0, 0, 23
INVAR-3, Run: 039, F, 499995, 1, 0
INVAR-3, Run: 040, F, 499993, 1, 0
INVAR-3, Run: 041, P, 0, 0, 23
INVAR-3, Run: 042, F, 0, 0, 25
INVAR-3, Run: 043, F, 499996, 3, 0
INVAR-3, Run: 044, F, 0, 0, 28
INVAR-3, Run: 045, F, 0, 0, 24
INVAR-3, Run: 046, F, 499990, 1, 0
INVAR-3, Run: 047, F, 499994, 3, 0
INVAR-3, Run: 048, F, 0, 0, 24
INVAR-3, Run: 049, F, 0, 0, 24
INVAR-3, Run: 050, F, 0, 0, 28
INVAR-3, Run: 051, F, 499970, 1, 0
INVAR-3, Run: 052, F, 499975, 1, 0
INVAR-3, Run: 053, F, 499965, 1, 0
INVAR-3, Run: 054, F, 0, 0, 25
INVAR-3, Run: 055, F, 0, 0, 26
INVAR-3, Run: 056, F, 499976, 1, 0
INVAR-3, Run: 057, F, 0, 0, 27
INVAR-3, Run: 058, P, 0, 0, 23
INVAR-3, Run: 059, F, 0, 0, 25
INVAR-3, Run: 060, F, 0, 0, 26
INVAR-3, Run: 061, F, 0, 0, 24
INVAR-3, Run: 062, F, 499999, 1, 0
INVAR-3, Run: 063, F, 0, 0, 27
INVAR-3, Run: 064, F, 499974, 1, 0
INVAR-3, Run: 065, F, 0, 0, 27
INVAR-3, Run: 066, F, 0, 0, 26
INVAR-3, Run: 067, P, 0, 0, 23
INVAR-3, Run: 068, P, 0, 0, 23
INVAR-3, Run: 069, F, 0, 0, 26
INVAR-3, Run: 070, P, 0, 0, 23
INVAR-3, Run: 071, F, 499921, 1, 0
INVAR-3, Run: 072, P, 0, 0, 23
INVAR-3, Run: 073, F, 499980, 1, 0
INVAR-3, Run: 074, F, 499985, 3, 0
INVAR-3, Run: 075, F, 0, 0, 25
INVAR-3, Run: 076, P, 0, 0, 23
INVAR-3, Run: 077, F, 0, 0, 24
INVAR-3, Run: 078, F, 499999, 1, 0
INVAR-3, Run: 079, F, 0, 0, 24
INVAR-3, Run: 080, F, 0, 0, 26
INVAR-3, Run: 081, F, 0, 0, 28
INVAR-3, Run: 082, F, 0, 0, 29
INVAR-3, Run: 083, F, 0, 0, 24
INVAR-3, Run: 084, F, 0, 0, 25
INVAR-3, Run: 085, P, 0, 0, 23
INVAR-3, Run: 086, P, 0, 0, 23
INVAR-3, Run: 087, F, 0, 0, 24
INVAR-3, Run: 088, F, 0, 0, 25
INVAR-3, Run: 089, F, 0, 0, 24
INVAR-3, Run: 090, F, 499958, 1, 0
INVAR-3, Run: 091, F, 0, 0, 25
INVAR-3, Run: 092, F, 0, 0, 24
INVAR-3, Run: 093, F, 499987, 1, 0
INVAR-3, Run: 094, P, 0, 0, 23
INVAR-3, Run: 095, F, 0, 0, 30
INVAR-3, Run: 096, P, 0, 0, 23
INVAR-3, Run: 097, F, 0, 0, 24
INVAR-3, Run: 098, F, 499992, 3, 0
INVAR-3, Run: 099, F, 499986, 1, 0
INVAR-3, Run: 100, F, 0, 0, 24
INVAR-30, Run: 001, F, 0, 0, 69
INVAR-30, Run: 002, P, 0, 0, 68
INVAR-30, Run: 003, P, 0, 0, 68
INVAR-30, Run: 004, P, 0, 0, 68
INVAR-30, Run: 005, P, 0, 0, 68
INVAR-30, Run: 006, P, 0, 0, 68
INVAR-30, Run: 007, F, 0, 0, 69
INVAR-30, Run: 008, P, 0, 0, 68
INVAR-30, Run: 009, P, 0, 0, 68
INVAR-30, Run: 010, P, 0, 0, 68
INVAR-30, Run: 011, P, 0, 0, 68
INVAR-30, Run: 012, P, 0, 0, 68
INVAR-30, Run: 013, P, 0, 0, 68
INVAR-30, Run: 014, P, 0, 0, 68
INVAR-30, Run: 015, P, 0, 0, 68
INVAR-30, Run: 016, P, 0, 0, 68
INVAR-30, Run: 017, P, 0, 0, 68
INVAR-30, Run: 018, P, 0, 0, 68
INVAR-30, Run: 019, P, 0, 0, 68
INVAR-30, Run: 020, P, 0, 0, 68
INVAR-30, Run: 021, P, 0, 0, 68
INVAR-30, Run: 022, P, 0, 0, 68
INVAR-30, Run: 023, P, 0, 0, 68
INVAR-30, Run: 024, P, 0, 0, 68
INVAR-30, Run: 025, P, 0, 0, 68
INVAR-30, Run: 026, P, 0, 0, 68
INVAR-30, Run: 027, P, 0, 0, 68
INVAR-30, Run: 028, P, 0, 0, 68
INVAR-30, Run: 029, P, 0, 0, 68
INVAR-30, Run: 030, P, 0, 0, 68
INVAR-30, Run: 031, P, 0, 0, 68
INVAR-30, Run: 032, P, 0, 0, 68
INVAR-30, Run: 033, P, 0, 0, 68
INVAR-30, Run: 034, P, 0, 0, 68
INVAR-30, Run: 035, F, 0, 0, 69
INVAR-30, Run: 036, P, 0, 0, 68
INVAR-30, Run: 037, F, 0, 0, 69
INVAR-30, Run: 038, F, 0, 0, 69
INVAR-30, Run: 039, P, 0, 0, 68
INVAR-30, Run: 040, P, 0, 0, 68
INVAR-30, Run: 041, P, 0, 0, 68
INVAR-30, Run: 042, P, 0, 0, 68
INVAR-30, Run: 043, P, 0, 0, 68
INVAR-30, Run: 044, P, 0, 0, 68
INVAR-30, Run: 045, P, 0, 0, 68
INVAR-30, Run: 046, F, 0, 0, 69
INVAR-30, Run: 047, P, 0, 0, 68
INVAR-30, Run: 048, P, 0, 0, 68
INVAR-30, Run: 049, F, 0, 0, 69
INVAR-30, Run: 050, F, 0, 0, 69
INVAR-30, Run: 051, P, 0, 0, 68
INVAR-30, Run: 052, P, 0, 0, 68
INVAR-30, Run: 053, F, 0, 0, 70
INVAR-30, Run: 054, P, 0, 0, 68
INVAR-30, Run: 055, P, 0, 0, 68
INVAR-30, Run: 056, P, 0, 0, 68
INVAR-30, Run: 057, P, 0, 0, 68
INVAR-30, Run: 058, F, 0, 0, 69
INVAR-30, Run: 059, P, 0, 0, 68
INVAR-30, Run: 060, F, 0, 0, 69
INVAR-30, Run: 061, F, 0, 0, 69
INVAR-30, Run: 062, P, 0, 0, 68
INVAR-30, Run: 063, P, 0, 0, 68
INVAR-30, Run: 064, F, 0, 0, 69
INVAR-30, Run: 065, F, 0, 0, 69
INVAR-30, Run: 066, P, 0, 0, 68
INVAR-30, Run: 067, P, 0, 0, 68
INVAR-30, Run: 068, P, 0, 0, 68
INVAR-30, Run: 069, P, 0, 0, 68
INVAR-30, Run: 070, F, 0, 0, 69
INVAR-30, Run: 071, F, 0, 0, 69
INVAR-30, Run: 072, P, 0, 0, 68
INVAR-30, Run: 073, F, 0, 0, 69
INVAR-30, Run: 074, P, 0, 0, 68
INVAR-30, Run: 075, F, 0, 0, 69
INVAR-30, Run: 076, P, 0, 0, 68
INVAR-30, Run: 077, F, 0, 0, 69
INVAR-30, Run: 078, F, 0, 0, 69
INVAR-30, Run: 079, P, 0, 0, 68
INVAR-30, Run: 080, P, 0, 0, 68
INVAR-30, Run: 081, P, 0, 0, 68
INVAR-30, Run: 082, P, 0, 0, 68
INVAR-30, Run: 083, F, 0, 0, 69
INVAR-30, Run: 084, P, 0, 0, 68
INVAR-30, Run: 085, P, 0, 0, 68
INVAR-30, Run: 086, P, 0, 0, 68
INVAR-30, Run: 087, P, 0, 0, 68
INVAR-30, Run: 088, F, 0, 0, 69
INVAR-30, Run: 089, P, 0, 0, 68
INVAR-30, Run: 090, P, 0, 0, 68
INVAR-30, Run: 091, F, 0, 0, 69
INVAR-30, Run: 092, P, 0, 0, 68
INVAR-30, Run: 093, P, 0, 0, 68
INVAR-30, Run: 094, P, 0, 0, 68
INVAR-30, Run: 095, F, 0, 0, 69
INVAR-30, Run: 096, P, 0, 0, 68
INVAR-30, Run: 097, P, 0, 0, 68
INVAR-30, Run: 098, P, 0, 0, 68
INVAR-30, Run: 099, P, 0, 0, 68
INVAR-30, Run: 100, P, 0, 0, 68
INVAR-31, Run: 001, P, 0, 0, 142
INVAR-31, Run: 002, P, 0, 0, 142
INVAR-31, Run: 003, P, 0, 0, 142
INVAR-31, Run: 004, P, 0, 0, 142
INVAR-31, Run: 005, P, 0, 0, 142
INVAR-31, Run: 006, P, 0, 0, 142
INVAR-31, Run: 007, F, 0, 0, 143
