Input Number, Run_Number, Result@ 1000, A, B, H, C, T1, L4, T4, L1, L5, Y, T2, T3, T5, T6, R, U, L2, D, L3
3, Run: 007, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 557, 0, 0, 1, 0, 1, 6, 0, 49, 0
3, Run: 008, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 410, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 009, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 375, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 010, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 367, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 011, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 449, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 012, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 427, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 013, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 455, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 014, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 387, 2, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 015, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 374, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 016, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 345, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 017, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 371, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 018, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 538, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 019, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 334, 1, 0, 0, 1, 1, 6, 0, 48, 0
3, Run: 020, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 371, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 021, P, 0, 0, 0, 1000, 1, 0, 0, 0, 0, 357, 0, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 022, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 400, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 023, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 474, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 024, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 530, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 025, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 422, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 026, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 366, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 027, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 428, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 028, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 359, 0, 0, 1, 0, 1, 6, 0, 49, 0
3, Run: 029, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 429, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 030, P, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 414, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 031, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 445, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 032, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 456, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 033, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 477, 0, 1, 0, 0, 1, 6, 0, 49, 0
3, Run: 034, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 532, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 035, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 347, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 036, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 323, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 037, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 358, 1, 0, 1, 2, 1, 6, 0, 45, 0
3, Run: 038, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 386, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 039, P, 0, 1000, 0, 0, 0, 0, 1, 0, 0, 343, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 040, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 481, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 041, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 396, 0, 1, 1, 0, 1, 6, 0, 48, 0
3, Run: 042, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 375, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 043, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 378, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 044, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 336, 1, 2, 0, 0, 1, 6, 0, 47, 0
3, Run: 045, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 413, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 046, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 490, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 047, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 522, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 048, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 428, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 049, P, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 337, 0, 0, 0, 1, 1, 6, 0, 48, 0
3, Run: 050, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 504, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 051, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 375, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 052, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 481, 0, 0, 0, 1, 1, 6, 0, 49, 0
3, Run: 053, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 358, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 054, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 409, 0, 0, 1, 0, 1, 6, 0, 49, 0
3, Run: 055, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 440, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 056, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 409, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 057, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 472, 0, 0, 0, 1, 1, 6, 0, 49, 0
3, Run: 058, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 383, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 059, P, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 356, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 060, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 521, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 061, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 411, 0, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 062, P, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 356, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 063, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 328, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 064, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 345, 1, 0, 0, 1, 1, 6, 0, 48, 0
3, Run: 065, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 395, 2, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 066, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 484, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 067, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 385, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 068, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 405, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 069, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 381, 0, 1, 0, 0, 1, 6, 0, 49, 0
3, Run: 070, P, 0, 0, 0, 1000, 1, 0, 0, 0, 0, 354, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 071, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 400, 0, 0, 0, 2, 1, 6, 0, 48, 0
3, Run: 072, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 427, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 073, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 538, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 074, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 372, 0, 0, 0, 1, 1, 6, 0, 49, 0
3, Run: 075, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 339, 0, 0, 0, 2, 1, 6, 0, 48, 0
3, Run: 076, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 413, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 077, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 355, 0, 0, 1, 0, 1, 6, 0, 49, 0
3, Run: 078, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 323, 0, 0, 1, 0, 1, 6, 0, 49, 0
3, Run: 079, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 381, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 080, P, 0, 0, 0, 1000, 1, 0, 0, 0, 0, 396, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 081, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 501, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 082, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 381, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 083, P, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 415, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 084, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 427, 0, 0, 1, 1, 1, 6, 0, 48, 0
3, Run: 085, P, 0, 1000, 0, 0, 0, 0, 1, 0, 0, 416, 0, 0, 0, 1, 1, 6, 0, 48, 0
3, Run: 086, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 384, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 087, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 401, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 088, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 415, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 089, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 553, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 090, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 516, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 091, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 570, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 092, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 497, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 093, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 480, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 094, E, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 637, 0, 1, 0, 0, 1, 6, 0, 49, 0
3, Run: 095, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 392, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 096, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 375, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 097, P, 0, 0, 0, 1000, 0, 0, 2, 0, 0, 336, 0, 1, 1, 0, 1, 6, 0, 46, 0
3, Run: 098, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 484, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 099, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 554, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 100, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 454, 0, 0, 1, 0, 1, 6, 0, 49, 0
