Input Number, Run_Number, Result@ 100, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 1, 0, 9, 0, 0, 0, 0, 2, 1, 0, 1, 17, 1, 0, 8, 0, 10, 1, 1, 1, 0, 9, 0, 0, 28, 14, 29, 15, 1, 0, 0, 1, 0, 20, 6, 20, 6, 0, 18, 0, 0, 2, 2, 0, 3, 1, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 7, 1, 1, 9, 0, 0, 24, 4, 27, 6, 2, 1, 17, 1, 0, 4, 1, 6, 2, 1, 1, 0, 8, 1, 0, 1, 0, 3, 1, 1, 0, 0, 9, 0, 2, 1, 3, 2, 1, 17, 1, 0, 11, 1, 1, 13, 2, 1, 1, 1, 1, 1, 6, 1, 12, 0, 29, 1, 0, 0, 0, 0, 0, 0, 0, 2, 5, 1, 8, 2, 1, 2, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 14, 9, 0, 0, 6, 3, 0, 39, 12, 43, 13, 4, 1, 17, 1, 0, 4, 0, 6, 1, 1, 1, 0, 9, 0, 0, 2, 1, 3, 2, 1, 0, 0, 4, 0, 8, 0, 9, 1, 1, 16, 2, 0, 9, 0, 1, 12, 2, 1, 1, 1, 1, 1, 7, 0, 9, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 1, 15, 2, 1, 2, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 9, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 8, 1, 0, 10, 4, 12, 5, 2, 1, 16, 2, 0, 17, 6, 20, 7, 1, 1, 0, 9, 0, 0, 1, 1, 1, 1, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 14, 1, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 005, F, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 1, 15, 8, 1, 0, 8, 0, 0, 3, 0, 5, 1, 2, 1, 15, 2, 0, 25, 7, 28, 8, 1, 2, 0, 8, 0, 0, 8, 1, 10, 2, 1, 0, 1, 3, 0, 23, 9, 25, 10, 1, 17, 0, 0, 11, 0, 3, 12, 4, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 31, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 21, 0, 0, 4, 0, 0, 11, 1, 12, 1, 2, 1
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 1, 0, 9, 0, 0, 20, 5, 22, 6, 1, 1, 17, 1, 0, 35, 7, 37, 8, 1, 1, 1, 8, 1, 0, 2, 1, 4, 2, 1, 0, 0, 21, 0, 10, 1, 10, 1, 0, 16, 2, 0, 5, 6, 1, 8, 2, 1, 1, 1, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 15, 9, 0, 0, 9, 0, 0, 6, 3, 7, 4, 3, 1, 15, 3, 0, 6, 4, 10, 5, 1, 1, 0, 8, 1, 0, 18, 4, 20, 5, 1, 0, 0, 11, 0, 11, 3, 12, 4, 1, 17, 1, 0, 22, 3, 9, 24, 10, 1, 1, 1, 1, 1, 4, 0, 15, 0, 29, 1, 0, 0, 0, 0, 0, 0, 0, 4, 16, 6, 18, 7, 1, 5, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 17, 7, 2, 0, 8, 1, 0, 12, 2, 16, 3, 1, 1, 18, 0, 0, 16, 2, 17, 3, 1, 1, 0, 9, 0, 0, 10, 2, 11, 3, 1, 0, 0, 2, 0, 2, 0, 3, 1, 1, 16, 1, 1, 2, 0, 1, 5, 3, 1, 1, 1, 1, 1, 4, 0, 4, 0, 33, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 4, 5, 1, 5, 0, 0, 21, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 17, 9, 0, 0, 8, 1, 0, 4, 0, 6, 1, 1, 1, 17, 0, 1, 30, 7, 32, 9, 1, 1, 0, 9, 0, 0, 1, 3, 2, 4, 1, 0, 0, 5, 0, 8, 1, 9, 2, 1, 13, 3, 0, 1, 0, 2, 5, 3, 1, 1, 1, 1, 1, 3, 1, 7, 0, 20, 2, 1, 0, 0, 0, 0, 0, 0, 1, 9, 3, 14, 5, 1, 5, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 2, 0, 8, 1, 0, 3, 0, 7, 1, 1, 1, 14, 4, 0, 6, 1, 11, 2, 1, 1, 0, 8, 1, 0, 12, 5, 14, 6, 1, 0, 0, 41, 0, 14, 4, 15, 5, 1, 15, 3, 0, 8, 4, 0, 12, 1, 1, 1, 1, 1, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
