Input Number, Run_Number, Result@ 100, X, V, Y, Reaction1, Reaction2, Reaction4, Reaction5
INVAR-10, Run: 018, E, 0, 0, 2, 14, 16, 8, 22
INVAR-10, Run: 019, E, 0, 0, 2, 14, 16, 13, 17
INVAR-10, Run: 020, E, 0, 0, 2, 14, 16, 11, 19
INVAR-10, Run: 021, E, 0, 0, 2, 14, 16, 16, 14
INVAR-10, Run: 022, E, 0, 0, 2, 14, 16, 16, 14
INVAR-10, Run: 023, E, 0, 0, 2, 14, 16, 10, 20
INVAR-10, Run: 024, E, 0, 0, 2, 14, 16, 14, 16
INVAR-10, Run: 025, E, 0, 0, 2, 14, 16, 2, 28
INVAR-10, Run: 026, E, 0, 0, 2, 14, 16, 6, 24
INVAR-10, Run: 027, E, 0, 0, 2, 14, 16, 10, 20
INVAR-10, Run: 028, E, 0, 0, 2, 14, 16, 2, 28
INVAR-10, Run: 029, E, 0, 0, 2, 14, 16, 7, 23
INVAR-10, Run: 030, E, 0, 0, 2, 14, 16, 12, 18
INVAR-10, Run: 031, E, 0, 0, 2, 14, 16, 12, 18
INVAR-10, Run: 032, E, 0, 0, 2, 14, 16, 11, 19
INVAR-10, Run: 033, E, 0, 0, 2, 14, 16, 16, 14
INVAR-10, Run: 034, E, 0, 0, 2, 14, 16, 13, 17
INVAR-10, Run: 035, E, 0, 0, 2, 14, 16, 14, 16
INVAR-10, Run: 036, E, 0, 0, 2, 14, 16, 19, 11
INVAR-10, Run: 037, E, 0, 0, 2, 14, 16, 6, 24
INVAR-10, Run: 038, E, 0, 0, 2, 14, 16, 9, 21
INVAR-10, Run: 039, E, 0, 0, 2, 14, 16, 9, 21
INVAR-10, Run: 040, E, 0, 0, 2, 14, 16, 6, 24
INVAR-10, Run: 041, E, 0, 0, 2, 14, 16, 8, 22
INVAR-10, Run: 042, E, 0, 0, 2, 14, 16, 15, 15
INVAR-10, Run: 043, E, 0, 0, 2, 14, 16, 2, 28
INVAR-10, Run: 044, E, 0, 0, 2, 14, 16, 2, 28
INVAR-10, Run: 045, E, 0, 0, 2, 14, 16, 16, 14
INVAR-10, Run: 046, E, 0, 0, 2, 14, 16, 0, 30
INVAR-10, Run: 047, E, 0, 0, 2, 14, 16, 17, 13
INVAR-10, Run: 048, E, 0, 0, 2, 14, 16, 11, 19
INVAR-10, Run: 049, E, 0, 0, 2, 14, 16, 2, 28
INVAR-10, Run: 050, E, 0, 0, 2, 14, 16, 5, 25
INVAR-10, Run: 051, E, 0, 0, 2, 14, 16, 4, 26
INVAR-10, Run: 052, E, 0, 0, 2, 14, 16, 3, 27
INVAR-10, Run: 053, E, 0, 0, 2, 14, 16, 10, 20
INVAR-10, Run: 054, E, 0, 0, 2, 14, 16, 1, 29
INVAR-10, Run: 055, E, 0, 0, 2, 14, 16, 9, 21
INVAR-10, Run: 056, E, 0, 0, 2, 14, 16, 19, 11
INVAR-10, Run: 057, E, 0, 0, 2, 14, 16, 17, 13
INVAR-10, Run: 058, E, 0, 0, 2, 14, 16, 7, 23
INVAR-10, Run: 059, E, 0, 0, 2, 14, 16, 15, 15
INVAR-10, Run: 060, E, 0, 0, 2, 14, 16, 6, 24
INVAR-10, Run: 061, E, 0, 0, 2, 14, 16, 3, 27
INVAR-10, Run: 062, E, 0, 0, 2, 14, 16, 2, 28
INVAR-10, Run: 063, E, 0, 0, 2, 14, 16, 12, 18
INVAR-10, Run: 064, E, 0, 0, 2, 14, 16, 15, 15
INVAR-10, Run: 065, E, 0, 0, 2, 14, 16, 4, 26
INVAR-10, Run: 066, E, 0, 0, 2, 14, 16, 14, 16
INVAR-10, Run: 067, E, 0, 0, 2, 14, 16, 6, 24
INVAR-10, Run: 068, E, 0, 0, 2, 14, 16, 8, 22
INVAR-10, Run: 069, E, 0, 0, 2, 14, 16, 2, 28
INVAR-10, Run: 070, E, 0, 0, 2, 14, 16, 4, 26
INVAR-10, Run: 071, E, 0, 0, 2, 14, 16, 11, 19
INVAR-10, Run: 072, E, 0, 0, 2, 14, 16, 11, 19
INVAR-10, Run: 073, E, 0, 0, 2, 14, 16, 9, 21
INVAR-10, Run: 074, E, 0, 0, 2, 14, 16, 6, 24
INVAR-10, Run: 075, E, 0, 0, 2, 14, 16, 3, 27
INVAR-10, Run: 076, E, 0, 0, 2, 14, 16, 13, 17
INVAR-10, Run: 077, E, 0, 0, 2, 14, 16, 8, 22
INVAR-10, Run: 078, E, 0, 0, 2, 14, 16, 6, 24
INVAR-10, Run: 079, E, 0, 0, 2, 14, 16, 15, 15
INVAR-10, Run: 080, E, 0, 0, 2, 14, 16, 7, 23
INVAR-10, Run: 081, E, 0, 0, 2, 14, 16, 17, 13
INVAR-10, Run: 082, E, 0, 0, 2, 14, 16, 2, 28
INVAR-10, Run: 083, E, 0, 0, 2, 14, 16, 9, 21
INVAR-10, Run: 084, E, 0, 0, 2, 14, 16, 11, 19
INVAR-10, Run: 085, E, 0, 0, 2, 14, 16, 8, 22
INVAR-10, Run: 086, E, 0, 0, 2, 14, 16, 13, 17
INVAR-10, Run: 087, E, 0, 0, 2, 14, 16, 9, 21
INVAR-10, Run: 088, E, 0, 0, 2, 14, 16, 10, 20
INVAR-10, Run: 089, E, 0, 0, 2, 14, 16, 17, 13
INVAR-10, Run: 090, E, 0, 0, 2, 14, 16, 5, 25
INVAR-10, Run: 091, E, 0, 0, 2, 14, 16, 5, 25
INVAR-10, Run: 092, E, 0, 0, 2, 14, 16, 8, 22
INVAR-10, Run: 093, E, 0, 0, 2, 14, 16, 10, 20
INVAR-10, Run: 094, E, 0, 0, 2, 14, 16, 11, 19
INVAR-10, Run: 095, E, 0, 0, 2, 14, 16, 2, 28
INVAR-10, Run: 096, E, 0, 0, 2, 14, 16, 7, 23
INVAR-10, Run: 097, E, 0, 0, 2, 14, 16, 13, 17
INVAR-10, Run: 098, E, 0, 0, 2, 14, 16, 5, 25
INVAR-10, Run: 099, E, 0, 0, 2, 14, 16, 13, 17
INVAR-10, Run: 100, E, 0, 0, 2, 14, 16, 12, 18
INVAR-11, Run: 001, E, 1, 0, 1, 19, 33, 23, 29
INVAR-11, Run: 002, E, 1, 0, 1, 19, 33, 22, 30
INVAR-11, Run: 003, E, 1, 0, 1, 19, 33, 27, 25
INVAR-11, Run: 004, E, 1, 0, 1, 19, 33, 38, 14
INVAR-11, Run: 005, E, 1, 0, 1, 19, 33, 21, 31
INVAR-11, Run: 006, E, 1, 0, 1, 19, 33, 29, 23
INVAR-11, Run: 007, E, 1, 0, 1, 19, 33, 22, 30
INVAR-11, Run: 008, E, 1, 0, 1, 19, 33, 22, 30
INVAR-11, Run: 009, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 010, E, 1, 0, 1, 19, 33, 28, 24
INVAR-11, Run: 011, E, 1, 0, 1, 19, 33, 25, 27
INVAR-11, Run: 012, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 013, E, 1, 0, 1, 19, 33, 27, 25
INVAR-11, Run: 014, E, 1, 0, 1, 19, 33, 24, 28
INVAR-11, Run: 015, E, 1, 0, 1, 19, 33, 27, 25
INVAR-11, Run: 016, E, 1, 0, 1, 19, 33, 29, 23
INVAR-11, Run: 017, E, 1, 0, 1, 19, 33, 28, 24
INVAR-11, Run: 018, E, 1, 0, 1, 19, 33, 25, 27
INVAR-11, Run: 019, E, 1, 0, 1, 19, 33, 31, 21
INVAR-11, Run: 020, E, 1, 0, 1, 19, 33, 24, 28
INVAR-11, Run: 021, E, 1, 0, 1, 19, 33, 36, 16
INVAR-11, Run: 022, E, 1, 0, 1, 19, 33, 30, 22
INVAR-11, Run: 023, E, 1, 0, 1, 19, 33, 22, 30
INVAR-11, Run: 024, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 025, E, 1, 0, 1, 19, 33, 35, 17
INVAR-11, Run: 026, E, 1, 0, 1, 19, 33, 33, 19
INVAR-11, Run: 027, E, 1, 0, 1, 19, 33, 20, 32
INVAR-11, Run: 028, E, 1, 0, 1, 19, 33, 24, 28
INVAR-11, Run: 029, E, 1, 0, 1, 19, 33, 24, 28
INVAR-11, Run: 030, E, 1, 0, 1, 19, 33, 20, 32
INVAR-11, Run: 031, E, 1, 0, 1, 19, 33, 28, 24
INVAR-11, Run: 032, E, 1, 0, 1, 19, 33, 28, 24
INVAR-11, Run: 033, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 034, E, 1, 0, 1, 19, 33, 17, 35
INVAR-11, Run: 035, E, 1, 0, 1, 19, 33, 34, 18
INVAR-11, Run: 036, E, 1, 0, 1, 19, 33, 31, 21
INVAR-11, Run: 037, E, 1, 0, 1, 19, 33, 28, 24
INVAR-11, Run: 038, E, 1, 0, 1, 19, 33, 37, 15
INVAR-11, Run: 039, E, 1, 0, 1, 19, 33, 27, 25
INVAR-11, Run: 040, E, 1, 0, 1, 19, 33, 37, 15
INVAR-11, Run: 041, E, 1, 0, 1, 19, 33, 30, 22
INVAR-11, Run: 042, E, 1, 0, 1, 19, 33, 25, 27
INVAR-11, Run: 043, E, 1, 0, 1, 19, 33, 30, 22
INVAR-11, Run: 044, E, 1, 0, 1, 19, 33, 17, 35
INVAR-11, Run: 045, E, 1, 0, 1, 19, 33, 30, 22
INVAR-11, Run: 046, E, 1, 0, 1, 19, 33, 29, 23
INVAR-11, Run: 047, E, 1, 0, 1, 19, 33, 18, 34
INVAR-11, Run: 048, E, 1, 0, 1, 19, 33, 23, 29
INVAR-11, Run: 049, E, 1, 0, 1, 19, 33, 27, 25
INVAR-11, Run: 050, E, 1, 0, 1, 19, 33, 31, 21
INVAR-11, Run: 051, E, 1, 0, 1, 19, 33, 33, 19
INVAR-11, Run: 052, E, 1, 0, 1, 19, 33, 25, 27
INVAR-11, Run: 053, E, 1, 0, 1, 19, 33, 32, 20
INVAR-11, Run: 054, E, 1, 0, 1, 19, 33, 28, 24
INVAR-11, Run: 055, E, 1, 0, 1, 19, 33, 24, 28
INVAR-11, Run: 056, E, 1, 0, 1, 19, 33, 24, 28
INVAR-11, Run: 057, E, 1, 0, 1, 19, 33, 25, 27
INVAR-11, Run: 058, E, 1, 0, 1, 19, 33, 24, 28
INVAR-11, Run: 059, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 060, E, 1, 0, 1, 19, 33, 25, 27
INVAR-11, Run: 061, E, 1, 0, 1, 19, 33, 28, 24
INVAR-11, Run: 062, E, 1, 0, 1, 19, 33, 20, 32
INVAR-11, Run: 063, E, 1, 0, 1, 19, 33, 33, 19
INVAR-11, Run: 064, E, 1, 0, 1, 19, 33, 21, 31
INVAR-11, Run: 065, E, 1, 0, 1, 19, 33, 22, 30
INVAR-11, Run: 066, E, 1, 0, 1, 19, 33, 32, 20
INVAR-11, Run: 067, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 068, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 069, E, 1, 0, 1, 19, 33, 30, 22
INVAR-11, Run: 070, E, 1, 0, 1, 19, 33, 20, 32
INVAR-11, Run: 071, E, 1, 0, 1, 19, 33, 23, 29
INVAR-11, Run: 072, E, 1, 0, 1, 19, 33, 32, 20
INVAR-11, Run: 073, E, 1, 0, 1, 19, 33, 30, 22
INVAR-11, Run: 074, E, 1, 0, 1, 19, 33, 25, 27
INVAR-11, Run: 075, E, 1, 0, 1, 19, 33, 28, 24
INVAR-11, Run: 076, E, 1, 0, 1, 19, 33, 23, 29
INVAR-11, Run: 077, E, 1, 0, 1, 19, 33, 23, 29
INVAR-11, Run: 078, E, 1, 0, 1, 19, 33, 27, 25
INVAR-11, Run: 079, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 080, E, 1, 0, 1, 19, 33, 30, 22
INVAR-11, Run: 081, E, 1, 0, 1, 19, 33, 30, 22
INVAR-11, Run: 082, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 083, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 084, E, 1, 0, 1, 19, 33, 16, 36
INVAR-11, Run: 085, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 086, E, 1, 0, 1, 19, 33, 26, 26
INVAR-11, Run: 087, E, 1, 0, 1, 19, 33, 20, 32
INVAR-11, Run: 088, E, 1, 0, 1, 19, 33, 18, 34
INVAR-11, Run: 089, E, 1, 0, 1, 19, 33, 23, 29
INVAR-11, Run: 090, E, 1, 0, 1, 19, 33, 28, 24
INVAR-11, Run: 091, E, 1, 0, 1, 19, 33, 25, 27
INVAR-11, Run: 092, E, 1, 0, 1, 19, 33, 27, 25
INVAR-11, Run: 093, E, 1, 0, 1, 19, 33, 21, 31
INVAR-11, Run: 094, E, 1, 0, 1, 19, 33, 30, 22
INVAR-11, Run: 095, E, 1, 0, 1, 19, 33, 25, 27
INVAR-11, Run: 096, E, 1, 0, 1, 19, 33, 29, 23
INVAR-11, Run: 097, E, 1, 0, 1, 19, 33, 21, 31
INVAR-11, Run: 098, E, 1, 0, 1, 19, 33, 32, 20
INVAR-11, Run: 099, E, 1, 0, 1, 19, 33, 24, 28
INVAR-11, Run: 100, E, 1, 0, 1, 19, 33, 30, 22
INVAR-12, Run: 001, E, 1, 0, 2, 43, 66, 43, 66
INVAR-12, Run: 002, E, 1, 0, 2, 43, 66, 35, 74
INVAR-12, Run: 003, E, 1, 0, 2, 43, 66, 48, 61
INVAR-12, Run: 004, E, 1, 0, 2, 43, 66, 34, 75
INVAR-12, Run: 005, E, 1, 0, 2, 43, 66, 53, 56
INVAR-12, Run: 006, E, 1, 0, 2, 43, 66, 45, 64
INVAR-12, Run: 007, E, 1, 0, 2, 43, 66, 52, 57
INVAR-12, Run: 008, E, 1, 0, 2, 43, 66, 63, 46
INVAR-12, Run: 009, E, 1, 0, 2, 43, 66, 36, 73
INVAR-12, Run: 010, E, 1, 0, 2, 43, 66, 45, 64
INVAR-12, Run: 011, E, 1, 0, 2, 43, 66, 47, 62
INVAR-12, Run: 012, E, 1, 0, 2, 43, 66, 40, 69
INVAR-12, Run: 013, E, 1, 0, 2, 43, 66, 41, 68
INVAR-12, Run: 014, E, 1, 0, 2, 43, 66, 36, 73
INVAR-12, Run: 015, E, 1, 0, 2, 43, 66, 44, 65
INVAR-12, Run: 016, E, 1, 0, 2, 43, 66, 47, 62
INVAR-12, Run: 017, E, 1, 0, 2, 43, 66, 34, 75
INVAR-12, Run: 018, E, 1, 0, 2, 43, 66, 62, 47
INVAR-12, Run: 019, E, 1, 0, 2, 43, 66, 48, 61
INVAR-12, Run: 020, E, 1, 0, 2, 43, 66, 40, 69
INVAR-12, Run: 021, E, 1, 0, 2, 43, 66, 48, 61
INVAR-12, Run: 022, E, 1, 0, 2, 43, 66, 45, 64
INVAR-12, Run: 023, E, 1, 0, 2, 43, 66, 36, 73
INVAR-12, Run: 024, E, 1, 0, 2, 43, 66, 38, 71
INVAR-12, Run: 025, E, 1, 0, 2, 43, 66, 33, 76
INVAR-12, Run: 026, E, 1, 0, 2, 43, 66, 44, 65
INVAR-12, Run: 027, E, 1, 0, 2, 43, 66, 53, 56
INVAR-12, Run: 028, E, 1, 0, 2, 43, 66, 48, 61
INVAR-12, Run: 029, E, 1, 0, 2, 43, 66, 51, 58
INVAR-12, Run: 030, E, 1, 0, 2, 43, 66, 36, 73
INVAR-12, Run: 031, E, 1, 0, 2, 43, 66, 34, 75
INVAR-12, Run: 032, E, 1, 0, 2, 43, 66, 42, 67
INVAR-12, Run: 033, E, 1, 0, 2, 43, 66, 46, 63
INVAR-12, Run: 034, E, 1, 0, 2, 43, 66, 39, 70
INVAR-12, Run: 035, E, 1, 0, 2, 43, 66, 39, 70
INVAR-12, Run: 036, E, 1, 0, 2, 43, 66, 32, 77
INVAR-12, Run: 037, E, 1, 0, 2, 43, 66, 35, 74
INVAR-12, Run: 038, E, 1, 0, 2, 43, 66, 38, 71
INVAR-12, Run: 039, E, 1, 0, 2, 43, 66, 46, 63
INVAR-12, Run: 040, E, 1, 0, 2, 43, 66, 40, 69
INVAR-12, Run: 041, E, 1, 0, 2, 43, 66, 42, 67
INVAR-12, Run: 042, E, 1, 0, 2, 43, 66, 53, 56
INVAR-12, Run: 043, E, 1, 0, 2, 43, 66, 51, 58
INVAR-12, Run: 044, E, 1, 0, 2, 43, 66, 48, 61
INVAR-12, Run: 045, E, 1, 0, 2, 43, 66, 47, 62
INVAR-12, Run: 046, E, 1, 0, 2, 43, 66, 43, 66
INVAR-12, Run: 047, E, 1, 0, 2, 43, 66, 34, 75
INVAR-12, Run: 048, E, 1, 0, 2, 43, 66, 46, 63
INVAR-12, Run: 049, E, 1, 0, 2, 43, 66, 50, 59
INVAR-12, Run: 050, E, 1, 0, 2, 43, 66, 50, 59
INVAR-12, Run: 051, E, 1, 0, 2, 43, 66, 56, 53
INVAR-12, Run: 052, E, 1, 0, 2, 43, 66, 41, 68
INVAR-12, Run: 053, E, 1, 0, 2, 43, 66, 68, 41
INVAR-12, Run: 054, E, 1, 0, 2, 43, 66, 38, 71
INVAR-12, Run: 055, E, 1, 0, 2, 43, 66, 43, 66
INVAR-12, Run: 056, E, 1, 0, 2, 43, 66, 56, 53
INVAR-12, Run: 057, E, 1, 0, 2, 43, 66, 50, 59
INVAR-12, Run: 058, E, 1, 0, 2, 43, 66, 54, 55
INVAR-12, Run: 059, E, 1, 0, 2, 43, 66, 41, 68
INVAR-12, Run: 060, E, 1, 0, 2, 43, 66, 48, 61
INVAR-12, Run: 061, E, 1, 0, 2, 43, 66, 38, 71
INVAR-12, Run: 062, E, 1, 0, 2, 43, 66, 44, 65
INVAR-12, Run: 063, E, 1, 0, 2, 43, 66, 37, 72
INVAR-12, Run: 064, E, 1, 0, 2, 43, 66, 49, 60
INVAR-12, Run: 065, E, 1, 0, 2, 43, 66, 39, 70
INVAR-12, Run: 066, E, 1, 0, 2, 43, 66, 40, 69
INVAR-12, Run: 067, E, 1, 0, 2, 43, 66, 51, 58
INVAR-12, Run: 068, E, 1, 0, 2, 43, 66, 41, 68
INVAR-12, Run: 069, E, 1, 0, 2, 43, 66, 40, 69
INVAR-12, Run: 070, E, 1, 0, 2, 43, 66, 62, 47
INVAR-12, Run: 071, E, 1, 0, 2, 43, 66, 48, 61
INVAR-12, Run: 072, E, 1, 0, 2, 43, 66, 45, 64
INVAR-12, Run: 073, E, 1, 0, 2, 43, 66, 42, 67
INVAR-12, Run: 074, E, 1, 0, 2, 43, 66, 51, 58
INVAR-12, Run: 075, E, 1, 0, 2, 43, 66, 47, 62
INVAR-12, Run: 076, E, 1, 0, 2, 43, 66, 35, 74
INVAR-12, Run: 077, E, 1, 0, 2, 43, 66, 38, 71
INVAR-12, Run: 078, E, 1, 0, 2, 43, 66, 42, 67
INVAR-12, Run: 079, E, 1, 0, 2, 43, 66, 49, 60
INVAR-12, Run: 080, E, 1, 0, 2, 43, 66, 65, 44
INVAR-12, Run: 081, E, 1, 0, 2, 43, 66, 56, 53
INVAR-12, Run: 082, E, 1, 0, 2, 43, 66, 62, 47
INVAR-12, Run: 083, E, 1, 0, 2, 43, 66, 33, 76
INVAR-12, Run: 084, E, 1, 0, 2, 43, 66, 46, 63
INVAR-12, Run: 085, E, 1, 0, 2, 43, 66, 48, 61
INVAR-12, Run: 086, E, 1, 0, 2, 43, 66, 42, 67
