Input Number, Run_Number, Result@ 100, X, V, Y, Reaction1, Reaction2, Reaction4, Reaction5
INVAR-2, Run: 079, E, 0, 0, 2, 20, 22, 10, 32
INVAR-2, Run: 080, E, 0, 0, 2, 20, 22, 10, 32
INVAR-2, Run: 081, E, 0, 0, 2, 20, 22, 12, 30
INVAR-2, Run: 082, E, 0, 0, 2, 20, 22, 7, 35
INVAR-2, Run: 083, E, 0, 0, 2, 20, 22, 5, 37
INVAR-2, Run: 084, E, 0, 0, 2, 20, 22, 27, 15
INVAR-2, Run: 085, E, 0, 0, 2, 20, 22, 20, 22
INVAR-2, Run: 086, E, 0, 0, 2, 20, 22, 11, 31
INVAR-2, Run: 087, E, 0, 0, 2, 20, 22, 25, 17
INVAR-2, Run: 088, E, 0, 0, 2, 20, 22, 4, 38
INVAR-2, Run: 089, E, 0, 0, 2, 20, 22, 7, 35
INVAR-2, Run: 090, E, 0, 0, 2, 20, 22, 4, 38
INVAR-2, Run: 091, E, 0, 0, 2, 20, 22, 19, 23
INVAR-2, Run: 092, E, 0, 0, 2, 20, 22, 6, 36
INVAR-2, Run: 093, E, 0, 0, 2, 20, 22, 17, 25
INVAR-2, Run: 094, E, 0, 0, 2, 20, 22, 16, 26
INVAR-2, Run: 095, E, 0, 0, 2, 20, 22, 7, 35
INVAR-2, Run: 096, E, 0, 0, 2, 20, 22, 7, 35
INVAR-2, Run: 097, E, 0, 0, 2, 20, 22, 19, 23
INVAR-2, Run: 098, E, 0, 0, 2, 20, 22, 4, 38
INVAR-2, Run: 099, E, 0, 0, 2, 20, 22, 12, 30
INVAR-2, Run: 100, E, 0, 0, 2, 20, 22, 16, 26
INVAR-20, Run: 001, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 002, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 003, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 004, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 005, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 006, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 007, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 008, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 009, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 010, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 011, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 012, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 013, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 014, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 015, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 016, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 017, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 018, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 019, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 020, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 021, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 022, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 023, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 024, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 025, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 026, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 027, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 028, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 029, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 030, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 031, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 032, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 033, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 034, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 035, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 036, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 037, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 038, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 039, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 040, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 041, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 042, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 043, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 044, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 045, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 046, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 047, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 048, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 049, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 050, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 051, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 052, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 053, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 054, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 055, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 056, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 057, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 058, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 059, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 060, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 061, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 062, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 063, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 064, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 065, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 066, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 067, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 068, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 069, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 070, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 071, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 072, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 073, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 074, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 075, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 076, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 077, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 078, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 079, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 080, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 081, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 082, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 083, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 084, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 085, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 086, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 087, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 088, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 089, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 090, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 091, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 092, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 093, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 094, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 095, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 096, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 097, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 098, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 099, E, 1, 0, 0, 30, 0, 30, 0
INVAR-20, Run: 100, E, 1, 0, 0, 30, 0, 30, 0
INVAR-21, Run: 001, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 002, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 003, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 004, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 005, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 006, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 007, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 008, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 009, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 010, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 011, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 012, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 013, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 014, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 015, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 016, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 017, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 018, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 019, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 020, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 021, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 022, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 023, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 024, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 025, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 026, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 027, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 028, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 029, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 030, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 031, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 032, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 033, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 034, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 035, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 036, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 037, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 038, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 039, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 040, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 041, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 042, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 043, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 044, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 045, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 046, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 047, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 048, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 049, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 050, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 051, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 052, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 053, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 054, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 055, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 056, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 057, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 058, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 059, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 060, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 061, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 062, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 063, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 064, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 065, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 066, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 067, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 068, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 069, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 070, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 071, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 072, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 073, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 074, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 075, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 076, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 077, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 078, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 079, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 080, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 081, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 082, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 083, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 084, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 085, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 086, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 087, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 088, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 089, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 090, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 091, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 092, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 093, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 094, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 095, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 096, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 097, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 098, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 099, E, 1, 0, 0, 44, 0, 44, 0
INVAR-21, Run: 100, E, 1, 0, 0, 44, 0, 44, 0
INVAR-22, Run: 001, E, 0, 0, 2, 7, 16, 14, 9
INVAR-22, Run: 002, E, 0, 0, 2, 7, 16, 1, 22
INVAR-22, Run: 003, E, 0, 0, 2, 7, 16, 9, 14
INVAR-22, Run: 004, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 005, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 006, E, 0, 0, 2, 7, 16, 8, 15
INVAR-22, Run: 007, E, 0, 0, 2, 7, 16, 7, 16
INVAR-22, Run: 008, E, 0, 0, 2, 7, 16, 7, 16
INVAR-22, Run: 009, E, 0, 0, 2, 7, 16, 2, 21
INVAR-22, Run: 010, E, 0, 0, 2, 7, 16, 7, 16
INVAR-22, Run: 011, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 012, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 013, E, 0, 0, 2, 7, 16, 1, 22
INVAR-22, Run: 014, E, 0, 0, 2, 7, 16, 2, 21
INVAR-22, Run: 015, E, 0, 0, 2, 7, 16, 12, 11
INVAR-22, Run: 016, E, 0, 0, 2, 7, 16, 9, 14
INVAR-22, Run: 017, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 018, E, 0, 0, 2, 7, 16, 8, 15
INVAR-22, Run: 019, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 020, E, 0, 0, 2, 7, 16, 0, 23
INVAR-22, Run: 021, E, 0, 0, 2, 7, 16, 5, 18
INVAR-22, Run: 022, E, 0, 0, 2, 7, 16, 13, 10
INVAR-22, Run: 023, E, 0, 0, 2, 7, 16, 13, 10
INVAR-22, Run: 024, E, 0, 0, 2, 7, 16, 8, 15
INVAR-22, Run: 025, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 026, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 027, E, 0, 0, 2, 7, 16, 11, 12
INVAR-22, Run: 028, E, 0, 0, 2, 7, 16, 8, 15
INVAR-22, Run: 029, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 030, E, 0, 0, 2, 7, 16, 5, 18
INVAR-22, Run: 031, E, 0, 0, 2, 7, 16, 2, 21
INVAR-22, Run: 032, E, 0, 0, 2, 7, 16, 10, 13
INVAR-22, Run: 033, E, 0, 0, 2, 7, 16, 14, 9
INVAR-22, Run: 034, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 035, E, 0, 0, 2, 7, 16, 12, 11
INVAR-22, Run: 036, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 037, E, 0, 0, 2, 7, 16, 5, 18
INVAR-22, Run: 038, E, 0, 0, 2, 7, 16, 11, 12
INVAR-22, Run: 039, E, 0, 0, 2, 7, 16, 5, 18
INVAR-22, Run: 040, E, 0, 0, 2, 7, 16, 11, 12
INVAR-22, Run: 041, E, 0, 0, 2, 7, 16, 1, 22
INVAR-22, Run: 042, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 043, E, 0, 0, 2, 7, 16, 9, 14
INVAR-22, Run: 044, E, 0, 0, 2, 7, 16, 12, 11
INVAR-22, Run: 045, E, 0, 0, 2, 7, 16, 13, 10
INVAR-22, Run: 046, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 047, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 048, E, 0, 0, 2, 7, 16, 11, 12
INVAR-22, Run: 049, E, 0, 0, 2, 7, 16, 7, 16
INVAR-22, Run: 050, E, 0, 0, 2, 7, 16, 8, 15
INVAR-22, Run: 051, E, 0, 0, 2, 7, 16, 14, 9
INVAR-22, Run: 052, E, 0, 0, 2, 7, 16, 4, 19
INVAR-22, Run: 053, E, 0, 0, 2, 7, 16, 8, 15
INVAR-22, Run: 054, E, 0, 0, 2, 7, 16, 10, 13
INVAR-22, Run: 055, E, 0, 0, 2, 7, 16, 5, 18
INVAR-22, Run: 056, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 057, E, 0, 0, 2, 7, 16, 12, 11
INVAR-22, Run: 058, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 059, E, 0, 0, 2, 7, 16, 0, 23
INVAR-22, Run: 060, E, 0, 0, 2, 7, 16, 4, 19
INVAR-22, Run: 061, E, 0, 0, 2, 7, 16, 2, 21
INVAR-22, Run: 062, E, 0, 0, 2, 7, 16, 2, 21
INVAR-22, Run: 063, E, 0, 0, 2, 7, 16, 5, 18
INVAR-22, Run: 064, E, 0, 0, 2, 7, 16, 5, 18
INVAR-22, Run: 065, E, 0, 0, 2, 7, 16, 10, 13
INVAR-22, Run: 066, E, 0, 0, 2, 7, 16, 9, 14
INVAR-22, Run: 067, E, 0, 0, 2, 7, 16, 4, 19
INVAR-22, Run: 068, E, 0, 0, 2, 7, 16, 13, 10
INVAR-22, Run: 069, E, 0, 0, 2, 7, 16, 2, 21
INVAR-22, Run: 070, E, 0, 0, 2, 7, 16, 9, 14
INVAR-22, Run: 071, E, 0, 0, 2, 7, 16, 11, 12
INVAR-22, Run: 072, E, 0, 0, 2, 7, 16, 2, 21
INVAR-22, Run: 073, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 074, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 075, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 076, E, 0, 0, 2, 7, 16, 12, 11
INVAR-22, Run: 077, E, 0, 0, 2, 7, 16, 4, 19
INVAR-22, Run: 078, E, 0, 0, 2, 7, 16, 7, 16
INVAR-22, Run: 079, E, 0, 0, 2, 7, 16, 9, 14
INVAR-22, Run: 080, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 081, E, 0, 0, 2, 7, 16, 2, 21
INVAR-22, Run: 082, E, 0, 0, 2, 7, 16, 7, 16
INVAR-22, Run: 083, E, 0, 0, 2, 7, 16, 8, 15
INVAR-22, Run: 084, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 085, E, 0, 0, 2, 7, 16, 4, 19
INVAR-22, Run: 086, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 087, E, 0, 0, 2, 7, 16, 7, 16
INVAR-22, Run: 088, E, 0, 0, 2, 7, 16, 15, 8
INVAR-22, Run: 089, E, 0, 0, 2, 7, 16, 9, 14
INVAR-22, Run: 090, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 091, E, 0, 0, 2, 7, 16, 18, 5
INVAR-22, Run: 092, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 093, E, 0, 0, 2, 7, 16, 11, 12
INVAR-22, Run: 094, E, 0, 0, 2, 7, 16, 3, 20
INVAR-22, Run: 095, E, 0, 0, 2, 7, 16, 2, 21
INVAR-22, Run: 096, E, 0, 0, 2, 7, 16, 11, 12
INVAR-22, Run: 097, E, 0, 0, 2, 7, 16, 6, 17
INVAR-22, Run: 098, E, 0, 0, 2, 7, 16, 4, 19
INVAR-22, Run: 099, E, 0, 0, 2, 7, 16, 1, 22
INVAR-22, Run: 100, E, 0, 0, 2, 7, 16, 12, 11
INVAR-23, Run: 001, E, 0, 0, 1, 19, 33, 1, 51
INVAR-23, Run: 002, E, 0, 0, 1, 19, 33, 12, 40
INVAR-23, Run: 003, E, 0, 0, 1, 19, 33, 13, 39
INVAR-23, Run: 004, E, 0, 0, 1, 19, 33, 15, 37
INVAR-23, Run: 005, E, 0, 0, 1, 19, 33, 9, 43
INVAR-23, Run: 006, E, 0, 0, 1, 19, 33, 16, 36
INVAR-23, Run: 007, E, 0, 0, 1, 19, 33, 8, 44
INVAR-23, Run: 008, E, 0, 0, 1, 19, 33, 13, 39
INVAR-23, Run: 009, E, 0, 0, 1, 19, 33, 24, 28
INVAR-23, Run: 010, E, 0, 0, 1, 19, 33, 18, 34
INVAR-23, Run: 011, E, 0, 0, 1, 19, 33, 40, 12
INVAR-23, Run: 012, E, 0, 0, 1, 19, 33, 6, 46
INVAR-23, Run: 013, E, 0, 0, 1, 19, 33, 1, 51
INVAR-23, Run: 014, E, 0, 0, 1, 19, 33, 23, 29
INVAR-23, Run: 015, E, 0, 0, 1, 19, 33, 6, 46
INVAR-23, Run: 016, E, 0, 0, 1, 19, 33, 2, 50
INVAR-23, Run: 017, E, 0, 0, 1, 19, 33, 24, 28
INVAR-23, Run: 018, E, 0, 0, 1, 19, 33, 11, 41
INVAR-23, Run: 019, E, 0, 0, 1, 19, 33, 18, 34
INVAR-23, Run: 020, E, 0, 0, 1, 19, 33, 11, 41
INVAR-23, Run: 021, E, 0, 0, 1, 19, 33, 3, 49
INVAR-23, Run: 022, E, 0, 0, 1, 19, 33, 10, 42
INVAR-23, Run: 023, E, 0, 0, 1, 19, 33, 4, 48
INVAR-23, Run: 024, E, 0, 0, 1, 19, 33, 9, 43
INVAR-23, Run: 025, E, 0, 0, 1, 19, 33, 15, 37
INVAR-23, Run: 026, E, 0, 0, 1, 19, 33, 25, 27
INVAR-23, Run: 027, E, 0, 0, 1, 19, 33, 7, 45
INVAR-23, Run: 028, E, 0, 0, 1, 19, 33, 8, 44
INVAR-23, Run: 029, E, 0, 0, 1, 19, 33, 11, 41
INVAR-23, Run: 030, E, 0, 0, 1, 19, 33, 9, 43
INVAR-23, Run: 031, E, 0, 0, 1, 19, 33, 23, 29
INVAR-23, Run: 032, E, 0, 0, 1, 19, 33, 30, 22
INVAR-23, Run: 033, E, 0, 0, 1, 19, 33, 34, 18
INVAR-23, Run: 034, E, 0, 0, 1, 19, 33, 22, 30
INVAR-23, Run: 035, E, 0, 0, 1, 19, 33, 13, 39
INVAR-23, Run: 036, E, 0, 0, 1, 19, 33, 3, 49
INVAR-23, Run: 037, E, 0, 0, 1, 19, 33, 14, 38
INVAR-23, Run: 038, E, 0, 0, 1, 19, 33, 25, 27
INVAR-23, Run: 039, E, 0, 0, 1, 19, 33, 4, 48
INVAR-23, Run: 040, E, 0, 0, 1, 19, 33, 31, 21
INVAR-23, Run: 041, E, 0, 0, 1, 19, 33, 20, 32
INVAR-23, Run: 042, E, 0, 0, 1, 19, 33, 15, 37
INVAR-23, Run: 043, E, 0, 0, 1, 19, 33, 10, 42
INVAR-23, Run: 044, E, 0, 0, 1, 19, 33, 12, 40
INVAR-23, Run: 045, E, 0, 0, 1, 19, 33, 5, 47
INVAR-23, Run: 046, E, 0, 0, 1, 19, 33, 6, 46
INVAR-23, Run: 047, E, 0, 0, 1, 19, 33, 23, 29
INVAR-23, Run: 048, E, 0, 0, 1, 19, 33, 13, 39
INVAR-23, Run: 049, E, 0, 0, 1, 19, 33, 13, 39
INVAR-23, Run: 050, E, 0, 0, 1, 19, 33, 7, 45
INVAR-23, Run: 051, E, 0, 0, 1, 19, 33, 29, 23
INVAR-23, Run: 052, E, 0, 0, 1, 19, 33, 7, 45
INVAR-23, Run: 053, E, 0, 0, 1, 19, 33, 10, 42
INVAR-23, Run: 054, E, 0, 0, 1, 19, 33, 9, 43
INVAR-23, Run: 055, E, 0, 0, 1, 19, 33, 7, 45
INVAR-23, Run: 056, E, 0, 0, 1, 19, 33, 19, 33
INVAR-23, Run: 057, E, 0, 0, 1, 19, 33, 25, 27
INVAR-23, Run: 058, E, 0, 0, 1, 19, 33, 6, 46
INVAR-23, Run: 059, E, 0, 0, 1, 19, 33, 21, 31
INVAR-23, Run: 060, E, 0, 0, 1, 19, 33, 24, 28
INVAR-23, Run: 061, E, 0, 0, 1, 19, 33, 17, 35
INVAR-23, Run: 062, E, 0, 0, 1, 19, 33, 16, 36
INVAR-23, Run: 063, E, 0, 0, 1, 19, 33, 25, 27
INVAR-23, Run: 064, E, 0, 0, 1, 19, 33, 22, 30
INVAR-23, Run: 065, E, 0, 0, 1, 19, 33, 35, 17
