Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-10, Run: 073, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 731, 9638, 100, 67, 32, 100, 200, 831, 9638
INVAR-10, Run: 074, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 879, 13215, 100, 61, 38, 100, 200, 979, 13215
INVAR-10, Run: 075, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 822, 9813, 100, 58, 41, 100, 200, 922, 9813
INVAR-10, Run: 076, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 861, 8514, 100, 62, 37, 100, 200, 961, 8514
INVAR-10, Run: 077, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 808, 8787, 100, 55, 44, 100, 200, 908, 8787
INVAR-10, Run: 078, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 856, 10527, 100, 68, 31, 100, 200, 956, 10527
INVAR-10, Run: 079, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1110, 13465, 100, 62, 37, 100, 200, 1210, 13465
INVAR-10, Run: 080, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 726, 10437, 100, 62, 37, 100, 200, 826, 10437
INVAR-10, Run: 081, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 734, 9099, 100, 55, 44, 100, 200, 834, 9099
INVAR-10, Run: 082, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 849, 8760, 100, 69, 30, 100, 200, 949, 8760
INVAR-10, Run: 083, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 896, 9412, 100, 58, 41, 100, 200, 996, 9412
INVAR-10, Run: 084, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 1009, 10833, 100, 66, 33, 100, 200, 1109, 10833
INVAR-10, Run: 085, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 881, 9348, 100, 68, 31, 100, 200, 981, 9348
INVAR-10, Run: 086, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 946, 10755, 100, 58, 41, 100, 200, 1046, 10755
INVAR-10, Run: 087, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 964, 8965, 100, 65, 34, 100, 200, 1064, 8965
INVAR-10, Run: 088, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 832, 11311, 100, 58, 41, 100, 200, 932, 11311
INVAR-10, Run: 089, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 865, 12804, 100, 63, 36, 100, 200, 965, 12804
INVAR-10, Run: 090, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 722, 9614, 100, 65, 34, 100, 200, 822, 9614
INVAR-10, Run: 091, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 729, 9736, 100, 56, 43, 100, 200, 829, 9736
INVAR-10, Run: 092, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 769, 9696, 100, 65, 34, 100, 200, 869, 9696
INVAR-10, Run: 093, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 818, 10072, 100, 62, 37, 100, 200, 918, 10072
INVAR-10, Run: 094, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 841, 10275, 100, 73, 26, 100, 200, 941, 10275
INVAR-10, Run: 095, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 956, 10330, 100, 62, 37, 100, 200, 1056, 10330
INVAR-10, Run: 096, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 788, 8497, 100, 62, 37, 100, 200, 888, 8497
INVAR-10, Run: 097, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 944, 11499, 100, 61, 38, 100, 200, 1044, 11499
INVAR-10, Run: 098, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 755, 8866, 100, 62, 37, 100, 200, 855, 8866
INVAR-10, Run: 099, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 791, 9036, 100, 65, 34, 100, 200, 891, 9036
INVAR-10, Run: 100, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1200, 600, 200, 946, 10263, 100, 50, 49, 100, 200, 1046, 10263
INVAR-2, Run: 001, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 122, 1245, 28, 17, 10, 28, 56, 150, 1245
INVAR-2, Run: 002, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 94, 1423, 28, 14, 13, 28, 56, 122, 1423
INVAR-2, Run: 003, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 102, 1402, 28, 23, 4, 28, 56, 130, 1402
INVAR-2, Run: 004, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 141, 1676, 28, 20, 7, 28, 56, 169, 1676
INVAR-2, Run: 005, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 97, 1006, 28, 19, 8, 28, 56, 125, 1006
INVAR-2, Run: 006, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 96, 1247, 28, 16, 11, 28, 56, 124, 1247
INVAR-2, Run: 007, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 135, 1718, 28, 11, 16, 28, 56, 163, 1718
INVAR-2, Run: 008, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 127, 1430, 28, 16, 11, 28, 56, 155, 1430
INVAR-2, Run: 009, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 132, 1748, 28, 15, 12, 28, 56, 160, 1748
INVAR-2, Run: 010, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 123, 1872, 28, 20, 7, 28, 56, 151, 1872
INVAR-2, Run: 011, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 114, 1596, 28, 19, 8, 28, 56, 142, 1596
INVAR-2, Run: 012, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 124, 1388, 28, 19, 8, 28, 56, 152, 1388
INVAR-2, Run: 013, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 120, 1615, 28, 18, 9, 28, 56, 148, 1615
INVAR-2, Run: 014, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 91, 1575, 28, 19, 8, 28, 56, 119, 1575
INVAR-2, Run: 015, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 88, 1410, 28, 15, 12, 28, 56, 116, 1410
INVAR-2, Run: 016, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 125, 1107, 28, 17, 10, 28, 56, 153, 1107
INVAR-2, Run: 017, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 108, 1028, 28, 18, 9, 28, 56, 136, 1028
INVAR-2, Run: 018, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 79, 960, 28, 14, 13, 28, 56, 107, 960
INVAR-2, Run: 019, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 67, 1413, 28, 20, 7, 28, 56, 95, 1413
INVAR-2, Run: 020, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 92, 1206, 28, 20, 7, 28, 56, 120, 1206
INVAR-2, Run: 021, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 103, 1180, 28, 20, 7, 28, 56, 131, 1180
INVAR-2, Run: 022, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 148, 1649, 28, 16, 11, 28, 56, 176, 1649
INVAR-2, Run: 023, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 105, 1668, 28, 17, 10, 28, 56, 133, 1668
INVAR-2, Run: 024, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 122, 1527, 28, 15, 12, 28, 56, 150, 1527
INVAR-2, Run: 025, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 80, 1925, 28, 19, 8, 28, 56, 108, 1925
INVAR-2, Run: 026, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 147, 1762, 28, 16, 11, 28, 56, 175, 1762
INVAR-2, Run: 027, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 93, 1384, 28, 17, 10, 28, 56, 121, 1384
INVAR-2, Run: 028, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 138, 1239, 28, 14, 13, 28, 56, 166, 1239
INVAR-2, Run: 029, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 148, 1359, 28, 14, 13, 28, 56, 176, 1359
INVAR-2, Run: 030, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 173, 1632, 28, 16, 11, 28, 56, 201, 1632
INVAR-2, Run: 031, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 128, 1416, 28, 15, 12, 28, 56, 156, 1416
INVAR-2, Run: 032, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 92, 987, 28, 16, 11, 28, 56, 120, 987
INVAR-2, Run: 033, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 107, 1152, 28, 20, 7, 28, 56, 135, 1152
INVAR-2, Run: 034, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 74, 1290, 28, 13, 14, 28, 56, 102, 1290
INVAR-2, Run: 035, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 139, 856, 28, 15, 12, 28, 56, 167, 856
INVAR-2, Run: 036, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 85, 800, 28, 12, 15, 28, 56, 113, 800
INVAR-2, Run: 037, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 104, 1039, 28, 17, 10, 28, 56, 132, 1039
INVAR-2, Run: 038, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 117, 987, 28, 17, 10, 28, 56, 145, 987
INVAR-2, Run: 039, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 101, 1307, 28, 19, 8, 28, 56, 129, 1307
INVAR-2, Run: 040, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 153, 2165, 28, 16, 11, 28, 56, 181, 2165
INVAR-2, Run: 041, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 110, 1137, 28, 19, 8, 28, 56, 138, 1137
INVAR-2, Run: 042, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 94, 1530, 28, 17, 10, 28, 56, 122, 1530
INVAR-2, Run: 043, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 143, 1931, 28, 22, 5, 28, 56, 171, 1931
INVAR-2, Run: 044, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 196, 1358, 28, 15, 12, 28, 56, 224, 1358
INVAR-2, Run: 045, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 85, 1094, 28, 18, 9, 28, 56, 113, 1094
INVAR-2, Run: 046, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 109, 1640, 28, 19, 8, 28, 56, 137, 1640
INVAR-2, Run: 047, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 105, 1265, 28, 21, 6, 28, 56, 133, 1265
INVAR-2, Run: 048, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 92, 1125, 28, 15, 12, 28, 56, 120, 1125
INVAR-2, Run: 049, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 143, 1970, 28, 20, 7, 28, 56, 171, 1970
INVAR-2, Run: 050, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 74, 1656, 28, 22, 5, 28, 56, 102, 1656
INVAR-2, Run: 051, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 124, 1961, 28, 16, 11, 28, 56, 152, 1961
INVAR-2, Run: 052, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 102, 1360, 28, 18, 9, 28, 56, 130, 1360
INVAR-2, Run: 053, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 83, 908, 28, 19, 8, 28, 56, 111, 908
INVAR-2, Run: 054, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 102, 1345, 28, 19, 8, 28, 56, 130, 1345
INVAR-2, Run: 055, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 92, 1403, 28, 19, 8, 28, 56, 120, 1403
INVAR-2, Run: 056, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 97, 1712, 28, 17, 10, 28, 56, 125, 1712
INVAR-2, Run: 057, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 163, 1633, 28, 19, 8, 28, 56, 191, 1633
INVAR-2, Run: 058, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 78, 1206, 28, 17, 10, 28, 56, 106, 1206
INVAR-2, Run: 059, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 82, 1305, 28, 17, 10, 28, 56, 110, 1305
INVAR-2, Run: 060, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 169, 1356, 28, 16, 11, 28, 56, 197, 1356
INVAR-2, Run: 061, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 94, 1263, 28, 17, 10, 28, 56, 122, 1263
INVAR-2, Run: 062, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 80, 1155, 28, 21, 6, 28, 56, 108, 1155
INVAR-2, Run: 063, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 95, 1220, 28, 14, 13, 28, 56, 123, 1220
INVAR-2, Run: 064, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 81, 1041, 28, 19, 8, 28, 56, 109, 1041
INVAR-2, Run: 065, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 138, 1462, 28, 17, 10, 28, 56, 166, 1462
INVAR-2, Run: 066, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 142, 1655, 28, 14, 13, 28, 56, 170, 1655
INVAR-2, Run: 067, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 99, 1285, 28, 17, 10, 28, 56, 127, 1285
INVAR-2, Run: 068, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 93, 1490, 28, 18, 9, 28, 56, 121, 1490
INVAR-2, Run: 069, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 120, 1909, 28, 19, 8, 28, 56, 148, 1909
INVAR-2, Run: 070, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 57, 1147, 28, 16, 11, 28, 56, 85, 1147
INVAR-2, Run: 071, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 191, 1507, 28, 16, 11, 28, 56, 219, 1507
INVAR-2, Run: 072, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 106, 1222, 28, 20, 7, 28, 56, 134, 1222
INVAR-2, Run: 073, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 91, 1174, 28, 16, 11, 28, 56, 119, 1174
INVAR-2, Run: 074, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 140, 2117, 28, 19, 8, 28, 56, 168, 2117
INVAR-2, Run: 075, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 110, 1282, 28, 16, 11, 28, 56, 138, 1282
INVAR-2, Run: 076, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 81, 1212, 28, 20, 7, 28, 56, 109, 1212
INVAR-2, Run: 077, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 150, 1454, 28, 18, 9, 28, 56, 178, 1454
INVAR-2, Run: 078, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 132, 1662, 28, 19, 8, 28, 56, 160, 1662
INVAR-2, Run: 079, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 99, 1319, 28, 23, 4, 28, 56, 127, 1319
INVAR-2, Run: 080, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 182, 1587, 28, 13, 14, 28, 56, 210, 1587
INVAR-2, Run: 081, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 68, 948, 28, 15, 12, 28, 56, 96, 948
INVAR-2, Run: 082, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 132, 1718, 28, 19, 8, 28, 56, 160, 1718
INVAR-2, Run: 083, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 51, 934, 28, 20, 7, 28, 56, 79, 934
INVAR-2, Run: 084, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 96, 1361, 28, 20, 7, 28, 56, 124, 1361
INVAR-2, Run: 085, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 115, 799, 28, 16, 11, 28, 56, 143, 799
INVAR-2, Run: 086, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 122, 1254, 28, 11, 16, 28, 56, 150, 1254
INVAR-2, Run: 087, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 126, 1331, 28, 19, 8, 28, 56, 154, 1331
INVAR-2, Run: 088, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 117, 1347, 28, 20, 7, 28, 56, 145, 1347
INVAR-2, Run: 089, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 151, 1568, 28, 16, 11, 28, 56, 179, 1568
INVAR-2, Run: 090, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 176, 1916, 28, 16, 11, 28, 56, 204, 1916
INVAR-2, Run: 091, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 107, 1599, 28, 18, 9, 28, 56, 135, 1599
INVAR-2, Run: 092, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 128, 1519, 28, 21, 6, 28, 56, 156, 1519
INVAR-2, Run: 093, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 78, 932, 28, 15, 12, 28, 56, 106, 932
INVAR-2, Run: 094, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 133, 1074, 28, 13, 14, 28, 56, 161, 1074
INVAR-2, Run: 095, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 154, 1722, 28, 17, 10, 28, 56, 182, 1722
INVAR-2, Run: 096, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 78, 1668, 28, 19, 8, 28, 56, 106, 1668
INVAR-2, Run: 097, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 96, 1113, 28, 22, 5, 28, 56, 124, 1113
INVAR-2, Run: 098, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 154, 1337, 28, 15, 12, 28, 56, 182, 1337
INVAR-2, Run: 099, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 87, 1126, 28, 17, 10, 28, 56, 115, 1126
INVAR-2, Run: 100, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 336, 168, 56, 110, 1349, 28, 16, 11, 28, 56, 138, 1349
INVAR-3, Run: 001, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 656, 6877, 82, 56, 25, 82, 164, 738, 6877
INVAR-3, Run: 002, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 737, 9434, 82, 58, 23, 82, 164, 819, 9434
INVAR-3, Run: 003, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 793, 9935, 82, 52, 29, 82, 164, 875, 9935
INVAR-3, Run: 004, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 446, 7226, 82, 47, 34, 82, 164, 528, 7226
INVAR-3, Run: 005, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 797, 8024, 82, 57, 24, 82, 164, 879, 8024
INVAR-3, Run: 006, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 471, 5390, 82, 50, 31, 82, 164, 553, 5390
INVAR-3, Run: 007, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 776, 8554, 82, 52, 29, 82, 164, 858, 8554
INVAR-3, Run: 008, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 444, 6776, 82, 52, 29, 82, 164, 526, 6776
INVAR-3, Run: 009, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 481, 6870, 82, 53, 28, 82, 164, 563, 6870
INVAR-3, Run: 010, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 633, 8444, 82, 50, 31, 82, 164, 715, 8444
INVAR-3, Run: 011, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 776, 7554, 82, 48, 33, 82, 164, 858, 7554
INVAR-3, Run: 012, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 606, 6658, 82, 42, 39, 82, 164, 688, 6658
INVAR-3, Run: 013, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 594, 7559, 82, 54, 27, 82, 164, 676, 7559
INVAR-3, Run: 014, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 557, 5497, 82, 53, 28, 82, 164, 639, 5497
INVAR-3, Run: 015, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 750, 6977, 82, 46, 35, 82, 164, 832, 6977
INVAR-3, Run: 016, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 707, 8162, 82, 56, 25, 82, 164, 789, 8162
INVAR-3, Run: 017, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 590, 6267, 82, 54, 27, 82, 164, 672, 6267
INVAR-3, Run: 018, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 498, 6187, 82, 51, 30, 82, 164, 580, 6187
INVAR-3, Run: 019, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 783, 8092, 82, 49, 32, 82, 164, 865, 8092
INVAR-3, Run: 020, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 675, 8399, 82, 55, 26, 82, 164, 757, 8399
INVAR-3, Run: 021, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 618, 7747, 82, 61, 20, 82, 164, 700, 7747
INVAR-3, Run: 022, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 568, 5432, 82, 49, 32, 82, 164, 650, 5432
INVAR-3, Run: 023, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 641, 7721, 82, 50, 31, 82, 164, 723, 7721
INVAR-3, Run: 024, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 546, 8174, 82, 54, 27, 82, 164, 628, 8174
INVAR-3, Run: 025, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 727, 9250, 82, 54, 27, 82, 164, 809, 9250
INVAR-3, Run: 026, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 636, 7424, 82, 57, 24, 82, 164, 718, 7424
INVAR-3, Run: 027, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 576, 7223, 82, 49, 32, 82, 164, 658, 7223
INVAR-3, Run: 028, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 655, 9363, 82, 46, 35, 82, 164, 737, 9363
INVAR-3, Run: 029, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 604, 8327, 82, 61, 20, 82, 164, 686, 8327
INVAR-3, Run: 030, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 806, 6831, 82, 48, 33, 82, 164, 888, 6831
INVAR-3, Run: 031, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 578, 6451, 82, 47, 34, 82, 164, 660, 6451
INVAR-3, Run: 032, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 719, 8305, 82, 44, 37, 82, 164, 801, 8305
INVAR-3, Run: 033, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 596, 7314, 82, 59, 22, 82, 164, 678, 7314
INVAR-3, Run: 034, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 757, 9006, 82, 55, 26, 82, 164, 839, 9006
INVAR-3, Run: 035, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 607, 6628, 82, 50, 31, 82, 164, 689, 6628
INVAR-3, Run: 036, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 786, 8067, 82, 48, 33, 82, 164, 868, 8067
INVAR-3, Run: 037, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 511, 5882, 82, 49, 32, 82, 164, 593, 5882
INVAR-3, Run: 038, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 747, 6854, 82, 46, 35, 82, 164, 829, 6854
INVAR-3, Run: 039, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 655, 8223, 82, 59, 22, 82, 164, 737, 8223
INVAR-3, Run: 040, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 595, 6128, 82, 46, 35, 82, 164, 677, 6128
INVAR-3, Run: 041, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 738, 7702, 82, 46, 35, 82, 164, 820, 7702
INVAR-3, Run: 042, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 564, 7259, 82, 57, 24, 82, 164, 646, 7259
INVAR-3, Run: 043, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 543, 6288, 82, 49, 32, 82, 164, 625, 6288
INVAR-3, Run: 044, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 563, 5053, 82, 48, 33, 82, 164, 645, 5053
INVAR-3, Run: 045, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 984, 492, 164, 564, 7691, 82, 58, 23, 82, 164, 646, 7691
