Input Number, Run_Number, Result@ 100, X2, Y
In02, Run: 066, E, 68, 0
In02, Run: 067, E, 68, 0
In02, Run: 068, E, 68, 0
In02, Run: 069, E, 68, 0
In02, Run: 070, E, 68, 0
In02, Run: 071, E, 68, 0
In02, Run: 072, E, 68, 0
In02, Run: 073, E, 68, 0
In02, Run: 074, E, 68, 0
In02, Run: 075, E, 68, 0
In02, Run: 076, E, 68, 0
In02, Run: 077, E, 68, 0
In02, Run: 078, E, 68, 0
In02, Run: 079, E, 68, 0
In02, Run: 080, E, 68, 0
In02, Run: 081, E, 68, 0
In02, Run: 082, E, 68, 0
In02, Run: 083, E, 68, 0
In02, Run: 084, E, 68, 0
In02, Run: 085, E, 68, 0
In02, Run: 086, E, 68, 0
In02, Run: 087, E, 68, 0
In02, Run: 088, E, 68, 0
In02, Run: 089, E, 68, 0
In02, Run: 090, E, 68, 0
In02, Run: 091, E, 68, 0
In02, Run: 092, E, 68, 0
In02, Run: 093, E, 68, 0
In02, Run: 094, E, 68, 0
In02, Run: 095, E, 68, 0
In02, Run: 096, E, 68, 0
In02, Run: 097, E, 68, 0
In02, Run: 098, E, 68, 0
In02, Run: 099, E, 68, 0
In02, Run: 100, E, 68, 0
In03, Run: 001, E, 120, 0
In03, Run: 002, E, 120, 0
In03, Run: 003, E, 120, 0
In03, Run: 004, E, 120, 0
In03, Run: 005, E, 120, 0
In03, Run: 006, E, 120, 0
In03, Run: 007, E, 120, 0
In03, Run: 008, E, 120, 0
In03, Run: 009, E, 120, 0
In03, Run: 010, E, 120, 0
In03, Run: 011, E, 120, 0
In03, Run: 012, E, 120, 0
In03, Run: 013, E, 120, 0
In03, Run: 014, E, 120, 0
In03, Run: 015, E, 120, 0
In03, Run: 016, E, 120, 0
In03, Run: 017, E, 120, 0
In03, Run: 018, E, 120, 0
In03, Run: 019, E, 120, 0
In03, Run: 020, E, 120, 0
In03, Run: 021, E, 120, 0
In03, Run: 022, E, 120, 0
In03, Run: 023, E, 120, 0
In03, Run: 024, E, 120, 0
In03, Run: 025, E, 120, 0
In03, Run: 026, E, 120, 0
In03, Run: 027, E, 120, 0
In03, Run: 028, E, 120, 0
In03, Run: 029, E, 120, 0
In03, Run: 030, E, 120, 0
In03, Run: 031, E, 120, 0
In03, Run: 032, E, 120, 0
In03, Run: 033, E, 120, 0
In03, Run: 034, E, 120, 0
In03, Run: 035, E, 120, 0
In03, Run: 036, E, 120, 0
In03, Run: 037, E, 120, 0
In03, Run: 038, E, 120, 0
In03, Run: 039, E, 120, 0
In03, Run: 040, E, 120, 0
In03, Run: 041, E, 120, 0
In03, Run: 042, E, 120, 0
In03, Run: 043, E, 120, 0
In03, Run: 044, E, 120, 0
In03, Run: 045, E, 120, 0
In03, Run: 046, E, 120, 0
In03, Run: 047, E, 120, 0
In03, Run: 048, E, 120, 0
In03, Run: 049, E, 120, 0
In03, Run: 050, E, 120, 0
In03, Run: 051, E, 120, 0
In03, Run: 052, E, 120, 0
In03, Run: 053, E, 120, 0
In03, Run: 054, E, 120, 0
In03, Run: 055, E, 120, 0
In03, Run: 056, E, 120, 0
In03, Run: 057, E, 120, 0
In03, Run: 058, E, 120, 0
In03, Run: 059, E, 120, 0
In03, Run: 060, E, 120, 0
In03, Run: 061, E, 120, 0
In03, Run: 062, E, 120, 0
In03, Run: 063, E, 120, 0
In03, Run: 064, E, 120, 0
In03, Run: 065, E, 120, 0
In03, Run: 066, E, 120, 0
In03, Run: 067, E, 120, 0
In03, Run: 068, E, 120, 0
In03, Run: 069, E, 120, 0
In03, Run: 070, E, 120, 0
In03, Run: 071, E, 120, 0
In03, Run: 072, E, 120, 0
In03, Run: 073, E, 120, 0
In03, Run: 074, E, 120, 0
In03, Run: 075, E, 120, 0
In03, Run: 076, E, 120, 0
In03, Run: 077, E, 120, 0
In03, Run: 078, E, 120, 0
In03, Run: 079, E, 120, 0
In03, Run: 080, E, 120, 0
In03, Run: 081, E, 120, 0
In03, Run: 082, E, 120, 0
In03, Run: 083, E, 120, 0
In03, Run: 084, E, 120, 0
In03, Run: 085, E, 120, 0
In03, Run: 086, E, 120, 0
In03, Run: 087, E, 120, 0
In03, Run: 088, E, 120, 0
In03, Run: 089, E, 120, 0
In03, Run: 090, E, 120, 0
In03, Run: 091, E, 120, 0
In03, Run: 092, E, 120, 0
In03, Run: 093, E, 120, 0
In03, Run: 094, E, 120, 0
In03, Run: 095, E, 120, 0
In03, Run: 096, E, 120, 0
In03, Run: 097, E, 120, 0
In03, Run: 098, E, 120, 0
In03, Run: 099, E, 120, 0
In03, Run: 100, E, 120, 0
In04, Run: 001, E, 49, 0
In04, Run: 002, E, 49, 0
In04, Run: 003, E, 49, 0
In04, Run: 004, E, 49, 0
In04, Run: 005, E, 49, 0
In04, Run: 006, E, 49, 0
In04, Run: 007, E, 49, 0
In04, Run: 008, E, 49, 0
In04, Run: 009, E, 49, 0
In04, Run: 010, E, 49, 0
In04, Run: 011, E, 49, 0
In04, Run: 012, E, 49, 0
In04, Run: 013, E, 49, 0
In04, Run: 014, E, 49, 0
In04, Run: 015, E, 49, 0
In04, Run: 016, E, 49, 0
In04, Run: 017, E, 49, 0
In04, Run: 018, E, 49, 0
In04, Run: 019, E, 49, 0
In04, Run: 020, E, 49, 0
In04, Run: 021, E, 49, 0
In04, Run: 022, E, 49, 0
In04, Run: 023, E, 49, 0
In04, Run: 024, E, 49, 0
In04, Run: 025, E, 49, 0
In04, Run: 026, E, 49, 0
In04, Run: 027, E, 49, 0
In04, Run: 028, E, 49, 0
In04, Run: 029, E, 49, 0
In04, Run: 030, E, 49, 0
In04, Run: 031, E, 49, 0
In04, Run: 032, E, 49, 0
In04, Run: 033, E, 49, 0
In04, Run: 034, E, 49, 0
In04, Run: 035, E, 49, 0
In04, Run: 036, E, 49, 0
In04, Run: 037, E, 49, 0
In04, Run: 038, E, 49, 0
In04, Run: 039, E, 49, 0
In04, Run: 040, E, 49, 0
In04, Run: 041, E, 49, 0
In04, Run: 042, E, 49, 0
In04, Run: 043, E, 49, 0
In04, Run: 044, E, 49, 0
In04, Run: 045, E, 49, 0
In04, Run: 046, E, 49, 0
In04, Run: 047, E, 49, 0
In04, Run: 048, E, 49, 0
In04, Run: 049, E, 49, 0
In04, Run: 050, E, 49, 0
In04, Run: 051, E, 49, 0
In04, Run: 052, E, 49, 0
In04, Run: 053, E, 49, 0
In04, Run: 054, E, 49, 0
In04, Run: 055, E, 49, 0
In04, Run: 056, E, 49, 0
In04, Run: 057, E, 49, 0
In04, Run: 058, E, 49, 0
In04, Run: 059, E, 49, 0
In04, Run: 060, E, 49, 0
In04, Run: 061, E, 49, 0
In04, Run: 062, E, 49, 0
In04, Run: 063, E, 49, 0
In04, Run: 064, E, 49, 0
In04, Run: 065, E, 49, 0
In04, Run: 066, E, 49, 0
In04, Run: 067, E, 49, 0
In04, Run: 068, E, 49, 0
In04, Run: 069, E, 49, 0
In04, Run: 070, E, 49, 0
In04, Run: 071, E, 49, 0
In04, Run: 072, E, 49, 0
In04, Run: 073, E, 49, 0
In04, Run: 074, E, 49, 0
In04, Run: 075, E, 49, 0
In04, Run: 076, E, 49, 0
In04, Run: 077, E, 49, 0
In04, Run: 078, E, 49, 0
In04, Run: 079, E, 49, 0
In04, Run: 080, E, 49, 0
In04, Run: 081, E, 49, 0
In04, Run: 082, E, 49, 0
In04, Run: 083, E, 49, 0
In04, Run: 084, E, 49, 0
In04, Run: 085, E, 49, 0
In04, Run: 086, E, 49, 0
In04, Run: 087, E, 49, 0
In04, Run: 088, E, 49, 0
In04, Run: 089, E, 49, 0
In04, Run: 090, E, 49, 0
In04, Run: 091, E, 49, 0
In04, Run: 092, E, 49, 0
In04, Run: 093, E, 49, 0
In04, Run: 094, E, 49, 0
In04, Run: 095, E, 49, 0
In04, Run: 096, E, 49, 0
In04, Run: 097, E, 49, 0
In04, Run: 098, E, 49, 0
In04, Run: 099, E, 49, 0
In04, Run: 100, E, 49, 0
In05, Run: 001, E, 70, 0
In05, Run: 002, E, 70, 0
In05, Run: 003, E, 70, 0
In05, Run: 004, E, 70, 0
In05, Run: 005, E, 70, 0
In05, Run: 006, E, 70, 0
In05, Run: 007, E, 70, 0
In05, Run: 008, E, 70, 0
In05, Run: 009, E, 70, 0
In05, Run: 010, E, 70, 0
In05, Run: 011, E, 70, 0
In05, Run: 012, E, 70, 0
In05, Run: 013, E, 70, 0
In05, Run: 014, E, 70, 0
In05, Run: 015, E, 70, 0
In05, Run: 016, E, 70, 0
In05, Run: 017, E, 70, 0
In05, Run: 018, E, 70, 0
In05, Run: 019, E, 70, 0
In05, Run: 020, E, 70, 0
In05, Run: 021, E, 70, 0
In05, Run: 022, E, 70, 0
In05, Run: 023, E, 70, 0
In05, Run: 024, E, 70, 0
In05, Run: 025, E, 70, 0
In05, Run: 026, E, 70, 0
In05, Run: 027, E, 70, 0
In05, Run: 028, E, 70, 0
In05, Run: 029, E, 70, 0
In05, Run: 030, E, 70, 0
In05, Run: 031, E, 70, 0
In05, Run: 032, E, 70, 0
In05, Run: 033, E, 70, 0
In05, Run: 034, E, 70, 0
In05, Run: 035, E, 70, 0
In05, Run: 036, E, 70, 0
In05, Run: 037, E, 70, 0
In05, Run: 038, E, 70, 0
In05, Run: 039, E, 70, 0
In05, Run: 040, E, 70, 0
In05, Run: 041, E, 70, 0
In05, Run: 042, E, 70, 0
In05, Run: 043, E, 70, 0
In05, Run: 044, E, 70, 0
In05, Run: 045, E, 70, 0
In05, Run: 046, E, 70, 0
In05, Run: 047, E, 70, 0
In05, Run: 048, E, 70, 0
In05, Run: 049, E, 70, 0
In05, Run: 050, E, 70, 0
In05, Run: 051, E, 70, 0
In05, Run: 052, E, 70, 0
In05, Run: 053, E, 70, 0
In05, Run: 054, E, 70, 0
In05, Run: 055, E, 70, 0
In05, Run: 056, E, 70, 0
In05, Run: 057, E, 70, 0
In05, Run: 058, E, 70, 0
In05, Run: 059, E, 70, 0
In05, Run: 060, E, 70, 0
In05, Run: 061, E, 70, 0
In05, Run: 062, E, 70, 0
In05, Run: 063, E, 70, 0
In05, Run: 064, E, 70, 0
In05, Run: 065, E, 70, 0
In05, Run: 066, E, 70, 0
In05, Run: 067, E, 70, 0
In05, Run: 068, E, 70, 0
In05, Run: 069, E, 70, 0
In05, Run: 070, E, 70, 0
In05, Run: 071, E, 70, 0
In05, Run: 072, E, 70, 0
In05, Run: 073, E, 70, 0
In05, Run: 074, E, 70, 0
In05, Run: 075, E, 70, 0
In05, Run: 076, E, 70, 0
In05, Run: 077, E, 70, 0
In05, Run: 078, E, 70, 0
In05, Run: 079, E, 70, 0
In05, Run: 080, E, 70, 0
In05, Run: 081, E, 70, 0
In05, Run: 082, E, 70, 0
In05, Run: 083, E, 70, 0
In05, Run: 084, E, 70, 0
In05, Run: 085, E, 70, 0
In05, Run: 086, E, 70, 0
In05, Run: 087, E, 70, 0
In05, Run: 088, E, 70, 0
In05, Run: 089, E, 70, 0
In05, Run: 090, E, 70, 0
In05, Run: 091, E, 70, 0
In05, Run: 092, E, 70, 0
In05, Run: 093, E, 70, 0
In05, Run: 094, E, 70, 0
In05, Run: 095, E, 70, 0
In05, Run: 096, E, 70, 0
In05, Run: 097, E, 70, 0
In05, Run: 098, E, 70, 0
In05, Run: 099, E, 70, 0
In05, Run: 100, E, 70, 0
In06, Run: 001, E, 192, 0
In06, Run: 002, E, 192, 0
In06, Run: 003, E, 192, 0
In06, Run: 004, E, 192, 0
In06, Run: 005, E, 192, 0
In06, Run: 006, E, 192, 0
In06, Run: 007, E, 192, 0
In06, Run: 008, E, 192, 0
In06, Run: 009, E, 192, 0
In06, Run: 010, E, 192, 0
In06, Run: 011, E, 192, 0
In06, Run: 012, E, 192, 0
In06, Run: 013, E, 192, 0
In06, Run: 014, E, 192, 0
In06, Run: 015, E, 192, 0
In06, Run: 016, E, 192, 0
In06, Run: 017, E, 192, 0
In06, Run: 018, E, 192, 0
In06, Run: 019, E, 192, 0
In06, Run: 020, E, 192, 0
In06, Run: 021, E, 192, 0
In06, Run: 022, E, 192, 0
In06, Run: 023, E, 192, 0
In06, Run: 024, E, 192, 0
In06, Run: 025, E, 192, 0
In06, Run: 026, E, 192, 0
In06, Run: 027, E, 192, 0
In06, Run: 028, E, 192, 0
In06, Run: 029, E, 192, 0
In06, Run: 030, E, 192, 0
In06, Run: 031, E, 192, 0
In06, Run: 032, E, 192, 0
In06, Run: 033, E, 192, 0
In06, Run: 034, E, 192, 0
In06, Run: 035, E, 192, 0
In06, Run: 036, E, 192, 0
In06, Run: 037, E, 192, 0
In06, Run: 038, E, 192, 0
In06, Run: 039, E, 192, 0
In06, Run: 040, E, 192, 0
In06, Run: 041, E, 192, 0
In06, Run: 042, E, 192, 0
In06, Run: 043, E, 192, 0
In06, Run: 044, E, 192, 0
In06, Run: 045, E, 192, 0
In06, Run: 046, E, 192, 0
In06, Run: 047, E, 192, 0
In06, Run: 048, E, 192, 0
In06, Run: 049, E, 192, 0
In06, Run: 050, E, 192, 0
In06, Run: 051, E, 192, 0
In06, Run: 052, E, 192, 0
In06, Run: 053, E, 192, 0
In06, Run: 054, E, 192, 0
In06, Run: 055, E, 192, 0
In06, Run: 056, E, 192, 0
In06, Run: 057, E, 192, 0
In06, Run: 058, E, 192, 0
In06, Run: 059, E, 192, 0
In06, Run: 060, E, 192, 0
In06, Run: 061, E, 192, 0
In06, Run: 062, E, 192, 0
In06, Run: 063, E, 192, 0
In06, Run: 064, E, 192, 0
In06, Run: 065, E, 192, 0
In06, Run: 066, E, 192, 0
In06, Run: 067, E, 192, 0
In06, Run: 068, E, 192, 0
In06, Run: 069, E, 192, 0
In06, Run: 070, E, 192, 0
In06, Run: 071, E, 192, 0
In06, Run: 072, E, 192, 0
In06, Run: 073, E, 192, 0
In06, Run: 074, E, 192, 0
In06, Run: 075, E, 192, 0
In06, Run: 076, E, 192, 0
In06, Run: 077, E, 192, 0
In06, Run: 078, E, 192, 0
In06, Run: 079, E, 192, 0
In06, Run: 080, E, 192, 0
In06, Run: 081, E, 192, 0
In06, Run: 082, E, 192, 0
In06, Run: 083, E, 192, 0
In06, Run: 084, E, 192, 0
In06, Run: 085, E, 192, 0
In06, Run: 086, E, 192, 0
In06, Run: 087, E, 192, 0
In06, Run: 088, E, 192, 0
In06, Run: 089, E, 192, 0
In06, Run: 090, E, 192, 0
In06, Run: 091, E, 192, 0
In06, Run: 092, E, 192, 0
In06, Run: 093, E, 192, 0
In06, Run: 094, E, 192, 0
In06, Run: 095, E, 192, 0
In06, Run: 096, E, 192, 0
In06, Run: 097, E, 192, 0
In06, Run: 098, E, 192, 0
In06, Run: 099, E, 192, 0
In06, Run: 100, E, 192, 0
In07, Run: 001, E, 14, 0
In07, Run: 002, E, 14, 0
In07, Run: 003, E, 14, 0
In07, Run: 004, E, 14, 0
In07, Run: 005, E, 14, 0
In07, Run: 006, E, 14, 0
In07, Run: 007, E, 14, 0
In07, Run: 008, E, 14, 0
In07, Run: 009, E, 14, 0
In07, Run: 010, E, 14, 0
In07, Run: 011, E, 14, 0
In07, Run: 012, E, 14, 0
In07, Run: 013, E, 14, 0
In07, Run: 014, E, 14, 0
In07, Run: 015, E, 14, 0
In07, Run: 016, E, 14, 0
In07, Run: 017, E, 14, 0
In07, Run: 018, E, 14, 0
In07, Run: 019, E, 14, 0
In07, Run: 020, E, 14, 0
In07, Run: 021, E, 14, 0
In07, Run: 022, E, 14, 0
In07, Run: 023, E, 14, 0
In07, Run: 024, E, 14, 0
In07, Run: 025, E, 14, 0
In07, Run: 026, E, 14, 0
In07, Run: 027, E, 14, 0
In07, Run: 028, E, 14, 0
In07, Run: 029, E, 14, 0
In07, Run: 030, E, 14, 0
In07, Run: 031, E, 14, 0
In07, Run: 032, E, 14, 0
In07, Run: 033, E, 14, 0
In07, Run: 034, E, 14, 0
In07, Run: 035, E, 14, 0
In07, Run: 036, E, 14, 0
In07, Run: 037, E, 14, 0
In07, Run: 038, E, 14, 0
In07, Run: 039, E, 14, 0
In07, Run: 040, E, 14, 0
In07, Run: 041, E, 14, 0
In07, Run: 042, E, 14, 0
In07, Run: 043, E, 14, 0
In07, Run: 044, E, 14, 0
In07, Run: 045, E, 14, 0
In07, Run: 046, E, 14, 0
In07, Run: 047, E, 14, 0
In07, Run: 048, E, 14, 0
In07, Run: 049, E, 14, 0
In07, Run: 050, E, 14, 0
In07, Run: 051, E, 14, 0
In07, Run: 052, E, 14, 0
In07, Run: 053, E, 14, 0
In07, Run: 054, E, 14, 0
In07, Run: 055, E, 14, 0
In07, Run: 056, E, 14, 0
In07, Run: 057, E, 14, 0
In07, Run: 058, E, 14, 0
In07, Run: 059, E, 14, 0
In07, Run: 060, E, 14, 0
In07, Run: 061, E, 14, 0
In07, Run: 062, E, 14, 0
In07, Run: 063, E, 14, 0
In07, Run: 064, E, 14, 0
In07, Run: 065, E, 14, 0
In07, Run: 066, E, 14, 0
In07, Run: 067, E, 14, 0
In07, Run: 068, E, 14, 0
In07, Run: 069, E, 14, 0
In07, Run: 070, E, 14, 0
In07, Run: 071, E, 14, 0
In07, Run: 072, E, 14, 0
In07, Run: 073, E, 14, 0
In07, Run: 074, E, 14, 0
In07, Run: 075, E, 14, 0
In07, Run: 076, E, 14, 0
In07, Run: 077, E, 14, 0
In07, Run: 078, E, 14, 0
In07, Run: 079, E, 14, 0
In07, Run: 080, E, 14, 0
In07, Run: 081, E, 14, 0
In07, Run: 082, E, 14, 0
In07, Run: 083, E, 14, 0
In07, Run: 084, E, 14, 0
In07, Run: 085, E, 14, 0
In07, Run: 086, E, 14, 0
In07, Run: 087, E, 14, 0
In07, Run: 088, E, 14, 0
In07, Run: 089, E, 14, 0
In07, Run: 090, E, 14, 0
In07, Run: 091, E, 14, 0
In07, Run: 092, E, 14, 0
In07, Run: 093, E, 14, 0
In07, Run: 094, E, 14, 0
In07, Run: 095, E, 14, 0
In07, Run: 096, E, 14, 0
In07, Run: 097, E, 14, 0
In07, Run: 098, E, 14, 0
In07, Run: 099, E, 14, 0
In07, Run: 100, E, 14, 0
In08, Run: 001, E, 90, 0
In08, Run: 002, E, 90, 0
In08, Run: 003, E, 90, 0
In08, Run: 004, E, 90, 0
In08, Run: 005, E, 90, 0
In08, Run: 006, E, 90, 0
In08, Run: 007, E, 90, 0
In08, Run: 008, E, 90, 0
In08, Run: 009, E, 90, 0
In08, Run: 010, E, 90, 0
In08, Run: 011, E, 90, 0
In08, Run: 012, E, 90, 0
In08, Run: 013, E, 90, 0
In08, Run: 014, E, 90, 0
In08, Run: 015, E, 90, 0
In08, Run: 016, E, 90, 0
In08, Run: 017, E, 90, 0
In08, Run: 018, E, 90, 0
In08, Run: 019, E, 90, 0
In08, Run: 020, E, 90, 0
In08, Run: 021, E, 90, 0
In08, Run: 022, E, 90, 0
In08, Run: 023, E, 90, 0
In08, Run: 024, E, 90, 0
In08, Run: 025, E, 90, 0
In08, Run: 026, E, 90, 0
In08, Run: 027, E, 90, 0
In08, Run: 028, E, 90, 0
In08, Run: 029, E, 90, 0
In08, Run: 030, E, 90, 0
In08, Run: 031, E, 90, 0
In08, Run: 032, E, 90, 0
In08, Run: 033, E, 90, 0
In08, Run: 034, E, 90, 0
In08, Run: 035, E, 90, 0
In08, Run: 036, E, 90, 0
In08, Run: 037, E, 90, 0
In08, Run: 038, E, 90, 0
In08, Run: 039, E, 90, 0
In08, Run: 040, E, 90, 0
In08, Run: 041, E, 90, 0
In08, Run: 042, E, 90, 0
In08, Run: 043, E, 90, 0
In08, Run: 044, E, 90, 0
In08, Run: 045, E, 90, 0
In08, Run: 046, E, 90, 0
In08, Run: 047, E, 90, 0
In08, Run: 048, E, 90, 0
In08, Run: 049, E, 90, 0
In08, Run: 050, E, 90, 0
In08, Run: 051, E, 90, 0
In08, Run: 052, E, 90, 0
In08, Run: 053, E, 90, 0
In08, Run: 054, E, 90, 0
In08, Run: 055, E, 90, 0
In08, Run: 056, E, 90, 0
In08, Run: 057, E, 90, 0
In08, Run: 058, E, 90, 0
In08, Run: 059, E, 90, 0
In08, Run: 060, E, 90, 0
In08, Run: 061, E, 90, 0
In08, Run: 062, E, 90, 0
In08, Run: 063, E, 90, 0
In08, Run: 064, E, 90, 0
In08, Run: 065, E, 90, 0
In08, Run: 066, E, 90, 0
In08, Run: 067, E, 90, 0
In08, Run: 068, E, 90, 0
In08, Run: 069, E, 90, 0
In08, Run: 070, E, 90, 0
In08, Run: 071, E, 90, 0
In08, Run: 072, E, 90, 0
In08, Run: 073, E, 90, 0
In08, Run: 074, E, 90, 0
In08, Run: 075, E, 90, 0
In08, Run: 076, E, 90, 0
In08, Run: 077, E, 90, 0
In08, Run: 078, E, 90, 0
In08, Run: 079, E, 90, 0
In08, Run: 080, E, 90, 0
In08, Run: 081, E, 90, 0
In08, Run: 082, E, 90, 0
In08, Run: 083, E, 90, 0
In08, Run: 084, E, 90, 0
In08, Run: 085, E, 90, 0
In08, Run: 086, E, 90, 0
In08, Run: 087, E, 90, 0
In08, Run: 088, E, 90, 0
In08, Run: 089, E, 90, 0
In08, Run: 090, E, 90, 0
In08, Run: 091, E, 90, 0
In08, Run: 092, E, 90, 0
In08, Run: 093, E, 90, 0
In08, Run: 094, E, 90, 0
In08, Run: 095, E, 90, 0
In08, Run: 096, E, 90, 0
In08, Run: 097, E, 90, 0
In08, Run: 098, E, 90, 0
In08, Run: 099, E, 90, 0
In08, Run: 100, E, 90, 0
In09, Run: 001, E, 198, 0
In09, Run: 002, E, 198, 0
In09, Run: 003, E, 198, 0
In09, Run: 004, E, 198, 0
In09, Run: 005, E, 198, 0
In09, Run: 006, E, 198, 0
In09, Run: 007, E, 198, 0
In09, Run: 008, E, 198, 0
In09, Run: 009, E, 198, 0
In09, Run: 010, E, 198, 0
In09, Run: 011, E, 198, 0
In09, Run: 012, E, 198, 0
In09, Run: 013, E, 198, 0
In09, Run: 014, E, 198, 0
In09, Run: 015, E, 198, 0
In09, Run: 016, E, 198, 0
In09, Run: 017, E, 198, 0
In09, Run: 018, E, 198, 0
In09, Run: 019, E, 198, 0
In09, Run: 020, E, 198, 0
In09, Run: 021, E, 198, 0
In09, Run: 022, E, 198, 0
In09, Run: 023, E, 198, 0
In09, Run: 024, E, 198, 0
In09, Run: 025, E, 198, 0
In09, Run: 026, E, 198, 0
In09, Run: 027, E, 198, 0
In09, Run: 028, E, 198, 0
In09, Run: 029, E, 198, 0
In09, Run: 030, E, 198, 0
In09, Run: 031, E, 198, 0
In09, Run: 032, E, 198, 0
In09, Run: 033, E, 198, 0
In09, Run: 034, E, 198, 0
In09, Run: 035, E, 198, 0
In09, Run: 036, E, 198, 0
In09, Run: 037, E, 198, 0
In09, Run: 038, E, 198, 0
In09, Run: 039, E, 198, 0
In09, Run: 040, E, 198, 0
In09, Run: 041, E, 198, 0
In09, Run: 042, E, 198, 0
In09, Run: 043, E, 198, 0
In09, Run: 044, E, 198, 0
In09, Run: 045, E, 198, 0
In09, Run: 046, E, 198, 0
In09, Run: 047, E, 198, 0
In09, Run: 048, E, 198, 0
In09, Run: 049, E, 198, 0
In09, Run: 050, E, 198, 0
In09, Run: 051, E, 198, 0
In09, Run: 052, E, 198, 0
In09, Run: 053, E, 198, 0
In09, Run: 054, E, 198, 0
In09, Run: 055, E, 198, 0
In09, Run: 056, E, 198, 0
In09, Run: 057, E, 198, 0
In09, Run: 058, E, 198, 0
In09, Run: 059, E, 198, 0
In09, Run: 060, E, 198, 0
In09, Run: 061, E, 198, 0
In09, Run: 062, E, 198, 0
In09, Run: 063, E, 198, 0
In09, Run: 064, E, 198, 0
In09, Run: 065, E, 198, 0
In09, Run: 066, E, 198, 0
In09, Run: 067, E, 198, 0
In09, Run: 068, E, 198, 0
In09, Run: 069, E, 198, 0
In09, Run: 070, E, 198, 0
In09, Run: 071, E, 198, 0
In09, Run: 072, E, 198, 0
In09, Run: 073, E, 198, 0
In09, Run: 074, E, 198, 0
In09, Run: 075, E, 198, 0
In09, Run: 076, E, 198, 0
In09, Run: 077, E, 198, 0
In09, Run: 078, E, 198, 0
In09, Run: 079, E, 198, 0
In09, Run: 080, E, 198, 0
In09, Run: 081, E, 198, 0
In09, Run: 082, E, 198, 0
In09, Run: 083, E, 198, 0
In09, Run: 084, E, 198, 0
In09, Run: 085, E, 198, 0
In09, Run: 086, E, 198, 0
In09, Run: 087, E, 198, 0
In09, Run: 088, E, 198, 0
In09, Run: 089, E, 198, 0
In09, Run: 090, E, 198, 0
In09, Run: 091, E, 198, 0
In09, Run: 092, E, 198, 0
In09, Run: 093, E, 198, 0
In09, Run: 094, E, 198, 0
In09, Run: 095, E, 198, 0
In09, Run: 096, E, 198, 0
In09, Run: 097, E, 198, 0
In09, Run: 098, E, 198, 0
In09, Run: 099, E, 198, 0
In09, Run: 100, E, 198, 0
In10, Run: 001, E, 50, 0
In10, Run: 002, E, 50, 0
In10, Run: 003, E, 50, 0
In10, Run: 004, E, 50, 0
In10, Run: 005, E, 50, 0
In10, Run: 006, E, 50, 0
In10, Run: 007, E, 50, 0
In10, Run: 008, E, 50, 0
In10, Run: 009, E, 50, 0
In10, Run: 010, E, 50, 0
In10, Run: 011, E, 50, 0
In10, Run: 012, E, 50, 0
In10, Run: 013, E, 50, 0
In10, Run: 014, E, 50, 0
In10, Run: 015, E, 50, 0
In10, Run: 016, E, 50, 0
In10, Run: 017, E, 50, 0
In10, Run: 018, E, 50, 0
In10, Run: 019, E, 50, 0
In10, Run: 020, E, 50, 0
In10, Run: 021, E, 50, 0
In10, Run: 022, E, 50, 0
In10, Run: 023, E, 50, 0
In10, Run: 024, E, 50, 0
In10, Run: 025, E, 50, 0
In10, Run: 026, E, 50, 0
In10, Run: 027, E, 50, 0
In10, Run: 028, E, 50, 0
In10, Run: 029, E, 50, 0
In10, Run: 030, E, 50, 0
In10, Run: 031, E, 50, 0
In10, Run: 032, E, 50, 0
In10, Run: 033, E, 50, 0
In10, Run: 034, E, 50, 0
In10, Run: 035, E, 50, 0
In10, Run: 036, E, 50, 0
In10, Run: 037, E, 50, 0
In10, Run: 038, E, 50, 0
In10, Run: 039, E, 50, 0
In10, Run: 040, E, 50, 0
In10, Run: 041, E, 50, 0
In10, Run: 042, E, 50, 0
In10, Run: 043, E, 50, 0
In10, Run: 044, E, 50, 0
In10, Run: 045, E, 50, 0
In10, Run: 046, E, 50, 0
In10, Run: 047, E, 50, 0
In10, Run: 048, E, 50, 0
In10, Run: 049, E, 50, 0
In10, Run: 050, E, 50, 0
In10, Run: 051, E, 50, 0
In10, Run: 052, E, 50, 0
In10, Run: 053, E, 50, 0
In10, Run: 054, E, 50, 0
In10, Run: 055, E, 50, 0
In10, Run: 056, E, 50, 0
In10, Run: 057, E, 50, 0
In10, Run: 058, E, 50, 0
In10, Run: 059, E, 50, 0
In10, Run: 060, E, 50, 0
In10, Run: 061, E, 50, 0
In10, Run: 062, E, 50, 0
In10, Run: 063, E, 50, 0
In10, Run: 064, E, 50, 0
In10, Run: 065, E, 50, 0
In10, Run: 066, E, 50, 0
In10, Run: 067, E, 50, 0
In10, Run: 068, E, 50, 0
In10, Run: 069, E, 50, 0
In10, Run: 070, E, 50, 0
In10, Run: 071, E, 50, 0
In10, Run: 072, E, 50, 0
In10, Run: 073, E, 50, 0
In10, Run: 074, E, 50, 0
In10, Run: 075, E, 50, 0
In10, Run: 076, E, 50, 0
In10, Run: 077, E, 50, 0
In10, Run: 078, E, 50, 0
In10, Run: 079, E, 50, 0
In10, Run: 080, E, 50, 0
In10, Run: 081, E, 50, 0
In10, Run: 082, E, 50, 0
In10, Run: 083, E, 50, 0
In10, Run: 084, E, 50, 0
In10, Run: 085, E, 50, 0
In10, Run: 086, E, 50, 0
In10, Run: 087, E, 50, 0
