Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B
INVAR-1, Run: 001, F, 0, 0, 0, 0, 0, 44, 9, 52, 0, 10, 0
INVAR-1, Run: 002, F, 0, 0, 0, 0, 0, 32, 9, 40, 0, 22, 0
INVAR-1, Run: 003, F, 0, 0, 0, 0, 0, 48, 9, 56, 0, 6, 0
INVAR-1, Run: 004, F, 0, 0, 0, 0, 0, 31, 9, 38, 0, 23, 0
INVAR-1, Run: 005, F, 0, 0, 0, 0, 0, 33, 9, 41, 0, 21, 0
INVAR-1, Run: 006, F, 0, 0, 0, 0, 0, 36, 9, 44, 0, 18, 0
INVAR-1, Run: 007, F, 0, 0, 0, 0, 0, 40, 9, 47, 0, 14, 0
INVAR-1, Run: 008, F, 0, 0, 0, 0, 0, 37, 9, 46, 0, 17, 0
INVAR-1, Run: 009, F, 0, 0, 0, 0, 0, 46, 9, 54, 0, 8, 0
INVAR-1, Run: 010, F, 0, 0, 0, 0, 0, 38, 9, 47, 0, 16, 0
INVAR-1, Run: 011, F, 0, 0, 0, 0, 0, 28, 9, 37, 0, 26, 0
INVAR-1, Run: 012, F, 0, 0, 0, 0, 0, 39, 9, 47, 0, 15, 0
INVAR-1, Run: 013, F, 0, 0, 0, 0, 0, 32, 9, 41, 0, 22, 0
INVAR-1, Run: 014, F, 0, 0, 0, 0, 0, 51, 9, 57, 0, 3, 0
INVAR-1, Run: 015, F, 0, 0, 0, 0, 0, 40, 9, 47, 0, 14, 0
INVAR-1, Run: 016, F, 0, 0, 0, 0, 0, 29, 9, 35, 0, 25, 0
INVAR-1, Run: 017, F, 0, 0, 0, 0, 0, 32, 9, 39, 0, 22, 0
INVAR-1, Run: 018, F, 0, 0, 0, 0, 0, 38, 9, 44, 0, 16, 0
INVAR-1, Run: 019, F, 0, 0, 0, 0, 0, 46, 9, 53, 0, 8, 0
INVAR-1, Run: 020, F, 0, 0, 0, 0, 0, 51, 9, 58, 0, 3, 0
INVAR-1, Run: 021, F, 0, 0, 0, 0, 0, 51, 9, 59, 0, 3, 0
INVAR-1, Run: 022, F, 0, 0, 0, 0, 0, 35, 9, 43, 0, 19, 0
INVAR-1, Run: 023, F, 0, 0, 0, 0, 0, 50, 9, 54, 0, 4, 0
INVAR-1, Run: 024, F, 0, 0, 0, 0, 0, 51, 9, 60, 0, 3, 0
INVAR-1, Run: 025, F, 0, 0, 0, 0, 0, 32, 9, 38, 0, 22, 0
INVAR-1, Run: 026, F, 0, 0, 0, 0, 0, 31, 9, 39, 0, 23, 0
INVAR-1, Run: 027, F, 0, 0, 0, 0, 0, 48, 9, 55, 0, 6, 0
INVAR-1, Run: 028, F, 0, 0, 0, 0, 0, 50, 9, 58, 0, 4, 0
INVAR-1, Run: 029, F, 0, 0, 0, 0, 0, 32, 9, 41, 0, 22, 0
INVAR-1, Run: 030, F, 0, 0, 0, 0, 0, 30, 9, 36, 0, 24, 0
