Input Number, Run_Number, Result@ 100, H, PO, X1, M, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 062, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 924, 4616, 111, 61, 49, 89, 200, 300, 1013, 4616
INVAR-10, Run: 063, P, 0, 0, 0, 0, 86, 86, 0, 0, 1, 600, 0, 28, 200, 939, 6455, 114, 55, 58, 86, 200, 300, 1025, 6455
INVAR-10, Run: 064, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 1017, 6124, 110, 76, 33, 90, 200, 300, 1107, 6124
INVAR-10, Run: 065, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 1017, 7062, 109, 67, 41, 91, 200, 300, 1108, 7062
INVAR-10, Run: 066, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 986, 4811, 110, 69, 40, 90, 200, 300, 1076, 4811
INVAR-10, Run: 067, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 852, 5238, 109, 64, 44, 91, 200, 300, 943, 5238
INVAR-10, Run: 068, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 837, 5963, 110, 69, 40, 90, 200, 300, 927, 5963
INVAR-10, Run: 069, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 867, 5779, 111, 71, 39, 89, 200, 300, 956, 5779
INVAR-10, Run: 070, P, 0, 0, 0, 0, 94, 94, 0, 0, 1, 600, 0, 12, 200, 764, 4549, 106, 62, 43, 94, 200, 300, 858, 4549
INVAR-10, Run: 071, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 971, 5556, 110, 62, 47, 90, 200, 300, 1061, 5556
INVAR-10, Run: 072, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 862, 4769, 110, 62, 47, 90, 200, 300, 952, 4769
INVAR-10, Run: 073, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 1084, 6448, 109, 66, 42, 91, 200, 300, 1175, 6448
INVAR-10, Run: 074, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 922, 6602, 112, 67, 44, 88, 200, 300, 1010, 6602
INVAR-10, Run: 075, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 800, 5137, 107, 58, 48, 93, 200, 300, 893, 5137
INVAR-10, Run: 076, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 745, 5529, 113, 64, 48, 87, 200, 300, 832, 5529
INVAR-10, Run: 077, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 778, 5861, 109, 71, 37, 91, 200, 300, 869, 5861
INVAR-10, Run: 078, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 993, 6714, 110, 77, 32, 90, 200, 300, 1083, 6714
INVAR-10, Run: 079, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 897, 6437, 110, 74, 35, 90, 200, 300, 987, 6437
INVAR-10, Run: 080, P, 0, 0, 0, 0, 94, 94, 0, 0, 1, 600, 0, 12, 200, 791, 4954, 106, 67, 38, 94, 200, 300, 885, 4954
INVAR-10, Run: 081, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 861, 6792, 107, 73, 33, 93, 200, 300, 954, 6792
INVAR-10, Run: 082, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 951, 6539, 112, 73, 38, 88, 200, 300, 1039, 6539
INVAR-10, Run: 083, P, 0, 0, 0, 0, 95, 95, 0, 0, 1, 600, 0, 10, 200, 937, 6231, 105, 67, 37, 95, 200, 300, 1032, 6231
INVAR-10, Run: 084, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 771, 5514, 110, 65, 44, 90, 200, 300, 861, 5514
INVAR-10, Run: 085, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 896, 5667, 111, 64, 46, 89, 200, 300, 985, 5667
INVAR-10, Run: 086, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 1015, 7231, 109, 63, 45, 91, 200, 300, 1106, 7231
INVAR-10, Run: 087, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 892, 6616, 109, 66, 42, 91, 200, 300, 983, 6616
INVAR-10, Run: 088, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 679, 5973, 110, 74, 35, 90, 200, 300, 769, 5973
INVAR-10, Run: 089, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 1007, 7009, 109, 63, 45, 91, 200, 300, 1098, 7009
INVAR-10, Run: 090, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 682, 5279, 108, 66, 41, 92, 200, 300, 774, 5279
INVAR-10, Run: 091, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 784, 6579, 109, 74, 34, 91, 200, 300, 875, 6579
INVAR-10, Run: 092, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 842, 5587, 113, 71, 41, 87, 200, 300, 929, 5587
INVAR-10, Run: 093, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 877, 4775, 108, 68, 39, 92, 200, 300, 969, 4775
INVAR-10, Run: 094, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 890, 6150, 110, 65, 44, 90, 200, 300, 980, 6150
INVAR-10, Run: 095, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 738, 5593, 111, 63, 47, 89, 200, 300, 827, 5593
INVAR-10, Run: 096, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 1057, 7824, 108, 64, 43, 92, 200, 300, 1149, 7824
INVAR-10, Run: 097, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 628, 5069, 112, 71, 40, 88, 200, 300, 716, 5069
INVAR-10, Run: 098, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 903, 6501, 110, 62, 47, 90, 200, 300, 993, 6501
INVAR-10, Run: 099, P, 0, 0, 0, 0, 96, 96, 0, 0, 1, 600, 0, 8, 200, 669, 4093, 104, 59, 44, 96, 200, 300, 765, 4093
INVAR-10, Run: 100, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 759, 5733, 107, 65, 41, 93, 200, 300, 852, 5733
INVAR-2, Run: 001, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 78, 763, 34, 22, 11, 22, 56, 84, 100, 763
INVAR-2, Run: 002, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 91, 625, 34, 18, 15, 22, 56, 84, 113, 625
INVAR-2, Run: 003, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 111, 936, 32, 24, 7, 24, 56, 84, 135, 936
INVAR-2, Run: 004, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 142, 970, 32, 20, 11, 24, 56, 84, 166, 970
INVAR-2, Run: 005, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 96, 948, 33, 19, 13, 23, 56, 84, 119, 948
INVAR-2, Run: 006, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 119, 935, 31, 19, 11, 25, 56, 84, 144, 935
INVAR-2, Run: 007, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 118, 1264, 34, 19, 14, 22, 56, 84, 140, 1264
INVAR-2, Run: 008, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 139, 730, 35, 16, 18, 21, 56, 84, 160, 730
INVAR-2, Run: 009, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 146, 807, 32, 17, 14, 24, 56, 84, 170, 807
INVAR-2, Run: 010, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 84, 947, 33, 24, 8, 23, 56, 84, 107, 947
INVAR-2, Run: 011, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 113, 652, 33, 18, 14, 23, 56, 84, 136, 652
INVAR-2, Run: 012, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 100, 523, 33, 22, 10, 23, 56, 84, 123, 523
INVAR-2, Run: 013, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 91, 655, 33, 15, 17, 23, 56, 84, 114, 655
INVAR-2, Run: 014, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 78, 749, 36, 18, 17, 20, 56, 84, 98, 749
INVAR-2, Run: 015, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 181, 811, 31, 15, 15, 25, 56, 84, 206, 811
INVAR-2, Run: 016, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 93, 603, 31, 23, 7, 25, 56, 84, 118, 603
INVAR-2, Run: 017, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 131, 1114, 33, 22, 10, 23, 56, 84, 154, 1114
INVAR-2, Run: 018, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 88, 882, 34, 23, 10, 22, 56, 84, 110, 882
INVAR-2, Run: 019, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 145, 1176, 34, 20, 13, 22, 56, 84, 167, 1176
INVAR-2, Run: 020, P, 0, 0, 0, 0, 26, 26, 0, 0, 1, 168, 0, 4, 56, 90, 603, 30, 18, 11, 26, 56, 84, 116, 603
INVAR-2, Run: 021, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 114, 853, 33, 21, 11, 23, 56, 84, 137, 853
INVAR-2, Run: 022, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 170, 1050, 32, 18, 13, 24, 56, 84, 194, 1050
INVAR-2, Run: 023, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 184, 1307, 33, 25, 7, 23, 56, 84, 207, 1307
INVAR-2, Run: 024, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 120, 1169, 32, 19, 12, 24, 56, 84, 144, 1169
INVAR-2, Run: 025, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 102, 786, 33, 18, 14, 23, 56, 84, 125, 786
INVAR-2, Run: 026, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 103, 1080, 32, 24, 7, 24, 56, 84, 127, 1080
INVAR-2, Run: 027, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 131, 1023, 34, 18, 15, 22, 56, 84, 153, 1023
INVAR-2, Run: 028, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 113, 858, 32, 18, 13, 24, 56, 84, 137, 858
INVAR-2, Run: 029, P, 0, 0, 0, 0, 26, 26, 0, 0, 1, 168, 0, 4, 56, 89, 852, 30, 19, 10, 26, 56, 84, 115, 852
INVAR-2, Run: 030, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 71, 820, 31, 17, 13, 25, 56, 84, 96, 820
INVAR-2, Run: 031, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 159, 711, 32, 15, 16, 24, 56, 84, 183, 711
INVAR-2, Run: 032, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 56, 534, 32, 16, 15, 24, 56, 84, 80, 534
INVAR-2, Run: 033, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 80, 744, 33, 23, 9, 23, 56, 84, 103, 744
INVAR-2, Run: 034, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 88, 717, 32, 26, 5, 24, 56, 84, 112, 717
INVAR-2, Run: 035, P, 0, 0, 0, 0, 19, 19, 0, 0, 1, 168, 0, 18, 56, 92, 864, 37, 21, 15, 19, 56, 84, 111, 864
INVAR-2, Run: 036, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 113, 706, 31, 25, 5, 25, 56, 84, 138, 706
INVAR-2, Run: 037, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 97, 535, 34, 26, 7, 22, 56, 84, 119, 535
INVAR-2, Run: 038, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 134, 833, 32, 20, 11, 24, 56, 84, 158, 833
INVAR-2, Run: 039, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 108, 776, 35, 23, 11, 21, 56, 84, 129, 776
INVAR-2, Run: 040, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 88, 780, 36, 25, 10, 20, 56, 84, 108, 780
INVAR-2, Run: 041, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 94, 928, 35, 19, 15, 21, 56, 84, 115, 928
INVAR-2, Run: 042, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 93, 707, 31, 21, 9, 25, 56, 84, 118, 707
INVAR-2, Run: 043, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 101, 736, 34, 20, 13, 22, 56, 84, 123, 736
INVAR-2, Run: 044, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 199, 950, 33, 26, 6, 23, 56, 84, 222, 950
INVAR-2, Run: 045, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 116, 669, 32, 19, 12, 24, 56, 84, 140, 669
INVAR-2, Run: 046, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 148, 739, 32, 15, 16, 24, 56, 84, 172, 739
INVAR-2, Run: 047, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 98, 503, 33, 20, 12, 23, 56, 84, 121, 503
INVAR-2, Run: 048, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 131, 956, 33, 22, 10, 23, 56, 84, 154, 956
INVAR-2, Run: 049, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 142, 997, 32, 21, 10, 24, 56, 84, 166, 997
INVAR-2, Run: 050, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 109, 932, 34, 19, 14, 22, 56, 84, 131, 932
INVAR-2, Run: 051, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 184, 877, 32, 18, 13, 24, 56, 84, 208, 877
INVAR-2, Run: 052, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 140, 457, 32, 12, 19, 24, 56, 84, 164, 457
INVAR-2, Run: 053, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 162, 1099, 35, 25, 9, 21, 56, 84, 183, 1099
INVAR-2, Run: 054, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 98, 864, 32, 19, 12, 24, 56, 84, 122, 864
INVAR-2, Run: 055, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 136, 734, 34, 21, 12, 22, 56, 84, 158, 734
INVAR-2, Run: 056, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 148, 976, 33, 23, 9, 23, 56, 84, 171, 976
INVAR-2, Run: 057, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 129, 777, 32, 25, 6, 24, 56, 84, 153, 777
INVAR-2, Run: 058, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 128, 846, 35, 20, 14, 21, 56, 84, 149, 846
INVAR-2, Run: 059, P, 0, 0, 0, 0, 26, 26, 0, 0, 1, 168, 0, 4, 56, 96, 653, 30, 17, 12, 26, 56, 84, 122, 653
INVAR-2, Run: 060, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 118, 800, 33, 16, 16, 23, 56, 84, 141, 800
INVAR-2, Run: 061, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 88, 710, 32, 24, 7, 24, 56, 84, 112, 710
INVAR-2, Run: 062, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 113, 779, 34, 20, 13, 22, 56, 84, 135, 779
INVAR-2, Run: 063, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 138, 1035, 34, 21, 12, 22, 56, 84, 160, 1035
INVAR-2, Run: 064, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 111, 916, 33, 24, 8, 23, 56, 84, 134, 916
INVAR-2, Run: 065, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 153, 950, 36, 21, 14, 20, 56, 84, 173, 950
INVAR-2, Run: 066, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 145, 712, 32, 17, 14, 24, 56, 84, 169, 712
INVAR-2, Run: 067, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 74, 465, 34, 23, 10, 22, 56, 84, 96, 465
INVAR-2, Run: 068, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 85, 685, 35, 21, 13, 21, 56, 84, 106, 685
INVAR-2, Run: 069, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 126, 730, 33, 14, 18, 23, 56, 84, 149, 730
INVAR-2, Run: 070, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 120, 867, 32, 19, 12, 24, 56, 84, 144, 867
INVAR-2, Run: 071, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 122, 1039, 33, 23, 9, 23, 56, 84, 145, 1039
INVAR-2, Run: 072, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 139, 716, 33, 23, 9, 23, 56, 84, 162, 716
INVAR-2, Run: 073, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 126, 950, 36, 19, 16, 20, 56, 84, 146, 950
INVAR-2, Run: 074, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 103, 967, 32, 23, 8, 24, 56, 84, 127, 967
INVAR-2, Run: 075, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 105, 845, 33, 23, 9, 23, 56, 84, 128, 845
INVAR-2, Run: 076, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 107, 821, 31, 23, 7, 25, 56, 84, 132, 821
INVAR-2, Run: 077, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 94, 698, 35, 26, 8, 21, 56, 84, 115, 698
INVAR-2, Run: 078, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 128, 1050, 32, 21, 10, 24, 56, 84, 152, 1050
INVAR-2, Run: 079, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 146, 725, 33, 19, 13, 23, 56, 84, 169, 725
INVAR-2, Run: 080, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 100, 755, 33, 19, 13, 23, 56, 84, 123, 755
INVAR-2, Run: 081, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 139, 966, 33, 28, 4, 23, 56, 84, 162, 966
INVAR-2, Run: 082, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 86, 438, 33, 13, 19, 23, 56, 84, 109, 438
INVAR-2, Run: 083, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 164, 1074, 33, 19, 13, 23, 56, 84, 187, 1074
INVAR-2, Run: 084, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 84, 842, 32, 26, 5, 24, 56, 84, 108, 842
INVAR-2, Run: 085, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 115, 597, 31, 12, 18, 25, 56, 84, 140, 597
INVAR-2, Run: 086, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 72, 479, 31, 18, 12, 25, 56, 84, 97, 479
INVAR-2, Run: 087, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 54, 603, 32, 18, 13, 24, 56, 84, 78, 603
INVAR-2, Run: 088, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 94, 711, 33, 25, 7, 23, 56, 84, 117, 711
INVAR-2, Run: 089, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 115, 873, 33, 20, 12, 23, 56, 84, 138, 873
INVAR-2, Run: 090, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 116, 1088, 34, 21, 12, 22, 56, 84, 138, 1088
INVAR-2, Run: 091, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 146, 835, 31, 19, 11, 25, 56, 84, 171, 835
INVAR-2, Run: 092, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 124, 743, 33, 17, 15, 23, 56, 84, 147, 743
INVAR-2, Run: 093, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 104, 920, 34, 23, 10, 22, 56, 84, 126, 920
INVAR-2, Run: 094, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 170, 841, 31, 14, 16, 25, 56, 84, 195, 841
INVAR-2, Run: 095, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 104, 768, 36, 23, 12, 20, 56, 84, 124, 768
INVAR-2, Run: 096, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 113, 922, 35, 16, 18, 21, 56, 84, 134, 922
INVAR-2, Run: 097, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 147, 1090, 34, 26, 7, 22, 56, 84, 169, 1090
INVAR-2, Run: 098, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 137, 953, 34, 18, 15, 22, 56, 84, 159, 953
INVAR-2, Run: 099, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 113, 854, 33, 25, 7, 23, 56, 84, 136, 854
INVAR-2, Run: 100, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 124, 590, 32, 19, 12, 24, 56, 84, 148, 590
INVAR-3, Run: 001, P, 0, 0, 0, 0, 69, 69, 0, 0, 1, 492, 0, 26, 164, 642, 4142, 95, 54, 40, 69, 164, 246, 711, 4142
INVAR-3, Run: 002, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 663, 4356, 91, 60, 30, 73, 164, 246, 736, 4356
INVAR-3, Run: 003, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 675, 4516, 91, 52, 38, 73, 164, 246, 748, 4516
INVAR-3, Run: 004, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 527, 3416, 89, 52, 36, 75, 164, 246, 602, 3416
INVAR-3, Run: 005, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 605, 4196, 91, 56, 34, 73, 164, 246, 678, 4196
INVAR-3, Run: 006, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 710, 4640, 92, 59, 32, 72, 164, 246, 782, 4640
INVAR-3, Run: 007, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 628, 4608, 90, 54, 35, 74, 164, 246, 702, 4608
INVAR-3, Run: 008, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 603, 3685, 89, 52, 36, 75, 164, 246, 678, 3685
INVAR-3, Run: 009, P, 0, 0, 0, 0, 70, 70, 0, 0, 1, 492, 0, 24, 164, 665, 5490, 94, 65, 28, 70, 164, 246, 735, 5490
INVAR-3, Run: 010, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 645, 3916, 92, 57, 34, 72, 164, 246, 717, 3916
INVAR-3, Run: 011, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 609, 4074, 90, 54, 35, 74, 164, 246, 683, 4074
INVAR-3, Run: 012, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 743, 5010, 89, 57, 31, 75, 164, 246, 818, 5010
INVAR-3, Run: 013, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 657, 4008, 91, 62, 28, 73, 164, 246, 730, 4008
INVAR-3, Run: 014, P, 0, 0, 0, 0, 80, 80, 0, 0, 1, 492, 0, 4, 164, 497, 2936, 84, 52, 31, 80, 164, 246, 577, 2936
INVAR-3, Run: 015, P, 0, 0, 0, 0, 70, 70, 0, 0, 1, 492, 0, 24, 164, 768, 6181, 94, 61, 32, 70, 164, 246, 838, 6181
INVAR-3, Run: 016, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 778, 4170, 93, 59, 33, 71, 164, 246, 849, 4170
INVAR-3, Run: 017, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 570, 4540, 92, 57, 34, 72, 164, 246, 642, 4540
INVAR-3, Run: 018, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 614, 4834, 89, 52, 36, 75, 164, 246, 689, 4834
INVAR-3, Run: 019, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 481, 3442, 93, 57, 35, 71, 164, 246, 552, 3442
INVAR-3, Run: 020, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 521, 4206, 92, 58, 33, 72, 164, 246, 593, 4206
INVAR-3, Run: 021, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 825, 5486, 92, 55, 36, 72, 164, 246, 897, 5486
INVAR-3, Run: 022, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 486, 4239, 93, 56, 36, 71, 164, 246, 557, 4239
INVAR-3, Run: 023, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 765, 4476, 93, 52, 40, 71, 164, 246, 836, 4476
INVAR-3, Run: 024, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 653, 4962, 90, 59, 30, 74, 164, 246, 727, 4962
