Input Number, Run_Number, Result@ 100, C, F, D, X1, A, B, PO, CO, Y, PE, CE, E
INVAR-2, Run: 073, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 074, P, 0, 0, 200, 0, 0, 0, 0, 0, 2, 1, 2, 27
INVAR-2, Run: 075, P, 0, 0, 196, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 076, P, 0, 0, 216, 0, 0, 0, 0, 0, 2, 1, 2, 27
INVAR-2, Run: 077, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 078, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 079, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 080, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 081, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 082, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 083, P, 0, 1, 215, 0, 0, 0, 0, 0, 2, 1, 2, 27
INVAR-2, Run: 084, P, 0, 1, 223, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 085, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27
INVAR-2, Run: 086, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 087, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 088, P, 0, 0, 192, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 089, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 090, P, 0, 0, 228, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 091, P, 0, 1, 219, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 092, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 093, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 094, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 095, P, 0, 1, 203, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 096, P, 0, 0, 228, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 097, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 098, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 099, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28
INVAR-2, Run: 100, P, 0, 0, 228, 0, 0, 0, 0, 0, 2, 1, 2, 27
INVAR-3, Run: 001, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 002, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 003, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 004, P, 0, 0, 620, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 005, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 006, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 007, P, 0, 0, 624, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 008, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 009, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 010, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 011, P, 0, 0, 628, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 012, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 013, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 014, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 015, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 016, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 017, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 018, P, 0, 0, 612, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 019, P, 0, 0, 632, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 020, P, 0, 0, 632, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 021, P, 0, 0, 620, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 022, P, 0, 1, 659, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 023, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 024, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 025, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 026, P, 0, 0, 632, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 027, P, 0, 1, 623, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 028, P, 0, 0, 644, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 029, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 030, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 031, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 032, P, 0, 0, 620, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 033, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 034, P, 0, 0, 620, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 035, P, 0, 0, 600, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 036, P, 0, 1, 619, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 037, P, 0, 0, 624, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 038, P, 0, 0, 628, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 039, P, 0, 0, 620, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 040, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 041, P, 0, 1, 655, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 042, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 043, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 044, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 045, P, 0, 1, 619, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 046, P, 0, 0, 624, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 047, P, 0, 0, 608, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 048, P, 0, 0, 612, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 049, P, 0, 1, 603, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 050, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 051, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 052, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 053, P, 0, 1, 619, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 054, P, 0, 0, 632, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 055, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 056, P, 0, 1, 635, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 057, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 058, P, 0, 0, 648, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 059, P, 0, 0, 628, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 060, P, 0, 0, 636, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 061, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 062, P, 0, 0, 636, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 063, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 064, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 065, P, 0, 0, 612, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 066, P, 0, 0, 620, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 067, P, 0, 0, 664, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 068, P, 0, 0, 608, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 069, P, 0, 0, 648, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 070, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 071, P, 0, 0, 652, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 072, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 073, P, 0, 0, 616, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 074, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 075, P, 0, 0, 652, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 076, P, 0, 0, 672, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 077, P, 0, 0, 624, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 078, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 079, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 080, P, 0, 0, 632, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 081, P, 0, 1, 611, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 082, P, 0, 0, 632, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 083, P, 0, 0, 632, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 084, P, 0, 0, 632, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 085, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 086, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 087, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 088, P, 0, 0, 648, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 089, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 090, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 091, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 092, P, 0, 0, 624, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 093, P, 0, 0, 656, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 094, P, 0, 0, 648, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 095, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 096, P, 0, 0, 668, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 097, P, 0, 0, 652, 0, 0, 0, 0, 0, 2, 1, 2, 81
INVAR-3, Run: 098, P, 0, 1, 603, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 099, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-3, Run: 100, P, 0, 0, 600, 0, 0, 0, 0, 0, 0, 1, 0, 82
INVAR-4, Run: 001, P, 0, 0, 0, 0, 1, 0, 1, 135, 135, 0, 0, 19
INVAR-4, Run: 002, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 003, P, 0, 0, 0, 0, 1, 0, 1, 163, 163, 0, 0, 19
INVAR-4, Run: 004, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-4, Run: 005, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 006, P, 0, 0, 0, 0, 1, 0, 1, 159, 159, 0, 0, 19
INVAR-4, Run: 007, P, 0, 0, 0, 0, 1, 0, 1, 131, 131, 0, 0, 19
INVAR-4, Run: 008, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 009, P, 0, 1, 0, 0, 1, 0, 1, 150, 150, 0, 0, 19
INVAR-4, Run: 010, P, 0, 1, 0, 0, 1, 0, 1, 150, 150, 0, 0, 19
INVAR-4, Run: 011, P, 0, 1, 0, 0, 1, 0, 1, 150, 150, 0, 0, 19
INVAR-4, Run: 012, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-4, Run: 013, P, 0, 0, 0, 0, 1, 0, 1, 159, 159, 0, 0, 19
INVAR-4, Run: 014, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-4, Run: 015, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 016, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 017, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 018, P, 0, 1, 0, 0, 1, 0, 1, 138, 138, 0, 0, 19
INVAR-4, Run: 019, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 020, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 021, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 022, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-4, Run: 023, P, 0, 1, 0, 0, 1, 0, 1, 150, 150, 0, 0, 19
INVAR-4, Run: 024, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 025, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 026, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-4, Run: 027, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 028, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 029, P, 0, 0, 0, 0, 1, 0, 1, 139, 139, 0, 0, 19
INVAR-4, Run: 030, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 031, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 032, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 033, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 034, P, 0, 1, 0, 0, 1, 0, 1, 142, 142, 0, 0, 19
INVAR-4, Run: 035, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 036, P, 0, 0, 0, 0, 1, 0, 1, 139, 139, 0, 0, 19
INVAR-4, Run: 037, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 038, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 039, P, 0, 0, 0, 0, 1, 0, 1, 163, 163, 0, 0, 19
INVAR-4, Run: 040, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-4, Run: 041, P, 0, 0, 0, 0, 1, 0, 1, 159, 159, 0, 0, 19
INVAR-4, Run: 042, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 043, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 044, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 045, P, 0, 0, 0, 0, 1, 0, 1, 159, 159, 0, 0, 19
INVAR-4, Run: 046, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-4, Run: 047, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 048, P, 0, 0, 0, 0, 1, 0, 1, 167, 167, 0, 0, 19
INVAR-4, Run: 049, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-4, Run: 050, P, 0, 1, 0, 0, 1, 0, 1, 138, 138, 0, 0, 19
INVAR-4, Run: 051, P, 0, 0, 0, 0, 1, 0, 1, 159, 159, 0, 0, 19
INVAR-4, Run: 052, P, 0, 0, 0, 0, 1, 0, 1, 159, 159, 0, 0, 19
INVAR-4, Run: 053, P, 0, 0, 0, 0, 1, 0, 1, 135, 135, 0, 0, 19
INVAR-4, Run: 054, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 055, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-4, Run: 056, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 057, P, 0, 0, 0, 0, 1, 0, 1, 159, 159, 0, 0, 19
INVAR-4, Run: 058, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 059, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 060, P, 0, 0, 0, 0, 1, 0, 1, 135, 135, 0, 0, 19
INVAR-4, Run: 061, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 062, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 063, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 064, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 065, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 066, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 067, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 068, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 069, P, 0, 0, 0, 0, 1, 0, 1, 159, 159, 0, 0, 19
INVAR-4, Run: 070, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 071, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 072, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 073, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 074, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 075, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 076, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 077, P, 0, 0, 0, 0, 1, 0, 1, 135, 135, 0, 0, 19
INVAR-4, Run: 078, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 079, P, 0, 0, 0, 0, 1, 0, 1, 139, 139, 0, 0, 19
INVAR-4, Run: 080, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 081, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 082, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 083, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-4, Run: 084, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 085, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 086, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 087, P, 0, 0, 0, 0, 1, 0, 1, 139, 139, 0, 0, 19
INVAR-4, Run: 088, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 089, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 090, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 091, P, 0, 0, 0, 0, 1, 0, 1, 163, 163, 0, 0, 19
INVAR-4, Run: 092, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 093, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 094, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 095, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19
INVAR-4, Run: 096, P, 0, 0, 0, 0, 1, 0, 1, 139, 139, 0, 0, 19
INVAR-4, Run: 097, P, 0, 0, 0, 0, 1, 0, 1, 159, 159, 0, 0, 19
INVAR-4, Run: 098, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19
INVAR-4, Run: 099, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19
INVAR-4, Run: 100, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19
INVAR-5, Run: 001, P, 0, 0, 0, 0, 1, 0, 1, 213, 213, 0, 0, 26
INVAR-5, Run: 002, P, 0, 1, 0, 0, 1, 0, 1, 216, 216, 0, 0, 26
INVAR-5, Run: 003, P, 0, 0, 0, 0, 1, 0, 1, 213, 213, 0, 0, 26
INVAR-5, Run: 004, P, 0, 0, 0, 0, 1, 0, 1, 209, 209, 0, 0, 26
INVAR-5, Run: 005, P, 0, 0, 0, 0, 1, 0, 1, 209, 209, 0, 0, 26
INVAR-5, Run: 006, P, 0, 0, 0, 0, 1, 0, 1, 197, 197, 0, 0, 26
INVAR-5, Run: 007, P, 0, 0, 0, 0, 1, 0, 1, 205, 205, 0, 0, 26
INVAR-5, Run: 008, P, 0, 0, 0, 0, 1, 0, 1, 197, 197, 0, 0, 26
INVAR-5, Run: 009, P, 0, 0, 0, 0, 1, 0, 1, 205, 205, 0, 0, 26
INVAR-5, Run: 010, P, 0, 0, 0, 0, 1, 0, 1, 205, 205, 0, 0, 26
INVAR-5, Run: 011, P, 0, 0, 0, 0, 1, 0, 1, 197, 197, 0, 0, 26
INVAR-5, Run: 012, P, 0, 1, 0, 0, 1, 0, 1, 212, 212, 0, 0, 26
INVAR-5, Run: 013, P, 0, 0, 0, 0, 1, 0, 1, 205, 205, 0, 0, 26
INVAR-5, Run: 014, P, 0, 0, 0, 0, 1, 0, 1, 201, 201, 0, 0, 26
INVAR-5, Run: 015, P, 0, 1, 0, 0, 1, 0, 1, 204, 204, 0, 0, 26
INVAR-5, Run: 016, P, 0, 0, 0, 0, 1, 0, 1, 217, 217, 0, 0, 26
INVAR-5, Run: 017, P, 0, 0, 0, 0, 1, 0, 1, 197, 197, 0, 0, 26
INVAR-5, Run: 018, P, 0, 0, 0, 0, 1, 0, 1, 201, 201, 0, 0, 26
INVAR-5, Run: 019, P, 0, 0, 0, 0, 1, 0, 1, 213, 213, 0, 0, 26
INVAR-5, Run: 020, P, 0, 0, 0, 0, 1, 0, 1, 209, 209, 0, 0, 26
INVAR-5, Run: 021, P, 0, 1, 0, 0, 1, 0, 1, 204, 204, 0, 0, 26
INVAR-5, Run: 022, P, 0, 0, 0, 0, 1, 0, 1, 209, 209, 0, 0, 26
INVAR-5, Run: 023, P, 0, 0, 0, 0, 1, 0, 1, 201, 201, 0, 0, 26
INVAR-5, Run: 024, P, 0, 0, 0, 0, 1, 0, 1, 209, 209, 0, 0, 26
INVAR-5, Run: 025, P, 0, 1, 0, 0, 1, 0, 1, 192, 192, 0, 0, 26
INVAR-5, Run: 026, P, 0, 0, 0, 0, 1, 0, 1, 209, 209, 0, 0, 26
INVAR-5, Run: 027, P, 0, 0, 0, 0, 1, 0, 1, 197, 197, 0, 0, 26
INVAR-5, Run: 028, P, 0, 0, 0, 0, 1, 0, 1, 193, 193, 0, 0, 26
INVAR-5, Run: 029, P, 0, 1, 0, 0, 1, 0, 1, 200, 200, 0, 0, 26
INVAR-5, Run: 030, P, 0, 0, 0, 0, 1, 0, 1, 205, 205, 0, 0, 26
INVAR-5, Run: 031, P, 0, 0, 0, 0, 1, 0, 1, 193, 193, 0, 0, 26
INVAR-5, Run: 032, P, 0, 0, 0, 0, 1, 0, 1, 213, 213, 0, 0, 26
INVAR-5, Run: 033, P, 0, 1, 0, 0, 1, 0, 1, 212, 212, 0, 0, 26
INVAR-5, Run: 034, P, 0, 0, 0, 0, 1, 0, 1, 201, 201, 0, 0, 26
INVAR-5, Run: 035, P, 0, 1, 0, 0, 1, 0, 1, 192, 192, 0, 0, 26
INVAR-5, Run: 036, P, 0, 0, 0, 0, 1, 0, 1, 213, 213, 0, 0, 26
INVAR-5, Run: 037, P, 0, 0, 0, 0, 1, 0, 1, 209, 209, 0, 0, 26
INVAR-5, Run: 038, P, 0, 0, 0, 0, 1, 0, 1, 189, 189, 0, 0, 26
INVAR-5, Run: 039, P, 0, 0, 0, 0, 1, 0, 1, 193, 193, 0, 0, 26
INVAR-5, Run: 040, P, 0, 0, 0, 0, 1, 0, 1, 213, 213, 0, 0, 26
INVAR-5, Run: 041, P, 0, 0, 0, 0, 1, 0, 1, 201, 201, 0, 0, 26
INVAR-5, Run: 042, P, 0, 0, 0, 0, 1, 0, 1, 209, 209, 0, 0, 26
INVAR-5, Run: 043, P, 0, 0, 0, 0, 1, 0, 1, 201, 201, 0, 0, 26
INVAR-5, Run: 044, P, 0, 0, 0, 0, 1, 0, 1, 205, 205, 0, 0, 26
INVAR-5, Run: 045, P, 0, 0, 0, 0, 1, 0, 1, 197, 197, 0, 0, 26
