Input Number, Run_Number, Result@ 100, SetABab, ANuAPX1, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-13, Run: 020, F, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 4, 2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 0, 3, 1, 4, 2, 1, 0, 0, 7, 0, 2, 0, 3, 1, 1, 0, 0, 0, 10, 0, 3, 11, 4, 1, 1, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 9, 3, 10, 1, 4, 1
INVAR-13, Run: 021, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 5, 3, 0, 0, 3, 0, 0, 17, 2, 18, 3, 0, 1, 4, 2, 0, 19, 5, 22, 6, 1, 1, 1, 3, 0, 0, 5, 0, 6, 1, 1, 0, 0, 3, 0, 4, 1, 5, 2, 1, 6, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 5, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 3, 29, 4, 1, 2, 1, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 022, F, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 0, 0, 1, 1, 0, 0, 1, 2, 2, 3, 1, 4, 1, 0, 13, 0, 15, 1, 1, 1, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 12, 2, 13, 3, 1, 4, 1, 0, 5, 0, 2, 7, 3, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 11, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 0, 1, 0, 0, 26, 5, 27, 1, 6, 1
INVAR-13, Run: 023, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 6, 3, 0, 0, 1, 2, 0, 18, 1, 21, 2, 0, 1, 4, 2, 0, 3, 1, 6, 2, 1, 1, 0, 2, 0, 1, 1, 0, 3, 2, 1, 0, 0, 17, 0, 23, 2, 24, 3, 1, 5, 0, 1, 3, 4, 1, 5, 3, 1, 1, 1, 0, 0, 0, 0, 18, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 2, 5, 3, 1, 3, 0, 0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 024, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 0, 4, 3, 0, 0, 2, 0, 0, 14, 6, 15, 7, 1, 1, 5, 0, 0, 26, 6, 27, 7, 1, 1, 0, 2, 0, 0, 1, 2, 2, 3, 1, 0, 0, 1, 0, 1, 0, 2, 1, 1, 3, 1, 1, 9, 0, 2, 12, 4, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 1, 0, 0, 0, 0, 2, 1, 4, 1, 2, 1
INVAR-13, Run: 025, F, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 1, 5, 2, 1, 0, 2, 0, 0, 3, 3, 5, 4, 0, 1, 3, 2, 0, 0, 0, 3, 1, 1, 1, 0, 2, 0, 0, 23, 6, 24, 7, 1, 1, 0, 1, 0, 22, 8, 23, 9, 1, 3, 1, 0, 0, 0, 0, 2, 1, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 2, 0, 1, 0, 0, 4, 2, 6, 1, 3, 1
INVAR-13, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 2, 1, 0, 16, 6, 18, 7, 1, 1, 5, 0, 1, 14, 4, 16, 6, 1, 1, 0, 3, 0, 0, 2, 0, 3, 1, 1, 0, 0, 5, 0, 9, 2, 10, 3, 1, 6, 0, 0, 10, 6, 4, 11, 5, 1, 1, 1, 1, 1, 3, 0, 7, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 7, 8, 1, 10, 2, 1, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 027, P, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 36, 15, 37, 16, 0, 1, 2, 0, 0, 17, 1, 18, 2, 1, 1, 0, 0, 1, 0, 12, 2, 14, 3, 1, 0, 0, 0, 0, 7, 3, 8, 4, 1, 1, 1, 0, 17, 0, 3, 19, 4, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 11, 3, 14, 4, 1, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 028, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 5, 1, 2, 0, 1, 2, 0, 10, 8, 15, 9, 1, 1, 6, 0, 0, 0, 0, 1, 1, 1, 1, 0, 3, 0, 0, 0, 0, 1, 1, 1, 0, 0, 15, 0, 1, 1, 2, 2, 1, 6, 0, 0, 16, 3, 0, 17, 1, 1, 1, 1, 0, 0, 2, 1, 17, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 1, 1, 0, 0, 0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 3, 0, 0, 12, 2, 13, 3, 1, 1, 6, 0, 0, 4, 0, 5, 1, 1, 1, 0, 3, 0, 0, 1, 1, 2, 2, 1, 0, 0, 5, 0, 5, 2, 6, 3, 1, 5, 0, 1, 19, 3, 6, 21, 8, 1, 1, 1, 1, 1, 2, 0, 7, 0, 8, 3, 0, 0, 0, 0, 0, 0, 0, 4, 25, 7, 28, 7, 0, 1, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 1, 0, 0, 1, 6, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 3, 0, 0, 8, 2, 9, 2, 0, 0, 5, 1, 0, 3, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 031, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 5, 3, 0, 0, 3, 0, 0, 20, 6, 21, 7, 1, 1, 6, 0, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 1, 3, 0, 5, 2, 1, 0, 0, 25, 0, 10, 3, 11, 4, 1, 5, 1, 0, 2, 12, 0, 4, 1, 1, 1, 1, 0, 0, 2, 0, 27, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 13, 21, 7, 23, 8, 1, 1, 0, 0, 13, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-13, Run: 032, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 5, 3, 0, 0, 3, 0, 0, 6, 0, 7, 1, 1, 1, 6, 0, 0, 2, 1, 3, 2, 1, 1, 0, 3, 0, 0, 7, 2, 8, 3, 1, 0, 0, 21, 0, 10, 2, 11, 3, 1, 5, 1, 0, 1, 8, 1, 3, 2, 1, 1, 1, 0, 0, 1, 0, 23, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 9, 28, 5, 30, 7, 1, 1, 1, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 033, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 5, 3, 0, 0, 2, 1, 0, 47, 11, 49, 12, 1, 1, 5, 1, 0, 3, 0, 5, 1, 1, 1, 0, 2, 1, 0, 21, 2, 23, 3, 1, 0, 0, 8, 0, 34, 8, 35, 9, 1, 5, 0, 0, 1, 4, 1, 2, 2, 1, 1, 1, 0, 0, 2, 1, 10, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 1, 4, 2, 1, 0, 0, 0, 10, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 034, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 6, 1, 2, 0, 3, 0, 0, 1, 1, 4, 2, 0, 1, 5, 1, 0, 16, 7, 18, 8, 1, 1, 0, 3, 0, 0, 7, 4, 8, 5, 1, 0, 0, 5, 0, 4, 2, 5, 3, 1, 6, 0, 0, 7, 1, 2, 8, 3, 1, 1, 1, 0, 0, 0, 0, 6, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 2, 6, 3, 8, 4, 1, 2, 1, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 035, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 3, 2, 1, 0, 3, 0, 0, 16, 4, 18, 5, 3, 1, 6, 0, 0, 4, 3, 5, 4, 1, 1, 0, 3, 0, 0, 0, 1, 1, 2, 1, 0, 0, 25, 0, 24, 9, 25, 10, 1, 6, 0, 0, 3, 3, 1, 4, 2, 1, 1, 1, 0, 0, 1, 0, 29, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 4, 18, 5, 1, 2, 0, 0, 8, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 036, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 6, 2, 1, 0, 2, 1, 0, 6, 0, 9, 1, 0, 1, 5, 1, 0, 21, 6, 23, 7, 1, 1, 0, 3, 0, 0, 20, 10, 21, 11, 1, 0, 0, 23, 0, 15, 0, 15, 0, 0, 5, 0, 1, 14, 5, 5, 16, 7, 1, 1, 1, 0, 0, 1, 0, 24, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 7, 0, 0, 2, 0, 0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 037, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 5, 2, 1, 0, 3, 0, 0, 20, 5, 22, 6, 1, 1, 6, 0, 0, 6, 0, 7, 1, 1, 1, 0, 2, 1, 0, 1, 0, 3, 1, 1, 0, 0, 31, 0, 31, 7, 32, 8, 1, 5, 1, 0, 17, 9, 6, 19, 7, 1, 1, 1, 0, 0, 1, 0, 33, 0, 5, 2, 1, 0, 0, 0, 0, 0, 0, 10, 12, 5, 15, 6, 0, 2, 0, 0, 10, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 038, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 6, 3, 0, 0, 3, 0, 0, 14, 2, 15, 3, 0, 1, 4, 2, 0, 10, 0, 13, 1, 1, 1, 0, 3, 0, 0, 21, 4, 22, 5, 1, 0, 0, 7, 0, 21, 2, 22, 3, 1, 6, 0, 0, 3, 2, 0, 4, 1, 1, 1, 1, 0, 0, 1, 1, 8, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 6, 3, 1, 1, 0, 0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 039, F, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 6, 3, 0, 0, 3, 0, 0, 16, 3, 17, 4, 0, 1, 3, 0, 0, 1, 1, 2, 2, 1, 1, 0, 1, 0, 0, 7, 4, 8, 5, 1, 0, 0, 11, 1, 10, 3, 12, 5, 1, 3, 0, 0, 7, 1, 0, 8, 1, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 11, 2, 13, 3, 1, 1, 0, 0, 8, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 040, P, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 6, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 1, 2, 0, 0, 0, 0, 2, 2, 3, 1, 5, 1, 0, 63, 11, 64, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 041, F, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 1, 3, 2, 1, 0, 2, 0, 0, 11, 2, 13, 3, 1, 1, 5, 0, 0, 3, 0, 4, 1, 1, 1, 1, 2, 0, 0, 68, 20, 68, 20, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 5, 0, 0, 20, 0, 8, 21, 9, 1, 1, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 1, 1, 1, 0, 0, 1, 0, 3, 1, 2, 1
INVAR-13, Run: 042, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 0, 0, 3, 0, 0, 12, 6, 13, 7, 1, 1, 6, 0, 0, 15, 6, 16, 7, 1, 1, 2, 3, 0, 0, 6, 3, 7, 4, 1, 0, 0, 24, 0, 8, 2, 9, 3, 1, 5, 1, 0, 5, 4, 1, 7, 2, 1, 1, 1, 0, 0, 1, 0, 28, 0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 2, 2, 1, 1, 1, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 043, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 6, 2, 1, 0, 3, 0, 0, 11, 4, 13, 5, 0, 1, 6, 0, 0, 12, 8, 13, 9, 1, 1, 0, 3, 0, 0, 4, 0, 5, 1, 1, 0, 0, 7, 0, 1, 0, 2, 1, 1, 6, 0, 0, 29, 0, 7, 30, 8, 1, 1, 1, 1, 1, 2, 0, 8, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 0, 14, 1, 1, 1, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 044, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 5, 3, 0, 0, 3, 0, 0, 16, 4, 17, 5, 1, 1, 4, 1, 1, 10, 1, 13, 3, 1, 1, 0, 3, 0, 0, 9, 0, 10, 1, 1, 0, 0, 30, 0, 9, 1, 10, 2, 1, 5, 1, 0, 4, 11, 3, 6, 4, 1, 1, 1, 0, 0, 1, 1, 32, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 1, 3, 2, 1, 1, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-13, Run: 045, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 5, 1, 2, 0, 3, 0, 0, 4, 0, 7, 1, 1, 1, 5, 1, 0, 1, 1, 3, 2, 1, 1, 0, 3, 0, 0, 14, 5, 15, 6, 1, 0, 0, 11, 0, 3, 2, 4, 3, 1, 6, 0, 0, 3, 6, 1, 4, 2, 1, 1, 1, 0, 0, 1, 0, 13, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 1, 1, 2, 0, 0, 9, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 2, 1, 0, 23, 3, 25, 4, 1, 1, 5, 1, 0, 47, 7, 49, 8, 1, 1, 0, 3, 0, 0, 4, 1, 5, 2, 1, 0, 0, 1, 0, 1, 0, 2, 1, 1, 5, 1, 0, 5, 0, 3, 7, 4, 1, 1, 1, 1, 1, 3, 0, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 3, 2, 1, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 047, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 6, 3, 0, 0, 2, 1, 0, 7, 3, 9, 4, 0, 1, 5, 1, 0, 11, 2, 13, 3, 1, 1, 0, 3, 0, 0, 24, 6, 25, 7, 1, 0, 0, 8, 0, 12, 0, 12, 0, 0, 5, 1, 0, 5, 3, 3, 7, 4, 1, 1, 1, 0, 0, 3, 0, 9, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 1, 0, 0, 0, 8, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 048, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 6, 3, 0, 0, 2, 1, 0, 43, 11, 45, 12, 0, 1, 6, 0, 0, 38, 6, 39, 7, 1, 1, 0, 3, 0, 0, 15, 2, 15, 2, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 2, 0, 11, 5, 6, 14, 7, 1, 1, 1, 0, 0, 1, 0, 16, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
