Input Number, Run_Number, Result@ 100, H, CO, M, X1, PO, CE, Y, D, PE, A, B
2, Run: 056, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 057, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 058, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 059, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 060, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 061, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 062, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 063, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 064, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 065, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 066, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0
2, Run: 067, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 068, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 069, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 070, F, 0, 0, 0, 0, 0, 20, 4, 0, 1, 232, 0
2, Run: 071, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 072, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 073, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 074, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 075, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 076, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 077, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 078, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 079, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 080, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 081, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 082, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 083, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 084, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0
2, Run: 085, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 086, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 087, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 088, F, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0
2, Run: 089, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 090, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 091, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 092, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 093, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 094, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 095, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 096, F, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 097, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 098, F, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 099, F, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 100, F, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
3, Run: 001, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0
3, Run: 002, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0
3, Run: 003, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0
3, Run: 004, F, 0, 0, 0, 0, 0, 70, 46, 0, 1, 588, 0
3, Run: 005, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0
3, Run: 006, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0
3, Run: 007, F, 0, 0, 0, 0, 0, 71, 49, 0, 1, 580, 0
3, Run: 008, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0
3, Run: 009, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0
3, Run: 010, F, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0
3, Run: 011, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0
3, Run: 012, F, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0
3, Run: 013, F, 0, 0, 0, 0, 0, 77, 67, 0, 1, 532, 0
3, Run: 014, F, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0
3, Run: 015, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0
3, Run: 016, F, 0, 0, 0, 0, 0, 79, 73, 0, 1, 516, 0
3, Run: 017, F, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0
3, Run: 018, F, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0
3, Run: 019, F, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0
