Input Number, Run_Number, Result@ 100, H, CO, M, X1, PO, CE, Y, D, PE, A, B
1, Run: 077, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0
1, Run: 078, P, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0
1, Run: 079, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0
1, Run: 080, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0
1, Run: 081, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0
1, Run: 082, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0
1, Run: 083, P, 0, 6, 0, 0, 0, 4, 0, 0, 1, 88, 0
1, Run: 084, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0
1, Run: 085, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0
1, Run: 086, P, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0
1, Run: 087, P, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0
1, Run: 088, P, 0, 6, 0, 0, 0, 4, 0, 0, 1, 88, 0
1, Run: 089, P, 0, 6, 0, 0, 0, 4, 0, 0, 1, 88, 0
1, Run: 090, P, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0
1, Run: 091, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0
1, Run: 092, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0
1, Run: 093, P, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0
1, Run: 094, P, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0
1, Run: 095, P, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0
1, Run: 096, P, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0
1, Run: 097, P, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0
1, Run: 098, P, 0, 6, 0, 0, 0, 4, 0, 0, 1, 88, 0
1, Run: 099, P, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0
1, Run: 100, P, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0
10, Run: 001, P, 0, 0, 0, 0, 0, 95, 85, 0, 1, 640, 0
10, Run: 002, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 003, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 004, P, 0, 0, 0, 0, 0, 94, 82, 0, 1, 648, 0
10, Run: 005, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 006, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 007, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 008, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 009, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 010, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
10, Run: 011, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 012, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 013, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 014, P, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0
10, Run: 015, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 016, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 017, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 018, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 019, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
10, Run: 020, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
10, Run: 021, P, 0, 0, 0, 0, 0, 86, 58, 0, 1, 712, 0
10, Run: 022, P, 0, 0, 0, 0, 0, 85, 55, 0, 1, 720, 0
10, Run: 023, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 024, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
10, Run: 025, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 026, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 027, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 028, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 029, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 030, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 031, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
10, Run: 032, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 033, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 034, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 035, P, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0
10, Run: 036, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 037, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 038, P, 0, 0, 0, 0, 0, 86, 58, 0, 1, 712, 0
10, Run: 039, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
10, Run: 040, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 041, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 042, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 043, P, 0, 0, 0, 0, 0, 87, 61, 0, 1, 704, 0
10, Run: 044, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 045, P, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0
10, Run: 046, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 047, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 048, P, 0, 0, 0, 0, 0, 84, 52, 0, 1, 728, 0
10, Run: 049, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 050, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 051, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 052, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 053, P, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0
10, Run: 054, P, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0
10, Run: 055, P, 0, 0, 0, 0, 0, 85, 55, 0, 1, 720, 0
10, Run: 056, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 057, P, 0, 0, 0, 0, 0, 86, 58, 0, 1, 712, 0
10, Run: 058, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 059, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 060, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 061, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 062, P, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0
10, Run: 063, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 064, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 065, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 066, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 067, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 068, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
10, Run: 069, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 070, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 071, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 072, P, 0, 0, 0, 0, 0, 94, 82, 0, 1, 648, 0
10, Run: 073, P, 0, 0, 0, 0, 0, 86, 58, 0, 1, 712, 0
10, Run: 074, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 075, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 076, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 077, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 078, P, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0
10, Run: 079, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 080, P, 0, 0, 0, 0, 0, 87, 61, 0, 1, 704, 0
10, Run: 081, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
10, Run: 082, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 083, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 084, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 085, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
10, Run: 086, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 087, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 088, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 089, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 090, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 091, P, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0
10, Run: 092, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 093, P, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0
10, Run: 094, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 095, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
10, Run: 096, P, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0
10, Run: 097, P, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0
10, Run: 098, P, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0
10, Run: 099, P, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0
10, Run: 100, P, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0
2, Run: 001, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 002, P, 0, 0, 0, 0, 0, 26, 22, 0, 1, 184, 0
2, Run: 003, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 004, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 005, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 006, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 007, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 008, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 009, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 010, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 011, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 012, P, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 013, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 014, P, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0
2, Run: 015, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 016, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 017, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 018, P, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0
2, Run: 019, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 020, P, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 021, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 022, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 023, P, 0, 0, 0, 0, 0, 19, 1, 0, 1, 240, 0
2, Run: 024, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 025, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 026, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 027, P, 0, 0, 0, 0, 0, 26, 22, 0, 1, 184, 0
2, Run: 028, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 029, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 030, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 031, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 032, P, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 033, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 034, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 035, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 036, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 037, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 038, P, 0, 0, 0, 0, 0, 26, 22, 0, 1, 184, 0
2, Run: 039, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 040, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 041, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 042, P, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0
2, Run: 043, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 044, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 045, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 046, P, 0, 0, 0, 0, 0, 20, 4, 0, 1, 232, 0
2, Run: 047, P, 0, 0, 0, 0, 0, 26, 22, 0, 1, 184, 0
2, Run: 048, P, 0, 0, 0, 0, 0, 26, 22, 0, 1, 184, 0
2, Run: 049, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 050, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 051, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 052, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 053, P, 0, 0, 0, 0, 0, 20, 4, 0, 1, 232, 0
2, Run: 054, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 055, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 056, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 057, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 058, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 059, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 060, P, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 061, P, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 062, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 063, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 064, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 065, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 066, P, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0
2, Run: 067, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 068, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 069, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 070, P, 0, 0, 0, 0, 0, 20, 4, 0, 1, 232, 0
2, Run: 071, P, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 072, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 073, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 074, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 075, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 076, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 077, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 078, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 079, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 080, P, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 081, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 082, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 083, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 084, P, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0
2, Run: 085, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 086, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 087, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 088, P, 0, 0, 0, 0, 0, 21, 7, 0, 1, 224, 0
2, Run: 089, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 090, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 091, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 092, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 093, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 094, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 095, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 096, P, 0, 0, 0, 0, 0, 24, 16, 0, 1, 200, 0
2, Run: 097, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
2, Run: 098, P, 0, 0, 0, 0, 0, 25, 19, 0, 1, 192, 0
2, Run: 099, P, 0, 0, 0, 0, 0, 22, 10, 0, 1, 216, 0
2, Run: 100, P, 0, 0, 0, 0, 0, 23, 13, 0, 1, 208, 0
3, Run: 001, P, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0
3, Run: 002, P, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0
3, Run: 003, P, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0
3, Run: 004, P, 0, 0, 0, 0, 0, 70, 46, 0, 1, 588, 0
3, Run: 005, P, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0
3, Run: 006, P, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0
3, Run: 007, P, 0, 0, 0, 0, 0, 71, 49, 0, 1, 580, 0
3, Run: 008, P, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0
3, Run: 009, P, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0
3, Run: 010, P, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0
3, Run: 011, P, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0
3, Run: 012, P, 0, 0, 0, 0, 0, 76, 64, 0, 1, 540, 0
3, Run: 013, P, 0, 0, 0, 0, 0, 77, 67, 0, 1, 532, 0
3, Run: 014, P, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0
3, Run: 015, P, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0
3, Run: 016, P, 0, 0, 0, 0, 0, 79, 73, 0, 1, 516, 0
3, Run: 017, P, 0, 0, 0, 0, 0, 72, 52, 0, 1, 572, 0
3, Run: 018, P, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0
3, Run: 019, P, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0
3, Run: 020, P, 0, 0, 0, 0, 0, 73, 55, 0, 1, 564, 0
3, Run: 021, P, 0, 0, 0, 0, 0, 74, 58, 0, 1, 556, 0
3, Run: 022, P, 0, 0, 0, 0, 0, 68, 40, 0, 1, 604, 0
3, Run: 023, P, 0, 0, 0, 0, 0, 75, 61, 0, 1, 548, 0
