Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, F, 0, 0, 0, 0, 9, 0, 0, 14, 1, 40, 0, 18, 9, 9, 9, 4, 4, 9, 18, 27, 18, 23
INVAR-1, Run: 002, F, 0, 0, 0, 0, 9, 0, 0, 13, 1, 41, 0, 18, 2, 9, 9, 6, 2, 9, 18, 27, 11, 22
INVAR-1, Run: 003, F, 0, 0, 0, 0, 9, 0, 0, 6, 1, 48, 0, 18, 0, 9, 9, 6, 2, 9, 18, 27, 9, 15
INVAR-1, Run: 004, F, 0, 0, 0, 0, 9, 0, 0, 3, 1, 51, 0, 18, 1, 9, 9, 3, 5, 9, 18, 27, 10, 12
INVAR-1, Run: 005, F, 0, 0, 0, 0, 9, 0, 0, 7, 1, 47, 0, 18, 2, 9, 9, 5, 3, 9, 18, 27, 11, 16
INVAR-1, Run: 006, F, 0, 0, 0, 0, 9, 0, 0, 6, 1, 48, 0, 18, 5, 9, 9, 3, 5, 9, 18, 27, 14, 15
INVAR-1, Run: 007, F, 0, 0, 0, 0, 9, 2, 0, 0, 1, 54, 0, 18, 1, 7, 9, 7, 1, 9, 18, 27, 10, 7
INVAR-1, Run: 008, F, 0, 0, 0, 0, 9, 0, 0, 16, 1, 38, 0, 18, 5, 9, 9, 5, 3, 9, 18, 27, 14, 25
INVAR-1, Run: 009, F, 0, 0, 0, 0, 9, 0, 0, 21, 1, 33, 0, 18, 6, 9, 9, 7, 1, 9, 18, 27, 15, 30
INVAR-1, Run: 010, F, 0, 0, 0, 0, 9, 0, 0, 10, 1, 44, 0, 18, 12, 9, 9, 7, 1, 9, 18, 27, 21, 19
INVAR-1, Run: 011, F, 0, 0, 0, 0, 9, 0, 0, 6, 1, 48, 0, 18, 4, 9, 9, 6, 2, 9, 18, 27, 13, 15
INVAR-1, Run: 012, F, 0, 0, 0, 0, 9, 0, 0, 1, 1, 53, 0, 18, 2, 9, 9, 5, 3, 9, 18, 27, 11, 10
INVAR-1, Run: 013, F, 0, 0, 0, 0, 9, 0, 0, 9, 1, 45, 0, 18, 4, 9, 9, 3, 5, 9, 18, 27, 13, 18
INVAR-1, Run: 014, F, 0, 0, 0, 0, 9, 0, 0, 10, 1, 44, 0, 18, 6, 9, 9, 6, 2, 9, 18, 27, 15, 19
INVAR-1, Run: 015, F, 0, 0, 0, 0, 9, 0, 0, 21, 1, 33, 0, 18, 4, 9, 9, 6, 2, 9, 18, 27, 13, 30
INVAR-1, Run: 016, F, 0, 0, 0, 0, 9, 0, 0, 15, 1, 39, 0, 18, 4, 9, 9, 7, 1, 9, 18, 27, 13, 24
INVAR-1, Run: 017, F, 0, 0, 0, 0, 9, 0, 0, 4, 1, 50, 0, 18, 5, 9, 9, 6, 2, 9, 18, 27, 14, 13
INVAR-1, Run: 018, F, 0, 0, 0, 0, 9, 0, 0, 13, 1, 41, 0, 18, 0, 9, 9, 2, 6, 9, 18, 27, 9, 22
INVAR-1, Run: 019, F, 0, 0, 0, 0, 9, 0, 0, 6, 1, 48, 0, 18, 3, 9, 9, 6, 2, 9, 18, 27, 12, 15
INVAR-1, Run: 020, F, 0, 0, 0, 0, 9, 0, 0, 2, 1, 52, 0, 18, 6, 9, 9, 6, 2, 9, 18, 27, 15, 11
INVAR-1, Run: 021, F, 0, 0, 0, 0, 9, 0, 0, 9, 1, 45, 0, 18, 1, 9, 9, 7, 1, 9, 18, 27, 10, 18
INVAR-1, Run: 022, F, 0, 0, 0, 0, 9, 0, 0, 12, 1, 42, 0, 18, 2, 9, 9, 6, 2, 9, 18, 27, 11, 21
INVAR-1, Run: 023, F, 0, 0, 0, 0, 9, 0, 0, 11, 1, 43, 0, 18, 4, 9, 9, 6, 2, 9, 18, 27, 13, 20
INVAR-1, Run: 024, F, 0, 0, 0, 0, 9, 0, 0, 15, 1, 39, 0, 18, 2, 9, 9, 8, 0, 9, 18, 27, 11, 24
INVAR-1, Run: 025, F, 0, 0, 0, 0, 9, 1, 0, 0, 1, 54, 0, 18, 3, 8, 9, 5, 3, 9, 18, 27, 12, 8
INVAR-1, Run: 026, F, 0, 0, 0, 0, 9, 0, 0, 14, 1, 40, 0, 18, 3, 9, 9, 5, 3, 9, 18, 27, 12, 23
INVAR-1, Run: 027, F, 0, 0, 0, 0, 9, 0, 0, 18, 1, 36, 0, 18, 3, 9, 9, 5, 3, 9, 18, 27, 12, 27
INVAR-1, Run: 028, F, 0, 0, 0, 0, 9, 0, 0, 10, 1, 44, 0, 18, 2, 9, 9, 5, 3, 9, 18, 27, 11, 19
INVAR-1, Run: 029, F, 0, 0, 0, 0, 9, 0, 0, 17, 1, 37, 0, 18, 4, 9, 9, 6, 2, 9, 18, 27, 13, 26
INVAR-1, Run: 030, F, 0, 0, 0, 0, 9, 0, 0, 6, 1, 48, 0, 18, 4, 9, 9, 6, 2, 9, 18, 27, 13, 15
INVAR-1, Run: 031, F, 0, 0, 0, 0, 9, 0, 0, 3, 1, 51, 0, 18, 3, 9, 9, 4, 4, 9, 18, 27, 12, 12
INVAR-1, Run: 032, F, 0, 0, 0, 0, 9, 0, 0, 8, 1, 46, 0, 18, 1, 9, 9, 8, 0, 9, 18, 27, 10, 17
