Input Number, Run_Number, Result@ 100, X2, Y, Reaction2
INVAR-10, Run: 048, E, 42, 0, 0
INVAR-10, Run: 049, E, 42, 0, 0
INVAR-10, Run: 050, E, 42, 0, 0
INVAR-10, Run: 051, E, 42, 0, 0
INVAR-10, Run: 052, E, 42, 0, 0
INVAR-10, Run: 053, E, 42, 0, 0
INVAR-10, Run: 054, E, 42, 0, 0
INVAR-10, Run: 055, E, 42, 0, 0
INVAR-10, Run: 056, E, 42, 0, 0
INVAR-10, Run: 057, E, 42, 0, 0
INVAR-10, Run: 058, E, 42, 0, 0
INVAR-10, Run: 059, E, 42, 0, 0
INVAR-10, Run: 060, E, 42, 0, 0
INVAR-10, Run: 061, E, 42, 0, 0
INVAR-10, Run: 062, E, 42, 0, 0
INVAR-10, Run: 063, E, 42, 0, 0
INVAR-10, Run: 064, E, 42, 0, 0
INVAR-10, Run: 065, E, 42, 0, 0
INVAR-10, Run: 066, E, 42, 0, 0
INVAR-10, Run: 067, E, 42, 0, 0
INVAR-10, Run: 068, E, 42, 0, 0
INVAR-10, Run: 069, E, 42, 0, 0
INVAR-10, Run: 070, E, 42, 0, 0
INVAR-10, Run: 071, E, 42, 0, 0
INVAR-10, Run: 072, E, 42, 0, 0
INVAR-10, Run: 073, E, 42, 0, 0
INVAR-10, Run: 074, E, 42, 0, 0
INVAR-10, Run: 075, E, 42, 0, 0
INVAR-10, Run: 076, E, 42, 0, 0
INVAR-10, Run: 077, E, 42, 0, 0
INVAR-10, Run: 078, E, 42, 0, 0
INVAR-10, Run: 079, E, 42, 0, 0
INVAR-10, Run: 080, E, 42, 0, 0
INVAR-10, Run: 081, E, 42, 0, 0
INVAR-10, Run: 082, E, 42, 0, 0
INVAR-10, Run: 083, E, 42, 0, 0
INVAR-10, Run: 084, E, 42, 0, 0
INVAR-10, Run: 085, E, 42, 0, 0
INVAR-10, Run: 086, E, 42, 0, 0
INVAR-10, Run: 087, E, 42, 0, 0
INVAR-10, Run: 088, E, 42, 0, 0
INVAR-10, Run: 089, E, 42, 0, 0
INVAR-10, Run: 090, E, 42, 0, 0
INVAR-10, Run: 091, E, 42, 0, 0
INVAR-10, Run: 092, E, 42, 0, 0
INVAR-10, Run: 093, E, 42, 0, 0
INVAR-10, Run: 094, E, 42, 0, 0
INVAR-10, Run: 095, E, 42, 0, 0
INVAR-10, Run: 096, E, 42, 0, 0
INVAR-10, Run: 097, E, 42, 0, 0
INVAR-10, Run: 098, E, 42, 0, 0
INVAR-10, Run: 099, E, 42, 0, 0
INVAR-10, Run: 100, E, 42, 0, 0
INVAR-11, Run: 001, E, 58, 0, 0
INVAR-11, Run: 002, E, 58, 0, 0
INVAR-11, Run: 003, E, 58, 0, 0
INVAR-11, Run: 004, E, 58, 0, 0
INVAR-11, Run: 005, E, 58, 0, 0
INVAR-11, Run: 006, E, 58, 0, 0
INVAR-11, Run: 007, E, 58, 0, 0
INVAR-11, Run: 008, E, 58, 0, 0
INVAR-11, Run: 009, E, 58, 0, 0
INVAR-11, Run: 010, E, 58, 0, 0
INVAR-11, Run: 011, E, 58, 0, 0
INVAR-11, Run: 012, E, 58, 0, 0
INVAR-11, Run: 013, E, 58, 0, 0
INVAR-11, Run: 014, E, 58, 0, 0
INVAR-11, Run: 015, E, 58, 0, 0
INVAR-11, Run: 016, E, 58, 0, 0
INVAR-11, Run: 017, E, 58, 0, 0
INVAR-11, Run: 018, E, 58, 0, 0
INVAR-11, Run: 019, E, 58, 0, 0
INVAR-11, Run: 020, E, 58, 0, 0
INVAR-11, Run: 021, E, 58, 0, 0
INVAR-11, Run: 022, E, 58, 0, 0
INVAR-11, Run: 023, E, 58, 0, 0
INVAR-11, Run: 024, E, 58, 0, 0
INVAR-11, Run: 025, E, 58, 0, 0
INVAR-11, Run: 026, E, 58, 0, 0
INVAR-11, Run: 027, E, 58, 0, 0
INVAR-11, Run: 028, E, 58, 0, 0
INVAR-11, Run: 029, E, 58, 0, 0
INVAR-11, Run: 030, E, 58, 0, 0
INVAR-11, Run: 031, E, 58, 0, 0
INVAR-11, Run: 032, E, 58, 0, 0
INVAR-11, Run: 033, E, 58, 0, 0
INVAR-11, Run: 034, E, 58, 0, 0
INVAR-11, Run: 035, E, 58, 0, 0
INVAR-11, Run: 036, E, 58, 0, 0
INVAR-11, Run: 037, E, 58, 0, 0
INVAR-11, Run: 038, E, 58, 0, 0
INVAR-11, Run: 039, E, 58, 0, 0
INVAR-11, Run: 040, E, 58, 0, 0
INVAR-11, Run: 041, E, 58, 0, 0
INVAR-11, Run: 042, E, 58, 0, 0
INVAR-11, Run: 043, E, 58, 0, 0
INVAR-11, Run: 044, E, 58, 0, 0
INVAR-11, Run: 045, E, 58, 0, 0
INVAR-11, Run: 046, E, 58, 0, 0
INVAR-11, Run: 047, E, 58, 0, 0
INVAR-11, Run: 048, E, 58, 0, 0
INVAR-11, Run: 049, E, 58, 0, 0
INVAR-11, Run: 050, E, 58, 0, 0
INVAR-11, Run: 051, E, 58, 0, 0
INVAR-11, Run: 052, E, 58, 0, 0
INVAR-11, Run: 053, E, 58, 0, 0
INVAR-11, Run: 054, E, 58, 0, 0
INVAR-11, Run: 055, E, 58, 0, 0
INVAR-11, Run: 056, E, 58, 0, 0
INVAR-11, Run: 057, E, 58, 0, 0
INVAR-11, Run: 058, E, 58, 0, 0
INVAR-11, Run: 059, E, 58, 0, 0
INVAR-11, Run: 060, E, 58, 0, 0
INVAR-11, Run: 061, E, 58, 0, 0
INVAR-11, Run: 062, E, 58, 0, 0
INVAR-11, Run: 063, E, 58, 0, 0
INVAR-11, Run: 064, E, 58, 0, 0
INVAR-11, Run: 065, E, 58, 0, 0
INVAR-11, Run: 066, E, 58, 0, 0
INVAR-11, Run: 067, E, 58, 0, 0
INVAR-11, Run: 068, E, 58, 0, 0
INVAR-11, Run: 069, E, 58, 0, 0
INVAR-11, Run: 070, E, 58, 0, 0
INVAR-11, Run: 071, E, 58, 0, 0
INVAR-11, Run: 072, E, 58, 0, 0
INVAR-11, Run: 073, E, 58, 0, 0
INVAR-11, Run: 074, E, 58, 0, 0
INVAR-11, Run: 075, E, 58, 0, 0
INVAR-11, Run: 076, E, 58, 0, 0
INVAR-11, Run: 077, E, 58, 0, 0
INVAR-11, Run: 078, E, 58, 0, 0
INVAR-11, Run: 079, E, 58, 0, 0
INVAR-11, Run: 080, E, 58, 0, 0
INVAR-11, Run: 081, E, 58, 0, 0
INVAR-11, Run: 082, E, 58, 0, 0
INVAR-11, Run: 083, E, 58, 0, 0
INVAR-11, Run: 084, E, 58, 0, 0
INVAR-11, Run: 085, E, 58, 0, 0
INVAR-11, Run: 086, E, 58, 0, 0
INVAR-11, Run: 087, E, 58, 0, 0
INVAR-11, Run: 088, E, 58, 0, 0
INVAR-11, Run: 089, E, 58, 0, 0
INVAR-11, Run: 090, E, 58, 0, 0
INVAR-11, Run: 091, E, 58, 0, 0
INVAR-11, Run: 092, E, 58, 0, 0
INVAR-11, Run: 093, E, 58, 0, 0
INVAR-11, Run: 094, E, 58, 0, 0
INVAR-11, Run: 095, E, 58, 0, 0
INVAR-11, Run: 096, E, 58, 0, 0
INVAR-11, Run: 097, E, 58, 0, 0
INVAR-11, Run: 098, E, 58, 0, 0
INVAR-11, Run: 099, E, 58, 0, 0
INVAR-11, Run: 100, E, 58, 0, 0
INVAR-12, Run: 001, E, 130, 0, 0
INVAR-12, Run: 002, E, 130, 0, 0
INVAR-12, Run: 003, E, 130, 0, 0
INVAR-12, Run: 004, E, 130, 0, 0
INVAR-12, Run: 005, E, 130, 0, 0
INVAR-12, Run: 006, E, 130, 0, 0
INVAR-12, Run: 007, E, 130, 0, 0
INVAR-12, Run: 008, E, 130, 0, 0
INVAR-12, Run: 009, E, 130, 0, 0
INVAR-12, Run: 010, E, 130, 0, 0
INVAR-12, Run: 011, E, 130, 0, 0
INVAR-12, Run: 012, E, 130, 0, 0
INVAR-12, Run: 013, E, 130, 0, 0
INVAR-12, Run: 014, E, 130, 0, 0
INVAR-12, Run: 015, E, 130, 0, 0
INVAR-12, Run: 016, E, 130, 0, 0
INVAR-12, Run: 017, E, 130, 0, 0
INVAR-12, Run: 018, E, 130, 0, 0
INVAR-12, Run: 019, E, 130, 0, 0
INVAR-12, Run: 020, E, 130, 0, 0
INVAR-12, Run: 021, E, 130, 0, 0
INVAR-12, Run: 022, E, 130, 0, 0
INVAR-12, Run: 023, E, 130, 0, 0
INVAR-12, Run: 024, E, 130, 0, 0
INVAR-12, Run: 025, E, 130, 0, 0
INVAR-12, Run: 026, E, 130, 0, 0
INVAR-12, Run: 027, E, 130, 0, 0
INVAR-12, Run: 028, E, 130, 0, 0
INVAR-12, Run: 029, E, 130, 0, 0
INVAR-12, Run: 030, E, 130, 0, 0
INVAR-12, Run: 031, E, 130, 0, 0
INVAR-12, Run: 032, E, 130, 0, 0
INVAR-12, Run: 033, E, 130, 0, 0
INVAR-12, Run: 034, E, 130, 0, 0
INVAR-12, Run: 035, E, 130, 0, 0
INVAR-12, Run: 036, E, 130, 0, 0
INVAR-12, Run: 037, E, 130, 0, 0
INVAR-12, Run: 038, E, 130, 0, 0
INVAR-12, Run: 039, E, 130, 0, 0
INVAR-12, Run: 040, E, 130, 0, 0
INVAR-12, Run: 041, E, 130, 0, 0
INVAR-12, Run: 042, E, 130, 0, 0
INVAR-12, Run: 043, E, 130, 0, 0
INVAR-12, Run: 044, E, 130, 0, 0
INVAR-12, Run: 045, E, 130, 0, 0
INVAR-12, Run: 046, E, 130, 0, 0
INVAR-12, Run: 047, E, 130, 0, 0
INVAR-12, Run: 048, E, 130, 0, 0
INVAR-12, Run: 049, E, 130, 0, 0
INVAR-12, Run: 050, E, 130, 0, 0
INVAR-12, Run: 051, E, 130, 0, 0
INVAR-12, Run: 052, E, 130, 0, 0
INVAR-12, Run: 053, E, 130, 0, 0
INVAR-12, Run: 054, E, 130, 0, 0
INVAR-12, Run: 055, E, 130, 0, 0
INVAR-12, Run: 056, E, 130, 0, 0
INVAR-12, Run: 057, E, 130, 0, 0
INVAR-12, Run: 058, E, 130, 0, 0
INVAR-12, Run: 059, E, 130, 0, 0
INVAR-12, Run: 060, E, 130, 0, 0
INVAR-12, Run: 061, E, 130, 0, 0
INVAR-12, Run: 062, E, 130, 0, 0
INVAR-12, Run: 063, E, 130, 0, 0
INVAR-12, Run: 064, E, 130, 0, 0
INVAR-12, Run: 065, E, 130, 0, 0
INVAR-12, Run: 066, E, 130, 0, 0
INVAR-12, Run: 067, E, 130, 0, 0
INVAR-12, Run: 068, E, 130, 0, 0
INVAR-12, Run: 069, E, 130, 0, 0
INVAR-12, Run: 070, E, 130, 0, 0
INVAR-12, Run: 071, E, 130, 0, 0
INVAR-12, Run: 072, E, 130, 0, 0
INVAR-12, Run: 073, E, 130, 0, 0
INVAR-12, Run: 074, E, 130, 0, 0
INVAR-12, Run: 075, E, 130, 0, 0
INVAR-12, Run: 076, E, 130, 0, 0
INVAR-12, Run: 077, E, 130, 0, 0
INVAR-12, Run: 078, E, 130, 0, 0
INVAR-12, Run: 079, E, 130, 0, 0
INVAR-12, Run: 080, E, 130, 0, 0
INVAR-12, Run: 081, E, 130, 0, 0
INVAR-12, Run: 082, E, 130, 0, 0
INVAR-12, Run: 083, E, 130, 0, 0
INVAR-12, Run: 084, E, 130, 0, 0
INVAR-12, Run: 085, E, 130, 0, 0
INVAR-12, Run: 086, E, 130, 0, 0
INVAR-12, Run: 087, E, 130, 0, 0
INVAR-12, Run: 088, E, 130, 0, 0
INVAR-12, Run: 089, E, 130, 0, 0
INVAR-12, Run: 090, E, 130, 0, 0
INVAR-12, Run: 091, E, 130, 0, 0
INVAR-12, Run: 092, E, 130, 0, 0
INVAR-12, Run: 093, E, 130, 0, 0
INVAR-12, Run: 094, E, 130, 0, 0
INVAR-12, Run: 095, E, 130, 0, 0
INVAR-12, Run: 096, E, 130, 0, 0
INVAR-12, Run: 097, E, 130, 0, 0
INVAR-12, Run: 098, E, 130, 0, 0
INVAR-12, Run: 099, E, 130, 0, 0
INVAR-12, Run: 100, E, 130, 0, 0
INVAR-13, Run: 001, E, 5, 0, 0
INVAR-13, Run: 002, E, 5, 0, 0
INVAR-13, Run: 003, E, 5, 0, 0
INVAR-13, Run: 004, E, 5, 0, 0
INVAR-13, Run: 005, E, 5, 0, 0
INVAR-13, Run: 006, E, 5, 0, 0
INVAR-13, Run: 007, E, 5, 0, 0
INVAR-13, Run: 008, E, 5, 0, 0
INVAR-13, Run: 009, E, 5, 0, 0
INVAR-13, Run: 010, E, 5, 0, 0
INVAR-13, Run: 011, E, 5, 0, 0
INVAR-13, Run: 012, E, 5, 0, 0
INVAR-13, Run: 013, E, 5, 0, 0
INVAR-13, Run: 014, E, 5, 0, 0
INVAR-13, Run: 015, E, 5, 0, 0
INVAR-13, Run: 016, E, 5, 0, 0
INVAR-13, Run: 017, E, 5, 0, 0
INVAR-13, Run: 018, E, 5, 0, 0
INVAR-13, Run: 019, E, 5, 0, 0
INVAR-13, Run: 020, E, 5, 0, 0
INVAR-13, Run: 021, E, 5, 0, 0
INVAR-13, Run: 022, E, 5, 0, 0
INVAR-13, Run: 023, E, 5, 0, 0
INVAR-13, Run: 024, E, 5, 0, 0
INVAR-13, Run: 025, E, 5, 0, 0
INVAR-13, Run: 026, E, 5, 0, 0
INVAR-13, Run: 027, E, 5, 0, 0
INVAR-13, Run: 028, E, 5, 0, 0
INVAR-13, Run: 029, E, 5, 0, 0
INVAR-13, Run: 030, E, 5, 0, 0
INVAR-13, Run: 031, E, 5, 0, 0
INVAR-13, Run: 032, E, 5, 0, 0
INVAR-13, Run: 033, E, 5, 0, 0
INVAR-13, Run: 034, E, 5, 0, 0
INVAR-13, Run: 035, E, 5, 0, 0
INVAR-13, Run: 036, E, 5, 0, 0
INVAR-13, Run: 037, E, 5, 0, 0
INVAR-13, Run: 038, E, 5, 0, 0
INVAR-13, Run: 039, E, 5, 0, 0
INVAR-13, Run: 040, E, 5, 0, 0
INVAR-13, Run: 041, E, 5, 0, 0
INVAR-13, Run: 042, E, 5, 0, 0
INVAR-13, Run: 043, E, 5, 0, 0
INVAR-13, Run: 044, E, 5, 0, 0
INVAR-13, Run: 045, E, 5, 0, 0
INVAR-13, Run: 046, E, 5, 0, 0
INVAR-13, Run: 047, E, 5, 0, 0
INVAR-13, Run: 048, E, 5, 0, 0
INVAR-13, Run: 049, E, 5, 0, 0
INVAR-13, Run: 050, E, 5, 0, 0
INVAR-13, Run: 051, E, 5, 0, 0
INVAR-13, Run: 052, E, 5, 0, 0
INVAR-13, Run: 053, E, 5, 0, 0
INVAR-13, Run: 054, E, 5, 0, 0
INVAR-13, Run: 055, E, 5, 0, 0
INVAR-13, Run: 056, E, 5, 0, 0
INVAR-13, Run: 057, E, 5, 0, 0
INVAR-13, Run: 058, E, 5, 0, 0
INVAR-13, Run: 059, E, 5, 0, 0
INVAR-13, Run: 060, E, 5, 0, 0
INVAR-13, Run: 061, E, 5, 0, 0
INVAR-13, Run: 062, E, 5, 0, 0
INVAR-13, Run: 063, E, 5, 0, 0
INVAR-13, Run: 064, E, 5, 0, 0
INVAR-13, Run: 065, E, 5, 0, 0
INVAR-13, Run: 066, E, 5, 0, 0
INVAR-13, Run: 067, E, 5, 0, 0
INVAR-13, Run: 068, E, 5, 0, 0
INVAR-13, Run: 069, E, 5, 0, 0
INVAR-13, Run: 070, E, 5, 0, 0
INVAR-13, Run: 071, E, 5, 0, 0
INVAR-13, Run: 072, E, 5, 0, 0
INVAR-13, Run: 073, E, 5, 0, 0
INVAR-13, Run: 074, E, 5, 0, 0
INVAR-13, Run: 075, E, 5, 0, 0
INVAR-13, Run: 076, E, 5, 0, 0
INVAR-13, Run: 077, E, 5, 0, 0
INVAR-13, Run: 078, E, 5, 0, 0
INVAR-13, Run: 079, E, 5, 0, 0
INVAR-13, Run: 080, E, 5, 0, 0
INVAR-13, Run: 081, E, 5, 0, 0
INVAR-13, Run: 082, E, 5, 0, 0
INVAR-13, Run: 083, E, 5, 0, 0
INVAR-13, Run: 084, E, 5, 0, 0
INVAR-13, Run: 085, E, 5, 0, 0
INVAR-13, Run: 086, E, 5, 0, 0
INVAR-13, Run: 087, E, 5, 0, 0
INVAR-13, Run: 088, E, 5, 0, 0
INVAR-13, Run: 089, E, 5, 0, 0
INVAR-13, Run: 090, E, 5, 0, 0
INVAR-13, Run: 091, E, 5, 0, 0
INVAR-13, Run: 092, E, 5, 0, 0
INVAR-13, Run: 093, E, 5, 0, 0
INVAR-13, Run: 094, E, 5, 0, 0
INVAR-13, Run: 095, E, 5, 0, 0
INVAR-13, Run: 096, E, 5, 0, 0
INVAR-13, Run: 097, E, 5, 0, 0
INVAR-13, Run: 098, E, 5, 0, 0
INVAR-13, Run: 099, E, 5, 0, 0
INVAR-13, Run: 100, E, 5, 0, 0
INVAR-14, Run: 001, E, 86, 0, 0
INVAR-14, Run: 002, E, 86, 0, 0
INVAR-14, Run: 003, E, 86, 0, 0
INVAR-14, Run: 004, E, 86, 0, 0
INVAR-14, Run: 005, E, 86, 0, 0
INVAR-14, Run: 006, E, 86, 0, 0
INVAR-14, Run: 007, E, 86, 0, 0
INVAR-14, Run: 008, E, 86, 0, 0
INVAR-14, Run: 009, E, 86, 0, 0
INVAR-14, Run: 010, E, 86, 0, 0
INVAR-14, Run: 011, E, 86, 0, 0
INVAR-14, Run: 012, E, 86, 0, 0
INVAR-14, Run: 013, E, 86, 0, 0
INVAR-14, Run: 014, E, 86, 0, 0
INVAR-14, Run: 015, E, 86, 0, 0
INVAR-14, Run: 016, E, 86, 0, 0
INVAR-14, Run: 017, E, 86, 0, 0
INVAR-14, Run: 018, E, 86, 0, 0
INVAR-14, Run: 019, E, 86, 0, 0
INVAR-14, Run: 020, E, 86, 0, 0
INVAR-14, Run: 021, E, 86, 0, 0
INVAR-14, Run: 022, E, 86, 0, 0
INVAR-14, Run: 023, E, 86, 0, 0
INVAR-14, Run: 024, E, 86, 0, 0
INVAR-14, Run: 025, E, 86, 0, 0
INVAR-14, Run: 026, E, 86, 0, 0
INVAR-14, Run: 027, E, 86, 0, 0
INVAR-14, Run: 028, E, 86, 0, 0
INVAR-14, Run: 029, E, 86, 0, 0
INVAR-14, Run: 030, E, 86, 0, 0
INVAR-14, Run: 031, E, 86, 0, 0
INVAR-14, Run: 032, E, 86, 0, 0
INVAR-14, Run: 033, E, 86, 0, 0
INVAR-14, Run: 034, E, 86, 0, 0
INVAR-14, Run: 035, E, 86, 0, 0
INVAR-14, Run: 036, E, 86, 0, 0
INVAR-14, Run: 037, E, 86, 0, 0
INVAR-14, Run: 038, E, 86, 0, 0
INVAR-14, Run: 039, E, 86, 0, 0
INVAR-14, Run: 040, E, 86, 0, 0
INVAR-14, Run: 041, E, 86, 0, 0
INVAR-14, Run: 042, E, 86, 0, 0
INVAR-14, Run: 043, E, 86, 0, 0
INVAR-14, Run: 044, E, 86, 0, 0
INVAR-14, Run: 045, E, 86, 0, 0
INVAR-14, Run: 046, E, 86, 0, 0
INVAR-14, Run: 047, E, 86, 0, 0
INVAR-14, Run: 048, E, 86, 0, 0
INVAR-14, Run: 049, E, 86, 0, 0
INVAR-14, Run: 050, E, 86, 0, 0
INVAR-14, Run: 051, E, 86, 0, 0
INVAR-14, Run: 052, E, 86, 0, 0
INVAR-14, Run: 053, E, 86, 0, 0
INVAR-14, Run: 054, E, 86, 0, 0
INVAR-14, Run: 055, E, 86, 0, 0
INVAR-14, Run: 056, E, 86, 0, 0
INVAR-14, Run: 057, E, 86, 0, 0
INVAR-14, Run: 058, E, 86, 0, 0
INVAR-14, Run: 059, E, 86, 0, 0
INVAR-14, Run: 060, E, 86, 0, 0
INVAR-14, Run: 061, E, 86, 0, 0
INVAR-14, Run: 062, E, 86, 0, 0
INVAR-14, Run: 063, E, 86, 0, 0
INVAR-14, Run: 064, E, 86, 0, 0
INVAR-14, Run: 065, E, 86, 0, 0
INVAR-14, Run: 066, E, 86, 0, 0
INVAR-14, Run: 067, E, 86, 0, 0
INVAR-14, Run: 068, E, 86, 0, 0
INVAR-14, Run: 069, E, 86, 0, 0
INVAR-14, Run: 070, E, 86, 0, 0
INVAR-14, Run: 071, E, 86, 0, 0
INVAR-14, Run: 072, E, 86, 0, 0
INVAR-14, Run: 073, E, 86, 0, 0
INVAR-14, Run: 074, E, 86, 0, 0
INVAR-14, Run: 075, E, 86, 0, 0
INVAR-14, Run: 076, E, 86, 0, 0
INVAR-14, Run: 077, E, 86, 0, 0
INVAR-14, Run: 078, E, 86, 0, 0
INVAR-14, Run: 079, E, 86, 0, 0
INVAR-14, Run: 080, E, 86, 0, 0
INVAR-14, Run: 081, E, 86, 0, 0
INVAR-14, Run: 082, E, 86, 0, 0
INVAR-14, Run: 083, E, 86, 0, 0
INVAR-14, Run: 084, E, 86, 0, 0
INVAR-14, Run: 085, E, 86, 0, 0
INVAR-14, Run: 086, E, 86, 0, 0
INVAR-14, Run: 087, E, 86, 0, 0
INVAR-14, Run: 088, E, 86, 0, 0
INVAR-14, Run: 089, E, 86, 0, 0
INVAR-14, Run: 090, E, 86, 0, 0
INVAR-14, Run: 091, E, 86, 0, 0
INVAR-14, Run: 092, E, 86, 0, 0
INVAR-14, Run: 093, E, 86, 0, 0
INVAR-14, Run: 094, E, 86, 0, 0
INVAR-14, Run: 095, E, 86, 0, 0
INVAR-14, Run: 096, E, 86, 0, 0
INVAR-14, Run: 097, E, 86, 0, 0
INVAR-14, Run: 098, E, 86, 0, 0
INVAR-14, Run: 099, E, 86, 0, 0
INVAR-14, Run: 100, E, 86, 0, 0
INVAR-15, Run: 001, E, 162, 0, 0
INVAR-15, Run: 002, E, 162, 0, 0
INVAR-15, Run: 003, E, 162, 0, 0
INVAR-15, Run: 004, E, 162, 0, 0
INVAR-15, Run: 005, E, 162, 0, 0
INVAR-15, Run: 006, E, 162, 0, 0
INVAR-15, Run: 007, E, 162, 0, 0
INVAR-15, Run: 008, E, 162, 0, 0
INVAR-15, Run: 009, E, 162, 0, 0
INVAR-15, Run: 010, E, 162, 0, 0
INVAR-15, Run: 011, E, 162, 0, 0
INVAR-15, Run: 012, E, 162, 0, 0
INVAR-15, Run: 013, E, 162, 0, 0
INVAR-15, Run: 014, E, 162, 0, 0
INVAR-15, Run: 015, E, 162, 0, 0
INVAR-15, Run: 016, E, 162, 0, 0
INVAR-15, Run: 017, E, 162, 0, 0
INVAR-15, Run: 018, E, 162, 0, 0
INVAR-15, Run: 019, E, 162, 0, 0
INVAR-15, Run: 020, E, 162, 0, 0
INVAR-15, Run: 021, E, 162, 0, 0
INVAR-15, Run: 022, E, 162, 0, 0
INVAR-15, Run: 023, E, 162, 0, 0
INVAR-15, Run: 024, E, 162, 0, 0
INVAR-15, Run: 025, E, 162, 0, 0
INVAR-15, Run: 026, E, 162, 0, 0
INVAR-15, Run: 027, E, 162, 0, 0
INVAR-15, Run: 028, E, 162, 0, 0
INVAR-15, Run: 029, E, 162, 0, 0
INVAR-15, Run: 030, E, 162, 0, 0
INVAR-15, Run: 031, E, 162, 0, 0
INVAR-15, Run: 032, E, 162, 0, 0
INVAR-15, Run: 033, E, 162, 0, 0
INVAR-15, Run: 034, E, 162, 0, 0
INVAR-15, Run: 035, E, 162, 0, 0
INVAR-15, Run: 036, E, 162, 0, 0
INVAR-15, Run: 037, E, 162, 0, 0
INVAR-15, Run: 038, E, 162, 0, 0
INVAR-15, Run: 039, E, 162, 0, 0
INVAR-15, Run: 040, E, 162, 0, 0
INVAR-15, Run: 041, E, 162, 0, 0
INVAR-15, Run: 042, E, 162, 0, 0
INVAR-15, Run: 043, E, 162, 0, 0
INVAR-15, Run: 044, E, 162, 0, 0
INVAR-15, Run: 045, E, 162, 0, 0
INVAR-15, Run: 046, E, 162, 0, 0
INVAR-15, Run: 047, E, 162, 0, 0
INVAR-15, Run: 048, E, 162, 0, 0
INVAR-15, Run: 049, E, 162, 0, 0
INVAR-15, Run: 050, E, 162, 0, 0
INVAR-15, Run: 051, E, 162, 0, 0
INVAR-15, Run: 052, E, 162, 0, 0
INVAR-15, Run: 053, E, 162, 0, 0
INVAR-15, Run: 054, E, 162, 0, 0
INVAR-15, Run: 055, E, 162, 0, 0
INVAR-15, Run: 056, E, 162, 0, 0
INVAR-15, Run: 057, E, 162, 0, 0
INVAR-15, Run: 058, E, 162, 0, 0
INVAR-15, Run: 059, E, 162, 0, 0
INVAR-15, Run: 060, E, 162, 0, 0
INVAR-15, Run: 061, E, 162, 0, 0
INVAR-15, Run: 062, E, 162, 0, 0
INVAR-15, Run: 063, E, 162, 0, 0
INVAR-15, Run: 064, E, 162, 0, 0
INVAR-15, Run: 065, E, 162, 0, 0
INVAR-15, Run: 066, E, 162, 0, 0
INVAR-15, Run: 067, E, 162, 0, 0
INVAR-15, Run: 068, E, 162, 0, 0
INVAR-15, Run: 069, E, 162, 0, 0
INVAR-15, Run: 070, E, 162, 0, 0
INVAR-15, Run: 071, E, 162, 0, 0
INVAR-15, Run: 072, E, 162, 0, 0
INVAR-15, Run: 073, E, 162, 0, 0
INVAR-15, Run: 074, E, 162, 0, 0
INVAR-15, Run: 075, E, 162, 0, 0
INVAR-15, Run: 076, E, 162, 0, 0
INVAR-15, Run: 077, E, 162, 0, 0
INVAR-15, Run: 078, E, 162, 0, 0
INVAR-15, Run: 079, E, 162, 0, 0
INVAR-15, Run: 080, E, 162, 0, 0
INVAR-15, Run: 081, E, 162, 0, 0
INVAR-15, Run: 082, E, 162, 0, 0
INVAR-15, Run: 083, E, 162, 0, 0
INVAR-15, Run: 084, E, 162, 0, 0
INVAR-15, Run: 085, E, 162, 0, 0
INVAR-15, Run: 086, E, 162, 0, 0
INVAR-15, Run: 087, E, 162, 0, 0
INVAR-15, Run: 088, E, 162, 0, 0
INVAR-15, Run: 089, E, 162, 0, 0
INVAR-15, Run: 090, E, 162, 0, 0
INVAR-15, Run: 091, E, 162, 0, 0
INVAR-15, Run: 092, E, 162, 0, 0
INVAR-15, Run: 093, E, 162, 0, 0
INVAR-15, Run: 094, E, 162, 0, 0
INVAR-15, Run: 095, E, 162, 0, 0
INVAR-15, Run: 096, E, 162, 0, 0
INVAR-15, Run: 097, E, 162, 0, 0
INVAR-15, Run: 098, E, 162, 0, 0
INVAR-15, Run: 099, E, 162, 0, 0
INVAR-15, Run: 100, E, 162, 0, 0
INVAR-16, Run: 001, E, 15, 0, 0
INVAR-16, Run: 002, E, 15, 0, 0
INVAR-16, Run: 003, E, 15, 0, 0
INVAR-16, Run: 004, E, 15, 0, 0
INVAR-16, Run: 005, E, 15, 0, 0
INVAR-16, Run: 006, E, 15, 0, 0
INVAR-16, Run: 007, E, 15, 0, 0
INVAR-16, Run: 008, E, 15, 0, 0
INVAR-16, Run: 009, E, 15, 0, 0
INVAR-16, Run: 010, E, 15, 0, 0
INVAR-16, Run: 011, E, 15, 0, 0
INVAR-16, Run: 012, E, 15, 0, 0
INVAR-16, Run: 013, E, 15, 0, 0
INVAR-16, Run: 014, E, 15, 0, 0
INVAR-16, Run: 015, E, 15, 0, 0
INVAR-16, Run: 016, E, 15, 0, 0
INVAR-16, Run: 017, E, 15, 0, 0
INVAR-16, Run: 018, E, 15, 0, 0
INVAR-16, Run: 019, E, 15, 0, 0
INVAR-16, Run: 020, E, 15, 0, 0
INVAR-16, Run: 021, E, 15, 0, 0
INVAR-16, Run: 022, E, 15, 0, 0
INVAR-16, Run: 023, E, 15, 0, 0
INVAR-16, Run: 024, E, 15, 0, 0
INVAR-16, Run: 025, E, 15, 0, 0
INVAR-16, Run: 026, E, 15, 0, 0
INVAR-16, Run: 027, E, 15, 0, 0
INVAR-16, Run: 028, E, 15, 0, 0
INVAR-16, Run: 029, E, 15, 0, 0
