Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 6, 18, 9, 5, 3, 9, 18, 27, 15, 18
INVAR-1, Run: 002, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 8, 29, 9, 6, 2, 9, 18, 27, 17, 29
INVAR-1, Run: 003, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 10, 22, 9, 6, 2, 9, 18, 27, 19, 22
INVAR-1, Run: 004, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 14, 72, 9, 6, 2, 9, 18, 27, 23, 72
INVAR-1, Run: 005, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 27, 100, 9, 6, 2, 9, 18, 27, 36, 100
INVAR-1, Run: 006, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 18, 54, 9, 7, 1, 9, 18, 27, 27, 54
INVAR-1, Run: 007, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 16, 40, 9, 5, 3, 9, 18, 27, 25, 40
INVAR-1, Run: 008, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 7, 25, 9, 4, 4, 9, 18, 27, 16, 25
INVAR-1, Run: 009, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 17, 93, 9, 6, 2, 9, 18, 27, 26, 93
INVAR-1, Run: 010, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 26, 118, 9, 6, 2, 9, 18, 27, 35, 118
INVAR-1, Run: 011, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 11, 45, 9, 6, 2, 9, 18, 27, 20, 45
INVAR-1, Run: 012, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 12, 44, 9, 5, 3, 9, 18, 27, 21, 44
INVAR-1, Run: 013, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 5, 14, 9, 5, 3, 9, 18, 27, 14, 14
INVAR-1, Run: 014, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 13, 43, 9, 4, 4, 9, 18, 27, 22, 43
INVAR-1, Run: 015, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 27, 0, 18, 16, 48, 9, 5, 3, 9, 18, 27, 25, 48
